en,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",Why can't some birds fly?,Gillian Gibb,4:28,"nature,TED-Ed,science,animals,biology,animation,birds,evolution"
"
											In the lush rainforests of Australia, birds roost
											in the low branches and amble across the forest floor,
											enjoying the shade and tropical fruits.
											But the jungle isn’t theirs alone.
											A dingo is prowling in the shadows,
											and fruit won’t satisfy his appetite.
									","
											Nas florestas tropicais verdejantes 
da Austrália,
											as aves empoleiram-se nos ramos inferiores
e caminham pelo chão da floresta,
											aproveitando a sombra
e os frutos tropicais.
											Mas a floresta não é só deles.
											Um dingo está a rondar nas sombras,
											e a fruta não vai satisfazer 
o apetite dele.
									","
											Avustralya'nın yemyeşil 
yağmur ormanlarında, kuşların tünekleri
											alçak dallarda ve orman zemini arasında
											gölgede ve tropikal meyvelerde.
											Ama orman yalnız onların değil.
											Gölgelerde bir dingo dolaşıyor
											ve meyve, iştahını tatmin etmiyor.
									","
											Dans les forêts tropicales
luxuriantes d'Australie,
											les oiseaux se perchent sur les branches
les plus basses et sautillent sur le sol,
											profitant de l'ombre
et des fruits tropicaux.
											Mais la jungle n'appartient pas qu'à eux.
											Un dingo est tapi dans l'ombre
											et ce n'est pas un fruit
qui le rassasiera.
									",Why can't some birds fly?,Gillian Gibb,4:28,"nature,TED-Ed,science,animals,biology,animation,birds,evolution"
"
","
","
","
",Why can't some birds fly?,Gillian Gibb,4:28,"nature,TED-Ed,science,animals,biology,animation,birds,evolution"
"
											The birds flee to safety
											all but the cassowary,
											who can’t clear the ground on her puny wings.
											Instead, she attacks, sending the dingo running for cover
											with one swipe of her razor-sharp toe claws.
									","
											As aves voam para um local seguro,
											todos menos o casuar,
											que não consegue voar 
com as suas asas frágeis.
											Por isso, ele ataca, afugentando o dingo
											com um golpe das suas garras pontiagudas.
									","
											Kuşlar, emniyetli kanatlarına
											zemin hazırlayamayan
											kaskattan başka bir yere kaçarlar.
											Bunun yerine, saldırmaya çalışan dingoya,
											ustura keskinliğinde 
ayak pençeleriyle bir hamlede saldırır.
									","
											Tous les oiseaux se sauvent
											- tous, sauf le casoar
											dont les ailes chétives
ne lui permettent pas de décoller.
											Au contraire, il attaque,
forçant le dingo à s'enfuir
											d'un coup de ses griffes
aussi acérées qu'un rasoir.
									",Why can't some birds fly?,Gillian Gibb,4:28,"nature,TED-Ed,science,animals,biology,animation,birds,evolution"
"
","
","
","
",Why can't some birds fly?,Gillian Gibb,4:28,"nature,TED-Ed,science,animals,biology,animation,birds,evolution"
"
											The cassowary is one of approximately 60
											living species of flightless birds.
											These earthbound avians live all over the world,
											from the Australian outback to the
											African savanna to Antarctic shores.
											They include some species of duck and all
											species of penguin, secretive swamp dwellers
											and speedy ostriches, giant emus, and tiny kiwis.
									","
											O casuar é uma
das cerca de 60 espécies vivas
											de aves não voadoras.
											Estas aves terrestres
vivem por todo o mundo,
											desde o interior da Austrália
											até à savana africana
e às costas antárticas.
											Elas incluem algumas espécies de patos
											e todas as espécies de pinguins,
os moradores secretos do pântano
											as avestruzes velozes, emas gigantes
e os pequenos quivis.
											Embora o antepassado comum
de todas as aves modernas
									","
											Devekuşu, yaklaşık 60 tane
											uçamayan kuş türünden biridir.
											Bu toprağa bağlı kuşlar 
Avustralya çıkışından
											Afrika savanalarına
											ve Antarktika kıyılarına kadar 
tüm dünyada yaşıyorlar.
											Bazı ördek ve tüm penguen türleri,
											gizli bataklık sakinleri 
ve hızlı devekuşları,
											dev emus ve küçük kiviyi içerirler.
									","
											Le casoar est l'une des 60 espèces
vivantes d'oiseaux incapables de voler.
											Ces oiseaux terrestres vivent
aux quatre coins du monde,
											de la brousse australienne
											à la savane africaine, en passant
par les rivages de l'Antarctique.
											Cela inclut des espèces de canard,
											toutes celles de pingouins,
des habitants discrets des marais
											ainsi que les autruches véloces,
les émeus géants et les petits kiwis.
									",Why can't some birds fly?,Gillian Gibb,4:28,"nature,TED-Ed,science,animals,biology,animation,birds,evolution"
"
","
","
","
",Why can't some birds fly?,Gillian Gibb,4:28,"nature,TED-Ed,science,animals,biology,animation,birds,evolution"
"
											Though the common ancestor of all modern birds could fly,
											many different bird species have independently
											lost their flight.
											Flight can have incredible benefits,
											especially for escaping predators, hunting,
											and traveling long distances.
											But it also has high costs:
											it consumes huge amounts of energy
											and limits body size and weight.
											A bird that doesn’t fly conserves energy,
											so it may be able to survive on a scarcer
											or less nutrient-rich food source than one that flies.
											The Takahe of New Zealand, for example,
											lives almost entirely on the
											soft base of alpine grasses.
											For birds that nest or feed on the ground,
											this predisposition to flightlessness
											can be even stronger.
									","
											pudessem voar,
											muitas espécies diferentes
têm perdido a capacidade de voar.
											O voo pode ter benefícios incríveis,
											sobretudo para escapar a predadores,
											para caçar e viajar a longas distâncias.
											Mas também tem altos custos:
											consome grande quantidade de energia
											e limita o tamanho e o peso corporal.
											Uma ave que não voa conserva energia
											e pode ser capaz de sobreviver 
com fontes de alimentos menos nutritivos
											do que uma ave que voa.
											O ""takahe"" da Nova Zelândia, por exemplo,
											vive quase inteiramente
no solo macio dos prados alpinos
											Para as aves que nidificam
ou se alimentam no solo,
											esta predisposição para não voar
											pode ser ainda mais forte.
											Quando uma espécie de aves
não enfrenta
											pressões específicas para voar,
									","
											Bütün modern kuşların 
ortak atasının uçabilmesine rağmen,
											birçok kuş türü bağımsız olarak
											uçuş kabiliyetini yitirmiştir.
											Uçmak, inanılmaz avantajlara sahiptir.
											Özellikle avcılardan kaçmak, avlanmak ve
											uzun mesafeleri kat etmek için.
											Fakat aynı zamanda 
yüksek maliyetlere de sahiptir:
											Büyük miktarda enerji tüketir
											ve vücudun büyüklüğü
ile ağırlığını sınırlar.
											Uçmayan bir kuş, enerjiyi korur
											bu nedenle hayatta kalabilir
											ama uçanlardan daha az
bir besin kaynağı elde ederler.
											Örneğin Yeni Zelandalı Takahe,
											neredeyse tamamen alpin otların
											yumuşak tabanı üzerinde yaşar.
											Yere oturmuş veya 
topraktan beslenen kuşlar için,
											uçmaya yatkınlık
											daha da zor olabilir.
									","
											Bien que l'ancêtre commun
de tous les oiseaux modernes savait voler,
											de nombreuses espèces d'oiseaux
											ont indépendamment perdu
leur capacité à voler.
											Voler peut présenter
des avantages incroyables,
											notamment pour échapper
aux prédateurs, chasser
											et parcourir de longues distances.
											Mais le prix à payer est aussi élevé :
											voler demande énormément d'énergie
											et limite la taille et le poids du corps.
											Un oiseau qui ne vole pas
conserve son énergie,
											il sera donc plus à même de survivre
											si la nourriture se raréfie ou s’appauvrit
qu'un oiseau sachant voler.
											Ainsi, le Takahé de Nouvelle-Zélande
passe presque la totalité de son temps
											sur les herbes soyeuses des alpages.
											Pour les oiseaux qui nichent
ou qui se nourrissent au sol,
											cette prédisposition à ne pas voler
peut être encore plus importante.
									",Why can't some birds fly?,Gillian Gibb,4:28,"nature,TED-Ed,science,animals,biology,animation,birds,evolution"
"
","
","
","
",Why can't some birds fly?,Gillian Gibb,4:28,"nature,TED-Ed,science,animals,biology,animation,birds,evolution"
"
											When a bird species doesn’t face
											specific pressures to fly, it can stop flying
											in as quickly as a few generations.
											Then, over thousands or millions of years,
											the birds’ bodies change to match this new behavior.
											Their bones, once hollow to minimize weight,
											become dense.
											Their sturdy feathers turn to fluff.
											Their wings shrink,
											and in some cases disappear entirely.
											And the keel-like protrusion on their sternums,
											where the flight muscles attach, shrinks or disappears,
											except in penguins, who repurpose their flight muscles
											and keels for swimming.
									","
											pode deixar de voar
em apenas algumas gerações.
											Ao longo de milhares de anos,
o corpo das aves mudou
											para se adequarem
a este novo comportamento.
											Os ossos, que outrora eram ocos
para minimizar o peso, tornam-se densos.
											As penas fortes tornam-se macias.
											As asas encolhem
											e, nalguns casos, desaparecem totalmente.
											A forma em quilha do esterno
											onde estão as ligações
dos músculos do voo,
											encolhe ou desaparece,
											exceto nos pinguins, que adaptam
os músculos de voo
											e as quilhas para nadar.
											Muito frequentemente,
não poder voar evolui
											após uma espécie de aves
voar para uma ilha
									","
											Bir kuş türü uçmak için belirli
											baskılarla karşılaşmadığında
birkaç nesil boyunca
											hızlı uçmayı durdurabilir.
											Daha sonra, binlerce veya 
milyonlarca yıl boyunca,
											kuşların bedenleri bu yeni 
davranışa uyacak şekilde değişir.
											Kemikleri, bir kez ağırlığını 
en aza indirmek için oyuk,
											yoğun hâle gelir.
											Sert tüyleri yumuşar.
											Kanatları küçülür
											ve bazı durumlarda tamamen kaybolur.
											Ve uçuş kaslarının 
takılı olduğu, omurgasındaki
											omurgaya benzer çıkıntı, 
penguenler dışında,
											uçuş kaslarını ve omurgalarını 
yüzme için yeniden kullananlar hariç,
											küçülür veya kaybolur.
									","
											Une espèce d'oiseau qui ne rencontre pas
le besoin impératif de voler
											peut cesser de voler
en seulement quelques générations.
											Puis, après des milliers,
voire des millions d'années,
											le corps des oiseaux change
											pour correspondre
à ce nouveau comportement.
											Leurs os, autrefois creux
pour réduire leur poids, se densifient.
											Leurs plumes robustes
deviennent duveteuses.
											Leurs ailes rétrécissent
ou parfois disparaissent complètement.
											Quant au bréchet au niveau du sternum,
											sur lequel les muscles de vol s'attachent,
il rétrécit ou disparaît,
											sauf chez les pingouins,
qui réutilisent leurs muscles de vol
											et leur bréchet pour nager.
									",Why can't some birds fly?,Gillian Gibb,4:28,"nature,TED-Ed,science,animals,biology,animation,birds,evolution"
