es,en,fr,de,title,speaker,duration,tags
"
","
","
","
",How to air-condition outdoor spaces,Wolfgang Kessling,11:35,"TEDx,entertainment,environment,global issues,innovation,invention,science,solar energy,sports,sustainability,engineering,weather,energy,ecology,design,industrial design,infrastructure,architecture,alternative energy,public spaces"
"
											Buenas noches
									","
											Good evening.
									","
											Bonsoir.
									","
											Guten Abend.
									",How to air-condition outdoor spaces,Wolfgang Kessling,11:35,"TEDx,entertainment,environment,global issues,innovation,invention,science,solar energy,sports,sustainability,engineering,weather,energy,ecology,design,industrial design,infrastructure,architecture,alternative energy,public spaces"
"
","
","
","
",How to air-condition outdoor spaces,Wolfgang Kessling,11:35,"TEDx,entertainment,environment,global issues,innovation,invention,science,solar energy,sports,sustainability,engineering,weather,energy,ecology,design,industrial design,infrastructure,architecture,alternative energy,public spaces"
"
											Estamos en este maravilloso
											anfiteatro al aire libre
											y la estamos pasando bien
											en esta noche
											de clima templado.
											Pero cuando Qatar sea el anfitrión
											de la Copa Mundial de Fútbol
											dentro de 10 años,
											en el 2022,
											ya oímos que será
											en los calurosos y soleados
											meses de junio y julio.
											Cuando Qatar fue nombrado
											organizador de la Copa del Mundo
											mucha gente en todas partes
											se empezó a preguntar ¿cómo
											sería posible que los jugadores
											demostraran sus mejores destrezas
											jugando en un clima desértico como este?
											¿Cómo sería posible
											que los espectadores disfrutaran
											de los partidos en estadios al
											aire libre en un lugar tan caluroso?
									","
											We are in this wonderful
											open-air amphitheater
											and we are enjoying ourselves
											in that mild evening
											temperature tonight,
											but when Qatar will host
											the football World Cup
											10 years from now,
											2022,
											we already heard it will be
											in the hot, very hot and sunny
											summer months of June and July.
											And when Qatar has been assigned
											to the World Cup all, many
											people around the world have been
											wondering, how would it be
											possible that football players
											show spectacular football,
											run around in this desert
											climate? How would it be
											possible that spectators sit,
											enjoy themselves in open-air
											stadia in this hot environment?
									","
											Nous sommes
											dans ce merveilleux amphithéâtre en plein air
											et nous passons un bon moment
											en cette douce soirée
											par une température clémente,
											mais quand le Qatar accueillera
											la Coupe du Monde de football
											dans 10 ans,
											en 2022,
											on entend déjà dire que ce sera
											pendant les mois d'été
											très chauds et ensoleillés de juin et juillet.
											Et quand le Qatar s'est vu attribuer
											la Coupe du Monde, beaucoup de gens
											dans le monde entier se sont demandés
											comment les joueurs de football
											pourraient-ils
											montrer du jeu spectaculaire,
											courir sous ce climat
											désertique ? Comment les spectateurs
											pourraient-ils rester assis,
											s'amuser dans des stades en plein air
											dans cet environnement chaud ?
									","
											Wir sind in diesem
											wunderbaren Amphitheater
											und fühlen uns bei der milden
											Temperatur an diesem
											Abend wohl,
											aber wenn Katar in 10 Jahren
											Gastgeber der
											Fußball-Weltmeisterschaft sein wird,
											im Jahr 2022,
											wissen wir bereits, dass es
											in den sehr 
heißen und sonnigen
											Sommermonaten 
Juni und Juli sein wird.
											Und als Katar für die Weltmeisterschaft
											ausgewählt wurde, haben sich
											viele Leute weltweit gefragt,
											wie Fußballspieler zu
											hervorragenden Fußballspielen
											fähig sein sollten,
											wenn sie in diesem
											Wüstenklima laufen? Wie könnten
											sich Zuschauer,
											die in Open-Air-Stadien sitzen,
											in dieser heißen Umgebung wohlfühlen?
									",How to air-condition outdoor spaces,Wolfgang Kessling,11:35,"TEDx,entertainment,environment,global issues,innovation,invention,science,solar energy,sports,sustainability,engineering,weather,energy,ecology,design,industrial design,infrastructure,architecture,alternative energy,public spaces"
"
","
","
","
",How to air-condition outdoor spaces,Wolfgang Kessling,11:35,"TEDx,entertainment,environment,global issues,innovation,invention,science,solar energy,sports,sustainability,engineering,weather,energy,ecology,design,industrial design,infrastructure,architecture,alternative energy,public spaces"
"
											Junto con los arquitectos de
											Albert Speer &amp; Partner, nuestros ingenieros
											de Transsolar han estado
											desarrollando
											estadios al aire libre que funcionen 100%
											con energía solar, 100% con enfriamiento solar.
									","
											Together with the architects of
											Albert Speer &amp; Partner, our engineers
											from Transsolar have been
											supporting, have been developing
											open-air stadia based on 100 percent
											solar power, on 100 percent solar cooling.
									","
											En collaboration avec les architectes de
											Albert Speer &amp; Partner, nos ingénieurs
											de Transsolar ont soutenu,
											ont mis au point
											des stades en plein air basés
											sur 100 % d'énergie solaire, sur 100 % de refroidissement solaire.
									","
											Gemeinsam mit den Architekten von
											Albert Speer &amp; Partner 
haben unsere Ingenieure
											von Transsolar
											Open-Air-Stadien entwickelt,
											die zu 100% mit 
Sonnenenergie funktionieren,
											100% Kühlung aus Sonnenenergie.
									",How to air-condition outdoor spaces,Wolfgang Kessling,11:35,"TEDx,entertainment,environment,global issues,innovation,invention,science,solar energy,sports,sustainability,engineering,weather,energy,ecology,design,industrial design,infrastructure,architecture,alternative energy,public spaces"
"
","
","
","
",How to air-condition outdoor spaces,Wolfgang Kessling,11:35,"TEDx,entertainment,environment,global issues,innovation,invention,science,solar energy,sports,sustainability,engineering,weather,energy,ecology,design,industrial design,infrastructure,architecture,alternative energy,public spaces"
"
											Déjenme hablarles al respecto,
											pero antes voy a comenzar con la comodidad.
											Comenzaré hablando del factor
											comodidad pues mucha gente
											confunde
											temperatura ambiente
											con comodidad térmica.
									","
											Let me tell you about that,
											but let me start with comfort.
											Let me start with the aspect
											of comfort, because many people
											are confusing
											ambient temperature
											with thermal comfort.
									","
											Permettez-moi de vous en parler,
											mais permettez-moi de commencer par le confort.
											Permettez-moi de commencer par l'aspect
											du confort, parce que beaucoup de gens
											confondent
											la température ambiante
											et le confort thermique.
									","
											Ich erläutere Ihnen das noch,
											aber ich beginne mit dem Komfort.
											Ich beginne mit dem Aspekt
											der Behaglichkeit,
											weil viele Leute
											Umgebungstemperatur mit
											thermischer Behaglichkeit verwechseln.
									",How to air-condition outdoor spaces,Wolfgang Kessling,11:35,"TEDx,entertainment,environment,global issues,innovation,invention,science,solar energy,sports,sustainability,engineering,weather,energy,ecology,design,industrial design,infrastructure,architecture,alternative energy,public spaces"
"
","
","
","
",How to air-condition outdoor spaces,Wolfgang Kessling,11:35,"TEDx,entertainment,environment,global issues,innovation,invention,science,solar energy,sports,sustainability,engineering,weather,energy,ecology,design,industrial design,infrastructure,architecture,alternative energy,public spaces"
"
											Estamos acostumbrados a mirar gráficos
											como éste, y vean esta línea roja
											que muestra la temperatura del aire
											en junio y julio, y tal como lo ven,
											llega a los 45 grados C.
											Es realmente muy caliente.
											Pero la temepratura del aire no es
											todo el conjunto de parámetros
											climáticos que definen la comodidad.
									","
											We are used to looking at charts like
											that, and you see this red line
											showing the air temperature
											in June and July, and yes, that's right,
											it's picking up to 45 degrees C.
											It's actually very hot.
											But air temperature is not
											the full set of climatic
											parameters which define comfort.
									","
											Nous avons l'habitude de regarder des courbes
											comme celle-là, vous voyez cette ligne rouge
											qui indique la température de l'air
											en juin et juillet et oui, c'est vrai,
											ça monte jusqu'à 45°C.
											C'est vraiment très chaud.
											Mais la température de l'air n'est pas
											l'ensemble complet des paramètres climatiques
											qui définissent le confort.
									","
											Wir sind gewohnt, solche Diagramme
											zu betrachten. Diese rote Linie
											zeigt die Lufttemperatur
											im Juni und Juli, und ja,
											sie steigt auf bis zu 45 Grad Celsius.
											Es ist wirklich sehr heiß.
											Aber die Lufttemperatur stellt nicht
											die Gesamtheit der 
klimatischen Parameter dar,
											die Wohlbefinden ausmachen.
									",How to air-condition outdoor spaces,Wolfgang Kessling,11:35,"TEDx,entertainment,environment,global issues,innovation,invention,science,solar energy,sports,sustainability,engineering,weather,energy,ecology,design,industrial design,infrastructure,architecture,alternative energy,public spaces"
