en,es,tr,title,speaker,duration,tags
"
","
","
",Your body was forged in the spectacular death of stars,Enrico Ramirez-Ruiz,15:34,"astronomy,science,universe,human origins,human body,cosmos,humanity,visualizations,space,solar system"
"
											We are all atomically connected.
											Fundamentally, universally.
											But what does that mean?
									","
											Todos estamos conectados por átomos.
											De manera fundamental, universal.
											Pero, ¿qué significa esto?
									","
											Atomsal olarak birbirimize bağlıyız.
											Hem temelde hem de evrensel olarak.
											Peki bu ne anlama geliyor?
									",Your body was forged in the spectacular death of stars,Enrico Ramirez-Ruiz,15:34,"astronomy,science,universe,human origins,human body,cosmos,humanity,visualizations,space,solar system"
"
","
","
",Your body was forged in the spectacular death of stars,Enrico Ramirez-Ruiz,15:34,"astronomy,science,universe,human origins,human body,cosmos,humanity,visualizations,space,solar system"
"
											I'm an astrophysicist, and as such,
											it is my responsibility to trace
the cosmic history
											of every single one of your atoms.
											In fact, I would say
											that one of the greatest achievements
of modern astronomy
											is the understanding of how our atoms
were actually put together.
											While hydrogen and helium were made
											during the first two minutes
of the big bang,
											the origin of heavy elements,
											such as the iron in your blood,
the oxygen we're breathing,
											the silicone in your computers,
											lies in the life cycle of stars.
									","
											Soy astrofísico y como tal,
											tengo la responsabilidad de rastrear
la historia cósmica
											de cada uno de sus átomos.
											De hecho, yo diría
											que uno de los grandes logros
de la astronomía moderna
											es la comprensión de cómo 
se formaron nuestros átomos.
											Mientras que el hidrógeno 
y el helio se formaron
											durante los primeros minutos 
de la gran explosión,
											el origen de los elementos pesados,
											como el hierro de nuestra sangre,
el oxígeno que respiramos
											o el silicio de las computadoras
											yace en el ciclo de vida de las estrellas.
									","
											Ben bir astrofizikçiyim.
											İşim, bizleri oluşturan her bir atomun
											kozmik tarihini araştırmak.
											Aslına bakarsanız
											modern astronominin 
en büyük başarılarından biri,
											bizi oluşturan atomların 
nasıl bir araya geldiğini anlamasıdır.
											Hidrojen ve helyum,
											Büyük Patlama'nın ilk iki 
dakikasında ortaya çıkarken
											kanımızdaki demir, soluduğumuz oksijen
											ve bilgisayarlarımızdaki silikon gibi
											ağır elementlerin kökeni
											yıldızların hayat döngüsüne 
kadar uzanmakta.
									",Your body was forged in the spectacular death of stars,Enrico Ramirez-Ruiz,15:34,"astronomy,science,universe,human origins,human body,cosmos,humanity,visualizations,space,solar system"
"
","
","
",Your body was forged in the spectacular death of stars,Enrico Ramirez-Ruiz,15:34,"astronomy,science,universe,human origins,human body,cosmos,humanity,visualizations,space,solar system"
"
											Nuclear reactions take lighter elements
and transform them into heavier ones,
											and that causes stars to shine
											and ultimately explode,
											therefore enriching the universe
with these heavy elements.
											So without stellar death
											there would be no oxygen
											or other elements
heavier than hydrogen and helium,
											and therefore, there would be no life.
											There are more atoms in our bodies
											than stars in the universe.
											And these atoms are extremely durable.
											The origins of our atoms
											can be traceable to stars
that manufactured them in their interiors
											and exploded them
all across the Milky Way,
											billions of years ago.
											And I should know this,
											because I am indeed a certified
stellar mortician.
									","
											Las reacciones nucleares transforman
en pesados los elementos más livianos,
											lo que causa que las estrellas brillen
											y finalmente exploten,
											lo que enriquece el universo
con estos elementos pesados.
											Así que, sin la muerte de las estrellas
											no habría oxígeno
											u otros elementos más pesados
que el hidrógeno y el helio,
											y por lo tanto no habría vida.
											En nuestro cuerpo hay más átomos
											que estrellas en el universo.
											Y estos átomos duran mucho.
											El origen de nuestros átomos
											puede rastrearse hasta las estrellas
que los fabricaron en su interior
											y luego explotaron y los esparcieron
a lo largo de toda la Vía Láctea,
											hace millones de años.
											Y yo debería saber esto
											ya que realmente soy
un forense de las estrellas.
									","
											Nükleer reaksiyonlar, hafif elementleri
ağır olanlara dönüştürür.
											Bu da yıldızların parlamasına
											ve nihayetinde patlamasına yol açar.
											Böylece evreni bu tür 
ağır elementlerle zenginleştirir.
											Yıldız ölümleri olmadan
											oksijen açığa çıkamaz.
											Hidrojen ve helyumdan ağır 
diğer elementler oluşamaz.
											Bu durumda yaşam da mümkün olmaz.
											Vücudumuzda, evrendeki
yıldızlarda bulunandan
											daha fazla atom bulunmakta.
											Bu atomlar oldukça dayanıklı.
											Atomlarımızın kökeni,
											milyarlarca yıl önce
onları bünyesinde oluşturan
											ve patlayarak onları 
Samanyolu'na saçan
											yıldızlara dek takip edilebilmekte.
											Bunu biliyorum
											çünkü yıldız ölümleri konusunda uzmanım.
									",Your body was forged in the spectacular death of stars,Enrico Ramirez-Ruiz,15:34,"astronomy,science,universe,human origins,human body,cosmos,humanity,visualizations,space,solar system"
"
","
","
",Your body was forged in the spectacular death of stars,Enrico Ramirez-Ruiz,15:34,"astronomy,science,universe,human origins,human body,cosmos,humanity,visualizations,space,solar system"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkaha)
									",Your body was forged in the spectacular death of stars,Enrico Ramirez-Ruiz,15:34,"astronomy,science,universe,human origins,human body,cosmos,humanity,visualizations,space,solar system"
"
","
","
",Your body was forged in the spectacular death of stars,Enrico Ramirez-Ruiz,15:34,"astronomy,science,universe,human origins,human body,cosmos,humanity,visualizations,space,solar system"
"
											And today, I want to take you on a journey
that starts in a supernova explosion
											and ends with the air
that we're breathing right now.
											So what is our body made of?
											Ninety-six percent
consists of only four elements:
											hydrogen, carbon, oxygen and nitrogen.
											Now the main character
of this cosmic tale is oxygen.
											Not only is the vast majority
of our bodies made of oxygen,
											but oxygen is the one element
fighting to protect life on earth.
											The vast majority of oxygen
in the universe
											was indeed produced
over the entire history of the universe
											in these supernova explosions.
											These supernova explosions
signal the demise of very massive stars.
											And for a brilliant month,
											one supernova explosion
can be brighter than an entire galaxy
											containing billions of stars.
											That is truly remarkable.
									","
											Y hoy los llevaré a un viaje que empieza 
con la explosión de una supernova
											y termina con el aire que
estamos respirando ahora mismo.
											¿De qué está hecho nuestro cuerpo?
											El 96 % consiste en solo cuatro elementos:
											hidrógeno, carbono, oxígeno y nitrógeno.
											Ahora bien, el personaje principal
de esta historia cósmica es el oxígeno.
											No solo la mayor parte de nuestro cuerpo
está hecha de oxígeno,
											sino que es el único elemento que lucha 
para proteger la vida en la Tierra.
											La mayoría del oxígeno
que se halla en el universo
											se produjo 
durante toda la historia del universo,
											en las explosiones de supernova.
											Estas explosiones de supernova señalan
la muerte de las estrellas masivas.
											Y durante un mes brillante,
											una explosión de supernova puede ser
más brillante que toda una galaxia
											que contiene miles 
de millones de estrellas.
											Es realmente asombroso,
									","
											Sizi süpernova patlamasıyla başlayan
											ve şu anda soluduğumuz havaya dek uzanan
bir yolculuğa çıkarmak için buradayım.
											Vücudumuz nelerden oluşuyor?
											Vücudumuzun yüzde doksan altısı 
yalnızca dört elementten oluşur:
											hidrojen, karbon, oksijen ve nitrojen.
											Kozmik hikayemizin 
ana kahramanı oksijendir.
											Oksijen yalnızca vücudumuzun 
büyük kısmını oluşturmakla kalmaz,
											aynı zamanda dünyada yaşamın
mümkün olmasını da sağlar.
											Evrendeki oksijenin çok büyük bir kısmı
											bütün tarih boyunca
											bu süpernovalar aracılığıyla 
üretilmiş bulunmakta.
											Bu patlamalar çok büyük 
yıldızların ölümünün habercisi.
											Parlak bir ay boyunca
											yalnız bir patlama, içerisinde 
milyarlarca yıldız bulunan bir galaksiden
											daha parlak olabilir.
											Bu gerçekten olağanüstü bir durum.
									",Your body was forged in the spectacular death of stars,Enrico Ramirez-Ruiz,15:34,"astronomy,science,universe,human origins,human body,cosmos,humanity,visualizations,space,solar system"
