es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
											Saben, cuando Chris me ofreció hablar en TED, dije que no
											que creí que no iba a ser capaz
											de entablar la conexión personal que quería.
											Es una conferencia tan grande.
											Pero me explicó que él estaba en un aprieto,
											y que le estaba costando encontrar el tipo de atractivo sexual
											y el estrellato por el que la conferencia es reconocida -
									","
											Biliyorsunuz, Chris konuşma yapmam için ilk geldiğinde ona hayır dedim
											çünkü kurmak istediğim şeyi, bilirsiniz
											kişisel bağlantıyı kuramayacak gibi hissettim.
											Öylesine geniş bir konferans ki.
											Ama bana bir çıkmaza girdiğini
											ve aradığı çekiciliği, konferansın
											adını yaşatan yıldız gücünü bulmakta zorlandığını açıkladı.
									","
											Quand Chris m'a proposé de venir parler, j'ai dit non.
											Je ne me sentais pas capable d'établir le lien entre moi et le public,
											Je ne me sentais pas capable d'établir le lien entre moi et le public,
											c'est trop grand.
											Mais il était dans la panade, et n'arrivait pas à trouver le genre de sex-appeal
											Mais il était dans la panade, et n'arrivait pas à trouver le genre de sex-appeal
											et de classe qui a fait la renommé de cette conférence (Rires)
									","
											Wisst ihr, als Chris mich fragte, ob ich bei TED vortrage, sagte ich: nein.
											weil ich dachte, dass ich es nicht schaffe,
											diesen persönlichen Kontakt herzustellen, den ich will, ihr wisst schon.
											Es ist so'ne große Veranstaltung.
											Aber er sagte, dass er in der Klemme steckt,
											und dass er Schwierigkeiten hat, jenen Sexappeal
											und ""Star Power"" zu finden, für die
									",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
","
","
","
",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
											(Risas)
									","
											(gülüşmeler)
									","
											et de classe qui a fait la renommé de cette conférence (Rires)
									","
											TED so bekannt ist.
									",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
","
","
","
",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
											asi que dije está bien, Ted - digo, Chris. Iré bajo dos condiciones.
											Una - quiero hablar lo más temprano posible.
											y dos - quiero elegir el tema para TED 2006.
											Afortunadamente aceptó. Y el tema, en dos años,
											será: ""Lindas Fotos de Cachorros.""
									","
											Ben de tamam Ted dedim, yani Chris. Ama iki şartla gelirim.
											Bir - Sabah mümkün olduğunca erken konuşmak istiyorum,
											ve iki - TED 2006 temasını ben seçmek istiyorum
											ve şanslıyım ki kabul etti. Önümüzdeki iki yılın teması
											""Köpekçiklerin Şirin Resimleri"" olacak.
									","
											J'ai fini par dire « Ok, Ted, je veux dire Chris. À deux conditions :
											primo, je veux parler le plus tôt possible dans la journée.
											Et secundo, je veux choisir le thème pour TED 2006. »
											Et il a heureusement accepté. Et le thème sera, dans deux ans
											« Chatôns mignons en photos ».
									","
											Also sagte ich: Ok Ted! Ich meine Chris. Aber ich hab 2 Bedingungen.
											Erstens: Ich will so zeitig wie möglich vortragen.
											Und zweitens: ICH will das Thema für TED 2006 aussuchen!
											Und glücklicherweise stimmte er zu.
											Und des Thema von TED 2006 wird sein:
									",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
","
","
","
",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
											(Risas)
									","
											(gülüşmeler)
									","
											(Rires)
									","
											""Niedliche Welpenbilder""
									",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
","
","
","
",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
											(Aplausos)
									","
											(alkış)
									","
											(Applaudissements)
									","
											(Applaus)
									",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
","
","
","
",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
											Yo inventé la Camara Placebo.
									","
											Placebo Kamerayı icat ettim.
									","
											J'ai inventé l'appareil photo placebo.
									","
											Ich habe die Placebo-Kamera erfunden.
									",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
","
","
","
",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
"
											(Risas)
									","
											(gülüşmeler)
									","
											(Rires)
									","
											(Lachen)
									",Nerdcore comedy,Ze Frank,18:56,"collaboration,comedy,community,culture,dance,demo,entertainment,software,performance,humor"
