en,es,tr,de,title,speaker,duration,tags
"
","
","
","
",Ecology from the air,Greg Asner,13:50,"biodiversity,drones,nature,science,technology,trees,ecology,plants,animals,photography,environment,climate change,visualizations,green,map,weather,botany,conservation,mining,Africa,natural resources,global commons"
"
											Technology can change our understanding of nature.
									","
											La tecnología puede cambiar nuestro 
entendimiento de la naturaleza.
									","
											Teknoloji doğa anlayışımızı değiştirebilir.
									","
											Technologie kann unser 
Naturverständnis verändern.
									",Ecology from the air,Greg Asner,13:50,"biodiversity,drones,nature,science,technology,trees,ecology,plants,animals,photography,environment,climate change,visualizations,green,map,weather,botany,conservation,mining,Africa,natural resources,global commons"
"
","
","
","
",Ecology from the air,Greg Asner,13:50,"biodiversity,drones,nature,science,technology,trees,ecology,plants,animals,photography,environment,climate change,visualizations,green,map,weather,botany,conservation,mining,Africa,natural resources,global commons"
"
											Take for example the case of lions.
											For centuries, it's been said that female lions
											do all of the hunting out in the open savanna,
											and male lions do nothing until it's time for dinner.
											You've heard this too, I can tell.
											Well recently, I led an airborne mapping campaign
											in the Kruger National Park in South Africa.
											Our colleagues put GPS tracking collars
											on male and female lions,
											and we mapped their hunting behavior
											from the air.
											The lower left shows a lion sizing up
											a herd of impala for a kill,
											and the right shows what I call
											the lion viewshed.
											That's how far the lion can see in all directions
											until his or her view is obstructed by vegetation.
											And what we found
											is that male lions are not the lazy hunters
											we thought them to be.
											They just use a different strategy.
											Whereas the female lions hunt
											out in the open savanna
											over long distances, usually during the day,
											male lions use an ambush strategy
											in dense vegetation, and often at night.
											This video shows the actual hunting viewsheds
											of male lions on the left
											and females on the right.
											Red and darker colors show more dense vegetation,
											and the white are wide open spaces.
											And this is the viewshed right literally at the eye level
											of hunting male and female lions.
											All of a sudden, you get a very clear understanding
											of the very spooky conditions under which
											male lions do their hunting.
									","
											Tomen, por ejemplo, 
el caso de los leones.
											Por siglos se ha dicho que las leonas
											son las que cazan en la sabana abierta
											y que los leones no hacen nada
hasta la hora de la cena.
											Sé que Uds. también 
han escuchado esto.
											Recientemente lideré 
una campaña aérea de rastreo
											en el Parque Nacional Kruger 
en Sudáfrica.
											Nuestros colegas colocaron
collares de rastreo con GPS
											a leones y leonas,
											y observamos sus 
comportamientos de caza
											desde el aire.
											La parte inferior izquierda 
muestra un león escudriñando
											una manada de impalas 
para cazarlas.
											A la derecha, pueden ver
											lo que llamo la cuenca visual del león.
											Ese es el alcance visual del león
en todas la direcciones
											hasta que su visión es
obstruida por la vegetación.
											Y lo que descubrimos
											es que los leones no son 
los cazadores perezosos
											que pensábamos que eran.
											Simplemente usan una 
estrategia diferente.
											Mientras que las leonas
											cazan en la sabana abierta
											cubriendo largas distancias
usualmente durante el día,
											los leones usan una 
estrategia de emboscada
											en una vegetación densa
y con frecuencia de noche.
											Este video muestra la verdadera
cuenca visual de caza
											de los leones a la izquierda,
											y de las leonas a la derecha.
											El rojo y los colores más oscuros
											muestran una vegetación más densa.
											El blanco los espacios abiertos.
											Y esta es la cuenca visual
literalmente al nivel de los ojos
											de los leones y las 
leonas cazadoras.
											De esta forma pudimos 
entender mejor
											las condiciones misteriosas
bajo las cuales
											los leones cazan.
									","
											Örnek olarak aslanları alalım.
											Yüzyıllardır, açık ovalardaki bütün avlanma işini
											dişi aslanların yaptığı,
											erkek aslanların ise hazır yemeğe kondukları söylenir.
											Siz de kesin duymuşsunuzdur, tahminimce.
											Kısa bir süre önce, Güney Afrika'daki 
Kruger Ulusal Parkı'nda
											havadan haritalama çalışmasının başında bulundum.
											Meslektaşlarımız, erkek ve dişi aslanlara
											GPS (küresel konumlandırma sistemi)
takip tasması taktılar
											ve onların avlanma davranışlarını
											havadan haritaladık.
											Sol altta, bir aslanın av için bir antilop sürüsünü
											süzüşünü gösteriyor
											ve sağda gördüğünüze ise,
											aslanın görüş açıklığı adını verdim.
											Bitki örtüsü tarafından engellenmediği sürece
											aslanın tüm yönlerde görebileceği uzaklık bu kadardır.
											Ve gördük ki,
											erkek aslanlar düşündüğümüz gibi
											tembel avcılar değillermiş.
											Sadece farklı bir yöntem kullanıyorlarmış.
											Dişi aslanlar açık ovada,
											genellikle de gün boyunca
											uzun mesafelerde avlanırken,
											erkek aslanlar ise yoğun bitki örtüsünde,
											daha çok geceleyin pusu yöntemi kullanıyorlar.
											Bu video gerçek avlanmada görüş açıklığını gösteriyor.
											Soldaki erkeğin,
											ve sağdaki ise dişinin.
											Kırmızı ve koyu renkler
daha yoğun bitki örtüsünü
											ve beyaz ise açık alanları gösteriyor.
											Ve bu da, avlanan erkek ve dişi aslanların
											göz seviyesinden görüş açıklığını gösteriyor.
											Birden, erkek aslanların
											avlandıkları ürkütücü koşulları
											net olarak anlıyorsunuz.
									","
											Denken Sie beispielsweise an Löwen.
											Seit Jahrhunderten sagt man, 
dass die Löwinnen
											die ganze Jagd in der Savanne erledigen
											und die Löwenmännchen 
bis zum Abendmahl nichts tun.
											Sie haben sicher auch davon gehört.
											Vor kurzem leitete ich
im Krüger Nationalpark, Südafrika,
											ein Kartografie-Projekt aus der Luft.
											Unsere Kollegen legten 
den Löwen und Löwinnen
											Halsbänder mit GPS-Sendern an,
											und wir zeichneten ihr Jagdverhalten
											aus der Luft auf.
											Unten links sehen Sie einen Löwen,
											der hungrig eine Herde Impalas beobachtet,
											und die rechte Seite zeigt
											den Blickwinkel des Löwen.
											So weit kann der Löwe 
in alle Richtungen sehen,
											bis sein Blick durch 
die Vegetation behindert wird.
											Wir fanden heraus,
											dass männliche Löwen nicht 
die faulen Jäger sind,
											für die wir sie hielten.
											Sie nutzen nur eine andere Strategie.
											Während die Löwinnen
											in der offenen Savanne
											über lange Distanzen und 
gewöhnlich tagsüber jagen,
											greifen Löwenmännchen 
aus dem Hinterhalt
											in dichter Vegetation an 
und jagen oft nachts.
											Dieses Video zeigt die 
tatsächlichen Jagd-Perspektiven
											der männlichen Löwen links
											und der weiblichen rechts.
											Rote und dunklere Farben 
zeigen dichtere Vegetation,
											und hellere Farben 
weite, offene Flächen.
											Dies ist die Perspektive 
direkt auf Augenhöhe
											der jagenden männlichen 
und weiblichen Löwen.
											Plötzlich versteht man
											die gespenstischen Bedingungen,
											unter denen männliche Löwen jagen.
									",Ecology from the air,Greg Asner,13:50,"biodiversity,drones,nature,science,technology,trees,ecology,plants,animals,photography,environment,climate change,visualizations,green,map,weather,botany,conservation,mining,Africa,natural resources,global commons"
"
","
","
","
",Ecology from the air,Greg Asner,13:50,"biodiversity,drones,nature,science,technology,trees,ecology,plants,animals,photography,environment,climate change,visualizations,green,map,weather,botany,conservation,mining,Africa,natural resources,global commons"
"
											I bring up this example to begin,
											because it emphasizes how little
we know about nature.
											There's been a huge amount of work done so far
											to try to slow down our losses of tropical forests,
											and we are losing our forests at a rapid rate,
											as shown in red on the slide.
											I find it ironic that we're doing so much,
											yet these areas are fairly unknown to science.
											So how can we save what we don't understand?
									","
											Para comenzar, 
traje este ejemplo
											porque enfatiza lo poco que 
conocemos sobre la naturaleza.
											Hasta ahora se ha hecho 
un gran trabajo
											para ralentizar la pérdida 
de las selvas tropicales,
											y estamos perdiendo
											nuestras selvas rápidamente.
											Se ve en rojo en la diapositiva.
											Me parece irónico que
estemos haciendo tanto
											pero que estas áreas sean aún
tan desconocidas para la ciencia.
											Entonces, ¿cómo podemos 
salvar algo que no entendemos?
									","
											Bu örnekle başladım,
											çünkü bu doğa hakkında ne kadar
az şey bildiğimizi gösteriyor.
											Şimdiye kadar, tropik orman kayıplarını
											yavaşlatmak için çok büyük işler yapıldı
											ve yansıda kırmızı ile gösterildiği gibi
											ormanlarımızı hızla kaybediyoruz.
											O kadar ironik ki, o kadar şey yapıyoruz,
											ama bu alanlar bilim için tam bir bilinmez.
											Peki anlamadığımız şeyi nasıl kurtarabiliriz?
									","
											Ich begann mit diesem Beispiel,
											weil es unterstreicht, wie wenig 
wir über die Natur wissen.
											Es wurde bereits enorm viel getan,
											um zu versuchen, den Verlust 
der Regenwälder zu verlangsamen.
											Wir verlieren unsere Wälder sehr rasch,
											wie die rote Farbe hier zeigt.
											Für mich ist es ironisch, 
dass wir so viel tun,
											und doch sind diese Gebiete 
der Forschung fast unbekannt.
											Wie können wir retten, 
was wir nicht verstehen?
									",Ecology from the air,Greg Asner,13:50,"biodiversity,drones,nature,science,technology,trees,ecology,plants,animals,photography,environment,climate change,visualizations,green,map,weather,botany,conservation,mining,Africa,natural resources,global commons"
"
","
","
","
",Ecology from the air,Greg Asner,13:50,"biodiversity,drones,nature,science,technology,trees,ecology,plants,animals,photography,environment,climate change,visualizations,green,map,weather,botany,conservation,mining,Africa,natural resources,global commons"
"
											Now I'm a global ecologist and an Earth explorer
											with a background in physics and chemistry
											and biology and a lot of other boring subjects,
											but above all, I'm obsessed with what we don't know
											about our planet.
											So I created this,
											the Carnegie Airborne Observatory, or CAO.
											It may look like a plane with a fancy paint job,
											but I packed it with over 1,000 kilos
											of high-tech sensors, computers,
											and a very motivated staff
											of Earth scientists and pilots.
											Two of our instruments are very unique:
											one is called an imaging spectrometer
											that can actually measure the chemical composition
											of plants as we fly over them.
											Another one is a set of lasers,
											very high-powered lasers,
											that fire out of the bottom of the plane,
											sweeping across the ecosystem
											and measuring it at nearly 500,000 times per second
											in high-resolution 3D.
											Here's an image of the Golden Gate Bridge
											in San Francisco, not far from where I live.
											Although we flew straight over this bridge,
											we imaged it in 3D, captured its color
											in just a few seconds.
											But the real power of the CAO
											is its ability to capture the actual building blocks
											of ecosystems.
											This is a small town in the Amazon,
											imaged with the CAO.
											We can slice through our data
											and see, for example, the 3D structure
											of the vegetation and the buildings,
											or we can use the chemical information
											to actually figure out how fast the plants are growing
											as we fly over them.
											The hottest pinks are the fastest-growing plants.
											And we can see biodiversity in ways
											that you never could have imagined.
											This is what a rainforest might look like
											as you fly over it in a hot air balloon.
											This is how we see a rainforest,
											in kaleidoscopic color that tells us
											that there are many species living with one another.
											But you have to remember that these trees
											are literally bigger than whales,
											and what that means is that
they're impossible to understand
											just by walking on the ground below them.
											So our imagery is 3D, it's chemical, it's biological,
											and this tells us not only the species
											that are living in the canopy,
											but it tells us a lot of information
											about the rest of the species
that occupy the rainforest.
									","
											Soy ecologista global
y explorador terrestre
											con conocimiento
de física y química,
											biología y muchas otras
asignaturas aburridas,
											pero por sobre todo, estoy obsesionado
con lo que desconocemos
											de nuestro planeta.
											Así que creé esto,
											el Observatorio Aéreo 
Carnegie o CAO.
											Puede parecer un avión lujoso
											pero está equipado con 
más de 1000 kilos
											de sensores de alta tecnología, 
computadoras,
											y un personal muy motivado
											de científicos terrestres y pilotos.
											Tenemos dos instrumentos 
muy peculiares:
											uno es el espectrómetro de imagen
											que de hecho puede medir
la composición química
											de las plantas que sobrevolamos.
											El otro es un conjunto de láseres
											de muy alta potencia
											disparado desde la base del avión
											barriendo todo el ecosistema
											y midiéndolo casi 50 000
veces por segundo
											en 3D de alta resolución.
											He aquí una imagen 
del puente Golden Gate
											en San Francisco, 
no muy lejos de donde vivo.
											Aunque solo volamos 
sobre el puente
											creamos una imagen en 3D
											y capturamos sus colores
											en apenas unos 
pocos segundos.
											Pero el verdadero 
potencial del CAO
											es su habilidad de capturar
todas las partes integrantes
											de los ecosistemas.
											Esta es la imagen de 
un pequeño pueblo
											en el Amazonas
capturado con el CAO.
											Podemos extraer información 
de nuestros datos
											y ver, por ejemplo, 
la estructura 3D
											de la vegetación y 
las edificaciones,
											o podemos usar la 
información química
											para saber qué tan rápido
están creciendo las plantas
											en el momento en que 
las sobrevolamos.
											El rosado brillante muestra las 
plantas que crecen más rápido.
											Y podemos ver la 
biodiversidad en formas
											que nunca se las 
hubiesen imaginado.
											Así es como se ve 
una selva tropical
											desde un globo de aire caliente.
											Así es como se ve 
una selva tropical,
											en colores caleidoscópicos 
que nos dicen
											que hay muchas especies 
cohabitando.
											Pero acuérdense de 
que estos árboles
											son literalmente más grandes 
que una ballena
											y eso quiere decir que 
son imposibles de entender
											con tan sólo caminar 
sobre la tierra debajo de ellos.
											Así que nuestra imagen es en 3D,
es químico, es biológico,
											y nos muestra 
no solo las especies
											que están en el dosel
											sino que nos brinda 
mucha información
											acerca del resto de la especies
que existen en la selva tropical.
									","
											Ben, özgeçmişinde fizik,
											kimya, biyoloji ve
başka bir sürü sıkıcı konu olan
											bir küresel çevrebilimci ve yerküre araştırmacısıyım,
											ama hepsi bir yana, ben gezegenimiz hakkında
											bilmediklerimize kafayı takmış durumdayım.
											O nedenle bunu yarattım:
											Carnegie Hava Gözlemevi, veya CHG.
											Güzelce boyanmış bir uçak gibi gözükebilir,
											ama onun içine 1000 kilodan fazla gelen,
											yüksek teknoloji sensörler, bilgisayarlar
											ve yerküre bilimcileri ve pilotlardan oluşan
											çok istekli bir kadro koydum.
											Aletlerimizden ikisi oldukça eşsiz:
											Birisi görüntüleme spektrometresi.
											Bitkilerin üzerinden uçarken onların
											kimyasal bileşimini ölçüyor.
											Diğeri ise lazer seti.
											Uçağın altından çıkan
											çok güçlü lazerler,
											3B yüksek çözünürlükte
											ekosistemi tarıyor 
ve neredeyse saniyede
											500.000 kez ölçüyor.
											Burada, yaşadığım yerden pek uzak olmayan
											San Francisco'daki Golden Gate
Köprüsü'nün bir resmi var.
											Köprünün direkt üzerinden uçmamıza rağmen,
											saniyeler içerisinde onu
3B olarak görüntüledik,
											rengini yakaladık.
											Ama CHG'nin asıl gücü,
											ekosistemin asıl yapı taşlarını
											yakalayabilme yeteneğidir.
											Burası, CHG ile görüntülenen
											Amazon'daki küçük bir kasaba.
											Verilerimizi dilimleyebilir
											ve örneğin, bitki örtüsü ve
											binaların 3B yapısını görebilir
											veya kimyasal bilgiyi kullanarak
											bitkilerin ne hızla büyüdüklerini
											üzerilerinden uçarken hesaplayabiliriz.
											Sıcak pembeler en hızlı büyüyen bitkiler.
											Ve biyo-çeşitliliği hayal edemeyeceğiniz
											yollardan görebiliriz.
											Bir yağmur ormanı,
											üzerinden sıcak hava balonuyla
uçarken böyle görünüyor.
											Biz ise bir yağmur ormanını böyle görüyoruz,
											kaleydoskopik renkler bizlere
											birbiriyle yaşayan birçok
tür olduğunu söylüyor.
											Ama unutmayın ki, bu ağaçlar
											gerçekte balinalardan daha büyüktür
											ve bu da demektir ki, bunları
yerde yanlarından geçerken
											anlamak imkânsızdır.
											Görüntülerimiz 3 boyutludur,
kimyasaldır, biyolojiktir
											ve bu bize sadece
											kanopide yaşayan türleri değil,
											aynı zamanda yağmur ormanlarında bulunan
											diğer türler hakkında da birçok bilgi verir.
									","
											Ich bin ein globaler Ökologe 
und ein Erderforscher,
											habe Physik, Chemie,
											Biologie und viele andere, 
langweilige Fächer studiert,
											aber am allermeisten interessiert mich,
											was wir über unseren 
Planeten nicht wissen.
											Also baute ich dies,
											das Carnegie Airborne Observatory, or CAO.
											Es sieht aus wie ein lustiges Malprojekt,
											aber an Bord sind über 1 000 kg
											High-Tech-Sensoren, Computer
											und eine sehr motivierte Besatzung
											aus Geowissenschaftlern und Piloten.
											Zwei unserer Instrumente sind einzigartig:
											Ein Bild-Spektrometer,
											das die chemische Zusammensetzung 
von Pflanzen bestimmen kann,
											über die wir gerade fliegen.
											Dann noch ein Set aus Lasern,
											sehr leistungsstarken Lasern,
											die vom Flugzeugrumpf aus
											über das Ökosystem hinweggefeuert werden,
											und dieses dann fast 
500 000-mal pro Sekunde
											in hochauflösendem 3D messen.
											Hier ist ein Bild der Golden Gate Bridge
											in San Francisco, 
nahe meines Wohnorts.
											Obwohl wir nur kurz darüber flogen,
											konnten wir sie in nur wenigen Sekunden
											in 3D zeichnen und ihre Farbe abspeichern.
											Aber die wahre Kraft des CAO
											liegt in seiner Fähigkeit,
											Bausteine von Ökosystemen zu erfassen.
											Das ist eine kleine Stadt im Amazonas,
											aufgenommen mit dem CAO.
											Wir können die Daten aufsplitten
											und beispielsweise die 3D-Struktur
											der Vegetation und der Gebäude sehen,
											oder die chemischen Informationen nutzen,
											um herauszufinden, 
wie schnell die Pflanzen wachsen,
											während wir darüber fliegen.
											Je dunkler das Pink, 
desto schneller wachsen sie.
											Artenvielfalt ist auf eine Weise sichtbar,
											die früher unvorstellbar war.
											So könnte ein Regenwald aussehen,
											wenn man im Heißluftballon darüber fliegt.
											So sehen wir einen Regenwald:
											in kaleidoskopischen Farben, 
die uns zeigen,
											dass es viele Spezies gibt, 
die dort miteinander leben.
											Aber vergessen Sie nicht,
											dass diese Bäume größer als Wale sind
											und dass man sie nicht verstehen kann,
											wenn man nur auf 
dem Boden unter ihnen läuft.
											Es sind 3D-Bilder mit chemischen 
und biologischen Informationen,
											die uns nicht nur die Spezies zeigen,
											die in den Baumkronen leben,
											wir bekommen auch viele Informationen
											über die restlichen Arten im Regenwald.
									",Ecology from the air,Greg Asner,13:50,"biodiversity,drones,nature,science,technology,trees,ecology,plants,animals,photography,environment,climate change,visualizations,green,map,weather,botany,conservation,mining,Africa,natural resources,global commons"
"
","
","
","
",Ecology from the air,Greg Asner,13:50,"biodiversity,drones,nature,science,technology,trees,ecology,plants,animals,photography,environment,climate change,visualizations,green,map,weather,botany,conservation,mining,Africa,natural resources,global commons"
"
											Now I created the CAO
											in order to answer questions that have proven
											extremely challenging to answer
from any other vantage point,
											such as from the ground, or from satellite sensors.
											I want to share three of those
questions with you today.
											The first questions is,
											how do we manage our carbon reserves
											in tropical forests?
											Tropical forests contain a huge
amount of carbon in the trees,
											and we need to keep that carbon in those forests
											if we're going to avoid any further global warming.
											Unfortunately, global carbon emissions
											from deforestation
											now equals the global transportation sector.
											That's all ships, airplanes, trains 
and automobiles combined.
											So it's understandable that policy negotiators
											have been working hard to reduce deforestation,
											but they're doing it on landscapes
											that are hardly known to science.
											If you don't know where the carbon is exactly,
											in detail, how can you know what you're losing?
											Basically, we need a high-tech accounting system.
											With our system, we're able to see the carbon stocks
											of tropical forests in utter detail.
											The red shows, obviously,
closed-canopy tropical forest,
											and then you see the cookie cutting,
											or the cutting of the forest in yellows and greens.
											It's like cutting a cake except this cake
											is about whale deep.
											And yet, we can zoom in and see the forest
											and the trees at the same time.
											And what's amazing is, even though we flew
											very high above this forest,
											later on in analysis, we can go in
											and actually experience the treetrops,
											leaf by leaf, branch by branch,
											just as the other species that live in this forest
											experience it along with the trees themselves.
									","
											Creé el CAO
											para contestar las 
preguntas que resultan
											mucho más difíciles de contestar
desde puntos favorable,
											como desde la tierra o 
desde sensores satelitales.
											Quiero compartir con Uds. hoy
tres de estas preguntas.
											La primera pregunta es:
											¿cómo manejamos nuestras 
reservas de carbono
											en las selvas tropicales?
											Las selvas tropicales tienen una gran 
cantidad de carbono en los árboles
											y necesitamos mantener 
ese carbono en las selvas
											si queremos prevenir el avance
del calentamiento global.
											Desafortunadamente,
las emisiones de carbono
											producto de la deforestación
											es igual que las producidas por 
el sector de transporte mundial.
											Eso son todos los barcos, 
aviones, trenes y autos juntos.
											Por eso se entiende que 
los negociadores de políticas
											han estado trabajando duro
para reducir la deforestación,
											pero lo están haciendo en paisajes
											apenas conocidos por la ciencia.
											Si no saben exactamente dónde 
está el carbono, en detalle,
											¿cómo pueden saber lo que están perdiendo?
											Básicamente, necesitamos un sistema 
de contabilidad de alta tecnología.
											Con nuestro sistema podemos 
ver en detalle
											los depósitos de carbono 
en las selvas tropicales.
											El rojo nos muestra, obviamente, una 
selva tropical con un dosel muy denso.
											Luego se ven los cortes 
como de molde,
											o los cortes en la selva
en amarillo y verde.
											Es como picar un pastel, 
con la excepción de que este pastel
											es tan profundo como 
el largo de una ballena.
											Aun así podemos acercarnos 
y ver la selva
											y los árboles al mismo tiempo.
											Y lo que es asombroso es que 
aun cuando sobrevolamos
											esta selva a una gran altitud,
											más tarde en el análisis 
podemos ir
											y realmente observar
la copa de los árboles,
											hoja por hoja, 
rama por rama.
											Tal como cualquiera de las otras 
especies que viven en la selva
											pueden observar estos árboles.
									","
											İşte CHG'yi,
											yer veya uydu sensörleri gibi noktalar yardımıyla
											cevaplanması son derece zor soruları
											cevaplamak için yarattım.
											Bugün sizinle bu soruların
üç tanesini paylaşmak istiyorum.
											İlk soru,
											tropik ormanlardaki karbon rezervlerimizi
											nasıl yönetiyoruz?
											Tropik ormanlardaki ağaçlarda
büyük miktarda karbon bulunur
											ve daha fazla küresel ısınmanın
önüne geçmek için
											bu karbonları bu ormanlarda tutmamız gerekir.
											Ne yazık ki, ağaçların yok olması nedeniyle
											ortaya çıkan küresel karbon salınımları
											küresel ulaşım sektörüyle yarışır hale geldi.
											Buna tüm gemiler, uçaklar,
trenler ve otomobiller dâhil.
											Siyasilerin ağaçların yok olmasını azaltmak için
											sıkı çalışmaları anlaşılabilir bir şey,
											ama bu işi,
											bilimin pek bilmediği arazilerde yapıyorlar.
											Eğer karbonun tam olarak
nerede olduğunu detaylı olarak bilmiyorsanız,
											ne kaybettiğinizi nasıl bilebilirsiniz?
											Esasında, ihtiyacımız olan şey
yüksek teknolojili sayma sistemi.
											Sistemimizle, tropik ormanlardaki karbon stoklarını
											ayrıntılı olarak görebiliyoruz.
											Kırmızı, anlaşıldığı gibi,
kapalı tropik ormanı gösteriyor
											ve sonrasında
											kalıp şeklinde kesilmiş ormanları sarı ve yeşiller olarak görüyorsunuz.
											Bu tıpkı bir keki kesmek
gibi, fakat bu kek
											bir balina derinliğinde.
											Ve ayrıca, yaklaşarak ormanı
											ve ağaçları aynı anda görebiliyoruz.
											Ve şaşırtıcı olan ise, ormanın çok üstünden
											uçmamıza rağmen,
											daha sonra analiz yaparken
											ormanda yaşayan ve bunu ağaçlarla birlikte
											deneyimleyen diğer türler gibi,
											yapraklarına ve dallarına kadar
											ağaçların tepesinde gezip deneyimleyebiliyoruz.
									","
											Ich habe das CAO gebaut,
											um Fragen zu beantworten,
											die aus jedem anderen Blickwinkel 
sehr schwer zu beantworten sind;
											etwa vom Boden aus oder 
mit Satelliten-Sensoren.
											Ich will Ihnen heute
drei dieser Fragen vorstellen.
											Die erste Frage lautet:
											Wie werden die Kohlenstoff-Reserven
											in tropischen Wäldern von uns verwaltet?
											Bäume in tropischen Wäldern enthalten 
eine große Menge Kohlenstoff,
											und der Kohlenstoff muss
in diesen Wäldern bleiben,
											wenn wir eine weitere Erderwärmung 
verhindern wollen.
											Leider ähneln die CO2-Emissionen
											durch Abholzung
											mittlerweile dem globalen Transportsektor.
											Das sind alle Schiffe, Flugzeuge, 
Züge und Autos zusammen.
											Darum ist es verständlich,
dass die Entscheidungsträger
											hart daran arbeiten, 
die Abholzung zu verringern.
											Aber sie verhandeln über Landschaften,
											die der Wissenschaft 
großteils unbekannt sind.
											Wenn man nicht genau weiß,
wo der Kohlenstoff ist,
											wie soll man dann wissen,
was man verliert?
											Darum brauchen wir ein
hochwertiges Berechnungssystem.
											Mit unserem System können wir
die Kohlenstofflager
											in tropischen Wäldern
sehr detailliert sehen.
											In Rot hier die dichten Baumkronen
des Regenwaldes,
											dann sehen Sie hier ein Kuchenstück,
											einen Ausschnitt des Waldes 
in Gelb und Grün.
											Das ist wie ein Kuchenstück,
											nur hat dieser Kuchen 
die Größe eines Wals.
											Dennoch können wir hineinzoomen
											und den Wald und die Bäume 
gleichzeitig sehen.
											Obwohl wir in großer Höhe
											über diesen Wald flogen,
											können wir später in der Analyse
											erstaunlicherweise die Baumgipfel
											Blatt für Blatt
und Zweig für Zweig erleben,
											so wie wir die anderen Arten 
in diesem Wald
											gemeinsam mit 
den Bäumen selbst sehen können.
									",Ecology from the air,Greg Asner,13:50,"biodiversity,drones,nature,science,technology,trees,ecology,plants,animals,photography,environment,climate change,visualizations,green,map,weather,botany,conservation,mining,Africa,natural resources,global commons"
