fr,en,tr,es,title,speaker,duration,tags
"
","
","
","
",Suspended animation is within our grasp,Mark Roth,18:13,"biology,fish,health care,science,war"
"
											Aujourd'hui, je vais vous parler de mon travail en biostase.
											En général, quand je parle de l'animation suspendue,
											les gens rient en me lançant le salut Vulcain.
											Mais là, je ne parle pas d'un concept de science fiction
											qui pourrait nous emmener jusque Mars ou même Pandora
											aussi amusant que ce puisse être.
											Je parle du fait
											d'utiliser l'animation suspendue
											pour aider les gens lors de traumas.
									","
											I'm going to talk to you today about my work on suspended animation.
											Now, usually when I mention suspended animation,
											people will flash me the Vulcan sign and laugh.
											But now, I'm not talking about gorking people out
											to fly to Mars or even Pandora,
											as much fun as that may be.
											I'm talking about
											the concept of using suspended animation
											to help people out in trauma.
									","
											Bugün size geçici ölüm üzerine yaptığım çalışmalardan bahsedeceğim.
											Normalde geçici ölümden bahsettiğimde
											insanlar bana Vulcan işareti yapıp gülerler.
											Ancak ne kadar eğlenceli olsa da benim bahsettiğim şey
											Mars'a ya da Pandora'ya uçmak için
											insanları uyutmak değil.
											Benim bahsettiğim şey
											travma geçiren insanlara yardımcı olmak için
											geçici ölümü kullanmak.
									","
											Voy a hablarles acerca de mi trabajo con la animación suspendida.
											Usualmente, cuando menciono la animación suspendida,
											la gente hace el saludo vulcano y se ríe.
											Pero no estoy hablando de inducir un coma en personas
											para viajar a Marte o incluso a Pandora,
											por más entretenido que eso suene.
											Estoy hablando
											del concepto de animación suspendida
											que nos permitiría ayudar a personas en trauma
									",Suspended animation is within our grasp,Mark Roth,18:13,"biology,fish,health care,science,war"
"
","
","
","
",Suspended animation is within our grasp,Mark Roth,18:13,"biology,fish,health care,science,war"
"
											Donc, qu'est-ce que je veux dire
											quand je parle de ""biostase"" ?
											C'est le processus par lequel
											des animaux se figent,
											paraissent morts,
											et peuvent ensuite se réveiller sans avoir été blessés.
											OK, donc voici le genre d'idée en gros.
											Si vous observez la nature,
											vous verrez que
											lorsque vous commencez à voir la biostase,
											vous tendez à percevoir l'immortalité.
											Donc, je vais vous parler
											d'une façon d'identifier une personne souffrant d'un trauma —
											trouver une façon de la figer un peu
											pour la rendre un peu plus immortelle
											lorsqu'elle subit cette crise cardiaque.
									","
											So what do I mean
											when I say ""suspended animation""?
											It is the process by which
											animals de-animate,
											appear dead
											and then can wake up again without being harmed.
											OK, so here is the sort of big idea:
											If you look out at nature,
											you find that
											as you tend to see suspended animation,
											you tend to see immortality.
											And so, what I'm going to tell you about
											is a way to tell a person who's in trauma —
											find a way to de-animate them a bit
											so they're a little more immortal
											when they have that heart attack.
									","
											Peki, ""geçici ölüm"" dediğimde
											neyi kastediyorum?
											Bu işlem
											hayvanların cansızlaşmaları,
											ölü gibi görünmeleri,
											sonra da herhangi bir zarar görmeden uyanmalarıdır.
											Bu konunun arkasındaki büyük fikir şu.
											Doğaya bakarsanız,
											geçici ölümün olduğu yerlerde
											ölümsüzlüğün olduğunu
											görebilirsiniz.
											Size anlatacağım şey ise şu
											travma geçiren bir kişiyi
											biraz öldürerek
											geçirdiği kalp krizini atlatıp
											ölümsüz olmasını sağlamak.
									","
											Entonces ¿A qué me refiero
											al decir ""animación suspendida""?
											Es el proceso por el cual
											animales son capaces de des-animarse,
											parecer muertos,
											y luego despertarse sin daño alguno.
											Bien, entonces esta es la idea general.
											Si uno observa la Naturaleza,
											uno encuentra
											al ver ejemplos de animación suspendida,
											uno tiende a ver inmortalidad.
											Entonces, lo que quiero contarles
											es la forma en que se le podría decir a una persona que se encuentra en trauma...
											encuentre la forma de des-animarse levemente
											para que sea un poco inmortal
											al momento de tener un paro cardíaco.
									",Suspended animation is within our grasp,Mark Roth,18:13,"biology,fish,health care,science,war"
"
","
","
","
",Suspended animation is within our grasp,Mark Roth,18:13,"biology,fish,health care,science,war"
"
											Un exemple d'un organisme ou deux
											qui se trouvent être assez immortels,
											seraient les graines de plantes
											ou les spores bactériennes.
											Ces créatures sont
											les formes de vie les plus immortelles sur notre planète,
											et elles tendent à passer la majeure partie de leur temps
											en biostase.
											Les scientifiques pensent maintenant que les spores bactériennes
											existent en tant que cellules individuelles
											vivantes, mais en animation suspendue
											pendant près de 250 millions d'années.
											Pour suggérer tout ceci à propos de ces petites, minuscules créatures,
											je veux vous emmener vers un contexte plus proche.
											Dans la lignée germinale immortelle
											des êtres humains
											c'est à dire les oeufs ovariens,
											se trouvent en fait dans un état de biostase
											jusqu'à pratiquement 50 ans dans la vie de chaque femme.
									","
											An example of an organism or two
											that happens to be quite immortal
											would be plant seeds
											or bacterial spores.
											These creatures are
											some of the most immortal life forms on our planet,
											and they tend to spend most of their time
											in suspended animation.
											Bacterial spores are thought now by scientists
											to exist as individual cells
											that are alive, but in suspended animation
											for as long as 250 million years.
											To suggest that this all, sort of, about little, tiny creatures,
											I want to bring it close to home.
											In the immortal germ line
											of human beings —
											that is, the eggs that sit in the ovaries —
											they actually sit there in a state of suspended animation
											for up to 50 years in the life of each woman.
									","
											Ölümsüz organizmalara birkaç
											örnek vermek gerekirse
											bitki tohumlarını
											veya bakteri sporlarını sayabiliriz.
											Bu yaratıklar
											gezegenimizdeki en ölümsüz yaşam biçimleri,
											ve ömürlerinin büyük bir kısmını
											geçici ölü olarak geçiriyorlar.
											Bilim adamları bakteri sporlarını
											250 milyon yıl boyunca
											geçici ölüm durumunda kalan
											yaşayan canlı hücreler olarak görüyor.
											Bu küçük yaratıkları bir kenara bırakarak
											biraz daha tanıdık bir alana gelmek istiyorum.
											İnsan yumurtaları
											bir kadının ömrü içinde
											yumurtalıklarda 50 yıl boyunca
											bir çeşit geçici ölüm
											halinde beklerler.
									","
											Las semillas y las esporas bacterianas
											pueden considerarse ejemplos
											de organismos
											bastante inmortales.
											Estas criaturas son
											unas de las formas de vida más inmortales del planeta
											y suelen pasar la mayoría del tiempo
											en animación suspendida.
											Los científicos consideran que las esporas bacterianas
											existen como células individuales
											que están vivas, pero en animación suspendida.
											desde hace 250 millones de años.
											Mi intención es divulgar esta idea de criaturas diminutas,
											quiero instalarla entre nosotros.
											En la línea germinal inmortal
											de los seres humanos,
											es decir, los huevos que se encuentran en los ovarios,
											se encuentran en un estado de animación suspendida
											hasta 50 años en la vida de cada mujer.
									",Suspended animation is within our grasp,Mark Roth,18:13,"biology,fish,health care,science,war"
"
","
","
","
",Suspended animation is within our grasp,Mark Roth,18:13,"biology,fish,health care,science,war"
"
											Ensuite, il y a mon exemple préféré
											d'animation suspendue.
											Ce sont les Artemia salina.
											Ceux d'entre vous qui ont des enfants
											sauront de quoi je parle.
											Chez un animalier ou dans un magasin de jouets,
											vous pouvez acheter ces choses.
											Vous ouvrez juste le sachet, et vous les videz
											dans l'aquarium en plastique,
											et après une semaine, vous aurez de petites crevettes nageant tout autour.
											Bon, ce n'était pas vraiment la nage qui m'intéressait.
											Ce qui m'intéressait, c'est ce qu'il se passait dans le sachet,
											ce sachet sur l'étagère de l'animalerie
											où ces crevettes se trouvaient
											indéfiniment dans un état de biostase.
											Donc ces idées d'animation suspendue
											ne s'appliquent pas uniquement aux cellules et aux étranges petits organismes.
									","
											So then there's also my favorite example
											of suspended animation.
											This is Sea-Monkeys.
											Those of you with children,
											you know about them.
											You go to the pet store or the toy store,
											and you can buy these things.
											You just open the bag, and you just dump them
											into the plastic aquarium,
											and in about a week or so, you'll have little shrimps swimming around.
											Well, I wasn't so interested in the swimming.
											I was interested in what was going on in the bag,
											the bag on the toy store shelf
											where those shrimp sat
											in suspended animation indefinitely.
											So these ideas of suspended animation
											are not just about cells and weird, little organisms.
									","
											Bir de benim en sevdiğim
											geçici ölüm örneği var.
											Sea Monkeys'den bahsediyorum.
											Aranızda çocuğu olanlar
											bu küçük yaratıkları bilir.
											Bir oyuncakçıya veya petshopa gidip
											bu küçük şeylerden alabilirsiniz.
											Sonra paketi açıp bunları plastik bir
											akvaryuma koyuyorsunuz,
											ve yaklaşık bir hafta içinde etrafta yüzen küçük karidesleriniz oluyor.
											Beni ilgilendiren kısım yüzmeleri değil.
											Beni paketin içinde olan şey ilgilendiriyor,
											oyuncakçının rafında paketinde dururken
											bu karidesler sınırsız bir süre için
											geçici ölüm halinde bekliyorlar.
											Bu geçici ölüm fikri sadece
											hücreler ve küçük garip organizmalar için değil.
									","
											Ahora les contaré sobre mi ejemplo favorito
											de animación suspendida.
											Los ""monos marinos"".
											Quienes tienen hijos
											saben qué son.
											Uno puede comprar estas cosas
											en una tienda de mascotas o una juguetería.
											Sólo hay que abrir la bolsa, y tirarlos dentro
											de un acuario de plástico,
											y en una semana, uno se encuentra con estos pequeños camarones que nadan por ahí.
											Personalmente, no me interesaba como nadaban.
											Estaba interesado en lo que sucedía dentro de la bolsa,
											la bolsa en el estante de la juguetería
											donde estos camarones permanecieron
											indefinidamente en animación suspendida.
											Estas ideas de la animación suspendida
											no son sólo sobre células y pequeños, extraños organismos.
									",Suspended animation is within our grasp,Mark Roth,18:13,"biology,fish,health care,science,war"
"
","
","
","
",Suspended animation is within our grasp,Mark Roth,18:13,"biology,fish,health care,science,war"
"
											De temps en temps, des êtres humains
											sont brièvement figés,
											et de toutes les histoires de personnes ayant été brièvement figées
											celles qui m'intéressent le plus
											sont celles qui ont quelque chose à faire avec le froid.
											Il y a 10 ans, une skieuse en Norvège
											s'est vue piégée dans une cascade glacée.
											Elle est restée là pendant deux heures avant d'être extraite de là.
											Elle était extrêmement froide
											et n'avait plus de pouls.
											De tout évidence, elle était morte, gelée.
											Sept heures plus tard,
											toujours sans pouls,
											elle a été ramenée à la vie, et elle est devenue
											radiologue en chef
											de l'hôpital qui l'a soignée.
									","
											Occasionally, human beings
											are briefly de-animated,
											and the stories of people who are briefly de-animated
											that interest me the most
											are those having to do with the cold.
											Ten years ago, there was a skier in Norway
											that was trapped in an icy waterfall,
											and she was there for two hours before they extracted her.
											She was extremely cold,
											and she had no heartbeat —
											for all intents and purposes she was dead, frozen.
											Seven hours later,
											still without a heartbeat,
											they brought her back to life, and she went on to be
											the head radiologist
											in the hospital that treated her.
									","
											Arada sırada insanların da
											basitçe söylemek gerekirse cansızlaşabildikleri oldu,
											bu kısa bir süre cansızlaşan insanları anlatan hikayeler arasında
											beni en çok ilgilendiren
											içinde soğuk geçenler.
											10 yıl önce, Norveç'te buzlu bir şelaleye
											kısılıp kalan bir kayakçı vardı.
											Bu kadın kurtarılmadan önce orada iki saat boyunca kaldı.
											Vücudu o kadar soğumuştu ki
											kalp atışları tamamen durmuştu.
											Kelimenin tam anlamıyla donarak ölmüştü.
											Yedi saat sonra,
											hala kalbi atmıyorken
											hayata geri döndürdüler ve hayatının devamında
											tedavi gördüğü hastanenin
											radyoloji bölümüne şef oldu.
									","
											Ocasionalmente, los seres humanos
											podemos ser des-animados brevemente,
											y las historias que más me interesan acerca de estas personas
											que son des-animadas brevemente
											son aquellas que están relacionadas con el frío.
											Hace 10 años, una esquiadora en Noruega
											quedo atrapada en una cascada congelada.
											Ella estuvo ahí dos horas hasta que la pudieron sacar.
											Estaba extremadamente fría,
											y su corazón no latía.
											Todo indicaba que había muerto, congelada.
											Siete horas después,
											su corazón seguía sin latir,
											pero lograron revivirla, y vivió para convertirse
											en la radióloga titular
											en el mismo hospital donde fue tratada.
									",Suspended animation is within our grasp,Mark Roth,18:13,"biology,fish,health care,science,war"
