en,tr,fr,title,speaker,duration,tags
"
","
","
","One woman, five characters, and a sex lesson from the future",Sarah Jones,25:28,"culture,future,humor,performance,sex"
"
											This is a play called ""Sell/Buy/Date.""
											It's my first since ""Bridge and Tunnel,""
which I did on Broadway,
											and this one, I — thank you —
											I've excerpted it just for you,
so here we go.
									","
											Bu ""Al/Sat/Eskit"" adında bir oyun.
											Broadway'de ""Köprü ve Tünel""den sonra
											oynadığım ilk oyun
—teşekkürler—
											sadece sizin için seçtim, öyleyse
başlıyoruz.
									","
											C'est la pièce
« vendre/acheter/sortir ».
											C'est ma première depuis « Ponts
et Tunnels » que j'ai produit à Broadway,
											et celle-ci, je — merci—
											je l'ai extraite juste pour vous, 
alors allons-y.
									","One woman, five characters, and a sex lesson from the future",Sarah Jones,25:28,"culture,future,humor,performance,sex"
"
","
","
","One woman, five characters, and a sex lesson from the future",Sarah Jones,25:28,"culture,future,humor,performance,sex"
"
											Right. Class, let's be absolutely certain
											all electronic devices are switched off
before we begin.
											So class, hopefully you'll recognize
what you just heard me say as the — ?
											Very good, the cellular
phone announcement.
											Right? This was also known
as a mobile phone.
											So you'll remember, people of that era
											would have had an external
electronic device, right,
											something like this,
											and they all would have carried
one of these around with them,
											and amongst their biggest fears
was the sheer mortification
											that one of these might ring
at some inopportune moment.
											Right? So a bit of trivia
about that era for you.
											(Laughter)
									","
											Evet. Sınıf, başlamadan önce elektrikli
cihazların
											kesinlikle kapalı olduğundan emin olalım.
											Pekala sınıf, umarım az önce söylediğim
şeyi tanımışsınızdır —
											Çok iyi, bir cep telefonu anonsu.
											Değil mi? Bu mobil telefon
olarak da bilinirdi.
											Hatırlarsınız, bu çağın insanlarının
											dışarıdan gelen elektrikli aletleri vardı
											bunun gibi bir şey
											ve bunlardan bir taneyi hep yanlarında 
taşırlardı
											ve içlerindeki en büyük korkulardan biri
											telefonlarının uygunsuz bir anda çalıp
onları rezil etmesiydi.
											Değil mi? Size bu çağ hakkında
birkaç ıvır zıvır bilgi olsun.
											(Gülüşmeler)
									","
											D'accord. Jeunes gens, assurez-vous
											que tous les appareils électroniques
sont éteints avant que nous commencions.
											Donc, j'espére que vous avez reconnu
ce que je viens juste de dire — ?
											Très bien, l'annonce
de téléphone portable.
											D'accord ? C'était aussi connu
sous le nom de téléphone cellulaire.
											Alors vous vous en souvenez,
les gens de ce temps
											avaient un appareil électronique externe
d'accord,
											un truc comme celui-là,
											et ils portaient tous
une de ces choses avec eux.
											Et une de leurs plus grandes peurs
était l'angoisse absolue
											que l'un d'eux puisse sonner
au mauvais moment.
											D'accord ? Alors quelques détails
sur cette époque pour vous.
											(Rires)
									","One woman, five characters, and a sex lesson from the future",Sarah Jones,25:28,"culture,future,humor,performance,sex"
"
","
","
","One woman, five characters, and a sex lesson from the future",Sarah Jones,25:28,"culture,future,humor,performance,sex"
"
											So the format of today's class is
											I will be presenting multiple
BERT modules today
											from that period in history, right,
											so starting circa 2016.
											And remember, this was
the very first year of the BERT program.
											So we've got quite a few
of these to get through.
											Bear in mind, I will be living
into various different bodies,
											different ages,
											also what were then called races,
or ethnic groups,
											as you'll remember from Unit 1.
											And — (Laughter) — and along
the gender continuum,
											I will be living into males as well.
											It was quite binary at that time.
											(Laughter)
											Also, don't forget, we are reading
the book module
											for next week's focus on gender.
											Now, I know some of you
have requested the book in pill form.
											I know people still believe
ingesting it is better for retention,
											but since we are trying to experience
what our forebears did, right,
											let's please just consider doing
the actual ocular reading, okay?
											And also, how many people
have your emotional shunts engaged?
											Right. Please toggle them off. Okay?
											I know it's challenging, but I want you
to be able to feel the entire
											natural emo range, all right?
											It is essential to this
part of the syllabus.
											Yes, Macy?
											All right. I understand.
If you're unwilling to —
											All right, well, we can discuss
that after class.
											All right, we will discuss your concerns.
											Just relax. Nobody's died
and gone to composting.
											Okay. After class. Okay? After class.
											Let's just get started, okay.
											This first subject identified
as a middle-class homemaker.
											Remember, these early modules
											in these people's full identities
were protected,
											and this allowed them to speak
more freely on our topic,
											which for many of them was taboo.
									","
											Bugünkü dersimizde
											o tarihten bugüne kadar gelen
											çoklu BERT modüllerini anlatacağım,
											başlangıcı tahminen 2016.
											Hatırlayın, bu BERT programının ilk 
senesiydi.
											Yani üzerinden geçeceğimiz
bir hayli modül var.
											Aklınızda tutun, çok çeşitli bedenlerde,
											farklı yaşlarda,
											ayrıca o dönemde etnik gruplar veya
ırklar dedikleri şeylerde yaşayacağım.
											Bunları ilk üniteden hatırlarsınız.
											ve — (Gülüşmeler) cinsiyetten devam
edecek olursak,
											erkek bedenlerinde de yaşayacağım.
											O zamanda oldukça ikiliydi.
											(Gülüşmeler)
											Unutmayın, biz bu modülü gelecek haftanın
											cinsiyet teması için okuyoruz.
											Birkaçınızın bu kitabı hap formunda
istediğinizi biliyorum.
											Biliyorum ki insanlar hâlâ hap almanın
öğrenmek için daha iyi olduğuna inanıyor,
											ama atalarımızın yaptıklarını
tecrübe etmek adına,
											normal yollardan, gözlerimizle 
okuyalım, tamam mı?
											Ve bu arada, kaç kişiye
duygusal olarak bağlısınız?
											Lütfen bağlarınızı çözün. 
Tamam mı?
											Zor biliyorum, ama tamamen doğal duygular
											hissedebilmenizi istiyorum.
											Programın bu bölümü için önemli.
											Evet, Macy?
											Tamam. Anladım.
Eğer isteksizsen...
											Tamam, peki.
Bunu dersten sonra tartışabiliriz.
											Peki, senin kaygılarını tartışacağız.
											Rahatla. Kimse ölmedi,
kimse çürümeye başlamadı.
											Tamam. Dersten sonra. Tamam mı? 
Dersten sonra.
											Hadi başlayalım.
											Bu kişi kendini orta sınıf bir ev
hanımı olarak tanımladı.
											Unutmayın, bu insanların
											kimliklerindeki ilk modüller korundu.
											Bu, aralarındaki çoğu kişi için
tabu olan konumuz hakkında
											daha özgürce konuşmalarını sağladı.
									","
											Pour le cours d'aujourd'hui,
											je vais présenter plusieurs
module BERT aujourd'hui
											qui viennent de
cette période de l'histoire,
											en commençant aux environs de 2016.
											Et souvenez-vous, c'était la première
année du programme BERT.
											Alors nous en avons quelques-uns
à étudier.
											Garder en mémoire que je vais vivre
à travers différents corps,
											différents âges,
											mais aussi, à travers ce qui était appelé
races, ou groupes ethniques,
											comme vous rappelez dans l'unité 1.
											Et —(Rires) — selon
le continuum des genres,
											je vais vivre à travers des mâles aussi.
											C'était assez binaire à cette époque.
											(Rires)
											Aussi, n'oubliez pas, nous lisons
le module en livre pour le thème
											de la semaine prochaine sur les genres.
											Je sais que certains d'entre vous
ont demandé le livre en comprimé à avaler.
											Je sais que les gens pensent encore
qu'ingérer est meilleur pour apprendre,
											mais puisque nous essayons de revivre
ce que nos ancêtres ont vécu,
											je vous demande d'utiliser
la lecture oculaire, OK ?
											À propos, combien d'entre vous
ont leur shunts émotionnels allumés ?
											D'accord.
S'il vous plaît, éteignez-les. OK ?
											Je sais que c'est dur, mais je veux
que vous soyez capables de ressentir
											la gamme entière
d'émotions naturelles, OK ?
											C'est essentiel
pour cette partie du syllabus.
											Oui, Macy ?
											D'accord. Je comprends.
Si tu ne veux pas —
											D'accord, bien, nous pouvons
discuter de ça après le cours.
											D'accord, nous allons parler de tes peurs.
											Détends-toi. Personne n'est mort
et n'est allé au compost.
											OK. Après le cours. OK ? Après le cours.
											Commençons, bien.
											Le premier sujet identifié est une
femme au foyer de la classe moyenne.
											Souvenez-vous, dans ces premiers modules,
											les identités complètes des personnes
étaient protégées,
											ce qui leur permettait de parler
plus librement de notre sujet,
											qui était tabou pour beaucoup d'entre eux.
									","One woman, five characters, and a sex lesson from the future",Sarah Jones,25:28,"culture,future,humor,performance,sex"
"
","
","
","One woman, five characters, and a sex lesson from the future",Sarah Jones,25:28,"culture,future,humor,performance,sex"
"
											Okay honey, now,
I'm ready when you are.
											No, sweetheart, I said,
I'm ready when you are.
											I'm freezing.
											It's like a meat locker in here
in this recording studio.
											I should have brought a shmata.
											All this fancy technology
but they can't afford heat.
											What is he saying? I can't hear you!
											I can't hear you
through the glass, honey!
											There you are in my ear.
											Oh, you can hear me?
											The whole time.
											Oh, yes, I am a little chilly.
											Yes, oh the cold is for the machines,
the new technology. Okay.
											Yes, now remind me again, you're recording
not only my voice but my feelings
											and my memories? Right.
											Yes, BERT, yes, I read about it.
											Bio-Empathetic Resonant Technology.
											Right, right, so people will be able
to feel my experience
											and my memory? Okay.
											No, right, I'm ready.
											I just thought you were going to give me
a test to see how my memory's doing.
											I was going to tell you you're too late,
it's already bad news.
											No, no, go ahead, honey.
									","
											Tamam tatlım, 
sen hazır olduğunda ben hazırım.
											Hayır, tatlım. Dedim ki
sen hazır olduğunda ben hazırım.
											Donuyorum.
											Bu kayıt stüdyosunun içi bir kiler gibi.
											Bir şal getirmeliydim.
											Bu kadar üstün teknoloji varken 
sıcağı karşılayacak paraları yok.
											Ne diyor? Seni duyamıyorum!
											Camdan seni duyamıyorum tatlım!
											Buradaymışsın, kulağımda.
											Tamam, duyabiliyor musun beni?
											Bütün dediklerimi.
											Evet, biraz üşüdüm.
											Demek bu soğuk, makineler ve
yeni teknoloji için.
											Tamam evet, tekrar
hatırlat, sadece sesimi değil, hislerimi
											ve anılarımı da kaydediyorsun,
değil mi?
											Evet, BERT, bununla ilgili
bir şeyler okumuştum.
											Bio-Empatik Rezonans Teknolojisi.
											Evet, evet, böylece insanlar
deneyimlerimi ve anılarımı
											hissedebilecekler mi? Tamam.
											Evet, tamam, hazırım.
											Hafızamın nasıl çalıştığını test 
edeceksin sandım.
											Sana çok geç kaldığını söyleyecektim,
kötü haberler olduğunu.
											Yok yok, devam et tatlım.
									","
											D'accord trésor, maintenant,
on y va quand vous voulez.
											Non mon ange, j'ai dit,
on y va quand vous voulez.
											Je meurs de froid.
											C'est un vrai congélateur
dans ce studio d'enregistrement.
											J'aurais dû acheter un plaid.
											Tous ces gadgets technologiques mais
ils peuvent pas se payer le chauffage.
											Qu'est-ce qu'il dit ? Je t'entends pas !
											Je t'entends pas
à travers la vitre, chéri !
											T'es dans mon oreille.
											Oh, tu peux m'entendre ?
											Depuis le début.
											Oui, je suis un peu frileuse.
											Oui, oh le froid est pour les machines,
la nouvelle technologie. D'accord.
											Oui, explique-moi encore une fois,
tu n'enregistres pas que ma voix,
											mais aussi mes sentiments
et mes souvenirs ? D'accord.
											Oui, BERT, oui, j'ai lu un truc là-dessus.
											Technologie de Résonance Bio-Empathique.
											D'accord, donc les gens seront capables
de ressentir mon vécu
											et mes souvenirs ? D'accord.
											Non, d'accord, je suis prête.
											Je pensais juste que ça serait un test
pour voir comment va ma mémoire.
											J'allais juste te dire que
c'était trop tard, c'est déjà foutu.
											Non, non, continue trésor.
									","One woman, five characters, and a sex lesson from the future",Sarah Jones,25:28,"culture,future,humor,performance,sex"
"
","
","
","One woman, five characters, and a sex lesson from the future",Sarah Jones,25:28,"culture,future,humor,performance,sex"
"
											Oh, that's the first question?
											What do I think of prostitution?
											Are you soliciting me, young man?
											I've heard of May-December romances,
but what are you, about 20 years old?
											Eighteen? Eighteen years.
											I think I have candies in my purse
older than 18 years old.
											(Laughter)
											I'm teasing you, sweetheart.
No, I'm comfortable with any question.
											Sure. So about the prostitution —
oh, sex worker, sex worker.
											No, just in my day, they called it
prostitution, not sex work.
											Oh, because it includes pornography also?
											Okay.
											No, well, I guess when I was a girl,
											we didn't really have
a name for that either.
											We would have said dirty magazines,
I suppose, or dirty movies.
											Well, it's not like what you have
with the Internet.
											No, well, I don't mind sharing.
											My late husband and I,
we were a very romantic couple.
											Lots of tenderness, you understand.
											Well, as you get older, you know,
at one point I thought my husband
											might be helped by using
some of the pills men can take,
											but he wasn't interested in those,
											so I thought, what about maybe
watching an adult movie on the Internet?
											Just for inspiration, you understand.
											Well, at the time, neither of us
were very good on the computer,
											so usually, if we needed help
with the Internet,
											we would just call our children
or our grandchildren,
											but obviously, in this case,
that wasn't an option,
											so I thought, I'll have
a look myself, just to see.
											How difficult could it be?
											You search for certain key words
and you look —
											Oh wow is right, young man.
											You can't imagine what I saw.
											Well, first of all, I was just trying
to find, you know, couples,
											normal couples making love,
											but this, so many people
together at one time.
											You couldn't tell which part
belonged to which body.
											How they even got the cameras to
capture some of this, I couldn't tell you.
											But the one thing they didn't capture
was making love.
											There was lots of making of something,
											but they took the love part
right out of it, you know, the fun.
											It was all very extreme, you know?
											Like you would say,
with the extreme sports.
											Lots of endurance,
											but never tenderness.
											So anyway, needless to say,
that was $19.95 I'll never get back again,
											but it only showed up on the credit card
as ""entertainment services,""
											so my husband was never the wiser,
											and after all of that,
											well, you could say it turned out
											he didn't need the extra
inspiration after all.
									","
											Ha, bu ilk soru mu?
											Fahişelik hakkında ne mi düşünüyorum?
											Beni ayartmaya mı çalışıyorsun, genç adam?
											Yaşlı-Genç aşk hikayelerini duydum da,
sen kaç yaşındasın, 20 falan mı?
											18? 18 yaşında.
											Sanırım cüzdanımda 18 yaşından büyük
şekerler var.
											(Gülüşmeler)
											Sana takılıyorum tatlım. 
Hayır, her soruya açığım.
											Tabii. Fahişelik hakkında
—seks işçiliği, seks işçiliği.
											Hayır, benim zamanımda fahişelik denirdi,
seks işi değil.
											Aynı zamanda pornografi 
içerdiği için mi?
											Tamam.
											Hayır, sanırım ben küçük bir kızken,
											onun için de bir isim yoktu.
											Sanırım onlara müstehcen dergiler veya
müstehcen filmler derdik.
											Sizin internettekiler gibi değil tabii.
											Hayır, paylaşmamda bir sıkıntı yok.
											Rahmetli eşim ve ben,
çok romantik bir çifttik.
											Çok sevecendik, anlarsın ya.
											Tabii yaşlandıkça, düşündüm ki
erkeklerin aldığı
											bazı haplar eşime yardımcı olabilirdi,
											ama o bunlarla hiç ilgilenmedi,
											ama belki internetten yetişkin
filmleri izleyebilirdik?
											Sadece ilham almak için, anlarsın ya.
											Ama o dönem ikimiz de bilgisayardan 
pek anlamazdık
											genelde internetle ilgili bir şeyle yardım
lazım olduğunda
											çocuklarımızı ya da torunlarımızı 
çağırırdık,
											ama tabii ki, böyle bir durumda
bu bir seçenek değildi.
											Sonra düşündüm, kendi kendime biraz
kurcalamam gerekecekti.
											Ne kadar zor olabilirdi ki?
											Belli anahtar kelimeleri aratıp bakarsın —
											Evet, haklısın genç adam.
											Ne gördüğümü hayal bile edemezsin.
											Öncelikle, bilirsin, normalce
sevişen çiftler
											bulmaya çalışıyordum.
											Fakat bu, aynı anda
ikiden fazla kişi hep birlikte.
											Hangi uzuv hangi bedenin, ayırt edemezdin.
											Bunları nasıl çektiklerini anlatamıyorum.
											Sevişmek dışında her şey vardı.
											Bir sürü şey vardı.
											Ancak içinden aşk bölümü, 
yani tüm eğlencesi alınmıştı.
											Hepsi çok aşırıydı, anlarsın ya.
											Ekstrem sporlarda olduğu gibi.
											Çok fazla dayanıklılık,
											ama sıfır hassasiyet.
											Sonuç olarak, bu asla geri
alamayacağım bir 19.95 dolardı
											ama kredi kartında ""eğlence hizmeti"" 
olarak gözüktü.
											Eşim de pek dahi değildir, böylece
											her şeyden sonra
											ortaya çıktı ki,
											eşimin ekstra ilhama ihtiyacı yokmuş.
									","
											Oh, c'est la première question ?
											Qu'est-ce que je pense
de la prostitution ?
											C'est une proposition, jeune homme ?
											J'ai déjà entendu parler des cougars,
mais t'as quel âge, 20 ans ?
											18 ? 18 ans.
											Je crois que j'ai des bonbons dans mon sac
qui ont plus de 18 ans.
											(Rires)
											Je te fais marcher, mon cœur. Non, je suis
à l'aise avec toutes les questions.
											Bien sûr. Donc la prostitution —
oh, les travailleuses du sexe.
											Non, de mon temps on appelait ça
prostitution et pas travail du sexe.
											Oh, c'est parce que
ça inclut la pornographie aussi ?
											D'accord.
											Bien, je suppose que quand j'étais jeune,
											on n'avait pas vraiment
un nom pour ça non plus.
											On aurait dit des magazines obscènes,
je suppose, ou des films obscènes.
											Mais ce n'est pas vraiment ce tu as
avec Internet.
											Non, ça m'embête pas de raconter.
											Avec mon dernier mari,
on était un couple très romantique.
											Beaucoup de tendresse, tu vois.
											Bien, quand tu vieillis, tu sais,
à un point je me suis dit que mon mari
											pourrait s'aider en prenant
une des pilules pour les hommes,
											mais ça ne l'intéressait pas,
											alors je me suis dit, pourquoi ne pas
voir un film pour adultes sur Internet ?
											Juste pour s'inspirer, tu comprends.
											Donc, à ce moment, aucun de nous deux
n'était vraiment doué avec l'ordinateur,
											donc normalement, si on avait
besoin d'aide avec Internet,
											on appelait simplement nos enfants
ou nos petits-enfants,
											mais bien sûr, dans ce cas,
ce n'était pas possible,
											donc j'ai pensé, je vais
jeter un coup d'œil, juste pour voir.
											Ça pouvait pas être bien difficile, non ?
											Tu cherches quelques mots-clés
et tu vois —
											Oh c'est bien vrai, jeune homme.
											Tu peux pas imaginer ce que j'ai vu.
											Alors au début, je cherchais juste
à trouver, tu sais, des couples,
											des couples normaux faisant l'amour,
											mais ça, autant de gens
tous ensemble en même temps.
											Tu pouvais pas dire quelle partie
appartenait à quel corps.
											Comment ils ont fait avec les caméras
pour filmer ça, j'en sais rien.
											Mais la seule chose qu'ils n'avaient
pas filmée, c'était faire l'amour.
											Il y avait beaucoup d'action,
											mais ils avaient enlevé l'amour,
tu sais, le plaisir.
											C'était vraiment très extrême, tu sais ?
											Un peu comme
avec les sports extrêmes.
											Beaucoup d'endurance,
											mais jamais de tendresse.
											Donc bon, par besoin de dire que c'étaient
19,95 $ que je ne récupérerai pas.
											Sur le relevé bancaire, c'était marqué
« services de divertissement »,
											donc mon mari n'en a rien su,
											et après tout ça,
											bien, il s'est avéré
											qu'il n'avait pas besoin
d'une inspiration de plus apparemment.
									","One woman, five characters, and a sex lesson from the future",Sarah Jones,25:28,"culture,future,humor,performance,sex"
