pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",A 3D-printed jumbo jet?,Bastian Schaefer,5:58,"design,flight,industrial design,transportation,manufacturing"
"
											O que sabemos sobre o futuro?
											Pergunta difícil, resposta fácil: nada.
											Nós não podemos prever o futuro.
											Podemos apenas criar uma visão 
do futuro, como poderá ser,
											uma visão que revela ideias 
inovadoras, o que é inspirador
											e esta é a razão mais importante
											que quebra a corrente do pensamento comum.
									","
											Gelecek hakkında ne biliyoruz?
											Zor soru, basit cevap: hiçbir şey
											Geleceği tahmin edemeyiz.
											Biz sadece bir gelecek hayali kurabiliriz, geleceğin nasıl
											olacağına dair farklı fikirleri ortaya koyup,
											genel geçer düşüncenin
											kalıplarını kırabiliriz.
									","
											Que savons-nous du futur ?
											A question difficile, réponse simple : rien.
											Nous ne pouvons pas prédire l'avenir.
											Nous pouvons seulement créer 
une vision de l'avenir, comment il pourrait être,
											une vision qui révélerait des idées en rupture, 
ce qui est stimulant,
											et qui, et c'est ce qui est le plus important,
											briserait les chaînes de la pensée commune.
									","
											Was wissen wir über die Zukunft?
											Schwierige Frage, einfache Antwort: nichts.
											Wir können die Zukunft nicht voraussagen.
											Wir können nur eine Vision der Zukunft schaffen, 
wie sie vielleicht sein wird,
											eine Vision, die revolutionäre 
Ideen enthüllt, die inspirieren,
											was die wichtigste Ursache dafür ist,
											die normalen Gedankengänge zu unterbrechen.
									",A 3D-printed jumbo jet?,Bastian Schaefer,5:58,"design,flight,industrial design,transportation,manufacturing"
"
","
","
","
",A 3D-printed jumbo jet?,Bastian Schaefer,5:58,"design,flight,industrial design,transportation,manufacturing"
"
											Há muita gente
											que criou a sua própria visão do futuro,
											como por exemplo, esta visão aqui 
do início do século XX.
											Diz aqui que este é o avião 
oceânico do futuro.
											Leva apenas um dia e meio 
para atravessar o oceano Atlântico.
											Hoje sabemos que esta visão 
do futuro não aconteceu.
											Este aqui é o nosso maior avião,
											o Airbus A380, e é enorme
											e, por isso, cabe lá muita gente.
											Tecnicamente, é completamente diferente

											da visão que lhes mostrei.
									","
											Geleceğe dair kendi hayallerini kuran
											bir sürü insan var,
											örneğin, 20. yüzyıl başındaki bu hayal gibi.
											Burada geleceğin okyanus uçağı var.
											Atlantik Okyanusu'nu bir buçuk günde geçiyor.
											Günümüzde, bu hayalin gerçekleşmediğini biliyoruz.
											Bu görmüş olduğunuz, şu an ki en büyük uçağımız
											Airbus A380 ve bu baya büyük bir uçak,
											yani bir sürü insan tanışabiliyor,
											ve teknik olarak, size gösterdiğim hayalden
											tamamen farklı.
									","
											Il y a beaucoup de gens
											qui ont créé leur propre vision de l'avenir.
											Par exemple, celle-ci, qui date 
du début du 20ème siècle.
											Il y est écrit que c'est l'avion de l'océan du futur.
											La traversée de l'océan Atlantique 
prend seulement un jour et demi.
											Aujourd'hui, nous savons que 
cette vision de l'avenir ne s'est pas réalisée.
											Voici le plus grand avion que nous connaissons,
											l'Airbus A380, plutôt grand, 
et qui peut donc contenir
											une grande quantité de personnes.
											Il est techniquement complètement différent
											de la vision que je vous ai montrée.
									","
											Es gibt viele Leute,
											die ihre eigene Zukunftsvision entwarfen,
											z.B. diese Vision vom Beginn des 20. Jahrhunderts.
											Sie besagt, dass das hier 
das Meeresflugzeug der Zukunft ist.
											Es braucht nur eineinhalb Tage, 
um den Atlantik zu überqueren.
											Heute wissen wir, dass diese 
Zukunftsvision nicht wahr wurde.
											Dies ist das größte Flugzeug, das es gibt,
											der Airbus A380, und es ist enorm,
											damit viele Menschen hineinpassen
											und es ist technisch komplett anders,
											als die Vision, die ich Ihnen zeigte.
									",A 3D-printed jumbo jet?,Bastian Schaefer,5:58,"design,flight,industrial design,transportation,manufacturing"
"
","
","
","
",A 3D-printed jumbo jet?,Bastian Schaefer,5:58,"design,flight,industrial design,transportation,manufacturing"
"
											Estou a trabalhar numa equipa da Airbus.
											Criámos a nossa visão
											acerca de um futuro 
da aviação mais sustentável.
											A sustentabilidade é muito 
importante para nós,
											e deveria incorporar valores sociais,
											ambientais e económicos.
											Assim, criámos uma 
estrutura muito inovadora,
											que imita a forma dos ossos, 
ou um esqueleto,
											como acontece na Natureza.
											É por isso que talvez pareça 
um bocadinho esquisito,
											especialmente para as pessoas 
que lidam com estruturas em geral.
											Mas é apenas uma forma artística
											que nos permite explorar as nossas 
ideias sobre um futuro diferente.
									","
											Airbus'ta bir takımla çalışıyorum,
											ve biz daha sürdürülebilir havacılık için
											kendimiz bir hayal kurduk.
											Bizim için sürdürülebilirlik çok önemli,
											hem sosyal
											hem de çevresel ve ekonomik değerleri bir araya getirmeli.
											İşte biz bir farklı bir yapı tasarladık,
											doğadaki kemik ya da iskelet tasarımlarını
											taklit eden bir yapı bu.
											İşte bu yüzden biraz acayip görünüyor,
											özellikle de yapılarla uğraşan insanlar onu garipsiyor.
											Ama en azından o, farklı bir gelecek için fikirlerimizi
											beyan eden bir sanat eseri gibi.
									","
											Je travaille dans une équipe au sein d'Airbus
											et nous avons créé notre vision
											d'un avenir plus durable de l'aviation.
											La développement durable est
très important pour nous,
											cela doit comprendre l'aspect social
											mais également des valeurs 
environnementales et économiques.
											Nous avons créé une structure révolutionnaire
											qui imite le dessin d'un os ou d'un squelette
											comme dans la nature.
											C'est donc la raison pour laquelle 
il a l'air un peu bizarre
											particulièrement pour les personnes 
qui travaillent sur les structures en général.
											Mais au moins, c'est juste une sorte d'illustration
											pour explorer nos idées d'un avenir différent.
									","
											Ich arbeite in einem Team mit Airbus
											und wir haben unsere Zukunftsvision
											von einer nachhaltigeren Luftfahrt gestaltet.
											Nachhaltigkeit ist ziemlich wichtig für uns,
											was sowohl soziale, als auch ökologische
											und ökonomische Werte umfassen sollte.
											Daher haben wir eine 
revolutionäre Struktur entworfen,
											die das Design eines Knochen 
oder Skeletts nachahmt,
											welches in der Natur vorkommt.
											Deshalb sieht es vielleicht 
ein bisschen merkwürdig aus,
											besonders für Leute, die sich mit Strukturen 
im Allgemeinen beschäftigen.
											Aber eigentlich ist es eine Art Kunstwerk,
											um unsere Ideen über eine 
andere Zukunft zu erforschen.
									",A 3D-printed jumbo jet?,Bastian Schaefer,5:58,"design,flight,industrial design,transportation,manufacturing"
"
","
","
","
",A 3D-printed jumbo jet?,Bastian Schaefer,5:58,"design,flight,industrial design,transportation,manufacturing"
"
											Quais serão os principais 
clientes do futuro?
											Temos os idosos, temos os jovens,
											temos o poder crescente das mulheres
											e há uma megatendência 
que nos afeta a todos.
											É a futura antropometria.
											As nossas crianças estão a ficar 
maiores, mas ao mesmo tempo,
											estamos a crescer em diferentes direções.
											(Risos)
											Por isso, precisamos de 
espaço dentro da aeronave,
											dentro de uma área muito densa.
											Estas pessoas têm 
diferentes necessidades.
											Portanto, nós vemos a necessidade 
da promoção de uma vida ativa,
											especialmente no caso dos idosos.
											Nós queremos ser tratados como indivíduos.
											Gostamos de ser produtivos 
durante toda a cadeia de viagem.
											e o que vamos fazer no futuro
											é utilizar a mais moderna 
interface homem-máquina,
											e integrá-la num único produto.
									","
											Geleceğin ana müşteri kimler?
											Yaşlılar var, gençler var,
											daha güçlenen kadınlar var,
											ve hepimizi etkileyen bir mega-eğilim var.
											Bunlar gelecekteki antropometrikler.
											Çocuklarımız büyüyor, ama aynı zamanda da başka yönlere
											doğru gelişiyoruz.
											Yani, son derece yoğun bir alan olan uçağın
											içinde mekana ihtiyacımız var.
											Bu insanların farklı ihtiyaçları var.
											Özellikle yaşlı insanlar için,
											aktif olarak sağlık teşviği için bir ihtiyaç görüyoruz..
											Bize özel ve kişisel hizmet almak isteriz.
											Tüm yolculuk zinciri boyunca verimli olmaya çalışıyoruz,
											ve gelecekte
											insan-makina arayüzeyini kullanıp
											bunu bir ürüne entegre etmek istiyoruz.
									","
											Qui sont les principaux clients du futur ?
											Nous avons les personnes âgées, les jeunes,
											il y a le pouvoir grandissant des femmes,
											mais aussi une tendance majeure
qui nous affecte tous.
											Ce sont les futures données anthropométriques.
											Nos enfants deviennent plus grands, 
mais en même temps,
											nous grandissons aussi dans d'autres directions.
											Nous avons donc besoin d'espace dans l'avion,
											dans un endroit très dense.
											Ces personnes ont des besoins différents.
											Nous voyons donc un besoin net 
de promotion active de la santé
											surtout en ce qui concerne les personnes âgées.
											Nous voulons être traités en tant qu'individus.
											Nous aimons être productifs 
pendant toute la chaîne de transport.
											Ce que nous ferons dans le futur,
											c'est de vouloir utiliser l'interface
homme-machine la plus récente.
											Nous voulons intégrer ça
et le démontrer dans un produit.
									","
											Wer sind die Hauptkunden der Zukunft?
											Es gibt die Alten, die Jungen,
											die aufkeimende Macht der Frauen,
											und es gibt einen Mega-Trend, 
der uns alle betrifft.
											Das sind die zukünftigen Anthropometrien.
											Unsere Kinder werden immer größer,
aber gleichzeitig
											wachsen wir in verschiedene Richtungen.
											Wir brauchen also Platz im Flugzeug,
											innerhalb eines sehr dichten Bereiches.
											Diese Leute haben sehr unterschiedliche Bedürfnisse.
											Wir sehen ein klares Bedürfnis 
nach aktiver Gesundheitsförderung,
											besonders im Fall von alten Menschen.
											Wir wollen als Individuen behandelt werden.
											Wir wollen während des ganzen 
Flugverlaufs produktiv sein,
											und in der Zukunft werden wir
											die neueste Mensch-Maschine-Schnittstelle nutzen,
											und dieses integrieren und 
es als ein Produkt zeigen.
									",A 3D-printed jumbo jet?,Bastian Schaefer,5:58,"design,flight,industrial design,transportation,manufacturing"
"
","
","
","
",A 3D-printed jumbo jet?,Bastian Schaefer,5:58,"design,flight,industrial design,transportation,manufacturing"
"
											Assim, combinámos estas 
necessidades com temas tecnológicos.
											Por exemplo, perguntamos a nós próprios,
											como poderemos criar mais luz?
											Como poderemos pôr mais 
luz natural dentro do avião?
											Ora, este avião já não tem 
janelas, por exemplo.
											E quanto ao ""software"" de 
dados e comunicação
											de que precisaremos no futuro?
											A minha convicção é que o avião do futuro
											terá a sua própria consciência.
											Será mais um organismo vivo
											do que apenas um conjunto 
de tecnologia muito complexa.
											Será muito diferente no futuro.
											Comunicará diretamente
											com o passageiro no seu ambiente.
											E também levamos em conta os materiais,
											a biologia sintética, por exemplo.
											A minha convicção é 
que teremos cada vez mais
											novos materiais que poderemos 
mais tarde incorporar na estrutura,
											porque a estrutura é uma das 
questões-chave no desenho de aeronaves.
									","
											İşte bu ihtiyaçları, teknolojinin temasıyla birleştirdik.
											Mesela, kendi kendimize sorduk,
											nasıl daha fazla ışığımız olur?
											Yani uçakta nasıl daha çok gün ışığı olur?
											Mesela bu uçakta hiç pencere yok.
											Gelecekte ihtiyacımız olacak veri ve iletişim yazılımları
											ne olacak peki?
											İnanıyorum ki, geleceğin uçakları
											kendi bilinçlerine sahip olacak.
											Yaşayan bir organizma gibi
											ama çok karmaşık teknolojiden oluşan bir yapı olacak.
											Gelecekte bu çok farklı olacak.
											Çevresindeki yolcu ile direkt olarak
											etkileşecek.
											Daha sonra kullanılacak maddelerden bahsetmemiz gerekiyor,
											sentetik biyolojiden, mesela.
											Ve inanıyorum ki, daha sonra şekillendirebileceğimiz
											bir sürü yeni malzemeler olmaya başlayacak,
											çünkü yapı, hava taşıtı tasarımında vazgeçilmez bir bileşen.
									","
											Nous avons donc associé ces besoins
à des sujets technologiques.
											Par exemple, nous nous demandons
											comment nous pouvons créer plus de lumière.
											Comment peut-on apporter plus de lumière naturelle 
dans un avion ?
											Cet avion n'a donc plus de hublots par exemple.
											Que dire des données
et des logiciels de communication
											dont nous aurons besoin dans le futur ?
											Je crois que l'avion du futur
											aura sa propre conscience.
											Ce sera plus une sorte d'organisme vivant
											qu'un simple ensemble de 
technologies très complexes.
											Ce sera très différent dans le futur.
											Il communiquera directement
											avec le passager dans son propre environnement.
											Parlons aussi de matériaux,
											de biologie de synthèse par exemple.
											Je crois que nous aurons de plus en plus
											de nouveaux matériaux que nous pourrons insérer
dans la structure
											car cette dernière est l'un des éléments-clés 
dans la conception d'un avion.
									","
											Wir verbinden diese Bedürfnisse 
mit Technologiethemen.
											Wir fragen uns etwa,
											wie wir mehr Licht schaffen können.
											Wie können wir mehr natürliches 
Licht ins Flugzeug bringen?
											Dieses Flugzeug hat z.B. keine Fenster.
											Was ist mit der Daten- und Kommunikationssoftware,
											die wir in Zukunft brauchen?
											Nach meiner Überzeugung, 
hat das Flugzeug der Zukunft
											sein eigenes Bewusstsein.
											Es wird eher wie ein lebender Organismus sein,
											als nur eine Ansammlung 
sehr komplexer Technologie.
											Das wird in der Zukunft ganz anders sein.
											Es wird direkt mit dem Passagier
											in seinem Umfeld kommunizieren.
											Und das betrifft auch die Materialien,
											synthetische Biologie zum Beispiel.
											Wir werden mehr 
neue Materialien bekommen,
											die wir später in die Struktur einfügen können,
											denn die Struktur ist ein Schlüsselfaktor 
bei der Flugzeugkonstruktion.
									",A 3D-printed jumbo jet?,Bastian Schaefer,5:58,"design,flight,industrial design,transportation,manufacturing"
