en,pt,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
",What's a smartphone made of?,Kim Preshoff,4:46,"TED-Ed,sustainability,technology,resources,natural resources"
"
											As of 2018, there are around 
2.5 billion smartphone users in the world.
											If we broke open all their newest phones,
											which are just a fraction 
of the total that’ve been built,
											and split them into their component parts,
											that would produce 
around 85,000 kilograms of gold,
											875,000 of silver,
											and 40 million kilograms of copper.
											How did this precious cache 
get into our phones,
											and can we reclaim it?
									","
											Em 2018, há cerca
de 2500 milhões de utilizadores
											de telemóveis inteligentes, no mundo.
											Se abríssemos todos os telemóveis
mais recentes,
											que são apenas uma fração
do total que já construímos,
											e os dividíssemos nos seus componentes,
											obteríamos cerca de 85 000 kg de ouro,
											875 000 kg de prata
											e 40 milhões de quilos de cobre.
											Como é que este tesouro precioso
se esconde nos nossos telemóveis
											e como podemos reclamá-lo?
									","
											En 2018, on compte environ 2,5 milliards
d'utilisateurs de smartphones.
											Si on démontait chacun
de ces nouveaux téléphones,
											ce qui représente qu'une fraction de tout
ce qui a été fabriqué,
											et si on classait leurs composants
par genre,
											ça donnerait à peu près :
85 tonnes d'or,
											875 tonnes d'argent,
											et 40 000 tonnes de cuivre.
											Comment ces métaux précieux
tiennent dans nos téléphones,
											et peut-on les recycler ?
									","
											2018 itibariyle, dünyada yaklaşık 
2,5 milyar akıllı telefon kullanıcısı var.
											En yeni telefonları açıp
											ki bu toplamda üretilenin 
sadece bir kısmını oluşturuyor,
											bunları parçalarına bölsek
											bu 85.000 kg altın,
											875.000 kg gümüş
											ve 40 milyon kg bakır eder.
											Bu kıymetli önbellek 
telefonlarımıza nasıl girdi ve
											biz bunu geri alabilir miyiz?
									","
											Seit 2018 besitzen etwa 2,5 Milliarden
Menschen auf der Welt ein Smartphone.
											Würden wir ihre brandneuen
Handys auseinanderbauen,
											die nur einen Bruchteil
aller produzierten Handys darstellen,
											und deren Komponenten sortieren,
kämen wir auf ca. 85.000 Kilogramm Gold,
											875.000 Kilogramm Silber
											und 40 Millionen Kilogramm Kupfer.
											Wie ist dieser Reichtum
in unsere Handys gelangt,
											und können wir ihn uns zurückholen?
									",What's a smartphone made of?,Kim Preshoff,4:46,"TED-Ed,sustainability,technology,resources,natural resources"
"
","
","
","
","
",What's a smartphone made of?,Kim Preshoff,4:46,"TED-Ed,sustainability,technology,resources,natural resources"
"
											Gold, silver, and copper 
are actually just a few
											of the 70 or so chemical elements 
that make up the average smartphone.
											These can be divided 
into different groups,
											two of the most critical 
being rare earth elements
											and precious metals.
									","
											Ouro, prata e cobre são apenas
alguns de uns 70 elementos químicos
											que existem num telemóvel vulgar.
											Estes podem dividir-se em vários grupos,
											entre os quais dois dos mais críticos
são elementos terrestres raros
											e metais preciosos.
									","
											Or, argent et cuivre ne sont qu'en fait
que quelques-uns
											des 70 éléments chimiques qui composent
la plupart des smartphones.
											Ils peuvent être divisés
en plusieurs groupes.
											Les deux les plus importants :
les métaux terrestres rares
											et les métaux précieux.
									","
											Altın, gümüş ve bakır, 
ortalama bir akıllı telefonu oluşturan
											70 veya daha fazla 
kimyasal elementten sadece birkaçı.
											Bunlar, en kritik iki element olan
											nadir toprak elementleri 
ve değerli metaller olmak üzere
											farklı gruplara ayrılabilir.
									","
											Gold, Silber und Kupfer sind nur
einige von etwa 70 chemischen Stoffen,
											aus denen ein Smartphone
üblicherweise besteht.
											Sie können gruppenweise sortiert werden,
											und zwei der wichtigsten Gruppen
sind seltene Erden und kritische Metalle.
									",What's a smartphone made of?,Kim Preshoff,4:46,"TED-Ed,sustainability,technology,resources,natural resources"
"
","
","
","
","
",What's a smartphone made of?,Kim Preshoff,4:46,"TED-Ed,sustainability,technology,resources,natural resources"
"
											Rare earths are a selection of 17 elements
that are actually common in Earth’s crust
											and are found in many areas across 
the world in low concentrations.
											These elements have a huge
range of magnetic,
											phosphorescent,
											and conductive properties
											that make them crucial 
to modern technologies.
											In fact, of the 17 types 
of rare earth metals,
											phones and other electronics 
may contain up to 16.
											In smartphones, these create the screen 
and color display,
											aid conductivity,
											and produce the signature vibrations,
											amongst other things.
									","
											Os elementos terrestres raros
são uma seleção de 17 elementos
											que são comuns na crosta terrestre
											e encontram-se em muitas áreas
no mundo inteiro em baixas concentrações.
											Estes elementos têm uma gama
enorme de propriedades magnéticas,
											fosforescentes
											e condutoras
											que os tornam indispensáveis
nas tecnologias modernas.
											Com efeito, dos 17 tipos
de metais terrestres raros,
											os telemóveis e outros aparelhos
eletrónicos podem conter 16.
											Nos telemóveis inteligentes, criam
o ecrã e a exibição de cores,
											auxiliam a condutividade
											e produzem as vibrações típicas,
entre outras coisas.
									","
											Les métaux rares sont une sélection
de 17 éléments communs
											qu'on trouve dans différentes zones
dans le monde à faible quantité.
											Ces éléments ont
des propriétés magnétiques,
											phosphorescentes,
											et conductrices,
											ce qui les rend cruciales pour
les technologies modernes.
											En fait, sur les 17
métaux terrestres rares,
											seuls 16 éléments sont nécessaires
aux téléphones et autres appareils.
											Dans un smartphone, ils permettent
l'affichage et l'écran couleur,
											la conductivité thermique,
											et permettent la vibration
											entre autres.
									","
											Nadir elementler, Dünya'nın 
kabuğunda gerçekten yaygın olan ve
											düşük konsantrasyonlarda dünyanın birçok 
yerinde bulunan 17 elementten oluşur.
											Bu elementler, modern 
teknolojiler için onları çok önemli
											yapan çok çeşitli
											manyetik, fosforlu ve iletken
											özelliklere sahiptir.
											Aslında, 17 tür nadir 
toprak metallerinden,
											telefon ve diğer elektronikler
16'sı kadarını içerebilirler.
											Akıllı telefonlarda bunlar, 
diğer şeylerin yanı sıra
											ekranı ve renklerini oluşturur,
											iletkenliğe yardımcı olur
											ve kendine has titreşim üretir.
									","
											Erstere sind 17 Elemente,
											die in der Erdkruste
eigentlich weit verbreitet sind
											und die man vielerorts
in geringen Mengen antreffen kann.
											Diese Elemente besitzen
eine Menge magnetischer,
											phosphoreszierender
und leitender Eigenschaften,
											weshalb sie unverzichtbar
für moderne Technologien sind.
											In der Tat enthalten Smartphones 
und andere elektronische Geräte
											bis zu 16 dieser 17 seltenen Erden.
											Sie werden in Bildschirmen
und Farbanzeigen eingesetzt,
											tragen zur Leitfähigkeit bei
											und erzeugen unter anderem
die gerätetypischen Vibrationen.
									",What's a smartphone made of?,Kim Preshoff,4:46,"TED-Ed,sustainability,technology,resources,natural resources"
"
","
","
","
","
",What's a smartphone made of?,Kim Preshoff,4:46,"TED-Ed,sustainability,technology,resources,natural resources"
"
											And yet, crucial as they are,
											extracting these elements from the earth
											is linked to some disturbing 
environmental impacts.
											Rare earth elements can often be found,
											but in many areas,
											it’s not economically feasible 
to extract them due to low concentrations.
											Much of the time,
											extracting them requires 
a method called open pit mining
											that exposes vast areas of land.
											This form of mining destroys 
huge swaths of natural habitats,
											and causes air and water pollution,
											threatening the health 
of nearby communities.
									","
											Contudo, por mais indispensáveis
que sejam,
											a extração destes elementos da terra
											está ligada a alguns impactos
ambientais perturbadores.
											Os elementos terrestres raros
encontram-se facilmente,
											mas em muitas áreas,
											não é economicamente viável
extrai-los, devido à baixa concentração.
											Quase sempre, a extração deles exige
											um método chamado
mineração a céu aberto
											que expõe vastas áreas de terrenos.
											Esta forma de mineração destrói
enormes faixas de ""habitats"" naturais
											e contamina o ar e a água,
											ameaçando a saúde
das comunidades vizinhas.
									","
											Pourtant, aussi cruciales qu'ils sont,
											l'extraction de ces métaux
											engendre d'inquiétants dégâts
environnementaux.
											Les éléments terrestres rares
sont détectables,
											mais dans plusieurs zones,
											ce n'est économiquement pas réalisable
à cause de cette faible concentration.
											La plupart du temps,
											leur extraction exige
une exploitation à ciel ouvert
											qui expose des étendues de terre.
											Cette forme d'exploitation minière détruit
d'immenses habitats naturels,
											et cause la pollution
de l'air et des eaux,
											menaçant la santé
des communautés environnantes.
									","
											Yine de, bu elementlerin yeryüzünden
											çıkarılması bazı rahatsız edici
											çevresel etkilerle bağlantılıdır.
											Nadir elementler 
genellikle bulunabilir ancak
											birçok yerde düşük yoğunluğu
											nedeniyle bunları çıkarmak 
ekonomik olarak uygun değildir.
											Çoğu zaman,
											onları çıkarmak 
geniş arazileri açığa çıkaran
											açık ocak madenciliği 
denen bir metodu gerektirir.
											Madenciliğin bu şekli, doğal yaşam 
alanlarının büyük bir bölümünü yok eder
											ve hava ve su kirliliğine neden olarak,
											yakınlardaki toplulukların 
sağlığını tehdit eder.
									","
											Aber so wichtig sie auch sind,
											geht der Abbau dieser Rohstoffe
dennoch mit schweren Umweltschäden einher.
											Seltene Erden sind durchaus auffindbar,
aber oft nur in so geringen Mengen,
											dass sich ihr Abbau
wirtschaftlich nicht lohnt.
											Oft werden sie im Tagebau gelöst,
											wodurch immense Landflächen
freigelegt werden.
											Diese Form des Abbaus zerstört
viele natürliche Lebensträume,
											und die Luft- und Wasserverschmutzung
											beeinträchtigt die Gesundheit
nahegelegener Populationen.
									",What's a smartphone made of?,Kim Preshoff,4:46,"TED-Ed,sustainability,technology,resources,natural resources"
"
","
","
","
","
",What's a smartphone made of?,Kim Preshoff,4:46,"TED-Ed,sustainability,technology,resources,natural resources"
"
											Another group of ingredients 
in smartphones
											comes with similar environmental risks:
											these are metals such as copper,
											silver,
											palladium,
											aluminum,
											platinum,
											tungsten,
											tin,
											lead,
											and gold.
											We also mine magnesium,
											lithium,
											silica,
											and potassium to make phones,
											and all of it is associated 
with vast habitat destruction,
											as well as air and water pollution.
											Mining comes with 
worrying social problems, too,
											like large-scale human 
and animal displacement
											to make way for industrial operations,
											and frequently, 
poor working conditions for laborers.
									","
											Outro grupo de ingredientes
nos telemóveis inteligentes
											também comporta riscos
ambientais semelhantes:
											são os metais como o cobre,
											a prata, o paládio,
											o alumínio, a platina,
											o tungsténio, o estanho,
											o chumbo e o ouro.
											Também extraímos magnésio,
											lítio, sílica
											e potássio para fazer telemóveis,
											e tudo isto associado
a uma enorme destruição de ""habitats"",
											assim como à poluição do ar e da água.
											A mineração apresenta também
preocupantes problemas sociais,
											tais como a deslocação em grande escala
de pessoas e de animais
											para dar lugar às operações industriais,
											e, frequentemente, más condições
de trabalho para os trabalhadores.
									","
											Un autre groupe d'éléments
pour les smartphones
											provoque des soucis
écologiques similaires :
											ce sont les métaux comme le cuivre,
											l'argent,
											le palladium,
											l’aluminium,
											le platine,
											le tungstène,
											l'étain,
											le plomb,
											et l'or.
											On extrait aussi le magnésium,
											le lithium,
											le silicium
											et le potassium
											et tout ceci est associé à une
importante destruction du milieu,
											et une pollution de l'air et de l'eau.
											L'extraction pose aussi d'inquiétants
problèmes sociaux,

											comme le déplacement de populations
humaines et animales
											au profit de chantiers industriels,
											avec le plus souvent, de mauvaises
conditions de travail pour les ouvriers.
									","
											Akıllı telefonlardaki bir
başka içerik grubu da
											benzer çevresel risklere sahiptir:
											Bunlar bakır,
											gümüş,
											palladyum,
											alüminyum,
											platin,
											tungsten,
											kalay,
											kurşun
											ve altın gibi metallerdir.
											Ayrıca, telefonları magnezyum,
											lityum,
											silika,
											ve potasyum kullanarak yapıyoruz,
											bunların hepsi de 
habitat tahribatının yanı sıra,
											hava ve su kirliliği ile ilişkili.
											Madencilik, endüstriyel 
operasyonları yönetmek için
											büyük ölçekli 
insan ve hayvan yer değişikliği
											ve sıklıkla işçiler için 
kötü çalışma şartları gibi
											endişe verici sosyal 
sorunlarla da beraber gelir.
									","
											Eine andere Gruppe von Smartphone-
Komponenten birgt ähnliche Umweltrisiken,
											und zwar Metalle wie Kupfer, Silber,
Palladium, Aluminium, Platin, Wolfram,
											Zinn, Blei und Gold.
											Wir bauen auch Magnesium, 
Lithium, Kieselerde und Kalium ab,
											um Handys herzustellen.
											All das steht mit der Zerstörung
unzähliger natürlicher Lebensräume,
											Luft- und Wasserverschmutzung
im Zusammenhang.
											Der Bergbau verursacht
auch gesellschaftliche Probleme:
											Menschen und Tiere
werden weitflächig vertrieben,
											um mehr Platz für
Industriebetriebe zu schaffen,
											und dortige Arbeitsbedingungen
sind oft miserabel.
									",What's a smartphone made of?,Kim Preshoff,4:46,"TED-Ed,sustainability,technology,resources,natural resources"
