en,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Reinventing the encyclopedia game,Rives,10:46,"Internet,TEDx,entertainment,science,web,wikipedia,future,insects,nature,life,humor"
"
											So, last month, the Encyclopaedia Britannica announced
											that it is going out of print
											after 244 years, which made me nostalgic,
											because I remember playing a game with the colossal encyclopedia set in my hometown library
											back when I was a kid,
											maybe 12 years old.
											And I wondered if I could update that game,
											not just for modern methods,
											but for the modern me.
									","
											El mes pasado, la Enciclopedia Británica anunció
											que se dejará de imprimir
											después de 244 años. Esto me puso nostálgico
											porque recuerdo jugar con la colosal enciclopedia de la biblioteca local
											años atrás cuando era niño,
											tal vez tendría 12 años.
											Y me pregunté si podría actualizar ese juego,
											no sólo para métodos modernos,
											sino para mi yo moderno.
									","
											No mês passado,
a Encyclopædia Britannica anunciou
											que ia deixar de publicar
											depois de 244 anos,
o que me fez ficar nostálgico,
											porque me lembro de jogar a um jogo
com a colossal enciclopédia
											que estava na biblioteca
da minha cidade natal,
											quando eu era miúdo,
talvez com 12 anos de idade.
											Comecei a pensar se conseguiria
atualizar aquele jogo,
											não só para métodos modernos,
											mas para o meu eu moderno.
									","
											Le mois dernier, l'Encyclopaedia Britannica a annoncé
											qu'elle arrêtait son édition papier
											après 244 ans, ce qui m'a rendu nostalgique,
											parce que je me rappelle avoir joué à un jeu avec l'encyclopédie colossale à la bibliothèque municipale
											quand j'étais gamin,
											quand j'avais peut-être 12 ans.
											Et je me suis demandé si je pouvais mettre à jour ce jeu,
											pas seulement pour des méthodes modernes,
											mais pour le moderne moi.
									","
											Im letzten Monat verkündete die Encyclopaedia Britannica,
											dass sie nicht länger gedruckt wird,
											nach 244 Jahren. Das stimmte mich nostalgisch,
											ich erinnere mich nämlich an ein Spiel mit der ganzen Bücherreihe in der Bibliothek meiner Heimatstadt,
											als ich noch ein Kind war,
											so um die 12 Jahre.
											Und ich fragte mich, ob ich das Spiel auf den neuesten Stand bringen könnte,
											nicht nur auf den der modernen Methoden,
											sondern auch für das moderne Ich.
									",Reinventing the encyclopedia game,Rives,10:46,"Internet,TEDx,entertainment,science,web,wikipedia,future,insects,nature,life,humor"
"
","
","
","
","
",Reinventing the encyclopedia game,Rives,10:46,"Internet,TEDx,entertainment,science,web,wikipedia,future,insects,nature,life,humor"
"
											So I tried.
											I went to an online encyclopedia,
											Wikipedia, and I entered the term ""Earth.""
											You can start anywhere, this time I chose Earth.
											And the first rule of the game is pretty simple.
											You just have to read the article
											until you find something you don't know,
											and preferably something your dad doesn't even know.
									","
											Así que lo intenté.
											Visité una enciclopedia en Internet,
											Wikipedia, y escribí la palabra ""Tierra"".
											Uds. pueden empezar donde quieran, esta vez elegí Tierra.
											La primera regla del juego es bastante simple.
											Solo hay que leer el artículo
											hasta encontrar algo que uno no sepa,
											y preferentemente algo que ni siquiera sus padres sepan.
									","
											Por isso tentei.
											Fui a uma enciclopédia online,
a Wikipédia,
											e escrevi o termo ""Terra"".
											Podemos começar com qualquer um, 
desta vez escolhi ""Terra"".
											A primeira regra do jogo
é muito simples.
											Só têm de ler a descrição
											até encontrarem alguma coisa
que não sabem,
											e, de preferência, nem sequer o vosso pai.
									","
											Alors, j'ai essayé.
											Je suis allé sur une encyclopédie en ligne,
											Wikipedia, et j'ai entré le terme «terre».
											On peut commencer n'importe où, cette fois j'ai choisi la Terre.
											Et la première règle du jeu est assez simple.
											Vous n'avez qu'à lire l'article
											jusqu'à ce que vous trouviez quelque chose que vous ne savez pas,
											et de préférence quelque chose de votre père ne sait même pas.
									","
											Und das versuchte ich.
											Ich ging in eine Online-Enzyklopädie,
											Wikipedia, und gab den Begriff ""Erde"" ein.
											Man kann irgendwo anfangen, ich wählte diesmal die Erde.
											Und die erste Regel des Spiels ist recht einfach.
											Man muss einfach nur den Artikel lesen
											bis man etwas findet, das man nicht weiß,
											vorzugsweise etwas, das auch der Papa nicht weiß.
									",Reinventing the encyclopedia game,Rives,10:46,"Internet,TEDx,entertainment,science,web,wikipedia,future,insects,nature,life,humor"
"
","
","
","
","
",Reinventing the encyclopedia game,Rives,10:46,"Internet,TEDx,entertainment,science,web,wikipedia,future,insects,nature,life,humor"
"
											And in this case, I quickly found this:
											The furthest point from the center of the Earth
											is not the tip of Mount Everest, like I might have thought,
											it's the tip of this mountain: Mount Chimborazo in Ecuador.
											The Earth spins, of course, as it travels around the sun,
											so the Earth bulges a little bit around the middle,
											like some Earthlings.
											And even though Mount Chimborazo isn't the tallest mountain in the Andes,
											it's one degree away from the equator,
											it's riding that bulge, and so the summit of Chimborazo
											is the farthest point on Earth from the center of the Earth.
									","
											Y en este caso, rápidamente encontré esto:
											El punto más lejano del centro de la Tierra
											no es la cima del monte Everest, como podría haber pensado;
											es la cima de esta montaña; monte Chimborazo en el Ecuador.
											La Tierra gira, por supuesto, a la vez que viaja alrededor del Sol,
											por lo cual está ensanchada un poco en su zona media,
											como algunos terrícolas.
											Y aunque el monte Chimborazo no es la montaña más alta de Los Andes,
											está a un grado del Ecuador,
											en esa protuberancia, y por eso la cima del Chimborazo
											es el punto más lejano del centro de la Tierra.
									","
											Neste caso, depressa descobri isto:
											o ponto mais afastado do centro da Terra
											não é o topo do Monte Evereste,
como eu podia ter pensado.
											É o topo desta montanha:
o Monte Chimborazo, no Equador.
											A Terra gira, claro,
enquanto viaja em torno do Sol,
											por isso a Terra incha
um pouco no meio
											— tal como alguns terráqueos.
											Apesar de o Monte Chimborazo
não ser a montanha mais alta dos Andes,
											está a 1º de distância do Equador
											por cima daquela saliência
e, portanto, o cume do Chimborazo
											é o ponto na Terra mais afastado
do centro da Terra.
									","
											Et dans ce cas, j'ai rapidement trouvé ceci:
											Le point le plus éloigné du centre de la Terre
											n'est pas la pointe de l'Everest, comme j'aurais pu croire,
											c'est la pointe de cette montagne : le Mont Chimborazo en Équateur.
											La Terre tourne sur elle-même, bien sûr, tout en se déplaçant autour du soleil,
											de sorte que la Terre est un peu renflée vers son milieu,
											comme certains Terriens.
											Et même si le mont Chimborazo n'est pas la plus haute montagne dans les Andes,
											il est à un degré de l'équateur,
											il est à cheval sur ce renflement de sorte que le sommet du Chimborazo
											est le point le plus éloigné de la Terre du centre de la Terre.
									","
											Und in diesem Fall stieß ich schnell auf dies:
											Der weiteste Punkt vom Mittelpunkt der Erde
											ist nicht die Spitze des Mount Everest, wie vielleicht angenommen,
											sondern die Spitze des Mount Chimborazo in Ecuador.
											Die Erde dreht sich natürlich auf ihrem Weg um die Sonne,
											also ist die Erde um ihre Mitte etwas korpulenter,
											wie auch ein paar Erdlinge.
											Und der Chimborazo ist zwar nicht der höchste Berg in den Anden,
											aber er ist einen Grad vom Äquator entfernt
											und sitzt auf dieser Ausbeulung und so ist die Spitze des Chimborazo
											der am weitesten vom Mittelpunkt der Erde entfernte Punkt.
									",Reinventing the encyclopedia game,Rives,10:46,"Internet,TEDx,entertainment,science,web,wikipedia,future,insects,nature,life,humor"
"
","
","
","
","
",Reinventing the encyclopedia game,Rives,10:46,"Internet,TEDx,entertainment,science,web,wikipedia,future,insects,nature,life,humor"
"
											And it is really fun to say.
											So I immediately decided,
											this is going to be the name of the game,
											or my new exclamation.
											You can use it at TED.
											Chimborazo, right?
											It's like ""eureka"" and ""bingo"" had a baby.
											I didn't know that;
											that's pretty cool.
											Chimborazo!
									","
											Es realmente divertido decirlo.
											Así que inmediatamente decidí,
											que éste sería el nombre del juego,
											o mi nueva exclamación.
											Pueden usarla en TED.
											Chimborazo, ¿correcto?
											Es como si ""eureka"" y ""bingo"" tuvieran un bebé.
											Yo no sabía eso;
											es genial.
											¡Chimborazo!
									","
											É mesmo engraçado de dizer.
											Por isso, decidi imediatamente:
isto vai ser o nome do jogo,
											ou a minha nova exclamação.
											Podem usá-la nas TED.
											""Chimborazo!"", certo?
											É como se ""eureka"" e ""bingo""
tivessem tido um bebé.
											Não sabia aquilo
e é muito giro.
											""Chimborazo!""
									","
											Et c'est vraiment amusant à dire.
											Donc, j'ai immédiatement décidé,
											ça va être le nom du jeu,
											ou ma nouvelle exclamation.
											Vous pouvez l'utiliser à TED.
											Chimborazo, d'accord ?
											C'est comme si ""eurêka"" et ""bingo"" avaient eu un bébé.
											Je ne savais pas ça;
											c'est vraiment cool.
											Chimborazo!
									","
											Und es macht Spaß, ihn auszusprechen.
											Ich beschloss also sofort,
											dass das der Name des Spiels werden würde
											oder mein neuester Ausruf.
											Man kann es bei TED verwenden.
											""Chimborazo!"", oder?
											Es ist, als bekämen ""Heureka!"" und ""Bingo!"" ein Kind.
											Ich wusste das nicht,
											das ist ziemlich cool.
											Chimborazo!
									",Reinventing the encyclopedia game,Rives,10:46,"Internet,TEDx,entertainment,science,web,wikipedia,future,insects,nature,life,humor"
"
","
","
","
","
",Reinventing the encyclopedia game,Rives,10:46,"Internet,TEDx,entertainment,science,web,wikipedia,future,insects,nature,life,humor"
"
											So the next rule of the game is also pretty simple.
											You just have to find another term and look that up.
											Now in the old days, that meant getting out a volume
											and browsing through it alphabetically,
											maybe getting sidetracked,
											that was fun.
									","
											Bueno, la siguiente regla es también muy simple.
											Solo tienen que encontrar otro término y buscarlo.
											En los viejos tiempos eso significaba sacar un volumen
											y curiosear alfabéticamente,
											tal vez llegando a distraerse.
											Era divertido.
									","
											A segunda regra do jogo
também é muito simples.
											Só têm de encontrar
um novo termo e procurá-lo.
											Nos velhos tempos, isso significava
ir buscar outro volume,
											folheá-lo alfabeticamente,
											talvez fazendo uns desvios,
era divertido.
									","
											Donc, la règle suivante du jeu est également assez simple.
											Vous n'avez qu'à trouver un autre terme et vérifier.
											Dans le temps, ça voulait dire sortir un volume
											et le feuilleter par ordre alphabétique,
											peut-être se laisser distraire,
											c'était amusant.
									","
											Die nächste Regel im Spiel ist auch recht einfach.
											Man muss einfach einen weiteren Begriff nachschlagen.
											Damals hieß das natürlich, einen Band herauszuziehen
											und ihn alphabetisch zu durchblättern,
											vielleicht wurde man dabei abgelenkt,
											das war lustig.
									",Reinventing the encyclopedia game,Rives,10:46,"Internet,TEDx,entertainment,science,web,wikipedia,future,insects,nature,life,humor"
