fr,en,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
","The web is more than ""better TV""",Peter Hirshberg,31:39,"business,history,media,technology,telecom,television,Best of the Web"
"
											Et bien, bonjour.
											Vous savez, l'ordinateur et la télévision ont tous deux fêté leur 60 ème anniversaire récemment,
											et aujourd'hui j'aimerais parler de leur relation.
											Malgré leur maturité, si vous avez suivi les thèmes
											de cette conférence ou de l'industrie du divertissement,
											c'est assez clair que l'un des deux a harcelé l'autre.
											Alors il est grand temps que nous abordions la question: comment l'ordinateur a-t-'il embusqué la télévision.
											Ou, pourquoi l'invention de la bombe atomique
											a elle relâché des forces qui aboutissent à la grève des écrivains de scripts télé.
											Et ce n'est pas juste ce qu'elles se font l'une à l'autre,
											mais c'est ce que le public pense qui articule vraiment ce problème.
									","
											Well, good morning.
											You know, the computer and television both recently turned 60,
											and today I'd like to talk about their relationship.
											Despite their middle age, if you've been following the themes
											of this conference or the entertainment industry,
											it's pretty clear that one has been picking on the other.
											So it's about time that we talked about how the computer ambushed television,
											or why the invention of the atomic bomb
											unleashed forces that lead to the writers' strike.
											And it's not just what these are doing to each other,
											but it's what the audience thinks that really frames this matter.
									","
											Günaydın.
											Bildiğiniz üzere, hem bilgisayar,
hem televizyon 60 yaşında
											ve bugün onların ilişkisi hakkında
konuşmak istiyorum.
											Bu konferansın temasını ya da
eğlence endüstrisini takip ettiyseniz,
											her ikisi de aynı yaşta olmasına rağmen
											birinin diğerinden üstün olduğu çok açık.
											Yani konuştuğumuz şey,
bilgisayarın televizyonu nasıl alt ettiği
											ya da atom bombasının icadının
											neden yazar grevine yol açtığı?
											Bu mesele tam olarak birbirlerine
ne yaptıkları meselesi değil,
											izleyicilerin ekran karşısında
ne düşündüğü meselesi.
									","
											Also, guten Morgen.
											Der Computer und das Fernsehen sind beide vor kurzem 60 geworden
											und heute würde ich gerne über ihre Beziehung zueinander reden.
											Trotz ihres fortgeschrittenen Alters – wenn Sie den Themen
											dieser Konferenz oder der Unterhaltungsindustrie gefolgt sind,
											erkennen Sie schnell, dass das eine das andere ärgert.
											Daher ist es höchste Zeit, darüber zu reden, wie der Computer sich ans Fernsehen angeschlichen hat,
											oder warum die Erfindung der Atombombe
											Kräfte freigesetzt hat, die zu dem Autorenstreik geführt haben.
											Und es ist nicht nur die Beziehung zueinander, sondern
											die Meinung des Publikums darüber, was dieser Sache erst Form gibt.
									","
											Bien, buenos días
											La computación y la TV cumplieron hace poco 60 años,
											y hoy me gustaría hablarles sobre su relación.
											A pesar de su madurez, si han seguido los temas
											de esta conferencia o de la industria del entretenimiento,
											queda bastante claro que una de ellas ha estado abusando de a la otra.
											Asi que es hora de que hablemos sobre cómo la computación emboscó a la TV.
											O, por qué la invención de la bomba atómica
											desató fuerzas que condujeron a la huelga de escritores.
											Y no se trata sólo de qué se hacen unos a otros,
											sino de qué es lo que el público piensa que realmente condiciona este asunto.
									","The web is more than ""better TV""",Peter Hirshberg,31:39,"business,history,media,technology,telecom,television,Best of the Web"
"
","
","
","
","
","The web is more than ""better TV""",Peter Hirshberg,31:39,"business,history,media,technology,telecom,television,Best of the Web"
"
											Pour saisir le sens de cela,
											et c'est un thème dont nous avons parlé toute la semaine,
											j'ai parlé récemment à un groupe d'ados.
											J'ai écris sur des cartes, télévision, radio, MySpace, Internet PC.
											Et j'ai dis, organisez les, séparez ce qui est important pour vous
											et ce qui ne l'est pas, et ensuite dites moi pourquoi.
											Ecoutons ce qui s'est passé quand ils sont arrivé à la partie
											de la discussion sur la télévision.
									","
											To get a sense of this,
											and it's been a theme we've talked about all week,
											I recently talked to a bunch of tweeners.
											I wrote on cards: ""television,"" ""radio,"" ""MySpace,"" ""Internet,"" ""PC.""
											And I said, just arrange these, from what's important to you
											and what's not, and then tell me why.
											Let's listen to what happens when they get to the portion
											of the discussion on television.
									","
											Bunu anlamlı kılmak için
											neredeyse bütün hafta bu tema
üzerinde konuştuk.
											Geçenler bir grup ergenle konuştum.
											Birkaç karta, ""TV"", ""Radyo"", ""MySpace"",
""İnternet"" ve ""PC"" yazdım.
											Dedim ki; bunları önemliden önemsize göre
											sıralayın ve nedenini söyleyin.
											Televizyon hakkında yaptığımız görüşmede
											neler oluyor dinleyelim.
									","
											Um ein Gefühl dafür zu bekommen,
											und es ist ein Thema, worüber wir schon die ganze Woche sprechen,
											habe ich neulich mit ein paar 10- bis 12-Jährigen gesprochen.
											Ich schrieb diese Wörter auf Karteikarten: ""Fernsehen"", Radio"", ""MySpace"", ""Internet"", ""PC"".
											Und ich bat sie: ""Bitte ordnet sie vom für euch Wichtigen
											zum Unwichtigen, und dann erklärt mir, wieso.""
											Hören wir uns an, was passiert, wenn sie zu dem Teil
											mit dem Gespräch über das Fernsehen kommen.
									","
											Para tener una noción más clara,
											y este ha sido un tema del que hemos hablado toda la semana,
											Recientemente hablé con un grupo de veinteañeros.
											En unas tarjetas escribí: tv, radio, MySpace, PC conectado a Internet.
											Y les dije: ordenad estas, de la más importante
											a la menos importante para vosotros y después decidme por qué.
											Escuchemos lo que ocurre cuando llegan a la parte
											del debate sobre la televisión:
									","The web is more than ""better TV""",Peter Hirshberg,31:39,"business,history,media,technology,telecom,television,Best of the Web"
"
","
","
","
","
","The web is more than ""better TV""",Peter Hirshberg,31:39,"business,history,media,technology,telecom,television,Best of the Web"
"
											Vidéo : Et bien, je pense que c'est important mais bon, pas nécessaire
											parce que tu peux faire plein d'autres choses de ton temps libre plutôt que regarder des programmes télés.
									","
											(Video) Girl 1: Well, I think it's important but, like, not necessary
											because you can do a lot of other stuff with your free time than watch programs.
									","
											(Video) 1.kız: Peki, bence önemli ama
gerekli değil gibi,
											çünkü TV izlerken harcadığınız zamanda,
başka birçok şey yapabilirsiniz.
									","
											(Video) Mädchen 1: Also, ich denke es ist wichtig, aber nicht notwendig,
											weil man viele andere Sachen in seiner Freizeit machen kann als fernzusehen.
									","
											Vídeo: Bueno, creo que es importante pero, en fin, no necesaria,
											porque puedes hacer muchas más cosas con tu tiempo libre que ver programas.
									","The web is more than ""better TV""",Peter Hirshberg,31:39,"business,history,media,technology,telecom,television,Best of the Web"
"
","
","
","
","
","The web is more than ""better TV""",Peter Hirshberg,31:39,"business,history,media,technology,telecom,television,Best of the Web"
"
											Qu'est ce qui est le plus amusant ? Internet ou la télé ?
									","
											Peter Hirshberg: Which is more fun, Internet or TV?
									","
											Peter Hirshberg: İnternet mi TV mi
daha eğlenceli?
									","
											Peter Hirshberg: Welches macht mehr Spaß, Internet oder Fernsehen?
									","
											¿Qué es más entretenido? ¿Internet o la TV?
									","The web is more than ""better TV""",Peter Hirshberg,31:39,"business,history,media,technology,telecom,television,Best of the Web"
"
","
","
","
","
","The web is more than ""better TV""",Peter Hirshberg,31:39,"business,history,media,technology,telecom,television,Best of the Web"
"
											Internet.
											Je pense que l'une des raisons pour laquelle on place l'ordinateur avant la télé
											c'est que de nos jours, et bien, nous avons les émissions de télé sur l'ordinateur.
											Oh ouais.
											Et ensuite tu peux les importer sur ton iPod.
									","
											Girls: Internet.
											Girl 2: I think we — the reasons, one of the reasons we put computer before TV
											is because nowadays, like, we have TV shows on the computer.
											(Girl 3: Oh, yeah.)
											Girl 2: And then you can download onto your iPod.
									","
											Kızlar: İnternet.
											2.kız: Bence bilgisayarın TV'den
daha önemli olmasının nedeni,
											son zamanlarda TV programlarını
bilgisayardan izleyebilmemiz.
											(3.kız: Evet.)
											2.kız: iPod'unuza da indirebilirsiniz.
									","
											Mädchen: Internet.
											Mädchen 2: Ich denke – der Grund, einer der Gründe dafür, dass wir Internet vor Fernsehen stellen,
											ist, dass wir heutzutage Fernsehsendungen auf dem Computer haben.
											(Mädchen 3: Oh, ja.)
											Mädchen 2: Und das kann man auf den iPod herunterladen.
									","
											Internet.
											Creo que nosotros, las razones, una de las razones por la que preferimos la computadora a la TV
											es porque hoy en día, ya sabes, tenemos programas de TV en la computadora.
											Así es.
											Y después puedes bajarlos a tu iPod.
									","The web is more than ""better TV""",Peter Hirshberg,31:39,"business,history,media,technology,telecom,television,Best of the Web"
