en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Augmented-reality maps,Blaise Agüera y Arcas,7:45,"cities,design,map,technology,virtual reality"
"
											About a year and a half ago,
											Stephen Lawler, who also gave a talk
											here at TED in 2007 on Virtual Earth,
											brought me over to become the architect of Bing Maps,
											which is Microsoft's online-mapping effort.
											In the past two and a half, we've been very hard at work
											on redefining the way maps work online.
											And we really are seeing this in very different terms
											from the kind of mapping and direction site
											that one is used to.
									","
											Año y medio atrás
											Stephen Lawler quien también dio una charla
											aquí en TED en el 2007 sobre Microsoft Virtual Earth
											me trajo para ser el arquitecto de Bing Maps,
											que es el esfuerzo de mapas en línea de Microsoft.
											En los últimos dos años y medio, hemos trabajado mucho
											en redefinir el modo de funcionamiento de los mapas en línea.
											Y, en realidad, estamos viéndolo en términos muy diferentes
											del tipo de sitio de cartografía y direcciones
											al que estamos acostumbrados.
									","
											Yaklaşık bir buçuk yıl önce
											TED 2007'de Sanal Dünya hakkında bir
											konuşma yapan Stephen Lawler
											beni Microsoft'un online haritalama çalışması olan
											Bing Maps'in mimarı olmam için davet etmişti.
											Son iki buçuk yıldır, online haritaların çalışma şekillerini
											yeniden tanımlamak için çok çalıştık.
											Ve gerçekten de buna alıştığımız haritalama
											ve yön sistemlerinden çok farklı
											bir açıdan bakıyoruz.
									","
											Il y a environ un an et demi
											Stephen Lawler qui a lui aussi fait une conférence
											ici à TED en 2007 au sujet de Virtual Earth
											m’a fait venir pour devenir l’architecte de Bing Maps,
											le projet de cartographie en ligne de Microsoft.
											Pendant les deux dernières années et demie, nous avons travaillé très dur
											pour redéfinir la manière dont les cartographies en ligne fonctionnent.
											Et nous voyons vraiment ça de façon très différente
											des sites qui proposent des cartes et des directions
											et auxquels on est habitués.
									","
											Vor etwa eineinhalb Jahren
											machte mich Stephen Lawler, der 2007 einen TED-Vortrag
											über Virtual Earth hielt,
											zum Entwickler bei Bing Maps,
											der Kartentechnologie von Microsoft.
											In den vergangenen zweieinhalb Jahren haben wir hart daran gearbeitet,
											die Art und Weise, wie Karten online funktionieren, neu zu definieren.
											Wir verstehen darunter nämlich eine ganz andere Kategorie
											als die typischen Karten mit Wegbeschreibungen,
											die wir sonst so gewohnt sind.
									",Augmented-reality maps,Blaise Agüera y Arcas,7:45,"cities,design,map,technology,virtual reality"
"
","
","
","
","
",Augmented-reality maps,Blaise Agüera y Arcas,7:45,"cities,design,map,technology,virtual reality"
"
											So, the first thing that you might notice about the mapping site
											is just the fluidity of the zooming and the panning,
											which, if you're familiar at all with Seadragon,
											that's where it comes from.
									","
											Entonces, lo primero que uno observa en el sitio de mapas
											es la fluidez del zoom y de los paneos
											que, si conocen Seadragon,
											es de donde proviene.
									","
											Şimdi, bu haritalama teknolojisi ile ilgili ilk dikkatinizi çekecek şey
											yakınlaştırma (zoom) ve kaydırma fonksiyonlarindaki akıcılık,
											ki Seadragon'a aşinaysanız
											bu oradan gelen bir özellik.
									","
											La première chose que vous remarquerez à propos du site de cartographie,
											est simplement la fluidité du zoom et du défilement,
											qui, si vous êtes familier avec Seadragon
											c'est de là que ça vient.
									","
											Das erste, was Ihnen hier vielleicht auffällt,
											ist, wie flüssig man hiermit zoomen und schwenken kann.
											Das kommt von Seadragon,
											falls Sie das kennen.
									",Augmented-reality maps,Blaise Agüera y Arcas,7:45,"cities,design,map,technology,virtual reality"
"
","
","
","
","
",Augmented-reality maps,Blaise Agüera y Arcas,7:45,"cities,design,map,technology,virtual reality"
"
											Mapping is, of course,
											not just about cartography,
											it's also about imagery.
											So, as we zoom-in beyond a certain level
											this resolves into a kind of Sim City-like
											virtual view at 45 degrees.
											This can be viewed from any of the cardinal directions
											to show you the 3D structure of the city, all the facades.
											Now, we see this space, this three-dimensional environment,
											as being a canvas on which
											all sorts of applications can play out,
											and map's directions are really just one of them.
									","
											Los mapas son, por supuesto,
											no sólo cartografía,
											sino también imágenes.
											Entonces, si amplificamos después de un cierto nivel
											esto se convierte en una suerte de ""Sim City"",
											una vista virtual a 45 grados.
											Puede ser visto desde cualquier dirección
											para enseñar la estructura 3D de la ciudad, las fachadas.
											Ahora, vemos este espacio, un ambiente tridimensional
											como un lienzo donde
											puede representarse todo tipo de aplicaciones.
											Y la función de direcciones es solamente un ejemplo.
									","
											Haritalama, elbette
											sadece kartografi ile ilgili degil
											aynı zamanda hayal gücü ile ilgili.
											Böylece, belirli bir seviyenin ötesine zoom yaptığımizda
											bu Sim City benzeri 45 derecelik
											bir sanal bir görüntü haline dönüşüyor.
											Bu görüntü, her bir yönden ayrı ayrı gözlenebilir ve
											size şehrin 3 Boyutlu yapısını, tüm bina yüzlerini gösterebilir.
											Şimdi, bu alanı, bu üç boyutlu ortamı
											tüm farklı uygulamaların kendini gösterebileceği
											bir tuval olarak düşünebiliriz.
											Ve haritanın yönleri de bunlardan sadece biri.
									","
											Créer une carte est, bien sûr,
											plus que simplement la cartographie,
											c'est aussi de l'imagerie.
											Donc, quand nous zoomons au-delà d'un certain niveau
											on arrive à une sorte de vue virtuelle à 45 degrés
											du genre Sim City.
											On peut la regarder depuis n'importe lequel des points cardinaux,
											pour voir la structure en 3D de la ville et de ses façades.
											Maintenant, nous voyons cet espace, cet environnement en 3D
											comme un canevas sur lequel
											toutes sortes d'applications peuvent se greffer.
											Et les directions en sont juste un exemple.
									","
											Mapping, also das Abbilden auf einer Karte,
											ist natürlich nicht mehr nur Kartographie,
											sondern hat auch mit bildlicher Darstellung zu tun.
											Wenn wir beim Zoomen über ein bestimmtes Level hinaus gehen,
											führt das zu einer Art Sim-City-ähnlicher
											virtueller Darstellung im 45-Grad-Winkel.
											Man kann sich das Bild aus jeder Himmelsrichtung anschauen,
											und die Stadt mit allen Fassaden in 3D-Struktur sehen.
											Wir sehen diesen dreidimenionalen Raum
											als Leinwand, auf die wir
											alle möglichen Anwendungen übertragen können.
											Wegbeschreibung ist wirklich nur eine von vielen.
									",Augmented-reality maps,Blaise Agüera y Arcas,7:45,"cities,design,map,technology,virtual reality"
"
","
","
","
","
",Augmented-reality maps,Blaise Agüera y Arcas,7:45,"cities,design,map,technology,virtual reality"
"
											If you click on this, you'll see
											some of the ones that we've put out, just in the past couple of months
											since we've launched.
											So, for example, a couple of days after the disaster in Haiti,
											we had an earthquake map that showed
											before and after pictures from the sky.
											This wonderful one which I don't have time to show you
											is taking hyper-local blogs in real time
											and mapping those stories, those entries
											to the places that are referred to on the blogs.
											It's wonderful.
									","
											Si uno le da clic verá
											algunas de las que hemos publicado en los últimos meses
											desde el lanzamiento.
											Por ejemplo, un par de días después del desastre de Haití,
											tuvimos un mapa del terremoto que mostraba
											fotos aéreas de antes y después.
											Una muy interesante, pero no tengo tiempo para enseñarla,
											toma blogs hiper-locales en tiempo real
											y asigna esas historias, esas entradas,
											a los lugares mencionados en los blogs.
											Es grandioso.
									","
											Eğer bunun üzerine tıklarsanız, daha önceden
											bu ürün satışa çıkardıktan sonraki birkaç ay içinde
											sisteme koyduklarımızı görebilirsiniz.
											Örneğin, Haiti'deki felaketten birkaç gün sonra
											deprem öncesi ve sonrası uydu fotoğraflarını içeren
											bir haritamız vardı.
											Size göstermem vakit darlığı nedeniyle mümkün değil ama
											bir tanesi bölgesel blogları gerçek zamanlı olarak tarıyarak
											bloglarda yer alan ve bahsedilen bu haber ve hikayeleri
											haritalandırıyor.
											Gerçekten harika.
									","
											Si vous cliquez ici, vous verrez
											quelques unes de celles que l'on vient juste de sortir ces derniers mois,
											depuis que nous avons lancé ce produit.
											Par exemple, quelques jours après la catastrophe en Haïti,
											nous avions une carte du tremblement de terre qui montrait
											des vues aériennes avant et après.
											Cette fantastique application que je n'ai pas le temps de vous montrer
											incorpore les blogs hyper-locaux en temps réel
											et joint ces histoires, ces billets
											aux endroits mentionnés dans les blogs.
											C'est merveilleux.
									","
											Wenn ich hierauf klicke, sehen Sie einige jener Anwendungen,
											die wir in den letzten paar Monaten,
											seit wir an den Start gegangen sind, herausgebracht haben.
											Zum Beispiel hatten wir bereits ein paar Tage nach der Katastrophe in Haiti
											eine Erdbebenkarte,
											die Vorher-nachher-Bilder aus der Luft zeigte.
											Diese wunderbare Anwendung, die ich Ihnen hier aus Zeitgründen leider nicht zeigen kann,
											greift in Echtzeit auf Hyperlocal-Blogs zu
											und bildet deren Geschichten und Einträge
											auf die Orte in der Karte ab, die in den Blogs vorkommen.
											Einfach wunderbar.
									",Augmented-reality maps,Blaise Agüera y Arcas,7:45,"cities,design,map,technology,virtual reality"
"
","
","
","
","
",Augmented-reality maps,Blaise Agüera y Arcas,7:45,"cities,design,map,technology,virtual reality"
"
											But I'm going to show you some more candy sort of stuff.
									","
											Pero les enseñaré cosas más atractivas.
									","
											Ama ben size daha keyifli olanlarından birkaçını göstereceğim.
									","
											Mais je vais vous montrer d'autres choses qui sont impressionnantes.
									","
											Stattdessen zeige ich Ihnen jetzt noch ein paar echte Leckerbissen.
									",Augmented-reality maps,Blaise Agüera y Arcas,7:45,"cities,design,map,technology,virtual reality"
