en,fr,title,speaker,duration,tags
"
","
",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
											[Ojibwe: Hello.
											My English name is Tara;
my Native name is Zhaabowekwe.
											I am of Couchiching First Nation;
my clan is bear.
											I was born under the Maple Sapping Moon.]
									","
											[Langue Ojibwe : Bonjour
											Je m'appelle Tara en anglais
et Zhaabowekwe en langue amérindienne.
											Je suis de la nation amérindienne
Couchiching, du clan de l'ours.
											Je suis née pendant 
la lune de la Sève d’Érable.]
									",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
","
",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
											My name is Tara Houska,
											I'm bear clan from
Couchiching First Nation,
											I was born under the Maple Sapping Moon
in International Falls, Minnesota,
											and I'm happy to be here with all of you.
									","
											Je m'appelle Tara Houska,
											du clan de l'ours, de la nation
amérindienne Couchiching.
											Je suis née pendant la lune de la Sève
d’Érable à International Falls, Minnesota,
											et je suis heureuse d'être ici
avec vous tous.
									",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
","
",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
											(Applause)
									","
											(Applaudissements)
									",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
","
",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
											Trauma of indigenous peoples
has trickled through the generations.
											Centuries of oppression,
of isolation, of invisibility,
											have led to a muddled understanding
of who we are today.
											In 2017, we face this mixture
of Indians in headdresses
											going across the plains
											but also the drunk sitting on a porch
somewhere you never heard of,
											living off government handouts
and casino money.
									","
											Le traumatisme des peuples indigènes s'est
transmis de génération en génération.
											Des siècles d'oppression, d'isolement,
d'invisibilité
											ont conduit à une vision confuse
de notre identité actuelle.
											En 2017, nous voyons un mélange
d'Indiens coiffés de plumes
											traversant les plaines,
											mais aussi des alcooliques assis
sur le porche d'un endroit inconnu
											vivant des allocations publiques et
des revenus des casinos.
									",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
","
",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
											(Sighs)
									","
											(Soupir)
									",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
","
",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
											It's really, really hard.
											It's very, very difficult
to be in these shoes,
											to stand here as a product
of genocide survival, of genocide.
											We face this constant barrage
of unteaching the accepted narrative.
											87 percent of references in textbooks,
children's textbooks, to Native Americans
											are pre-1900s.
											Only half of the US states
mention more than a single tribe,
											and just four states
mention the boarding-school era,
											the era that was responsible
for my grandmother
											and her brothers and sisters
											having their language
and culture beaten out of them.
											When you aren't viewed as real people,
											it's a lot easier to run over your rights.
									","
											C'est vraiment très dur.
											C'est extrêmement difficile de se mettre
à cette place,
											d'exister comme le résultat
de la survivance d'un génocide.
											On affronte constamment une barrière
pour modifier l'histoire officielle.
											87% des références aux Amérindiens
dans les manuels scolaires
											datent d'avant 1900.
											Seulement la moitié des États américains
font référence à plus d'une tribu
											et il n'y a que quatre États où on parle
de la période des internats,
											la période qui a conduit à ce que
ma grand-mère,
											ses frères et sœurs,
											se voient confisqués leur langue
et leur culture.
											Quand vous n'êtes pas complétement
considérés comme des humains,
											c'est beaucoup plus facile
de fouler aux pieds vos droits.
									",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
","
",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
											Four years ago, I moved to Washington, DC.
											I had finished school
and I was there to be a tribal attorney
											and represent tribes across the nation,
representing on the Hill,
											and I saw immediately
why racist imagery matters.
											I moved there during
football season, of all times.
											And so it was the daily slew
of Indian heads
											and this ""redskin"" slur everywhere,
											while my job was going up on the Hill
											and trying to lobby for hospitals,
for funding for schools,
											for basic government services,
											and being told again and again
											that Indian people were incapable
of managing our own affairs.
											When you aren't viewed as real people,
											it's a lot easier to run over your rights.
									","
											Il y a quatre ans,
j'ai déménagé à Washington,
											j'avais fini l'université et j'y allais
pour être avocate tribale,
											j'allais représenter les tribus
de toute la nation au Capitole
											et j'ai tout de suite vu pourquoi
les images racistes comptent.
											J'ai déménagé là-bas
pendant la saison de football,
											et donc c'était tous les jours une flopée
de têtes d'Indiens
											et l'insulte « peau rouge » partout,
											tandis que mon travail était de monter
au Capitole
											faire du lobbying pour des hôpitaux,
pour financer des écoles,
											pour des services publics de base
											et je me voyais dire encore et encore
											que nous les Amérindiens étions incapables
de gérer nos propres affaires.
											Quand vous n'êtes pas complétement
considérés comme des humains,
											c'est beaucoup plus facile
de fouler aux pieds vos droits.
									",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
","
",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
											And last August, I went out
to Standing Rock Sioux Reservation.
											I saw resistance happening.
											We were standing up.
											There were youth that had run
2,000 miles from Cannonball, North Dakota
											all the way out to Washington, DC,
with a message for President Obama:
											""Please intervene.
											Please do something.
											Help us.""
											And I went out, and I heard the call,
											and so did thousands
of people around the world.
									","
											En août, je me suis rendue
à la Réserve sioux de Standing Rock.
											J'ai vu la résistance en action.
											On était debout.
											Des jeunes avaient fait plus de 3 000 km
depuis Cannon Ball dans le Dakota du Nord
											jusqu'à Washington, avec un message
pour le Président Obama :
											« Intervenez s'il vous plaît.
											Faites quelque chose s'il vous plaît.
											Aidez-nous. »
											Je suis sortie et j'ai entendu leur appel
											comme des milliers de gens dans le monde.
									",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
","
",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
											Why did this resonate with so many people?
											Indigenous peoples are impacted
first and worst by climate change.
											We are impacted first and worst
by the fossil-fuel industry.
											Here in Louisiana, the first US
climate change refugees exist.
											They are Native people
											being pushed off their homelands
from rising sea levels.
											That's our reality, that's what we live.
											And with these projects
comes a slew of human costs
											that people don't think about:
											thousands of workers influxing
to build these pipelines,
											to build and extract from the earth,
											bringing crime and sex trafficking
and violence with them.
											Missing and murdered
indigenous women in Canada
											has become so significant
it's spawned a movement
											and a national inquiry.
											Thousands of Native women
who have disappeared,
											who have been murdered.
											And here in the US,
we don't even track that.
											We are instead left with an understanding
											that our Supreme Court,
the United States Supreme Court,
											stripped us, in 1978, of the right
to prosecute at the same rate
											as anywhere else in the United States.
											So as a non-Native person you can walk
onto a reservation and rape someone
											and that tribe is without the same level
											of prosecutorial ability
as everywhere else,
											and the Federal Government declines
these cases 40 percent of the time.
											It used to be 76 percent of the time.
											One in three Native women
are raped in her lifetime.
											One in three.
									","
											Pourquoi cet appel a eu un écho auprès
de tant de gens ?
											Les peuples indigènes sont les premiers
et les plus touchés
											par le changement climatique.
											Nous sommes les premiers
et les plus touchés
											par l'industrie des énergies fossiles.
											Ici, en Louisiane, vivent les premiers
réfugiés climatiques des États-Unis.
											Ce sont des Amérindiens
											chassés de leurs terres natales par
l'élévation du niveau de la mer.
											C'est réel pour nous, c'est ce qu'on vit.
											Avec ces projets surviennent plein
de coûts humains
											auxquels les gens ne pensent pas :
											des milliers d'ouvriers arrivent en masse
pour construire ces pipelines,
											pour construire et arracher à la terre,
											apportant avec eux criminalité,
prostitution et violence.
											Les disparitions et les meurtres
de femmes indigènes au Canada
											sont devenus si nombreux qu'ils ont
donné naissance à un mouvement
											et à une enquête nationale.
											Ce sont des milliers de femmes
amérindiennes qui ont disparu,
											qui ont été assassinées.
											Ici aux États-Unis, on n'en fait même pas
le suivi.
											Au lieu de ça, on reste sur un arrêt
											de notre Cour suprême,
la Cour Suprême des États-Unis,
											qui, en 1978, nous a enlevé le droit de
couvrir autant de poursuites judiciaires
											que nulle part ailleurs aux États-Unis.
											Donc un non-Amérindien peut venir violer
quelqu'un dans une réserve
											et la tribu n'aura pas le même niveau
											de compétence judiciaire
que dans un autre endroit.
											Le gouvernement fédéral rejette
ces dossiers 40% du temps.
											Avant, c'était 76% du temps.
											Une femme amérindienne sur trois
est violée dans sa vie.
											Une sur trois.
									",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
","
",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
											But in Standing Rock,
you could feel the energy in the air.
											You could feel the resistance happening.
											People were standing and saying, ""No more.
											Enough is enough.
											We will put our bodies
in front of the machines
											to stop this project from happening.
											Our lives matter.
											Our children's lives matter.""
											And thousands of allies came
to stand with us from around the world.
											It was incredible, it was incredible
to stand together, united as one.
									","
											Mais à Standing Rock, on pouvait sentir
l'énergie dans l'air.
											On pouvait sentir la résistance en action.
											Les gens se levaient et disaient :
« Plus jamais.
											Assez est assez.
											Nous mettrons nos corps
devant les machines
											pour arrêter le projet.
											Nos vies comptent.
											Les vies de nos enfants comptent. »
											Des milliers d'alliés sont venus résister
avec nous de partout dans le monde.
											C'était absolument incroyable de se lever
ensemble, tous pour un.
									",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
","
",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
											(Applause)
									","
											(Applaudissements)
									",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
"
","
",The Standing Rock resistance and our fight for indigenous rights,Tara Houska,11:03,"activism,community,culture,history,humanity,identity,inequality,social change,government,society,indigenous peoples"
