es,pt,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Who controls the world?,James B. Glattfelder,14:10,"TEDx,business,complexity,data,economics,global issues,inequality"
"
											""Cuando la crisis llegó,
											enseguida se vieron las 
serias limitaciones que tienen
											los modelos económicos 
y financieros actuales"".
											""También existe una 
fuerte convicción, que comparto,
											de que una mala economía o 
demasiado simplista y optimista
											ayudó a crear la crisis"".
									","
											""Quando a crise rebentou
											""as graves limitações dos modelos económicos
											""e financeiros existentes tornaram-se 
imediatamente perceptíveis.""
											""Existe uma forte convicção, a qual partilho,
											""de que foram os maus economistas, 
demasiado simplistas e confiantes,
											""que ajudaram a criar a crise.""
									","
											""When the crisis came,
											the serious limitations
of existing economic and financial models
											immediately became apparent.""
											""There is also a strong belief,
which I share,
											that bad or oversimplistic
and overconfident economics
											helped create the crisis.""
									","
											«  Quand vint la crise,
											les limites importantes des modèles économiques
											et financiers actuels apparurent très vite. »
											« Il y a aussi une croyance, que je partage,
											disant qu’une économie mauvaise ou trop simple et sûre d’elle
											a aidé à créer la crise. »
									","
											""Als die Krise kam,
											wurden ernsthafte Grenzen der bestehenden
											Wirtschafts- und Finanzmodelle sogleich sichtbar.""
											""Es gibt auch eine feste Überzeugung, die ich teile,
											dass schlechte, übertrieben vereinfachte 
und vermessene Wirtschaft
											zur Entstehung der Krise beigetragen hat.""
									",Who controls the world?,James B. Glattfelder,14:10,"TEDx,business,complexity,data,economics,global issues,inequality"
"
","
","
","
","
",Who controls the world?,James B. Glattfelder,14:10,"TEDx,business,complexity,data,economics,global issues,inequality"
"
											Quizás todos Uds. habrán 
escuchado críticas similares
											dichas por personas que 
son escépticas del capitalismo.
											Pero esto es diferente,
											porque proviene precisamente 
del corazón de las finanzas.
											La primera cita es de Jean-Claude Trichet,
											cuando fue presidente del Banco Central Europeo.
											La segunda cita fue dicha por el director de la
											Autoridad de Servicios Financieros 
(FSA) del Reino Unido.
											¿Están ellos sugiriendo
											que no entendemos los sistemas económicos
											que guían nuestras sociedades modernas?
											Más serio aún.
											""Gastamos miles de millones de dólares
											tratando de comprender 
los orígenes del universo
											cuando ni aun comprendemos 
las condiciones necesarias
											para tener una sociedad estable, 
una economía operativa o paz"".
									","
											Bom, provavelmente já todos ouviram 
críticas semelhantes
											vindas de pessoas cépticas quanto 
ao modelo capitalista.
											Mas isto é diferente.
											Isto parte do coração das finanças.
											A primeira citação é de Jean-Claude Trichet
											quando era o director do Banco Central Europeu.
											A segunda citação é do Chefe
											da Autoridade para os Serviços Financeiros
do Reino Unido.
											Estarão estas pessoas a insinuar
											que não compreendemos os sistemas económicos
											que guiam as nossas modernas sociedades?
											Pior.
											""Gastamos milhares de milhões de dólares
											""a tentar compreender as origens do universo
											""enquanto continuamos sem perceber 
quais são as condições necessárias
											""para uma sociedade estável, uma economia 
funcional ou a paz.""
									","
											Now, you've probably all heard
of similar criticism
											coming from people
who are skeptical of capitalism.
											But this is different.
											This is coming from the heart of finance.
											The first quote
is from Jean-Claude Trichet
											when he was governor
of the European Central Bank.
											The second quote is from the head
of the UK Financial Services Authority.
											Are these people implying
											that we don't understand
the economic systems
											that drive our modern societies?
											It gets worse.
											""We spend billions of dollars
											trying to understand
the origins of the universe,
											while we still don't understand
the conditions for a stable society,
											a functioning economy, or peace.""
									","
											Vous avez tous probablement déjà entendu de pareilles critiques
											venant de personnes sceptiques envers le capitalisme.
											Mais celle-ci est différente.
											Celle-ci vient du cœur même de la finance.
											La première citation est de Jean-Claude Trichet
											lorsqu’il était directeur de la Banque Centrale d’Europe.
											La seconde citation est du chef
											de l’Autorité des Services Financiers du Royaume-Uni.
											Ces personnes insinuent-elles
											que nous ne comprenons pas les systèmes économiques
											qui dirigent notre société moderne ?
											Ça empire.
											« Nous dépensons des milliards de dollars
											pour essayer de comprendre les origines de l’univers
											alors que nous ne comprenons toujours pas les conditions nécessaires
											à une société stable, une économie fonctionnelle ou la paix. »
									","
											Sie haben wahrscheinlich alle 
ähnliche Kritik gehört,
											von Personen, die dem 
Kapitalismus skeptisch gegenüberstehen.
											Aber das hier ist anders.
											Das hier kommt aus dem 
Zentrum der Finanzwirtschaft.
											Das erste Zitat stammt von Jean-Claude Trichet,
											als er Präsident der Europäischen Zentralbank war.
											Das zweite Zitat stammt von dem Vorsitzenden
											der britischen Finanzmarktaufsichtsbehörde.
											Deuten diese Menschen etwa an,
											dass wir die Wirtschaftssysteme nicht verstehen,
											die unsere modernen Gesellschaften steuern?
											Es kommt noch schlimmer.
											""Wir verschwenden Milliarden von Dollar
											bei dem Versuch, den Ursprung 
des Universums zu verstehen,
											während wir die Bedingungen 
für eine stabile Gesellschaft,
											eine funktionierende Wirtschaft oder Frieden 
immer noch nicht verstanden haben.""
									",Who controls the world?,James B. Glattfelder,14:10,"TEDx,business,complexity,data,economics,global issues,inequality"
"
","
","
","
","
",Who controls the world?,James B. Glattfelder,14:10,"TEDx,business,complexity,data,economics,global issues,inequality"
"
											¿Qué está sucediendo aquí? 
¿Cómo puede esto ser posible?
											¿Entendemos de verdad más 
sobre el tejido de la realidad
											que sobre el tejido
											que surge de nuestras interacciones humanas?
											Desafortunadamente, así es.
											Pero existe una solución interesante que se deriva
											de lo que se conoce como ciencia de la complejidad.
									","
											O que se está a passar aqui? 
Como pode isto ser possível?
											Será que, realmente, percebemos mais 
sobre a estrutura da realidade
											do que sobre a estrutura
											que emerge das interações humanas?
											Infelizmente, a resposta é afirmativa.
											Mas há uma solução curiosa que surge
											daquilo que se conhece como sendo 
a ciência da complexidade.
									","
											What's happening here?
How can this be possible?
											Do we really understand more
about the fabric of reality
											than we do about the fabric
which emerges from our human interactions?
											Unfortunately, the answer is yes.
											But there's an intriguing solution
											which is coming from what is known
as the science of complexity.
									","
											Que se passe-t-il ? Comment cela peut-il être possible ?
											Comprenons-nous vraiment mieux comment la réalité est faite
											que nous ne comprenons ce qui découle
											de nos interactions humaines ?
											Malheureusement, la réponse est oui.
											Mais une solution curieuse arrive
											de ce que nous connaissons comme la science de la complexité.
									","
											Was ist hier los? Wie kann das möglich sein?
											Wissen wir wirklich mehr 
über die Struktur der Realität
											als über die Struktur,
											die aus unseren menschlichen Interaktionen entsteht?
											Leider lautet die Antwort darauf: Ja.
											Aber es gibt eine faszinierende Lösung,
											die aus der sogenannten 
Komplexitätswissenschaft stammt.
									",Who controls the world?,James B. Glattfelder,14:10,"TEDx,business,complexity,data,economics,global issues,inequality"
"
","
","
","
","
",Who controls the world?,James B. Glattfelder,14:10,"TEDx,business,complexity,data,economics,global issues,inequality"
"
											Para explicar qué significa y qué es,
											por favor permítanme retroceder un poco.
											Sin querer, terminé explorando en física.
											Fue un encuentro casual 
que tuve cuando era joven,
											y desde entonces, a menudo 
me he quedado asombrado
											del extraordinario logro de la física
											al describir la realidad que enfrentamos cada día.
											En pocas palabras, 
pueden pensar como físicos así:
											tomen un trozo de la 
realidad que desean comprender,
											conviértanlo en matemáticas
											y codifíquenlo en ecuaciones;
											como resultado podrán 
hacer y probar predicciones.
											En realidad tenemos 
mucha suerte de que esto funcione
											porque nadie sabe realmente 
porqué nuestros pensamientos
											deberían relacionarse realmente con 
los mecanismos fundamentales del universo.
											Pese a los logros, la física tiene sus límites.
											Como Dirk Helbing señaló en la última cita,
											en realidad no comprendemos la complejidad
											que se relaciona con nosotros, la que nos rodea.
											Esta paradoja es lo que me hizo 
interesarme en los sistemas complejos.
											Estos sistemas son creados
											a partir de varias partes 
interconectadas o interactivas:
											bandadas de aves, bancos de peces, 
colonias de hormigas,
											ecosistemas, cerebros, mercados financieros...
											por mencionar algunos ejemplos.
											Curiosamente, es difícil 
representar los sistemas complejos
											en ecuaciones matemáticas,
											por lo que el enfoque común de la 
física en realidad no funciona aquí.
									","
											Para explicar o que isto significa e o que isto é,
											permitam-me dar rapidamente uns passos atrás.
											Eu acabei por me tornar físico por acidente.
											Deveu-se a um encontro casual que tive em jovem,
											e, desde então, penso com frequência
											sobre o espantoso sucesso da Física
											em descrever a realidade em que acordamos
todos os dias.
											Em suma, podemos pensar na Física 
da seguinte forma.
											Seleccionamos o pedaço da realidade 
que queremos compreender
											e traduzimo-lo em matemática.
											Codificando-o em equações.
											Depois, podem fazer-se e testar-se previsões.
											Na verdade, temos muita sorte 
que isto funcione
											porque ninguém sabe realmente porque é que 
os nossos pensamentos
											devem, na realidade, relacionar-se com 
o funcionamento fundamental do universo.
											Apesar do sucesso, a Física tem os seus limites.
											Como Dirk Helbing referiu na última citação
											nós realmente não percebemos a complexidade
											que se relaciona connosco, que nos rodeia.
											Foi este paradoxo que despertou o meu interesse 
pelos sistemas complexos.
											Então, estes são sistemas constituídos
											por imensas partes interligadas ou interactivas:
											bandos de pássaros, cardumes, colónias de formigas,
											ecossistemas, cérebros, mercados financeiros.
											Estes são apenas alguns exemplos.
											Curiosamente, os sistemas complexos 
são muito difíceis de se traduzirem
											em equações matemáticas,
											por isso a abordagem física tradicional 
aqui não funciona.
									","
											To explain what this means
and what this thing is,
											please let me quickly take
a couple of steps back.
											I ended up in physics by accident.
											It was a random encounter
when I was young,
											and since then, I've often wondered
about the amazing success of physics
											in describing the reality
we wake up in every day.
											In a nutshell, you can think
of physics as follows.
											So you take a chunk of reality
you want to understand
											and you translate it into mathematics.
											You encode it into equations.
											Then, predictions can be made and tested.
											We're actually
really lucky that this works,
											because no one really knows
why the thoughts in our heads
											should actually relate to the fundamental
workings of the universe.
											Despite the success,
physics has its limits.
											As Dirk Helbing pointed out
in the last quote,
											we don't really understand the complexity
that relates to us, that surrounds us.
											This paradox is what got me interested
in complex systems.
											So these are systems which are made up
											of many interconnected
or interacting parts:
											swarms of birds or fish,
											ant colonies, ecosystems,
brains, financial markets.
											These are just a few examples.
									","
											Pour expliquer ce que cela signifie et ce qu’est cette chose,
											permettez-moi de revenir brièvement en arrière.
											Je suis devenu physicien par accident.
											Ce fut une rencontre fortuite quand j’étais jeune,
											et depuis, je me suis souvent posé des questions
											sur le succès extraordinaire qu’avait la physique
											pour décrire le monde dans lequel nous nous réveillons chaque jour.
											En gros, on peut voir la physique de la façon suivante :
											vous prenez un bout de réalité que vous voulez comprendre
											et vous le traduisez en mathématiques.
											Vous trouvez des équations pour tout ceci.
											Et à partir de là des prédictions peuvent être faites et testées.
											Nous sommes en fait très chanceux que cela fonctionne,
											parce que personne ne sait vraiment pourquoi nos pensées
											pourraient vraiment approcher le fonctionnement fondamental de l’univers.
											Malgré ses réussites, la physique a ses limites.
											Comme Dirk Helbing le soulignait dans la dernière citation,
											nous ne comprenons pas vraiment la difficulté
											qui nous touche, qui nous entoure.
											Ce paradoxe est ce qui m’a donné de l’intérêt pour les systèmes complexes.
											Ces systèmes sont faits
											de plein de parties interconnectées et interagissant entre elles :
											les vols d’oiseaux ou bancs de poissons, les colonies de fourmis,
											les écosystèmes, le cerveau, les marchés financiers.
											Ce ne sont que quelques exemples.
											Il est intéressant de noter que les systèmes complexes sont très difficiles
											à transposer en équations mathématiques
											et que l’approche physique habituelle ne fonctionne pas ici.
									","
											Um zu erklären, was das bedeutet,
											lassen Sie mich ein paar Schritte zurück gehen.
											Ich landete durch Zufall bei der Physik.
											Es war eine Zufallsbegegnung in meiner Jugend,
											und seitdem ich habe mich oft
											über den erstaunlichen Erfolg der Physik gewundert,
											unsere alltägliche Realität zu beschreiben.
											Kurz gesagt, können Sie sich 
die Physik wie folgt vorstellen:
											Sie nehmen ein Stück der Realität, 
das Sie verstehen möchten,
											und übersetzen es in Mathematik.
											Sie kodieren es zu Gleichungen.
											Dann können Vorhersagen 
gemacht und getestet werden.
											Wir haben wirklich Glück, dass das funktioniert,
											weil niemand wirklich weiß, 
warum die Gedanken in unseren Köpfen
											überhaupt auf die grundlegenden Mechanismen 
des Universums bezogen sein sollten.
											Trotz des Erfolgs hat die Physik ihre Grenzen.
											Wie Dirk Helbing im letzten Zitat betonte,
											verstehen wir die Komplexität nicht,
											die sich auf uns bezieht, die uns umgibt.
											Dieses Paradoxon hat mich 
zu den komplexen Systemen geführt.
											Diese Systeme bestehen also
											aus vielen vernetzten oder wechselwirkenden Teilen:
											Fisch- oder Vogelschwärme, Ameisenkolonien,
											Ökosysteme, Gehirne, Finanzmärkte.
											Dies sind nur ein paar Beispiele.
											Interessanterweise sind 
komplexe Systeme sehr schwer
											in mathematischen Gleichungen darzustellen,
											sodass der normale Ansatz der Physik 
hier nicht wirklich funktioniert.
									",Who controls the world?,James B. Glattfelder,14:10,"TEDx,business,complexity,data,economics,global issues,inequality"
"
","
","
","
","
",Who controls the world?,James B. Glattfelder,14:10,"TEDx,business,complexity,data,economics,global issues,inequality"
"
											¿Qué sabemos de los sistemas complejos?
											Resulta que aquello que exteriormente 
parece ser un comportamiento complejo,
											en realidad es el resultado
											de unas pocas y simples reglas de interacción.
											Esto significa que pueden 
olvidarse de las ecuaciones
											y simplemente comenzar a comprender el sistema
											mirando a las interacciones,
											así que pueden en realidad 
olvidarse de las ecuaciones
											y comenzar a mirar únicamente las interacciones.
											Y todavía mejor, porque la mayoría 
de los sistemas complejos
											tienen esta extraordinaria 
propiedad llamada emergencia.
											Esto significa que el sistema, como un todo,
											repentinamente comienza 
a mostrar un comportamiento
											que no se puede comprender o predecir
											al mirar a los componentes del mismo.
											El todo es literalmente mayor 
que la suma de sus partes.
											Y todo esto también significa 
que se pueden olvidar de
											las partes individuales del sistema, 
de cuán complejas son.
											Sea una célula, una termita o un pájaro,
											solo céntrense en las reglas de la interacción.
									","
											Então? o que sabemos sobre sistemas complexos?
											Bem, parece que aquilo que aparenta ser 
um comportamento complexo
											quando visto de fora, é na realidade 
o resultado
											da algumas regras simples de interacção.
											Isto significa que se podem esquecer as equações
											e começar por perceber o sistema
											olhando para as suas interacções,
											por isso, podem esquecer as equações
											e apenas começar a olhar para as interacções.
											E torna-se ainda mais interessante, porque 
a maioria dos sistemas complexos
											têm esta propriedade fascinante, 
chamada de emergência,
											Então, isto significa que o sistema, 
enquanto um todo
											de repente, começa a revelar um comportamento
											que não pode ser compreendido ou previsto
											analisando os componentes do sistema.
											Então o todo é literalmente mais do que 
a soma das suas partes.
											E tudo isto também significa que podemos esquecer
											as partes individuais do sistema e 
o quão complexas elas são.
											Seja uma célula, uma térmita ou uma ave,
											concentrem-se apenas nas regras de interacção.
									","
											Interestingly, complex systems
are very hard to map
											into mathematical equations,
											so the usual physics approach
doesn't really work here.
											So what do we know about complex systems?
											Well, it turns out that what looks
like complex behavior from the outside
											is actually the result
of a few simple rules of interaction.
											This means you can forget
about the equations
											and just start to understand the system
											by looking at the interactions,
											so you can actually forget
about the equations
											and you just start to look
at the interactions.
											And it gets even better,
because most complex systems
											have this amazing property
called emergence.
											So this means that the system as a whole
suddenly starts to show a behavior
											which cannot be understood or predicted
											by looking at the components
of the system.
											So the whole is literally
more than the sum of its parts.
											And all of this also means
											that you can forget about
the individual parts of the system,
											how complex they are.
											So if it's a cell or a termite or a bird,
											you just focus on the rules
of interaction.
									","
											Mais que savons-nous donc des systèmes complexes ?
											Eh bien, il se trouve que ce qui a l’air d’un comportement complexe
											de l’extérieur est en fait le résultat
											de quelques règles simples d’interaction.
											Ce qui signifie que vous pouvez oublier les équations
											et commencer à simplement comprendre le système
											en observant les interactions,
											pour pouvoir vraiment oublier les équations
											et juste regarder les interactions.
											Et c’est même encore mieux puisque la plupart des systèmes complexes
											ont une propriété époustouflante appelée émergence.
											Ça veut dire que le système dans son ensemble
											montre soudainement un comportement
											qui ne peut être compris ou prédit
											en regardant les composants du système.
											L’ensemble est donc vraiment plus que la somme de chacune de ses parties.
											Tout cela veut aussi dire que vous pouvez oublier
											les parties individuelles du système, quelle que soit leur complexité.
											Que ce soit une cellule, une termite ou un oiseau,
											concentrez-vous uniquement sur les règles d’interaction.
									","
											Was wissen wir über komplexe Systeme?
											Es stellt sich heraus, dass was von außen 
wie komplexes Verhalten aussieht,
											eigentlich das Ergebnis
											einiger einfacher Regeln der Wechselwirkung ist.
											Das heisst, Sie können die Gleichungen vergessen,
											und das System einfach durch Betrachtung
											der Interaktionen verstehen.
											Sie können die Gleichungen wirklich vergessen,
											und anfangen, die Interaktionen zu betrachten.
											Und es wird noch besser, 
weil die meisten komplexen Systeme
											diese erstaunliche Eigenschaft
namens Emergenz haben.
											Das heißt, dass das System als Ganzes
											plötzlich beginnt, ein Verhalten zu zeigen,
											das nicht verstanden oder vorhergesagt werden kann,
											wenn man sich die Teile des Systems ansieht.
											Also ist das Ganze tatsächlich mehr 
als die Summe seiner Teile.
											Und all dies bedeutet auch, dass 
Sie die einzelnen Teile des Systems,
											und wie komplex sie sind, vergessen können.
											Ob es eine Zelle, eine Termite oder ein Vogel ist,
											konzentrieren Sie sich nur auf 
die Regeln der Wechselwirkung.
									",Who controls the world?,James B. Glattfelder,14:10,"TEDx,business,complexity,data,economics,global issues,inequality"
