en,es,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",The fascinating history of cemeteries,Keith Eggener,5:13,"history,TED-Ed,culture,world cultures,death"
"
											Spindly trees,
											rusted gates,
											crumbling stone,
											a solitary mourner—
											these things come to mind 
when we think of cemeteries.
											But not so long ago,
											many burial grounds were lively places,
											with blooming gardens and crowds of people
											strolling among the headstones.
									","
											Árboles desgarbados,
											rejas oxidadas,
											lápidas en ruinas,
											una persona que se lamenta en soledad...
											son las típicas imágenes
que evocan los cementerios.
											Pero hasta no hace mucho,
los cementerios eran sitios alegres,
											con jardines floridos y 
gran cantidad de personas
											que se paseaban entre las lápidas.
									","
											Uzun ince ağaçlar,
											pas tutmuş kapılar,
											ufalanmış taşlar,
											tek başına yas tutan biri -
											mezarlık dediğimizde,
aklımıza bunlar gelir.
											Fakat kısa bir zaman önce
											çoğu mezarlık hareketli yerlerdi,
											mezar taşlarının etrafında
dolaşan insan kalabalıkları
											ve çiçek açan bahçeleri vardı.
									","
											Des arbres grêles,
											des portails rouillés,
											une pierre tombale qui s'écroule,
											une figure solitaire,
											tout cela vient à l'esprit
lorsqu'on pense aux cimetières.
											Mais, il n'y a pas si longtemps,
											beaucoup de cimetières
étaient des lieux animés,
											avec des jardins fleuris
et des foules de gens
											qui se promenaient
parmi les pierres tombales.
									","
											Árvores retorcidas,
											portões enferrujados,
											pedras em ruínas,
											um enlutado solitário.
											Lembramo-nos destas coisas
quando pensamos em cemitérios.
											Mas ainda há pouco tempo,
											muitos cemitérios
eram locais cheios de vida,
											com jardins e muitas pessoas
											a passear por entre as lápides.
									",The fascinating history of cemeteries,Keith Eggener,5:13,"history,TED-Ed,culture,world cultures,death"
"
","
","
","
","
",The fascinating history of cemeteries,Keith Eggener,5:13,"history,TED-Ed,culture,world cultures,death"
"
											How did our cemeteries 
become what they are today?
											Some have been around for centuries,
											like the world’s largest, Wadi al-Salaam,
											where more than five million 
people are buried.
											But most of the places we’d recognize 
as cemeteries are much younger.
											In fact, for much of human history,
											we didn’t bury our dead at all.
									","
											¿Cómo llegaron los cementerios
a ser lo que son hoy?
											Algunos existen desde hace siglos,
											como el Wadi al-Salam, 
el más grande del mundo,
											donde están sepultadas más
de cinco millones de personas.
											Pero la mayoría de los cementerios
son mucho más recientes.
											En realidad, gran parte 
de la historia humana
											transcurrió sin que los muertos
recibieran sepultura.
									","
											Peki mezarlıklar
bugünkü hâllerine nasıl geldiler?
											Bazıları yüzyıllardır var;
											tıpkı beş milyondan
fazla insanın gömülü olduğu
											dünyanın en büyük mezarlığı
Wadi al-Salaam gibi.
											Fakat mezarlık olarak bildiğimiz
yerlerin çoğu, çok daha yeniler.
											Aslında, insan tarihinin büyük kısmında
											ölülerimizi asla gömmedik.
									","
											Comment les cimetières sont-ils
devenus ce qu'ils sont aujourd'hui ?
											Quelques-uns existent depuis des siècles,
											comme le plus grand au monde,
Wadi al-Salaam,
											où sont enterrés
plus de cinq millions de personnes.
											Mais la plupart des lieux qu'on connaît
comme cimetières sont bien plus jeunes.
											En effet, pendant une bonne partie
de l'histoire humaine,
											on n'enterrait pas du tout les morts.
									","
											Como é que os cemitérios
se tornaram no que são hoje?
											Alguns existem há séculos,
											como o maior do mundo,
o Wadi al-Salaam,
											onde há mais de cinco milhões
de pessoas enterradas.
											Mas a maioria dos cemitérios
são muito mais novos.
											Durante grande parte
da história humana,
											nem sequer enterrávamos os mortos.
									",The fascinating history of cemeteries,Keith Eggener,5:13,"history,TED-Ed,culture,world cultures,death"
"
","
","
","
","
",The fascinating history of cemeteries,Keith Eggener,5:13,"history,TED-Ed,culture,world cultures,death"
"
											Our ancient ancestors had many other ways 
of parting with the dead loved ones.
											Some were left in caves,
											others in trees
											or on mountaintops.
											Still others were sunk in lakes,
											put out to sea,
											ritually cannibalized,
											or cremated.
									","
											Nuestros ancestros disponían
de sus muertos de diversas maneras.
											A veces los dejaban en cuevas,
											y otras veces en árboles
											o en la cima de una montaña.
											Incluso eran arrojados a un lago,
											abandonados a la deriva,
											sometidos a un ritual caníbal
											o cremados.
									","
											Atalarımızın, sevdiklerinin ölülerinden
ayrılmak için birçok başka yolu vardı.
											Kimileri mağarada bırakılırdı,
											diğerleri ağaçlarda
											veya dağ tepelerinde.
											Diğerleri hâlâ göllere bırakılıyor,
											denize bırakılıyor,
											etleri ayinlerle yeniyor
											veya yakılıyor.
									","
											Nos plus anciens ancêtres
											avaient beaucoup d'autres façons
pour se séparer des êtres chers.
											On en laissait dans des grottes,
											d'autres dans des arbres
											ou au sommet des montagnes.
											D'autres encore étaient coulés
dans des lacs,
											jetés à la mer,
											cannibalisés pendant des rituels
											ou incinérés.
									","
											Os nossos antepassados
tinham outras formas
											de se despedir dos seus entes queridos.
											Alguns eram deixados em grutas,
											outros em árvores
											ou no topo das montanhas.
											Outros ainda eram afundados em lagos

											ou no mar alto,
											canibalizados ritualmente
											ou cremados.
									",The fascinating history of cemeteries,Keith Eggener,5:13,"history,TED-Ed,culture,world cultures,death"
"
","
","
","
","
",The fascinating history of cemeteries,Keith Eggener,5:13,"history,TED-Ed,culture,world cultures,death"
"
											All of these practices,
											though some may seem strange today,
											were ways of venerating the dead.
											By contrast, the first known burials
											about 120,000 years ago
											were likely reserved for transgressors,
											excluding them from the usual rites
											intended to honor the dead.
											But the first burials revealed some
advantages over other practices:
											they protected bodies from scavengers 
and the elements,
											while shielding loved ones from the 
sight of decay.
											These benefits may have shifted 
ancient people’s thinking
											toward graves designed to honor the dead,
											and burial became more common.
											Sometimes, these graves contained 
practical or ritual objects,
											suggesting belief in an afterlife
											
where the dead might need such tools.
									","
											Todas estas prácticas,
											por extrañas que parezcan
en la actualidad,
											eran formas de venerar a los muertos.
											Por otro lado, las primeras sepulturas,
que datan de unos 120 000 años atrás,
											eran posiblemente reservadas
para los transgresores,
											que quedaban así excluidos de los ritos 
habituales para honrar a los muertos.
											Pero las primeras sepulturas tenían
ciertas ventajas sobre otras prácticas:
											protegían el cadáver de la acción de
los animales carroñeros y los elementos,
											y también libraban a los deudos
de ver la descomposición del cuerpo.
											Estos beneficios influyeron quizá
para que los pueblos primitivos
											decidieran usar tumbas como 
modo de honrar a los muertos
											y desde entonces comenzaran a sepultarlos.
											En algunos casos, estas tumbas contenían
objetos rituales o de uso doméstico,
											lo cual sugiere que creían en el más allá,
donde los muertos podrían necesitarlos.
									","
											Tüm bu uygulamalar,
											bazıları bugün garip görünse de,
											ölüye saygı gösterme yollarıydı.
											Buna karşın, yaklaşık 120.000 yıl önceki
											bilinen ilk ölü gömme uygulamaları
											muhtemelen günahkârlara mahsustu,
											ölüyü onurlandırma amaçlı
											olağan törenlerden, onlar dışlanıyordu.
											Ancak ilk gömülerin, diğer uygulamalar
üzerinde bazı avantajları vardı:
											Sevilenlerin çürüyüp gitmesini
gözlerden ırak kılıyorken,
											bedenleri leş yiyen hayvanlardan
ve elementlerden koruyorlardı.
											Bu faydalar, antik dönemde
insanların düşüncelerini
											ölüyü onurlandıran
mezarlara yönlendirmiştir
											ve gömmek daha yaygın hâle gelmiştir.
											Bu mezarlar bazen nesnel
veya ritüel objeleri de içeriyordu,
											bu objeler de ölülerin böyle şeylere
											ihtiyaç duyabileceği
öbür dünyayı öne sürüyordu.
									","
											Toutes ces pratiques,
											même si certaines peuvent
paraître bizarres aujourd'hui,
											étaient des façons de vénérer les défunts.
											En revanche, les premiers
enterrements connus,
											qui datent d'il y a 120 000 ans environ,
											étaient probablement réservés
aux transgresseurs,
											les excluant des rituels habituels
											prévus pour honorer les défunts.
											Mais les premiers enterrements
											présentèrent des avantages
par rapport aux autres pratiques :
											ils protégeaient les corps
des charognards et des éléments,
											et empêchaient aux vivants
de voir leurs chers en décomposition.
											Ces avantages pourraient avoir changé
la façon de penser de nos ancêtres
											vers des tombes conçues
pour honorer les morts
											et l'enterrement devint ainsi plus commun.
											Parfois, ces tombes contenaient
des objets pratiques ou rituels,
											suggérant la croyance
d'une vie après la mort
											où les défunts pourraient
avoir besoin de ces outils.
									","
											Todas estas práticas,
											embora algumas delas
nos pareçam hoje muito estranhas,
											eram formas de venerar os mortos.
											Em contraste, as primeiras
sepulturas conhecidas
											que remontam a 120 000 anos,
											segundo parece,
eram reservadas a transgressores,
											privados dos rituais habituais
											destinados a honrar os mortos.
											Mas as primeiras sepulturas
revelaram algumas vantagens
											em relação às outras práticas.
											Protegiam os corpos dos necrófagos
e das intempéries
											e impediam que os entes queridos
assistissem à putrefação.
											Estes benefícios talvez tenham
alterado a mentalidade dos povos antigos
											na direção de sepulturas
destinadas a honrar os mortos
											e tornou-se mais usual o enterro.
											Por vezes, estas sepulturas
continham objetos práticos ou rituais,
											sugerindo a crença numa vida
para além da morte
											onde os mortos podiam
precisar desses utensílios.
									",The fascinating history of cemeteries,Keith Eggener,5:13,"history,TED-Ed,culture,world cultures,death"
"
","
","
","
","
",The fascinating history of cemeteries,Keith Eggener,5:13,"history,TED-Ed,culture,world cultures,death"
"
											Communal burials first appeared in North 
Africa and West Asia
											around 10 to 15,000 years ago,
											around the same time as the first 
permanent settlements in these areas.
											These burial grounds created permanent 
places to commemorate the dead.
											The nomadic Scythians littered the steppes
											with grave mounds known as kurgans.
											The Etruscans built expansive necropoles,
											their grid-patterned streets 
lined with tombs.
											In Rome, subterranean catacombs housed
											both cremation urns and intact remains.
											The word cemetery, or “sleeping chamber,”
											was first used by ancient Greeks,
											who built tombs in graveyards
											at the edges of their cities.
									","
											Las fosas comunes 
aparecieron por primera vez
											en el norte de África y el oeste de Asia
											entre 10 000 y 15 000 años atrás,
											cuando se produjeron los primeros
asentamientos permanentes en ambas zonas.
											Estos sitios mortuorios dieron 
origen a sepulturas permanentes
											para conmemorar a los muertos.
											Los nómadas escitas erigían túmulos
funerarios, o ""kurganes"", en las estepas.
											Los etruscos construyeron 
extensas necrópolis
											cuyas tumbas se disponían
en sus calles trazadas en cuadrículas.
											En Roma, las catacumbas subterráneas
											contenían urnas
crematorias y restos intactos.
											La palabra ""cementerio"", 
o ""cámara de los sueños"",
											fue usada por primera vez
por los antiguos griegos,
											quienes construyeron tumbas y cementerios
en el límite de las ciudades.
									","
											Toplu definler, 10 ila 15.000 yıl önce
ilk kez Kuzey Afrika
											ve Batı Asya'da ortaya çıktı,
											yani bu bölgelerde ilk kalıcı
yerleşimler ile aynı zamanda.
											Bu mezarlıklar, ölüleri anmak için
kalıcı yerler yaratmıştı.
											Göçebe İskitler,
stepleri kurgan adı verilen
											mezar topraklarıyla karıştırıyorlardı.
											Etrüskler geniş mezarlar inşa ettiler,
											örgü desenli sokaklarında
mezarlıklar diziliydi.
											Roma'da yeraltı mezarlıklarında
hem ölü yakma kapları,
											hem de el değmemiş cesetler bulunuyordu.
											Mezarlık kelimesi veya ""uyku odası"",
											ilk olarak şehirlerinin kıyılarındaki
											mezarlıklara lahitler inşa eden
											antik Yunanlar tarafından kullanıldı.
									","
											Les enterrements communs
apparurent d'abord
											dans l'Afrique du Nord
et dans l'Asie de l'Ouest
											il y a de 10 à 15 000 ans environ,
											tout comme les premiers établissements
permanents dans ces zones.
											Ces cimetières créèrent des lieux
permanents pour commémorer les défunts.
											Le peuple nomade des Scythes
parsema les steppes
											de tumulus appelés kourgans.
											Les Étrusques construisirent
de vastes nécropoles,
											des rues en quadrillage
alignées avec des tombes.
											À Rome, les catacombes abritaient
											les urnes crématoires
et aussi les restes intacts.
											Le mot cimetière,
ou « lieu pour dormir »,
											fut utilisé pour la première fois
par les Grecs,
											qui construisaient les tombes
dans des champs funéraires
											juste hors des cités.
									","
											As sepulturas comuns
apareceram pela primeira vez
											no Norte de África
e na Ásia Ocidental,
											há uns 10 a 15 mil anos,
											pela mesma altura das primeiras
povoações permanentes nessas áreas.
											Estes terrenos de sepultura criaram
locais permanentes
											para comemoração dos mortos.
											Os citas nómadas encheram as estepes
											com sepulturas em morros,
conhecidos por ""kurgans"",
											Os etruscos construíram
amplas necrópoles,
											com ruas em quadriculado
ladeadas por túmulos.
											Em Roma, as catacumbas subterrâneas
											albergavam urnas de cremação
e restos mortais intactos.
											A palavra cemitério, ou ""câmara dormente"",
											foi usada pela primeira vez
pelos gregos da Antiguidade,
											com túmulos construídos em cemitérios
											nas bordas das cidades.
									",The fascinating history of cemeteries,Keith Eggener,5:13,"history,TED-Ed,culture,world cultures,death"
