en,es,pt,tr,title,speaker,duration,tags
"
","
","
","
",The troubling reason why vaccines are made too late ... if they're made at all,Seth Berkley,7:17,"Vaccines,ebola,economics,global issues,health,medicine,public health,science"
"
											The child's symptoms begin
											with mild fever, headache, muscle pains,
											followed by vomiting and diarrhea,
											then bleeding from the mouth,
nose and gums.
											Death follows in the form of organ failure
from low blood pressure.
									","
											En niños, los síntomas empiezan
											con poca fiebre, dolor de cabeza,
dolores musculares,
											seguidos de vómitos y diarrea
											y luego sangrado de boca, nariz y encías.
											Causa de la muerte inminente:
											fallo multiorgánico debido
a la presión arterial baja.
									","
											Os sintomas da criança começam
											com febre moderada, dores de 
cabeça e dores musculares
											seguidos de vómitos e diarreia
											e depois sangramento pela boca,
nariz e gengivas.
											A morte segue-se na forma de falência de 
órgãos derivada da baixa pressão arterial.
									","
											Çocuklarda hastalık belirtisi hafif ateş,
											baş ağrısı ve kas ağrıları
ile başlıyor.
											Arkasından kusma ve ishal geliyor.
											Sonra ağızdan, burundan ve
diş etlerinden kan gelmeye başlıyor.
											Ardından düşük tansiyona bağlı organ
yetmezliğinden ölüm gerçekleşiyor.
									",The troubling reason why vaccines are made too late ... if they're made at all,Seth Berkley,7:17,"Vaccines,ebola,economics,global issues,health,medicine,public health,science"
"
","
","
","
",The troubling reason why vaccines are made too late ... if they're made at all,Seth Berkley,7:17,"Vaccines,ebola,economics,global issues,health,medicine,public health,science"
"
											Sounds familiar?
											If you're thinking this is Ebola,
											actually, in this case, it's not.
											It's an extreme form of dengue fever,
a mosquito-born disease
											which also does not have
an effective therapy or a vaccine,
											and kills 22,000 people each year.
											That is actually twice
the number of people
											that have been killed by Ebola
											in the nearly four decades
that we've known about it.
											As for measles, so much
in the news recently,
											the death toll is actually tenfold higher.
											Yet for the last year,
											it has been Ebola that has stolen
all of the headlines and the fear.
									","
											¿Suena familiar?
											Si piensan que es Ébola,
											en realidad, en este caso no lo es.
											Es una forma extrema de dengue, una
enfermedad transmitida por mosquitos,
											intratable y sin una vacuna eficaz,
											y mata a 22 000 personas al año.
											Esto corresponde al doble
del número de personas
											fallecidas a causa del Ébola
											en las casi cuatro décadas
desde su descubrimiento.
											En cuanto al sarampión, tan presente
en las noticias recientemente,
											el número de muertos es
en realidad 10 veces superior.
											Sin embargo, en el último año,
											fue el Ébola quien robó los
titulares e infundió el miedo.
									","
											Parece-vos familiar?
											Se estão a pensar que se trata de Ébola,
											na verdade, neste caso, não é.
											É uma forma extrema de febre de dengue,
uma doença transmitida por um mosquito
											que também não tem
um tratamento eficaz ou vacina,
											e mata 22 000 pessoas por ano.
											Este é, na verdade, duas vezes
o número de pessoas
											que o Ébola matou
											nas quase quatro décadas 
desde que conhecemos o vírus.
											Tal como o sarampo, que tem sido
tão noticiado recentemente,
											que tem uma taxa de mortalidade
dez vezes maior.
											No entanto, no ano passao,
											foi o Ébola que roubou
toda a atenção e o medo.
									","
											Tanıdık geldi mi?
											Ebola olduğunu düşünüyorsanız
											aslında, bu durumda, o değil.
											Hiç bir etkili tedavisi veya aşısı olmayan

											ve her yıl 22.000 insanı öldüren,
											sivrisinekden gelen bir hastalık
olan dengue ateşinin son hali.
											Bu rakam, bildiğimiz kadarıyla
											yaklaşık son 40 yılda Ebola
											yüzünden ölen insan sayısının iki katı.
											Son zamanlarda haberlerde sık gördüğümüz
kızamık hastalığına gelince,
											ölenlerin sayısı on kat daha fazla.
											Fakat geçtiğimiz yıl,
											bütün manşetleri ve korkuyu 
üzerine alan Ebola oldu.
									",The troubling reason why vaccines are made too late ... if they're made at all,Seth Berkley,7:17,"Vaccines,ebola,economics,global issues,health,medicine,public health,science"
"
","
","
","
",The troubling reason why vaccines are made too late ... if they're made at all,Seth Berkley,7:17,"Vaccines,ebola,economics,global issues,health,medicine,public health,science"
"
											Clearly, there is something
deeply rooted about it,
											something which scares us
and fascinates us
											more than other diseases.
											But what is it, exactly?
											Well, it's hard to acquire Ebola,
											but if you do, the risk
of a horrible death is high.
											Why?
											Because right now, we don't have any
effective therapy or vaccine available.
									","
											Es evidente que tiene algo
que nos afecta profundamente,
											algo que nos asusta y nos fascina a la vez
más que otras enfermedades,
											¿pero qué es exactamente?
											Bueno, es difícil contraer Ébola,
											pero de hacerlo, el riesgo de
una muerte horrible es alto.
											¿Por qué?
											Porque en este momento, no contamos
con terapia ni vacuna eficaz.
									","
											Há, claramente, alguma coisa
profundamente enraizada nele,
											alguma coisa que nos assusta
e nos fascina,
											mais do que outras doenças.
											Mas, o que é exatamente?
											Bem, é difícil contrair Ébola
											mas, se isso acontecer, o risco
de uma morte atroz é elevado.
											Porquê?
											Porque, neste momento, não temos nenhum 
tratamento eficaz ou vacina disponível.
									","
											Çok açık ki, son derece
yerleşmiş bir şey var,
											bizi diğer hastalıklardan daha çok
											korkutan ve aklımızı alan birşey.
											Fakat tam olarak ne?
											Aslında, Ebola'ya yakalanmak zor,
											ama yakalanırsanız, korkunç
bir ölüm riski fazla.
											Neden?
											Çünkü şu anda, etkili bir tedavi
yöntemi veya aşımız yok.
									",The troubling reason why vaccines are made too late ... if they're made at all,Seth Berkley,7:17,"Vaccines,ebola,economics,global issues,health,medicine,public health,science"
"
","
","
","
",The troubling reason why vaccines are made too late ... if they're made at all,Seth Berkley,7:17,"Vaccines,ebola,economics,global issues,health,medicine,public health,science"
"
											And so, that's the clue.
											We may have it someday.
											So we rightfully fear Ebola,
											because it doesn't kill
as many people as other diseases.
											In fact, it's much less transmissible
than viruses such as flu or measles.
											We fear Ebola because of the fact
that it kills us and we can't treat it.
											We fear the certain inevitability
that comes with Ebola.
											Ebola has this inevitability
that seems to defy modern medical science.
									","
											Esa es la cuestión.
											Podemos tenerla algún día.
											Le tememos al Ébola, y con razón;
											y no porque mate tantas personas
como otras enfermedades.
											De hecho, es mucho menos transmisible
											que un virus como el de
la gripe o del sarampión.
											Le tememos al Ébola porque
nos mata y no podemos curarla.
											Tememos esta inevitabilidad
que viene con el Ébola.
											El Ébola tiene una inevitabilidad
que desafía a la ciencia médica moderna.
									","
											É esta explicação.
											Talvez possamos ter um dia.
											Portanto tememos o Ébola, com razão,
											mas não por matar tantas pessoas
como outras doenças.
											Na verdade, é muito menos transmissível
do que vírus como a gripe ou o sarampo.
											Tememos o Ébola porque o vírus mata-nos
e não o podemos tratar.
											Tememos a inevitabilidade 
que vem com o Ébola.
											O Ébola tem esta inevitabilidade que 
parece desafiar a ciência médica moderna.
									","
											Ve dahası, bu bir ipucu.
											Belki bir gün olabilir.
											Haklı olarak Ebola'dan korkuyoruz,
											çünkü diğer hastalıklar kadar 
insan öldürmüyor.
											İşin aslı, grip veya kızamık gibi
virüslerden daha az bulaşıcı.
											Ebola'dan, bizi öldürdüğü ve bunu
tedavi edemediğimiz için korkuyoruz.
											Ebola'nın getirdiği kesin
kaçınılmazlıktan korkuyoruz.
											Ebola'nın modern tıp bilimini aşan bir
kaçınılmazlığı var.
									",The troubling reason why vaccines are made too late ... if they're made at all,Seth Berkley,7:17,"Vaccines,ebola,economics,global issues,health,medicine,public health,science"
"
","
","
","
",The troubling reason why vaccines are made too late ... if they're made at all,Seth Berkley,7:17,"Vaccines,ebola,economics,global issues,health,medicine,public health,science"
"
											But wait a second, why is that?
											We've known about Ebola since 1976.
											We've known what it's capable of.
											We've had ample opportunity to study it
											in the 24 outbreaks that have occurred.
											And in fact, we've actually had
vaccine candidates available now
											for more than a decade.
											Why is that those vaccines
are just going into clinical trials now?
									","
											Pero un momento, ¿a qué se debe?
											Conocemos al Ébola desde 1976.
											Sabemos de lo que es capaz.
											Tuvimos muchas oportunidades de estudiarla
en los 24 brotes que se han producido.
											Y de hecho, hemos tenido
algunas vacunas como candidatas,
											disponibles desde hace más de una década.
											Entonces, ¿por qué los ensayos clínicos
están diseñándose solo ahora?
									","
											Mas, esperem um segundo, 
porque é que isso acontece?
											Conhecemos o Ébola desde 1976.
											Sabemos do que é capaz.
											Temos tido ampla oportunidade 
para o estudar
											nos 24 surtos que ocorreram até agora.
											Na verdade, tivemos propostas de vacinas
											durante mais de uma década.
											Porque é que essas vacinas só agora é que 
estão a ser sujeitas a ensaios clínicos?
									","
											Ama durun bi saniye, neden böyle?
											Ebola'yı 1976 dan beri biliyoruz.
											Neler yapabileceğini biliyoruz.
											Şimdiye kadar olan 24 salgında
											onu incelemek için çok fırsatımız vardı.
											Oysa, on yıldan fazla bir süredir
											aşı adaylarımız vardı
											Neden o aşılar klinik denemelere
şimdi giriyorlar?
									",The troubling reason why vaccines are made too late ... if they're made at all,Seth Berkley,7:17,"Vaccines,ebola,economics,global issues,health,medicine,public health,science"
