en,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,12:05,"art,ancient world,anthropology,history,Europe,humanity,invention,writing,language,science,TED Fellows,communication,science and art,visualizations"
"
											There's something about caves —
											a shadowy opening in a limestone
cliff that draws you in.
											As you pass through the portal
between light and dark,
											you enter a subterranean world —
											a place of perpetual gloom,
of earthy smells, of hushed silence.
									","
											Mağaralarla ilgili bir şey vardır —
											bir kireç taşı kayalığındaki gölgeli bir 
açılış sizi içerisine çeker.
											Aydınlık ve karanlığın arasındaki 
kapıdan geçtiğinizde,
											bir yer altı dünyasına girersiniz —
											ebedî kasvetin, yeryüzünün kokularının ve 
dingin bir sessizliğin mekânıdır.
									","
											Les grottes ont un charme particulier :
											une ouverture ténébreuse, 
dans une falaise, qui vous attire.
											En franchissant ce portail
entre la lumière et les ténèbres,
											vous entrez dans un monde souterrain :
											un lieu d'obscurité perpétuelle,
d'odeurs terreuses, de silence.
									","
											Höhlen haben
etwas Besonderes an sich —
											ein geheimnisvoller Eingang in einer 
Felswand, der einen förmlich hineinzieht.
											Wenn man über die Schwelle
zwischen Licht und Dunkelheit geht,
											betrittt man eine unterirdische Welt,
											einen Ort ewiger Finsternis, voll
erdiger Gerüche und gedämpfter Stille.
									",Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,12:05,"art,ancient world,anthropology,history,Europe,humanity,invention,writing,language,science,TED Fellows,communication,science and art,visualizations"
"
","
","
","
",Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,12:05,"art,ancient world,anthropology,history,Europe,humanity,invention,writing,language,science,TED Fellows,communication,science and art,visualizations"
"
											Long ago in Europe,
											ancient people also entered
these underground worlds.
											As witness to their passage,
											they left behind mysterious
engravings and paintings,
											like this panel of humans, triangles
and zigzags from Ojo Guareña in Spain.
											You now walk the same path
as these early artists.
											And in this surreal, otherworldly place,
											it's almost possible to imagine
											that you hear the muffled footfall
of skin boots on soft earth,
											or that you see the flickering of a torch
around the next bend.
									","
											Bir zamanlar Avrupa'da,
											antik insanlar da bu yer altı 
dünyalarına girdiler.
											Ziyaretlerine kanıt olarak da
											arkalarında gizemli gravürler ve 
çizimler bıraktılar,
											İspanya'daki Ojo Guareña'daki insanlar, 
üçgenler ve zigzagların panosu gibi.
											Şimdi sizler de bu ilk sanatçıların 
gittiği yoldan yürüyorsunuz.
											Bu gerçeküstü, uhrevi yerde, 
yumuşak yerdeki deri çizmelerin
											sessiz ayak seslerini duyduğunuzu
											veya kenardaki kıvrımın çevresinde
bir meşalenin titreyen ışığını
											gördüğünüzü hayal etmeniz
neredeyse mümkündür.
									","
											Il y a longtemps, en Europe,
											d’anciens peuples sont eux aussi 
entrés dans ces mondes souterrains.
											Comme preuve de leur passage,
											ils ont laissé derrière eux
de mystérieuses gravures et peintures,
											comme des humains, des triangles et 
des zigzags, à Ojo Guareña en Espagne.
											Vous marchez maintenant sur le même
chemin que ces premiers artistes.
											Et dans ce lieu surréel
et hors du commun,
											il est presque possible d'imaginer
											entendre le bruit étouffé
des bottes en peau sur la terre molle,
											ou voir le scintillement
d'une torche au prochain tournant.
									","
											Vor langer Zeit in Europa
											haben urzeitliche Völker auch diese
unterirdischen Welten betreten.
											Um ihre Durchreise zu bezeugen,
											hinterließen sie geheimnisvolle
Gravuren und Malereien,
											wie dieses Bild von Menschen, Dreiecken 
und Zickzack aus Ojo Guareña in Spanien.
											Man folgt nun genau dem Pfad
dieser frühen Künstler.
											An diesem surrealen und fernen Ort
											kann man beinahe
											die gedämpften Schritte von Fellstiefeln
auf der weichen Erde hören
											oder das Flackern einer Fackel
hinter der nächsten Ecke sehen.
									",Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,12:05,"art,ancient world,anthropology,history,Europe,humanity,invention,writing,language,science,TED Fellows,communication,science and art,visualizations"
"
","
","
","
",Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,12:05,"art,ancient world,anthropology,history,Europe,humanity,invention,writing,language,science,TED Fellows,communication,science and art,visualizations"
"
											When I'm in a cave,
											I often find myself wondering
what drove these people to go so deep
											to brave dangerous and narrow
passageways to leave their mark?
											In this video clip,
											that was shot half a kilometer,
or about a third of a mile, underground,
											in the cave of Cudon in Spain,
											we found a series
of red paintings on a ceiling
											in a previously unexplored
section of the cave.
											As we crawled forward, military-style,
with the ceiling getting ever lower,
											we finally got to a point
where the ceiling was so low
											that my husband
and project photographer, Dylan,
											could no longer achieve focus
on the ceiling with his DSLR camera.
											So while he filmed me,
											I kept following the trail of red paint
with a single light
											and a point-and-shoot camera
that we kept for that type of occasion.
											Half a kilometer underground.
									","
											Bir mağaradayken,
											sıklıkla kendimi insanları izlerini 
bırakmak için bu kadar derine inerek
											tehlikeli ve dar yerlerden 
geçme cesaretini
											göstermeye iten sebebi düşünürken bulurum.
											Yarım kilometre veya
											üçte bir mil kadar yerin altında,
İspanya'daki Cudon mağarasında
											çekilen bu video klipte,
											mağaranın daha önce keşfedilmemiş
											bir kısmının tavanında bir seri 
kırmızı boyama bulduk.
											Giderek alçalan tavanla birlikte 
ileriye doğru askerî stilde süründük,
											sonunda öyle bir noktaya geldik ki 
eşim ve projenin fotoğrafçısı Dylan
											tavan çok alçak olduğu için
											DSLR kamerasının tavan üzerinde
odaklanma ayarını artık yapamadı.
											Bu nedenle o beni filme alırken,
											tek bir ışık ve bu işler için 
sakladığımız kompakt kamera ile
											kırmızı boyanın izlerini 
takip etmeye devam ettim.
											Yarım kilometre yer altında.
									","
											Quand je suis dans une caverne,
											je me demande souvent ce qui a poussé
ces hommes à descendre aussi profondément,
											à braver des chemins dangereux
et étroits pour laisser leur trace.
											Dans cette vidéo,
											filmée à un demi-kilomètre, 
ou à un tiers d'un mile, sous terre,
											dans la caverne de Cudón en Espagne,
											on a trouvé des peintures rouges
sur un plafond
											dans une section alors inexplorée
de la caverne.
											Alors que nous rampions à la militaire,
le plafond se faisant de plus en plus bas,
											nous sommes finalement arrivés
au point où le plafond était si bas
											que mon mari et
photographe du projet, Dylan,
											ne pouvait plus régler l'objectif
de son appareil photo reflex numérique.
											Alors pendant qu'il me filmait,
											j'ai continué en suivant la piste de la
peinture rouge avec une seule lumière
											et un appareil-photo compact que
nous gardions pour ce genre d'occasions.
											Un demi-kilomètre sous terre.
									","
											Wenn ich in einer Höhle bin,
											frage ich mich oft, was die Menschen dazu
getrieben hat, so tief hinein zu gehen,
											den gefährlichen und engen Gängen zu
trotzen, um ihre Spuren zu hinterlassen.
											In diesem Video,
											das einen halben Kilometer unter der Erde
											in der Cudon-Höhle in Spanien
gedreht wurde,
											fanden wir eine Reihe roter Malereien
											an der Decke eines zuvor
unerforschten Abschnitts der Höhle.
											Während wir weiter in die Höhle krochen,
und die Decke immer niedriger wurde,
											erreichten wir schließlich einen Punkt,
wo die Decke so niedrig war,
											dass — mein Mann war
auch dabei — Projektfotograf Dylan
											mit seiner Spiegelreflexkamera nicht mehr
auf die Decke scharf stellen konnte.
											Während er mich also filmte,
											folgte ich der Spur der roten Malereien
mit einer Lampe
											und einer Kompaktkamera, die wir
für solche Fälle dabei hatten.
											Fünfhundert Meter unter der Erde.
									",Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,12:05,"art,ancient world,anthropology,history,Europe,humanity,invention,writing,language,science,TED Fellows,communication,science and art,visualizations"
"
","
","
","
",Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,12:05,"art,ancient world,anthropology,history,Europe,humanity,invention,writing,language,science,TED Fellows,communication,science and art,visualizations"
"
											Seriously.
											What was somebody doing down there
with a torch or a stone lamp?
									","
											Gerçekten.
											Birisi bir meşale veya bir taş lamba
ile aşağıda ne yapıyor olabilir?
									","
											Sérieusement.
											Que venaient-ils faire aussi bas
avec une torche ou une lanterne ?
									","
											Im Ernst.
											Was hat jemand da unten mit einer 
Fackel oder Steinlampe gemacht?
									",Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,12:05,"art,ancient world,anthropology,history,Europe,humanity,invention,writing,language,science,TED Fellows,communication,science and art,visualizations"
"
","
","
","
",Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,12:05,"art,ancient world,anthropology,history,Europe,humanity,invention,writing,language,science,TED Fellows,communication,science and art,visualizations"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Gelächter)
									",Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,12:05,"art,ancient world,anthropology,history,Europe,humanity,invention,writing,language,science,TED Fellows,communication,science and art,visualizations"
