en,es,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
","
",Claws vs. nails,Matthew Borths,4:54,"animation,TED-Ed,education,evolution,animals,human origins,biology,human body,science"
"
											Consider the claw.
											Frequently found on four-limbed 
animals around the world,
											it’s one of nature’s most 
versatile tools.
											Bears use claws for digging 
as well as defense.
											An eagle’s needle-like talons can pierce 
the skulls of their prey.
											And lions can retract their massive claws 
for easy movement,
											before flicking them out to hunt.
											Even the ancestors of primates used to 
wield these impressive appendages,
											until their claws evolved into nails.
											So what in our evolutionary past led to 
this manicured adaptation,
											and what can nails do that their 
sharper cousins can’t?
									","
											Considera la garra.
											Animales cuadrúpedos de todo
el mundo suelen tener garras,
											una de las herramientas
más versátiles de la naturaleza.
											Los osos usan las garras tanto
para cavar como para defenderse.
											Las garras con forma de aguja del águila
pueden perforar el cráneo de sus presas.
											Y los leones pueden retraer sus masivas 
garras para facilitar el movimiento,
											antes de sacarlas para cazar.
											Incluso los ancestros de los primates
											solían blandir estos
impresionantes apéndices,
											hasta que sus garras evolucionaron a uñas.
											Entonces, ¿qué en nuestro pasado evolutivo
llevó a esta cuidada adaptación
											y qué pueden hacer las uñas
que sus filosas primas no?
									","
											Les griffes.
											De nombreux animaux
à quatre pattes dans le monde en ont.
											C’est un des outils les plus
polyvalents de la nature.
											Les ours utilisent leurs griffes
pour creuser la terre et pour se défendre.
											Les aigles percent le crâne de leur proie
avec leurs serres aiguisées.
											Les lions peuvent rétracter leurs immenses
griffes pour se mouvoir plus aisément
											avant de les déployer pour chasser.
											Mêmes les ancêtres des primates étaient
munis de ces appendices impressionnants
											jusqu’à leur évolution en ongle.
											Qu’est-ce qui a causé dans notre évolution
cette adaptation au bout de nos doigts ?
											Que font les ongles que les griffes
ne font pas ?
									","
											Reparem numa garra.
											Encontra-se frequentemente
em quadrúpedes do mundo inteiro.
											É uma das ferramentas
mais versáteis da Natureza.
											Os ursos usam as garras
para escavar e para se defenderem.
											As garras das águias, como agulhas,
podem furar o crânio da sua presa.
											Os leões podem retrair as suas garras
poderosas para se moverem mais facilmente,
											antes de as exibirem para caçar.
											Os antepassados dos primatas brandiam
esses apêndices impressionantes,
											até as garras evoluírem em unhas.
											Então, o que causou na nossa evolução
esta adaptação na ponta dos dedos?
											O que fazem as unhas
que as garras mais afiadas não fazem?
									","
											Pençeleri bir düşünün.
											Tüm dünyada çoğunlukla 
dört uzuvlu hayvanlarda bulunur,
											doğanın en çok yönlü aletlerinden biri.
											Ayılar pençelerini hem kazmak için
hem de savunma için kullanırlar.
											Bir kartalın iğne uçlu pençeleri,
avının kafatasını delip geçebilir.
											Aslanlar devasa pençelerini avlanmak için
ani bir şekilde hareket ettirmeden önce
											kolay hareket etmek için
onları geri çekebilir.
											Primatların ataları bile pençeleri
evrim geçirip tırnaklara dönüşene dek
											bu etkileyici uzuvları
ustalıkla kullanırlardı.
											Peki evrimsel geçmişimizde
bu manikürlü adaptasyona neden olan ne?
											Tırnaklar daha keskin kuzenlerinin 
yapamadığı neyi yapabilirler?
									",Claws vs. nails,Matthew Borths,4:54,"animation,TED-Ed,education,evolution,animals,human origins,biology,human body,science"
"
","
","
","
","
",Claws vs. nails,Matthew Borths,4:54,"animation,TED-Ed,education,evolution,animals,human origins,biology,human body,science"
"
											When nails first appeared in the fossil 
record around 55.8 million years ago,
											claws had already been present for 
over 260 million years
											in the ancestors of mammals and reptiles.
											But despite the gulf of time between 
their emergence,
											these adaptations are both part of the 
same evolutionary story.
											Both nails and claws are made of keratin—
											a tough, fibrous protein also found in 
horns, scales, hooves and hair.
											This protein is produced by a wedge of 
tissue called the keratin matrix.
											Rich in blood vessels and nutrients,
											this protein factory produces an 
endless stream of keratin,
											which is tightly packed into cells 
called keratinocytes.
											These high-density cells give nails and 
claws their trademark toughness.
									","
											Cuando las uñas aparecieron
por primera vez en el registro fósil
											hace alrededor de 55,8 millones de años,
											las garras ya habían estado presentes
por más de 260 millones de años
											en los ancestros de mamíferos y reptiles.
											Pero a pesar del abismo de tiempo
entre su surgimiento,
											estas adaptaciones son parte
de la misma historia evolutiva.
											Tanto las uñas como las garras
están hechas de queratina,
											una resistente y fibrosa proteína
											también encontrada en cuernos,
escamas, pezuñas y cabello.
											Esta proteína es producida por una parte
del tejido llamada ""matriz de queratina"".
											Rica en vasos sanguíneos y nutrientes,
											esta fábrica de proteínas produce
un flujo inagotable de queratina,
											que está fuertemente empaquetado
en celdas llamadas ""queratinocitos"".
											Estas células de alta densidad
											dan a las uñas y garras
su dureza característica.
									","
											Au moment de l’apparition des ongles
											sur des fossiles
vieux de 55,8 millions d’années,
											les griffes existaient déjà
depuis plus de 260 millions d’années
											chez les ancêtres des mammifères
et des reptiles.
											En dépit du gouffre temporel
qui sépare leur émergence,
											ces adaptations font partie
de la même évolution.
											Les ongles et les griffes sont
constitués de kératine,
											une protéine solide et fibreuse
											que l’on trouve aussi dans les cornes,
les écailles, les sabots et les cheveux.
											Cette protéine est produite
par des tissus appelés matrice.
											Riche en vaisseaux sanguins et nutriments,
											la matrice est une usine à protéines
qui produit un flux incessant de kératine,
											stockée dans des cellules
nommées kératinocytes.
											La densité de ces cellules confère
aux ongles et aux griffes leur solidité.
									","
											Quando as unhas apareceram
em fósseis com 55,8 milhões de anos,
											as garras já existiam
há mais de 260 milhões de anos
											nos antepassados
dos mamíferos e dos répteis.
											Apesar do abismo temporal
que separa o seu aparecimento,
											estas adaptações fazem parte
da mesma história da evolução.
											As unhas e as garras
são formadas por queratina,
											uma proteína sólida e fibrosa
											que se encontra também nos cornos,
nas escamas, nos cascos e nos cabelos.
											Esta proteína é produzida por um tecido
chamado a matriz da queratina.
											Rica em vasos sanguíneos e nutrientes,
											esta fábrica de proteínas produz
um fluxo incessante de queratina
									","
											Tırnaklar fosil kalıntılarında
yaklaşık 55,8 milyon yıl önce
											ilk kez ortaya çıktığında
pençeler çoktan 260 milyon yıldan fazladır
											memelilerin ve sürüngenlerin
atalarında bulunuyordu.
											Ama ortaya çıkışları arasındaki
zaman uçurumuna rağmen
											bu adaptasyonlar aynı evrimsel
hikâyenin parçalarını oluşturuyorlar.
											Hem tırnaklar hem pençeler
keratinden oluşur, keratin ayrıca
											boynuzlarda, balık pullarında, toynaklarda
ve saçta bulunan sert ve ipliksi protein.
											Bu protein keratin matris denen 
bir sürü dokudan üretilir.
											Kan damarlarında ve besinlerde zengin olan
											bu protein fabrikası 
sonsuz bir keratin akımı üretir,
											keratinosid denen hücrelere
sıkı sıkı sıkıştırılmış durumdadırlar.
											Yüksek yoğunluklu hücreler tırnak
ve pençeye kendine has sertliği verir.
									",Claws vs. nails,Matthew Borths,4:54,"animation,TED-Ed,education,evolution,animals,human origins,biology,human body,science"
"
","
","
","
","
",Claws vs. nails,Matthew Borths,4:54,"animation,TED-Ed,education,evolution,animals,human origins,biology,human body,science"
"
											Since nails evolved from claws,
											both adaptations produce keratinocytes 
in the same way.
											The cells grow out from the matrix,
											emerging from the skin where they die 
and harden into a water-resistant sheath.
											The primary difference between the 
two keratin coverings
											is really just their shape,
											which depends on the shape of the bone 
at the end of the animal’s digits.
											In claws, the bed of keratinocytes 
conforms to a narrow finger bone,
											wrapping around the end of the digit 
and radiating outwards
											to form a cone-shaped structure.
											Animals with nails, on the other hand, 
have much broader digits,
											and keratinocytes only cover the top 
surface of their wide bones.
									","
											Como las uñas evolucionaron de las garras,
											ambas adaptaciones producen
queratinocitos de la misma manera.
											Las células crecen de la matriz,
emergen de la piel donde mueren
											y se endurecen formando
una cubierta resistente al agua.
											La primordial diferencia
entre las dos cubiertas de queratina
											es en realidad solamente su forma,
											que depende de la forma del hueso
al final de los dedos del animal.
											En las garras, el lecho de queratinocitos
se ajusta a una falange angosta,
											envolviéndose al final del dedo
e irradiando hacia afuera
											para formar una estructura
en forma de cono.
											Por otro lado, los animales con uñas
tienen dedos mucho más anchos,
											y los queratinocitos solo cubren
la parte superior de los huesos anchos.
									","
											Comme les ongles sont
une évolution des griffes,
											les deux adaptations produisent
des kératinocytes de la même façon.
											Les cellules croissent depuis la matrice.
											En émergeant de la peau,
											elles meurent et durcissent
en une protection imperméable.
											La différence principale entre
les deux protections de kératine
											est leur forme,
											qui dépend de la forme des os
aux extrémités des doigts des animaux.
											La base des kératinocytes se moule
sur des os fins avec des griffes,
											enveloppant les terminaisons des doigts
avant de s’étirer vers l’extérieur
											et de former une structure
en forme de cône.
											Les animaux ongulés ont
toutefois des doigts plats
											et les kératinocytes couvrent simplement
la surface de leurs larges os.
									","
											que é armazenada em células
chamadas queratinócitos.
											A alta densidade destas células confere
às unhas e às garras a sua solidez.
											Como as unhas são uma evolução das garras,
											as duas adaptações produzem
queratinócitos do mesmo modo.
											As células crescem a partir da matriz,
emergindo da pele,
											onde morrem e endurecem
numa proteção impermeável.
											A diferença principal
entre as duas proteções de queratina
											é apenas a sua forma
											que depende da forma do osso
na extremidade dos dedos dos animais.
											Nas garras, a base dos queratinócitos 
modela-se num osso fino do dedo,
											envolvendo a terminação do dedo
e alongando-se para o exterior
									","
											Tırnaklar pençelerden 
evrildiklerinden dolayı
											her iki adaptasyon da 
keratinosidi aynı şekilde üretir.
											Hücreler matristen büyürler,
											öldükleri deriden ortaya çıkıp su geçirmez
bir kılıf şeklinde sertleşirler.
											İki keratin kaplama arasındaki ana fark
											aslında sadece şekilleri,
											bu şekilleri de hayvanların parmaklarının
ucundaki kemiğin şekline bağlıdır.
											Pençelerde keratinosidlerin yatağı
dar bir parmak kemiğine uyar,
											parmak ucunun etrafını sarmalar
											ve koni şekilli bir yapı
oluşturmak için dışarı doğru yayılır.
											Öte yandan, tırnakları olan hayvanların
çok daha geniş parmakları bulunur
											ve keratinosidler geniş kemiklerinin 
sadece üst yüzeyini kaplar.
									",Claws vs. nails,Matthew Borths,4:54,"animation,TED-Ed,education,evolution,animals,human origins,biology,human body,science"
"
","
","
","
","
",Claws vs. nails,Matthew Borths,4:54,"animation,TED-Ed,education,evolution,animals,human origins,biology,human body,science"
"
											It’s possible that nails have simply 
persisted as a side effect
											of primates evolving wider, 
more dexterous fingers.
											But given what we know about the 
habitats of our primate ancestors,
											it’s more likely that nails came with 
their own powerful advantages.
									","
											Es posible que las uñas simplemente
hayan persistido como un efecto secundario
											de primates que desarrollaron
dedos más anchos y diestros.
											Pero dado lo que sabemos del hábitat
de nuestros ancestros primates,
											es más probable que las uñas tuvieron
sus propias ventajas poderosas.
									","
											Il est possible que les ongles
aient subsisté, comme un collatéral,
											chez les primates alors que les doigts
évoluaient vers plus de dextérité.
											Mais nos connaissances sur l’habitat
de nos ancêtres primates
											nous font penser que les ongles
leur ont apporté des avantages importants.
									","
											formando uma estrutura
em forma de cone.
											Os animais com unhas, por outro lado,
têm dedos muito mais largos
											e os queratinócitos só cobrem
a superfície dos ossos largos.
											É possível que as unhas tenham subsistido,
como um colateral, nos primatas.
									","
											Tırnaklar, muhtemelen
primatların fazla evrimleşip
											becerikli parmaklara sahip olmalarının
bir yan etkisi olarak soylarını sürdürdü.
											Ama primat atalarımızın doğal ortamları
hakkında bildiklerimiz göz önüne alınırsa
											tırnakların kendi güçlü avantajlarıyla
ortaya çıktıkları daha muhtemel.
									",Claws vs. nails,Matthew Borths,4:54,"animation,TED-Ed,education,evolution,animals,human origins,biology,human body,science"
"
","
","
","
","
",Claws vs. nails,Matthew Borths,4:54,"animation,TED-Ed,education,evolution,animals,human origins,biology,human body,science"
"
											High in the forest canopy where 
these primates lived,
											wide finger bones and expansive 
finger pads were ideal
											for gripping narrow branches.
											And nails improved that grip even further.
											By providing a rigid surface 
to press against,
											primates could splay out their pads to 
create even more contact with the trees.
											Additionally, nails improved the 
sensitivity of their digits
											by providing an extra surface to detect 
changes in pressure while climbing.
											This combination of sensitivity 
and dexterity
											gave our ancestors the precise motor 
control needed to snatch up insects,
											pinch berries and seeds, and keep a 
firm grip on slim branches.
											The evolution of nails and the evolution 
of opposable thumbs and toes
											are closely linked.
											And when our ancestors moved 
down from the trees,
											this flexible grasp enabled them to create
and wield complex tools.
									","
											En lo alto del dosel arbóreo
en donde estos primates vivieron,
											los huesos anchos
y las yemas de los dedos amplias
											eran ideales para agarrar ramas estrechas.
											Y las uñas mejoraron aún más ese agarre.
											Al proporcionar una superficie
rígida para presionar,
											los primates podían extender sus yemas
											para crear aún más
contacto con los árboles.
											Adicionalmente, las uñas mejoraron
la sensibilidad de los dedos
											al proporcionar una superficie extra para 
detectar cambios en la presión al escalar.
											Esta combinación
de sensibilidad y destreza
											dio a nuestros ancestros
el control motor preciso y necesario
											para atrapar insectos,
pellizcar bayas y semillas,
											y mantener un agarre
firme en ramas delgadas.
											La evolución de las uñas y la evolución 
de pulgares y dedos oponibles
											están estrechamente vinculadas.
											Y cuando nuestros ancestros
abandonaron los árboles,
											este agarre flexible les permitió crear
y manejar herramientas complejas.
									","
											Ces primates vivaient dans les forêts
											où des phalanges larges et des paumes
élargies s’avéraient idéales
											pour s’accrocher à des branches étroites.
											Les ongles ont amélioré cette capacité.
											En effet, munis d’une surface rigide
sur laquelle s'appuyer,
											les primates ont pu déployer leurs paumes
											pour avoir un meilleur
contact avec les arbres.
											De plus, les ongles améliorent
la sensibilité du toucher avec les doigts
											grâce à leur surface supplémentaire
											pour détecter les changements
de pression en grimpant.
											La combinaison de la sensibilité
et de la dextérité
											a donné à nos ancêtres le contrôle
moteur précis pour attraper des insectes,
											cueillir des baies et des graines
tout en s’accrochant fermement aux arbres.
											L’évolution des ongles associée à celle
de la position des pouces et des orteils
											sont étroitement liées.
											Quand nos ancêtres
sont descendus des arbres,
											cette habileté leur a permis de créer
une grande variété d’outils.
									","
											enquanto os dedos evoluíam
para uma maior destreza.
											Mas o nosso conhecimento sobre o habitat
dos primatas nossos antepassados
											é mais provável que as unhas
lhes tenham dado vantagens importantes.
											Esses primatas viviam no topo
das árvores das florestas
											onde as falanges largas e a superfície
larga dos dedos eram ideais
											para se agarrarem a ramos estreitos.
											As unhas melhoraram essa capacidade.
											Com efeito, proporcionando
uma superfície rígida, em que se apoiavam,
											os primatas puderam desenvolver
a superfície dos dedos
											para terem um melhor contacto
com as árvores.
											Além disso, as unhas melhoraram
a sensibilidade dos dedos
											graças à sua superfície suplementar
											que detetava melhor as mudanças
de pressão, enquanto trepavam.
											A combinação da sensibilidade
com a destreza,
											deu aos nossos antepassados o controlo
motor necessário para apanhar insetos,
									","
											Orman örtüsünde yaşayan
yüksek sayıdaki bu primatların
											geniş parmak kemikleri
ve devasa parmak tabanları
											ince dalları yakalamak için uygundu.
											Tırnaklar da bu tutuşu daha da geliştirdi.
											Bastırmak için sert bir zemin bularak
											primatlar ağaçlara daha fazla ulaşabilmek
adına ayak tabanlarını açabilirdi.
											Ayrıca, tırnaklar tırmanma sırasındaki
basınç değişikliklerini saptamak için
											ekstra zemin alanı sağlayarak
parmaklarının hassasiyetini geliştirdi.
											Hassasiyet ile el becerisinin kombinasyonu
											atalarımıza böcekleri, böğürtlenleri
ve tohumları yakalamak için
											hassas motor becerisi ile ince dalları
sımsıkı kavramalarını sağladı.
											Tırnakların evrimi ile karşı konulabilir
baş parmak ve ayak parmakları
											birbirleriyle yakından bağlantılı.
											Atalarımız ağaçlardan indikleri zaman
											bu esnek beceri karmaşık araçlar yaratıp
onları ustalıkla kullanmalarını sağladı.
									",Claws vs. nails,Matthew Borths,4:54,"animation,TED-Ed,education,evolution,animals,human origins,biology,human body,science"
