en,fr,tr,title,speaker,duration,tags
"
","
","
",Activism needs introverts,Sarah Corbett,13:57,"activism,community,art,creativity,social change,society,TEDx,introvert"
"
											A few years ago, about seven years ago,
											I found myself hiding
in a festival toilet,
											a music festival toilet,
											and if anyone's been to a music festival,
											yeah, you'll know that by the third day,
											it's pretty nasty.
											I was standing in the toilet
because I couldn't even sit down,
											because the toilet roll had run out,
											there was mud everywhere,
											and it smelled pretty bad.
											And I stood there thinking,
											""What am I doing?
I don't even need the toilet.""
									","
											Il y a quelques années, environ sept ans,
											je me suis retrouvée à me cacher
dans les toilettes d'un festival,
											les toilettes d'un festival de musique,
											et si vous avez déjà été
à un festival de musique,
											vous savez que le troisième jour,
											c'est assez dégoûtant.
											J'étais debout dans les toilettes
car je ne pouvais pas m'asseoir
											car il n'y avait plus de papier toilette,
											il y avait de la boue partout
											et ça sentait plutôt mauvais.
											Je me tenais là et je pensais :
											« Qu'est-ce que je fais là ?
Je n'en ai même pas besoin. »
									","
											Birkaç yıl önce, yaklaşık yedi yıl önce,
											kendimi bir festivalin
tuvaletinde saklanırken buldum,
											bir müzik festivalinin tuvaletiydi
											ve bir müzik festivaline gittiyseniz,
											evet, üçüncü gün bunu anlarsınız,
											oldukça pistir.
											Tuvalette ayakta duruyordum,
çünkü oturamadım bile,
											çünkü tuvalet kağıdı düşmüş,
											her yerde çamur vardı
											ve çok kötü kokuyordu.
											Orada durdum ve düşündüm,
											""Ne yapıyorum?
Tuvalete ihtiyacım bile yok ki.""
									",Activism needs introverts,Sarah Corbett,13:57,"activism,community,art,creativity,social change,society,TEDx,introvert"
"
","
","
",Activism needs introverts,Sarah Corbett,13:57,"activism,community,art,creativity,social change,society,TEDx,introvert"
"
											But the reason I went
											was because I was volunteering
for a large charity on climate justice,
											and it was seven years ago,
											when lots of people didn't believe
in climate change,
											people were very cynical about activism,
											and my role, with all of my teammates,
											was to get people to sign petitions
on climate justice
											and educate them
a bit more about the issue.
											And I cared deeply about climate change
and lots of inequality,
											so I'd go and I'd talk to lots of people,
											which made me nervous
and drained me of energy,
											but I did it because I cared,
											but I would hide in the toilets,
because I'd be exhausted,
											and I didn't want my teammates
doubting my commitment to the cause,
											thinking that I was slacking.
											And we'd go and meet
at the end of our shift,
											and we'd count how many petitions
had been signed,
											and often I'd win the amount
of petitions signed
											even though I had
my little breaks in the toilet.
									","
											J'y suis allée
											car j'étais bénévole pour une grande
ONG pour la justice climatique.
											C'était il y a sept ans,
											beaucoup ne croyaient pas
au changement climatique,
											les gens étaient cyniques
quant à l'activisme
											et notre rôle, à mes équipiers et moi,
											était de faire signer des pétitions
sur la justice climatique
											et d'éduquer un peu plus
les gens sur le sujet.
											Le changement climatique et beaucoup
d'autres inégalités m'importaient
											alors je parlais à beaucoup de gens,
											ce qui me rendait nerveuse
et drainait mon énergie.
											Je le faisais car cela m'importait
											mais je me cachais dans les toilettes
car j'étais épuisée
											et que je ne voulais pas que mes équipiers
doutent de mon engagement pour la cause
											et pensent que je me laissais aller.
											Nous nous réunissions ensuite
											et comptions combien de pétitions
avaient été signées
											et j'avais souvent le plus
de pétitions signées,
											même en faisant de petites pauses
dans les toilettes.
									","
											Fakat, gitmemin nedeni,
											iklim adaleti üzerine büyük bir
hayır işi için gönüllü olmuştum
											ve bu yedi yıl önce, çoğu insan
											iklim değişimine inanmadığı,
insanların aktivizm
											konusunda çok şüpheci oldukları zamandı
											ve benim rolüm, takım arkadaşlarımla,
											insanlardan iklim adaleti
dilekçeleri için imza toplamak
											ve konu hakkında onları biraz eğitmekti.
											İklim değişimi ve birçok eşitsizlik
konusunda endişeliydim,
											gidip bir sürü insanla konuşacaktım,
											fakat bu beni gerginleştirdi
ve enerjim tükendi
											ama yaptım, çünkü endişeliydim,
											fakat yorgun olduğum için
tuvaletlere saklanıyordum
											ve takım arkadaşlarımın bağlılığımdan
şüphe etmemelerini, kaytardığımı
											düşünmelerini istemiyordum.
											Vardiya sonunda gidip buluşuyorduk
											ve kaç dilekçe imzalandığını sayıyorduk
											ve tuvaletlerdeki küçük molalarıma rağmen
											genelde en yüksek sayıyla ben kazanırdım.
									",Activism needs introverts,Sarah Corbett,13:57,"activism,community,art,creativity,social change,society,TEDx,introvert"
"
","
","
",Activism needs introverts,Sarah Corbett,13:57,"activism,community,art,creativity,social change,society,TEDx,introvert"
"
											But I was always very jealous
of the other activists,
											because either they had
the same amount of energy
											as they had when they began the shift
of getting people to sign petitions,
											or often they had more energy,
											and they'd be really excited about
going to watch the bands in the evening
											and having a dance.
											And even if I loved the bands,
											all I wanted to do was to go back
to my tent and have a sleep,
											because I'd just feel
completely wiped out,
											and I was really jealous of people
that had the energy
											to go and party hard at the festivals.
											But it also made me really angry,
as well, inside.
											I thought, ""This isn't fair,
I'm an introvert,
											and all of the offline campaigning
seems to be favoring extroverts.""
											I would go on marches which drained me.
											That was the other option.
											Or I'd go and join campaigns
outside embassies or shops.
											The only thing that was on offer
was around lots of people,
											it was very loud activism,
											it always involved lots of people,
it was performing.
											None of it was for introverts,
											and I not only thought
that that wasn't fair,
											because a third to a half
of the world's population are introverts,
											which isn't fair on them,
because we burn out,
											or we'd be put off
by activism and not do it,
											and everyone needs to be
an activist in this world.
											And also, I didn't think
it was particularly clever,
											but I could see that a lot
of the activism that worked
											wasn't only extrovert activism.
											It wasn't only the loud stuff.
											It wasn't about people
performing all the time.
											A lot of the work that was needed
was in the background,
											was hidden, wasn't seen.
									","
											Mais j'étais toujours très jalouse
des autres activistes
											car ils avaient autant d'énergie
											qu'au début de la période passée
à faire signer des pétitions aux gens
											ou, souvent, ils avaient plus d'énergie
											et s'enthousiasmaient à l'idée
de voir les groupes dans la soirée
											et d'aller danser.
											Même si j'adorais les groupes,
											tout ce que je voulais faire
était retourner dans ma tente et dormir
											car je me sentais exténuée.
											J'étais très jalouse des gens
qui avaient l'énergie
											de faire la fête dans les festivals.
											Au fond de moi, cela me mettait
également très en colère.
											Je pensais : « Ce n'est pas juste,
je suis introvertie
											et toutes les campagnes hors-ligne
semblent favoriser les extravertis. »
											Je participais à des marches
qui m'épuisaient.
											C'était l'autre option.
											Ou je me joignais à des campagnes
devant des ambassades ou magasins.
											Les seules opportunités
étaient avec plein de gens,
											c'était un activisme très bruyant,
											qui impliquait beaucoup de gens,
c'était une performance.
											Rien de cela n'était pour les introvertis
											et je pensais que, non seulement
ce n'était pas juste,
											car entre un tiers et la moitié
de la population mondiale est introvertie,
											ce qui n'est pas juste,
car soit nous nous épuisons
											soit l'activisme nous décourage,
et nous ne participons pas.
											Or tout le monde devrait être
un activiste dans ce monde.
											Je ne trouvais pas cela
particulièrement malin,
											mais une grande partie
de l'activisme qui fonctionnait
											n'était pas uniquement extraverti.
											Ce n'était pas toujours le bruyant,
											les gens se donnant en spectacle.
											Beaucoup du travail nécessaire
était en coulisses,
											était caché, n'était pas vu.
									","
											Fakat diğer aktivistleri
hep çok kıskanırdım,
											çünkü vardiya bittiğinde,
başladıkları zamanki
											enerjiye yine sahip olurlardı
ya da daha fazla enerjiyle
											vardiyayı bitirirlerdi
											ve akşamüstü grupları izleme
ve dans etme konusunda da
											heyecanlı olurlardı.
											Ben grupları sevsem bile
											tek yapmak istediğim
çadırıma gidip uyumaktı,
											çünkü bitap düşmüş hissediyordum
											ve festivallerde partilere
katılma enerjisine sahip
											insanları gerçekten kıskanıyordum.
											Bu ayrıca beni kızdırıyordu,
tabii ki içten içe.
											Şöyle düşündüm,
""Bu adil değil, ben içe kapanığım
											ve çevrimdışı mücadele,
dışa dönük olanları destekliyor gibiydi.""
											Beni güçsüzleştiren marşlara gidebilirdim.
											Bu diğer seçenekti.
											Büyükelçilik veya dükkanların dışındaki
kampanyalara katılabilirdim.
											Sunulan tek imkan, etrafta
bir sürü insanın olmasıydı,
											yüksek sesli bir aktivizmdi bu,
											birçok insan dâhil oluyordu
ve gösteri işiydi.
											Hiçbiri içe kapanıklar için değildi
											ve ben yalnızca bunun
adil olmadığını düşünmüyordum,
											çünkü dünya nüfusunun
üçte biri veya yarısı içe kapanık,
											bu onlar için adil değil,
çünkü aktivizm bizi yıpratıyor
											ya da hevesimizi kırıyor,
biz de dâhil olmuyoruz
											ve dünyada herkesin
aktivist olması gerekiyor.
											Ayrıca, bunun özellikle zekice
olduğunu düşünmedim,
											fakat işe yarayan birçok aktivizmin
yalnızca dışa dönük aktivizm
											olmadığını görebiliyordum.
											Yalnızca yüksek sesli işler değildi.
											Daima bir şey sergileyen
insanlarla ilgili değildi.
											Gereken işin çoğu arka plandaydı,
											gizliydi, görünmüyordu.
									",Activism needs introverts,Sarah Corbett,13:57,"activism,community,art,creativity,social change,society,TEDx,introvert"
"
","
","
",Activism needs introverts,Sarah Corbett,13:57,"activism,community,art,creativity,social change,society,TEDx,introvert"
"
											And when I ended up
just being a campaigner,
											because it's the only job
I can do, really —
											I was campaigning at university,
											and for the last 10 years,
I've been a professional campaigner
											for large charities,
											and now I'm a creative campaigner
consultant for different charities
											as well as other work I do —
											but I knew that there were other forms
of activism that were needed.
											I started tinkering about seven years ago
											to see what quieter forms of activism
I could engage with
											so I didn't burn out as an activist,
											but also to look at some of the issues
I was concerned about in campaigning.
											I was very lucky that, when I worked
for Oxfam and other big charities,
											I could read lots of big reports
											on what influenced
politicians and businesses
											and the general public,
											what campaigns worked really well,
which ones didn't.
											And I'm a bit of a geek,
so I look at all of that stuff,
											and I wanted to tinker around
											to see how I could engage people
in social change in a different way,
											because I think if we want the world
to be more beautiful, kind and just,
											then our activism
should be beautiful, kind and just,
											and often it's not.
											And today, I just want to talk
about three ways
											that I think activism needs introverts.
											I think there's lot of other ways,
but I'm just going to talk about three.
									","
											Quand j'ai fini
d'être juste une militante,
											le seul boulot dont j'étais capable —
											j'ai milité à l'université
											et les dix dernières années,
je suis militante professionnelle
											pour de grandes organisations
											et je fais du conseil en activisme
créatif pour diverses organisations,
											et plein d'autres choses —
											mais je savais qu'il y avait
d'autres formes d'activismes requises.
											Il y a environ sept ans,
j'ai commencé à chercher
											quelles formes d'activisme plus calmes
je pouvais pratiquer
											afin de ne pas m'épuiser
en tant qu'activiste
											mais j'ai aussi considéré les campagnes
											pour certains des problèmes
qui m'inquiétaient.
											J'ai eu la chance, en travaillant
pour Oxfam et d'autres organisations,
											de pouvoir lire beaucoup de rapports
											sur ce qui influençait
les politiciens, les entreprises
											et le grand public,
											quelles campagnes
avaient très bien marché ou non.
											Je suis un peu geek
alors j'ai considéré tout cela
											et j'ai voulu jouer un peu
											pour voir comment intéresser les gens
au changement social de façon différente
											car si nous voulons que le monde
soit plus beau, gentil et juste,
											notre activisme devrait être
beau, gentil et juste,
											et souvent il ne l'est pas.
											Aujourd'hui, je veux parler
de trois choses
											qui font que l'activisme
a besoin d'introvertis.
											Je pense qu'il y en a beaucoup,
mais je ne parlerai que de ces trois-là.
									","
											Nihayetinde bir
mücadeleci olduğumda,
											çünkü yapabildiğim
tek iş bu, gerçekten —
											üniversitede mücadele ediyordum
											ve son 10 yıl boyunca büyük
hayır kuruluşları için profesyonel bir
											mücadeleci oldum
											ve şimdi de diğer işlerimin yanı sıra,
farklı hayır kuruluşları için yaratıcı
											mücadele danışmanlığı yapıyorum —
											ancak, gereken diğer aktivizm
türlerinin de var olduğunu biliyordum.
											Yaklaşık yedi yıl önce,
bir aktivist olarak
											tükenmemek fakat ayrıca mücadelemde
endişelendiğim bazı konuları
											gözden geçirmek için, dâhil olabileceğim
											diğer sessiz aktivizm
türlerini kurcalıyordum.
											Öyle şanslıydım ki, Oxfam ve diğer
büyük hayır kuruluşlarında çalışırken,
											politikacıları, işletmeleri ve halkı
											etkileyen şeyler hakkında ve hangi
kampanyaların işe yaradığı,
											hangilerinin yaramadığı
											hakkında birçok rapor okuyabiliyordum.
											Biraz ineğim, dolayısıyla
tüm bu materyallere bakıyorum
											ve insanları sosyal değişime
											farklı bir yolla nasıl dahil edebileceğim
konusunu kurcalıyorum,
											çünkü, eğer dünyanın daha güzel,
adil ve iyi olmasını istiyorsak,
											aktivizmin de güzel,
adil ve iyi olması gerekiyor,
											fakat çoğu zaman öyle değil.
											Bugün, aktivizmin
içe kapanık insanlara ihtiyacı
											olduğuna dair üç noktadan bahsedeceğim.
											Bana kalırsa birçok nokta var,
ama ben üçünden bahsedeceğim.
									",Activism needs introverts,Sarah Corbett,13:57,"activism,community,art,creativity,social change,society,TEDx,introvert"
"
","
","
",Activism needs introverts,Sarah Corbett,13:57,"activism,community,art,creativity,social change,society,TEDx,introvert"
"
											And the first one is:
activism is often very quick,
											and it's about doing,
											so extroverts, often their immediate
response to injustice is,
											we've got to do stuff now,
											we've got to react really quickly —
											and yes, we do need to react,
											but we need to be strategic
in our campaigning,
											and if we just act on anger,
											often we do the wrong things.
											I use craft, like needlework —
											like this guy behind me is doing —
											as a way to not only slow down
those extrovert doers,
											but also to bring in nervous,
quiet introverts into activism.
											By doing repetitive actions,
											like handicraft, you can't do it fast,
you have to do it slowly.
											And those repetitive stitches
											help you meditate on the big,
complex, messy social change issues
											and figure out what we can do
											as a citizen, as a consumer,
as a constituent,
											and all of those different things.
											It helps you think critically
while you're stitching away,
											and it helps you be more mindful
of what are your motives.
									","
											La première est :
l'activisme est souvent très rapide,
											il faut agir
											alors les extravertis, leur réponse
immédiate à l'injustice est souvent
											d'agir maintenant,
											de réagir très rapidement —
											et oui, nous devons réagir,
											mais notre campagne doit être stratégique
											et si la colère nous fait agir,
											ce n'est souvent pas comme il faut.
											J'utilise l'artisanat, comme la couture —
											ce que ce gars derrière moi fait —
											pour non seulement ralentir
ces faiseurs extravertis,
											mais aussi pour impliquer les introvertis
nerveux, plus calmes, dans l'activisme.
											En réalisant des actions répétitives,
											comme de l'artisanat,
											cela ne va pas vite mais lentement.
											Ces points répétitifs
											vous aident à méditer sur les problèmes
de changement social complexes,
											et trouver ce que nous pouvons faire
											en tant que citoyen,
consommateur, électeur
											et toutes ces autres choses.
											Cela vous aide à penser
de façon critique tout en cousant
											et cela vous aide à être
plus attentif à vos motivations.
									","
											Birincisi şu:
aktivizm genelde hızlıdır
											ve yapmakla ilgilidir,
											yani dışa dönüklerin adaletsizliğe
verdiği ilk tepki genelde
											şimdi bir şeyler yapmalıyız,
											çok hızlı tepki vermeliyiz olur —
											ve evet, tepki vermeliyiz,
											fakat mücadelemizde stratejik olmalıyız
											ve öfkeyle hareket edersek
											genelde yanlış şeyler yaparız.
											Ben iğne işi gibi
zanaatları kullanıyorum —
											arkamdakinin yaptığı gibi —
											yalnızca dışa dönükleri
yavaşlatmak için değil,
											ayrıca gergin, sessiz içe kapanıkları
aktivizme çekmek için.
											Tekrarlayan eylemler yaparak,
											tıpkı el işi gibi, hızlı yapamazsınız,
yavaş yapmanız gerekir.
											O tekrarlayan dikiş hareketleri
											büyük, karmaşık, dağınık sosyal
değişim meselelerine odaklanmanızı
											ve vatandaş, tüketici, seçmen ve
											bunun gibi şeyler olarak
ne yapabileceğimizi düşünmenizi
											sağlar.
											Dikiş dikerken eleştirel
düşünmenizi sağlar ve
											güdüleriniz hakkında daha
dikkatli olmanıza yardımcı olur.
									",Activism needs introverts,Sarah Corbett,13:57,"activism,community,art,creativity,social change,society,TEDx,introvert"
