en,es,tr,de,title,speaker,duration,tags
"
","
","
","
",How autism freed me to be myself,Rosie King,6:08,"Autism spectrum disorder,activism,disability,mind,youth"
"
											I haven't told many people this,
											but in my head, I've got
											thousands of secret worlds all going on
											all at the same time.
											I am also autistic.
									","
											No he dicho a muchas personas esto,
											pero en mi cabeza tengo
											miles de mundos secretos que suceden
											al mismo tiempo.
											Yo también soy autista.
									","
											Çoğu insana söylemedim
											ama kafamın içinde
											aynı anda devam eden binlerce
											gizli dünyalar var.
											Ayrıca otistiğim.
									","
											Wenige Leute wissen das:
											In meinem Kopf gibt es
											Tausende von geheimen Welten,
											die gleichzeitig ablaufen.
											Ich bin auch autistisch.
									",How autism freed me to be myself,Rosie King,6:08,"Autism spectrum disorder,activism,disability,mind,youth"
"
","
","
","
",How autism freed me to be myself,Rosie King,6:08,"Autism spectrum disorder,activism,disability,mind,youth"
"
											People tend to diagnose autism
											with really specific 
check-box descriptions,
											but in reality, it's a whole
variation as to what we're like.
											For instance, my little brother,
											he's very severely autistic.
											He's nonverbal. He can't talk at all.
											But I love to talk.
											People often associate autism
											with liking maths and 
science and nothing else,
											but I know so many autistic people
											who love being creative.
											But that is a stereotype,
											and the stereotypes of things
											are often, if not always, wrong.
											For instance, a lot of people
											think autism and think 
""Rain Man"" immediately.
											That's the common belief,
											that every single autistic 
person is Dustin Hoffman,
											and that's not true.
									","
											La gente suele diagnosticar el autismo
											siguiendo descripciones de casillas 
de verificación muy específicas
											pero en realidad, existe toda una 
gran variedad de formas de ser.
											Por ejemplo, mi hermano pequeño,
											está muy severamente 
afectado por el autismo.
											No tiene comunicación verbal. 
No puede hablar en absoluto.
											Pero a mí me encanta hablar.
											La gente suele asociar autismo
											con el gusto por las matemáticas 
y las ciencias y nada más,
											pero conozco muchas personas con autismo
											a quienes les encanta ser creativas.
											Pero eso es un estereotipo,
											y los estereotipos son,
											con frecuencia, por no decir 
siempre, erróneos.
											Por ejemplo, muchas personas
											piensan en autismo y piensan 
inmediatamente en ""Rain Man"".
											Esa es la creencia común,
											que cada persona con autismo 
es como Dustin Hoffman,
											y eso no es cierto.
									","
											İnsanlar otizmi çok kesin
											ve kısıtlı tariflerle
tanımlama eğilimindeler
											ancak gerçek hayatta, bizle ilgili
bir çok farklılık mevcut.
											Örneğin, küçük kardeşim
											şiddetli otizm hastası.
											Sössüz iletişim kuruyor.
Hiç konuşamıyor.
											Ancak ben konuşmayı seviyorum.
											İnsanlar otizmi sıklıkla
											sadece matematik ve
bilimi sevmekle ilişkilendiriyor
											halbuki ben yaratıcı olmayı
											seven bir çok otistik insan tanıyorum.
											Ancak bu bir basmakalıp
											ve basmakalıp tanımlar
											her zaman olmasa da çoğu zaman yanlıştır.
											Örnek olarak, bir çok insan
											otizm dendiğinde hemen
""Yağmur Adam"" filmini düşünüyor.
											Genel kanı bu, yani
											her otistik insan Dustin Hoffman
											ve bu doğru değil. (Gülüşmeler)
									","
											Menschen diagnostizieren Autismus
											mit ganz spezifischen Beschreibungen,
											aber in Wirklichkeit
gibt es sehr viele Varianten.
											Mein kleiner Bruder, zum Beispiel,
											ist schwer autistisch.
											Er kann überhaupt nicht sprechen,
											doch ich liebe es zu sprechen.
											Autismus wird oft mit Wissenschafts-
und Mathematikgenies assoziiert,
											und nichts anderem.
											Ich kenne aber viele Autisten,
											die sehr kreativ sind.
											Doch das ist ein Stereotyp,
											und Stereotypen sind häufig,
											um nicht zu sagen immer, falsch.
											Beispielweise denken Leute an Autismus
											und sofort an ""Rain Man"".
											Die Leute denken,
											dass jede einzelne autistische Person
wie Dustin Hoffman ist.
											Aber das ist nicht wahr.
									",How autism freed me to be myself,Rosie King,6:08,"Autism spectrum disorder,activism,disability,mind,youth"
"
","
","
","
",How autism freed me to be myself,Rosie King,6:08,"Autism spectrum disorder,activism,disability,mind,youth"
"
											But that's not just with 
autistic people, either.
											I've seen it with LGBTQ people,
											with women, with POC people.
											People are so afraid of variety
											that they try to fit everything 
into a tiny little box
											with really specific labels.
											This is something that actually
											happened to me in real life:
											I googled ""autistic people are ...""
											and it comes up with suggestions
											as to what you're going to type.
											I googled ""autistic people are ...""
											and the top result was ""demons.""
											That is the first thing that people think
											when they think autism.
											They know.
											(Laughter)
									","
											Pero eso no sucede solo con 
las personas con autismo.
											Lo he visto también 
con el colectivo LGBTQ,
											con las mujeres o con personas de color.
											Las personas tienen 
tanto miedo a la diversidad
											que tratan de poner todo 
en una cajita pequeña
											con etiquetas muy específicas.
											Esto es algo que en realidad
											me pasó en la vida real:
											Busqué en Google 
""los autistas son...""
											y aparecen sugerencias
											para escribir.
											Busqué en Google 
""los autistas son.."".
											y el primer resultado fue ""agresivos"".
											Eso es lo primero que la gente piensa
											cuando piensa en el autismo.
											Ellos ya los saben.
											(Risas)
									","
											Bu durum sadece otistik
insanlara özgü de değil.
											Bunu LGBT konusunda,
											kadınlarda ve beyaz
olmayanlarda da gördüm.
											İnsanlar çeşitlilikten
o kadar korkuyorlar ki
											her şeyi belirli etiketleri olan
											küçük kutucuklara sığdırmaya çalışıyorlar.
											Bu gerçek hayatta
											başımdan geçen bir şey aslında:
											Google'da ""otistik insanlar"" diye aradım
											ve yazacaklarımla ilgili
											önerilerde bulundu bana.
											""Otistik insanlar"" yazdım
											ve en üst sonuç ""şeytandır"" oldu.
											Otizmi düşündüklerinde insanların
											aklına gelen ilk şey bu.
											Gerçeği biliyorlar.
											(Kahkahalar)
									","
											Das passiert nicht nur
autistischen Leuten:
											Das Gleiche geschieht
Nicht-Heterosexuellen,
											Frauen, dunkelhäutigen Menschen.
											Die Leute fürchten sich
so sehr vor Vielfalt,
											dass sie versuchen,
alles in eine Schublade
											mit einem spezifischen Etikett
drauf zu stecken.
											Das ist mir auch schon
											im wirklichen Leben passiert:
											Ich habe bei Google
""Autisten sind..."" eingegeben
											und dann kommen immer Vorschläge,
											was man vielleicht schreiben will.
											Ich gab ""Autisten sind..."" bei Google ein
											und als Erstes wurde
""Dämonen"" vorgeschlagen.
											Daran denken die Leute als Erstes,
											wenn sie an Autismus denken.
											Sie wissen es.
											(Lachen)
									",How autism freed me to be myself,Rosie King,6:08,"Autism spectrum disorder,activism,disability,mind,youth"
"
","
","
","
",How autism freed me to be myself,Rosie King,6:08,"Autism spectrum disorder,activism,disability,mind,youth"
"
											One of the things I can do 
because I'm autistic —
											it's an ability rather than a disability —
											is I've got a very, very vivid imagination.
											Let me explain it to you a bit.
											It's like I'm walking in two 
worlds most of the time.
											There's the real world, 
the world that we all share,
											and there's the world in my mind,
											and the world in my mind 
is often so much more real
											than the real world.
											Like, it's very easy for 
me to let my mind loose
											because I don't try and fit 
myself into a tiny little box.
											That's one of the best 
things about being autistic.
											You don't have the urge to do that.
											You find what you want to do,
											you find a way to do it, 
and you get on with it.
											If I was trying to fit myself into a box,
											I wouldn't be here, I 
wouldn't have achieved
											half the things that I have now.
											There are problems, though.
											There are problems with being autistic,
											and there are problems with
having too much imagination.
											School can be a problem in general,
											but having also to explain to a teacher
											on a daily basis
											that their lesson is inexplicably dull
											and you are secretly taking refuge
											in a world inside your head in 
which you are not in that lesson,
											that adds to your list of problems.
											(Laughter)
											Also, when my imagination takes hold,
											my body takes on a life of its own.
											When something very exciting
happens in my inner world,
											I've just got to run.
											I've got to rock backwards and forwards,
											or sometimes scream.
											This gives me so much energy,
											and I've got to have an 
outlet for all that energy.
											But I've done that ever 
since I was a child,
											ever since I was a tiny little girl.
											And my parents thought it was 
cute, so they didn't bring it up,
											but when I got into school,
											they didn't really agree that it was cute.
											It can be that people 
don't want to be friends
											with the girl that starts 
screaming in an algebra lesson.
											And this doesn't normally 
happen in this day and age,
											but it can be that people don't want 
to be friends with the autistic girl.
											It can be that people 
don't want to associate
											with anyone who won't 
or can't fit themselves
											into a box that's labeled normal.
											But that's fine with me,
											because it sorts the wheat from the chaff,
											and I can find which people 
are genuine and true
											and I can pick these people as my friends.
									","
											Una de las cosas que puedo 
hacer porque soy autista
											—es una capacidad más 
que una discapacidad—
											es tener una imaginación muy viva.
											Déjenme que lo explique un poco.
											Es como caminar a través de
dos mundos la mayoría del tiempo.
											No es el mundo real, 
el mundo que todos compartimos,
											y ahí está el mundo en mi mente,
											y el mundo en mi mente es, 
a menudo mucho más real
											que el mundo real.
											Al igual, que es muy fácil 
para mí dejar mi mente volar
											porque yo no encajo 
en una cajita pequeña.
											Esa es una de las mejores cosas
de ser autista.
											Uds. no tienen la necesidad de hacerlo.
											encuentran lo que quieren hacer,
											una manera de hacerlo, 
y se ponen a ello.
											Si yo intentara encajar 
en una caja,
											yo no estaría aquí, 
no habría logrado
											la mitad de las cosas que tengo ahora.
											Sin embargo, existen problemas.
											Existen problemas al ser autista,
											problemas por tener 
demasiada imaginación.
											La escuela puede ser 
un problema, en general,
											pero tener también que 
decir a un maestro
											diariamente
											que sus clases son 
inexplicablemente aburridas
											y que intentas refugiarte 
secretamente
											en un mundo interior mental 
que no está en esa lección,
											se suma a la lista de problemas.
											(Risas)
											Además, cuando se afianza mi imaginación,
											mi cuerpo adquiere vida propia.
											Cuando algo muy emocionante 
pasa en mi mundo interior,
											solo tengo que correr.
											Tengo que correr de acá para allá,
											o, a veces gritar.
											Esto me da mucha energía,
											y tengo que tener un escape
a toda esa energía.
											Pero eso he hecho desde niña,
											incluso desde que era 
una niña muy pequeña.
											Y mis padres pensaban que era lindo, 
así que no tocaban el tema,
											pero cuando llegué a la escuela,
											en realidad, no pensaban que era lindo.
											Tal vez la gente no quiere hacerse amiga
											de la chica que empieza a gritar 
en una clase de álgebra.
											Y esto no me suele suceder 
a esta edad ahora,
											pero puede ser que la gente no quiera 
ser amiga de la niña autista.
											Puede ser que la gente no quiera tratar
											con nadie que no desea 
o no puede encajar
											en una categoría 
etiquetada como normal.
											Pero eso lo llevo bien,
											porque desecha el grano de la paja,
											y puedo encontrar aquellas 
personas genuinas y verdaderas
											y puedo elegir a estas personas 
como mis amigos.
									","
											Otistik olduğum için
yapabildiğim şeylerden birisi
											- engelden çok bir kabiliyet aslında -
											çok, çok canlı bir hayal
gücüne sahip olmam.
											Bunu biraz açıklayayım size.
											Çoğu zaman iki dünyada
birden yürüyormuşum gibi.
											Bir tarafta gerçek dünya var,
hepimizin paylaştığı dünya
											ve bir de kafamdaki dünya var
											ve kafamdaki dünya çoğunlukla
											gerçek dünyadan çok daha gerçek.
											Aklımı serbest bırakmam çok kolay
											çünkü kendimi küçük bir kalıba
sığdırmaya çalışmıyorum.
											Otistik olmanın en iyi
yanlarından birisi bu.
											Bunun için dürtüye sahip değilsiniz.
											Ne yapmak istediğinizi buluyorsunuz
											onu yapmak için bir yol
bulup sonra da yapıyorsunuz.
											Kendimi bir kalıba sokmaya çalışsaydım
											burada olmazdım, şimdi yaptıklarımın
											yarısını bile yapamazdım.
											Tabii sorunlar da var.
											Otistik olmakla ilgili ve
											çok fazla hayal gücüne sahip
olmakla ilgili sorunlar var.
											Okul genel olarak bir sorun olabiliyor
											ancak bir öğretmene
											günlük olarak
											derslerinin açıklanamayacak
kadar sıkıcı olduğunu
											ve gizlice kafanızda derste
											olmadığınız bir dünyaya
sığındığınızı anlatmak zorunda olmak,
											bu sorunları daha da arttırıyor.
											(Gülüşmeler)
											Üstelik, hayal gücüm kontrole geçtiğinde
											vücudum da kendi başına hareket ediyor.
											İç dünyamda çok heyecanlı
bir şey olduğu zaman
											koşmam gerekiyor.
											İleri geri sallanmam ya da
											bazen bağırmam gerekiyor.
											Bu bana çok fazla enerji veriyor
											ve bütün bu enerjiyi
dışarı vurmam gerekiyor.
											Ancak bunu çocukluğumdan
beri yapıyorum,
											küçücük bir kız olduğumdan beri.
											Ebeveynlerim bunun şirin olduğunu
düşünüp sözünü etmediler
											ancak okula başladığım zaman
											oradakiler şirin olduğuna katılmadılar.
											Bunun sebebi insanların
matematik dersinin ortasında
											bağırmaya başlayan kızla
arkadaşlık etmek istememesi olabilir.
											Bu bugün bu zamanda
normalde olan bir şey değil
											ama insanlar otistik bir kızla
arkadaş olmak istemiyor olabilir.
											İnsanlar kendini normal
olarak etiketlenmiş bir kalıba
											sokamayan ya da sokmayacak birisiyle
											ilişkilendirilmek istemiyor da olabilirler.
											Ben buna aldırmıyorum
											çünkü bu sapı samandan ayırıyor
											ve hangi insanın özgün ve gerçek
olduğunu anlayabiliyorum
											böylece arkadaş olarak
bu insanları seçebiliyorum.
									","
											Etwas, das ich habe,
weil ich autistisch bin —
											es ist keine Behinderung
sondern eine Fähigkeit —
											ich habe eine sehr 
lebhafte Vorstellungskraft.
											Ich erkläre es Ihnen.
											Es ist, als ob ich in zwei Welten bin.
											Da gibt es die wirkliche Welt,
die wir alle teilen,
											und da gibt es die Welt in meinem Kopf,
											und die Welt in meinem Kopf
ist oft viel wirklicher
											als die wirkliche Welt.
											Mir fällt es sehr leicht,
einfach loszulassen,
											denn ich versuche nicht, 
mich in eine Schublade zu stecken.
											Das ist eines der beste Dinge an Autismus.
											Man verspürt keinen Drang dazu.
											Man findet etwas, das man machen will,
											man findet eine Möglichkeit, es zu tun,
und macht weiter damit.
											Versuchte ich, mich in 
eine Schublade zu stecken,
											wäre ich nicht hier
und hätte die Hälfte der Dinge,
											die ich erreicht habe, nicht geschafft.
											Doch es gibt auch Probleme.
											Es gibt Probleme, wenn man autistisch ist,
											z. B. eine zu starke Vorstellungskraft.
											Die Schule kann allgemein
ein Problem sein,
											aber den Lehrern auch noch
											jeden Tag zu erklären,
											dass der Unterricht
unglaublich langweilig ist
											und man insgeheim Zuflucht
											in einer Welt im Kopf sucht,
in der man nicht im Unterricht ist,
											ist ein Problem mehr 
auf meiner Liste von Problemen.
											(Lachen)
											Wenn meine Vorstellung überhand nimmt,
											macht mein Körper sich selbstständig.
											Geschieht etwas Spannendes
in meiner inneren Welt,
											muss ich einfach losrennen.
											Ich muss kippeln,
											oder manchmal auch schreien.
											Das setzt so viel Energie bei mir frei,
											dass ich ein Ventil dafür haben muss.
											Ich mache das, seit ich denken kann,
											seit ich ein kleines Mädchen war.
											Meine Eltern dachten, 
dass das niedlich sei
											und beachteten es nicht weiter.
											In der Schule war es nicht mehr niedlich.
											Vielleicht wollen die Leute
keine Freunde haben,
											die im Matheunterricht
zu schreien beginnen.
											Das passiert normalerweise
heute nicht mehr.
											Aber vielleicht wollen die Leute nicht
mit einer Autistin befreundet sein.
											Vielleicht wollen sie nicht
mit jemandem verkehren,
											der nicht in eine Schublade
mit dem Etikett ""Normal""
											passen will oder kann.
											Das ist aber gut für mich,
											denn so trennt sich die Spreu vom Weizen,
											und ich kann herausfinden,
wer meine wahren Freunde sind
											und Zeit mit ihnen verbringen.
									",How autism freed me to be myself,Rosie King,6:08,"Autism spectrum disorder,activism,disability,mind,youth"
"
","
","
","
",How autism freed me to be myself,Rosie King,6:08,"Autism spectrum disorder,activism,disability,mind,youth"
"
											But if you think about it, what is normal?
											What does it mean?
											Imagine if that was the best 
compliment you ever received.
											""Wow, you are really normal.""
											(Laughter)
											But compliments are,
											""you are extraordinary""
											or ""you step outside the box.""
											It's ""you're amazing.""
											So if people want to be these things,
											why are so many people 
striving to be normal?
											Why are people pouring their 
brilliant individual light into a mold?
											People are so afraid of variety 
that they try and force everyone,
											even people who don't want 
to or can't, to become normal.
											There are camps for LGBTQ people
											or autistic people to try and 
make them this ""normal,""
											and that's terrifying that people 
would do that in this day and age.
									","
											Pero al pensar en esto 
¿qué es normal?
											¿Qué significa eso?
											Imagínense si ese fuera el mejor 
cumplido que han recibido.
											""Guau estás muy normal"".
											(Risas)
											Pero son cumplidos,
											""Eres extraordinario""
											o ""eres fuera de lo común"".
											""Eres increíble"".
											Si la gente desea que le digan eso
											¿por qué hay tanta gente 
que intenta ser normal?
											¿Por qué hay gente que vierte su luz 
individual brillante en un molde?
											Las personas tienen tanto miedo a la 
diversidad que tratan y obligan a todos,
											incluso las personas que no quieren 
o no pueden, convertirse en normal.
											Hay campamentos para personas 
del colectivo LGBTQ
											o para personas autistas para 
tratar de crear esta ""normalidad""
											y es aterrador que la gente 
lo haga hoy en día.
									","
											Düşünecek olursak, normal nedir ki?
											Ne ifade ediyor?
											Aldığınız en iyi iltifatın
bu olduğunu düşünün bir.
											""Vay, sen çok normalsin.""
											(Kahkahalar)
											Ancak iltifatlar
											""olağanüstüsün"" ya da
											""alışılmışın ötesindesin""
şeklindedir.
											""Mükemmelsin"" şeklindedir.
											İnsanlar bu şeyleri olmak istiyorsa
											neden o kadar insan
normal olmaya çabalıyor?
											İnsanlar neden kendi parlak
ışıklarını bir kalıba sıkıştırıyor?
											İnsanlar çeşitlilikten öylesine
korkuyorlar ki, herkesi,
											normal olmak istemeyen ya da olamayanları
bile normal olmaya zorluyorlar.
											İnsanları bu ""normal""e
dönüştürmek için
											LGBT ya da otistik insanlara
özel kamplar var,
											ve bugün ve zamanda insanların
bunu yapıyor olması ürkütücü.
									","
											Denn was ist eigentlich ""normal""?
Was bedeutet das?
											Stellen Sie sich vor,
											es ist das beste Kompliment,
dass Sie je bekämen.
											""Wow, du bist wirklich normal!""
											(Lachen)
											Komplimente sind aber:
											""Du bist außergewöhnlich!"",
											""Du stichst wirklich heraus!"",
											""Du bist unglaublich!""
											Wenn die Leute so sein wollen,
											warum streben dann so viele 
danach, normal zu sein?
											Warum stellen die Leute ihr strahlendes,
individuelles Licht unter den Scheffel?
											Leute fürchten sich so sehr vor Vielfalt,
dass sie versuchen, jeden dazu zu zwingen,
											normal zu werden, selbst die,
die es nicht wollen oder können.
											Es gibt Camps für Nicht-Heterosexuelle
											oder Autisten, in denen versucht wird,
aus ihnen ""normale"" Menschen zu machen.
											Es ist schockierend,
dass das heutzutage noch passiert.
									",How autism freed me to be myself,Rosie King,6:08,"Autism spectrum disorder,activism,disability,mind,youth"
