en,es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",How I fail at being disabled,Susan Robinson,7:47,"personal growth,disability,identity,failure,TED Residency,blindness"
"
											I'd like to introduce you to my mom.
									","
											Me gustaría presentarles a mi mamá.
									","
											Gostava de vos apresentar à minha mãe.
									","
											Size annemi tanıtmak istiyorum.
									","
											J'aimerais vous présenter ma mère.
									",How I fail at being disabled,Susan Robinson,7:47,"personal growth,disability,identity,failure,TED Residency,blindness"
"
","
","
","
","
",How I fail at being disabled,Susan Robinson,7:47,"personal growth,disability,identity,failure,TED Residency,blindness"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Rires)
									",How I fail at being disabled,Susan Robinson,7:47,"personal growth,disability,identity,failure,TED Residency,blindness"
"
","
","
","
","
",How I fail at being disabled,Susan Robinson,7:47,"personal growth,disability,identity,failure,TED Residency,blindness"
"
											I'm guessing that's not what you expected,
											and it's not what I expected either,
											and thank goodness I realized
that an Asian man was not my mom
											before I hugged him,
											because that would have been so awkward.
									","
											Supongo que no es lo que esperaban,
											tampoco lo que yo esperaba,
											y gracias a Dios me di cuenta de que
un hombre asiático no era mi mamá
											antes de abrazarlo,
											porque habría sido muy extraño.
									","
											Creio que não estavam à espera disto
											e também não é o que eu estava à espera,
											e graças a Deus que reparei
que um homem asiático não era a minha mãe
											antes de o ter abraçado,
											porque teria sido muito estranho.
									","
											Tahmin ediyorum beklediğiniz bu değildi
											ve benim de beklediğim bu değildi.
											Tanrıya şükür ki,
sarılmadan önce Asyalı bir adamın
											annem olmadığını fark ettim
											çünkü çok tuhaf olabilirdi.
									","
											Je suppose que ce n'est pas 
ce que vous attendiez
											et ce n'est pas ce que
j'attendais non plus
											et Dieu merci, je me suis rendu compte
qu'un homme asiatique n'était pas ma mère
											avant de l'étreindre,
											car cela aurait été si gênant.
									",How I fail at being disabled,Susan Robinson,7:47,"personal growth,disability,identity,failure,TED Residency,blindness"
"
","
","
","
","
",How I fail at being disabled,Susan Robinson,7:47,"personal growth,disability,identity,failure,TED Residency,blindness"
"
											Recognizing people
isn't one of my strengths
											due to a genetic visual impairment
that has no correction or cure.
											As a result, I am legally blind,
											though I prefer ""partially sighted""
because it's more optimistic.
									","
											Reconocer a las personas
no es uno de mis puntos fuertes
											debido a una discapacidad visual genética
que no tiene corrección ni cura.
											Como resultado, soy legalmente ciega,
											pero prefiero lo de ""tener visión parcial""
porque es más optimista.
									","
											Reconhecer pessoas não é o meu forte
											devido a uma deficiência visual genética
que não tem correção nem cura
											Como resultado, eu sou legalmente cega,
											apesar de eu preferir ""amblíope""
porque é mais otimista...
									","
											Tedavisi olmayan genetik görme 
bozukluğumdan dolayı
											insanları tanımak güçlü
yönlerimden biri değildir.
											Sonuç itibarıyla yasal olarak körüm.
											Ancak ""görme engelli"" ifadesini tercih
ediyorum, çünkü daha iyimser.
									","
											Reconnaître les personnes
n'est pas l'une de mes qualités
											à cause d'une déficience visuelle
génétique sans correction ni remède.
											Par conséquent,
je suis légalement aveugle,
											mais je préfère le terme « malvoyante »
parce qu'il est plus optimiste.
									",How I fail at being disabled,Susan Robinson,7:47,"personal growth,disability,identity,failure,TED Residency,blindness"
"
","
","
","
","
",How I fail at being disabled,Susan Robinson,7:47,"personal growth,disability,identity,failure,TED Residency,blindness"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Rires)
									",How I fail at being disabled,Susan Robinson,7:47,"personal growth,disability,identity,failure,TED Residency,blindness"
