en,tr,title,speaker,duration,tags
"
","
","The past, present and future of nicotine addiction",Mitch Zeller,17:30,"health,personal growth,addiction,public health,policy,social change"
"
											I'm going to tell you a story.
											I'm going to tell you a story
											about how the deadliest
consumer product imaginable
											came to be.
											It's the cigarette.
											The cigarette is the only consumer product
											that, when used as intended,
											will kill half of all long-term users
prematurely, later in life.
											But this is also a story
											about the work that we're doing
at the Food and Drug Administration,
											and specifically,
the work that we're doing
											to create the cigarette of the future,
											that is no longer capable
of creating or sustaining addiction.
									","
											Size bir hikâye anlatacağım.
											Size, hayal edilebilir
en ölümcül tüketim malının
											nasıl tanınır hâle geldiğinin
											hikâyesini anlatacağım.
											Sigaradan bahsediyorum.
											Sigara, kasıtlı olarak kullanıldığında
											uzun vadeli kullanıcılarının yarısını
											erken yaşta öldüren tek tüketim malıdır.
											ABD Gıda ve İlaç İdaresi'nde
											gerçekleştirdiğimiz bir çalışmanın
hikâyesi de bu aynı zamanda
											ve çalışmayı bilhassa
											bağımlılık yaratmayan
veya bağımlılığı sürdürmeyen,
											geleceğin sigarasını
yaratmak için yapıyoruz.
									","The past, present and future of nicotine addiction",Mitch Zeller,17:30,"health,personal growth,addiction,public health,policy,social change"
"
","
","The past, present and future of nicotine addiction",Mitch Zeller,17:30,"health,personal growth,addiction,public health,policy,social change"
"
											A lot of people think that
the tobacco problem or the smoking problem
											has been solved in the United States
											because of the great progress
that's been made
											over the last 40, 50 years,
											when it comes to both
consumption and prevalence.
											And it's true;
											smoking rates are at historic lows.
											It's true for both adults and for kids.
											And it's true that those
who continue to smoke
											are smoking far fewer cigarettes per day
											than at any time in history.
									","
											Konu tüketim ve yaygınlık
olduğunda, Birleşik Devletler'de
											son 40, 50 yılda gerçekleştirilen
											büyük gelişmeler nedeniyle
											insanlar tütün probleminin
veya sigara probleminin
											çözüldüğünü düşünüyorlar.
											Bu doğru;
											sigara içme oranları tarihi düşüşte.
											Hem yetişkinler
hem de çocuklar için bu doğru.
											Ayrıca sigara içenlerin de
her gün daha az sigara içtiği
											ve bunun tarihteki
											en düşük seviyeye ulaştığı da doğru.
									","The past, present and future of nicotine addiction",Mitch Zeller,17:30,"health,personal growth,addiction,public health,policy,social change"
"
","
","The past, present and future of nicotine addiction",Mitch Zeller,17:30,"health,personal growth,addiction,public health,policy,social change"
"
											But what if I told you
that tobacco use,
											primarily because of firsthand
and secondhand exposure
											to the smoke in cigarettes,
											remains the leading cause of completely
preventable disease and death
											in this country?
											Well, that's true.
											And what if I told you
that it's actually killing more people
											than we thought
to be the case ever before?
											That's true, too.
											Smoking kills more people each year
than alcohol, AIDS, car accidents,
											illegal drugs, murders
and suicides combined.
											Year in and year out.
									","
											Fakat öncelikle sigara dumanına
doğrudan ve dolaylı olarak
											maruz kalma durumu yüzünden
											bu ülkede tütün kullanımının
											tamamen önlenebilir hastalıkların
ve ölümlerin başlıca nedeni
											olduğunu söylesem?
											Evet, bu doğru.
											Ayrıca bunun, daha önce
olduğunu düşündüğümüzden
											çok daha fazla insanı
öldürdüğünü söylesem?
											Bu da doğru.
											Sigara her yıl alkol, AIDS,
yasa dışı ilaçlar, cinayetler,
											araba kazaları ve intiharlardan
daha fazla insan öldürüyor.
											Her yıl.
									","The past, present and future of nicotine addiction",Mitch Zeller,17:30,"health,personal growth,addiction,public health,policy,social change"
"
","
","The past, present and future of nicotine addiction",Mitch Zeller,17:30,"health,personal growth,addiction,public health,policy,social change"
"
											In 2014,
											Dr. Adams's predecessor released
											the 50th anniversary
Surgeon General's report
											on smoking and health.
											And that report upped the annual
death toll from smoking,
											because the list
of smoking-related illnesses
											got bigger.
											And so it is now conservatively estimated
											that smoking kills
480,000 Americans every year.
											These are completely preventable deaths.
									","
											2014 yılında
											Dr. Adams'ın selefi,
											sigara ve sağlık üzerine yazılan
											Sağlık Bakanlığı Başhekimi raporunun
ellinci yılını duyurdular.
											Bu rapor, her yıl sigaradan
ölenlerin sayısının arttığını ileri sürdü
											çünkü sigarayla bağlantılı hastalıkların
											listesi kabarmıştı.
											Şu anda sigaranın her yıl
											yaklaşık 480.000 Amerikalıyı
öldürdüğü tahmin ediliyor.
											Bunlar tamamen önlenebilir ölümler.
									","The past, present and future of nicotine addiction",Mitch Zeller,17:30,"health,personal growth,addiction,public health,policy,social change"
"
","
","The past, present and future of nicotine addiction",Mitch Zeller,17:30,"health,personal growth,addiction,public health,policy,social change"
"
											How do we wrap our heads around
a statistic like this?
											So much of what we've heard
at this conference
											is about individual experiences
and personal experiences.
											How do we deal with this
at a population level,
											when there are 480,000 moms,
											dads, sisters, brothers, aunts and uncles
											dying unnecessary deaths
every year from tobacco?
									","
											Bu tür bir istatistikle
bir şeyi nasıl kavrayabiliriz?
											Bu konferansta duyduğumuz çoğu şey
											bireysel tecrübeler
ve kişisel tecrübelerle ilgili.
											Her yıl tütünden ötürü
gereğinden fazla insan ölüyorken,
											bu 480.000 anneleri, babaları,
											erkek kardeşleri, amcaları
ve dayıları kapsarken
											nüfus seviyesinde
bunun üstesinden nasıl geliyoruz?
									","The past, present and future of nicotine addiction",Mitch Zeller,17:30,"health,personal growth,addiction,public health,policy,social change"
