en,pt,tr,title,speaker,duration,tags
"
","
","
",How Romans flooded the Colosseum for sea battles,Janelle Peters,4:04,"TED-Ed,war,ancient world,animation,history,culture,public spaces,world cultures,sports,government"
"
											The cry of the crowd. The roar of a lion. 
The clash of metal.
											Starting in 80 CE these sounds rang 
through the stands of the Colosseum.
											On hundreds of days a year,
											over 50,000 residents of Rome and 
visitors from across the Roman Empire
											would fill the stadiums’ four stories to 
see gladiators duel, animals fight,
											and chariots race around the arena.
											And for the grand finale, 
water poured into the arena basin,
											submerging the stage for the 
greatest spectacle of all:
											staged naval battles.
									","
											O clamor da multidão.
											O rugido dos leões.
											O choque dos metais.
											A partir do ano 80, estes ruídos
ressoavam pelas tribunas do Coliseu.
											Centenas de dias por ano,
											mais de 50 000 residentes de Roma 
e visitantes de todo o Império Romano
											enchiam os quatro pisos do estádio
para ver duelos de gladiadores,
											lutas de animais
											e corridas de carros em volta da arena.
											Para a grande final,
a água jorrava na bacia da arena,
											submergindo o palco
para o espetáculo mais grandioso,
											as batalhas navais encenadas.
									","
											Kalabalığın gözyaşları. 
Aslanın kükremesi. Metallerin çarpışması.
											MS. 80'de başlayan bu sesler 
Kolezyum'un tribünlerinde yankılandı.
											Yılda yüzlerce gün
											50.000'den fazla Roma sakini 
ve Roma İmparatorluğu'nun ziyaretçileri
											gladyatörlerin düellolarını, hayvanların 
dövüşlerini ve at arabalarının yarışlarını
											görmek için stadyumun 
dört katını doldururdu.
											Büyük final için
arena bölgesine su dökülürdü,
											sahneyi en büyük gösteri için
suya batırırlardı:
											sahnelenmiş deniz savaşları.
									",How Romans flooded the Colosseum for sea battles,Janelle Peters,4:04,"TED-Ed,war,ancient world,animation,history,culture,public spaces,world cultures,sports,government"
"
","
","
",How Romans flooded the Colosseum for sea battles,Janelle Peters,4:04,"TED-Ed,war,ancient world,animation,history,culture,public spaces,world cultures,sports,government"
"
											The Romans’ epic, mock maritime 
encounters, called naumachiae,
											started during Julius Caesar’s reign 
in the first century BC,
											over a hundred years before the 
Colosseum was built.
											They were held alongside other 
aquatic spectacles
											on natural and artificial bodies 
of water around Rome
											up through Emperor Flavius Vespasian,
											who began building the Colosseum in 
70 CE on the site of a former lake.
											The Colosseum was intended to be a symbol 
of Rome’s power in the ancient world,
											and what better way to display that power
											than a body of water that could drain 
and refill at the Emperor’s command?
									","
											Os encontros marítimos épicos,
simulados, chamados naumaquias,
											começaram no reinado de Júlio César
no primeiro século a.C.,
											mais de cem anos antes
de o Coliseu ter sido construído.
											Realizavam-se juntamente
com outros espetáculos aquáticos
											em extensões de água naturais
e artificiais em volta de Roma
											até que o Imperador Flávio Vespasiano
											começou a construção do Coliseu,
no ano 70 no local de um antigo lago.
											O Coliseu pretendia ser um símbolo
do poder de Roma no mundo antigo
											e que melhor forma de exibir esse poder
											do que uma extensão de água
que pudesse escoar e voltar a encher-se
											por ordem do Imperador?
									","
											Romalıların naumachia adındaki
destansı deniz karşılaşmaları
											Jül Sezar'ın MÖ 1. yüzyıldaki
hükümdarlığında
											Kolezyum'un inşasından 
yüz yıldan fazla önce başladı.
											Diğer suyla ilgili gösterilerle birlikte

											MS. 70’de eski bir gölün yerinde
Kolezyum’u inşa etmeye başlayan
											Hükümdar Flavius Vespasian’dan
doğruca yukarı doğru
											Roma çevresindeki doğal ve yapay 
su kaynaklarında düzenleniyorlardı.
											Kolezyum'un antik çağda 
Roma'nın güç simgesi olması gerekiyordu
											ve hükümdarın emriyle dolup boşalan
											bir su kaynağından daha iyi
nasıl bir yol olabilirdi?
									",How Romans flooded the Colosseum for sea battles,Janelle Peters,4:04,"TED-Ed,war,ancient world,animation,history,culture,public spaces,world cultures,sports,government"
"
","
","
",How Romans flooded the Colosseum for sea battles,Janelle Peters,4:04,"TED-Ed,war,ancient world,animation,history,culture,public spaces,world cultures,sports,government"
"
											Vespasian’s son Flavius Titus fulfilled 
his father’s dream in 80 CE
											when he used war spoils to 
finish the Colosseum–
											or as it was known at the time, 
the Flavian Amphitheater.
											The grand opening was celebrated with 100 
days of pageantry and gladiatorial games,
											setting the precedent for programming 
that included parades,
											musical performances, public executions, 
and of course, gladiatorial combat.
											Unlike the games in smaller amphitheaters 
funded by wealthy Romans,
											these lavish displays of Imperial power 
were financed by the Emperor.
											Parades of exotic animals, theatrical 
performances,
											and the awe-inspiring naumachiae 
were all designed
											to bolster faith in the god-like Emperor,
											who would be declared a god 
after his own death.
									","
											Flávio Tito, filho de Vespasiano
concluiu o sonho do pai no ano 80,
											quando usou despojos de guerra
para terminar o Coliseu
											- ou, como era conhecido na época,
o Anfiteatro Flaviano.
											A grandiosa inauguração foi feita 
com 100 dias de pompa
											e jogos de gladiadores,
											instaurando o precedente
para uma programação
											que incluía desfiles,
											exibições musicais,
											execuções públicas
											e, claro, combates de gladiadores.
											Ao contrário dos jogos em anfiteatros
mais pequenos,
											financiados por romanos abastados,
											estas exibições perdulárias
de poder imperial
											eram financiadas pelo Imperador.
											Desfiles de animais exóticos,
											representações teatrais,
											e as imponentes naumaquias
											tudo reforçava a fé
na divindade do Imperador
											que seria declarado deus
depois da sua morte.
									","
											Vespasian'ın oğlu Flavius Titus,
											MS. 80'de savaş ganimetlerini 
harcayarak Kolezyum'u,
											yani Flavian Amfitiyatrosu'nu, bitirerek
babasının hayalini gerçekleştirdi.
											Büyük açılış 100 gün süren
tören ve gladyatör oyunlarıyla kutlandı,
											geçit törenleri, müzik performansları,
halka açık idamlar
											ve tabii ki gladyatör karşılaşmaları
dahilinde olan gelenekleri belirledi.
											Zengin Romalılar tarafından kurulan
küçük amfi tiyatrolardaki oyunların aksine
											bu müsrif, görkemli güç gösterileri
hükümdar tarafından karşılanıyordu.
											Egzotik hayvan geçitleri, 
dramatik performanslar,
											ve büyüleyici naumachialar

											ölümünden sonra tanrı ilan edilecek olan
											tanrısal hükümdara olan inancı 
desteklemek için tasarlanmıştı.
									",How Romans flooded the Colosseum for sea battles,Janelle Peters,4:04,"TED-Ed,war,ancient world,animation,history,culture,public spaces,world cultures,sports,government"
"
","
","
",How Romans flooded the Colosseum for sea battles,Janelle Peters,4:04,"TED-Ed,war,ancient world,animation,history,culture,public spaces,world cultures,sports,government"
"
											It’s still a mystery how engineers flooded
the arena to create this aquatic effect.
											Some historians believe a giant 
aqueduct was diverted into the arena.
											Others think the system of chambers 
and sluice gates used to drain the arena,
											were also used to fill it.
											These chambers could’ve been filled 
with water prior to the event
											and then opened to submerge the stage
											under more than a million gallons of 
water, to create a depth of five feet.
									","
											Ainda é um mistério como os engenheiros
inundavam a arena
											para criar o efeito aquático.
											Alguns historiadores creem
											que desviavam para a arena
um gigantesco aqueduto.
											Outros pensam que o sistema de câmaras
e de comportas usado para drenar a arena
											também era usado para a encher.
											Estas câmaras seriam cheias
com água antes do evento
											e depois seriam abertas
para submergir o palco
											sob mais de quatro milhões
de litros de água,
											para criar uma profundidade
de metro e meio.
									","
											Mühendislerin bu su etkisi için
arenayı nasıl doldurduğu hala bir gizem.
											Bazı tarihçiler, koca bir su kemerinin
arenaya çevrildiğine inanıyorlar.
											Diğerleri ise arenayı kurutan 
oda sisteminin ve set kapaklarının
											ayrıca arenayı doldurmak için
kullanıldığını düşünüyor.
											Bu odalar etkinlikten önce 
suyla doldurulmuş
											ve daha sonrasında 
beş fit derinlik yaratmak için
											bir milyon galondan çok su ile
arenayı batırmak için açılmış olabilir.
									",How Romans flooded the Colosseum for sea battles,Janelle Peters,4:04,"TED-Ed,war,ancient world,animation,history,culture,public spaces,world cultures,sports,government"
"
","
","
",How Romans flooded the Colosseum for sea battles,Janelle Peters,4:04,"TED-Ed,war,ancient world,animation,history,culture,public spaces,world cultures,sports,government"
"
											But even with all that water,
											the Romans had to construct miniature 
boats with special flat bottoms
											that wouldn’t scrape the Colosseum floor.
											These boats ranged from 7 to 15 
meters long,
											and were built to look like vessels 
from famous encounters.
											During a battle, dozens of these ships 
would float around the arena,
											crewed by gladiators dressed as the 
opposing sides of the recreated battle.
											These warriors would duel across ships;
											boarding them, fighting, drowning, 
and incapacitating their foes
											until only one faction was left standing.
									","
											Mas, mesmo com toda essa água,
											os romanos tiveram de construir
barcos miniatura com fundos chatos
											que não roçassem pelo fundo do Coliseu.
											Estes barcos tinham
entre 7 a 15 metros de comprimento
											e eram construídos para parecerem
os barcos de refregas famosas.
											Durante uma batalha, dezenas desses barcos
vogavam em volta da arena,
											tripulados por gladiadores vestidos
como lados opostos da batalha recriada.
											Esses guerreiros combatiam barco a barco,
											abordando-os, lutando,
afogando e incapacitando os inimigos
											até só subsistir uma das fações.
									","
											Ama tüm o kadar suyla bile
											Romalılar Kolezyum yerlerini kazımayacak,
özel düz tabanlı minyatür tekneler
											inşa etmek zorunda kaldılar.
											Bu tekneler 7 ile 15 metre 
arasında değişmekteydi
											ve ünlü karşılaşmalardaki gemiler
gibi gözükmeleri için inşa edildiler.
											Savaş sırasında gemilerin düzinelercesi
karşı saftakiler gibi giyinen
											gladyatör mürettabatıyla
arenanın etrafında yüzerdi.
											Bu savaşçılar, gemiler boyunca
											sadece bir grup ayakta kalana kadar
onlara binip, savaşıp, boğulup,
											düşmanlarını saf dışı
bırakarak çekişirlerdi.
									",How Romans flooded the Colosseum for sea battles,Janelle Peters,4:04,"TED-Ed,war,ancient world,animation,history,culture,public spaces,world cultures,sports,government"
