en,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",An invitation to men who want a better world for women,Elizabeth Nyamayaro,12:39,"activism,gender,global issues,humanity,inequality,women,gender equality"
"
											I will always remember
											the first time I met the girl
in the blue uniform.
											I was eight at the time,
											living in the village with my grandmother,
											who was raising me and other children.
											Famine had hit my country of Zimbabwe,
											and we just didn't have enough to eat.
											We were hungry.
											And that's when the girl
in the blue uniform
											came to my village with the United Nations
											to feed the children.
									","
											Sempre recordarei
											a primeira vez que encontrei
a rapariga de uniforme azul.
											Na altura, eu tinha oito anos.
											Vivia na aldeia com a minha avó,
											que tratava de mim e de outras crianças.
											A fome grassava no meu país, o Zimbabué.
											Não tínhamos comida suficiente.
											Tínhamos fome.
											Foi quando essa rapariga de uniforme azul
											chegou à minha aldeia com as Nações Unidas
											para alimentar as crianças.
									","
											Je me souviendrai toujours
											de la première fois où j'ai rencontré
la femme dans un uniforme bleu.
											J'avais huit ans,
											je vivais dans un village
avec ma grand-mère,
											elle m'élevait, moi et d'autres enfants.
											La famine frappait mon pays, le Zimbabwe,
											et nous n'avions pas assez à manger.
											On avait faim.
											C'est là que
la femme à l'uniforme bleu
											est venue avec les Nations-Unies 
dans mon village
											pour nourrir les enfants.
											Alors qu'elle me tendait à manger,
									","
											Ich werde nie vergessen,
											als ich dieses Mädchen
in blauer Uniform sah.
											Ich war damals acht
											und lebte auf dem Dorf
mit meiner Großmutter,
											die mich und noch andere Kinder aufzog.
											Eine Hungersnot hatte mein Land,
Simbabwe, erschüttert
											und wir hatten einfach
nicht genug zu essen.
											Wir hatten Hunger.
											Da kam auf einmal dieses Mädchen
in blauer Uniform
											in mein Dorf mit den Vereinten Nationen,
											um den Kindern Essen zu bringen.
									",An invitation to men who want a better world for women,Elizabeth Nyamayaro,12:39,"activism,gender,global issues,humanity,inequality,women,gender equality"
"
","
","
","
",An invitation to men who want a better world for women,Elizabeth Nyamayaro,12:39,"activism,gender,global issues,humanity,inequality,women,gender equality"
"
											As she handed me my porridge,
											I asked her why she was there,
											and without hesitation, she said,
											""As Africans, we must uplift
all the people of Africa.""
											I had absolutely no idea what she meant.
									","
											Quando me deram sopa,
											perguntei-lhe porque é que ela estava ali.
											Sem hesitar, ela disse:
											""Enquanto africanas, temos que ajudar
todos os povos de África"".
											Não percebi minimamente 
do que é que ela estava a falar.
									","
											je lui ai demandé pourquoi elle était la.
											Et sans hésitation, elle m'a dit :
											« En tant qu'Africains, nous devons
aider tous les Africains. »
											Je n'avais absolument aucune idée 
de ce qu'elle voulait dire.
											(Rires)
									","
											Als sie mir den Haferbrei gab,
											fragte ich sie, warum sie hier sei,
											und ohne zu zögern antwortete sie:
											""Als Afrikaner müssen wir 
allen Afrikanern helfen.""
											Ich hatte keine Ahnung, was sie meinte.
									",An invitation to men who want a better world for women,Elizabeth Nyamayaro,12:39,"activism,gender,global issues,humanity,inequality,women,gender equality"
"
","
","
","
",An invitation to men who want a better world for women,Elizabeth Nyamayaro,12:39,"activism,gender,global issues,humanity,inequality,women,gender equality"
"
											(Laughter)
									","
											(Risos)
									","
											Mais je n'ai pas oublié ses paroles.
									","
											(Lachen)
									",An invitation to men who want a better world for women,Elizabeth Nyamayaro,12:39,"activism,gender,global issues,humanity,inequality,women,gender equality"
"
","
","
","
",An invitation to men who want a better world for women,Elizabeth Nyamayaro,12:39,"activism,gender,global issues,humanity,inequality,women,gender equality"
"
											But her words stuck with me.
									","
											Mas aquelas palavras marcaram-me.
									","
											2 ans plus tard,
									","
											Aber ihre Worte
blieben mir im Kopf hängen.
									",An invitation to men who want a better world for women,Elizabeth Nyamayaro,12:39,"activism,gender,global issues,humanity,inequality,women,gender equality"
"
","
","
","
",An invitation to men who want a better world for women,Elizabeth Nyamayaro,12:39,"activism,gender,global issues,humanity,inequality,women,gender equality"
"
											Two years later,
											famine hit my country for the second time.
											My grandmother had no choice
but to send me to the city
											to live with an aunt
I had never met before.
											So at the age of 10,
											I found myself in school
for the very first time.
											And there, at the city school,
											I would experience
what it was to be unequal.
											You see, in the village,
											we were all equal.
											But in the eyes and the minds
of the other kids,
											I was not their equal.
											I couldn't speak English,
											and I was way behind
in terms of reading and writing.
											But this feeling of inequality
would get even more complex.
											Every school holiday
											spent back in the village
with my grandmother
											made me consciously aware
											of the inequalities
this incredible opportunity
											had created within my own family.
											Suddenly, I had much more
than the rest of my village.
											And in their eyes,
I was no longer their equal.
									","
											Dois anos mais tarde,
											a fome atingiu o meu país
pela segunda vez.
											A minha avó não teve outra hipótese
senão enviar-me para a cidade
											para viver com uma tia
que eu nunca tinha visto.
											Portanto, aos 10 anos,
											encontrei-me na escola pela primeira vez.
											Ali, na escola da cidade,
											eu ia perceber o que era ser diferente.
											Na aldeia,
											éramos todos iguais.
											Mas aos olhos e no espírito
dos outros miúdos
											eu não era igual a eles.
											Eu não sabia falar inglês,
											e estava atrasada
em termos de ler e escrever.
											Mas este sentimento de desigualdade
tornar-se-ia ainda mais complexo.
											Todas as férias escolares
											passadas na aldeia com a minha avó,
											faziam com que eu tomasse consciência
											das desigualdades 
que esta oportunidade incrível
											tinha criado na minha família.
											De repente, eu tinha muito mais
do que toda a minha aldeia.
											Aos olhos deles, eu já não era sua igual.
									","
											la famine a frappé mon pays
pour la deuxième fois.
											Ma grand-mère n'a pas eu d'autre choix 
que de m'envoyer en ville
											pour vivre avec une tante 
que je n'avais jamais vue.
											Et donc à l'age de 10 ans,
											je suis allée à l'école 
pour la première fois.
											Et là, à l'école municipale,
											j'ai découvert l'inégalité.
											Vous voyez, dans mon village,
											on était tous égaux.
											Mais pour d'autres enfants,
											je n'étais pas leur égale.
											Je ne parlais pas anglais,
											j'avais beaucoup de retard
en lecture et en écriture.
											Et ce sentiment d'inégalité est devenu 
encore plus fort.
											Chaque vacance scolaire,
											passée dans le village 
avec ma grand-mère,
											me rendait pleinement
consciente des inégalités
											que cette chance incroyable
avait créée au sein de ma propre famille.
											J'avais soudain
beaucoup plus que le reste du village.
											Et à leurs yeux, 
je n'étais plus leur égale.
											Je me suis sentie coupable.
									","
											Zwei Jahre später erlebte mein Land
eine zweite Hungersnot.
											Meine Großmutter musste mich
in die Stadt schicken,
											um mit einer Tante zu leben,
die ich nicht kannte.
											Mit zehn kam ich also
zum ersten Mal in die Schule.
											In dieser städtischen Schule lernte ich,
											was es bedeutete, anders zu sein.
											Auf dem Dorf waren wir alle gleich.
											Aber in den Augen
und im Bewusstsein der anderen Kinder
											war ich nicht wie sie.
											Ich konnte kein Englisch,
											und was Lesen und Schreiben 
anging, hinkte ich hinterher.
											Aber dieses Gefühl des Andersseins
wurde immer komplexer.
											Jede Ferien, die ich auf dem Dorf
bei meiner Großmutter verbrachte,
											wurden mir diese Ungleichheiten bewusster,
											die durch diese unglaubliche Gelegenheit
											innerhalb meiner eigenen Familie
entstanden waren.
											Auf einmal hatte ich viel mehr 
als der Rest des Dorfes.
											In ihren Augen war ich 
nicht mehr eine von ihnen.
									",An invitation to men who want a better world for women,Elizabeth Nyamayaro,12:39,"activism,gender,global issues,humanity,inequality,women,gender equality"
