es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",Lessons from death row inmates,David R. Dow,18:16,"TEDx,death,global issues,law,prison,storytelling,justice system"
"
											Hace dos semanas,
											estaba sentado a la mesa
											de mi cocina con mi esposa Katya,
											y conversábamos acerca de lo que voy a hablarles hoy.
											Tenemos un hijo de 11 años, Lincoln, y estaba sentado a la mesa con nosotros
											haciendo su tarea de matemáticas.
											Durante una pausa en mi conversación
											con Katya, miré a Lincoln
											y de pronto quedé absorto
											por el recuerdo de uno de mis clientes.
									","
											İki hafta önce
											eşim Katya ile beraber
											mutfakta oturuyorduk ve
											bugün size anlatacağım konu hakkında konuşuyorduk.
											11 yaşında bir oğlumuz var, adı Lincoln. O da bizimle aynı masada oturuyor
											ve matematik ödevini yapıyordu.
											Katya ile konuşurken bir ara verdiğimde
											Lincoln'e baktım
											ve bir anda bir müvekkilimin anısı ile
											beynimden vurulmuşa döndüm.
									","
											Il y a deux semaines
											nous étions dans
											la cuisine avec ma femme, Katya,
											et nous parlions de ce dont je vais vous parler aujourd'hui.
											Nous avons un fils de 11 ans, il s'appelle Lincoln. Il était assis à la même table
											en train de faire ses devoirs de maths.
											Et, lors d'une pause dans ma conversation
											avec Katya, j'ai regardé Lincoln
											et d'un coup j'ai été frappé
											par le souvenir de l'un de mes clients.
									","
											Vor zwei Wochen
											saß ich am Küchentisch
											mit meiner Frau Katya
											und wir unterhielten uns über das Thema 
meines heutigen Vortrags.
											Wir haben einen elfjährigen Sohn. Er heißt Lincoln. 
Er saß auch mit am Tisch
											und machte seine Mathe-Hausaufgaben.
											Während einer Pause im Gespräch
											mit Katya sah ich zu Lincoln hinüber
											und war plötzlich wie vom Blitz getroffen
											von einer Erinnerung an einen meiner Mandanten.
									",Lessons from death row inmates,David R. Dow,18:16,"TEDx,death,global issues,law,prison,storytelling,justice system"
"
","
","
","
",Lessons from death row inmates,David R. Dow,18:16,"TEDx,death,global issues,law,prison,storytelling,justice system"
"
											Mi cliente era un tipo llamado Will.
											Era del norte de Texas.
											Nunca conoció bien a su padre, porque los había abandonado
											cuando su mamá estaba embarazada de él.
											Así que, su destino fue ser criado por una mamá soltera,
											lo que hubiese estado bien,
											excepto que esta mamá en particular
											padecía eszquizofrenia paranoide,
											y cuando Will tenía cinco años, ella trató de matarlo con un cuchillo.
									","
											Müvekkilim Will isminde bir adamdı.
											Kendisi Kuzey Teksas'tandı.
											Babasını hiç tanıyamamıştı, çünkü babası
											annesi ona hamile iken çekip gitmişti.
											Ve bu sayede o yalnız bir anne ile büyütüldü
											ki bu normalde bir sorun oluşturmayabilirdi.
											Yalnız bu tek ebeveyn
											paranoyak bir şizofrendi
											ve Will beş yaşındayken onu bir kasap bıçağıyla öldürmeye çalışmıştı.
									","
											Mon client, c'était un gars qui s’appelait Will.
											Il venait du nord du Texas.
											Il n'a jamais vraiment connu son père car il avait
											abandonné sa mère alors qu'elle était enceinte de lui.
											Tout le destinait donc à être élevé par une mère célibataire
											ce qui aurait pu bien se passer
											sauf que cette mère célibataire
											souffrait de schizophrénie paranoïaque,
											et quand Will avait cinq ans, elle a essayé de le tuer avec un couteau de boucher.
									","
											Mein Mandant war ein Mann namens Will.
											Er kam aus Nordtexas.
											Er hatte seinen Vater nie näher kennengelernt, weil sein Vater
											seine Mutter verlassen hatte, 
als sie mit ihm schwanger war.
											Und so war es sein Schicksal, von seiner Mutter 
alleine erzogen zu werden,
											was vielleicht okay gewesen wäre,
											nur dass seine Mutter
											an paranoider Schizophrenie litt
											und versuchte, Will mit einem Fleischermesser 
umzubringen, als er fünf Jahre alt war.
									",Lessons from death row inmates,David R. Dow,18:16,"TEDx,death,global issues,law,prison,storytelling,justice system"
"
","
","
","
",Lessons from death row inmates,David R. Dow,18:16,"TEDx,death,global issues,law,prison,storytelling,justice system"
"
											Las autoridades
											se la llevaron y la internaron en un hospital psiquiátrico,
											y así, en los años siguentes, Will vivió con su hermano mayor
											hasta que éste se suicidó dándose un tiro directo al corazón.
											Después de eso,
											Will pasó a vivir con un familiar tras otro;
											y para cuando tenía 9 años, estaba viviendo prácticamente solo.
									","
											Anne
											yetkililer tarafından bir psikiyatri hastanesine yerleştirildi
											ve sonraki birkaç sene Will kendisinden daha büyük olan ağabeyi ile yaşadı
											ta ki ağabeyi kendini kalbinden vurarak intihar edene kadar.
											Bu olaydan sonra
											Will bir aileden diğerine gezip durdu
											9 yaşına geldiğinde aslında kendi başına yaşıyordu.
									","
											Elle a été
											placée en hôpital psychiatrique par les autorités,
											et Will a vécu avec son frère aîné les années suivantes
											jusqu'à ce que son frère se suicide d'une balle dans le coeur.
											Après ça,
											Will a été balloté d'un membre de la famille à l'autre,
											jusqu'à l'âge de neuf ans, après quoi, il a quasiment vécu tout seul.
									","
											Sie wurde
											von den Behörden abgeholt 
und in die Psychiatrie eingewiesen
											Und so lebte Will für die nächsten paar Jahre 
bei seinem älteren Bruder,
											bis der sich das Leben nahm, 
indem er sich durchs Herz schoss.
											Danach
											wurde Will zwischen Familienmitgliedern 
hin- und hergeschoben,
											bis er im Alter von neun Jahren praktisch alleine lebte.
									",Lessons from death row inmates,David R. Dow,18:16,"TEDx,death,global issues,law,prison,storytelling,justice system"
"
","
","
","
",Lessons from death row inmates,David R. Dow,18:16,"TEDx,death,global issues,law,prison,storytelling,justice system"
"
											Esa mañana en la cocina con Katya y Lincoln, miré a mi hijo,
											y me di cuenta de que cuando mi cliente, Will,
											tenía su edad,
											ya había estado viviendo solo durante dos años.
											Con el tiempo, Will se unió a una pandilla
											y cometió
											varios crímenes muy graves,
											ente ellos, el más grave de todos,
											un trágico y horrible asesinato.
											A la larga, Will fue ejecutado
											como castigo por ese crimen.
									","
											O sabah Katya ve Lincoln ile otururken oğluma baktım,
											ve fark ettim ki, müvekkilim Will
											aslında onun yaşındaydı
											ve iki senedir kendi başının çaresine bakıyordu.
											Will sonunda bir çeteye katıldı
											ve pek çok
											ciddi suç işledi
											hatta bunlardan en ciddisi
											korkunç, trajik bir cinayetti.
											En sonunda ise bu suçuna ceza olarak
											Will idam edildi.
									","
											Et ce matin où nous étions assis avec Katya et Lincoln, je regardais mon fils,
											et je me suis rendu compte qu'à son âge,
											mon client Will
											avait déjà vécu seul pendant deux ans.
											Will a finalement rejoint un gang
											et a commis
											un certain nombre de crimes très graves,
											notamment, le plus grave,
											un meurtre tragique, horrible.
											Et pour finir, Will a été exécuté,
											c'était la sentence pour ce crime.
									","
											An dem Morgen, als ich mit Katya und Lincoln 
zusammensaß, sah ich meinen Sohn an
											und mir wurde klar, dass mein Mandant Will
											in seinem Alter
											schon zwei Jahre lang auf sich gestellt gelebt hatte.
											Will wurde schließlich Mitglied einer Gang
											und verübte
											eine Reihe sehr schwerer Verbrechen.
											Eines davon, das schlimmste,
											war ein furchtbarer, tragischer Mord.
											Und Will wurde schlussendlich zur Strafe
											für dieses Verbrechen hingerichtet.
									",Lessons from death row inmates,David R. Dow,18:16,"TEDx,death,global issues,law,prison,storytelling,justice system"
"
","
","
","
",Lessons from death row inmates,David R. Dow,18:16,"TEDx,death,global issues,law,prison,storytelling,justice system"
"
											Pero hoy no quiero
											hablarles de
											la moralidad detrás de la pena capital. Claro que creo que mi cliente
											no debió haber sido ejecutado. En vez de eso, me gustaría
											hablarles de la pena de muerte
											como no lo he hecho antes;
											de una manera
											que no suscite controversia.
									","
											Ama ben bugün
											ölüm cezası hakkında
											konuşmak istemiyorum. Kesinlikle müvekkilimin
											öldürülmemesi gerektiğini düşünüyorum fakat onun yerine bugün yapmak istediğim
											ölüm cezası hakkında
											hiç konuşulmayanları konuşmak,
											bunu da
											tartışmalara kesinlikle yol açmayacak şekilde yapacağım.
									","
											Mais je ne veux pas
											parler aujourd'hui
											de la moralité de la peine capitale. Je suis convaincu que mon client
											n'aurait pas dû être exécuté, mais ce que j'aimerais faire aujourd'hui, c'est plutôt
											vous parler de la peine de mort
											d'une manière inédite pour moi
											d'une manière
											qui ne prête en aucun cas à controverse.
									","
											Doch ich will heute nicht
											darüber sprechen,
											ob die Todesstrafe moralisch ist.
Ich bin sicher nicht der Meinung, dass mein Mandant
											hätte hingerichtet werden sollen.
Aber ich würde heute lieber
											über die Todesstrafe
											in einer neuen Weise sprechen,
											in einer Weise,
											die vollkommen unkontrovers ist.
									",Lessons from death row inmates,David R. Dow,18:16,"TEDx,death,global issues,law,prison,storytelling,justice system"
