en,es,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
","
",What if we paid doctors to keep people healthy?,Matthias Müllenbeck,10:40,"health,health care,economics,medical research,medicine"
"
											It's 4am in the morning.
											I'm waking up in a Boston hotel room
											and can only think of one thing:
											tooth pain.
											One of my ceramic inlays
fell off the evening before.
											Five hours later,
I'm sitting in a dentist's chair.
											But instead of having a repair of my inlay
so that I can get rid of my pain,
											the dentist pitches me on the advantages
of a titanium implant surgery.
											Ever heard of that?
									","
											Son las 4 de la mañana.
											Me despierto en una habitación 
de hotel en Boston
											y solo puedo pensar en una cosa:
											dolor de dientes.
											Una de mis incrustaciones de cerámica
se había caído la noche anterior.
											Cinco horas más tarde,
estoy sentado en la silla del dentista.
											Pero en vez de repararme la incrustación
para aliviar mi dolor,
											el dentista me informa de las ventajas 
de una cirugía de implante de titanio.
											¿Han oído hablar de eso antes?
									","
											Il est 4 heures du matin.
											Je me réveille dans une chambre
d'hôtel à Boston
											et ne peux penser qu'à une chose :
											j'ai mal aux dents.
											Un de mes inlays en céramique
est tombé la veille.
											Cinq heures plus tard,
je suis assis chez le dentiste.
											Au lieu d'avoir mon inlay réparé
pour me débarrasser de ma douleur,
											le dentiste me présente les avantages
d'une chirurgie pour un implant en titane.
											Vous en avez entendu parler ?
									","
											São 4 horas da manhã.
											Estou a acordar
num quarto de hotel em Boston
											e só consigo pensar numa coisa:
											dor de dentes.
											Um dos implantes de cerâmica
caiu na noite anterior.
											Cinco horas depois, estou
sentado numa cadeira de dentista.
											Mas em vez de reparar o meu implante
para que eu possa livrar-me da dor,
											o dentista apresenta-me as vantagens
de uma cirurgia de implante de titânio.
											Já ouviram falar disso?
									","
											Sabahın dördüydü.
											Boston'da bir otel odasında uyandım,
											aklımda tek şey vardı:
											Diş ağrısı.
											Seramik dolgularımdan biri 
önceki akşam düşmüştü.
											5 saat sonra kendimi 
dişçi koltuğunda buldum.
											Ama dişçi acımdan kurtarmak için 
dolgumu yapmak yerine
											titanyum implant tedavisinin 
avantajlarından bahsetmeye başladı.
											Hiç duydunuz mu?
									",What if we paid doctors to keep people healthy?,Matthias Müllenbeck,10:40,"health,health care,economics,medical research,medicine"
"
","
","
","
","
",What if we paid doctors to keep people healthy?,Matthias Müllenbeck,10:40,"health,health care,economics,medical research,medicine"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									","
											(Kahkahalar)
									",What if we paid doctors to keep people healthy?,Matthias Müllenbeck,10:40,"health,health care,economics,medical research,medicine"
"
","
","
","
","
",What if we paid doctors to keep people healthy?,Matthias Müllenbeck,10:40,"health,health care,economics,medical research,medicine"
"
											It essentially means to replace
a damaged tooth
											by an artificial one,
											that is screwed into your jaw.
											Estimated costs for the implant surgery
may add up to 10,000 US dollars.
											Replacing the ceramic inlay I had before
											would come in at 100 US dollars.
											Was it my health or the money
that could be earned with me
											that was the biggest concern
for my dentist?
									","
											Básicamente significa reemplazar
un diente dañado
											por uno artificial,
											que se atornilla a la mandíbula.
											El precio de una cirugía de implante
puede ser de hasta USD 10 000.
											Reemplazar la incrustación de cerámica 
que tenía antes
											serían solo unos USD 100.
											¿Era mi salud o el dinero
que podía ganar conmigo
											la mayor preocupación
de mi dentista?
									","
											Cela revient à remplacer une dent abîmée
											par une dent artificielle
											qui est vissée dans votre mâchoire.
											Le coût estimé pour la chirurgie d'implant
peut atteindre les 10 000 dollars.
											Remplacer mon inlay en céramique
											coûterait 100 dollars.
											Était-ce ma santé ou l'argent
qu'il pourrait gagner avec moi
											qui intéressait le plus mon dentiste ?
									","
											Essencialmente, significa
substituir um dente danificado
											por um artificial
											que é aparafusado na mandíbula.
											O custo estimado desta cirurgia
pode chegar a 10 000 dólares americanos.
											Substituir o implante de cerâmica
que tinha antes
											ficaria a 100 dólares.
											A maior preocupação para o meu dentista

											era a minha saúde ou o dinheiro
que podia ganhar comigo?
									","
											Özünde bu işlem zarar görmüş dişin yerine
											çenenize vidalanan
											yapay bir başka diş anlamına geliyor.
											İmplant tedavisi için gereken
tahmini maliyet 10.000 ABD doları kadar.
											Bendeki seramik dolguyu değiştirmek

											100 ABD dolarına malolacaktı.
											Dişçimin en büyük endişesi 
benim sağlığım mı
											yoksa benim üzerimden
kazanabileceği para mıydı?
									",What if we paid doctors to keep people healthy?,Matthias Müllenbeck,10:40,"health,health care,economics,medical research,medicine"
"
","
","
","
","
",What if we paid doctors to keep people healthy?,Matthias Müllenbeck,10:40,"health,health care,economics,medical research,medicine"
"
											As it turned out, my experience
wasn't an isolated case.
											A study by a US national newspaper
estimated that in the United States,
											up to 30 percent of all
surgical procedures —
											including stent
and pacemaker implantations,
											hip replacements and uterus removals —
											were conducted
											although other nonsurgical treatment
options had not been fully exploited
											by the physician in charge.
											Isn't that figure shocking?
											Numbers may be slightly different
in other countries,
											but what it means is that
if you go to a doctor in the US,
											you have a not-insignificant chance
to be subjected to a surgical intervention
											without there being
an immediate need for it.
											Why is this?
											Why are some practitioners incentivized
to run such unnecessary procedures?
									","
											Parece ser que mi experiencia
no fue un caso aislado.
											Un estudio de un periódico estadounidense
estimó que en EE. UU.
											hasta el 30 % de todos
procedimientos quirúrgicos,
											incluyendo implantaciones de prótesis
y marcapasos,
											reemplazos de cadera 
y extirpaciones de útero
											se llevaron a cabo
											sin antes analizar
otras opciones no quirúrgicas
											por el médico encargado de hacerlas.
											¿No son impactantes los datos?
											Las cifras pueden ser 
algo diferente en otros países,
											pero si uno va a un médico en EE. UU.
											existe una probabilidad considerable
de ser intervenido quirúrgicamente
											sin que haya una necesidad 
inmediata para ello.
											¿Por qué pasa esto?
											¿Por qué se incentiva la ejecución 
de tales procedimientos innecesarios?
									","
											Il s'est avéré que ce que j'ai vécu
n'est pas un cas isolé.
											Une étude d'un journal national américain
a estimé qu'aux États-Unis,
											jusqu'à 30% des procédures
chirurgicales —
											y compris les endoprothèses
et les implants de pacemaker,
											les remplacements de hanche
et les ablations d'utérus —
											ont été conduites
											alors que les options
de traitement non chirurgical
											n'avaient pas été pleinement exploitées
											par le médecin en charge.
											N'est-ce pas choquant ?
											Les nombres diffèrent peut-être
dans d'autres pays
											mais cela signifie que si vous allez
chez un médecin aux États-Unis,
											vous avez un risque non négligeable
											de faire l'objet
d'une intervention chirurgicale
											sans que cela soit de nécessité immédiate.
											Pourquoi ?
											Pourquoi certains praticiens sont-ils
encouragés à réaliser
											des procédures non nécessaires ?
									","
											Acontece que a minha experiência
não foi um caso isolado.
											Um estudo de um jornal dos EUA
estimou que, no país,
											mais de 30% de todos
os procedimentos cirúrgicos
											— incluindo implantes de endoprótese
e de ""pacemaker"",
											substituição da anca
e remoção do útero —
											foram realizados, embora o médico
responsável não tenha explorado totalmente
											outras opções de tratamento não cirúrgico.

											Este dado não é chocante?
											Os números podem variar
ligeiramente noutros países,
											mas o que significa é que,
se forem a um médico nos EUA,
											têm uma hipótese significativa
de ser sujeitos a uma intervenção cirúrgica
											sem haver uma necessidade imediata.
											Porquê?
											Por que é que alguns médicos
são incentivados
											a optar por procedimentos
tão desnecessários?
									","
											Anlaşıldığı üzere, bu deneyimim
bir kereye mahsus değildi.
											ABD'de ulusal gazetelerden birinin 
yürüttüğü bir araştırmaya göre
											ABD'de stent ve kalp pili yerleştirmeleri,
											kalça protezi ve histerektomi dâhil 
bütün cerrahi operasyonların
											yüzde 30'undan fazlası 
diğer cerrahi tedavi gerektirmeyen
											tedavi yöntemlerinin
											sorumlu hekim tarafından tam olarak 
kullanılmamasına rağmen
											gerçekleştirildiği tahmin ediliyor.
											Bu rakam şok edici değil mi?
											Oranlar diğer ülkelerde
az çok değişebilir
											ama bu eğer ABD'de bir doktora giderseniz
											acil bir ihtiyaç olmaksızın,
cerrahi müdahaleye
											maruz kalma ihtimaliniz var.
											Neden peki?
											Neden doktorlar böyle gereksiz
prosedürleri yürütmeye özendiriliyor ?
									",What if we paid doctors to keep people healthy?,Matthias Müllenbeck,10:40,"health,health care,economics,medical research,medicine"
"
","
","
","
","
",What if we paid doctors to keep people healthy?,Matthias Müllenbeck,10:40,"health,health care,economics,medical research,medicine"
"
											Well, perhaps it is because
health care systems themselves
											incentivize in a nonideal way
											towards applying or not applying
certain procedures or treatments.
											As most health care systems
reimburse practitioners
											in a fee-for-service-based fashion
											on the number and kind
of treatments performed,
											it may be this economic incentive
that tempts some practitioners
											to rather perform high-profit
surgical treatments
											instead of exploring
other treatment options.
											Although certain countries
started to implement
											performance-based reimbursement,
											anchored on a quality and efficacy matrix,
											overall, there's very little in today's
health care systems' architecture
											to incentivize practitioners broadly
											to actively prevent the appearance
of a disease in the first place
											and to limit the procedures
applied to a patient
											to the most effective options.
									","
											Bueno, tal vez es porque
los propios sistemas de salud
											incentivan de una manera nada ideal
											la aplicación o no de 
ciertos procedimientos o tratamientos.
											Como la mayoría de los sistemas sanitarios
remuneran a los practicantes
											en una forma de pago por servicios,
											considerando el número y tipo
de tratamientos realizados,
											puede ser este incentivo económico
el que tienta a algunos practicantes
											a realizar tratamientos quirúrgicos 
consiguiendo altos beneficios
											en vez de explorar otras opciones.
											Aunque algunos países
comenzaron a implantar
											la remuneración basada en el rendimiento,
											en la calidad y la eficacia,
											pero actualmente existen muy pocos
sistemas sanitarios
											que incentiven a sus practicantes
											por prevenir activamente la apariencia
de una enfermedad en primer lugar
											y limitar los procedimientos
que se aplican a un paciente
											a las opciones más efectivas.
									","
											Peut-être est-ce parce que
les systèmes de soins de santé
											encouragent de façon non idéale
											l'application ou la non application
de certains traitements et procédures.
											La plupart des systèmes de soins
remboursant les praticiens
											sur une base de rémunération à l'acte
											dépendant du nombre et du type
de traitements effectués,
											cette motivation économique
tente peut-être certains praticiens
											à effectuer des traitements
chirurgicaux à profit élevé
											plutôt que d'explorer
d'autres options de traitement.
											Même si certains pays ont instauré
											un remboursement basé sur la performance,
											lié à une matrice
de qualité et d'efficacité,
											il y a en général très peu de choses
											dans l'architecture
des systèmes de soins actuels
											pour encourager largement les praticiens
											à éviter activement
l'apparition d'une maladie
											et à limiter les procédures
appliquées à un patient
											aux options les plus efficaces.
									","
											Bem, talvez seja porque
os sistemas de saúde em si mesmos
											incentivam de forma não ideal
											que se apliquem ou não certos
procedimentos ou tratamentos.
											Como a maioria dos sistemas de saúde
compensa os médicos
											numa base de taxa por serviço
											mediante o número e natureza
dos tratamentos desempenhados,
											pode ser este incentivo económico
que seduz certos médicos
											a executar tratamentos cirúrgicos
de elevado lucro
											em vez de explorar
outras opções de tratamento.
											Se bem que certos países
começaram a implementar
											a compensação baseada no desempenho,
											ancorada numa matriz
de qualidade e eficácia,
											de modo geral, na arquitetura
do sistema de saúde atual
											há muito pouco que incentive
amplamente os médicos
											a prevenir ativamente
o aparecimento de uma doença
											e a limitar os procedimentos
aplicados a um paciente
											às opções mais eficazes.
									","
											Muhtemelen bunun nedeni 
sağlık hizmeti sisteminin,
											belirli prosedürleri 
ve tedavileri uygulamak
											ya da uygulamamak için ideal 
olmayan biçimde teşvik etmesi olabilir.
											Çoğu sağlık hizmeti sistemi 
hekimlere uygulanan tedavilerin
											türüne ve sayısına göre
											hizmete dayalı ücret karşılığı
ödeme yapmaktadır,
											diğer tedavi seçeneklerine
başvurmak yerine
											yüksek kârlı cerrahi tedavi uygulaması
											bazı hekimleri cezbedecek 
ekonomik bir teşvik olabilir.
											Belli ülkeler kaliteli
ve etkili bir matrise
											bağlı kalarak geri ödeme
											uygulamasına başladı.
											Günümüz sağlık hizmeti sisteminin
yapısında öncelikle etkili bir şekilde
											hastalığın ortaya çıkışını önlemek
											ve hastaya uygulanan prosedürleri
											en etkili seçeneklerle sınırlamak için
											hekimleri teşvik eden çok az şey var.
									",What if we paid doctors to keep people healthy?,Matthias Müllenbeck,10:40,"health,health care,economics,medical research,medicine"
