es,fr,de,title,speaker,duration,tags
"
","
","
",My stroke of insight,Jill Bolte Taylor,18:19,"biology,brain,consciousness,global issues,illness,science"
"
											Crecí para estudiar el cerebro porque tengo
											un hermano que fue diagnosticado con un trastorno cerebral:
											esquizofrenia. Y como hermana
											y más tarde, como científica, quería entender por qué
											puedo abstraer mis sueños, puedo
											conectarlos a mi realidad y hacerlos realidad.
											¿Qué sucede con el cerebro de mi hermano y
											su esquizofrenia que no puede conectar sus
											sueños con una realidad común y compartida sino
											que se vuelven delirios?
									","
											J'ai commencé à étudier le cerveau
parce que j'ai un frère
											à qui on a diagnostiqué une maladie
du cerveau : la schizophrénie.
											En tant que sœur
puis plus tard en tant que scientifique,
											je voulais comprendre pourquoi
je peux prendre mes rêves,
											faire un lien avec ma réalité,
puis les exaucer.
											Que se passe-t-il
dans le cerveau de mon frère
											et sa schizophrénie
pour qu'il n'arrive pas à lier ses rêves
											à une réalité commune et partagée,
et qu'ils deviennent plutôt des illusions ?
											J'ai donc consacré ma carrière
											à la recherche
des maladies mentales graves.
									","
											Ich wuchs damit auf, das Gehirn zu studieren, denn ich habe
											einen Bruder, der mit der Gehirnleistungsstörung Schizophrenie diagnostiziert
											wurde. Und als Schwester
											und später als Wissenschaftlerin, wollte ich verstehen,
											wie es möglich ist, dass ich meine Träume
											mit meiner Realität verbinden kann und meine Träume wahr werden lassen kann.
											Was hat es mit dem Gehirn meines Bruders und
											seiner Schizophrenie auf sich, dass er seine Träume
											nicht mit einer allgemeinen und geteilten Realität
											verbinden kann und sie stattdessen zu Wahnvorstellungen werden?
									",My stroke of insight,Jill Bolte Taylor,18:19,"biology,brain,consciousness,global issues,illness,science"
"
","
","
",My stroke of insight,Jill Bolte Taylor,18:19,"biology,brain,consciousness,global issues,illness,science"
"
											Entonces dediqué mi carrera a investigar
											las enfermedades mentales severas. Me mudé de mi hogar en
											Indiana a Boston donde trabajé en el
											laboratorio de la Dra. Francine Benes
											en el Departamento de Psiquiatría de Harvard. Allí nos preguntamos
											&amp;quot;¿Cuáles son las diferencias biológicas entre los cerebros de los individuos
											que tuvieron un diagnóstico normal
											en comparación con los cerebros de los individuos diagnosticados con
											esquizofrenia, trastorno esquizoafectivo o trastorno bipolar?
									","
											J'ai déménagé de mon domicile en Indiana
pour aller à Boston
											où j'ai travaillé au laboratoire
du Dr Francine Benes
											dans le département psychiatrique
à Harvard.
											Dans le laboratoire
on se posait la question suivante :
											« Quelles sont les différences biologiques
											entre les cerveaux de personnes
diagnostiquées comme normaux,
											comparés aux cerveaux
de personnes diagnostiquées
											schizophrènes, ou souffrant de troubles
schizo-affectifs ou bipolaires ? »
											Nous avons donc essentiellement
connecter le micro-circuit du cerveau :
									","
											Aus diesem Grund widmete ich meine Karriere der Erforschung
											schwerer Geisteskrankheiten. Und ich zog von meinem Heimatstaat Indiana
											nach Boston, wo ich im
											arbeitete. Im Labor stellten wir uns die Frage:
											""Welche biologischen Unterschiede bestehen zwischen den Gehirnen von
											Personen, die als normal gesteuert diagnostiziert werden
											und den Gehirnen von Personen, die mit
											Schizophrenie, schizoaffektiver oder manisch-depressiver Störung diagnostiziert
											werden? Im Wesentlichen entschlüsselten wir die Mikrotechnik
									",My stroke of insight,Jill Bolte Taylor,18:19,"biology,brain,consciousness,global issues,illness,science"
"
","
","
",My stroke of insight,Jill Bolte Taylor,18:19,"biology,brain,consciousness,global issues,illness,science"
"
											Mapeamos esencialmente los microcircuitos del cerebro:
											qué células se comunican con qué
											células, con qué químicos,
											y en qué cantidades de químicos.
											Mi vida tenía mucho sentido porque estaba realizando
											este tipo de investigaciones durante el día
											pero por las noches y los fines de semana
											viajaba apoyando a la Alianza Nacional de Enfermedades Mentales, NAMI.
											Pero la mañana del 10 de diciembre de 1996, me desperté
											y descubrí que yo misma tenía un trastorno en mi cerebro.
											Un vaso sanguíneo explotó en la parte izquierda de mi cerebro
											y en el curso de cuatro horas,
											vi cómo mi cerebro se deterioraba en su capacidad
											de procesar todo tipo de información. En la mañana de la hemorragia
											no podía caminar, hablar, leer, escribir ni recordar nada de mi vida.
											Esencialmente me convertí en una niña en el cuerpo de una mujer.
									","
											quelles cellules communiquent entre elles,
avec quels produits chimiques,
											et enfin, dans quelles proportions ?
											Ma vie était remplie de sens
											grâce à ce genre de recherche 
que j'effectuais pendant la journée.
											Par contre, les soirs et les week-ends,
											je voyageais en tant que militante de NAMI,
l'Alliance nationale des malaises mentales.
											Cependant, le 10 décembre, 1996,
je me suis réveillée en découvrant
											que je souffrais également
de troubles du cerveau.
											Un vaisseau sanguin a éclaté
du côté gauche de mon cerveau
											et en quatre heures,
											j'ai senti les facultés de mon cerveau
se détériorer complètement
											ne pouvant plus traiter aucune information. Le matin même de l'hémorrhagie
											je ne pouvais plus marcher, ni parler, ni lire, 
écrire ou me rappeler de quoi que ce soit de ma vie.
											Je suis simplement redevenue 
un bébé dans le corps d'une femme.
											Si vous avez déjà vu un cerveau humain,
											il est évident que les deux hémisphères 
sont complètement séparés l'un de l'autre.
									","
											des Gehirns. Welche Zellen kommunizieren miteinander,
											mit welchen chemischen Stoffen und
											mit welchen Mengen dieser chemischen Stoffe?
											Das gab meinem Leben eine große Bedeutung, denn tagsüber
											widmete ich mich dieser Forschung.
											Abends und an den Wochenenden war ich als
											Fürsprecherin für die NAMI, die National Alliance on Mental Illness unterwegs.
											Aber am Morgen des 10. Dezember 1996 wachte ich auf
											und stellte fest, dass ich selbst eine Hirnleistungsstörung hatte.
											Ein Blutgefäß in der linken Seite meines Gehirns war geplatzt.
											Und innerhalb von vier Stunden
											konnte ich beobachten, wie mein Gehirn allmählich die Fähigkeit verlor,
											alle Informationen zu verarbeiten. Am Morgen der Blutung
											konnte ich weder gehen, noch sprechen, schreiben oder mich an irgendetwas in
											meinem Leben erinnern. Ich wurde im Wesentlichen zu einem Säugling in
											Gestalt einer Frau. Falls Sie jemals ein menschliches Gehirn gesehen haben,
									",My stroke of insight,Jill Bolte Taylor,18:19,"biology,brain,consciousness,global issues,illness,science"
"
","
","
",My stroke of insight,Jill Bolte Taylor,18:19,"biology,brain,consciousness,global issues,illness,science"
"
											Si alguna vez han visto el cerebro humano,
											es obvio que los dos hemisferios están completamente separados uno del otro.
											Y he traído para ustedes un cerebro humano real.
											Este es un cerebro humano real.
									","
											Je vous ai ramené un véritable cerveau.
											Voici donc un vrai cerveau humain.
											Voici le lobe frontal du cerveau,
											le lobe pariétal avec 
la colonne vertébrale qui pend,
									","
											ist es offensichtlich, dass die beiden Hemisphären vollständig voneinander
											getrennt sind. Und ich habe ein echtes menschliches Gehirn für Sie mitgebracht.
											Also dies ist ein echtes menschliches Gehirn.
											Das ist die Vorderseite des Gehirns,
									",My stroke of insight,Jill Bolte Taylor,18:19,"biology,brain,consciousness,global issues,illness,science"
"
","
","
",My stroke of insight,Jill Bolte Taylor,18:19,"biology,brain,consciousness,global issues,illness,science"
"
											Esta es la parte frontal del cerebro,
											la parte posterior con la médula espinal colgando
											y ésta es la ubicación en el interior de la cabeza.
											Cuando observamos el cerebro, es obvio que
											las dos cortezas cerebrales están completamente separadas entre sí.
											Para los que entienden de ordenadores,
											nuestro hemisferio derecho funciona como un procesador en paralelo.
											mientras que nuestro hemisferio izquierdo funciona como uno en serie.
											Los dos hemisferios se comunican entre sí
											a través del cuerpo calloso,
											que está compuesto por alrededor de 300 millones de fibras de axón.
											Pero excepto por eso,
											los dos hemisferios están completamente separados.
											porque procesan información de manera diferente,
											cada uno de nuestros hemisferios piensa cosas distintas.
											Les interesan cosas diferentes, y me atrevo a decir que
											hasta tienen muy diferentes personalidades.
									","
											et voici comment il serait 
positionné dans ma tête.
											Et lorsque vous regardez 
le cerveau, il est évident que
											les deux cortex cérébraux sont 
complètement séparés l'un de l'autre.
											Pour ceux d'entre vous 
qui connaissent les ordinateurs,
											notre hémisphère droit fonctionne 
comme un processeur parallèle,
											alors que notre hémisphère gauche 
fonctionne comme un processeur périodique.
											Les deux hémisphères communiquent 
bien entre eux
											pas le biais du corps calleux,
											constitué de quelques 300 millions 
de fibres axonales.
											Sinon, à part ça,
											les deux hémisphères 
sont tout à fait séparés.
											Puisqu'ils traitent 
l'information différemment,
											nos hémisphères pensent 
à des choses différentes,
											se préoccupent de choses différentes, 
et, si j'ose dire,
											ont des personalités très différentes.
											Excusez-moi. Merci. C'était un plaisir. 
(Assistant : Ca l'a été.)
											Notre hémisphère droit 
concerne le moment présent.
									","
											die Hinterseite des Gehirns mit dem Rückenmark, das nach unten hängt
											und in meinem Kopf wäre es in dieser Position.
											Wenn Sie sich das Gehirn ansehen, ist klar zu erkennen,
											dass die zerebralen Kortizes vollständig voneinander getrennt sind.
											Für diejenigen unter Ihnen, die sich mit Computern auskennen,
											unsere rechte Hemisphäre funktioniert wie ein paralleler Prozessor,
											während unsere linke Hemisphäre wie ein serieller Prozessor funktioniert.
											Die zwei Hemisphären kommunizieren untereinander
											durch den Corpus Callosum,
											der aus ungefähr 300 Millionen Axonen besteht.
											Aber ansonsten
											sind die zwei Hemisphären komplett getrennt.
											Da sie Informationen unterschiedlich verarbeiten,
											denkt jede Hemisphäre über verschiedene Dinge nach,
											sie kümmern sich um unterschiedliche Dinge und ich wage es zu sagen,
											sie haben sehr unterschiedliche Persönlichkeiten.
											Entschuldigen Sie mich. Vielen Dank. Es war mir ein Vergnügen. (Assistent: Ja,
									",My stroke of insight,Jill Bolte Taylor,18:19,"biology,brain,consciousness,global issues,illness,science"
