en,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Inside the secret shipping industry,Rose George,11:23,"consumerism,culture,transportation"
"
											A couple of years ago,
											Harvard Business School chose
											the best business model of that year.
											It chose Somali piracy.
											Pretty much around the same time,
											I discovered that there were 544 seafarers
											being held hostage on ships,
											often anchored just off the Somali coast
											in plain sight.
									","
											Há alguns anos,
											a Harvard Business School elegeu
											o melhor modelo de negócios do ano:
											a pirataria Somali.
											Praticamente ao mesmo tempo,
											descobri que existiam 544 marinheiros
											mantidos como reféns em navios
											muitas vezes ancorados ao largo da costa da Somália
											à vista de todos.
									","
											Birkaç yıl önce,
											Harvard İş Okulu
											o yılın en iyi iş modelini seçti.
											Somali korsanlığını seçti.
											Hemen hemen aynı zamanlarda,
											orada 544 gemicinin,
											birçoğu hemen Somali açıklarında,
											herkesin gözü önünde
demirlemiş olan gemilerde
											rehin tutulduğunu keşfettim.
									","
											Il y a quelques années,
											la Harvard Business School a élu
											le meilleur modèle commercial de l'année.
											Ce fut la piraterie somalienne.
											À peu près à la même époque,
											j'ai découvert qu'il y avait 544 marins
											tenus en otage à bord de navires
											souvent ancrés au large de la côte somalienne
											à la vue de tous.
									","
											Vor ein paar Jahren
											kürte die Harvard Business School
											das beste Geschäftsmodell des Jahres.
											Die Wahl fiel auf die somalische Piraterie.
											Etwa zur selben Zeit
											entdeckte ich, dass 544 Seefahrer
											auf Schiffen als Geiseln gehalten wurden.
											Oft lagen diese in Sichtweite
											vor der somalischen Küste vor Anker.
									",Inside the secret shipping industry,Rose George,11:23,"consumerism,culture,transportation"
"
","
","
","
","
",Inside the secret shipping industry,Rose George,11:23,"consumerism,culture,transportation"
"
											And I learned these two facts, and I thought,
											what's going on in shipping?
											And I thought, would that happen
in any other industry?
											Would we see 544 airline pilots
											held captive in their jumbo jets
											on a runway for months, or a year?
											Would we see 544 Greyhound bus drivers?
											It wouldn't happen.
									","
											E ao saber destes dois factos, pensei:
											o que está a acontecer no transporte marítimo?
											E pensei: seria possivel que isto acontecesse em qualquer outra indústria?
											Será que veríamos 544 pilotos comerciais
											sequestrados nos seus jatos jumbo
											numa pista durante meses ou durante um ano?
											Veríamos 544 motoristas dos autocarros Greyhound?
											Não aconteceria.
									","
											Ve bu iki gerçeği öğrendim ve
											gemi taşımacılığında
neler oluyor diye düşündüm?
											Ve bu başka bir sektörde
olabilir miydi diye düşündüm.
											544 Havayolu pilotunu
											pistteki jumbo jetlerinde
											aylarca veya yıllarca tutsak
tutulduğunu görebilir miyiz?
											544 Greyhound otobüs
sürücüsünü görebilir miyiz?
											Böyle bir şey olmaz.
									","
											J'ai appris ces deux faits, et je me suis dit,
											que se passe-t-il dans l'industrie maritime ?
											Je me suis dit : « cela pourrait-il
se produire dans une autre industrie ? »
											Pourrait-on voir 544 pilotes de ligne
											emprisonnés dans leurs avions gros porteurs
											sur une piste pendant des mois, ou un an ?
											Pourrait-on voir cela avec
544 chauffeurs d'autobus de la Greyhound ?
											Cela ne serait pas possible.
									","
											Nachdem ich das beides 
in Erfahrung gebracht hatte,
											fragte ich mich, 
was mit der Schifffahrt los ist.
											Könnte so etwas auch 
in anderen Industriezweigen passieren?
											Würden wir akzeptieren,
											dass 544 Piloten 
für Monate, für ein Jahr,
											auf der Landebahn in ihren Jumbojets 
festgehalten werden?
											Oder 544 Reisebusfahrer?
											Das ginge gar nicht.
									",Inside the secret shipping industry,Rose George,11:23,"consumerism,culture,transportation"
"
","
","
","
","
",Inside the secret shipping industry,Rose George,11:23,"consumerism,culture,transportation"
"
											So I started to get intrigued.
											And I discovered another fact,
											which to me was more astonishing
											almost for the fact that I hadn't known it before
											at the age of 42, 43.
											That is how fundamentally 
we still depend on shipping.
											Because perhaps the general public
											thinks of shipping as an old-fashioned industry,
											something brought by sailboat
											with Moby Dicks and Jack Sparrows.
											But shipping isn't that.
											Shipping is as crucial to us as it has ever been.
											Shipping brings us 90 percent of world trade.
											Shipping has quadrupled in size since 1970.
											We are more dependent on it now than ever.
											And yet, for such an enormous industry —
											there are a 100,000 working vessels on the sea —
											it's become pretty much invisible.
									","
											Então comecei a ficar intrigada.
											E descobri outro facto,
											que para mim foi mais surpreendente,
											mais por não ter tido conhecimento disso antes
											de ter 42, 43 anos de idade.
											É o facto de como ainda dependemos fundamentalmente do transporte marítimo.
											Talvez porque o público em geral
											pensa no transporte marítmo como uma indústria antiga,
											algo trazido por veleiro
											com Moby Dicks e Jack Sparrows.
											Mas o transporte marítimo não é isso.
											O transporte marítimo é tão importante para nós como sempre foi.
											Os navios trazem-nos 90% do comércio mundial.
											O transporte marítimo quadruplicou em volume desde 1970.
											Somos mais dependentes dele agora do que nunca.
											E ainda assim, para uma indústria tão grande
											– existem uns 100 000 navios de transporte no mar –
											tornou-se praticamente invisível.
									","
											Bu yüzden merakımı uyandırmaya başladı.
											Ve bana daha şaşırtıcı gelen
											bir başka gerçeği öğrendim.
											Neredeyse 42, 43 yaşından önce
											hiç öğrenmemiş olduğum bir şey.
											O da nasıl temel olarak hala gemi
taşımacılığına bağlı olduğumuz.
											Çünkü muhtemelen halk,
											gemi taşımacılığının,
Moby Dicks ve Jack Sparrows
											nedeniyle yelkenli teknelerle yapılan
											eski moda bir endüstri olduğunu sanıyor.
											Ama gemi taşımacılığı bu değildir.
											Gemi taşımacılığı bizim için
eskiden olduğu gibi önemli.
											Gemi taşımacılığı dünya
ticaretinin yüzde 90'ını bize getiriyor.
											Gemi taşımacılığı 1970'den beri dört kat artmıştır.
											Biz şimdi ona her zamankinden daha bağımlıyız.
											Hal böyle iken, böyle büyük bir endüstri —
											deniz üzerinde 100.000 gemi çalışmaktadır —
											hemen hemen görünmez halde.
									","
											Ça a donc commencé à m'intriguer,
											et j'ai découvert un autre fait,
											qui pour moi était encore plus étonnant
											car il m'a fallu attendre mes 42, 43 ans
											pour l'apprendre.
											Il s'agit de notre importante dépendance 
à l'industrie maritime, encore maintenant.
											Parce que peut-être le grand public
											assimile l'industrie maritime 
à une industrie archaïque,
											des produits apportés par voilier
											avec Moby Dicks et Jack Sparrows.
											Mais l'industrie maritime n'est pas cela.
											L'industrie maritime est plus importante
aujourd'hui, qu'elle ne l'a jamais été.
											90% du commerce mondial est transporté via la mer.
											L'industrie maritime 
a quadruplé de taille depuis 1970.
											Nous en sommes plus dépendants
que nous ne l'avons jamais été.
											Et bien que cette industrie soit colossale :
											il y a 100 000 navires commerciaux en mer,
											elle est devenue quasiment invisible.
									","
											Dies weckte mein Interesse.
											Und ich entdeckte eine weitere Tatsache,
											an der mich hauptsächlich erstaunte,
											dass ich sie vor dem Alter von 42, 43
											nicht geahnt hatte.
											Und zwar, wie grundlegend wir 
noch von der Schifffahrt abhängen.
											Zwar hält vielleicht die Allgemeinheit
											Schifffahrt für eine altmodische Industrie,
											etwas wird per Segelboot mit Moby Dicks
											und Jack Sparrows herbeigeschleppt.
											Aber die Schifffahrt ist nicht so.
											Schifffahrt ist für uns 
wichtiger denn je.
											Schifffahrt erbringt 
90 % des Welthandels.
											Schifffahrt hat sich 
seit 1970 vervierfacht.
											Noch nie sind wir von ihr 
so abhängig gewesen.
											Angesichts der enormen Größe 
dieser Industrie —
											derzeit befinden sich an die
100 000 aktive Fahrzeuge auf See —
											ist sie nahezu unsichtbar geworden.
									",Inside the secret shipping industry,Rose George,11:23,"consumerism,culture,transportation"
"
","
","
","
","
",Inside the secret shipping industry,Rose George,11:23,"consumerism,culture,transportation"
"
											Now that sounds absurd in Singapore to say that,
											because here shipping is so present
											that you stuck a ship on top of a hotel.
											(Laughter)
											But elsewhere in the world,
											if you ask the general public what they know
											about shipping and how much
trade is carried by sea,
											you will get essentially a blank face.
											You will ask someone on the street
											if they've heard of Microsoft.
											I should think they'll say yes,
											because they'll know that they make software
											that goes on computers,
											and occasionally works.
											But if you ask them if they've heard of Maersk,
											I doubt you'd get the same response,
											even though Maersk,
											which is just one shipping company amongst many,
											has revenues pretty much on a par with Microsoft.
											[$60.2 billion]
									","
											Parece absurdo dizer isto em Singapura,
											porque aqui o transporte marítimo é tão presente
											que colocaram um navio no topo de um hotel.
											(Risos)
											Mas, noutras partes do mundo,
											se perguntarmos às pessoas o que é que elas sabem
											sobre navios mercantes e quanto comércio é transportado por mar,
											vamos ter basicamente um rosto sem resposta.
											Se perguntarmos a alguém na rua
											se já ouviu falar da Microsoft,
											eu suponho que diga que sim
											porque as pessoas sabem que eles fazem software
											que vai para os computadores,
											e que de vez em quando funciona.
											Mas se perguntarmos se eles ouviram falar da Maersk,
											duvido que obtenhamos a mesma resposta,
											apesar da Maersk,
											que é apenas uma companhia de navegação entre muitas,
											tenha praticamente as mesmas receitas que a Microsoft.
											[€45 mil milhões]
									","
											Şimdi Singapurda bunu söylemek saçma geliyor,
											çünkü gemi taşımacılığı burada hâlâ mevcut
											ki şu anda da bir otelin üzerindeki
bir gemide sıkışmış durumdasınız.
											(Kahkaha)
											Ama dünyanın herhangi bir yerinde
											eğer halka Gemi taşımacılığı ile ilgili ne bildiklerini
											ve denizdeki ticaret hacmini sorarsanız,
											boş bir yüz ifadesi ile karşılaşırsınız.
											Sokakta birisine sorun
											Microsoft'u duymuş mu?
											Evet dediklerini duyar gibiyim,
											çünkü bilgisayarlarda kullanılan
											ve ara sıra çalışan yazılımlar
											ürettiklerini bileceklerdir.
											Ama Maersk'i duydular mı diye sorarsanız,
											aynı yanıtı alacağınızdan şüpheliyim.
											Üstelik Maersk,
											birçok nakliye şirketinden yalnızca biri
											ve aşağı yukarı Microsoft'a eşit gelire sahip.
											[60.2 milyar dolar]
									","
											Il semble absurde de dire ça, à Singapour,
											car ici, l'industrie maritime est si présente,
											que vous avez mis un navire sur un hôtel.
											(Rires)
											Mais ailleurs dans le monde,
											si vous demandiez au grand public
ce qu'ils savent de l'industrie maritime
											et combien de marchandises
sont transportées via la mer,
											vous feriez face principalement
à des visages perplexes.
											Si vous demandiez à quelqu'un dans la rue
											s'il a entendu parler de Microsoft.
											J'ose croire qu'il dirait oui,
											car il sait qu'ils fabriquent des logiciels
											qui s'installent sur des ordinateurs,
											et fonctionnent de temps en temps.
											Mais si vous lui demandiez
s'il a entendu parler de Maersk,
											je doute que vous obteniez la même réponse,
											même si Maersk
											n'est seulement qu'une société 
de l'industrie maritime parmi tant d'autres,
											réalise un chiffre d'affaires 
équivalent à celui de Microsoft.
											[60,2 milliards de dollars]
									","
											In Singapur ist so eine Aussage 
ziemlich absurd,
											denn hier ist die Schifffahrt so präsent,
											dass sie sogar ein Schiff oben 
auf ein Hotel gesetzt haben.
											(Lachen)
											Aber befragt man anderswo auf der Welt
											die Allgemeinheit nach ihrem Wissen
											über Schifffahrt und das Ausmaß 
des Handels auf See,
											besteht die Reaktion aus leeren Mienen.
											Fragen Sie mal jemanden auf der Straße,
											ob sie von Microsoft gehört haben.
											Sie sagen garantiert ja,
											da sie wissen, 
dass Microsoft Software herstellt,
											die auf Computern ist
											und gelegentlich funktioniert.
											Aber wenn Sie sie nach Maersk fragen,
											bekommen Sie garantiert 
nicht dieselbe Antwort,
											obgleich Maersk,
											eine Schifffahrtsgesellschaft von vielen,
											ähnliche Umsätze macht wie Microsoft.
											[60,2 Milliarden US-Dollar]
									",Inside the secret shipping industry,Rose George,11:23,"consumerism,culture,transportation"
"
","
","
","
","
",Inside the secret shipping industry,Rose George,11:23,"consumerism,culture,transportation"
"
											Now why is this?
											A few years ago,
											the first sea lord of the British admiralty —
											he is called the first sea lord,
											although the chief of the army is not called a land lord —
											he said that we, and he meant
											in the industrialized nations in the West,
											that we suffer from sea blindness.
											We are blind to the sea
											as a place of industry or of work.
											It's just something we fly over,
											a patch of blue on an airline map.
											Nothing to see, move along.
									","
											Porque é que isto acontece?
											Há alguns anos,
											o Primeiro Lorde do Mar do Almirantado Britânico
											– chamam-lhe o Primeiro Lorde do Mar,
											embora o chefe do exército não seja chamado um Lorde da Terra –
											ele disse que nós
											– as nações industrializadas do Ocidente –
											sofremos de cegueira do mar.
											Somos cegos para o mar
											como um lugar de indústria ou de trabalho.
											É apenas algo sobre o qual voamos,
											um retalho azul num mapa de uma companhia aérea.
											Nada para ver, seguimos em frente.
									","
											Peki, niçin bu böyle?
											Birkaç yıl önce,
											İngiliz Bahriyesinin ilk deniz lordu —
											Ordu şefi kara lordu olarak çağrılmasa da,
											ilk deniz lordu olarak adlandırılıyor —
											Dedi ki, biz,
											yani Batıdaki sanayileşmiş ülkeleri kastetti,
											deniz körlüğü yaşıyoruz.
											Biz denizi,
											sanayi veya iş yeri olarak görmeyiz.
											Üzerinden geçip gittiğimiz bir şey,
											bir havayolu haritası üzerindeki mavi bir yama.
											Görecek birşey yok, devam et.
									","
											Pourquoi cela ?
											Il y a quelques années,
											le chef d’état-major de la marine britannique,
											on l'appelle 
le chef d'état-major de la marine,
											bien que le chef de l'armée,
											ne soit pas nommé chef d'état-major de la terre,
[jeu de mots intraduisible]
											il a dit que nous, 
et il faisait réference
											aux pays industrialisés occidentaux,
											souffrons d'aveuglement de la mer.
											Nous ignorons que la mer
											est un lieu d'industrie ou de travail.
											C'est juste quelque chose que nous survolons,
											une tache bleue sur une carte aérienne.
											Rien à voir, circulez.
									","
											Wieso das?
											Vor ein paar Jahren
											sagte der Erste Seelord der Royal Navy —
											er wird ""Erster Seelord"" genannt,
											obwohl der Chef der Armee 
ja auch nicht Landlord heißt —
											er sagte, dass wir, 
und damit meinte er
											uns industrialisierte Nationen im Westen,
											dass wir an Seeblindheit leiden.
											Wir sind der See gegenüber
											als Ort für Geschäft oder Arbeit blind.
											Wir fliegen lediglich darüber hinweg,
											ein blauer Fleck auf einer Flugroute.
											Nichts zu sehen, weiter geht's.
									",Inside the secret shipping industry,Rose George,11:23,"consumerism,culture,transportation"
