es,fr,de,title,speaker,duration,tags
"
","
","
",Are droids taking our jobs?,Andrew McAfee,14:07,"TEDx,business,technology,robots,AI,aircraft,work"
"
											Cuando millones de personas
											no tienen trabajo o tienen uno malo,
											crece el interés en la relación entre 
la tecnología y el mercado laboral.
											Cuando veo las discusiones, me sorprende
											que acierten de lleno en el tema,
											pero se equivoquen por completo en lo importante.
											La cuestión es:
											¿estas tecnologías afectan la posibilidad individual
											de ganarse la vida? O de otro modo,
											¿nos roban el trabajo los robots?
											Hay pruebas de que sí.
									","
											Au bout du compte, 
quand des dizaines de millions de personnes
											se retrouvent au chômage ou en situation de sous-emploi,
											on voit resurgir un intérêt pour la technologie et son effet sur les travailleurs.
											Et quand je me penche sur ce débat, je suis choqué de voir
											que les gens se posent exactement les bonnes questions
											mais qu'en même temps, 
ils restent complètement à côté de la plaque.
											La question que les gens se posent, c'est si
											toutes ces technologies numériques affectent la capacité des travailleurs
											à gagner leur vie, ou bien, autrement dit,
											est-ce que les machines nous piquent nos emplois ?
											Et certains faits démontrent que oui.
									","
											Wie sich herausstellt, gibt es, 
wenn dutzende Millionen Menschen
											arbeitslos oder unterbeschäftigt sind,
											ein beträchtliches Interesse daran, 
wie Technologie die Arbeitskräfte beeinflusst.
											Und wenn ich die Diskussion betrachte, fällt mir auf,
											dass es sich auf genau das richtige Thema konzentriert
											und gleichzeitig völlig am Kern der Sache vorbeigeht.
											Das Thema, das im Fokus steht, ist die Frage,
											ob all diese digitalen Technologien 
die Fähigkeit des Einzelnen,
											einen Lebensunterhalt zu verdienen,
beeinflusst oder, um es anders zu sagen,
											nehmen die Droiden unsere Arbeitsplätze weg?
											Und es gibt einige Hinweise, dass es so ist.
									",Are droids taking our jobs?,Andrew McAfee,14:07,"TEDx,business,technology,robots,AI,aircraft,work"
"
","
","
",Are droids taking our jobs?,Andrew McAfee,14:07,"TEDx,business,technology,robots,AI,aircraft,work"
"
											La Gran Recesión terminó cuando el PIB de EE. UU.
											reanudó lentamente su avance alcista
											y otros indicadores económicos 
también comenzaron a recuperarse,
											bastante bien y rápido. 
Las ganancias empresariales son altas.
											De hecho, si incluimos a los bancos,
											nunca han sido más altas.
											Y la inversión privada en equipamiento,
											en hardware y en software ha alcanzado su cota máxima.
											Las empresas empiezan a sacar sus billeteras,
											pero no contratan mucho.
											Esta línea roja es la proporción 
del empleo en la población,
											es decir, el porcentaje 
de personas en edad laboral
											en EE. UU. que trabajan.
											Podemos ver que descendió mucho en la Gran Recesión
											y que todavía no se ha recuperado.
									","
											La Grande Dépression toucha sa fin 
quand le PIB américain termina
											une sorte de croissance lente, 
une constante ascension, et d'autres
											indicateurs économiques ont également commencé à repartir et ont fini
											par devenir très vite positifs. Les profits d'entreprises
											sont assez élevés. 
A vrai dire, si on prend en compte les profits des banques,
											ils se retrouvent plus hauts qu'ils n'ont jamais été.
											Et l'investissement des entreprises en outils, équipement,
											matériel informatique et logiciels affiche un taux record.
											En ce qui concerne le matériel, 
les entreprises passent à la caisse.
											Ce qu'elles ne font pas en revanche, c'est embaucher.
											Cette ligne rouge représente le ratio emplois-population,
											autrement dit, le pourcentage de la population active
											américaine qui a un emploi.
											On a pu constater que ce pourcentage a touché le fond pendant la Grande Dépression,
											et il n'a pas rebondit.
									","
											Die große Rezession endete,
als das amerikanische BIP wieder
											seinen langsamen, stetigen Marsch 
nach oben fortsetzte und einige andere
											Wirtschaftsindikatoren fingen auch wieder an 
zu steigen und sie wurden
											sehr schnell wieder gesund. 
Unternehmensgewinne
											sind ziemlich hoch. In der Tat, 
wenn man die Bankgewinne zählt
											sind sie höher als je zuvor.
											Und Unternehmensinvestitionen für Ausrüstung
											und Hardware und Software sind auf Rekordhöhe.
											Also holen die Unternehmen ihre Scheckbücher wieder raus.
											Was sie nicht wirklich tun ist einstellen.
											Also diese rote Linie ist das Verhältnis 
der Beschäftigung zur Bevölkerungzahl,
											anders gesagt, der Anteil der erwerbsfähigen Leute
											in Amerika, die Arbeit haben.
											Und wir können sehen, dass es sich 
während der großen Rezession verschlimmerte.
											und dass es sich seitdem nicht wieder erholt hat.
									",Are droids taking our jobs?,Andrew McAfee,14:07,"TEDx,business,technology,robots,AI,aircraft,work"
"
","
","
",Are droids taking our jobs?,Andrew McAfee,14:07,"TEDx,business,technology,robots,AI,aircraft,work"
"
											Pero esto no sólo va de la recesión.
											El crecimiento del empleo fue muy escaso
											en esta década pasada, sobre todo al compararla
											con otras décadas. La década del 2000
											es la única en la que al final
											había menos personas trabajando que
											al principio. Eso no es lo que queremos.
											Cuando dibujamos el número de 
personas en edad laboral
											y el número de empleos en el país, vemos que
											la brecha es cada vez mayor
											y que en la Gran Recesión se agrandó mucho más
											Hice algunos cálculos. 
Tomé los últimos 20 años del crecimiento del PIB
											y del crecimiento de la productividad laboral,
											y los usé de manera sencilla para tratar
											de prever cuántos empleos necesitará la economía
											para seguir creciendo, y esta es la línea que conseguí.
											¿Buena o mala? Este es el pronóstico del gobierno
											para la población en edad laboral.
											Si estas predicciones son correctas, 
la distancia no va a disminuir.
									","
											Mais cette histoire n'est pas seulement une histoire de récession.
											La décennie qui vient juste de se terminer a été marquée
											par de stagnantes créations d'emploi du début jusqu'à la fin, en particulier quand on
											la compare à d'autres décennies, et les années 2000
											restent la seule décennie de l'histoire affichant un taux d'emploi
											en fin de la décennie inférieur à celui
											en début de décennie. Ce n'est pas beau à voir.
											Quand on corrèle le nombre d'employés potentiels
											au nombre d'emplois disponible dans le pays, 
on voit que la différence
											s'élargit de plus en plus au fil des années, et puis,
											pendant la Grande Dépression, elle grossit énormément.
											J'ai fait quelques rapides calculs. 
J'ai pris le taux de croissance du PIB des 20 dernières années
											et le taux de croissance de la productivité des travailleurs
											que j'ai corrélé de façon assez directe
											de manière à estimer combien d'emplois l'économie allait
											nécessiter pour continuer sa croissance, 
and je me retrouve avec cette courbe.
											Alors est-ce que c'est positif ou négatif ?
C'est la prévision du gouvernement
											en ce qui concerne la future population active.
											Si ces estimations sont correctes, 
ce vide ne risque pas de se combler.
									","
											Aber die Geschichte ist nicht nur eine Rezessionsgeschichte.
											Das Jahrzehnt, das wir gerade durchgemacht haben, hatte
											insgesamt kaum Jobwachstum, besonders wenn wir es
											mit anderen Jahrzehnten vergleichen, und die 2000er Jahre
											sind die einzige Zeit, 
wo weniger Menschen
											zum Ende des Jahrzehnts arbeiteten,
											als zu Beginn. Das ist nicht etwas, 
was man gerne sieht.
											Wenn man die Anzahl der 
potenziellen Mitarbeiter grafisch darstellt
											im Vergleich zur Anzahl der Arbeitsplätze 
im Land, sehen Sie, dass die Lücke
											im Laufe der Zeit immer größer wird, und dann,
											während der großen Rezession, wurde sie ganz breit.
											Ich habe ein paar schnelle Berechnungen gemacht. 
Ich nahm die letzten 20 Jahren des BIP-Wachstums
											und die letzten 20 Jahre 
des Wachstums der Arbeitsproduktivität
											und benutzte sie auf relativ einfache Weise
											um vorherzusagen, wie viele Arbeitsplätze 
die Wirtschaft brauchen würde
											um weiterhin zu wachsen, 
und dies ist die Linie, die ich erhielt.
											Ist das gut oder schlecht? 
Dies ist die Voraussage vom Staat
											für die erwerbsfähige Bevölkerung in der Zukunft.
											Also wenn diese Vorhersagen korrekt sind, 
wird diese Lücke sich nicht schließen.
									",Are droids taking our jobs?,Andrew McAfee,14:07,"TEDx,business,technology,robots,AI,aircraft,work"
"
","
","
",Are droids taking our jobs?,Andrew McAfee,14:07,"TEDx,business,technology,robots,AI,aircraft,work"
"
											El problema es que no creo que sean exactas.
											De hecho, pienso que mi previsión
es demasiado optimista,
											porque cuando la hice, supuse que el futuro
											sería como el pasado respecto al crecimiento
											de la productividad laboral, 
pero yo ya no lo creo así.
											Cuando miro a mi alrededor, 
pienso que todavía no hemos visto
											nada del impacto que la tecnología
puede tener en la población activa.
											En el último par de años, 
hemos visto cómo herramientas digitales
											demostraban habilidades 
que nunca antes habían poseído.
											Y eso tiene que ver mucho 
con nuestros trabajos de humanos.
											Déjenme ponerles un par de ejemplos.
									","
											Le problème c'est que, 
je ne pense pas que ces estimations soient correctes.
											En particulier,
je pense que mon estimation est bien trop optimiste,
											pour la bonne raison que quand je l'ai faite, 
j'ai pris pour hypothèse que le futur
											allait plus ou moins ressembler au passé
											en ce qui concerne l'augmentation de productivité des travailleurs, et ce n'est pas vraiment mon opinion,
											parce que quand je regarde autour de nous, 
je me dis qu'on a encore rien vu.
											en matière d'impacts de nouvelles technologies sur la productivité des travailleurs.
											Ces derniers temps, en l'espace de quelques années, nous avons vu l'apparition d'outils numériques
											démontrant des compétences et aptitudes jamais vu auparavant,
											et cette évolution vient modifier grandement la façon dont nous autres humains
											gagnons notre vie.
Laissez-moi vous donner quelques exemples.
									","
											Das Problem ist, ich glaube nicht, 
dass diese Prognosen richtig sind.
											Insbesondere halte ich meine Projektion
für viel zu optimistisch,
											weil ich dabei annahm, 
dass die Zukunft
											ungefähr so wie die Vergangenheit aussehen würde
											mit Arbeitsproduktivitätswachstum 
und das glaube ich eigentlich nicht,
											denn wenn ich mich umsehe, denke ich, 
dass wir bis jetzt noch gar nicht gesehen haben,
											was die Auswirkungen der Technologie
auf den Arbeitsplatz sein werden.
											Allen in den letzten paar Jahren 
haben wir digitale Werkzeuge gesehen
											mit Fähigkeiten und Fertigkeiten, 
die sie nie zuvor hatten
											und die irgendwie das, was wir Menschen als
Lebensunterhalt machen, angreifen.
											Ich gebe Ihnen ein paar Beispiele.
									",Are droids taking our jobs?,Andrew McAfee,14:07,"TEDx,business,technology,robots,AI,aircraft,work"
"
","
","
",Are droids taking our jobs?,Andrew McAfee,14:07,"TEDx,business,technology,robots,AI,aircraft,work"
"
											Durante toda la historia, si querías traducir algo
											de una lengua a otra,
											necesitabas a una persona.
											Ahora tenemos servicios de traducción automática
											multilingues, instantáneos y gratuitos
											en muchos de nuestros dispositivos, 
incluido los teléfonos inteligentes.
											Y si los han usado, sabrán que no son perfectos,
											pero bastante decentes.
									","
											Au cours de l'histoire, si vous vouliez traduire quelque chose
											d'un langage à un autre,
											il fallait faire appel à un être humain.
											Aujourd'hui, on trouve des services de traduction automatique,
											multi-langues, instantanés et gratuits
											sur la plupart de nos gadgets, y compris nos smartphones.
											Et pour ceux d'entre nous qui les avons utilisés, nous savons
											que ce n'est pas parfait, mais relativement correct.
									","
											Im Laufe der Geschichte, wenn man etwas
											übersetzt haben wollte von einer Sprache in eine andere,
											musste man einen Menschen einbeziehen.
											Jetzt gibt es mehrsprachige, sofortige,
											automatische Übersetzungsdienste kostenlos verfügbar
											über viele unserer Geräte, sogar auf den Smartphones.
											Und wenn einige von Ihnen sie benutzt haben, wissen Sie,
											dass sie nicht perfekt sind, 
aber sie sind brauchbar.
									",Are droids taking our jobs?,Andrew McAfee,14:07,"TEDx,business,technology,robots,AI,aircraft,work"
