es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",Technology's epic story,Kevin Kelly,16:32,"TEDx,computers,history,life,technology"
"
											Quiero hablar de mis investigaciones
											sobre lo que la tecnlogía significa en nuestras vidas,
											no en nuestra vida más inmediata, sino en un sentido cósmico,
											en el de una larga historia del mundo
											y nuestro lugar en él,
											¿qué es la tecnología?
											¿Cuál es su importancia?
											Así que voy a contar
											lo que he descubierto.
									","
											Teknolojinin yaşamımız için
											ne anlam ifade ettiğiyle ilgili araştırmalarımdan bahsetmek istiyorum,
											sadece günlük yaşamımız için değil, evrensel olarak,
											dünyanın uzun tarihi
											ve bizim dünyadaki yerimiz,
											tüm bunlar nedir?
											Tüm bunların önemi nedir?
											Ve bunların sonunda ne keşfettiğimin
											kısa hikayesinden bahsetmek istiyorum.
									","
											Je veux vous parler de mes recherches
											sur ce que la technologie signifie dans nos vies,
											non seulement notre vie immédiate, mais dans un sens cosmique,
											dans une espèce de longue histoire du monde
											et de notre place dans le monde,
											qu’est ce que c’est tout ça?
											Quelle est sa portée?
											Je vais donc, en quelque sorte, vous relater
											ma petite histoire de ce que j’ai découvert.
									","
											Ich möchte über meine Nachforschungen sprechen
											was Technik und Technologie für unser Leben bedeuten,
											nicht nur unser unmittelbares Leben, sondern auch im kosmischen Sinne,
											in der ziemlich langen Geschichte der Welt
											und unserem Platz in dieser Welt.
											Was ist dieses Zeug?
											Was ist seine Bedeutung?
											Und so möchte ich mit Euch sozusagen durch meine
											kleine Geschichte gehen darüber, was ich herausgefunden habe.
									",Technology's epic story,Kevin Kelly,16:32,"TEDx,computers,history,life,technology"
"
","
","
","
",Technology's epic story,Kevin Kelly,16:32,"TEDx,computers,history,life,technology"
"
											Y una de las primeras cosas que comencé a investigar
											fue la historia de la palabra ""tecnología"".
											En los Estados Unidos existe el ""Discurso del Estado de la Unión""
											que da cada presidente desde 1790.
											Y cada uno de ellos más o menos
											resume lo más importante que ha acontecido
											en los Estados Unidos hasta ese momento.
											Si buscáis la palabra ""tecnología""
											no se utilizó hasta 1952.
											Así que la tecnología estuvo como ausente
											en el pensamiento colectivo hasta 1952, que es cuando yo nací.
											Y, obviamente, la tecnología
											ya existía de antes, pero no éramos conscientes.
											Fue como una especie de despertar
											de esta ""fuerza"" en nuestras vidas.
									","
											Araştırmaya başladığım ilk şeylerden biri
											teknolojinin adının tarihiydi.
											ABD'de 1790'dan beri her sene başkan
											parlamentoya hitaben bir konuşma yapar.
											Bu konuşmaların hepsi bir nevi,
											ABD için o dönemde en önemli olan
											konuların bir araya getirilmesi gibidir.
											""Teknoloji"" kelimesi bu konuşmalarda
											1952 yılından önce kullanılmamıştır.
											Yani, teknoloji bir bakıma 1952'ye kadar
											kimsenin aklında yoktu, benim doğduğum yıla kadar.
											Tabi ki teknoloji bundan önce de mevcuttu
											ama biz onun farkında değildik.
											Ve bu bizim için hayatımızdaki
											bu gücün bir çeşit uyanışı.
									","
											Et une des premières choses sur laquelle j'ai fait des recherches est
											l’histoire du mot technologie.
											Aux États-Unis un discours sur l’état de la Nation
											est prononcé chaque année par le président depuis 1790.
											Et chacun de ces discours est une espèce
											de résumé des choses les plus importantes
											pour les États-Unis à ce moment-là.
											Si vous cherchez le mot “technologie”
											il n’est utilisé pour la première fois qu’en 1952.
											La technologie était donc absente en quelque sorte
											de la pensée de tout le monde jusqu’en 1952, qui se trouve être aussi l’année de ma naissance.
											Et évidemment la technologie
											existait avant, mais on ne s’en rendait pas compte.
											Ça a donc été une espèce de réveil
											de cette force dans nos vies.
									","
											Eines der ersten Dinge, die ich zu erforschen begann,
											war die Geschichte des Begriffs ""technology"".
											In den Vereinigten Staaten gibt es eine Rede zur Lage der Nation
											die von jedem Präsidenten seit 1790 gehalten wird.
											Und jede von diesen ist tatsächlich so was wie
											eine Zusammenfassung der wichtigsten Dinge
											für die Vereinigten Staaten zu jener Zeit.
											Wenn man nach dem Wort ""technology"" sucht,
											findet man heraus, dass es vor 1952 nicht verwendet wurde.
											Technik war also gewissermaßen abwesend
											im Denken der Menschen bis ins Jahr 1952, was auch mein Geburtsjahr ist.
											Selbstverständlich hat es Technik
											schon davor gegeben, nur waren wir ihr ihrer nicht bewusst.
											Also war es eine Art Erwachen
											dieser Kraft in unserem Leben.
									",Technology's epic story,Kevin Kelly,16:32,"TEDx,computers,history,life,technology"
"
","
","
","
",Technology's epic story,Kevin Kelly,16:32,"TEDx,computers,history,life,technology"
"
											Llegué, de hecho, a investigar cuál fue
											el primer uso de la palabra ""tecnología""
											y fue en 1829.
											La inventó alguien que estaba elaborando un plan de estudios,
											un temario, en el que reunía
											todas las artes, oficios e industrias.
											Y lo llamó tecnología.
											Éste fue el primerísimo uso de la palabra.
									","
											Gerçekten teknoloji kelimesinin
											ilk olarak ne zaman kullanıldığını
											araştırdım ve bu 1829'da kullanılmış.
											Bir eğitim programı çerçevesinde her tür sanatı,
											zanaati ve endüstriyi bir araya getirip
											bir kursa dönüştürmek isteyen biri tarafından icat edildi.
											O buna ""teknoloji"" adını verdi.
											Kelimenin ilk kez kullanılışı böyle oldu.
									","
											J’ai fait des recherches pour trouver la première
											ocurence du mot « technologie »,
											c’était en 1829.
											Il a été inventé par un type qui démarrait un programme,
											un cours, qui rassemblait toutes sortes
											d’arts et métiers, et d'industrie.
											Il a appelé ça « technologie ».
											Et ceci est le tout premier emploi du mot.
									","
											Tatsächlich habe ich geforscht, um herauszufinden, wann
											das Wort ""technology"" zum ersten Mal benutzt wurde
											und es war im Jahr 1829.
											Es wurde von einem Typen erfunden, der einen Studienplan aufstellte,
											einen Kurs, der alle möglichen Richtungen von
											Kunst und Handwerk und Industrie vereinte.
											Und er nannte es ""technology"".
											Das war die allererste Bedeutung des Wortes.
									",Technology's epic story,Kevin Kelly,16:32,"TEDx,computers,history,life,technology"
"
","
","
","
",Technology's epic story,Kevin Kelly,16:32,"TEDx,computers,history,life,technology"
"
											Entonces, ¿qué es esto
											que nos absorbe
											y nos fascina?
											Alan Kay dice que ""tecnología es todo
											lo que se haya inventado después de que nacieras"".
											(Risas)
											Lo cuál es más o menos la idea que tenemos de tecnología normalmente.
											Es todo lo nuevo.
											No son las carreteras ni la penicilina
											ni el neumático. Es lo nuevo.
											Mi amigo Danny Hillis dice algo parecido.
											Dice: "" La tecnología es todo lo que no funciona aún"".
											(Risas)
											Lo cual viene a decir, una vez más, que es todo lo nuevo.
									","
											Peki bu hepimizi kullanan
											ve ilgilendiren tüm
											bu olay nedir?
											Alan Kay diyor ki, ""Teknoloji siz doğduktan
											sonra icat edilen herhangi bir şeydir"".
											(Gülüşmeler)
											Bu bir nevi bizim teknolojiyi düşündüğümüz şekli.
											Tüm bu yeni şeyler.
											Yollar veya penisilin değil,
											ya da jantlar. Tüm yeni şeyler.
											Arkadaşım Danny Hİllis'de benzer bir şey diyor,
											diyor ki, ""Teknoloji henüz olmayan her şeydir.""
											(Gülüşmeler)
											Bu da, tekrardan, yeni şeyler anlamına geliyor.
									","
											Alors, qu’est ce que c’est que cette chose-là
											qui nous consume tous,
											et qui nous irrite tant?
											Selon Alan Kay « La technologie c’est tout
											ce qui a été inventé après votre naissance.
											(Rire)
											C’est un peu l’idée que nous nous faisons de la technologie.
											Tout ce qui est nouveau.
											Pas de route tracée, pas de pénicilline,
											pas de pneus. Tout est nouveau.
											Mon ami Danny Hillis la définit un peu comme,
											« La technologie c’est qui ne marche pas encore très bien »
											(Rire)
											Ce qui représente encore une fois, l'impression de quelque chose de nouveau.
									","
											Also was ist dieses Zeug,
											dem wir alle erlegen und
											von dem wir geplagt sind?
											Alan Kay nannte es, ""Technik ist alles
											was nach deiner Geburt erfunden wurde.""
											(Gelächter)
											Was ungefähr dem entspricht, was wir normalerweise von Technik halten.
											Es ist all das neue Zeugs.
											Es sind nicht die Straßen oder das Penicillin
											oder Fabrikreifen. Es ist das neue Zeug.
											Mein Freund Danny Hillis sagt etwas Vergleichbares,
											er sagt, ""Technik ist alles, was noch nicht funktioniert.""
											(Gelächter)
											Was wiederum eine Bedeutung hat, dass es alles neu ist.
									",Technology's epic story,Kevin Kelly,16:32,"TEDx,computers,history,life,technology"
"
","
","
","
",Technology's epic story,Kevin Kelly,16:32,"TEDx,computers,history,life,technology"
"
											Pero sabemos que no es sólo lo nuevo.
											De hecho se remonta a hace tiempo. Y lo que sugiero es
											que se remonta mucho tiempo atrás.
											Así que otra forma de pensar en lo que significa la tecnología
											es imaginarnos un mundo sin tecnología.
											Si eliminásemos absolutamente todo rastro de tecnología del mundo,
											y me refiero a TODO:
											cuchillas de afeitar, rasquetas, telas...
											no duraríamos mucho como especie.
											Moriríamos por millones, y muy rápido.
											Nos comerían los lobos. Estaríamos indefensos.
											No podríamos cultivar ni encontrar suficiente alimento.
									","
											Ama sadece yeni şeyler olmadığını biliyoruz.
											Aslında eskilere dayanıyor. Ve bana sorarsanız
											çok çok eskilere dayanıyor.
											Teknolojinin ne demek olduğunu düşünmenin bir başka
											yolu, onsuz dünyanın nasıl olacağını düşünmek.
											Eğer dünyadaki en ufak teknolojiyi bile
											ortadan kaldırırsak,
											bıçaklardan greyderlere elbiselere kadar,
											biz canlılar çok uzun zaman hayatta kalamazdık.
											Milyarlarca insan anında ölürdü.
											Kurtlar bizi kapardı. Savunmasız kalırdık.
											Yeterli besini bulamayabilir veya yetiştiremeyebilirdik.
									","
											Mais nous savons que ce n’est pas uniquement ce qui est nouveau.
											Ça remonte à bien plus longtemps. Ce que je veux dire
											c’est que ça remonte à très longtemps.
											Une autre manière de voir la technologie, ce qu'elle signifie,
											est d'imaginer un monde sans technologie.
											Si nous devions éliminer chaque élément de technologie dans le monde d’aujourd’hui,
											et je veux dire vraiment tout,
											depuis les lames jusqu’au grattoir et au tissu,
											notre espèce ne vivrait pas bien longtemps.
											On mourrait par milliard, et très vite.
											Les loups nous auraient. On serait sans défense.
											On ne serait pas capable de faire pousser assez de nourriture, ou d'en trouver assez.
									","
											Aber wir wissen, dass es gar nicht neu ist.
											Es reicht eigentlich weit zurück. Und was ich vorschlagen möchte ist,
											dass es sehr weit zurückreicht.
											Also, ein anderer Weg um über Technik nachzudenken, darüber was es bedeutet,
											ist, sich eine Welt ohne Technologie vorzustellen.
											Wenn wir jedes kleinste Stück Technik in der heutigen Welt ausschalten würden,
											und ich meine alles,
											von Messern zu Schabern zu Kleidung,
											wir würden als Spezies nicht lange überleben.
											Wir würden in Milliarden sterben, und das sehr schnell.
											Die Wölfe würden uns kriegen. Wir wären wehrlos.
											Wir würden nicht in der Lage sein, genügend Essen anzubauen oder zu finden.
									",Technology's epic story,Kevin Kelly,16:32,"TEDx,computers,history,life,technology"
