en,es,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
",The emergent patterns of climate change,Gavin Schmidt,12:10,"climate change,environment,science,visualizations,pollution,weather,future,prediction,data,math,algorithm,computers,code,botany,water,green,ecology"
"
											We live in a very complex environment:
											complexity and dynamism
											and patterns of evidence
											from satellite photographs, from videos.
											You can even see it outside your window.
											It's endlessly complex, but somehow familiar,
											but the patterns kind of repeat,
											but they never repeat exactly.
											It's a huge challenge to understand.
											The patterns that you see
											are there at all of the different scales,
											but you can't chop it into one little bit and say,
											""Oh, well let me just make a smaller climate.""
											I can't use the normal products of reductionism
											to get a smaller and smaller thing that I can study
											in a laboratory and say, ""Oh,
											now that's something I now understand.""
											It's the whole or it's nothing.
									","
											Vivimos en un medioambiente muy complejo:
											complejidad y dinamismo
											y patrones de evidencia
											de fotografías satelitales, de videos.
											Incluso pueden verlo 
desde sus ventanas.
											Es infinitamente complejo, 
pero de alguna manera familiar,
											pero los patrones parecen repetirse,
											aunque nunca se repiten exactamente.
											Entenderlo es un enorme reto.
											Los patrones que vemos
											están ahí en distintas escalas,
											pero no podemos 
tomar un fragmento y decir,
											""Vamos a hacer 
un clima más pequeño"".
											No se pueden usar los productos 
normales del reduccionismo
											para hacer algo 
más y más pequeño
											que se pueda estudiar 
en un laboratorio y decir,
											""¡Vaya! Esto es algo 
que ahora entiendo"".
											Es el todo o es nada.
									","
											Vivemos num ambiente muito complexo:
											complexidade e dinamismo
											e padrões de evidência
											de fotografias por satélite, de vídeos.
											Podemos vê-lo da nossa janela.
											É infinitamente complexo,
mas relativamente familiar.
											Os padrões parecem repetir-se,
											mas nunca se repetem exatamente.
											É um desafio enorme tentar compreender.
											Os padrões que vemos
											estão todos eles a escalas diferentes,
											mas não lhes podemos cortar
um pedaço e dizer:
											""Oh, vou fazer um clima mais ameno"".
											Não posso usar 
os produtos habituais do reducionismo
											para arranjar uma coisa
cada vez mais reduzida
											que possa estudar num laboratório e dizer:
											""Oh, eis uma coisa que eu já percebo"".
											É o conjunto todo, ou nada.
									","
											Biz karmaşık bir çevrede yaşıyoruz:
											karmaşıklık ve dinamizm
											ve kanıtın desenleri
											uydu fotoğraflarıdan ve videolardan.
											Sen hatta onu pencerenden de görebilirsin.
											Sonsuz derecede karmaşık, fakat bir şekilde bilindik,
											fakat desenler tekrarlıyor gibi,
											ama onlar hiç bir zaman tamamıyla tekrar etmezler.
											Anlamaya çalışmak büyük bir mücadele.
											Sizin gördüğünüz desenler
											bir birinde farklı ölçülerdedir,
											ama onları küçük parçalara ayırıp,
											""Ah, peki ben daha küçük bir iklim yaratayım."" diyemezsiniz.
											Ben indirgemeciliğin normal ürünlerini kullanarak
											inceleyebileceğim bir şeyden daha küçük bir şeye
											bir laboratuvarda inceleyip de, ""A,
											bu şimdi anlayabildiğim bir şey"" diyemem.
											Ya hepsi ya hiç.
									","
											Wir leben in einer Umwelt,
											die sehr komplex und dynamisch ist.
											Satellitenbilder und Videos belegen das
											und lassen Klimamuster
erkennbar werden.
											Man kann diese Muster sogar
vom Fenster aus sehen.
											Sie sind überaus komplex,
wirken aber vertraut.
											Diese Muster scheinen sich zu wiederholen,
											sind aber nie genau gleich.
											Es ist eine enorme Herausforderung,
sie zu verstehen.
											Die Muster, die Sie sehen,
											gibt es in allen Größenordnungen.
											Man kann diese Muster aber nicht
in kleinere Einheiten aufteilen und sagen:
											“Dann entwerfe ich eben
ein kleineres Klimamodell.""
											Man kann nicht die typische Form 
des Reduktionismus anwenden,
											um immer kleinere Einheiten zu erhalten,
											die man im Labor untersuchen kann,
um dann zu sagen:
											""Jetzt verstehe ich das alles.""
											Entweder man versteht alles oder nichts.
									",The emergent patterns of climate change,Gavin Schmidt,12:10,"climate change,environment,science,visualizations,pollution,weather,future,prediction,data,math,algorithm,computers,code,botany,water,green,ecology"
"
","
","
","
","
",The emergent patterns of climate change,Gavin Schmidt,12:10,"climate change,environment,science,visualizations,pollution,weather,future,prediction,data,math,algorithm,computers,code,botany,water,green,ecology"
"
											The different scales that give you
											these kinds of patterns
											range over an enormous range of magnitude,
											roughly 14 orders of magnitude,
											from the small microscopic particles
											that seed clouds
											to the size of the planet itself,
											from 10 to the minus six
											to 10 to the eight,
											14 orders of spatial magnitude.
											In time, from milliseconds to millennia,
											again around 14 orders of magnitude.
									","
											Las diversas escalas que producen
											estos tipos de patrones
											van desde un enorme 
rango de magnitudes,
											de casi 14 órdenes 
de magnitud,
											desde las partículas microscópicas
											que bombardean las nubes
											hasta el tamaño del planeta mismo,
											de 10 a la menos 6
											a 10 a la 8,
											14 órdenes de magnitud espacial.
											En tiempo, desde milésimas 
de segundo a milenios,
											nuevamente cerca de 
14 órdenes de magnitud.
									","
											As diversas escalas que nos dão
											estes tipos de padrões
											distribuem-se por um enorme intervalo
de grandeza,
											de cerca de 14 ordens de grandeza,
											desde as pequenas partículas
microscópicas,
											que criam as nuvens,
											até ao tamanho do próprio planeta,
											de dez elevado a menos seis
											até dez elevado a oito,
											14 ordens de grandeza especial.
											Em tempo, de milissegundos a milénios,
											de novo, cerca de 14 ordens de grandeza.
									","
											Bu tip örnekleri veren
											değişik ölçüler
											inanılmaz büyüklüğün üstünde bir alandadır,
											aşağı yukarı 14 sıra büyüklükte,
											bulutları meydana getiren
											küçük mikroskobik parçacıklardan
											gezegenin büyüklüğüne kadar,
											10'dan eksi 6'ya kadar,
											10'dan sekize kadar,
											14 sıra alansal büyüklük.
											Zaman içinde, milisaniyelerden bin yıllara,
											yine 14 büyüklük sıralarında.
									","
											Die unterschiedlichen Maßstäbe,
											die diese Muster sichtbar machen,
											umfassen eine enorme Skala 
an Größenordnungen.
											Es gibt etwa 14 davon,
											von mikroskopisch kleinen Partikeln
											zur Wolkenimpfung
											bis zur Größe der Erde,
											von 10 hoch -6 m
											bis 10 hoch 8 m,
											14 räumliche Größenordnungen.
											Auch bei Zeiteinheiten, von Millisekunden
bis zu Jahrtausenden,
											unterscheidet man ca. 14 Größenordnungen.
									",The emergent patterns of climate change,Gavin Schmidt,12:10,"climate change,environment,science,visualizations,pollution,weather,future,prediction,data,math,algorithm,computers,code,botany,water,green,ecology"
"
","
","
","
","
",The emergent patterns of climate change,Gavin Schmidt,12:10,"climate change,environment,science,visualizations,pollution,weather,future,prediction,data,math,algorithm,computers,code,botany,water,green,ecology"
"
											What does that mean?
											Okay, well if you think about how
											you can calculate these things,
											you can take what you can see,
											okay, I'm going to chop it up
											into lots of little boxes,
											and that's the result of physics, right?
											And if I think about a weather model,
											that spans about five orders of magnitude,
											from the planet to a few kilometers,
											and the time scale
											from a few minutes to 10 days, maybe a month.
											We're interested in more than that.
											We're interested in the climate.
											That's years, that's millennia,
											and we need to go to even smaller scales.
											The stuff that we can't resolve,
											the sub-scale processes,
											we need to approximate in some way.
											That is a huge challenge.
											Climate models in the 1990s
											took an even smaller chunk of that,
											only about three orders of magnitude.
											Climate models in the 2010s,
											kind of what we're working with now,
											four orders of magnitude.
											We have 14 to go,
											and we're increasing our capability
											of simulating those at about
											one extra order of magnitude every decade.
											One extra order of magnitude in space
											is 10,000 times more calculations.
											And we keep adding more things,
											more questions to these different models.
									","
											¿Qué quiere decir esto?
											Si pensamos en cómo
											calcular estos fenómenos,
											podemos tomar lo que vemos,
											y voy a cortarlo
											en muchas cajitas,
											y ese es el resultado 
de la física ¿de acuerdo?
											Y si pienso en un modelo climático,
											este abarca cerca de 
5 órdenes de magnitud,
											del planeta a unos kilómetros
											y en la escala temporal
											de algunos minutos a 10 días, 
quizá un mes.
											Nos interesa mucho más que eso.
											Nos interesa el clima.
											Esto es años, milenios,
											y necesitamos ir a 
escalas aún menores.
											A lo que no podemos resolver,
											los procesos de las subescalas,
											necesitamos aproximarnos 
de algún modo.
											Es un reto enorme.
											En la década de 1990, 
los modelos climatológicos
											tomaban un trozo aún más pequeño,
											de tan solo tres órdenes de magnitud,
											En la década actual,
											estamos trabajando 
con alrededor de
											4 órdenes de magnitud.
											Nos faltan 14
											y estamos aumentando 
nuestra capacidad
											de simularlos alrededor
											de un orden de magnitud 
por década.
											Un orden extra de 
magnitud en espacio
											equivale a 10 000 veces 
más cálculos.
											Y seguimos añadiendo más cosas,
											más preguntas a 
estos diversos modelos.
									","
											O que é que isto significa?
											Bem, se pensarmos
											como podemos calcular estas coisas,
											podemos agarrar no que podemos ver.
											Pronto, vou retalhá-lo
em muitas caixinhas,
											e é este o resultado da física, não é?
											E se eu pensar num modelo climático
											que abranja cinco ordens de grandeza,
											desde o planeta até a alguns quilómetros,
											e a escala do tempo,
											de alguns minutos até 10 dias,
talvez um mês.
											Estamos interessados em mais do que isso.
											Estamos interessados num clima
que sejam anos, sejam milénios,
											e precisamos de ir a escalas
ainda menores.
											As coisas que não conseguimos resolver,
											os processos de subescala,
											precisamos de nos aproximar delas,
de algum modo.
											É um desafio enorme.
											Os modelos climáticos nos anos 90
											pegavam numa fatia ainda mais pequena,
											só cerca de três ordens de grandeza.
											Os modelos climáticos da década de 2010,
											do tipo com que trabalhamos ainda hoje,
											quatro ordens de grandeza.
											Faltam-nos fazer 14,
											e estamos a aumentar a nossa capacidade
de simulá-los
											cerca de uma ordem extra de grandeza,
por década.
											Uma ordem extra de grandeza no espaço
											representa 10 000 vezes mais cálculos.
											E estamos sempre a acrescentar
mais coisas,
											mais perguntas a estes diversos modelos.
									","
											Bu ne demek?
											Tamam, eğer bu şeyleri nasil
											hesapladığınızı düşünürseniz,
											gördüğünüz şeyi alabilirsiniz,
											tamam, bunu bir çok küçük
											kutucuğa böleceğim,
											ve bu da fiziğin sonucudur, değil mi?
											Ve eğer aşağı yukarı beş sıra büyüklüğünde ölçülmüş
											bir hava modeli düşünürsem,
											gezegenden bir kaç kilometreye,
											ve bir kaç dakikadan 10 güne kadarki, belki bir ay
											zaman ölçüsü.
											Biz bundan fazlasıyla ilgileniyoruz.
											Biz iklimle ilgileniyoruz.
											Bu yıllar, bu bin yıl,
											ve bizim daha da küçük ölçülere inmemiz lazım.
											Çözemediğimiz şeyleri,
											alt-ölçü işlemleri,
											bir şekilde yaklaşıklamamız lazım.
											Bu çok büyük bir görev.
											1990'lardaki iklim modelleri
											ondan daha da küçük bir parça aldı,
											sadece yaklaşık üç sıra büyüklüğünde,
											2010'lardaki iklim modelleri,
											bizim şu an birlikte çalıştığımız gibi,
											dört sıra büyüklüğünde.
											14 tane kaldı
											ve her on yılda bir, bir fazla büyüklük sırası
											üretme
											kabiliyetine ulaşıyoruz.
											Uzayda bir ekstra büyüklük sırası
											10,000 kere daha fazla hesaplamadır.
											Ve sürekli daha fazla şey ekliyoruz,
											bu değişik modellere daha çok soru.
									","
											Was bedeutet das?
											Wenn man wissen möchte,
											wie sich diese Dinge berechnen lassen,
											dann sammelt man Beobachtungsdaten,
											teilt diese in viele kleine Einheiten auf
											und erhält so physikalisch
korrekte Ergebnisse.
											Ein Wettermodell
											umfasst ca. fünf Größenordnungen,
											von der Größe der Erde
bis zu wenigen Kilometern.
											Zeiteinheiten reichen von wenigen Minuten
											bis zu zehn Tagen
oder vielleicht einem Monat.
											Wir wollen aber mehr wissen.
											Uns interessiert das Klima.
											Hier sind Jahre, Jahrtausende
											und sogar noch kleinere Maßstäbe relevant.
											Kürzere Prozesse,
											die wir nicht untersuchen können,
											müssen wir annähernd berechnen.
											Das ist eine enorme Herausforderung.
											Klimamodelle in der 1990ern
											haben noch weniger Größenordnungen,
											nur ungefähr drei, berücksichtigt.
											Klimamodelle zu Beginn des
21. Jahrhunderts,
											mit denen wir im Moment arbeiten,
											greifen auf vier Größenordnungen zurück.
											14 Größenordnungen gibt es,
											und alle zehn Jahre gelingt es uns,
											eine weitere Größenordnung zu simulieren.
											Jede zusätzliche räumliche Größenordnung
											erhöht den Rechenaufwand
um ein 10 000-Faches,
											und wir fügen
immer weitere Elemente hinzu,
											die wieder neue Fragen aufwerfen.
									",The emergent patterns of climate change,Gavin Schmidt,12:10,"climate change,environment,science,visualizations,pollution,weather,future,prediction,data,math,algorithm,computers,code,botany,water,green,ecology"
"
","
","
","
","
",The emergent patterns of climate change,Gavin Schmidt,12:10,"climate change,environment,science,visualizations,pollution,weather,future,prediction,data,math,algorithm,computers,code,botany,water,green,ecology"
"
											So what does a climate model look like?
											This is an old climate model, admittedly,
											a punch card, a single line of Fortran code.
											We no longer use punch cards.
											We do still use Fortran.
											New-fangled ideas like C
											really haven't had a big impact
											on the climate modeling community.
									","
											¿Cómo se ve un modelo climático?
											Este es un modelo climático antiguo,
											una tarjeta perforada, 
una línea de código Fortran.
											Ya no usamos tarjetas perforadas.
											Pero aún empleamos Fortran.
											Las ideas modernas 
como el lenguaje C
											no han tenido un gran impacto
											en la comunidad de 
modelado climático.
									","
											Então que aspeto tem um modelo climático?
											Este é um modelo climático
antigo, é claro,
											um cartão perfurado, 
uma única linha de código Fortran.
											Já não usamos cartões perfurados.
											Mas ainda usamos Fortran.
											Ideias com novas flanges como C
											nunca tiveram um grande impacto
											na comunidade dos modelos climáticos.
									","
											Peki bir iklim modeli neye benziyor?
											Bu eski bir iklim modeli, açıkçası,
											bir delikli kart, Fortran kodunun tek bir sırası.
											Artık delikli kart kullanmıyoruz.
											Hala Fortran kullanıyoruz.
											C gibi yeni moda fikirler
											o kadar da büyük bir etki yaratmadı
											iklim modelleme camiasına.
									","
											Wie sieht also ein Klimamodell aus?
											Hier sehen Sie zugegebenermaßen
ein altes Modell,
											eine Lochkarte mit einer einzigen
Fortran-Codezeile.
											Wir benutzen keine Lochkarten mehr,
											aber wir verwenden immer noch Fortran.
											Neumodische Programmiersprachen wie C
											hatten keinen großen Einfluss
											auf die Entwicklung von Klimamodellen.
									",The emergent patterns of climate change,Gavin Schmidt,12:10,"climate change,environment,science,visualizations,pollution,weather,future,prediction,data,math,algorithm,computers,code,botany,water,green,ecology"
"
","
","
","
","
",The emergent patterns of climate change,Gavin Schmidt,12:10,"climate change,environment,science,visualizations,pollution,weather,future,prediction,data,math,algorithm,computers,code,botany,water,green,ecology"
"
											But how do we go about doing it?
											How do we go from that complexity that you saw
											to a line of code?
											We do it one piece at a time.
											This is a picture of sea ice
											taken flying over the Arctic.
											We can look at all of the different equations
											that go into making the ice grow
											or melt or change shape.
											We can look at the fluxes.
											We can look at the rate at which
											snow turns to ice, and we can code that.
											We can encapsulate that in code.
											These models are around
											a million lines of code at this point,
											and growing by tens of thousands of lines of code
											every year.
									","
											Pero ¿cómo seguimos haciéndolo?
											¿Cómo vamos de 
la complejidad que vieron
											a una línea de código?
											Lo hacemos uno por uno.
											Esta es una imagen de mar de hielo
											tomada en un sobrevuelo en el Ártico
											Podemos ver las distintas ecuaciones
											que describen el crecimiento de hielo
											o su derretimiento o cambio de forma.
											Podemos ver los flujos.
											Podemos ver el ritmo al que
											la nieve se convierte en hielo, 
y podemos codificarlo.
											Podemos encapsularlo en un código.
											Estos modelos son de cerca
											de un millón de líneas 
de código en este punto.
											y crecen unas decenas de 
miles de líneas de código
											cada año.
									","
											Mas como é que nos arranjamos
para fazer isso?
											Como passamos dessa 
complexidade que aqui vemos
											para uma linha de código?
											Fazemos uma coisa de cada vez.
											Isto é uma foto de gelo marítimo
											tirada em voo sobre o Ártico.
											Podemos ver todas as diversas equações
											que existem quando o gelo aumenta
											ou se derrete, ou muda de forma.
											Podemos observar os fluxos.
											Podemos observar o ritmo
											a que a neve passa a gelo,
e podemos codificar isso.
											Podemos encapsulá-lo num código.
											Estes modelos têm
											cerca de um milhão de linhas nesta altura,
											e estão a aumentar dezenas de
milhares de linhas de código
											todos os anos.
									","
											Ama bunu nasıl yapabiliriz?
											Gördüğünüz karmaşıklıktan
											bir sıra koda nasıl gideriz?
											Bunu parça parça yaparız.
											Bu Kuzey Kutbunun üzerinden uçarken çekilmiş
											bir buzulun resmi.
											Hepimiz buzulun büyümesindeki
											ya da erimesi veya şekil değiştirmesindeki
											değişik denklemlere bakabiliriz.
											Değişkenliğine bakabiliriz.
											Karın buza dönüşmesinin oranına bakabiliriz,
											ve bunu kodlayabiliriz de.
											Biz bunu kod içinde özetleyebiliriz.
											Bu modeller yaklaşık
											bir milyon sıra koddur bu esnada,
											ve her yıl
											onbinlerce sıra koda ulaşır.
									","
											Wie gehen wir nun also vor?
											Wie gelangen wir von der 
vorhin erwähnten Komplexität
											zu einer Codezeile?
											Wir gehen Schritt für Schritt vor.
											Hier sehen Sie ein Luftbild von Meereis,
											das über der Arktis aufgenommen wurde.
											Wir können alle Gleichungen betrachten,
											die dazu führen, dass das Eis wächst,
											schmilzt oder seine Form verändert.
											Wir können Größenänderungen
											und die Zeit betrachten,
											in der Schnee zu Eis wird,
											und das können wir als Code darstellen.
											Der Code dieser Modelle umfasst
											im Moment ca. eine Million Zeilen
											und wird jedes Jahr
um zehntausende Zeilen erweitert.
									",The emergent patterns of climate change,Gavin Schmidt,12:10,"climate change,environment,science,visualizations,pollution,weather,future,prediction,data,math,algorithm,computers,code,botany,water,green,ecology"
