en,fr,pt,title,speaker,duration,tags
"
","
","
",Open science now!,Michael Nielsen,16:22,"Internet,TEDx,collaboration,open-source,science,technology,crowdsourcing,data"
"
											Well, good afternoon, everybody.
											Thank you all very much
for coming along today.
											I'd like to begin my talk with a story.
											It's a story that begins,
but does not end,
											with a mathematician named Tim Gowers.
											Gowers is one of the world's most
renowned mathematicians.
											He's a professor at Cambridge University
											and a recipient of the Fields Medal,
											often called the Nobel Prize
of mathematics.
											Gowers is also a blogger,
											and in January of 2009, he used his blog
to pose a very striking question:
											Is massively collaborative
mathematics possible?
									","
											Bonjour à tous.
											Merci beaucoup d'être venus aujourd'hui.
											J'aimerais commencer
mon intervention avec une histoire.
											C'est une histoire
qui a un début mais pas de fin,
											avec un mathématicien
du nom de Tim Gowers.
											Gowers est l'un des mathématiciens
les plus renommés au monde.
											Il est professeur
à l'université de Cambridge
											et est lauréat de la médaille Fields,
											souvent appelée « prix Nobel
de mathématiques ».
											Gowers est également blogueur
											et, en janvier 2009, il a utilisé son blog
pour poser une question cruciale :
											des mathématiques massivement
collaboratives sont-elles possibles ?
									","
											Boa tarde a todos.
											Muito obrigado por terem vindo hoje.
											Gostava de começar a minha palestra
com uma história.
											É uma história que começa
mas não tem fim,
											com um matemático chamado Tim Gowers.
											Gowers é um dos matemáticos
mais afamados do mundo.
											É professor na Universidade de Cambridge.
											Já recebeu a Medalha Fields,
											a que se chama vulgarmente
o Prémio Nobel da Matemática.
											Gowers também é bloguista
											e, em janeiro de 2009, usou o seu blogue
para fazer uma pergunta muito curiosa:
											Será possível uma matemática
colaborativa de massas?
									",Open science now!,Michael Nielsen,16:22,"Internet,TEDx,collaboration,open-source,science,technology,crowdsourcing,data"
"
","
","
",Open science now!,Michael Nielsen,16:22,"Internet,TEDx,collaboration,open-source,science,technology,crowdsourcing,data"
"
											So what he was proposing in this post
											was to use his blog to attack a difficult
unsolved mathematical problem —
											a problem which he said
he would ""love to solve"" —
											completely in the open,
											using his blog to post his ideas
and his partial progress.
											What's more, he issued an open invitation,
											inviting anybody in the world who thought
that they had an idea to contribute
											to post their idea
in the comment section of the blog.
											His hope was that by combining
the ideas of many minds,
											he could make easy work
of his hard mathematical problem.
											He called this experiment
the Polymath Project.
									","
											Ce qu'il proposait dans son post
											était d'utiliser son blog
											pour s'attaquer à un problème
mathématique difficile et non résolu —
											un problème dont il disait
qu'il aimerait le résoudre —
											au grand jour,
											en utilisant son blog pour poster
ses idées et ses progrès partiels.
											En outre, il a lancé
une invitation ouverte,
											invitant quiconque dans le monde pensant
avoir une idée à contribuer
											à poster son idée
dans les commentaires de son blog.
											Il espérait qu'en combinant
les idées de nombreux esprits,
											il pourrait faciliter le travail
sur ce problème mathématique difficile.
											Il a appelé cette expérience
le « projet Polymath ».
									","
											O que ele estava a propor,
com esta pergunta,
											era usar o seu blogue para atacar
											um difícil problema de matemática,
ainda sem solução
											— um problema que ele disse
que ""adoraria resolver"" —
											de uma forma totalmente aberta,
											usando o seu blogue para publicar
as suas ideias e o seu progresso parcial.
											Mais ainda, fazia um convite aberto
											a toda a gente do mundo que pensasse
que tinha uma ideia para contribuir
											para publicarem a sua ideia
na secção de comentários do blogue.
											Tinha esperança que, combinando
as ideias de muitos espíritos,
											podia facilitar o trabalho
daquele difícil problema de matemática.
											Chamou a esta experiência
o Projeto Polymath.
									",Open science now!,Michael Nielsen,16:22,"Internet,TEDx,collaboration,open-source,science,technology,crowdsourcing,data"
"
","
","
",Open science now!,Michael Nielsen,16:22,"Internet,TEDx,collaboration,open-source,science,technology,crowdsourcing,data"
"
											Well, the Polymath Project
got off to a slow start.
											In the first seven hours,
nobody posted any comments.
											But then, a mathematician
from the University of British Columbia
											named Jozsef Solymosi
											posted a short comment.
											And this seemed to break the ice,
because a few minutes later,
											a high school teacher named
Jason Dyer posted a suggestion.
											And a few minutes after that,
											another mathematician named
Terence Tao, also a Fields medalist,
											posted an idea.
											And things really started
to move quickly at this point.
											Over the next 37 days,
											27 different people would post
800 substantive comments
											containing 170,000 words.
											I was not a serious participant,
but I was following along closely
											from the start,
											and it was just amazing.
											The speed with which an idea
would be tentatively proposed
											and then really rapidly developed
by other people and improved,
											sometimes discarded —
											it was just amazing.
											Gowers described the process
											as being to ordinary research
""as driving is to pushing a car.""
									","
											Le projet Polymath
a démarré très lentement.
											Les sept premières heures,
personne n'a posté de commentaire.
											Mais alors, un mathématicien
de l'université de Colombie-Britannique
											du nom de Jozsef Solymosi
											a posté un court commentaire.
											Cela a semblé briser la glace
car, quelques minutes plus tard,
											un professeur de lycée du nom
de Jason Dyer a posté une suggestion.
											Quelques minutes après cela,
											un autre mathématicien, Terence Tao,
également lauréat de la médaille Fields,
											a posté une idée.
											A ce moment-là, les choses
ont progressé rapidement.
											Au cours des 37 jours suivants,
											27 personnes différentes
ont posté 800 commentaires substantifs
											contenant 170 000 mots.
											Je n'étais pas un participant sérieux,
mais je suivais avec attention
											depuis le début
											et c'était formidable.
											La rapidité avec laquelle
une idée était proposée
											puis très rapidement développée
et améliorée par d'autres,
											parfois rejetée —
											c'était formidable.
											Gowers a décrit le processus
											comme étant à la recherche ordinaire
											« ce que conduire était
à pousser une voiture ».
									","
											O Projeto Polymath
arrancou devagar.
											Nas primeiras sete horas
ninguém publicou qualquer comentário.
											Mas, depois, um matemático
da Universidade da Colômbia Britânica,
											chamado Jozsef Solymosi
											publicou um breve comentário.
											Parece que quebrou o gelo,
porque minutos depois,
											um professor do liceu, chamado
Jason Dyer publicou uma sugestão.
											E minutos depois disso,
											Terence Tao, outro matemático
também galardoado com a medalha Fields,
											publicou uma ideia.
											As coisas começaram a andar
rapidamente, a partir daí.
											Nos 37 dias seguintes,
											27 pessoas diferentes publicaram
800 comentários substantivos,
											contendo 170 000 palavras.
											Eu não participei a sério,
											mas acompanhei de perto, desde o início.
											Foi uma coisa espantosa.
											A velocidade com que uma ideia
era proposta, como uma tentativa,
											e era desenvolvida muito rapidamente
por outras pessoas, e melhorada
											— por vezes, rejeitada —
											era mesmo fantástico.
											Gowers descreveu que este processo
estava para a investigação habitual
											""como guiar está para empurrar um carro"".
									",Open science now!,Michael Nielsen,16:22,"Internet,TEDx,collaboration,open-source,science,technology,crowdsourcing,data"
"
","
","
",Open science now!,Michael Nielsen,16:22,"Internet,TEDx,collaboration,open-source,science,technology,crowdsourcing,data"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									",Open science now!,Michael Nielsen,16:22,"Internet,TEDx,collaboration,open-source,science,technology,crowdsourcing,data"
"
","
","
",Open science now!,Michael Nielsen,16:22,"Internet,TEDx,collaboration,open-source,science,technology,crowdsourcing,data"
"
											At the end of the 37 days,
											Gowers used his blog to announce
that they had solved the core problem;
											in fact, they had solved a harder
generalization of the problem.
											The Polymath Project had succeeded.
											So what the Polymath Project
suggests, at least to me,
											is that we can use
the internet to build tools
											that actually expand our ability
											to solve the most challenging
intellectual problems.
											Or, to put it in another way:
											we can build tools which actively amplify
our collective intelligence
											in much the same way as, for millennia,
we've used physical tools
											to amplify our strength.
											OK?
											So what I'd like to talk about today,
or what I'd like to explore today,
											is what this means for science.
											It's much more important than just solving
a single mathematical problem.
											It means an expansion in the range
of scientific problems
											we can hope to attack at all.
											It means, potentially, an acceleration
in the rate of scientific discovery.
											It means a change in the way
we construct knowledge itself.
									","
											A la fin des 37 jours,
											Gowers a annoncé sur son blog
											qu'ils avaient résolu
le problème fondamental.
											En fait, ils avaient résolu
											une généralisation
plus complexe du problème.
											Le projet Polymath était un succès.
											Le projet Polymath suggère,
pour moi en tout cas,
											que nous pouvons utiliser
internet pour créer des outils
											qui accroissent notre capacité
											à résoudre les problèmes intellectuels
les plus difficiles.
											Pour le dire autrement :
											nous pouvons créer des outils amplifiant
activement notre intelligence collective
											comme, durant des millénaires,
nous avons utilisé des outils physiques
											pour amplifier notre force.
											D'accord ?
											Ce dont j'aimerais parler aujourd'hui,
ou ce que j'aimerais explorer,
											est ce que cela signifie pour la science.
											Cela est bien plus important que
la résolution d'un problème mathématique.
											Cela signifie une expansion
de l'éventail de problèmes scientifiques
											auxquels nous pouvons
espérer nous attaquer.
											Cela signifie, potentiellement,
											une accélération du taux
de découvertes scientifiques.
											Cela signifie un changement dans la façon
dont nous acquérons des connaissances.
									","
											No fim dos 37 dias
											Gowers usou o blogue para anunciar
que tinham resolvido o cerne do problema:
											na realidade, tinham resolvido 
uma generalização mais difícil do problema.
											O Projeto Polymath tinha sido um êxito.
											O que o Projeto Polymath sugere,
pelo menos para mim,
											é que podemos usar a Internet
para criar ferramentas
											que aumentem a nossa capacidade
											de resolver os problemas intelectuais
mais complicados.
											Ou, para dizer de outro modo,
											podemos criar ferramentas que amplifiquem
ativamente a nossa inteligência coletiva
											duma maneira muito parecida
com o que, durante milénios,
											usámos para as ferramentas físicas
para amplificar a nossa força.
											Ok?
											Gostava de vos falar hoje,
ou gostava de explorar hoje,
											é o que isso significa para a ciência.
											É muito mais importante do que resolver
um único problema de matemática.
											Significa uma expansão
na gama de problemas científicos
											que podemos esperar poder atacar.
											Significa, possivelmente, uma aceleração
no ritmo da descoberta científica.
											Significa uma mudança na forma
como construímos o próprio conhecimento.
									",Open science now!,Michael Nielsen,16:22,"Internet,TEDx,collaboration,open-source,science,technology,crowdsourcing,data"
