en,fr,es,title,speaker,duration,tags
"
","
","
",The power to think ahead in a reckless age,Bina Venkataraman,13:10,"humanity,community,future,history,family,memory,world cultures,culture,society"
"
											So in the winter of 2012,
											I went to visit my grandmother's house
											in South India,
											a place, by the way,
											where the mosquitos have a special taste
for the blood of the American-born.
									","
											Pendant l'hiver 2012,
											je suis allée chez ma grand-mère
											dans le Sud de l'Inde.
											Un endroit, au fait, où les moustiques 
ont un penchant particulier
											pour le sang des gens
d'origine américaine.
									","
											En el invierno de 2012,
											fui a visitar la casa de mi abuela
											en en sur de India,
											donde, dicho sea de paso,
											los mosquitos tienen un apetito especial
por la sangre estadounidense.
									",The power to think ahead in a reckless age,Bina Venkataraman,13:10,"humanity,community,future,history,family,memory,world cultures,culture,society"
"
","
","
",The power to think ahead in a reckless age,Bina Venkataraman,13:10,"humanity,community,future,history,family,memory,world cultures,culture,society"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									",The power to think ahead in a reckless age,Bina Venkataraman,13:10,"humanity,community,future,history,family,memory,world cultures,culture,society"
"
","
","
",The power to think ahead in a reckless age,Bina Venkataraman,13:10,"humanity,community,future,history,family,memory,world cultures,culture,society"
"
											No joke.
									","
											Ce n'est pas une blague.
									","
											No es chiste.
									",The power to think ahead in a reckless age,Bina Venkataraman,13:10,"humanity,community,future,history,family,memory,world cultures,culture,society"
"
","
","
",The power to think ahead in a reckless age,Bina Venkataraman,13:10,"humanity,community,future,history,family,memory,world cultures,culture,society"
"
											When I was there,
I got an unexpected gift.
											It was this antique instrument
											made more than a century ago,
											hand-carved from a rare wood,
											inlaid with pearls
											and with dozens of metal strings.
											It's a family heirloom,
											a link between my past,
											the country where my parents were born,
											and the future,
											the unknown places I'll take it.
									","
											Quand j'étais là-bas, 
j'ai eu un cadeau inattendu.
											C'était cet ancien instrument
											fabriqué il y a plus d'un siècle,
											taillé à la main à partir d'un bois rare
											incrusté de perles et
											avec des dizaines de cordes métalliques.
											C'est un bien de famille,
											un lien entre mon passé,
											le pays où mes parents sont nés,
											et le futur,
											les endroits inconnus où je l'emmènerai.
									","
											Durante mi estadía,
recibí un regalo inesperado.
											Este instrumento antiguo
											fabricado hace más de un siglo,
											tallado a mano en una madera poco común,
											decorado con perlas
											y con decenas de cuerdas de metal.
											Es una reliquia familiar,
											un lazo entre mi pasado,
											el país donde nacieron mis padres,
											y el futuro,
											los lugares adonde voy a llevarlo.
									",The power to think ahead in a reckless age,Bina Venkataraman,13:10,"humanity,community,future,history,family,memory,world cultures,culture,society"
"
","
","
",The power to think ahead in a reckless age,Bina Venkataraman,13:10,"humanity,community,future,history,family,memory,world cultures,culture,society"
"
											I didn't actually realize it
at the time I got it,
											but it would later become
a powerful metaphor for my work.
									","
											Je n'avais pas réalisé,
au moment où je l'ai reçu,
											qu'il deviendrait plus tard
une puissante métaphore pour mon travail.
									","
											Cuando me lo dieron no tenía idea
											de que un día se convertiría
en una metáfora de mi trabajo.
									",The power to think ahead in a reckless age,Bina Venkataraman,13:10,"humanity,community,future,history,family,memory,world cultures,culture,society"
