en,es,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
","Photos of Africa, taken from a flying lawn chair",George Steinmetz,10:44,"adventure,Africa,aircraft,creativity,art,flight,nature,photography"
"
											I have to tell you,
											it's more than a little
intimidating being up here,
											an old American guy
trying to tell Africans
											something new about your own continent.
											But sometimes, an outsider
can see things in a different way,
											like from the air.
											That's what I found by flying low and slow
all over the African continent
											as I photographed
the spectacle of its diversity.
											And I wasn't always an old guy.
									","
											Debo confesar que estar aquí arriba
											es algo más que intimidante:
											un hombre grande
como yo, estadounidense,
											tratando de mostrar a los africanos
algo nuevo sobre su propio continente.
											Pero, a veces, una persona de fuera
ve las cosas de manera diferente;
											desde el aire, por ejemplo.
											Es lo que me sucedió cuando 
sobrevolé el continente africano
											fotografiando sin prisa y a baja altura
el espectáculo de su diversidad.
											No siempre fui un tipo grande.
									","
											Tenho que vos confessar:
											é um bocado constrangedor
estar aqui em cima,
											um tipo norte-americano
a tentar dizer aos africanos
											qualquer coisa de novo
sobre o vosso continente.
											Mas, por vezes, um estranho
consegue ver as coisas de modo diferente,
											por exemplo, do ar.
											Foi o que descobri, voando lentamente
e a baixa altitude
											sobre o continente africano
											enquanto fotografava
o espetáculo da sua diversidade.
											Nem sempre fui um tipo idoso.
									","
											Söylemem lazım.
											burada olmak biraz korkutucu.
											Yaşlı bir Amerikalı, 
Afrikalılar'a kendi kıtaları
											hakkında yeni bir şeyler 
anlatmaya çalışıyor.
											Ancak bazen, dışarıdan biri,
konuyla alakasız olan biri,
											bunu farklı anlayabilir.
											Afrika kıtası boyunca ağır ağır gezerken,
bulduğum şeylerden biri bu,
											ben de çeşitliliğin görüntüsünü 
fotoğrafladım hemen.
											O zamanlar ihtiyar değiliz tabii.
									","
											Ich muss Ihnen sagen,
es ist schon einschüchternd,
											hier zu stehen:
											Ein älterer Amerikaner,
der Ihnen hier in Afrika
											etwas Neues über Afrika erzählen will.
											Aber manchmal sieht
erst ein Fremder die Dinge anders,
											etwa aus der Luft.
											Das erkannte ich bei meinen Flügen
über den afrikanischen Kontinent,
											als ich das Spektakel
seiner Vielfalt fotografierte.
											Ich bin nicht immer alt gewesen.
									","Photos of Africa, taken from a flying lawn chair",George Steinmetz,10:44,"adventure,Africa,aircraft,creativity,art,flight,nature,photography"
"
","
","
","
","
","Photos of Africa, taken from a flying lawn chair",George Steinmetz,10:44,"adventure,Africa,aircraft,creativity,art,flight,nature,photography"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									","Photos of Africa, taken from a flying lawn chair",George Steinmetz,10:44,"adventure,Africa,aircraft,creativity,art,flight,nature,photography"
"
","
","
","
","
","Photos of Africa, taken from a flying lawn chair",George Steinmetz,10:44,"adventure,Africa,aircraft,creativity,art,flight,nature,photography"
"
											This is me in 1979,
											a kid from California backpacking
his way through the Ituri Forest of Zaire.
											I was on a yearlong hitchhiking trip.
											I had just dropped out
of Stanford University,
											and I went from Tunis
to Kisangani to Cairo
											and learned how to live
on 10 dollars a day.
											It was an amazing experience for me.
									","
											Este soy yo en 1979,
											un joven mochilero de California
atravesando la selva de Ituri, en Zaire.
											Era un viaje a dedo, 
que duró un año.
											Acababa de dejar
la Universidad de Stanford;
											fui de Túnez a Kisangani, hasta El Cairo
											y aprendí a vivir con 10 dólares por día.
											Fue una experiencia maravillosa.
									","
											Este sou eu em 1979,
um puto da Califórnia,
											de mochila às costas,
a percorrer a floresta Ituri do Zaire.
											Eu andei um ano inteiro à boleia.
											Tinha abandonado
a Universidade de Stanford
											e fui de Tunes até Kisangan e ao Cairo
											e aprendi a viver com 10 dólares por dia.
											Foi uma experiência fantástica.
									","
											Fotoğraftaki benim, sene 1979,
											Kaliforniya'lı bir çocuk Zaire'nin
Ituri Ormanı boyunca bir geziye çıktı.
											Bir yıl sürdü bu otostop yolculuğu.
											Stanford Üniversite'sini bırakmıştım,
											Tunus'tan, Kisangani'ye oradan
Kahire'ye geçtim
											günde 10 dolara nasıl hayatta
kalacağımı öğrendim.
											İnanılmaz bir tecrübeydi benim için.
									","
											Das bin ich 1979:
											als Rucksackreisender aus Kalifornien
unterwegs im Ituri-Wald in Zaire.
											Ich war ein Jahr lang trampen.
											Ich hatte mein Studium
an der Stanford-Uni abgebrochen
											und reiste von Tunis
über Kisangani nach Kairo.
											Ich lernte, mit einem Tagesgeld
von 10 Dollar zu leben.
											Es war eine einmalige Erfahrung.
									","Photos of Africa, taken from a flying lawn chair",George Steinmetz,10:44,"adventure,Africa,aircraft,creativity,art,flight,nature,photography"
"
","
","
","
","
","Photos of Africa, taken from a flying lawn chair",George Steinmetz,10:44,"adventure,Africa,aircraft,creativity,art,flight,nature,photography"
"
											I spent about a week
in this Dinka cattle camp
											on the banks of the Nile in South Sudan.
											The Dinka taught me
how to tie papyrus into a shelter,
											and also I observed
how they had adapted their way of life
											around the migratory needs
of their beloved cattle.
											It was a like a graduate course
in ecological ethnography,
											and I got busy taking notes with a camera.
									","
											Pasé una semana en este 
campo de ganado de la etnia dinka
											sobre las márgenes del Nilo 
en Sudán del Sur.
											Los dinka me enseñaron a armar
un refugio con papiro,
											y pude ver cómo adaptaron
su modo de vida
											a las necesidades migratorias
de su tan amado ganado.
											Fue como un curso universitario
en etnografía ecológica,
											y me dediqué a registrar
con la cámara.
									","
											Passei cerca de uma semana
neste acampamento de gado dinca
											nas margens do Nillo,
no Sudão do Sul.
											Os dincas ensinaram-me
a tecer papiros para fazer um abrigo
											e também observei como 
eles tinham adaptado o seu modo de vida
											às necessidades de migração
do seu querido gado.
											Foi como um curso pós-graduação
em etnografia ecológica
											e fartei-me de tirar notas
com uma máquina fotográfica.
									","
											Güney Sudan'ın Nil nehri kıyısında
bu sığır kampında
											yaklaşık bir hafta geçirdim.
											Dinka bana papirus ağacını 
nasıl bir barınak hâline
											getirebileceğimi öğretti ve nasıl
hayvanlarının ihtiyacı olan
											bu göçebe yaşama adapte
olduklarını gözlemledim.
											Ekolojik etnografiye giriş
dersi gibi bir şeydi bu,
											ben de bunları kameraya
kaydetmekle meşguldüm.
									","
											Ich verbrachte eine Woche 
mit Viehzüchtern in einer Dinka-Siedlung
											am Ufer des Nil im Südsudan.
											Die Dinkas brachten mir bei,
wie man eine Hütte aus Papyrus baut.
											Ich lernte auch, wie die Dinkas 
ihr Leben an das Herdenverhalten
											ihres geliebten Viehs anpassten.
											Es war wie ein Kurs 
in ökologischer Völkerkunde.
											Und ich dokumentierte
alles mit der Kamera.
									","Photos of Africa, taken from a flying lawn chair",George Steinmetz,10:44,"adventure,Africa,aircraft,creativity,art,flight,nature,photography"
"
","
","
","
","
","Photos of Africa, taken from a flying lawn chair",George Steinmetz,10:44,"adventure,Africa,aircraft,creativity,art,flight,nature,photography"
"
											With no money for rides,
											they often made the Mzungu
ride on the roof of the trucks,
											or in this case, on the top of the train
going across South Sudan.
											I felt like I was riding
on the back of an insect
											going across the enormous
tapestry of Africa.
											It was an incredible view from up there,
											but I couldn't help but think,
											wouldn't it be even more amazing
if I could fly over that landscape
											like a bird?
									","
											Sin dinero para viajar, hacían
la ruta del ""mzungu"" [hombre blanco]
											sobre el techo de los camiones
											o, en este caso, arriba de un tren
que atravesaba Sudán del Sur.
											Tenía la sensación de estar viajando
sobre el lomo de un insecto
											que cruzaba el inmenso tapiz africano.
											La vista desde allí arriba
era maravillosa,
											pero no podía dejar de pensar:
											¿no sería aun más espectacular
poder sobrevolar ese paisaje
											como un pájaro?
									","
											Sem dinheiro para viagens,
											eles fazem a viagem a Mzungu
no tejadilho dos camiões
											ou, neste caso, no tejadilho
do comboio que atravessa o Sudão do Sul.
											Sentia-me como se viajasse
nas costas de um inseto
											a atravessar a enorme
tapeçaria de África.
											Ali de cima, a vista era incrível
											mas eu não conseguia deixar de pensar
											se não seria ainda mais espetacular,
											se pudesse voar sobre aquela paisagem
como um pássaro.
									","
											Parasız yolculuk için,
											vagonların tepesinde sık sık Mzungu
yolcuğu yaptılar,
											bu fotoğrafta özelinde ise Güney Sudan
boyunca bir trenin sırtındalar.
											Bir böceğin sırtında, Afrika'nın
güzel dokusu boyunca
											gezmek gibi hissettiriyor bu.
											Ortaya çıkan nefis bir görüntüydü,
											Kilitlenip kalmıştım,
											düşünebildiğim tek şey, bir kuş gibi
uçabilseydim bu alanın üstünde
											daha harika olmaz mıydı?
									","
											Ohne Geld für Fahrscheine 
fuhren die Mzungu [Touristen]
											oft auf dem Dach eines Lasters mit.
											Hier ist es das Dach eines Zuges
auf der Fahrt durch den Südsudan.
											Ich dachte, ich sitze
auf dem Rücken eines Insekts
											auf der Reise über den
riesigen Farbenteppich Afrikas.
											Ich hatte eine unglaublich gute Aussicht.
											Aber ich dachte, wäre es nicht toll,
											wenn ich wie ein Vogel
über diese Landschaft fliegen könnte?
									","Photos of Africa, taken from a flying lawn chair",George Steinmetz,10:44,"adventure,Africa,aircraft,creativity,art,flight,nature,photography"
