en,pt,tr,title,speaker,duration,tags
"
","
","
","The biology of gender, from DNA to the brain",Karissa Sanbonmatsu,12:52,"genetics,gender,gender equality,identity,Gender spectrum,DNA,activism,Transgender,biology,technology,science,brain"
"
											So what does it mean to be a woman?
											We all have XX chromosomes, right?
											Actually, that's not true.
											Some women are mosaics.
											They have a mix of chromosome types
with X, with XY or with XXX.
											If it's not just
about our chromosomes,
											then what is being a woman about?
											Being feminine?
											Getting married?
											Having kids?
											You don't have to look far
to find fantastic exceptions
											to these rules,
											but we all share something
that makes us women.
											Maybe that something is in our brains.
									","
											O que significa ser mulher?
											Todas nós temos
dois cromossomas X, certo?
											De facto, isso não é verdade.
											Algumas mulheres são como mosaicos.
											Elas têm uma mistura de cromossomas
do tipo X, XY ou XXX.
											Mas se não depende só
dos nossos cromossomas,
											o que significa então ser mulher?
											Ser feminina?
											Casar?
											Ter filhos?
											Não é preciso procurar muito
para encontrarmos fantásticas excepções
											a estas regras,
											mas todas nós temos algo
que nos faz mulheres.
											E talvez isso esteja no nosso cérebro.
									","
											Kadın olmak ne anlama gelir?
											Hepimiz XX kromozomlara sahibiz, değil mi?
											Aslında bu doğru değil.
											Bazı kadınlar mozaik gibiler.
											Çeşitli kromozom türlerine sahipler: 
X, XY ya da XXX gibi.
											Eğer bunu sadece kromozomlarımız
belirlemiyorsa
											o zaman kadın olmak neyle ilgili?
											Feminen olmak?
											Evlenmek?
											Çocuk sahibi olmak?
											Bu kurallar için fantastik istisnaları
											uzakta aramanıza gerek yok.
											Ama bizi kadın yapan
ortak bir özelliğimiz var.
											Belki bu şey beyinlerimizdedir.
									","The biology of gender, from DNA to the brain",Karissa Sanbonmatsu,12:52,"genetics,gender,gender equality,identity,Gender spectrum,DNA,activism,Transgender,biology,technology,science,brain"
"
","
","
","The biology of gender, from DNA to the brain",Karissa Sanbonmatsu,12:52,"genetics,gender,gender equality,identity,Gender spectrum,DNA,activism,Transgender,biology,technology,science,brain"
"
											You might have heard theories
from last century
											about how men are better
at math than women
											because they have bigger brains.
											These theories have been debunked.
											The average man has a brain
about three times smaller
											than the average elephant,
											but that doesn't mean
											the average man is three times
dumber than an elephant ...
											or does it?
									","
											Vocês já devem ter ouvido
teorias do século passado
											de os homens serem melhores
em matemática que as mulheres
											porque eles têm cérebros maiores.
											Estas teorias foram todas desacreditadas.
											O cérebro de um homem médio
é três vezes menor
											do que o de um elefante,
											o que não significa
											que um homem seja três vezes
menos capaz que um elefante...
											ou será que sim?
									","
											Geçen yüzyıldan kalma, 
erkeklerin matematikte kadınlardan
											daha iyi olma nedeninin daha büyük 
beyinlere sahip olmaları olduğunu
											iddia eden teoriler duymuş olabilirsiniz.
											Bu teoriler çürütüldü.
											Sıradan bir erkeğin beyni,
sıradan bir filin beyninden
											yaklaşık üç kat daha küçük
											ancak bu sıradan bir erkeğin,
											bir filden üç kat daha aptal 
olduğunu göstermez.
											Yoksa gösterir mi?
									","The biology of gender, from DNA to the brain",Karissa Sanbonmatsu,12:52,"genetics,gender,gender equality,identity,Gender spectrum,DNA,activism,Transgender,biology,technology,science,brain"
"
","
","
","The biology of gender, from DNA to the brain",Karissa Sanbonmatsu,12:52,"genetics,gender,gender equality,identity,Gender spectrum,DNA,activism,Transgender,biology,technology,science,brain"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkahalar)
									","The biology of gender, from DNA to the brain",Karissa Sanbonmatsu,12:52,"genetics,gender,gender equality,identity,Gender spectrum,DNA,activism,Transgender,biology,technology,science,brain"
"
","
","
","The biology of gender, from DNA to the brain",Karissa Sanbonmatsu,12:52,"genetics,gender,gender equality,identity,Gender spectrum,DNA,activism,Transgender,biology,technology,science,brain"
"
											There's a new wave
of female neuroscientists
											that are finding important differences
between female and male brains
											in neuron connectivity,
											in brain structure, in brain activity.
											They're finding that the brain
is like a patchwork mosaic —
											a mixture.
											Women have mostly female patches
and a few male patches.
									","
											Há uma nova vaga
de mulheres neurocientistas
											que têm encontrado importantes diferenças
entre os cérebros feminino e masculino
											na conectividade neuronal,
											na estrutura do cérebro,
na actividade cerebral.
											Têm descoberto que o cérebro
é como um mosaico de retalhos
											— uma mistura.
											As mulheres têm maioritariamente retalhos
femininos e alguns masculinos.
									","
											Yeni bir kadın nörolog grubu var,
											kadın ve erkek beyinleri arasında
önemli farklılıklar buluyorlar:
											nöron bağlantılarında,
											beynin yapısında, beyin aktivitesinde.
											Beynin kırkyama bir mozaik gibi 
olduğunu buluyorlar —
											bir karışım.
											Kadınlar çoğunlukla dişi ve birkaç erkek
yamasına sahipler.
									","The biology of gender, from DNA to the brain",Karissa Sanbonmatsu,12:52,"genetics,gender,gender equality,identity,Gender spectrum,DNA,activism,Transgender,biology,technology,science,brain"
"
","
","
","The biology of gender, from DNA to the brain",Karissa Sanbonmatsu,12:52,"genetics,gender,gender equality,identity,Gender spectrum,DNA,activism,Transgender,biology,technology,science,brain"
"
											With all this new data,
what does it mean to be a woman?
											This is something that I've been
thinking about almost my entire life.
											When people learn that I'm a woman
who happens to be transgender,
											they always ask,
											""How do you know you're a woman?""
											As a scientist, I'm searching
for a biological basis of gender.
											I want to understand what makes me me.
											New discoveries
at the front edge of science
											are shedding light
on the biomarkers that define gender.
											My colleagues and I in genetics,
neuroscience, physiology and psychology,
											we're trying to figure out
exactly how gender works.
											These vastly different fields
share a common connection —
											epigenetics.
											In epigenetics,
we're studying how DNA activity
											can actually radically
and permanently change,
											even though the sequence stays the same.
									","
											Com todos estes novos dados,
o que significa ser mulher?
											É algo em que tenho pensado
quase toda a minha vida.
											Quando percebem que sou uma mulher
que por acaso é transgénero,
											perguntam sempre:
											""Como sabes que és mulher?""
											Como cientista, procuro
uma base biológica para o género.
											Quero entender o que
me faz ser eu própria.
											Novas descobertas na vanguarda da ciência
											têm lançado luz sobre os biomarcadores
que definem o género.
											Os meus colegas e eu, na Genética,
Neurociência, Fisiologia e Psicologia,
											temos tentado compreender
exactamente como funciona o género.
											Estes campos tão diferentes
partilham uma ligação comum
											— a epigenética.
											Na epigenética, estudamos
como a actividade do ADN
											pode mudar radicalmente
de forma real e permanente,
											mesmo que a sequência se mantenha a mesma.
									","
											Tüm bu yeni veriyi hesaba katınca,
kadın olmak ne anlama geliyor?
											Bu neredeyse tüm hayatım boyunca
düşündüğüm bir şey.
											İnsanlar trans bir kadın
olduğumu öğrendiklerinde
											hep sorarlar,
											""Kadın olduğunu nasıl biliyorsun?""
											Bir bilim insanı olarak cinsiyetin 
biyolojik kökenini araştırıyorum.
											Beni ben yapanın ne olduğunu
anlamak istiyorum.
											Bilimin ön cephesindeki yeni buluşlar,
											cinsiyeti belirleyen biyo işaretleri 
su yüzüne çıkarıyor.
											Genetik, nöroloji, fizyoloji ve psikoloji
dallarındaki meslektaşlarım ile beraber,
											cinsiyetin tam olarak nasıl
işlediğini çözmeye çalışıyoruz.
											Bu geniş farklılıklara sahip alanların 
bir ortak noktası var:
											Epigenetik.
											Epigenetikte nasıl DNA aktivitesinin,
köklü ve kalıcı olarak
											değişebileceğini inceliyoruz,
											DNA dizisi aynı kalsa bile.
									","The biology of gender, from DNA to the brain",Karissa Sanbonmatsu,12:52,"genetics,gender,gender equality,identity,Gender spectrum,DNA,activism,Transgender,biology,technology,science,brain"
