en,tr,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
","Why should you read ""Fahrenheit 451""?",Iseult Gillespie,4:22,"TED-Ed,literature,books,animation,book,writing,education,novel,world cultures,culture,law"
"
											“It was a pleasure to burn.

											It was a special pleasure
to see things eaten,
											to see things blackened and changed.”
											Fahrenheit 451 opens in a blissful blaze
- and before long,
											we learn what’s going up in flames.
									","
											''Yakmak bir zevkti.
											Her şeyin alevler tarafından
yutulmasını ve kararmasını,
											değişmesini görmek özel bir zevkti.''
											Fahrenheit 451 keyifli alevlere
ve daha öncesine açılıyor,
											alevlerde nelerin olduğunu öğreniyoruz.
									","
											""Era um prazer incendiar.
											""Era um prazer especial
ver as coisas devoradas,
											""ver as coisas enegrecidas
e deformadas"".
											Fahrenheit 451 começa
com uma fogueira gloriosa
											e, logo a seguir, ficamos a saber
o que é que está em chamas.
									","
											« Le plaisir d'incendier !

											Quel plaisir extraordinaire c'était
de voir les choses se faire dévorer,
											de les voir noircir et se transformer. »
											Fahrenheit 451 commence par
un incendie euphorique,
											et nous découvrons très vite
ce qui part en fumée.
											Dans son roman,
Ray Bradbury imagine un monde
									","
											""Es war eine Lust, Feuer zu legen.
											Es war eine besondere Lust zu sehen,
wie etwas verzehrt wurde,
											wie es schwarz 
und zu etwas anderem wurde.""
											Fahrenheit 451 eröffnet mit einem 
wonnigen Feuer — und schon bald
											erfahren wir, was verbrannt wird.
									","Why should you read ""Fahrenheit 451""?",Iseult Gillespie,4:22,"TED-Ed,literature,books,animation,book,writing,education,novel,world cultures,culture,law"
"
","
","
","
","
","Why should you read ""Fahrenheit 451""?",Iseult Gillespie,4:22,"TED-Ed,literature,books,animation,book,writing,education,novel,world cultures,culture,law"
"
											Ray Bradbury’s novel imagines a world

											where books are banned 
from all areas of life -
											and possessing, let alone 
reading them, is forbidden.
											The protagonist, Montag, is a fireman
responsible for destroying what remains.
											But as his pleasure gives way to doubt,

											the story raises critical questions
of how to preserve one’s mind in a society
											where free will, self-expression,
and curiosity are under fire.
									","
											Ray Bradbury'nin hikâyesi
kitapların yasaklandığı
											ve toplanıldığı, tek başına
okumanın yasak olduğu
											bir dünyayı anlatıyor.
											Baş kahraman Montag geriye kalanı
yok etmekle görevli olan bir itfaiye eri.
											Fakat aldığı zevk zamanla
meraka dönüşürken
											hikâye şu soruyu akıllara getiriyor:
Özgür iradenin, kendini ifadenin
											ve merak unsurunun ateşler içinde olduğu
bir toplumda aklınızı nasıl korursunuz?
									","
											O romance de Ray Bradbury
imagina um mundo
											onde os livros são eliminados
de todas as áreas da vida,
											é proibido tê-los e muito menos lê-los
											O protagonista, Montag, é um bombeiro
responsável por destruir os que restam.
											Mas quando o seu prazer dá lugar à dúvida.
											a história coloca questões críticas
sobre como preservar o nosso espírito
											numa sociedade em que a vontade,
a liberdade de expressão e a curiosidade
									","
											où les livres sont bannis
de chaque moment de la vie,
											et les posséder, sans même les lire,
est interdit.
											Le protagoniste, Montag, est un pompier
chargé de détruire les livres restants.
											Mais tandis que son plaisir
laisse place au doute,
											le roman pose la question de comment
conserver son esprit dans une société
											où le libre-arbitre, la curiosité et
la liberté d'expression se consument.
											Dans le monde de Montag, les médias
ont le monopole de l'information,
									","
											Ray Bradburys Roman zeichnet eine Welt ab,
											in der Bücher aus allen Lebensbereichen
verbannt sind —
											und es ist verboten, sie zu besitzen,
geschweige denn zu lesen.
											Protagonist Montag, ein Feuerwehrmann,
ist zuständig, die Überreste zu zerstören.
											Aber als sein Vergnügen Zweifeln weicht,
											wirft die Geschichte die Frage auf,
wie man seinen Verstand bewahrt,
											in einer Gesellschaft, 

											in der ein freier Wille, Selbstentfaltung
und Neugierde in Flammen stehen.
									","Why should you read ""Fahrenheit 451""?",Iseult Gillespie,4:22,"TED-Ed,literature,books,animation,book,writing,education,novel,world cultures,culture,law"
"
","
","
","
","
","Why should you read ""Fahrenheit 451""?",Iseult Gillespie,4:22,"TED-Ed,literature,books,animation,book,writing,education,novel,world cultures,culture,law"
"
											In Montag’s world, mass media
has a monopoly on information,
											erasing almost all ability
for independent thought.
											On the subway, ads blast out of the walls.
											At home, Montag’s wife Mildred listens to
the radio around the clock,

											and three of their parlor walls
are plastered with screens.

											At work, the smell of kerosene
hangs over Montag’s colleagues, 

											who smoke and set their mechanical
hound after rats to pass the time.

									","
											Montag'ın dünyasında,
kitle iletişimin bilgi üzerinde
											neredeyse her bireyin özgür düşünce
becerisini silen bir tekelliği var.
											Metroda, reklamlar duvarlardan fışkırıyor.
											Evde, Montag'ın eşi Mildred
gün boyunca radyoyu dinliyor
											ve salonlarının
üç duvarında ekranlar var.
											İşte, gaz yağının kokusu,
sigara içen ve zaman geçsin diye
											mekanik iz sürücüleri farelerin peşinde
tutan meslektaşlarının üstüne geliyor.
									","
											são destruídas pelo fogo.
											No mundo de Montag, os ""media""
têm o monopólio da informação,
											eliminando quase toda a capacidade
de pensamento independente.
											No metro, os anúncios ocupam
as paredes todas.
											Em casa, Mildred, a mulher de Montag,
ouve a rádio 24 horas por dia
											e três das paredes da sala
estão ocupadas por ecrãs.
											No trabalho, o cheiro do querosene
paira sobre os colegas de Montag,
									","
											effaçant ainsi presque toute possibilité
de pensée indépendante.
											Dans le métro, des publicités
surgissent des murs.
											Chez elle, la femme de Montag
écoute la radio jour et nuit,
											et trois de leurs murs
sont recouverts d'écran.
											Au travail, l'odeur du kérosène flotte
autour des collègues de Montag,
											qui fument et programment
leurs chiens mécaniques
											à chasser les rats pour passer le temps.
											Quand l'alarme retentit,
											ils sortent en trombe dans leurs véhicules
en forme de salamandre,
									","
											In Montags Welt haben die Massenmedien
das Monopol auf Informationen,
											die fast jede Fähigkeit 
zum unabhängigen Denken auslöschen.
											In der U-Bahn donnern
Anzeigen aus den Wänden.
											Montags Frau Mildred hört zu Hause 
rund um die Uhr Radio,
											drei ihrer Wohnzimmerwände 
sind mit Bildschirmen verkleidet.
											Bei der Arbeit umgibt der Geruch 
von Kerosin Montags Kollegen,
											die rauchen und ihren mechanischen Hund 
zum Zeitvertreib auf Ratten ansetzen.
									","Why should you read ""Fahrenheit 451""?",Iseult Gillespie,4:22,"TED-Ed,literature,books,animation,book,writing,education,novel,world cultures,culture,law"
"
","
","
","
","
","Why should you read ""Fahrenheit 451""?",Iseult Gillespie,4:22,"TED-Ed,literature,books,animation,book,writing,education,novel,world cultures,culture,law"
"
											When the alarm sounds they surge
out in salamander-shaped vehicles,

											sometimes to burn whole
libraries to the ground.

											But as he sets tomes ablaze day
after day like “black butterflies,”

											Montag’s mind occasionally wanders to the
contraband that lies hidden in his home.

											Gradually, he begins to question
the basis of his work.
											Montag realizes he’s always felt uneasy -

											but has lacked the descriptive words
to express his feelings in a society

											where even uttering the phrase
“once upon a time” can be fatal.

									","
											Alarm sesini duyunca
bazen koca bir kütüphaneyi
											yerle bir etmek için
semender şeklinde araçlarına koşuyorlar.
											Kitap ciltlerini ''siyah kelebekler'' gibi
ateşe verirken
											Montag evindeki saklanan
kaçak eşyaları düşünüyor.
											Zamanla işinin ilkesini
sorgulamaya başlıyor.
											Montag her zaman huzursuz
olduğunu fark ediyor
											fakat kendini ifade etmenin bile
bir zamanlar ölümcül olabildiği
											bir toplum içinde duygularını
ifade edebileceği kelimeleri bilmiyor.
									","
											que fumam e atiçam o cão mecânico
atrás das ratazanas para passar o tempo.
											Quando soa a sirene, correm
para os veículos com forma de salamandras,
											por vezes, para reduzir a cinzas
bibliotecas inteiras.
											Mas, à medida que incendeia livros,
dia após dia, como ""borboletas negras"",
											o espírito de Montag por vezes pensa
no contrabando escondido em sua casa.
											Pouco a pouco, começa a questionar
o objetivo do seu trabalho.
											Montag apercebe-se que sempre
se sentiu incomodado
											mas faltavam-lhe as palavras adequadas
para exprimir os seus sentimentos
									","
											parfois pour réduire en cendres
des bibliothèques entières.
											Alors que jour après jour, Montag enflamme
des livres, comme des « papillons noirs »,
											son esprit s'égare parfois jusqu'à la
contrebande qu'il cache dans sa maison.
											Peu à peu, il commence à remettre
en question le fondement de son travail.
											Montag réalise qu'il s'était toujours
senti mal à l'aise -
											mais il lui manquait les mots
pour décrire ses sentiments,
											dans une société où dire l'expression
« Il était une fois » pouvait être mortel.
											Fahrenheit 451 dépeint un monde dominé
									","
											Wenn der Alarm ertönt, strömen sie aus
in Fahrzeugen, geformt wie Salmander,
											manchmal, um ganze Bibliotheken
in Schutt und Asche zu legen.
											Aber während er die Bücher Tag für Tag 
wie ""schwarze Schmetterlinge""entzündet,
											wandern Montags Gedanken gelegentlich zur
Schmuggelware, die er zuhause verbirgt.
											Allmählich beginnt er, die Grundlagen
seiner Arbeit infrage zu stellen.
											Montag wird bewusst, 
dass er sich immer unwohl gefühlt hat —
											aber es fehlten ihm beschreibende Worte,
um seine Gefühle in einer Gesellschaft
											zu beschreiben, in der sogar das Murmeln 
von ""es war einmal"" fatal sein kann.
									","Why should you read ""Fahrenheit 451""?",Iseult Gillespie,4:22,"TED-Ed,literature,books,animation,book,writing,education,novel,world cultures,culture,law"
"
","
","
","
","
","Why should you read ""Fahrenheit 451""?",Iseult Gillespie,4:22,"TED-Ed,literature,books,animation,book,writing,education,novel,world cultures,culture,law"
"
											Fahrenheit 451 depicts a world governed
											by surveillance, robotics, 
and virtual reality-
											a vision that proved remarkably prescient,
but also spoke to the concerns of the time.

											The novel was published in 1953,
at the height of the Cold War.
											This era kindled widespread 
paranoia and fear
											throughout Bradbury’s home 
country of the United States,
											amplified by the suppression of information
and brutal government investigations.
											In particular, this witch hunt mentality
											targeted artists and writers who
were suspected of Communist sympathies.
									","
											Fahrenheit 451, gözetim, robotik
											ve aynı zamanda zamanın endişelerini
dile getiren bir vizyon gösteren
											sanal gerçeklik tarafından
yönetilen bir dünyayı resmediyor.
											Kitap, Soğuk Savaş'ın zirvede olduğu
1953 yılında yayınlandı.
											Bu çağ, Bradbury’nin yurdu
Amerika Birleşik Devletleri’nde
											ülke genelinde yaygın paranoya 
ve korku uyandırdı;
											bu da bilginin bastırılması ve acımasız
hükümet soruşturmalarıyla güçlendi.
											Özellikle bu cadı avı zihniyeti
											Komünist sempatiden şüphelenilen
sanatçıları ve yazarları hedef aldı.
									","
											numa sociedade em que proferir a frase
""era uma vez"" podia ser fatal.
											""Fahrenheit 451"" descreve um mundo
											governado pela vigilância,
pela robótica e pela realidade virtual
											— uma visão clarividente, mas que também
falava das preocupações da época.
											O romance foi publicado em 1953,
no auge da Guerra Fria.
											Naquela época alimentava-se
uma paranoia e um receio alargados
											por todo o país natal de Bradbury, os EUA,
											amplificados pela supressão de informações
e pelas brutais investigações do governo.
											Em especial, esta mentalidade
de caça às bruxas
									","
											par la surveillance, la robotique
et la réalité virtuelle -
											une vision qui s'est révélée être
remarquablement visionnaire,
											mais qui soulevait aussi
les préoccupations de l'époque.
											Le roman a été publié en 1953, 
à l'apogée de la guerre froide.
											À cette époque se sont répandues
une grande paranoïa et une peur
											à travers tout le pays d'origine
de Bradbury, les États-Unis,
											amplifiée par la suppression d'information
et les enquêtes brutales du gouvernement.
											Cette mentalité de chasse aux sorcières
visait les artistes et les écrivains,
											soupçonnés d'avoir
des sympathies communistes.
											Bradbury s'inquiétait
de cette répression culturelle.
									","
											Fahrenheit 451 zeigt eine Welt,
die beherrscht wird von
											Überwachung, Robotertechnik
und virtueller Realität —
											eine bemerkenswert vorausschauende Vision,
die auch die Sorgen seiner Zeit ansprach.
											Der Roman wurde 1953 veröffentlicht,
auf dem Höhepunkt des Kalten Krieges.
											Diese Ära entfachte eine
weit verbreitete Paranoia und Angst
											in Bradburys Heimatland 
der Vereinigten Staaten,
											verstärkt durch die Unterdrückung von 
Informationen und brutale Ermittlungen.
											Diese Mentalität einer Hexenjagd
richtete sich besonders
											auf Künstler und Schriftsteller aus,
die man verdächtigte,
											mit dem Kommunismus zu sympathisieren.
									","Why should you read ""Fahrenheit 451""?",Iseult Gillespie,4:22,"TED-Ed,literature,books,animation,book,writing,education,novel,world cultures,culture,law"
