en,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
",A lesson on looking,Amy Herman,12:59,"art,intelligence,memory,teaching,museums"
"
											Take a look at this work of art.
											What is it that you see?
											At first glance, it looks
to be a grandfather clock
											with a sheet thrown over it
											and a rope tied around the center.
											But a first look always warrants a second.
											Look again.
											What do you see now?
											If you look more closely,
											you'll realize
that this entire work of art
											is made from one piece of sculpture.
											There is no clock,
											there is no rope,
											and there is no sheet.
											It is one piece of bleached
Honduras mahogany.
									","
											Regardez cette œuvre d'art.
											Que voyez-vous ?
											Au premier regard, cela ressemble
à une horloge de grand-père
											avec un drap jeté par-dessus
											et une corde attachée vers le milieu.
											Mais un premier regard
en justifie toujours un deuxième.
											Regardez à nouveau.
											Maintenant, que voyez-vous ?
											Si vous regardez de plus près,
											vous réaliserez
que toute cette œuvre d'art
											est une sculpture en un morceau.
											Il n'y a pas d'horloge,
											il n'y a pas de corde
											et il n'y a pas de drap.
											C'est un morceau d'acajou
du Honduras qui a été blanchi.
									","
											Bu sanat eserine bir bakın.
											Gördüğünüz şey nedir?
											İlk bakışta, üzeri çarşafla örtülmüş
											ve ortasından iple bağlanmış bir

											sarkaçlı dolap saatine benziyor.
											Fakat ilk bakış her zaman ikinci 
bir bakışı gerektirir.
											Tekrar bakın.
											Şimdi ne görüyorsunuz?
											Daha yakından bakarsanız
											bu sanat eserinin aslında bir heykelin
											parçası olduğunu anlayacaksınız.
											Saat yok,
											ip yok,
											bir örtü de yok.
											Sadece ağartılmış Honduras Maunu'nun
bir parçası.
									","
											Olhem para esta obra de arte.
											O que vêem?
											À primeira vista, parece
um relógio de caixa alta
											com um lençol por cima
											e uma corda atada à volta.
											Mas uma primeira vista
leva a uma segunda.
											Olhem outra vez.
											O que vêem agora?
											Se olharem mais de perto,
											verão que toda esta obra de arte
											é feita a partir de uma peça de escultura.
											Não existe relógio,
											não existe corda,
											não existe lençol.
											É só uma peça de madeira
de mogno hondurenho branqueado.
									",A lesson on looking,Amy Herman,12:59,"art,intelligence,memory,teaching,museums"
"
","
","
","
",A lesson on looking,Amy Herman,12:59,"art,intelligence,memory,teaching,museums"
"
											Now let me be clear:
											this exercise was not
about looking at sculpture.
											It's about looking
											and understanding
that looking closely can save a life,
											change your company
											and even help you understand
why your children behave the way they do.
											It's a skill that I call
visual intelligence,
											and I use works of art to teach everybody,
											from everyday people
to those for whom looking is the job,
											like Navy SEALs and homicide
detectives and trauma nurses.
									","
											Que je sois claire :
											pour cet exercice, il ne s'agissait pas
de regarder la sculpture.
											Il s'agissait de regarder
											et de comprendre que regarder
attentivement peut sauver une vie,
											changer votre entreprise
											et même vous aider à comprendre
pourquoi vos enfants se comportent ainsi.
											C'est une compétence
que j'appelle « intelligence visuelle »
											et j'utilise des œuvres d'art
pour enseigner à tous,
											des gens ordinaires à ceux
dont regarder est le travail
											tel que les Navy SEALs,
la police criminelle
											et les infirmiers en traumatologie.
									","
											Daha açık konuşayım:
											Bu alıştırma bir heykele
bakmakla ilgili değil.
											Bakmakla ilgili
											ve yakından bakmanın, hayatınızı
kurtarabileceği,
											şirketinizi değiştirebileceği
											ve hatta çocuklarınızın 
davranışlarını anlamanıza
											yardımı olabileceğini anlamak ile ilgili.
											Bu benim görsel zekâ adını 
verdiğim bir beceri
											ve herkese bir şey öğretmek için 
sanat eserlerini kullanıyorum.
											Normal insanlardan tutun, işi ''bakmak''
olan deniz komandolarına,
											cinayet masası memurlarına 
ve travma hemşirelerine kadar.
									","
											Deixem-me ser clara:
											este exercício não foi sobre
olhar para uma escultura.
											É sobre o olhar
											e compreender que observar
cuidadosamente pode salvar uma vida,
											mudar a vossa companhia
											e até ajudar a entender porque é que
os vossos filhos se portam como o fazem.
											É uma competência a que eu chamo
inteligência visual,
											e eu uso obras de arte
para ensinar toda a gente,
											desde pessoas comuns
até observadores profissionais,
											como os fuzileiros dos EUA,
detectives de homicídios
											e enfermeiros especializados em traumas.
									",A lesson on looking,Amy Herman,12:59,"art,intelligence,memory,teaching,museums"
"
","
","
","
",A lesson on looking,Amy Herman,12:59,"art,intelligence,memory,teaching,museums"
"
											The fact is that no matter how skilled
you might be at looking,
											you still have so much
to learn about seeing.
											Because we all think we get it
in a first glance and a sudden flash,
											but the real skill is in understanding
how to look slowly
											and how to look more carefully.
											The talent is in remembering —
											in the crush of the daily urgencies
that demand our attention —
											to step back and look through
those lenses to help us see
											what we've been missing all along.
									","
											Peu importe à quel point vous êtes
compétent pour regarder,
											il vous reste encore tant à apprendre
sur le fait de voir.
											Nous pensons tous que nous comprenons
au premier regard et en un éclair
											mais la compétence réelle
est de comprendre
											comment regarder lentement
											et comment regarder plus attentivement.
											Le talent, c'est de se rappeler —
											dans la cohue des urgences quotidiennes
qui nécessitent notre attention —
											de prendre du recul et de regarder
avec des lunettes qui nous aident à voir
											ce que nous avons loupé tout ce temps.
									","
											Bakmak ile ilgili ne kadar
becerikli görünseniz de
											görmek ile ilgili öğrenmeniz
gereken hâlâ çok şey var.
											Çünkü hepimiz ilk bakışta, pat diye her 
şeyi anladığımızı sanarız
											fakat asıl marifet, nasıl 
daha yavaş ve daha dikkatli
											bir şekilde bakılacağını öğrenmek.
											Marifet, günlük hayatımızda dikkatimizi
											gerektiren onca aciliyet arasında

											şöyle bir durup başından beri neler 
kaçırdığımızı dikkatli bir şekilde
											gözlemlemeyi hatırlamaktır.
									","
											De facto, por muito bons
que vocês possam ser a olhar,
											ainda têm muito que aprender
sobre observação.
											Porque todos achamos que
entendemos à primeira vista,
											mas a verdadeira competência
está em olhar com tempo
											e com mais cuidado.
											O talento está em relembrar
											— na pressão das urgências diárias
que pedem a nossa atenção —
											dar um passo atrás e olhar
através destas lentes
											e ver o que temos perdido
todo este tempo.
									",A lesson on looking,Amy Herman,12:59,"art,intelligence,memory,teaching,museums"
"
","
","
","
",A lesson on looking,Amy Herman,12:59,"art,intelligence,memory,teaching,museums"
"
											So how can looking at painting
and sculpture help?
											Because art is a powerful tool.
											It's a powerful tool
that engages both sight and insight
											and reframes our understanding
of where we are and what we see.
									","
											Comment est-ce que regarder
de la peinture et de la sculpture aide ?
											Car l'art est un puissant outil.
											C'est un puissant outil qui implique
la vue et la perception
											et redéfinit notre compréhension
d'où nous sommes et de ce que nous voyons.
									","
											Peki bir resme ya da heykele bakmak
bize nasıl yardımcı olur?
											Çünkü sanat çok güçlü bir araç.
											Öyle güçlü ki, hem görüşü hem de
sezgiyi birleştiriyor
											ve nerede olduğumuz ve ne gördüğümüze dair
anlayışımızı da yeniden şekillendiriyor.
									","
											Como é que olhar para pinturas
e esculturas pode ajudar?
											Porque a arte é uma ferramenta poderosa.
											É uma ferramenta poderosa
que relaciona visão com percepção
											e reestrutura o nosso entendimento
de onde estamos e o que vemos.
									",A lesson on looking,Amy Herman,12:59,"art,intelligence,memory,teaching,museums"
"
","
","
","
",A lesson on looking,Amy Herman,12:59,"art,intelligence,memory,teaching,museums"
"
											Here's an example of a work of art
											that reminded me
that visual intelligence —
											it's an ongoing learning process
											and one that really is never mastered.
											I came across this quiet,
seemingly abstract painting,
											and I had to step up to it twice,
											even three times,
											to understand why it resonated so deeply.
											Now, I've seen the Washington Monument
in person thousands of times,
											well aware of the change in the color
of marble a third of the way up,
											but I had never really looked
at it out of context
											or truly as a work of art.
											And here, Georgia O'Keeffe's painting
of this architectural icon made me realize
											that if we put our mind to it,
											it's possible to see everyday things
											in a wholly new
and eye-opening perspective.
									","
											Voici un exemple d’œuvre d'art
											qui m'a rappelé
que l'intelligence visuelle
											est un processus
d'apprentissage permanent
											qui n'est jamais totalement maîtrisé.
											Je suis tombée sur cette peinture
calme, apparemment abstraite
											et j'ai dû doubler d'efforts,
											tripler d'efforts même,
											pour comprendre pourquoi
elle suscitait tant d'intérêt.
											J'ai vu le Washington Monument
en personne des milliers de fois,
											bien consciente du changement de couleur
du marbre au deux tiers de la hauteur,
											mais je ne l'avais jamais vraiment
considéré hors de son contexte
											ou vraiment comme une œuvre d'art.
											Ici, la peinture de Georgia O'Keeffe
de cette icône architecturale
											m'a fait réaliser
que si nous nous y mettions,
											il était possible de voir
des choses ordinaires
											d'un point de vue nouveau et révélateur.
									","
											Örneğin, bana görsel zekâyı hatırlatan
											bir sanat eseri örneği.
											Bu süregelen bir öğrenme süreci
											ve aslında hiçbir zaman uzmanlaşılmamış.
											Bu sessiz, görünüşte soyut resme
denk geldim
											ve niye bu denli derin 
anlamlarla yüklü olduğunu
											anlamak için iki kere
											hatta üç kere bakmak zorunda kaldım.
											Washington Anıtı bizzat kendim, 
binlerce kez gördüm
											ve yukarılara doğru mermerin rengindeki
değişimin farkındaydım.
											Fakat hiçbir zaman bağlamın dışında 
ya da gerçek bir
											sanat eseri olarak bakmadım.
											Ve burada, Georgia O'Keeffe'nin bu mimari 
şaheserin resmi bana şunu fark ettirdi;
											eğer bir şeye kafamızı koyarsak
											günlük hayattaki şeyleri, tamamıyla yeni
											ve göz açıcı bir perspektiften 
görmek mümkün.
									","
											Aqui está um exemplo de uma obra de arte
											que me lembrou que a inteligência visual
											é um processo contínuo de aprendizagem
											que nunca está realmente terminado.
											Encontrei este discreto retrato,
aparentemente abstracto,
											e tive de o observar duas vezes,
											mesmo três vezes,
											para compreender porque
me impressionava tão profundamente.
											Já vi o Monumento de Washington
pessoalmente milhares de vezes,
											bem ciente da mudança de cor do mármore
a um terço da distância do topo,
											mas nunca o tinha realmente visto
fora de contexto
											ou realmente como uma obra de arte.
											E esta pintura de Georgia O'Keefe
deste ícone da arquitectura
											fez-me entender que, se nos esforçarmos,
											é possível ver objectos quotidianos
											numa nova e reveladora perspectiva.
									",A lesson on looking,Amy Herman,12:59,"art,intelligence,memory,teaching,museums"
