en,es,pt,title,speaker,duration,tags
"
","
","
",Why we should trust scientists,Naomi Oreskes,19:14,"climate change,history,science,religion,astronomy,philosophy"
"
											Every day we face issues like climate change
											or the safety of vaccines
											where we have to answer questions whose answers
											rely heavily on scientific information.
											Scientists tell us that the world is warming.
											Scientists tell us that vaccines are safe.
											But how do we know if they are right?
											Why should be believe the science?
											The fact is, many of us actually
don't believe the science.
											Public opinion polls consistently show
											that significant proportions of the American people
											don't believe the climate is
warming due to human activities,
											don't think that there is
evolution by natural selection,
											and aren't persuaded by the safety of vaccines.
									","
											Todos los días enfrentamos
problemas como el cambio climático
											y la seguridad de las vacunas
											donde tenemos que responder
a preguntas cuyas respuestas
											dependen mucho 
de la información científica.
											Los científicos nos dicen
que el planeta se está calentando.
											Nos dicen que las vacunas son seguras.
											¿Pero cómo sabemos que tienen la razón?
											¿Por qué creemos en la ciencia?
											La verdad es que muchos
no creen en la ciencia.
											Las encuestas sobre 
la opinión pública muestran
											que una gran mayoría 
de los estadounidenses
											no creen que el cambio climático 
sea debido a las actividades humanas,
											que haya una evolución 
por selección natural
											y no están convencidos de
que las vacunas son seguras.
									","
											Todos os dias enfrentamos problemas 
como as alterações climáticas
											ou a segurança das vacinas
											em que temos que responder a questões
											cujas respostas se baseiam bastante 
em informações científicas.
											Os cientistas dizem-nos 
que o mundo está a aquecer.
											Dizem-nos que as vacinas são seguras.
											Mas como sabemos se eles têm razão?
											Porque devemos acreditar na ciência?
											A questão é que muitos de nós
não acreditamos na ciência.
											Sondagens de opinião pública 
mostram de forma consistente
											que grande parte 
do povo americano não acredita
											que o clima está a aquecer 
devido à actividade humana,
											não pensa que haja evolução 
por seleção natural,
											e não está convencida 
da segurança das vacinas.
									",Why we should trust scientists,Naomi Oreskes,19:14,"climate change,history,science,religion,astronomy,philosophy"
"
","
","
",Why we should trust scientists,Naomi Oreskes,19:14,"climate change,history,science,religion,astronomy,philosophy"
"
											So why should we believe the science?
											Well, scientists don't like talking about 
science as a matter of belief.
											In fact, they would contrast science with faith,
											and they would say belief is the domain of faith.
											And faith is a separate thing
apart and distinct from science.
											Indeed they would say religion is based on faith
											or maybe the calculus of Pascal's wager.
											Blaise Pascal was a 17th-century mathematician
											who tried to bring scientific
reasoning to the question of
											whether or not he should believe in God,
											and his wager went like this:
											Well, if God doesn't exist
											but I decide to believe in him
											nothing much is really lost.
											Maybe a few hours on Sunday.
											(Laughter)
											But if he does exist and I don't believe in him,
											then I'm in deep trouble.
											And so Pascal said, we'd better believe in God.
											Or as one of my college professors said,
											""He clutched for the handrail of faith.""
											He made that leap of faith
											leaving science and rationalism behind.
									","
											Entonces, ¿por qué tenemos 
que creer en la ciencia?
											A los científicos no les gusta hablar 
de la ciencia como una creencia.
											De hecho, contrastan la ciencia con la fe
											y dicen que la creencia 
se relaciona con la fe.
											Y la fe está separada 
y es distinta a la ciencia.
											De hecho dirían que la religión
está basada en la fe
											o quizás a lo que le apostó Pascal.
											Pascal Blaise fue 
un matemático del siglo XVII
											que aplicó el razonamiento científico 
a la cuestión
											de creer o no en Dios.
											Lo que decía:
											Si Dios no existe
											pero decido creer
											no pierdo mucho.
											Quizás unas cuantas horas los domingos.
											(Risas)
											Pero si sí existe y no creo en él,
											estoy metido en un gran lío.
											Así que Pascal dice 
que es mejor creer en Dios.
											O como uno de mis profesores decía:
											""Estaba agarrado al barandal de la fe"".
											Doy ese salto hacia la fe
											dejando la ciencia 
y el racionalismo a un lado.
									","
											Então porque devemos 
acreditar na ciência?
											Bem, os cientistas não gostam de falar 
da ciência como uma questão de crença.
											De facto, eles contrapõem ciência e fé,
											e diriam que a crença é do domínio da fé.
											E a fé é algo distinto 
e separado da ciência.
											Na verdade, diriam que a religião 
é baseada na fé
											ou talvez no cálculo 
da aposta de Pascal.
											Blaise Pascal foi um matemático 
do século XVII
											que tentou trazer raciocínio científico
											à questão de dever ou não 
acreditar em Deus,
											e a sua aposta era a seguinte:
											Bem, se Deus não existe
											mas eu decido acreditar nele,
											nada se perde realmente.
											Talvez umas horas ao domingo.
											(Risos)
											Mas se ele existe 
e eu não acredito nele,
											então estou em grandes sarilhos.
											Então Pascal disse que é melhor 
acreditarmos em Deus.
											Ou como disse um dos meus colegas,
											""Ele agarrou-se ao corrimão da fé"".
											Deu esse salto de fé
											deixando a ciência 
e o racionalismo para trás.
									",Why we should trust scientists,Naomi Oreskes,19:14,"climate change,history,science,religion,astronomy,philosophy"
"
","
","
",Why we should trust scientists,Naomi Oreskes,19:14,"climate change,history,science,religion,astronomy,philosophy"
"
											Now the fact is though, for most of us,
											most scientific claims are a leap of faith.
											We can't really judge scientific
claims for ourselves in most cases.
											And indeed this is actually
true for most scientists as well
											outside of their own specialties.
											So if you think about it, a geologist can't tell you
											whether a vaccine is safe.
											Most chemists are not experts in evolutionary theory.
											A physicist cannot tell you,
											despite the claims of some of them,
											whether or not tobacco causes cancer.
											So, if even scientists themselves
											have to make a leap of faith
											outside their own fields,
											then why do they accept the
claims of other scientists?
											Why do they believe each other's claims?
											And should we believe those claims?
									","
											El hecho es que 
para la mayoría de nosotros
											creer en muchas de estas 
afirmaciones científicas es un acto de fe.
											No podemos probar la mayoría 
de estas afirmaciones por nuestra cuenta.
											Y esto es verdad incluso 
para la mayoría de los científicos
											fuera de su especialización.
											Si lo piensan, un geólogo no puede decirte
											si una vacuna es segura.
											La mayoría de los químicos no son expertos 
en la teoría de la evolución.
											Un médico no puede decirte,
											a pesar de las afirmaciones de algunos,
											que el tabaco produce cáncer o no.
											Así que hasta los científicos
											tienen que tener fe
											cuando están fuera 
de sus áreas de estudio,
											entonces, ¿por qué aceptan 
las afirmaciones de otros científicos?
											¿Por qué se creen los unos a los otros?
											Y, ¿deberíamos creer en esas afirmaciones?
									","
											O facto é que, para a maioria de nós,
											a maior parte das afirmações 
científicas são um salto de fé.
											Na maioria dos casos, não podemos 
julgar sozinhos as afirmações científicas.
											E isto é verdade também
para a maioria dos cientistas
											fora das suas especialidades.
											Se pensarmos nisso,

											um geólogo não nos pode dizer
se uma vacina é segura.
											A maior parte dos químicos não é
especialista na teoria da evolução.
											Um físico não nos pode dizer,
											apesar das pretensões de alguns,
											se o tabaco causa ou não cancro.
											Se até os cientistas 
têm que dar um salto de fé
											fora das suas áreas,
											então porque aceitam as afirmações
de outros cientistas?
											Porque acreditam nas afirmações
uns dos outros?
											Devemos acreditar nessas afirmações?
									",Why we should trust scientists,Naomi Oreskes,19:14,"climate change,history,science,religion,astronomy,philosophy"
"
","
","
",Why we should trust scientists,Naomi Oreskes,19:14,"climate change,history,science,religion,astronomy,philosophy"
"
											So what I'd like to argue is yes, we should,
											but not for the reason that most of us think.
											Most of us were taught in school
that the reason we should
											believe in science is because of the scientific method.
											We were taught that scientists follow a method
											and that this method guarantees
											the truth of their claims.
											The method that most of us were taught in school,
											we can call it the textbook method,
											is the hypothetical deductive method.
											According to the standard
model, the textbook model,
											scientists develop hypotheses, they deduce
											the consequences of those hypotheses,
											and then they go out into the world and they say,
											""Okay, well are those consequences true?""
											Can we observe them taking
place in the natural world?
											And if they are true, then the scientists say,
											""Great, we know the hypothesis is correct.""
									","
											Lo que quiero discutir acá 
es que sí deberíamos
											pero no por las razones 
que la mayoría de nosotros creemos.
											A la mayoría nos enseñaron en la escuela
que la razón por la que
											debemos creer en la ciencia 
es por el método científico.
											Nos enseñaron 
que los científicos siguen un método
											y que este método garantiza
											la verdad en sus afirmaciones.
											El método que la mayoría 
aprendió en la escuela,
											que llamamos el método del texto,
											es el método de la deducción hipotética.
											De acuerdo al modelo estándar,
el modelo del texto,
											los científicos desarrollan 
unas hipótesis, luego deducen
											las consecuencias de esas hipótesis,
											y luego salen y dicen:
											""Bien, ¿son estas consecuencias verdaderas?""
											""¿Podemos ver que ocurren
en el mundo natural?""
											Y si ocurren, los científicos dicen:
											""Fabuloso. Sabemos 
que la hipótesis es correcta"".
									","
											O que eu gostaria de argumentar 
é que sim, devemos,
											mas não pelas razões 
que a maioria de nós pensa.
											Aprendemos na escola
que a razão de acreditar na ciência
											se deve ao método científico.
											Aprendemos que os cientistas 
seguem um método
											e que este método
											garante a verdade das suas afirmações.
											Podemos chamar ""método do manual""
											ao método que aprendemos na escola,
											é o método hipotético-dedutivo.
											De acordo com o modelo padrão, 
o modelo do manual,
											os cientistas desenvolvem hipóteses,
											deduzem as consequências 
dessas hipóteses,
											e então observam o mundo e perguntam:
											""Ok, estas consequências são verdadeiras?
											""Podemos observá-las no mundo natural?""
											Se são verdadeiras, 
os cientistas dizem:
											""Bestial, sabemos que 
a hipótese é correcta!""
									",Why we should trust scientists,Naomi Oreskes,19:14,"climate change,history,science,religion,astronomy,philosophy"
"
","
","
",Why we should trust scientists,Naomi Oreskes,19:14,"climate change,history,science,religion,astronomy,philosophy"
"
											So there are many famous examples in the history
											of science of scientists doing exactly this.
											One of the most famous examples
											comes from the work of Albert Einstein.
											When Einstein developed the
theory of general relativity,
											one of the consequences of his theory
											was that space-time wasn't just an empty void
											but that it actually had a fabric.
											And that that fabric was bent
											in the presence of massive objects like the sun.
											So if this theory were true then it meant that light
											as it passed the sun
											should actually be bent around it.
											That was a pretty startling prediction
											and it took a few years before scientists
											were able to test it
											but they did test it in 1919,
											and lo and behold it turned out to be true.
											Starlight actually does bend
as it travels around the sun.
											This was a huge confirmation of the theory.
											It was considered proof of the truth
											of this radical new idea,
											and it was written up in many newspapers
											around the globe.
									","
											Hay muchos ejemplos famosos en la historia
											de científicos 
que hicieron exactamente esto.
											Uno de los ejemplos más famosos
											viene del trabajo de Albert Einstein.
											Cuando Einstein desarrolló
la teoría de la relatividad,
											una de las consecuencias de su teoría
											era que el espacio-tiempo 
no era un vacío,
											sino que tenía materia.
											Y que esa materia se doblaba
											en la presencia
de objetos con masa como el Sol.
											Si la teoría fuera verdadera
entonces la luz
											cuando atraviesa el Sol
											debería, de hecho, doblarse a su alrededor.
											Eso fue una predicción impresionante
											y pasaron muchos años 
antes de que los científicos
											pudiesen probarla,
											cosa que ocurrió en 1919,
											y que resultó ser verdadera.
											De hecho, la luz de las estrellas 
se doblan al pasar alrededor del Sol.
											Esa fue una gran confirmación 
de la teoría.
											Se consideró la prueba de la veracidad
											de esta radical nueva idea,
											y se publicó en muchos periódicos
											en todo el mundo.
									","
											Há muitos exemplos famosos 
na história da ciência
											de cientistas que fazem exactamente isto.
											Um dos exemplos mais famosos
											vem do trabalho de Albert Einstein.
											Quando Einstein desenvolveu 
a Teoria da Relatividade Geral,
											uma das consequências da sua teoria
											era que o espaço-tempo 
não era apenas um vazio
											mas, na verdade, tinha uma textura.
											Essa textura era dobrada
											na presença de objectos 
maciços como o sol.
											Se esta teoria era verdadeira,
											então a luz, ao passar no Sol,
											devia ser desviada à sua volta.
											Esta era uma previsão 
bastante surpreendente
											e demorou alguns anos até que os cientistas
											pudessem testá-la.
											Mas testaram-na em 1919,
											e afinal verificou-se ser verdade.
											A luz das estrelas é realmente desviada
quando viaja perto do Sol.
											Isto foi uma enorme confirmação da teoria.
											Foi considerada prova da verdade
											desta nova e radical ideia
											e foi escrita em muitos jornais
											por todo o mundo.
									",Why we should trust scientists,Naomi Oreskes,19:14,"climate change,history,science,religion,astronomy,philosophy"
