en,pt,tr,de,title,speaker,duration,tags
"
","
","
","
",Drawings that show the beauty and fragility of Earth,Zaria Forman,7:14,"adventure,exploration,big problems,beauty,climate change,meditation,glacier,nature,oceans,visualizations,sustainability,water,art,Antarctica"
"
											I consider it my life's mission
											to convey the urgency
of climate change through my work.
											I've traveled north to the Arctic
to the capture the unfolding story
											of polar melt,
											and south to the Equator to document
the subsequent rising seas.
											Most recently, I visited
the icy coast of Greenland
											and the low-lying islands of the Maldives,
											connecting two seemingly disparate
but equally endangered
											parts of our planet.
									","
											Considero que a missão da minha vida
											é transmitir com o meu trabalho
a urgência da alteração climática.
											Viajei até ao norte do Ártico
para captar a história em curso
											da fusão das calotas polares
											e, para sul, até ao Equador,
para documentar a subida do nível do mar.
											Mais recentemente, visitei
a costa gelada da Gronelândia
											e as ilhas baixas das Maldivas,
											relacionando duas partes do nosso planeta
											aparentemente díspares,
mas igualmente ameaçadas.
									","
											Hayat amacımın, çalışmalarım sayesinde
											iklim değişikliğinin aciliyetini aktarmak 
olduğunu düşünüyorum.
											Kutuplardaki erimenin gözler önüne serilen
hikâyesini yakalamak üzere
											Kuzey Kutbu'na ve bunu müteakip
											yükselen denizleri dokümente etmek için 
güneye Ekvator'a seyahat ettim.
											Yakınlarda Grönland'ın buzlu kıyılarını
											ve Maldivler'in düşük rakımlı
adalarını ziyaret ederek,
											gezegenimizin görünüşe göre iki 
farklı, ama aynı şekilde tehlikede olan
											yerini birbirine bağladım.
									","
											Ich sehe meine Lebensaufgabe darin,
											die Dringlichkeit des Klimawandels
durch meine Arbeit zu zeigen.
											Ich war am Nordpol, um festzuhalten,
											wie Polareis schmilzt,
											und am Äquator, um den daraus folgenden 
Meeresspiegelanstieg zu dokumentieren.
											Kürzlich besuchte ich
die eisige Küste Grönlands
											und die tiefliegenden Malediven,
											zwei scheinbar ungleiche
											und doch gleichsam gefährdete
Teile unseres Planeten.
									",Drawings that show the beauty and fragility of Earth,Zaria Forman,7:14,"adventure,exploration,big problems,beauty,climate change,meditation,glacier,nature,oceans,visualizations,sustainability,water,art,Antarctica"
"
","
","
","
",Drawings that show the beauty and fragility of Earth,Zaria Forman,7:14,"adventure,exploration,big problems,beauty,climate change,meditation,glacier,nature,oceans,visualizations,sustainability,water,art,Antarctica"
"
											My drawings explore moments
of transition, turbulence
											and tranquility in the landscape,
											allowing viewers to emotionally connect
											with a place you might never
have the chance to visit.
											I choose to convey the beauty
as opposed to the devastation.
											If you can experience the sublimity
of these landscapes,
											perhaps you'll be inspired
to protect and preserve them.
									","
											Os meus desenhos exploram
momentos de transição, de turbulência
											e de tranquilidade na paisagem,
											para permitir que o espetador
se relacione emocionalmente
											com um local que, possivelmente,
nunca terá hipótese de visitar.
											Optei por transmitir a beleza
em vez da devastação.
											Se puderem experimentar 
a grandiosidade destas paisagens,
											talvez se sintam inspirados
a protegê-las e preservá-las.
									","
											Çizimlerim yeryüzünde geçiş, türbülans
											ve sükûnet anlarını keşfe çıkarak,
											bununla izleyicilerin ziyaret 
etme şansının pek olmayacağı
											bir yere duygusal olarak 
bağlanmalarını sağlar.
											Tahribat yerine güzelliği 
aktarmayı seçtim.
											Eğer bu yerlerin görkemini
deneyimleyebilirseniz,
											belki onları korumak ve muhafaza 
etmek için ilham bulabilirsiniz.
									","
											Meine Zeichnungen zeigen Momente
des Übergangs, der Turbulenz
											und der Ruhe in der Landschaft
											und ermöglichen dem Betrachter
eine emotionale Verbindung
											mit den Orten, die er vielleicht
nie wird besuchen können.
											Ich zeige bewusst die Schönheit
statt die Zerstörung.
											Wer die Erhabenheit
dieser Landschaften erlebt,
											wird vielleicht eher dazu inspiriert,
sie zu schützen und zu erhalten.
									",Drawings that show the beauty and fragility of Earth,Zaria Forman,7:14,"adventure,exploration,big problems,beauty,climate change,meditation,glacier,nature,oceans,visualizations,sustainability,water,art,Antarctica"
"
","
","
","
",Drawings that show the beauty and fragility of Earth,Zaria Forman,7:14,"adventure,exploration,big problems,beauty,climate change,meditation,glacier,nature,oceans,visualizations,sustainability,water,art,Antarctica"
"
											Behavioral psychology tells us
that we take action
											and make decisions based
on our emotions above all else.
											And studies have shown
that art impacts our emotions
											more effectively than a scary news report.
											Experts predict ice-free Arctic summers
											as early as 2020.
											And sea levels are likely to rise
between two and ten feet
											by century's end.
											I have dedicated my career
to illuminating these projections
											with an accessible medium,
											one that moves us in a way
that statistics may not.
									","
											A psicologia comportamental
diz-nos que entramos em ação
											e tomamos decisões
sobretudo com base nas nossas emoções.
											Estudos já demonstraram
que a arte tem impacto nas nossas emoções
											de modo mais eficaz
do que notícias assustadoras.
											Os especialistas preveem 
verões sem gelo no Ártico
											já em 2020.
											E o nível do mar provavelmente
subirá entre 60 cm a 3 metros
											nos finais do século.
											Dediquei a minha carreira
a ilustrar estas projeções
											com um meio acessível
											que nos emocione duma forma
que as estatísticas não conseguem.
									","
											Davranışsal psikoloji, harekete 
geçmemizin ve karar vermemizin
											her şeyden öte duygularımıza 
dayandığını söylüyor.
											Araştırmalar gösteriyor ki sanat,
korkutucu bir haber bülteninden
											daha etkili biçimde
duygularımızı etkiliyor.
											Uzmanlar buzsuz Kuzey Kutbu yazlarının
											2020 kadar erken bir zamanda
olacağını tahmin ediyor.
											Bu yüzyılın sonunda deniz seviyelerinin
0,6 ila 3 metre arasında
											yükselmesi muhtemel.
											Kariyerimi ulaşılabilen, 
istatistiklerin yapamayacağı şekilde
											bizi duygulandıran bir araçla
											bu tahminleri aydınlatmaya adadım.
									","
											Die Verhaltenspsychologie besagt, dass
wir auf Grundlage unserer Emotionen
											Entscheidungen treffen
und uns für Dinge einsetzen.
											Studien haben gezeigt, dass Kunst
Emotionen besser beeinflusst
											als schreckliche Nachrichtenmeldungen.
											Experten sagen voraus, dass die Arktis
											schon 2020 im Sommer eisfrei sein könnte.
											Der Meeresspiegel
kann bis zum Jahr 2100
											um 0,6 bis 3 Meter ansteigen.
											Ich sehe meine Arbeit darin,
diese Vorhersagen
											durch ein zugängliches
Medium zu illustrieren —
											eines, das uns ergreifen kann,
wie es für Statistiken unmöglich ist.
									",Drawings that show the beauty and fragility of Earth,Zaria Forman,7:14,"adventure,exploration,big problems,beauty,climate change,meditation,glacier,nature,oceans,visualizations,sustainability,water,art,Antarctica"
"
","
","
","
",Drawings that show the beauty and fragility of Earth,Zaria Forman,7:14,"adventure,exploration,big problems,beauty,climate change,meditation,glacier,nature,oceans,visualizations,sustainability,water,art,Antarctica"
"
											My process begins
with traveling to the places
											at the forefront of climate change.
											On-site, I take thousands of photographs.
											Back in the studio,
											I work from both my memory
of the experience and the photographs
											to create very large-scale compositions,
											sometimes over 10 feet wide.
									","
											O meu processo começou
com uma viagem aos locais
											na primeira linha da alteração climática.
											No local, tiro milhares de fotografias.
											De volta ao meu estúdio,
											trabalho de memória da experiência
e das fotografias
											para criar composições de grande escala,
											por vezes, com mais de 3 metros
de largura.
									","
											Sürecim iklim değişikliğinin 
ön saflarında bulunan
											yerlere seyahat ederek başlar.
											Bölgede binlerce fotoğraf çekerim.
											Stüdyoya döndüğümde
											hem deneyimin zihnimde bıraktıklarından, 
hem de fotoğraflardan
											genişliği bazen 3 metrenin
üzerinde, çok büyük
											kompozisyonlar yaratmak için çalışırım.
									","
											Meine Arbeit beginnt damit,
die Orte zu besuchen,
											die am meisten vom
Klimawandel betroffen sind.
											Dort angekommen, mache ich tausende Fotos.
											Zurück im Studio
											arbeite ich sowohl von meinen Erinnerungen
an das Erlebte, als auch von den Fotos,
											und erstelle sehr großformatige Werke,
											manchmal über 3 m breit.
									",Drawings that show the beauty and fragility of Earth,Zaria Forman,7:14,"adventure,exploration,big problems,beauty,climate change,meditation,glacier,nature,oceans,visualizations,sustainability,water,art,Antarctica"
"
","
","
","
",Drawings that show the beauty and fragility of Earth,Zaria Forman,7:14,"adventure,exploration,big problems,beauty,climate change,meditation,glacier,nature,oceans,visualizations,sustainability,water,art,Antarctica"
"
											I draw with soft pastel, which is dry
like charcoal, but colors.
											I consider my work drawings
but others call them painting.
											I cringe, though, when I'm referred to
as a ""finger painter.""
									","
											Desenho com pastel, que é seco
como o carvão, mas com cores.
											Considero o meu trabalho como desenhos,
mas há quem lhe chame pinturas.
											Mas estremeço, quando dizem
que ""pinto com os dedos"".
									","
											Kömür gibi kuru ama renkli olan
yumuşak pastelle çiziyorum.
											Çalışmamı çizim olarak görüyorum, 
ama başkaları resim olduğunu söylüyor.
											Ancak ""parmak ressamı"" denince 
mahcup olurum.
									","
											Ich zeichne mit weicher Pastellfarbe,
die trocken ist wie Kohle, aber färbt.
											Ich bezeichne meine Arbeiten
als Zeichnungen,
											aber andere sehen sie als Malereien an.
											Mich schüttelt es aber, wenn
mich Leute ""Fingermalerin"" nennen.
									",Drawings that show the beauty and fragility of Earth,Zaria Forman,7:14,"adventure,exploration,big problems,beauty,climate change,meditation,glacier,nature,oceans,visualizations,sustainability,water,art,Antarctica"
