en,fr,tr,title,speaker,duration,tags
"
","
","
",What I learned when I conquered the world's toughest triathlon,Minda Dentler,13:15,"disability,disease,goal-setting,motivation,personal growth,sports"
"
											It was October 13, 2012,
											a day that I will never forget.
											I was on my bike, pushing up what seemed
like a never-ending barren hill.
											And it wasn't just any hill:
											it was a 15-mile climb
up to a town called Hawi
											on the Big Island of Hawaii.
											And it wasn't just any ride:
											it was at the Ironman World Championship.
											I can still feel my muscles burning.
											I was struggling, tired and dehydrated,
											as I could feel the heat
											emanating from the asphalt,
measuring almost 98 degrees.
											I was near the halfway point
of the bike portion
											of one of the most prestigious, longest,
											single-day endurance race
events in the world.
									","
											C'était le 13 octobre 2012,
											une journée que je n'oublierai jamais.
											J'étais sur mon vélo, montant ce qui
semblait comme une colline sans fin.
											Et ce n'était pas qu'une colline :
											c'était une montée de 24 km
qui aboutit à une ville appelée Hawi
											sur la Grande île de Hawaï.
											Ce n'était pas qu'une simple promenade :
											c'était l'Ironman World Championship.
											Je peux encore sentir la douleur
dans mes muscles.
											J'avais très difficile, 
j'étais épuisée et déshydratée,
											je pouvais sentir la chaleur
											émanant de l'asphalte,
à pratiquement 40°C.
											J'étais presqu'à la moitié 
de la distance à vélo,
											de l'une des plus prestigieuses,
et des plus longues, courses d'endurance
											en un jour, au monde.
									","
											13 Ekim 2012,
											asla unutamayacağım bir gündü.
											Bitmeyecekmiş gibi görünen çorak 
bir tepe boyunca bisiklet sürüyordum.
											Bu üstelik herhangi bir tepe değildi:
											Hawaii'nin Büyük Ada'sında 
Hawi olarak adlandırılan
											bir kasabaya uzanan 
15 millik bir tırmanıştı.
											Ancak herhangi bir tırmanış değildi:
											Demir Adam 
Dünya Şampiyonası'ydı.
											Hâlâ kaslarımın yandığını 
hissedebiliyorum.
											Çabalıyordum, yorgundum ve susuzdum.
											Asfalttan yaklaşık 98 derecelik
											bir ısının yayıldığını hissedebiliyordum.
											Dünyadaki günübirlik 
dayanıklılık yarışlarının
											en uzun ve prestijlilerinden
											biri olan bisiklet bölümünün 
ortalarına yakındım.
									",What I learned when I conquered the world's toughest triathlon,Minda Dentler,13:15,"disability,disease,goal-setting,motivation,personal growth,sports"
"
","
","
",What I learned when I conquered the world's toughest triathlon,Minda Dentler,13:15,"disability,disease,goal-setting,motivation,personal growth,sports"
"
											Every year, during my childhood,
											I watched this very race on TV
in our family living room.
											I sat next to my dad on our 1970s-style
orange and brown sofa,
											and I remember being in utter awe
											at how these athletes
pushed themselves to their limit
											in this grueling race.
											And just so you don't get the wrong idea,
											my family members weren't just spectators.
											They were incredibly athletic,
											and I always participated
from the sidelines,
											cheering on my three siblings
or handing out water at local races.
											I remember wanting so badly
to be able to compete, but I couldn't.
									","
											Dans mon enfance,
je regardais cette course
											chaque année, à la télé.
											Je m'asseyais au côté de mon père
sur le sofa orange et brun, des années 70.
											J'étais en admiration totale
											devant ces athlètes qui repoussaient
leurs propres limites
											dans cette course exténuante.
											Comprenez-moi bien,
											les membres de ma famille
n'étaient pas que des spectateurs.
											Ils étaient des athlètes incroyables,
											et j'ai toujours participé aux courses
locales depuis la touche,
											en encourageant mes trois frères 
et sœurs ou en distribuant de l'eau.
											Je me souviens tant vouloir participer,
mais je ne pouvais pas.
									","
											Çocukluğumda her yıl,
											evimizin salonundaki televizyonda 
bu yarışmayı seyrederdim.
											1970'lerin modası turuncu ve kahverengi 
kanepede babamın yanına otururdum.
											Bu yorucu yarışta,
											atletler kendi limitlerini zorlarken 

											huşu içinde olduğumu hatırlıyorum.
											Ancak yanlış anlamayın,
											ailem yalnızca seyirci değil.
											Onlar son derece atletiklerdi
											ve yerel yarışlarda her zaman 
yan taraftan destek olurlardı,
											üç kardeşim ise tezahürat yapar
ya da su dağıtırdı.
											Tamamlamayı çok istediğimi hatırlıyorum, 
ancak yapamadım.
									",What I learned when I conquered the world's toughest triathlon,Minda Dentler,13:15,"disability,disease,goal-setting,motivation,personal growth,sports"
"
","
","
",What I learned when I conquered the world's toughest triathlon,Minda Dentler,13:15,"disability,disease,goal-setting,motivation,personal growth,sports"
"
											Even though I couldn't play sports,
											I decided to be active in my community.
											I volunteered at the local
hospital in high school.
											In college, I interned at the White House,
											studied abroad in Spain
											and backpacked through Europe
all by myself
											with my leg braces and crutches.
											Upon graduating, I moved to New York City
for a job in management consulting,
											earned an MBA, got married
											and now have a daughter.
									","
											Même si je ne pouvais pas faire de sport,
											j'ai décidé d'être active 
dans ma communauté.
											Étudiante, j'ai fait du bénévolat
à l'hôpital local.
											Durant l'université, j'ai été stagiaire
à la Maison Blanche,
											j'ai étudié en Espagne
											et fait le tour de l'Europe,
seule avec mon sac à dos,
											mes attelles et mes béquilles.
											Une fois mon diplôme en main,
j'ai déménagé à New York
											en tant que consultante en gestion,
j'ai obtenu mon MBA,
											je me suis mariée,
et maintenant j'ai une fille.
									","
											Spor yapamayacak olsam da
											alanımda aktif rol almaya karar verdim.
											Lisedeki revirde gönüllü olarak çalıştım.
											Beyaz sarayda staj yaptım,
											İspanya'da okudum,
											koltuk değneği ve parantez bacağımla 
kendi başıma
											sırt çantamla Avrupa'yı gezdim.
											Mezun olduktan sonra yönetim 
danışmanlığında çalışmak için
											New York'a taşındım, MBA yaptım,
											evlendim ve şu an iki kızım var.
									",What I learned when I conquered the world's toughest triathlon,Minda Dentler,13:15,"disability,disease,goal-setting,motivation,personal growth,sports"
"
","
","
",What I learned when I conquered the world's toughest triathlon,Minda Dentler,13:15,"disability,disease,goal-setting,motivation,personal growth,sports"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Alkışlar)
									",What I learned when I conquered the world's toughest triathlon,Minda Dentler,13:15,"disability,disease,goal-setting,motivation,personal growth,sports"
"
","
","
",What I learned when I conquered the world's toughest triathlon,Minda Dentler,13:15,"disability,disease,goal-setting,motivation,personal growth,sports"
"
											At age 28, I was introduced
to the sport of hand-cycling,
											and then triathlon,
											and by luck, I met Jason Fowler,
an Ironman World Champion,
											at a camp for athletes with disabilities.
											And like me, he competed in a wheelchair.
											And with his encouragement, at age 34,
											I decided to go after Kona.
											The Kona, or Hawaii Ironman
											is the oldest Iron-distance
race in the sport,
											and if you're not familiar,
it's like the Super Bowl of triathlon.
											And the Ironman,
for a wheelchair athlete like me,
											consists of a 2.4-mile open-water swim
in the Pacific Ocean,
											a 112-mile hand cycle ride
in lava fields —
											now, that sounds exotic,
											but it's not as scenic as it sounds,
and it's pretty desolate —
											and then you top it off with a marathon,
											or a 26.2-mile run in 90-degree heat
											using a racing wheelchair.
											That's right, it's a total distance
of 140.6 miles using just your arms
											in less than 17 hours.
											No female wheelchair athlete
had ever completed the race
											because of the strict,
seemingly impossible cutoff times.
											And so there I was,
											putting it all out on the line.
											And when I finally reached the top
of that 15-mile climb,
											I was discouraged.
											There was no way I was going
to make that swim in my time limit
											of 10 and a half hours,
											because I was almost two hours off pace.
											I had to make the agonizing decision
											to quit.
											I removed my timing chip,
and I handed it over to a race official.
											My day was done.
									","
											À 28 ans, j'ai découvert le vélo à mains
											puis le triathlon.
											Par chance, j'ai rencontré Jason Fowler,
un champion du monde d'Ironman,
											à un camp pour athlètes handicapés.
											Comme moi, il participait
en chaise roulante aux compétitions.
											Grâce à ses encouragements,
											à 34 ans, j'ai décidé
de participer à Kona.
											Le Kona, ou Ironman de Hawaï,
											est le plus vieil Ironman.
											Pour ceux qui ne sont pas au courant,
c'est comme le Super Bowl des triathlons.
											Cet Ironman, pour les athlètes 
en chaise roulante comme moi,
											consiste en une nage de 4 km
dans l'océan Pacifique,
											suivi par 180 km à vélo à mains
dans les champs de lave.
											Cela peut sembler exotique,
											mais ce n'est pas aussi pittoresque
que ça en a l'air et c'est désertique —
											et puis vous couronnez le tout 
avec un marathon,
											ou une course de 42,195 km
par une chaleur de 32°C
											sur une chaise roulante de course.
											Et oui, c'est un total de 225 km
en utilisant seulement vos deux bras,
											à faire en moins de 17 heures.
											Aucune femme athlète en chaise roulante
n'a jamais terminé cette course
											à cause des temps
apparemment impossibles à tenir.
											Et donc me voilà,
											jouant le tout pour le tout.
											Lorsque j'ai enfin atteint le sommet
de cette montée de 24 km,
											j'étais découragée.
											Je n'avais aucune chance de nager
la distance dans le temps imparti,
											soit 10 heures et 30 minutes,
											puisque j'avais déjà
deux heures de retard.
											J'ai dû prendre l'agonisante décision
											d'abandonner.
											J'ai retiré ma puce de chronométrage,
et je l'ai rendue à un responsable.
											Ma journée était terminée.
									","
											28 yaşında, el bisikletiyle tanıştım
											ve sonra triatlon
											ve şans eseri, engelli atletler kampında
											Demir Adam Dünya Şampiyonu 
Jason Fowler ile tanıştım.
											O da, benim gibi, tekerlikli sandalyede 
yarışıyordu.
											34 yaşımda, onun cesaretlendirmesi ile
											ben de Kona'nın peşinden gitmeye 
karar verdim.
											Kona ya da Hawai Demir Adam,
											bu alandaki en eski Demir-mesafe yarışı
											ve eğer aşina değilseniz, triatlonun 
Super Bowl'u gibidir.
											Benim gibi tekerlekli sandalye 
kullanan bir atlet için
											Demir Adam, Pasifik Okyanusu'nda 
2.4 mil açık suda yüzme
											ve lav yatağında 112 mil elle 
araç sürmeyi kapsıyor,
											şu an ilgi çekici gelebilir,
											ancak söylendiği kadar 
doğa manzaralı değil
											ve biraz tenha, sonra bir maratonla
bitiriyorsunuz
											tekerlikli sandalye kullanarak
											32 derece sıcakta 26.2 mil 
koşmuş oluyorsunuz.
											Gerçekten, 17 saatten az bir süre 
kollarınızı kullanarak
											gittiğiniz toplam mesafe 140.6 mil.
											Tekerlekli sandalyeli hiçbir kadın atlet 
zorlu ve görünür şekilde bitmek bilmeyen
											imkânsız süreler nedeniyle 
bu zamana kadar yarışı tamamlayamadı
											ve ben orada
											her şeyimi ortaya koydum.
											Sonunda 15 mil tırmanıp 
tepeye ulaştığımda
											cesaretim kırılmıştı.
											On buçuk saat süre limitimin sonunda
beni yüzdürmenin
											hiçbir yolu yoktu,
											çünkü neredeyse iki saatlik tempom vardı.
											Bırakmak için o çok acı veren kararı
											almak zorundaydım.
											Zamanlama çipimi çıkardım ve 
yetkililere vermek üzere elimde tuttum.
											Günüm bitmişti.
									",What I learned when I conquered the world's toughest triathlon,Minda Dentler,13:15,"disability,disease,goal-setting,motivation,personal growth,sports"
