en,es,tr,de,fr,title,speaker,duration,tags
"
","
","
","
","
",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
											This weekend,
											tens of millions of people
in the United States
											and tens of millions more
around the world,
											in Columbus, Georgia, in Cardiff, Wales,
											in Chongqing, China, in Chennai, India
											will leave their homes,
											they'll get in their cars
or they'll take public transportation
											or they will carry themselves by foot,
											and they'll step into a room
											and sit down next to someone
they don't know
											or maybe someone they do,
											and the lights will go down
and they'll watch a movie.
									","
											Este fin de semana,
											cientos de miles de personas en EE.UU.
											y cientos de miles más en todo el mundo,
											en Columbus, Georgia, en Cardiff, Gales,
											en Chongqing, China, en Madrás, India,
											saldrán de sus casas,
											se subirán a sus autos o usarán
el transporte público
											o irán a pie,
											entrarán en una sala,
											se sentarán junto a 
alguien que no conocen,
											o quizás si lo conozcan,
											se apagarán las luces
y verán una película.
									","
											Bu haftasonu,
											Amerika'dan on milyonlarca insan
											ve dünyanın her yerinden
on milyonlarca dahası
											Columbus, Georgia'da;
Cardiff, Galler'de;
											Çongçing, Çin'de;
Chennai, Hindistan'da
											evlerinden ayrılıp
											arabalarına ya da
toplu taşımaya atlayacak
											veya tabanvay gidip
											bir odaya girecek
											ve tanımadığı,
belki de tanıdığı birinin
											yanına oturacak,
											ışıklar kararacak
ve bir film izleyecekler.
									","
											An diesem Wochenende werden
Millionen von Menschen in den USA
											und Millionen weitere weltweit,
											in Columbus, Georgia, in Cardiff, Wales,
											in Chongqing, China, in Chennai, Indien,
											von zu Hause weggehen,
											in ihre Autos steigen oder
ein öffentliches Verkehrsmittel nehmen
											oder zu Fuß gehen
											und einen Raum betreten
											und sich neben einem Fremden
											oder vielleicht neben
einen Bekannten setzen.
											Das Licht wird gedimmt werden
und sie werden einen Film anschauen.
									","
											Ce week-end,
											des millions de personnes aux États-Unis
											et des millions d'autres dans le monde,
											à Columbus en Géorgie,
à Cardiff au Pays de Galles,
											à Chongqing en Chine, à Chennai en Inde,
											quitteront leur maison,
											monteront dans leurs voitures,
prendront les transports en commun
											ou marcheront,
											s'installeront dans une salle
											et s’assiéront à côté de quelqu'un
qu'ils ne connaissent pas
											ou quelqu'un qu'ils connaissent,
											les lumières s'éteindront
et ils regarderont un film.
									",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
","
","
","
","
",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
											They'll watch movies
about aliens or robots,
											or robot aliens or regular people.
											But they will all be movies
about what it means to be human.
											Millions will feel awe or fear,
											millions will laugh and millions will cry.
											And then the lights will come back on,
											and they'll reemerge into the world
they knew several hours prior.
											And millions of people
will look at the world
											a little bit differently
than they did when they went in.
									","
											Verán películas sobre aliens o robots
											o aliens robots o gente normal.
											Pero todas serán películas sobre
qué significa ser humano.
											Millones sentirán asombro o miedo,
											millones se reirán y millones llorarán.
											Y luego las luces volverán a encenderse
											y volverán al mundo que 
conocían hacía unas horas.
											Y millones de personas verán el mundo
											un poco distinto de como 
lo hacían cuando entraron.
									","
											Uzaylılar veya robotları
veya uzaylı robotları
											ya da sıradan insanları anlatan
bir film izleyecekler.
											Ama hepsi insan olmanın ne demek olduğunu
anlatan filmler olacak.
											Milyonlarcası şaşıracak ya da korkacak,
											milyonlarcası gülecek
ve milyonlarcası ağlayacak.
											Sonra ışıklar yeniden açılacak
											ve birkaç saat önceden tanıdıkları
dünyaya geri dönecekler.
											Milyonlarca insan dünyaya
											içeri girmeden önce baktıklarından
daha farklı bakacak.
									","
											Es wird darin um Aliens, Roboter,
											Alienroboter oder normale Leute gehen.
											Aber es werden alles Filme über 
die Bedeutung von Menschlichkeit sein.
											Millionen werden staunen 
oder sich fürchten,
											Millionen werden lachen oder weinen.
											Dann wird das Licht wieder eingeschaltet
											und sie treten wieder ein in die Welt,
die sie wenige Stunden zuvor kannten.
											Millionen werden die Welt nun ein wenig
anders sehen als vor dem Kinobesuch.
									","
											Ils regarderont un film
sur des aliens ou des robots,
											sur des robots aliens
ou sur des gens normaux.
											Mais ce seront tous des films
sur ce que c'est qu'être humain.
											Des millions de personnes
seront émerveillées ou effrayées,
											des millions riront
et des millions pleureront.
											Et puis les lumières se rallumeront
											et ils retrouveront le monde
qu’ils avaient quitté
											quelques heures plus tôt.
											Et des millions de personnes
verront le monde
											un peu différemment
que lorsqu'elles sont entrées.
									",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
","
","
","
","
",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
											Like going to temple
or a mosque or a church,
											or any other religious institution,
											movie-going is, in many ways,
a sacred ritual.
											Repeated week after week after week.
											I'll be there this weekend,
											just like I was on most weekends
between the years of 1996 and 1990,
											at the multiplex, near the shopping mall
											about five miles from my childhood home
in Columbus, Georgia.
											The funny thing is
that somewhere between then and now,
											I accidentally changed
part of the conversation
											about which of those movies get made.
									","
											Como ir al templo o 
a la mezquita o a la iglesia,
											o a cualquier otra institución religiosa,
											ir al cine, de muchas maneras, 
es un ritual sagrado.
											Que se repite semana
tras semana tras semana.
											Yo iré este fin de semana,
											igual que hecho casi todos los
fines de semanas entre 1996 y 1990,
											al multicine, cerca del centro comercial
											a unos 8 km. de la casa de 
mi infancia en Columbus, Georgia.
											Lo curioso es que en algún 
momento entre entonces y ahora
											cambié accidentalmente 
parte de la conversación
											sobre cuáles de esas películas 
se llegan a hacer.
									","
											Tapınağa, camiye, kiliseye
											ya da herhangi bir
dini kuruma gitmek gibi
											sinemaya gitmek de birçok açıdan
kutsal bir ritüel gibidir.
											Her hafta tekrar ettiğimiz.
											Bu hafta sonu orada olacağım,
											tıpkı 1990-1996 yılları arası
çoğu hafta sonu
											Columbus, Georgia'da çocukluk evimin
											8 km uzağındaki alışveriş merkezinin
yanındaki salonda olduğum gibi.
											İşin tuhaf yanı, o zamanla
şu an arası bir yerde
											bu filmlerin hangilerinin
yapılacağına dair
											fikirlerin bir kısmını değiştirdim.
									","
											Wie der Besuch eines Tempels, 
einer Moschee oder einer Kirche
											oder einer anderen religiösen Einrichtung,
											ist ein Kinobesuch in vieler Hinsicht 
ein heiliges Ritual.
											Man wiederholt es auch Woche für Woche.
											Ich werde dieses Wochenende dort sein,
											so wie an den meisten Wochenenden 
zwischen 1996 und 1990,
											im Multiplexkino beim Einkaufszentrum
											ungefähr 8 km entfernt von meinem 
Elternhaus in Columbus, Georgia.
											Das Lustige daran ist, dass ich 
irgendwann in diesem Zeitraum
											versehentlich einen Teil 
des Diskurses verändert habe,
											bezüglich der Filme,
die produziert werden sollen.
									","
											Tout comme aller dans un temple,
une mosquée, une église
											ou toute autre institution religieuse,
											aller au cinéma est, à bien des égards,
											un rituel sacré.
											Répété semaine après semaine.
											J'y serai ce week-end,
											comme pendant la plupart des week-ends
entre les années 1986 et 1990,
											au multiplex, près du centre commercial
											à environ 8 km de ma maison 
d'enfance à Columbus, en Géorgie.
											Ce qui est amusant,
c'est qu'entre hier et aujourd'hui,
											j'ai accidentellement changé
une partie de la conversation
											sur la manière de créer les films.
									",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
","
","
","
","
",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
											So, the story actually begins in 2005,
in an office high above Sunset Boulevard,
											where I was a junior executive
											at Leonardo DiCaprio's
production company Appian Way.
											And for those of you who aren't familiar
with how the film industry works,
											it basically means that I was
one of a few people behind the person
											who produces the movie for the people
behind and in front of the camera,
											whose names you will better
recognize than mine.
											Essentially, you're an assistant movie
producer who does the unglamorous work
											that goes into the creative aspect
of producing a movie.
											You make lists of writers
and directors and actors
											who might be right for movies
that you want to will into existence;
											you meet with many of them
and their representatives,
											hoping to curry favor
for some future date.
											And you read, a lot.
											You read novels that might become movies,
											you read comic books
that might become movies,
											you read articles
that might become movies,
											you read scripts that might become movies.
											And you read scripts from writers
that might write the adaptations
											of the novels, of the comic books,
of the articles,
											and might rewrite the scripts
that you're already working on.
											All this in the hope of finding
the next big thing
											or the next big writer
who can deliver something
											that can make you and your company
the next big thing.
									","
											La historia comienza en 2005, en un 
despacho en lo alto de Sunset Boulevard,
											donde era un joven ejecutivo
											en Appian Way, la productora 
de Leonardo DiCaprio.
											Y para aquellos que no sepan cómo
funciona la industria del cine,
											básicamente significa que yo era uno
de las pocos detrás de la persona
											que produce la película para la gente
que está detrás y delante de la cámara
											y cuyos nombres reconocerán 
mejor que el mío.
											Era el ayudante del productor
que hace el trabajo poco glamuroso
											que conlleva el aspecto creativo
de producir una película.
											Se hacen listas de guionistas, 
directores y actores
											que pueden ser adecuados 
para las películas que quieren hacer;
											se reúnen con muchos de ellos
y sus representantes,
											deseando ganarse su favor 
para una futura cita.
											Y leen mucho.
											Leen novelas que pueden 
convertirse en películas,
											cómics que pueden 
convertirse en películas,
											artículos que pueden 
convertirse en películas,
											guiones que pueden 
convertirse en películas.
											Y leen guiones de escritores que
puede que escriban la adaptación
											de las novelas, los cómics, los artículos,
											y que puede que reescriban los 
guiones con los que ya trabajan.
											Todo con el fin de encontrar 
el próximo bombazo
											o al próximo gran guionista 
que pueda ofrecer algo
											que haga que Uds. o su empresa
sean los próximos bombazos.
									","
											Hikaye aslında 2005'te, Sunset Bulvarı'nda
yüksekte bir ofiste başlıyor.
											Leonardo DiCaprio'nun yapım şirketi,
											Appian Way'de yapımcı asistanı
olarak çalışıyorum.
											Film endüstrisine aşina olmayanlara:
											benden daha çok tanıyacağınız,
kamera önü ve arkasındaki insanlar için
											filmi yapan insanın arkasındaki
											birkaç insandan biriydim.
											Esasen, film yapımının
yaratıcı boyutuna dahil
											sıradan işleri yapan
yardımcı film yapımcısısın.
											Yapmak istediğin film için
doğru olabilecek yazarların,
											yönetmenlerin ve oyuncuların
listesini yapıyorsun;
											birçoğuyla ve onların
temsilcileriyle buluşuyor,
											ilerisi için yalakalık yapıyorsun.
											Okuyorsun, hem de çok.
											Film olabilecek kitaplar okuyorsun,
											film olabilecek çizgi romanlar okuyorsun,
											film olabilecek makaleler okuyorsun,
											film olabilecek senaryolar okuyorsun.
											Romanların, çizgi romanların,
makalelerin uyarlamalarını
											ve üzerinde çalıştığın senaryoları
											yeniden yazabilecek yazarların
senaryolarını okuyorsun.
											Hepsini, yeni büyük şeyi
veya seni ve şirketini
											yeni büyük olay yapacak
bir şey çıkarabilecek
											yeni büyük yazarı bulma
umuduyla yapıyorsun.
									","
											Die Geschichte beginnt 2005, in einem
Büro oberhalb des Sunset Boulevards,
											wo ich Junior Manager war,
											bei Leonardo DiCaprios 
Produktionsfirma ""Appian Way"".
											Für diejenigen unter Ihnen, die sich 
mit der Filmindustrie nicht auskennen:
											Ich war einer der wenigen Menschen, 
der für eine Person arbeitete,
											die einen Film für die Leute hinter 
und vor der Kamera produzierte,
											deren Namen Sie bestimmt
besser kennen als meinen.
											Als Filmproduzent-Assistent macht man
die weniger glamourösen Aufgaben
											im kreativen Teil einer Filmproduktion.
											Man erstellt Listen von Autoren, 
Regisseuren und Schauspielern,
											die für Filme passen könnten,
die realisiert werden sollen.
											Man trifft sich mit vielen 
von ihnen und ihren Managern
											und hofft, sie für sich zu gewinnen.
											Man liest eine Menge.
											Man liest Romane, aus denen 
Filme entstehen könnten,
											oder Comic-Bücher, 
die Filme werden könnten,
											oder Zeitungsartikel, 
die Filme werden könnten,
											oder Skripte, aus denen man
Filme machen könnte.
											Skripte von Autoren, die vielleicht
eine Verfilmung schreiben,
											von Romanen, Comic-Büchern, Artikeln,
											die vielleicht Skripte umschreiben, 
an denen man schon arbeitet.
											Um den nächsten Knaller zu finden
											oder den nächsten großen Autor,
											der Ihnen und Ihrer Firma
den nächsten Publikumserfolg beschert.
									","
											En fait, l'histoire commence
réellement en 2005,
											dans un bureau au-dessus
du Sunset Boulevard,
											où j'étais jeune cadre pour la société
de production de Leonardo DiCaprio,
											Appian Way,
											Et pour ceux qui ne sont pas familiers
avec l'industrie du cinéma,
											cela voulait dire que j'étais
l'une des personnes derrière celle
											qui produit le film pour ceux
derrière et devant la caméra,
											dont vous reconnaissez le nom
bien mieux que le mien.
											Vous êtes donc un producteur de film
adjoint, qui faites le travail ingrat
											qui entre dans l’aspect créatif
de la production d’un film.
											Vous listez les écrivains,
réalisateurs et acteurs
											qui pourraient convenir
pour les films que vous voulez créer ;
											vous en rencontrez beaucoup,
ainsi que leurs représentants,
											dans l’espoir d'obtenir
de futurs rendez-vous.
											Et vous lisez, beaucoup.
											Vous lisez des romans
qui pourraient devenir des films,
											des BD qui pourraient devenir des films,
											des articles qui pourraient
devenir des films,
											des scripts qui pourraient
devenir des films.
											Et vous lisez des scripts d'auteurs
qui pourraient écrire des adaptations
											de romans, de bandes dessinées, d'articles
											et qui pourraient réécrire les scripts
sur lesquels vous travaillez déjà.
											Tout dans l'espoir de trouver
le prochain succès
											ou le scénariste capable
d'écrire quelque chose
											qui pourrait faire de vous
et de votre entreprise
											une superstar.
									",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
","
","
","
","
",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
											So in 2005, I was a development executive
at Leonardo's production company.
											I got a phone call
from the representative of a screenwriter
											that began pretty much the way
all of those conversations did:
											""I've got Leo's next movie.""
											Now in this movie,
that his client had written,
											Leo would play an oil industry lobbyist
											whose girlfriend, a local meteorologist,
threatens to leave him
											because his work contributes
to global warming.
											And this is a situation
that's been brought to a head
											by the fact that there's a hurricane
forming in the Atlantic
											that's threatening to do Maria-like damage
from Maine to Myrtle Beach.
											Leo, very sad about
this impending break up,
											does a little more research
about the hurricane
											and discovers that in its path
across the Atlantic,
											it will pass over a long-dormant,
though now active volcano
											that will spew toxic ash into its eye
											that will presumably be whipped
into some sort of chemical weapon
											that will destroy the world.
									","
											En 2005 yo era ejecutivo de desarrollo
en la productora de Leonardo.
											Recibí una llamada del 
representante de un guionista
											que empezó casi igual que
todo ese tipo de conversaciones:
											""Tengo la próxima película de Leo"".
											En la película que 
su cliente había escrito,
											Leo interpretaría a un miembro
de la industria del petróleo
											cuya novia, una meteoróloga local,
amenaza con dejarle
											porque su trabajo contribuye
al calentamiento global.
											Y está situación es relevante
											porque hay un huracán en el Atlántico
											que amenaza con causar un daño similar al 
de Maria desde Maine hasta Myrtle Beach.
											Leo, muy triste por la posible ruptura,
											investiga un poco sobre el huracán
											y descubre que en su camino 
sobre el Atlántico,
											pasará por un volcán que lleva tiempo 
inactivo pero que ahora está activo
											y que lanzará ceniza tóxica 
al ojo del huracán
											lo que lo convertirá
en un tipo de arma química
											que destruirá el mundo.
									","
											2005'te, Leonardo'nun yapım şirketinde
yapımcı asistanıydım.
											Bir senaristin menajeri aradı,
											konuşma hemen hemen
hepsinin başladığı gibi başladı:
											""Leo'nun yeni filmini buldum.""
											Müşterisinin yazdığı filmde,
											Leo, bir petrol endüstrisi
lobicisini oynuyor.
											Meteorolog kız arkadaşı,
işi küresel ısınmaya sebep olduğu için
											onu ayrılmakla tehdit ediyor.
											İşin bu raddeye varmasının sebebi
											Atlas Okyanusu'nda,
Maine'den Myrtle Sahili'ne kadar
											Maria'daki gibi zarar verme tehlikesi olan
bir kasırganın oluşması.
											Leo, yaklaşan ayrılığın üzüntüsüyle
											kasırga hakkında biraz araştırma yapıyor
											ve Atlas Okyanusu boyunca giderken
											uzun zamandır sönük
fakat şimdi aktif olan,
											merkezine toksik kül püskürtecek
bir volkandan geçeceğini
											ve bunun muhtemelen dünyayı
yok edecek bir kimyasal silaha
											dönüşeceğini fark ediyor.
									","
											2005, als ich Produktionsleiter 
in Leonardos Produktionsfirma war,
											erhielt ich einen Anruf vom Manager 
eines Drehbuchautoren,
											der wie die meisten 
dieser Unterhaltungen so anfing:
											""Ich habe den nächsten Film für Leo!""
											In diesem Film, den sein Klient 
geschrieben hatte,
											hätte Leo einen Lobbyisten 
der Ölindustrie gespielt,
											dessen Freundin, eine Meteorologin, 
ihn zu verlassen droht,
											weil seine Arbeit zur globalen 
Erderwärmung beiträgt.
											Die Situation wird dadurch 
auf die Spitze getrieben,
											dass sich ein Orkan
auf dem Atlantik formiert,
											der eine Verheerung biblischen
Ausmaßes anzurichten droht.
											Leo, traurig über die drohende Trennung,
											findet heraus, dass der Orkan
											auf seinem Weg über den Atlantik
											bei einem lange schlafenden,
nun aber aktiven Vulkan vorbeikommt,
											der giftige Asche in sein Zentrum speit,
											die wiederum in eine Art 
Chemiewaffe aufgepeitscht wird,
											die die Welt zerstört.
									","
											En 2005, j'étais chargé de développement
dans la société de Leonardo.
											J'ai reçu un appel
du représentant d'un scénariste,
											qui commença à peu près
comme toutes ces conversations :
											« J'ai le prochain film de Leo. »
											Dans ce film, que son client avait écrit,
											Leo joue un lobbyiste
de l'industrie pétrolière
											dont la petite amie,
une météorologue locale,
											menace de le quitter parce que son travail
contribue au réchauffement climatique.
											Et cette situation est bouleversée
											par un ouragan se formant
dans l’Atlantique
											et pouvant causer des dégâts
semblables à Maria sur Myrtle Beach.
											Leo, attristé par cette rupture imminente,
											fait quelques recherches sur l'ouragan
											et découvre que sur sa trajectoire
à travers l'Atlantique,
											il passera au-dessus d'un volcan
depuis longtemps endormi,
											mais à présent actif
											qui crachera des cendres
toxiques dans ses yeux
											qui seront probablement récupérées
dans une sorte d’arme chimique
											qui détruira le monde.
									",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
