en,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
",How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,10:06,"india,writing,culture,technology,future,creativity,storytelling,entrepreneur"
"
											Look all around you.
											Whether you're in a subway, a park,
an airport, a restaurant,
											even at this conference,
											all of you have a phone in your hands
or maybe in your pockets.
											How many of you have a book?
											Very few, right?
											This is the sight that used to greet me
											every time I walked out
of my office block.
											I was surrounded by a sea
of 20-something professionals
											glued to their phones.
											And not a single one
had a book in their hands.
											And this used to make me
very, very frustrated.
									","
											Olhem à vossa volta.
											Quer estejam no metro, num parque,
num aeroporto, num restaurante,
											ou mesmo nesta conferência,
											todos têm um telemóvel na mão,
ou talvez na algibeira.
											Quem aqui tem um livro?
											Muito poucos, não é?
											A imagem que costumava
cumprimentar-me
											sempre que eu saía
do edifício do meu escritório.
											era estar rodeada por um mar
de uns 20 profissionais
											colados aos telemóveis.
											Nenhum deles tinha um livro na mão.
											Isso fazia com que eu ficasse
muito frustrada.
									","
											Regardez autour de vous.
											Que ce soit dans le métro, le parc,
à l’aéroport, au restaurant,
											ou même dans cette conférence,
											nous avons tous un téléphone entre
nos mains, ou peut-être en poche.
											Mais un livre ?
											Nous sommes peu nombreux.
											C’est la vue que j'avais
											chaque fois que je sortais de mon bureau.
											J’étais entourée par une marée
de professionnels dans la vingtaine,
											collés à leur téléphone.
											Aucun n'avait un livre dans les mains.
											Ça avait le don de me frustrer
profondément.
									","
											Çevrenize bir bakın.
											Metroda, parkta, 
hava limanında, restoranda
											hatta bu konferansta bile
											belki hepinizin elinde veya cebinde
cep telefonlarınız var.
											Kaç kişinin kitabı var?
											Çok az, değil mi?
											Bu, eskiden beri ofisten dışarı 
her çıktığımda beni karşılayan
											telefonlarına gömülmüş
bir yığın insanın manzarasıydı.
											Hiçbirinin elinde bir kitap yoktu
											ve bu durum beni aşırı rahatsız ediyordu.
									",How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,10:06,"india,writing,culture,technology,future,creativity,storytelling,entrepreneur"
"
","
","
","
",How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,10:06,"india,writing,culture,technology,future,creativity,storytelling,entrepreneur"
"
											I was a bookworm all my life.
											Books formed the milestones of my life.
											The first man I fell
in love with was Mr. Darcy.
											I first read ""Harry Potter"" when I was 21,
on a summer break from college.
											And I remember the first night I spent
in a little flat I bought in my mid-20s,
											very proudly,
											and I spent the whole night
reading ""The Da Vinci Code.""
											And then I'm going to make
a terrible confession:
											even today, when I'm low,
I get into bed with ""War and Peace.""
											Don't laugh.
									","
											Eu sempre fui um rato de biblioteca
toda a vida.
											Os livros foram os marcos da minha vida.
											O primeiro homem por quem
me apaixonei foi Mr. Darcy.
											Li ""Harry Potter"" pela primeira vez
quando tinha 21 anos,
											numas férias de verão da faculdade.
											Lembro-me da primeira noite
que passei num pequeno apartamento
											que comprei aos 20 e tal anos,
com muito orgulho,
											e passei a noite inteira
a ler ""O Código Da Vinci"".
											Mas vou fazer uma confissão horrível.
											ainda hoje, quando estou em baixo,
vou para a cama com ""Guerra e Paz""
											Não se riam.
									","
											J'ai été un rat de bibliothèque
toute ma vie.
											Les livres ont constitué
les jalons de ma vie.
											Le premier homme dont je suis tombée 
amoureuse est M. Darcy.
											J'ai lu « Harry Potter » à 21 ans
pendant mes vacances universitaires.
											Et je me souviens de la première nuit
dans l'appartement
											que j'ai acheté dans la vingtaine.
											J'ai passé toute la nuit à lire 
« Da Vinci Code ».
											J'ai une confession à vous faire :
											aujourd'hui, quand je déprime, je prends
« Guerre et Paix » avec moi au lit.
											Ne riez pas !
									","
											Tüm hayatım boyunca bir kitap kurduydum.
											Kitaplar hayatımın
dönüm noktalarını şekillendiriyordu.
											İlk aşık olduğum erkek Mr. Darcy'di.
											21 yaşında ilk kez yaz tatilinde
Harry Potter'ı okudum.
											20 yaşlarımın ortasında aldığım 
küçük dairemdeki ilk geceyi hatırlıyorum,
											tüm gecemi ""Da Vinci'nin Şifresi""ni
okuyarak geçirmiştim.
											Şimdi size berbat bir itirafım olacak:
											Bugün bile modum düştüğünde 
yatakta ""Savaş ve Barış""ı okurum.
											Gülmeyin.
									",How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,10:06,"india,writing,culture,technology,future,creativity,storytelling,entrepreneur"
"
","
","
","
",How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,10:06,"india,writing,culture,technology,future,creativity,storytelling,entrepreneur"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Gülüşmeler)
									",How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,10:06,"india,writing,culture,technology,future,creativity,storytelling,entrepreneur"
"
","
","
","
",How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,10:06,"india,writing,culture,technology,future,creativity,storytelling,entrepreneur"
"
											But I was also like all those
people I saw around me:
											I, too, lived on my phone.
											I ordered my groceries online,
											and soon my app knew
that I needed a monthly dose of diapers.
											I booked my cinemas on my phone.
											I booked planes on my phone.
											And when I did the long commute back home
like most urban Indians,
											and was stuck in traffic,
											I passed the time on WhatsApp,
video-chatting my twin.
											I was part of an extraordinary revolution
that was happening in India.
											Indians are the second-largest
users of smartphones in the world.
											And data prices have been
slashed so radically
											that half of urban India
and even a part of rural India
											now have a smartphone
with a data connection in their hands.
											And if you know anything about India,
											you'll know that ""half"" means,
like, all of America or something.
											You know, it's large numbers.
									","
											Mas eu também era como
aquelas pessoas à minha volta.
											Também vivia para o meu telemóvel.
											Encomendava a mercearia ""online""
											e, em breve, a minha aplicação sabia
											que eu precisava
duma dose mensal de fraldas.
											Reservava os cinemas pelo telemóvel,
											reservava os voos pelo telemóvel.
											Quando fazia os longos transbordos
de volta a casa,
											como a maioria dos indianos urbanos,
											e ficava presa no tráfego,
											passava o tempo no WhatsApp,
a conversar com o meu irmão gémeo.
											Fazia parte duma revolução extraordinária
que estava a ocorrer na Índia.
											Os indianos são os segundos maiores
utilizadores de Smartphones do mundo.
											Os preços dos dados reduziram-se
a um ponto tão radical
											que metade da Índia urbana
e uma parte da India rural
											têm um Smartphone na mão
com ligação a dados.
											Se conhecem um pouco a Índia,
											sabem que ""metade"" significa
todos os norte-americanos, mais ou menos.
											Estão a ver, é um número enorme.
									","
											Toutefois, j’étais semblable
à tous ceux que j'observais :
											impossible de survivre sans mon téléphone.
											Je commandais mes courses en ligne.
											Et mon appli a vite compris quand il me
fallait une dose mensuelle de couches.
											Je réservais mes entrées de cinéma
sur mon téléphone.
											Je réservais mes billets d’avion
avec mon téléphone.
											Pendant mes navettes interminables,
comme pour beaucoup de citadins indiens,
											coincée dans les bouchons,
											je passais mon temps sur WhatsApp
en appel vidéo avec ma sœur jumelle.
											J'appartenais à une révolution
extraordinaire en train de survenir.
											Les Indiens sont les deuxièmes
plus grands utilisateurs de smartphones.
											Et les prix des forfaits ont chuté.
											La moitié de la population indienne
urbaine et même rurale
											dispose désormais d'un smartphone 
avec une connexion à l’Internet.
											Si vous connaissez un peu l'Inde,
											vous saurez que « la moitié » signifie
pratiquement toute l'Amérique.
											C'est beaucoup !
									","
											Fakat ben de etrafımda 
gördüğüm insanlar gibiydim.
											Telefonumla yaşayan biriydim.
											Alışverişlerimi internetten söylüyordum.
											Telefonum bir süre sonra aylık 
ne kadar peçeteye ihtiyacım var biliyordu.
											Sinema biletlerimi,
											uçak biletlerimi telefondan alıyordum
											ve her şehirli Hintli gibi 
ben de işten eve giderken
											trafikte takılı kalıyordum.
											Bu zamanı WhatsApp'ta ikizimle 
görüntülü görüşme yaparak geçiriyordum.
											Hindistan'da gerçekleşen 
olağandışı devrimin bir parçasıydım.
											Hintliler dünyada en çok 
akıllı telefon kullanan ikinci millettir
											ve internet fiyatları o kadar çok düştü ki
											şehirdeki Hintlilerin yarısı 
ve hatta kırsal kesimin bir kısmının
											internet erişimi olan 
akıllı telefonları var.
											Hindistan hakkında bir şey biliyorsanız
											""yarısı"" demenin aşağı yukarı 
Amerika kadar olduğunu biliyorsunuzdur.
											Yani, büyük sayılar anlamında.
									",How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,10:06,"india,writing,culture,technology,future,creativity,storytelling,entrepreneur"
"
","
","
","
",How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,10:06,"india,writing,culture,technology,future,creativity,storytelling,entrepreneur"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Gülüşmeler)
									",How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,10:06,"india,writing,culture,technology,future,creativity,storytelling,entrepreneur"
"
","
","
","
",How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,10:06,"india,writing,culture,technology,future,creativity,storytelling,entrepreneur"
"
											And these numbers are just growing
and growing and growing.
											They're exploding.
											And what they're doing
is empowering Indians
											in all kinds of extraordinary ways.
											And yet, none of these changes
that I was seeing around me
											were reflected in my world,
my world of books.
											I live in a country the size of Europe,
											and it only has 50 decent bookshops.
											And Indians just didn't seem
to want to read for fun.
											So if you look at all
the best-seller lists in India,
											what you'll always find
in the best-seller list
											is exam and professional guides.
											Imagine if you found the SAT guides
as the ""New York Times"" number one seller,
											month after month.
									","
											Este número está a crescer
cada vez mais.
											Está a explodir.
											Isso está a dar poder aos indianos
											de todo o tipo de formas extraordinárias.
											Mas nenhuma dessas mudanças
que eu via à minha volta
											se refletia no meu mundo,
no meu mundo dos livros.
											Eu vivo num país do tamanho da Europa
											que só tem 50 livrarias decentes.
											Segundo parece, os indianos 
não querem ler só por prazer.
											Se olharmos para as listas
dos ""best-sellers"" na Índia,
											descobrimos que a lista
dos ""best-sellers""
											são guias de exames e profissionais.
											Imaginem se encontrassem o guia SAT
como o mais vendido
											no ""New York Times"",
mês após mês.
									","
											Et ce nombre ne fait que croître.
											Il explose.
											Ça rend les Indiens plus puissants
											de plusieurs façons prodigieuses.
											Pourtant, aucun de ces changements
dont j’étais le témoin
											ne se reflétait dans mon monde, 
mon monde des livres.
											Je vis dans un pays grand comme l'Europe
											et il n'y a que 50 librairies
dignes de ce nom.
											Les Indiens ne semblaient pas 
avoir envie de lire pour le plaisir.
											Si vous regardez les listes
de best-sellers en Inde,
											vous y trouverez toujours
											des livres pour les examens
ou des manuels.
											Imaginez que les préparations du bac soit
le livre le plus vendu
											selon le « New York Times »
mois après mois.
									","
											Bu sayılar gün geçtikçe
daha da çok büyüyor.
											Patlama noktasına geldi.
											Yaptıkları şey,
											Hintlileri her türden 
sıra dışı yollarda güçlendiriyor.
											Gerçi etrafımda gördüğüm
değişikliklerin hiçbiri
											benim kitaplardaki dünyamı yansıtmıyordu.
											Avrupa büyüklüğünde bir ülkede yaşıyorum,
											sadece doğru düzgün 50 tane kitapçı var.
											Hintlilerin eğlence için 
okumak istedikleri de meçhul.
											Hindistan'nın çok satanlar
listesine gördüyseniz
											listede her zaman göreceğiniz şey,
											sınavlar ve uzman rehberler olacaktır.
											SAT rehberlerini ""New York Times''ta
aylarca bir numara hayal edin.
									",How India's smartphone revolution is creating a new generation of readers and writers,Chiki Sarkar,10:06,"india,writing,culture,technology,future,creativity,storytelling,entrepreneur"
