en,tr,pt,fr,title,speaker,duration,tags
"
","
","
","
",Ugly History: Witch Hunts,Brian A. Pavlac,5:05,"TED-Ed,animation,Europe,history,magic,death,women,religion,world cultures,culture,identity,United States,public spaces"
"
											In the German town of Nördlingen in 1593,
											an innkeeper named Maria Höll found 
herself accused of witchcraft.
											She was arrested for questioning, 
and denied the charges.
											She continued to insist she wasn’t a witch
through 62 rounds of torture
											before her accusers finally released her.
									","
											1593'te Alman kasabası Nördlingen'de
											Maria Höll isimli hancı 
büyücülük nedeniyle suçlandı.
											Sorgulanmak için tutuklandı
ve suçlamaları reddetti.
											62 sefer süren işkence boyunca
cadı olmadığı konusunda ısrar etti
											onu suçlayanlar sonunda 
onu serbest bırakmadan önce.
									","
											Na cidade alemã de Nördlingen em 1593,

											uma estalajadeira chamada Maria Höll
foi acusada de bruxaria.
											Foi detida para ser interrogada
e negou todas as acusações.
											Continuou a insistir que não era bruxa
durante 62 sessões de tortura
											antes de os acusadores 
acabarem por libertá-la.
									","
											Dans le village allemand
de Nördlingen en 1593,
											une aubergiste appelée Maria Höll
s'est retrouvée accusée de sorcellerie.
											Elle a été interpellée pour interrogation
et a réfuté les accusations.
											Elle a continué à prétendre
qu'elle n'était pas une sorcière
											durant 62 séries de torture
											avant que ses accusateurs
ne finissent par la relâcher.
									",Ugly History: Witch Hunts,Brian A. Pavlac,5:05,"TED-Ed,animation,Europe,history,magic,death,women,religion,world cultures,culture,identity,United States,public spaces"
"
","
","
","
",Ugly History: Witch Hunts,Brian A. Pavlac,5:05,"TED-Ed,animation,Europe,history,magic,death,women,religion,world cultures,culture,identity,United States,public spaces"
"
											Rebekka Lemp, accused a few years earlier
in the same town, faced a worse fate.
											She wrote to her husband from jail
											worrying that she would 
confess under torture,
											even though she was innocent.
											After giving a false confession,
											she was burned at the stake 
in front of her family.
									","
											Aynı kasabada birkaç yıl önce 
suçlanan Rebekka Lemp
											daha kötü bir kaderle yüzleşti.
											Hapishaneden kocasına masum olsa bile
											işkence altında itiraf edeceğinden
endişe duyduğunu yazdı.
											Yalan itiraftan sonra
											ailesinin önünde kazıkta yakıldı.
									","
											Rebekka Lemp, acusada uns anos antes,
na mesma cidade, sofrera um destino pior.
											Escreveu na prisão ao marido
											preocupada em poder confessar sob tortura,
											apesar de estar inocente.
											Depois de fazer uma confissão falsa,
											foi queimada na fogueira
em frente da família.
									","
											Rebekka Lemp, accusée quelques années
plus tôt dans le même village,
											a subi un pire sort.
											Elle a écrit à son mari depuis la prison
											en s'inquiétant de confesser
sous la torture
											même si elle était innocente.
											Après avoir fait de faux aveux,
											elle a été brûlée devant sa famille.
									",Ugly History: Witch Hunts,Brian A. Pavlac,5:05,"TED-Ed,animation,Europe,history,magic,death,women,religion,world cultures,culture,identity,United States,public spaces"
"
","
","
","
",Ugly History: Witch Hunts,Brian A. Pavlac,5:05,"TED-Ed,animation,Europe,history,magic,death,women,religion,world cultures,culture,identity,United States,public spaces"
"
											Höll and Lemp were both victims of the 
witch hunts
											that occurred in Europe and the American 
colonies
											from the late 15th century 
until the early 18th century.
											These witch hunts were not a unified 
initiative by a single authority,
											but rather a phenomenon that occurred 
sporadically
											and followed a similar pattern each time.
											The term “witch” has taken 
on many meanings,
											but in these hunts, a witch was someone 
who allegedly gained magical powers
											by obeying Satan rather than God.
									","
											Höll ve Lemp, 15. yüzyıl sonlarından 
18. yüzyıl başlarına kadar
											Avrupa ve Amerikan kolonilerinde 
gerçekleşen cadı avının kurbanlarıydı.
											Bu cadı avları tek bir otorite tarafından
birleşmiş bir girişim değildi,
											daha çok tek tük olan bir olaydı
											ve her seferinde 
benzer bir biçimde ilerledi.
											""Cadı"" tabiri pek çok anlam üstlendi
											ancak bu avlarda, 
bir cadı iddia edilene göre
											Tanrı yerine şeytana itaat ederek
sihirli güçler kazanan biriydi.
									","
											Höll e Lemp foram ambas vítimas
da caça às bruxas
											que ocorreu na Europa
e nas colónias americanas
											dos finais do século XV
até ao princípio do século XVIII.
											Esta caça às bruxas não foi uma iniciativa
unificada por uma só autoridade,
											mas um fenómeno
que ocorreu esporadicamente
											e seguiu um padrão semelhante
de cada vez.
											O termo ""bruxa"" tem tido
muitos significados,
											mas nesta caça, uma bruxa
era alguém acusada de ter poderes mágicos
											por obedecer a Satanás,
em vez de obedecer a Deus.
									","
											Höll et Lemp ont toutes deux
été victimes des chasses aux sorcières
											ayant eu lieu en Europe
et dans les colonies américaines
											de la fin du XVe siècle
jusqu'au début du XVIIIe siècle.
											Ces chasses aux sorcières n'étaient pas
											une initiative unifiée
venant d'une seule autorité,
											mais plutôt un phénomène
ayant lieu de façon sporadique
											et suivant le même scénario à chaque fois.
											Le terme « sorcière » a eu
de nombreuses significations
											mais durant ces chasses,
											une sorcière était quelqu'un ayant
soi-disant acquis des pouvoirs magiques
											en obéissant à Satan plutôt qu'à Dieu.
									",Ugly History: Witch Hunts,Brian A. Pavlac,5:05,"TED-Ed,animation,Europe,history,magic,death,women,religion,world cultures,culture,identity,United States,public spaces"
"
","
","
","
",Ugly History: Witch Hunts,Brian A. Pavlac,5:05,"TED-Ed,animation,Europe,history,magic,death,women,religion,world cultures,culture,identity,United States,public spaces"
"
											This definition of witchcraft spread 
through churches in Western Europe
											starting at the end of the 15th century.
											It really gained traction after the pope 
gave a friar and professor of theology
											named Heinrich Kraemer
											permission to conduct inquisitions in 
search of witches in 1485.
											His first, in the town of Innsbruck,
											didn’t gain much traction with the local
authorities,
											who disapproved of his harsh questioning
of respectable citizens
											and shut down his trials.
											Undeterred, he wrote a book called the 
""Malleus Maleficarum,"" or ""Hammer of Witches.""
											The text argued for the existence of 
witches
											and suggested ruthless tactics for hunting
and prosecuting them.
											He singled out women as easier targets for
the devil’s influence,
											though men could also be witches.
									","
											Cadılığın bu tanımlaması,
15. yüzyıl sonralarında başlayarak
											Batı Avrupa kiliselerinde yayıldı.
											Papa, bir din adamı ve din bilimi 
profesörü olan Henrich Kraemer'a
											1485'teki cadı aramalarında 
araştırma yapmasına
											izni verdikten sonra 
gerçekten ilgi kazandı.
											Innsbruck kasabasındaki 
din adamının ilk soruşturması
											saygıdeğer vatandaşların sert biçimde
sorgulanmasını onaylamayan
											yerel yönetimin fazla ilgisini çekmedi
ve duruşmalarını sonlandırdılar.
											Yılmayarak ""Malleus Maleficarum"" 
yani ""Cadıların Çekici"" kitabını yazdı.
											Metin cadıların varlığını tartışıyordu
											ve onları avlama ve yargılamada
acımasız taktikler öneriyordu.
											Her ne kadar erkekler de cadı olabilse de
											kadınları şeytanın etkisi karşısında
daha kolay hedef olarak belirtti.
									","
											Esta definição de bruxaria espalhou-se
pelas igrejas da Europa ocidental
											a partir do final do século XV.
											Ganhou impulso depois de o papa
ter dado autorização
											a um frade, professor de teologia,
chamado Heinrich Kraemer,
											para fazer inquisições
à procura de bruxas, em 1485.
											A primeira vez, na cidade de Innsbruck,
											não obteve grande apoio
das autoridades locais
											que não aprovaram o rigoroso inquérito
de cidadãos respeitáveis
											e impediram os julgamentos.
											Inabalável, Kraemer escreveu um livro
chamado ""Malleus Maleficarum""
											— O Martelo das Bruxas.
											O texto defendia a existência de bruxas
											e sugeria táticas implacáveis
para as caçar e acusar.
											Destacava as mulheres como alvos
mais fáceis para a influência do diabo,
											embora os homens também
pudessem ser bruxos.
											O livro de Kraemer incitaram outros
a escrever livros
									","
											Cette définition de la sorcellerie
											s'est répandue dans les églises
d'Europe occidentale
											à partir de la fin du XVe siècle.
											Elle a gagné du terrain
											après que le pape donne à un prêtre
et professeur de théologie
											du nom d'Heinrich Kramer
											la permission de conduire des inquisitions
à la recherche de sorcières en 1485.
											Sa première inquisition,
dans le village d'Innsbruck,
											n'a pas vraiment conquis
les autorités locales,
											qui désapprouvaient ces interrogations
rigoureuses de citoyens respectables
											et ont mis un terme à ses procès.
											Pas découragé pour autant,
il a écrit un livre :
											« Malleus Maleficarum »,
ou « Le marteau des sorcières ».
											Le texte soutenait
l'existence des sorcières
											et suggérait des tactiques impitoyables
											pour les chasser
et les traduire en justice.
											Il désignait les femmes
											comme étant des cibles plus faciles
pour l'influence du diable,
											même si les hommes aussi
pouvaient être des sorciers.
									",Ugly History: Witch Hunts,Brian A. Pavlac,5:05,"TED-Ed,animation,Europe,history,magic,death,women,religion,world cultures,culture,identity,United States,public spaces"
"
","
","
","
",Ugly History: Witch Hunts,Brian A. Pavlac,5:05,"TED-Ed,animation,Europe,history,magic,death,women,religion,world cultures,culture,identity,United States,public spaces"
"
											Kraemer’s book spurred others to write 
their own books
											and give sermons on the 
dangers of witchcraft.
											According to these texts,
											witches practiced rituals including 
kissing the Devil’s anus
											and poisoning or bewitching targets the 
devil singled out for harm.
											Though there was no evidence to support
any of these claims,
											belief in witches became widespread.
									","
											Kraemer'in kitabı, diğerlerini 
kendi kitaplarını yazma
											ve cadılığın tehlikeleri hakkında 
vaaz verme konusunda teşvik etti.
											Bu metinlere göre
cadılar, şeytanın anüsünü öpmeyi
											ve şeytanın zarar vermek için
belirlediği hedefleri
											zehirlemeyi ve büyülemeyi içeren
ritüeller gerçekleştiriyordu.
											Bu iddiaların herhangi birini
destekleyecek kanıt olmasa da
											cadı inancı yaygınlaştı.
									","
											e a fazer sermões
sobre os perigos da bruxaria.
											Segundo esses textos,
											as bruxas praticavam rituais
incluindo beijar o ânus do Diabo
											e envenenando ou enfeitiçando alvos
que o diabo escolhia, para prejudicar.
											Embora não houvesse provas
para apoiar nenhuma dessas acusações,
											a crença em bruxas
espalhou-se rapidamente.
											Uma caça às bruxas começava
habitualmente com uma desgraça,
									","
											Le livre de Kramer a incité d'autres
à écrire leurs propres livres
											et à donner des sermons
sur les dangers de la sorcellerie.
											D'après ces textes,
											les sorcières pratiquaient des rituels
comprenant d'embrasser l'anus du diable
											et d'empoisonner ou d'ensorceler
											des cibles que le diable désignait
pour qu'on leur nuise.
											Même s'il n'y a pas de preuves
pour appuyer ces affirmations,
											la croyance en l'existence
des sorcières s'est généralisée.
									",Ugly History: Witch Hunts,Brian A. Pavlac,5:05,"TED-Ed,animation,Europe,history,magic,death,women,religion,world cultures,culture,identity,United States,public spaces"
