es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",Faith versus tradition in Islam,Mustafa Akyol,17:11,"Egypt,Islam,TEDx,culture,democracy,religion"
"
											Hace unas semanas
											tuve la oportunidad de ir a Arabia Saudita.
											Lo primero que quería hacer, como musulmán,
											era ir a La Meca y visitar la Ka'bah,
											el lugar más sagrado del Islam.
											Y lo hice: me puse el atuendo ritual,
											fui a la mezquita sagrada,
											oré,
											y cumplí todos los rituales.
											Mientras tanto,
											aparte de toda la espiritualidad,
											había un detalle trivial en la Ka'bah
											que me interesó en particular.
											No había separación de sexos.
											En otras palabras, hombres y mujeres
											oraban juntos.
											Iban juntos haciendo el tawaf,
											el recorrido circular alrededor de la Ka'bah.
											Estaban juntos mientras rezaban.
									","
											Birkaç hafta önce,
											Suudi Arabistan'a gitme fırsatım oldu.
											Ve bir Müslüman olarak, yapmak istediğim ilk şey
											Mekke'ye gidip, İslam'ın en kutsal mabedi
											olan Kabe'yi ziyaret etmekti.
											Ve bunu yaptım. Dinî kıyafetlerimi giydim.
											Kutsal camiye gittim.
											Duamı ettim, namazımı kıldım.
											Tüm dinî vecibeleri yerine getirdim.
											Ve bu arada,
											tüm bu ruhsallığın yanısıra,
											Kabe'de bana oldukça ilginç gelen
											dünyevi bir ayrıntı vardı.
											Cinsiyetler arasında hiçbir ayrım yoktu.
											Bir başka deyişle, erkekler ve kadınlar
											hep birlikte ibadet ediyordu.
											Kabe'nin etrafında dönülen
											tavaf sırasında birlikteydiler,
											Dua ederken, namaz kılarken birlikteydiler.
									","
											Il y a quelques semaines,
											J'ai eu la chance d'aller en Arabie Saoudite.
											Et la première chose que j'ai voulu faire en tant que Musulman,
											a été d'aller a la Mecque et visiter la Kaaba,
											le lieu le plus saint de l'Islam.
											Et c'est ce que j'ai fait; j'ai mis mon habit rituel,
											je suis allé à la sainte mosquée;
											j'ai fait mes prières,
											j'ai accompli tous les rituels.
											Et pendant ce temps-la,
											en dehors de la spiritualité,
											il y avait un détail à priori insignifiant dans la Kaaba
											qui m'a semblé assez interessant.
											Il n'y avait pas de séparation des sexes.
											En d'autres termes, hommes et femmes
											vivaient le culte tous ensemble.
											Ils etaient ensemble faisant le tawaf
											la circumambulation autour de la Kaaba.
											Ils étaient ensemble pendant les prières.
									","
											Vor einigen Wochen
											hatte ich die Möglichkeit, nach Saudi Arabien zu gehen.
											Und das Erste, was ich als Muslim machen wollte,
											war nach Mekka zu gehen und die Kaaba zu besuchen,
											den heiligsten Schrein des Islam.
											Und das habe ich gemacht; ich habe mein rituelles Kleid angezogen,
											ich bin in die heilige Moschee gegangen,
											ich habe meine Gebete aufgesagt,
											ich habe alle Rituale befolgt.
											Und währenddessen,
											neben der ganzen Spiritualität,
											gab es ein banales Detail in der Kaaba,
											das ich sehr interessant fand.
											Es gab keine Trennung der Geschlechter.
											Anders gesagt, Männer und Frauen
											haben zusammen die Religion ausgeübt.
											Sie haben den Tawaf zusammen ausgeführt,
											das Umrunden der Kaaba.
											Sie waren während des Betens zusammen.
									",Faith versus tradition in Islam,Mustafa Akyol,17:11,"Egypt,Islam,TEDx,culture,democracy,religion"
"
","
","
","
",Faith versus tradition in Islam,Mustafa Akyol,17:11,"Egypt,Islam,TEDx,culture,democracy,religion"
"
											Si se preguntan qué hay de interesante en eso
											tendrían que ver el resto de Arabia Saudita
											porque es un país
											con divisiones muy marcadas entre los sexos.
											En otras palabras,
											como hombres, uno simplemente no puede
											compartir el mismo espacio físico con las mujeres.
											Y lo he notado de una manera muy extraña.
											Dejé la Ka'bah
											para comer algo en el centro de La Meca.
											Me dirigía al Burger King más cercano.
											Fui hacia allí...
											noté que había una sección masculina,
											bien diferenciada de la sección femenina.
											Y tuve que hacer el pedido, pagar y comer en la sección masculina.
											""Es extraño"", pensé para mis adentros,
											""se puede socializar con el sexo opuesto en la Ka'bah sagrada,
											pero no en Burger King"".
									","
											Eğer bunun neden ilginç olduğunu sorarsanız,
											Suudi Arabistan'ın geri kalanını görmeniz gerekir.
											Çünkü bu ülkede
											cinsiyetler katı şekilde birbirinden ayrılmıştır.
											Bir başka deyişle,
											çok basitçe, eğer erkekseniz
											kadınlarla aynı mekanda bulunamazsınız.
											Ve ben bunu çok komik bir şekilde farkettim.
											Kabe'den ayrıldım,
											birşeyler yemek için Mekke şehir merkezine indim.
											En yakın Burger King restoranına gittim.
											Ve orada
											kadınlar bölümünden özenle ayrılmış
											bir erkekler bölümü olduğunu farkettim.
											Erkekler bölümünde sipariş vermek, ödemek ve yemek zorundaydım.
											""Komik"" dedim kendi kendime.
											""Kutsal Kabe'de karşı cinsle karışabilirsin,
											ama Burger King'de değil.""
									","
											Et si vous vous demandez en quoi ceci est intéressant,
											vous devriez voir le reste de l'Arabie Saoudite,
											car c'est un pays
											qui est strictement divisé selon le genre.
											Autrement dit,
											en tant qu'homme, vous n'êtes tout simplement pas supposé
											vous trouver dans le même espace physique que les femmes.
											Et je l'ai remarqué de manière assez comique.
											J'ai quitté la Kaaba
											pour manger un truc dans le centre ville de La Mecque.
											Je me suis dirigé vers le Burger King le plus proche.
											Et en y entrant
											j'ai remarqué qu'il y avait une section pour homme
											qui etait soigneusement separée de la section pour femme.
											Et je devais commander, payer et manger dans la section pour homme.
											""C'est marrant"" je me suis dis,
											on peut se mêler au sexe opposé a la sainte Kaaba,
											mais pas au Burger King.""
									","
											Und falls es Sie wundert, warum das überhaupt interessant ist,
											dann müssen Sie sich den Rest von Saudi Arabien ansehen,
											weil es ein Land ist
											das streng zwischen den Geschlechtern geteilt ist.
											In anderen Worten,
											als Mann sollte man einfach nicht
											im gleichen Raum mit einer Frau sein.
											Und ich habe das auf sehr lustige Art und Weise festgestellt.
											Ich verliess die Kaaba,
											um in der Innenstadt von Mekka etwas zu essen.
											Ich ging zum nächsten Burger King Restaurant.
											Ich ging dahin –
											und stellte fest, dass es einen Männerbereich gab,
											der sorgfältig vom Frauenbereich getrennt war.
											Und ich musste im Männerbereich zahlen, bestellen und essen.
											""Das ist lustig."" habe ich mir gedacht,
											""Man kann mit dem anderen Geschlecht in der heiligen Kaaba in Kontakt kommen,
											aber nicht bei Burger King.""
									",Faith versus tradition in Islam,Mustafa Akyol,17:11,"Egypt,Islam,TEDx,culture,democracy,religion"
"
","
","
","
",Faith versus tradition in Islam,Mustafa Akyol,17:11,"Egypt,Islam,TEDx,culture,democracy,religion"
"
											Bastante irónico.
											Irónico y a la vez muy revelador
											porque la Ka'bah y sus rituales
											son reliquias de la primera fase del Islam,
											la del profeta Mahoma.
											De haber sido importante en ese momento
											la separación de hombres y mujeres
											habrían habido rituales en torno a la Ka'bah acordes con eso.
											Pero parece que en esa época esto no importaba.
											Por eso los rituales eran así.
											Creo que eso también se confirma
											con el hecho de que la exclusión de la mujer
											en una sociedad dividida
											es algo que no se encuentra en el Corán,
											el corazón mismo del Islam,
											el núcleo divino del Islam,
											en el que los musulmanes -y me incluyo- creemos.
											Creo que no es un accidente
											que no encontremos esta idea
											en el origen mismo del Islam.
											Porque muchos eruditos
											que estudian la historia del pensamiento islámico
											-eruditos occidentales o musulmanes-
											piensan que la práctica
											de separar físicamente a hombres de mujeres
											viene de un desarrollo posterior del Islam,
											fruto de la adopción musulmana
											de culturas y tradiciones preexistentes de Oriente Medio.
											La exclusión de la mujer era, en realidad,
											una práctica bizantina y persa;
											los musulmanes la adoptaron,
											haciéndola parte de su religión.
									","
											Oldukça ironik.
											İronik ve aynı zamanda, bence çok manidar.
											Çünkü Kabe ve etrafındaki dinî vecibeler,
											İslam'ın en erken dönemlerinden yâdigardır.
											Hz. Muhammed döneminden.
											Ve eğer o zamanlar
											erkeklerle kadınları ayırmak konusu vurgulanmış olsaydı,
											Kabe etrafındaki vecibeler de o şekilde tasarlanırdı.
											Fakat belli ki, o zamanlar böyle bir sorun yoktu.
											Doğal olarak da vecibeler de böyle şekillendi.
											Bence bu aynı zamanda şunu da doğrular ki,
											kadınların toplum hayatından uzaklaştırılıp
											bölünmüş bir toplum yaratılması
											Kuran'ın çekirdeğinde
											–ilahî çekirdeğinde–
											mevcut olmayan bir şeydir
											ve ben dâhil tüm Müslümanlar buna inanır.
											Bence,
											bu fikrin
											İslam'ın özünde bulunmaması tesadüf değildir.
											Çünkü
											İslam felsefesi üzerine çalışan
											Müslüman ya da Batılı, birçok âlim
											şu görüştedir ki,
											erkeklerin ve kadınların fiziksel olarak ayrılması
											İslam'a daha sonra girmiştir.
											Müslümanlar, zaman içinde
											Ortadoğu'da mevcut bazı kültür ve gelenekleri benimsemişlerdir.
											Kadınların toplum hayatından uzaklaştırılması aslen
											bir Bizans ve Fars uygulamasıydı.
											Müslümanlar bunu benimsediler
											ve dinlerinin bir parçası hâline getirdiler.
									","
											Assez ironique.
											Ironique, mais aussi, je pense, assez parlant.
											Car la Kaaba et les rituels qui l'entourent
											sont des reliques de la première phase de l'Islam,
											celle du prophète Mohammed.
											Et s'il y avait eu une grande importance donnée a cette époque
											à la séparation des hommes et des femmes,
											les rituels autour de la Kaaba auraient pu être concus en conséquence.
											Mais apparemment ce n'etait pas un problème à ce moment la.
											Alors les rituels ont été faits comme cela.
											Et ceci est, je pense, confirmé
											par le fait que l'isolement des femmes
											dans la creation d'une société divisée
											est quelque chose que vous ne trouvez pas dans le Coran,
											la base meme de l'Islam —
											le coeur divin de l'Islam
											auquel tous les musulmans, dont moi, croient.
											Et je ne pense pas que ce soit un accident
											que vous ne trouviez pas cette idée
											dans l'origine même de l'Islam.
											Car beaucoup de spécialistes
											qui étudient l'histoire de la pensée Islamique,
											Musulmans ou Occidentaux,
											pensent qu'en fait la pratique
											de diviser physiquement hommes et femmes
											est arrivée comme un developpement tardif de l'Islam,
											au moment ou les Musulmans adoptaient
											des cultures et traditions pre-existantes au Moyen Orient.
											L'isolement des femmes était en fait
											une pratique Byzantine et Perse,
											que les Musulmans ont adopté
											et intégré à leur religion.
									","
											Ziemlich ironisch.
											Ironisch, und ich glaube, es ist auch recht aufschlussreich.
											Denn die Kaaba und die Rituale darum herum
											sind Relikte aus der frühesten Phase des Islams,
											die des Propheten Mohammed.
											Und wenn es damals besonders wichtig gewesen wäre
											Männer von Frauen zu trennen,
											dann hätte man die Rituale um die Kaaba entsprechend gestaltet.
											Aber das war zu dieser Zeit scheinbar kein Thema.
											Also entstanden die Rituale so.
											Es ist auch, glaube ich, bestätigt
											durch die Tatsache, dass sie Abgeschlossenheit der Frauen,
											die eine geteilte Gesellschaft erzeugt,
											etwas ist, dass man im Koran nicht finden kann,
											dem Kern des Islam –
											dem göttlichen Kern des Islam,
											an den alle Muslime, ebenso ich, glauben.
											Und ich glaube, es ist kein Zufall,
											dass man diese Idee nicht
											im Ursprung des Islam findet.
											Weil viele Gelehrte,
											die die Geschichte der islamischen Philosophie studieren –
											muslimische Gelehrte und Westler –
											denken, dass eigentlich der Brauch,
											Männer und Frauen räumlich zu trennen,
											als spätere Entwicklung im Islam entstand,
											als Muslime bereits existierende
											Kulturen und Traditionen des Mittleren Osten annahmen.
											Die Abgeschlossenheit von Frauen war eigentlich
											ein byzantinischer und persischer Brauch,
											und Muslime haben das übernommen
											und zu einem Teil ihrer Religion gemacht.
									",Faith versus tradition in Islam,Mustafa Akyol,17:11,"Egypt,Islam,TEDx,culture,democracy,religion"
"
","
","
","
",Faith versus tradition in Islam,Mustafa Akyol,17:11,"Egypt,Islam,TEDx,culture,democracy,religion"
"
											Y, en realidad, esto es sólo un ejemplo
											de un fenómeno mucho más grande.
											Lo que hoy llamamos Ley Islámica, y en particular cultura islámica.
											Pero hay muchas culturas islámicas.
											La cultura de Arabia Saudita es muy diferente
											a la de mi ciudad, Estambul, en Turquía.
											Pero aún así,
											si vamos a hablar de una cultura musulmana,
											ésta tiene un núcleo, un mensaje divino,
											que dio inicio a la religión
											y luego, sobre eso, se agregaron muchas
											tradiciones, percepciones y prácticas.
											Eran tradiciones de Oriente Medio, tradiciones medievales.
									","
											Ve aslında bu,
											çok daha büyük bir olguya dair sadece bir örnektir.
											Bugün adına İslam Hukuku (Şeriat) ve özellikle İslam Kültürü dediğimiz
											–ki aslında çok sayıda farklı İslamî Kültür mevcuttur.
											Örneğin Suudi Arabistan'daki,
											benim memleketim İstanbul'dan ya da Türkiye'den çok farklıdır.
											Ama yine de,
											eğer bir İslam Kültürü'nden bahsedecekseniz,
											bunun bir çekirdeği vardır, o da ilahî mesajdır
											dini başlatan.
											Ancak daha sonra birçok gelenek, algı,
											çeşitli uygulamalar bunun üstüne eklenmiştir.
											Bunlar da, Ortadoğu'nun Ortaçağ dönemi gelenekleridir.
									","
											Et c'est juste l'un des exemples
											d'un phénomène bien plus large.
											Ce que nous appelons aujourd'hui la Loi Islamique, et en particulier la culture Islamique,
											alors qu'il y a même plusieurs cultures Islamique;
											celle d'Arabie Saoudite est très differente
											de celle d'ou je viens a Istanbul ou en Turquie.
											Mais bref,
											si vous devez parler d'une culture musulmane,
											elle a un coeur, le message divin,
											qui a été à l'origine de la religion,
											mais par la suite, plusieurs traditions, perceptions,
											plusieurs pratiques y ont ete ajoutées.
											Et ce sont des traditions du Moyen Orient médieval.
									","
											Und das ist wirklich nur ein Beispiel
											eines viel größeren Phänomens.
											Was wir heute das Gesetz des Islam nennen und besonders die islamische Kultur –
											und es gibt eigentlich viele islamische Kulturen;
											die in Saudi Arabien ist sehr anders
											als die, wo ich herkomme, in Istanbul oder der Türkei.
											Aber trotzdem,
											wenn man über muslimische Kultur spricht,
											hat diese einen Kern, eine göttliche Botschaft,
											welche die Religion in Gang setzte,
											aber dann wurden dem viele Traditionen, Sichtweisen,
											viele Bräuche zugefügt.
											Und dies waren Traditionen des Mittleren Osten – mittelalterliche Traditionen.
									",Faith versus tradition in Islam,Mustafa Akyol,17:11,"Egypt,Islam,TEDx,culture,democracy,religion"
"
","
","
","
",Faith versus tradition in Islam,Mustafa Akyol,17:11,"Egypt,Islam,TEDx,culture,democracy,religion"
"
											Y hay dos mensajes importantes, o dos lecciones,
											a aprender de esa realidad.
											En primer lugar, los musulmanes
											piadosos, conservadores, creyentes que quieren ser leales a su religión
											no deberían aferrarse a todo lo de su cultura
											pensando que es mandato divino.
											Quizá haya tradiciones malas
											que deberían cambiarse.
											Por otro lado, los occidentales
											que miran la cultura islámica
											y ven aspectos problemáticos
											no debería concluir tan rápidamente que lo ordena el Islam.
											Quizá es una cultura de Oriente Medio
											que se confundió con el Islam.
									","
											Ve iki önemli mesaj ya da ders
											alınmalıdır bu gerçeklikten.
											Birincisi, Müslümanlar–
											dinlerine bağlı olmak isteyen dindar, tutucu, inançlı Müslümanlar–
											kültürlerinde mevcut herşeye
											ilahi birer zorunluluk olarak tutunmamalıdır.
											Belki de bazı şeyler sadece kötü geleneklerdir
											ve değiştirilmeleri gerekiyordur.
											Diğer yanda, Batılılar
											İslam Kültürü'ne bakarak
											bazı sorunlu yönler gördüklerinde
											bunların İslam'ın emri olduğuna dair peşin hüküm vermemelidir.
											Belki de bu sadece bir Ortadoğu kültürüdür
											ve zaman içinde İslam ile karıştırılmıştır.
									","
											Et il y a deux messages importants, ou deux leçons,
											à tirer de cette réalité.
											Tout d'abord, les Musulmans,
											pieux, conservateurs et croyants qui veulent être fidèles à leur religion,
											ne devraient pas se cramponner à tout ce qui fait leur culture,
											pensant que cela a été mandaté par Dieu.
											Peut-être que certaines choses sont de mauvaises traditions
											et ont besoin d'être changées.
											D'un autre côté, les Occidentaux
											qui regardent la culture Islamique
											et y voient des aspects problèmatiques
											ne devraient pas conclure hativement que ce sont là les preceptes de l'Islam.
											Peut-être est-ce une culture moyen-orientale
											qui a été confondue avec l'Islam.
									","
											Und da gibt es zwei wichtige Botschaften, oder zwei Lektionen,
											die man dieser Realität entnehmen kann.
											Zunächst sollten Muslime –
											fromme, konservative, gläubige Muslime, die ihrer Religion treu sein wollen –
											sich nicht an alles in ihrer Kultur klammern
											in der Annahme, das sei ein göttlicher Auftrag.
											Vielleicht sind manche Dinge schlechte Traditionen
											und sie benötigen Änderungen.
											Andererseits sollten Westler,
											welche die islamische Kultur ansehen
											und störende Aspekte erkennen,
											nicht leichtfertig folgern, dass das der Islam bestimmt.
											Vielleicht ist es eine Kultur des Mittleren Ostens
											die mit dem Islam verworren wurde.
									",Faith versus tradition in Islam,Mustafa Akyol,17:11,"Egypt,Islam,TEDx,culture,democracy,religion"
