fr,en,pt,de,tr,es,title,speaker,duration,tags
"
","
","
","
","
","
",Four sisters in Ancient Rome,Ray Laurence,8:23,"history,TED-Ed,ancient world,animation,anthropology,culture,world cultures"
"
											Aujourd'hui, nous allons regarder 
le monde de Rome
											à travers les yeux d'une jeune fille.
											La voici, 
faisant un dessin d'elle-même
											dans l'atrium 
de l'énorme maison de son père.
											Son nom est Domitia,
											et elle a tout juste 5 ans.
											Elle a un frère aîné 
qui a quatorze ans,
											Lucius Domitius Ahenobarbus,
											il a le même nom que son père.
											On ne donne pas aux fille ces noms longs 
qu'on donne aux garçons.
											Ce qui est pire, c'est que papa insiste
											pour appeler toutes ses filles Domitia.
											« Domitia ! »
											Il appelle Domitia 
qui dessine sur la colonne,
											Domitia III.
											Elle a une sœur aînée, Domitia II, 
qui a 7 ans.
											Et puis il y a Domitia I,
qui en a 10.
											Il y aurait dû y avoir une Domitia IV,
											mais maman est morte 
en lui donnant naissance il y a trois ans.
											Vous êtes perdus ?
											Les Romains l'étaient aussi.
											Ils pouvaient retracer leur ascendance 
par le biais de la ligne masculine
											avec les jolis noms tripartites
											comme Lucius Domitius Ahenobarbus.
											Mais ils ne s'y retrouvaient pas
											pour savoir quelle Domitia 
était mariée à qui
											et était soit la grand-tante
											ou la belle-mère de qui etc.
											quand il s'agissait de l'écrire.
											Domitia III ne se contente pas
de dessiner sur le pilier,
											elle observe également ce qui se passe.
											Il est tôt,
											c'est l'heure de la journée 
où tous les clients et amis de son père
											viennent le voir chez lui
pour lui présenter leurs respects.
											Lucius Popidius Secundus, 17 ans,
											veut épouser Domitia II
											d'ici cinq à sept ans,
											est venu lui aussi.
											Il semble courtiser 
non pas sa future femme,
											mais son père.
											Pauvre Lucius, il ne sait pas 
que le papa de cette Domitia
											pense que sa famille et lui sont riches
											mais toujours des ordures de la Suburre.
											Après tout, c'est la partie de Rome
											pleine de barbiers et de prostituées.
											Tout à coup, tous les hommes 
s'en vont avec papa.
											C'est la deuxième heure
											et il est temps pour lui
d'être au tribunal
											avec un solide public de clients
											pour applaudir sa rhétorique
											et siffler son adversaire.
											La maison est maintenant plus calme.
											Les hommes ne reviendront pas 
avant sept heures,
											pas avant l'heure du dîner.
											Mais que se passe-t-il dans la maison 
pendant ces sept heures ?
											Que font Domitia, Domitia, et Domitia 
toute la journée ?
											Ce n'est pas une question facile !
											Tout ce que les Romains ont écrit
											et qui nous est parvenu 
a été écrit par des hommes.
											Il nous est donc difficile de
construire la vie des femmes.
											Cependant, nous ne pouvons nous contenter
d'une histoire limitée aux Romains mâles,
											donc voilà.
											Nous pouvons commencer dans l'atrium.
											Il y a un énorme métier à tisser,
											sur lequel la dernière épouse en date de papa 
travaille à une nouvelle toge.
											Domitia, Domitia et Domitia sont chargées
											de filer la laine
											qui servira à tisser
ce vêtement gigantesque,
											de 9 mètres de long ou plus,
et de forme elliptique.
											Les Romains aimaient l'idée
											que leurs femmes travaillent la laine.
											Nous le savons parce que c'est écrit
											sur les pierres tombales 
de tant de femmes romaines.
											Contrairement aux femmes en Grèce,
											les Romaines sortent de la maison
											et se déplacent en ville.
											Elles vont aux bains le matin 
pour éviter les hommes
											ou à des bains séparés
réservés aux femmes.
											Certaines préfèrent la dernière mode 
des années 70 après JC. :
											se baigner nue
en présence des hommes.
											Là où elles n'ont pas leur place,
											ce sont les lieux où sont les hommes :
											dans le Forum,
											au tribunal,
											ou à la chambre du Sénat.
											Leur place en public est dans les arcades
											avec des jardins,
											avec des sculptures,
											et avec des sentiers pour y marcher.
											Quand Domitia, Domitia et Domitia veulent
											quitter la maison pour aller quelque part,
											comme le portique de Livie,
											elles doivent se préparer.
											Domitia II et Domitia III sont prêtes,
											mais Domitia I, qui est fiancée 
et doit se marier
											dans les deux ans à ce cher Philatus,
											n'est pas prête.
											Elle n'est pas lente, 
elle a encore à faire.
											Être fiancée signifie 
qu'elle porte l'insigne des fiançailles :
											les bagues de fiançailles
											et tous les cadeaux que Pilatus lui a offerts —
											des bijoux,
											des boucles d'oreilles,
											des colliers,
											et les pendentifs.
											Elle peut même porter
sa couronne de myrte.
											Tout ce clinquant crie,
											« Je vais me marier à cet homme de 19 ans
											qui m'a donné tous ces trucs que je porte ! »
											Pendant qu'elles attendent, Domitia II 
et Domitia III jouent avec leurs poupées
											qui reflètent l'image de leur sœur
											parée pour se marier.
											Un jour, ces poupées seront consacrées
											pour les dieux du foyer
le jour de leur mariage.
											Bon, nous sommes prêts.
											Les filles montent dans les litières
portées par de solides esclaves.
											Elles ont aussi un chaperon avec elles
											et vont retrouver une tante au portique de Livie.
											Portées haut sur les épaules de ces esclaves,
											les filles regardent dehors à travers les rideaux
											pour voir les rues bondées en dessous d'elles.
											Elles traversent la ville, 
passent devant le Colisée,
											mais ensuite tournent 
pour grimper sur la colline
											jusqu'au portique de Livie.
											Il a été construit par Livie, l'épouse 
du premier empereur Auguste,
											sur le site de la maison de Vedius Pollio.
											Ce type n'était pas si bien que ça.
											Une fois, il a essayé de donner un esclave
											en pâture aux anguilles 
dans son étang à poissons
											pour avoir simplement fait tomber un plat.
											Heureusement, l'empereur était au dîner
											et a calmé sa colère.
											Les litières sont placées par terre
											et les filles sortent
											et bras dessus bras dessous, 
deux par deux,
											elles montent les marches
											et entrent dans le jardin clos 
avec beaucoup de colonnes.
											Domitia III a filé et dessine sur une colonne.
											Domitia II la rejoint
											mais cherche à lire le graffiti 
plus haut sur la colonne.
											Elle aperçoit un dessin de gladiateurs
											et essaye de les imaginer
en train de combattre,
											chose qu'elle ne sera jamais 
autorisée à faire,
											sauf à le faire du fin fond du Colisée..
											De là, elle aura une bonne vue
											des 50 000 spectateurs
											mais verra peu de sang et de tripes.
											Si elle voulait vraiment une vue correcte,
											elle pourrait devenir vestale,
											et elle serait assise au premier rang.
											Mais une carrière à s'occuper 
du feu sacré de Vesta
											n'est pas du goût de tout le monde.
											Domitia I a rencontré une autre fille de dix ans
											également parée de l'insigne des fiançailles.
											Il est temps de rentrer à la maison.
											Quand elles y arrivent après la huitième heure,
											il s'y passe quelque chose.
											Un plat brisé gît sur le sol.
											On rassemble tous les esclaves dans l'atrium
											et on attend l'arrivée de leur maître.
											Papa va devenir fou.
											Il ne frappera pas ses enfants,
											mais comme de nombreux autres Romains,
											il croit que les esclaves doivent être punis.
											Le fouet est prêt pour son arrivée.
											Personne ne sait qui a cassé le plat,
											mais papa appellera le contremaître
											pour le leur faire dire 
sous la torture si nécessaire.
											Le portier ouvre la porte d'entrée à la maison.
											Un silence envahit les esclaves anxieux.
											Ce n'est pas leur maître qui entre,
											mais, au contraire, une adolescente enceinte.
											C'est la fille aînée du maître, 15 ans,
											qui est déjà un vétéran du mariage 
et de la naissance d'enfant.
											Devinez quel est son nom.
											Il y a cinq à dix pour cent de chances
											qu'elle ne survive pas à son accouchement,
											mais, pour l'instant, 
elle est venue dîner avec sa famille.
											En tant que mère adolescente,
											elle a prouvé qu'elle est une femme accomplie
											en donnant les enfants et descendants à son mari,
											qui porteront son nom dans le futur.
											La famille se dirige vers la salle à manger
											et on leur sert à dîner.
											Il semblerait que papa 
a eu une invitation à dîner ailleurs.
											Le dîner terminé, les filles ont traversé l'atrium
											pour faire leurs adieux à leur sœur aînée
											qui est ramenée chez elle sur une litière,
											escortée par des gardes du corps de papa.
											En rentrant à la maison,
											les filles traversent l'atrium.
											Les esclaves, les jeunes et les vieux,
											hommes et femmes,
											attendent le retour de leur propriétaire.
											Quand il revient, 
il peut exiger la vengeance,
											et s'assurer que son pouvoir sur les esclaves
											est maintenu par la violence et la terreur,
											auxquelles tout esclave peut être soumis.
											Mais, quant aux filles, 
elles montent à l'étage pour la nuit,
											prêtes à aller se coucher.
									","
											Today, we're going to look at the world of Rome
											through the eyes of a young girl.
											Here she is, drawing a picture of herself
											in the atrium of her father's enormous house.
											Her name is Domitia,
											and she is just 5 years old.
											She has an older brother who is fourteen,
											Lucius Domitius Ahenobarbus,
											named after her dad.
