es,pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Discover the physical side of the internet,Andrew Blum,11:59,"Internet,business,exploration,technology"
"
											Siempre he escrito acerca de arquitectura,
											acerca de edificios, y escribir acerca de arquitectura
											se basa en ciertas suposiciones.
											Un arquitecto diseña un edificio, y se convierte en un lugar,
											o muchos arquitectos diseñan muchos edificios, que se vuelven
											una ciudad, y pese a esta complicada mezcla de fuerzas
											de política y cultura, y de la economía que le da forma
											a estos lugares, al final del día, puedes ir
											y visitarlos. Tú puedes caminar alrededor de ellos.
											Puedes olerlos. Puedes sentirlos.
											Puedes experimentar su presencia geográfica.
									","
											Tenho escrito principalmente sobre arquitectura,
											sobre prédios. E escrever sobre arquitectura
											baseia-se em certas suposições.
											Um arquitecto desenha um prédio que se torna num local;
											ou muitos arquitectos desenham muitos prédios
que se tornam numa cidade.
											E, independentemente desta complexa 
mistura de forças
											da política, cultura e economia,
											que molda estes lugares, no fim de contas,
											podem visitá-los. Podem caminhar à volta deles.
											Podem cheirá-los. Podem senti-los.
											Podem experimentar o seu sentido de lugar.
									","
											Daha önceleri binalar ve mimari hakkında
											yazıyordum ve mimariyle ilgili yazmak
											belirli varsayımlara dayanır.
											Bir mimar binayı tasarlar ve onu bir mekan haline gelir,
											ya da bir çok mimar bir çok bina tasarlayarak
											bir şehir yaratırlar, bu yerleri şekillendiren siyasetin,
											kültürün ve ekonominin karmaşıklığına rağmen
											günün sonunda gider ve buraları
											ziyaret edersiniz. Çevresinde gezersiniz.
											Kokularını duyarsınız. Bir şekilde hissedebilirsiniz.
											Size, birer mekan oluşlarının hissini yaşatırlar.
									","
											I've always written primarily about architecture,
											about buildings, and writing about architecture
											is based on certain assumptions.
											An architect designs a building, and it becomes a place,
											or many architects design many buildings, and it becomes
											a city, and regardless of this complicated mix of forces
											of politics and culture and economics that shapes
											these places, at the end of the day, you can go
											and you can visit them. You can walk around them.
											You can smell them. You can get a feel for them.
											You can experience their sense of place.
									","
											J'ai toujours écrit principalement sur l'architecture,
											sur les bâtiments, et l'écriture sur l'architecture
											se base sur certaines hypothèses.
											L'architecte conçoit un bâtiment, et il devient un lieu,
											ou bien plein d'architectes conçoivent plein de bâtiments, et ça devient une ville,
											et indépendamment de ce mélange complexe de forces
											politique, culturelles et économiques qui façonnent
											ces lieux, en fin de compte, on peut aller les visiter.
											On peut en faire le tour.
											On peut les sentir. On peut les ressentir.
											On peut ressentir l'esprit du lieu.
									","
											Ich habe eigentlich immer 
über Architektur geschrieben,
											über Gebäude, und das beruht auf
											gewissen Annahmen.
											Ein Architekt entwirft ein Gebäude 
und es wird ein Ort
											oder mehrere Architekten bauen viele Gebäude 
und somit entsteht eine Stadt,
											aber abgesehen von dieser komplizierten Mischung
											aus Politik, Kultur und Wirtschaft, 
die unsere Umgebung gestaltet,
											können Sie diese Gebäude zum Schluss
											einfach besuchen. Sie können sogar 
um sie herum spazieren.
											Sie können sie riechen. Sie fühlen.
											Sie erleben ihre Räumlichkeit.
									",Discover the physical side of the internet,Andrew Blum,11:59,"Internet,business,exploration,technology"
"
","
","
","
","
","
",Discover the physical side of the internet,Andrew Blum,11:59,"Internet,business,exploration,technology"
"
											Pero lo que más me ha llamado la atención en los últimos años
											es que yo cada vez menos estaba saliendo a presenciar al mundo,
											y que cada vez más estaba sentado frente a la computadora.
											Y especialmente desde el 2007, cuando conseguí un iPhone,
											no solo me la pasaba al frente de la pantalla el día entero,
											pero además me estaba dedicando a mirar al final del día
											una pantallita que llevo siempre en mi bolsillo.
											Y lo que más me sorprendió fue lo rápido
											que mi relación con el ambiente físico había cambiado.
											En un lapso muy corto, aunque lo consideremos
											15 años de estar en línea, o digamos que
											los últimos cuatro o cinco años de estar en línea todo el tiempo,
											nuestra relación con el ambiente ha cambiado
											debido a que nuestra atención está constantemente dividida.
											Estamos mirando dentro de las pantallas y estamos
											experimentando el mundo alrededor nuestro.
									","
											Mas o que foi chocante para mim ao longo
dos últimos anos
											foi que ía cada vez menos lá para fora,
											e ficava cada vez mais à frente do ecrã do
meu computador.
											E, especialmente desde 2007, quando 
comprei um iPhone,
											não ficava apenas sentado à frente 
do ecrã o dia todo,
											como também me levantava no final do dia,
											e olhava para o pequeno ecrã que
trazia no meu bolso.
											E o que me surpreendia era o quão rapidamente
											a minha relação com o mundo físico tinha mudado.
											Neste curtíssimo período de tempo, sabem, 
quer lhe chamem
											os últimos cerca de 15 anos a estarem <i>online</i>,
											ou os últimos quatro ou cinco anos a
estarem sempre <i>online</i>,
											a nossa relação com o meio envolvente
mudou na medida em que
											a nossa atenção está constantemente dividida. Sabem,
											estamos a olhar para os ecrãs e a olhar
											para o mundo que nos rodeia.
									","
											Ancak son birkaç yılda beni sarsan şey şu oldu,
											dışarıdaki dünyaya daha az karıştıkça
											bilgisayar ekranımın karşısında daha çok oturuyordum.
											Ve özellikle iPhone'umu aldığım 2007'den beri,
											ekran karşısında sadece oturmakla kalmadım
											günün sonunda kalkıp, tüm gün cebimde
											taşıdığım küçük ekrana da bakmaya başladım.
											Ve fiziksel dünyayla olan bağlantımın
											ne kadar da çabuk değiştiği beni çok şaşırttı.
											Bu kısacık zamanda, isterseniz siz buna çevirimiçi
											geçen 15 yıl, ya da devamlı çevirimiçi olduğunuz
											dört - beş yıl deyin, bu zaman içinde
											çevremizdekilerle ilişkimiz öylesine değişti ki
											dikkatimiz her daim bölünmüş durumda. Biliyorsunuz,
											hem ekranın içindekilere hem de dışarıda
											çevremizde olan dünyaya bakıyoruz.
									","
											But what was striking to me over the last several years
											was that less and less was I going out into the world,
											and more and more, I was sitting in front of my computer screen.
											And especially since about 2007, when I got an iPhone,
											I was not only sitting in front of my screen all day,
											but I was also getting up at the end of the day
											and looking at this little screen that I carried in my pocket.
											And what was surprising to me was how quickly
											my relationship to the physical world had changed.
											In this very short period of time, you know, whether you
											call it the last 15 years or so of being online, or the last,
											you know, four or five years of being online all the time,
											our relationship to our surroundings had changed in that
											our attention is constantly divided. You know,
											we're both looking inside the screens and we're looking
											out in the world around us.
									","
											Mais ce qui m'a frappé ces dernières années,
											c'était que je sortais de moins en moins dans le monde,
											et que, de plus en plus, j'étais assis devant mon écran d'ordinateur.
											Et surtout depuis environ 2007, lorsque j'ai eu un iPhone,
											je n'étais pas seulement assis devant mon écran toute la journée,
											mais aussi je me levais à la fin de la journée
											et je regardais ce petit écran que je transportais dans ma poche.
											Et ce qui m'a surpris c'est la rapidité du changement
											de ma relation avec le monde physique.
											Dans cette très courte période de temps, que vous considériez
											ces quelques 15 dernières années de connexion en ligne,
											ou les derniers 4 ou 5 ans de connexion permanente,
											notre relation à notre environnement a changé
											dans la mesure où notre attention est constamment divisée.
											Nous regardons à la fois à l'intérieur des écrans,
											et nous scrutons le monde qui nous entoure.
									","
											Aber mir ist in den letzten Jahren 
am meisten aufgefallen,
											dass ich immer weniger raus in die Welt ging,
											dafür aber immer mehr Zeit 
vor meinen Computerbildschirm saß.
											Insbesondere seit 2007, 
als ich mein iPhone kriegte,
											saß ich nicht nur den ganzen Tag vor dem Bildschirm,
											sondern guckte sogar am Abend
											auf diesen kleinen Bildschirm, den ich 
seitdem in meiner Tasche trage.
											Was ich daran erstaunlich fand, war wie schnell sich
											meine Beziehung zur materiellen Welt sich veränderte.
											Während dieser kurzen Zeit, ob Sie nun die
											letzten 15 Jahre oder so nehmen, 
die wir online waren,
											oder die vier oder fünf Jahre, 
seitdem wir den ganzen Tag online sind,
											änderte sich unser Verhältnis zur Umgebung so,
											dass unsere Aufmerksamkeit 
ständig geteilt ist.
											Wir haben gleichzeitig ein Auge 
auf unseren Bildschirmen
											und eines auf die Welt um uns herum.
									",Discover the physical side of the internet,Andrew Blum,11:59,"Internet,business,exploration,technology"
"
","
","
","
","
","
",Discover the physical side of the internet,Andrew Blum,11:59,"Internet,business,exploration,technology"
"
											Y lo que más me ha impactado, y lo que en realidad
											me enganchó, fue que el mundo dentro de la pantalla
											parece que no tiene una realidad propia.
											Si buscas imágenes acerca de Internet,
											esto es lo único que encontrarías, una imagen famosa de Opte
											mostrando Internet como una especie de Vía Láctea, una expansión infinita
											donde parece que no estamos en ninguno de sus lugares.
											Parece que nunca podremos abarcarla en su totalidad.
											Siempre me hace recordar a la imagen de la Tierra tomada en el Apolo,
											la foto de la canica azul, y creo que también sugiere
											que tampoco podemos entenderla desde su totalidad.
											Nos vemos relativamente pequeños ante su expansión.
									","
											E o que mais me surpreendeu, e o que realmente
											me prendeu, foi que o mundo dentro do ecrã
											não parecia ter uma realidade física própria.
											Se procurassem imagens na <i>Internet</i>,
											encontravam apenas isto, uma famosa
imagem do Projecto Opte,
											como uma espécie de Via Láctea,
uma expansão infinita
											onde parece não estarmos presentes em lado algum.
											Nunca parecemos conseguir compreender isto
na sua totalidade.
											Sempre me fez lembrar da imagem da Terra, 
tirada pela Apollo [17],
											a imagem da esfera azul, 
e de igual forma pretende sugerir,
											penso eu, que não a podemos realmente
compreender como um todo.
											Somos sempre pequenos olhando para 
a sua expansão.
									","
											Ve beni daha da çok şaşırtan ve takıldığım bir konu da
											ekranın içindeki dünyanın kendi içinde hiçbir
											gerçekliğinin olmamasıydı.
											Gidip de internetteki bir resmim ararsanız,
											bulduğunuz şey bu olur, Opte'nin bu meşhur İnternet fotoğrafı
											Samanyolu gibi, sonsuz genişlikte
											ve üzerinde yokmuşuz gibi görünüyor.
											Onu asla tamamıyla yakalayamayacağız.
											Bana her zaman Apollo'nun çektiği yeryüzü fotoğrafını
											hatırlatıyor, mavi bir bilye gibi, ve bu benzerliği
											sanki onu bir bütün gibi anlayamayacağımızı ifade ediyor.
											Genişlemesinin yüzeyinde küçük bir parçaymışız gibi.
									","
											And what was even more striking to me, and what I really
											got hung up on, was that the world inside the screen
											seemed to have no physical reality of its own.
											If you went and looked for images of the Internet,
											this was all that you found, this famous image by Opte
											of the Internet as the kind of Milky Way, this infinite expanse
											where we don't seem to be anywhere on it.
											We can never seem to grasp it in its totality.
											It's always reminded me of the Apollo image of the Earth,
											the blue marble picture, and it's similarly meant to suggest,
											I think, that we can't really understand it as a whole.
											We're always sort of small in the face of its expanse.
									","
											Et ce qui était encore plus frappant pour moi, ce qui m'a vraiment interpellé,
											c'était que le monde à l'intérieur de l'écran
											semblait n'avoir aucune réalité physique propre.
											Si on allait chercher des images de l'Internet,
											voilà tout ce qu'on trouvait, cette célèbre image de Opte,
											représentant l'Internet comme une sorte de Voie Lactée,
											cette étendue infinie où nous ne semblons pas figurer du tout.
											Nous ne pouvons apparemment jamais la saisir dans sa totalité.
											Ça m'a toujours rappelé la photo de la Terre vue d'Apollo,
											la photo de la bille bleue, et elle suggérait de la même façon,,
											selon moi, que nous ne pouvons pas vraiment le comprendre dans son ensemble.
											Nous sommes toujours petits face à son étendue.
									","
											Was mich noch mehr verwunderte und richtig wurmte,
											war die Tatsache, dass die Welt im Bildschirm
											keine eigene physikalische Realität zu haben schien.
											Falls Sie mal nach Abbildungen 
des Internets gesucht haben,
											war alles was Sie finden konnten, 
dieses berühmtes Bild von OPTE,
											wo das Internet als eine Art Milchstraße 
erscheint, diese Unendlichkeit,
											wo wir einfach verschwinden.
											Seine Gesamtheit zu erfassen ist für uns schwierig.
											Dieses Bild erinnert mich immer 
an das Apollo-Bild der Erde:
											eine kleine blaue Kugel. 
Diese Ähnlichkeit bedeutet,
											glaube ich, dass wir es nicht 
als Ganzes verstehen können.
											Gegenüber dieser Weite erscheinen 
wir immer irgendwie klein.
									",Discover the physical side of the internet,Andrew Blum,11:59,"Internet,business,exploration,technology"
"
","
","
","
","
","
",Discover the physical side of the internet,Andrew Blum,11:59,"Internet,business,exploration,technology"
"
											Entonces, si hay un mundo y una pantalla, y si hay un
											mundo físico a mi alrededor, nunca podría tenerlos
											juntos en un mismo lugar.
									","
											Portanto, se existisse este mundo e este ecrã, 
e se houvesse
											o mundo físico à minha volta,
nunca os poderia juntar
											aos dois no mesmo sítio.
									","
											Yani bu dünya, bu ekran ve etrafımdaki
											fiziksel dünya ayrı olsaydı, tüm bunları asla
											bir araya getiremezdim.
									","
											So if there was this world and this screen, and if there was
											the physical world around me, I couldn't ever get them
											together in the same place.
									","
											Donc s'il y avait bien cet univers et cet écran,
											et s'il y avait bien le monde physique autour de moi,
											je ne pourrais jamais les rassembler au même endroit..
									","
											Wenn da also diese Welt 
und dieser Bildschirm wären
											und die physische Welt um mich herum, 
dann könnte ich sie
											nie an einem Ort zusammenbringen.
									",Discover the physical side of the internet,Andrew Blum,11:59,"Internet,business,exploration,technology"
"
","
","
","
","
","
",Discover the physical side of the internet,Andrew Blum,11:59,"Internet,business,exploration,technology"
"
											Y de repente sucedió esto.
											Un día mi conexión de Internet dejó de funcionar,
											y un técnico vino a arreglarla, y comenzó con
											el nido de cables empolvados detrás de mi sofá,
											y luego siguió el cable hasta llegar al frente de mi casa, bajó por el sótano y
											salió por el patio trasero, hasta llegar a una maraña de cables colgados en la pared.
											Y luego vio una ardilla corriendo sobre el cable,
											y dijo, ""Ahí está el problema.
											Una ardilla está mascando su Internet"". (Risas)
											Y esto me pareció asombroso. Internet es
											una idea trascendental. Es un conjunto de protocolos que ha cambiado
											todo, desde compras, citas en línea, o revoluciones.
											Definitivamente no podía ser algo
											que una ardilla pudiera mascar. (Risas)
											Pero de hecho, eso fue lo que sucedió.
											Una ardilla, en realidad, había mascado mi Internet. (Risas)
											Y luego se me vino a la mente una imagen de
											lo que sucedería si arrancaras el cable de la pared y
											empezaras a seguirlo. ¿A dónde iría?
											¿Sería Internet un lugar al que tú en realidad podrías visitar?
											¿Podría ir ahí? ¿A quién encontraría?
											¿Hay algo en realidad ahí?
									","
											E depois aconteceu isto.
											Um dia a minha <i>Internet</i> avariou,
como às vezes acontece,
											e veio o técnico repará-la.
											Começou com os cabos empoeirados atrás do sofá,
											e seguiu-os até à frente do prédio, até à cave,
e pelas traseiras do prédio,
											e havia um grande confusão de 
cabos contra a parede.
											Depois ele viu um esquilo a correr pelo cabo,
											e disse, ""Aí está o seu problema.
											""Um esquilo está a roer a sua <i>Internet</i>.""
(Risos)
											E isto pareceu fascinante. 
A <i>Internet</i>
											é uma ideia sublime. 
É um conjunto de protocolos que tem mudado
											tudo, desde as compras ao namoro, e às revoluções.
											De forma alguma era algo
											que um esquilo pudesse roer.
(Risos)
											Mas de facto, parecia ser o caso.
											De facto, um esquilo tinha roído
a minha <i>Internet</i>. (Risos)
											E depois formou-se uma imagem na minha cabeça
do que aconteceria
											se arrancasse um cabo da minha parede
e começasse
											a segui-lo. Até onde iria?
											Seria a <i>Internet</i> de facto um local que 
pudéssemos visitar?
											Poderia eu ir para lá?
Quem é que eu conheceria?
											Será que realmente existe algo por aí?
									","
											Ve sonra olan oldu.
											Bir gün internet bağlantım gitti, zaten arada sırada olur,
											ve tamirci düzeltmeye geldi, kanepenin arkasındaki
											tozlu kablo yığınıyla işe başladı ve sırasıyla bunları
											evimin önüne, giriş katıma ve arka bahçeme kadar takip etti
											ve duvara dayalı karmaşık kablolar duruyordu.
											Ve kablo boyunca koşturan bir sincap gördü,
											""İşte,"" dedi ""probleminiz bu.""
											""İnternetinizi bir sincap çiğniyor."" (Kahkahalar)
											Ve bu gayet şaşırtıcıydı. İnternet devasa bir
											düşünce. Alışverişten sevgili bulmaya, devrimlere kadar
											her şeyi değiştiren birtakım protokoller bütünü.
											Yani bir sincabın onu çiğneyemeyeceği
											su götürmez bir gerçekti. (Kahkahalar)
											Ama, o anki durum bundan ibaretti.
											Bir sincap gerçekten de İnternet'imi çiğneyivermişti. (Kahkahalar)
											Ve sonra kafamda, bir kabloyu duvardan çekip
											takip edersem nereye gideceğimi canlandırdım.
											Acaba nereye varırdım?
											İnternet gerçekten de ziyaret edebileceğiniz bir yer mi?
											Gidebilir miyim oraya? Kimle karşılaşırım?
											Yani orada bir yerlerde gerçekten bir şey var mı?
									","
											And then this happened.
											My Internet broke one day, as it occasionally does,
											and the cable guy came to fix it, and he started with
											the dusty clump of cables behind the couch,
											and he followed it to the front of my building and into the basement and out to the back yard,
											and there was this big jumble of cables against the wall.
											And then he saw a squirrel running along the wire,
											and he said, ""There's your problem.
											A squirrel is chewing on your Internet."" (Laughter)
											And this seemed astounding. The Internet is
											a transcendent idea. It's a set of protocols that has changed
											everything from shopping to dating to revolutions.
											It was unequivocally not something
											a squirrel could chew on. (Laughter)
											But that in fact seemed to be the case.
											A squirrel had in fact chewed on my Internet. (Laughter)
											And then I got this image in my head of what would happen
											if you yanked the wire from the wall and if you started
											to follow it. Where would it go?
											Was the Internet actually a place that you could visit?
											Could I go there? Who would I meet?
											You know, was there something actually out there?
									","
											Et puis il s'est passé ça :
											Mon Internet est tombé en panne un jour, comme ça arrive parfois,
											le gars du câble est venu pour le réparer,
											il a commencé par le paquet poussiéreux de câbles derrière le canapé,
											il l'a suivi jusque devant mon immeuble, en passant par la cave et en ressortant par la cour arrière,
											et il y avait ce grand enchevêtrement de câbles contre le mur.
											Et puis il a vu un écureuil courir le long du fil,
											et il dit : « Voilà votre problème.
											Un écureuil mâchouille votre Internet ». (Rires)
											Et ça semblait incroyable. L’internet est une idée transcendante.
											C'est un ensemble de protocoles qui a tout changé,
											de nos achats jusqu’aux révolutions, en passant par nos rencontres amoureuses,
											Ce n'était clairement pas quelque chose
											qu'un écureuil pouvait mâcher. (Rires)
											Mais en fait, il semblait bien que si.
											Un écureuil avait bien mâchouillé mon Internet. (Rires)
											Et puis j'ai eu cette image en tête de ce qui se passerait
											si on arrachait le fil du mur
											et si on commençait à le suivre. Où irait-il ?
											Est-ce qu'Internet était en fait un endroit qu'on pouvait visiter ?
											Est-ce que je pouvais y aller? Qui pourrait-je y rencontrer ?
											Y avait-il vraiment quelque chose là-bas ?
									","
											Und dann passierte dies.
											Mein Internetanschluss ging eines Tages 
nicht mehr, wie es manchmal vorkommt,
											der Kabel-Mann kam und reparierte es; er fing an
											mit einem staubigen Haufen 
von Kabeln hinter der Couch,
											dem er durch die Hintertür, runter in den Keller, 
bis raus in den Garten folgte,
											wo der große Kabelsalat an der Wand hing.
											Dann sah er ein Eichhörnchen 
am Kabel entlang rennen,
											und er sagte: ""Hier läuft Ihr Problem.
											Ein Eichhörnchen kaut an Ihrem Internet."" 
(Lachen)
											Das war erstaunlich. Das Internet ist
											eine transzendente Idee. 
Es ist ein Haufen Protokolle,
											der alles von Shopping bis zum Dating 
und bis hin zu Revolutionen verändert hat.
											Es ist eindeutig nicht etwas,
											an dem ein Eichhörnchen drauf rumkauen kann. 
(Lachen)
											Aber so schien es in der Tat zu sein.
											Ein Eichhörnchen hatte wirklich 
an meinen Internet gekaut. (Lachen)
											Und dann hatte ich diese Idee 
in meinem Kopf, was passieren würde
											wenn man die Kabel aus der Wand 
ziehen und anfangen würde,
											ihnen zu folgen. Wohin würden sie führen?
											Ist das Internet tatsächlich ein Ort, 
den man besuchen kann?
											Könnte ich da hin gehen? 
Wen würde ich treffen?
											Gab es da draußen tatsächlich etwas?
									",Discover the physical side of the internet,Andrew Blum,11:59,"Internet,business,exploration,technology"
