en,es,tr,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
","
",My library of human imagination,Jay Walker,7:09,"business,culture,design,entertainment,entrepreneur,innovation,invention,library,technology,books,3D printing"
"
											These rocks have been hitting our earth for about three billion years,
											and are responsible for much of what’s gone on on our planet.
											This is an example of a real meteorite,
											and you can see all the melting of the iron
											from the speed and the heat when a meteorite hits the earth,
											and just how much of it survives and melts.
											From a meteorite from space,
											we’re over here with an original Sputnik.
											This is one of the seven surviving Sputniks that was not launched into space.
											This is not a copy.
											The space age began 50 years ago in October,
											and that’s exactly what Sputnik looked like.
									","
											Estas rocas han estado golpeando a la Tierra por cerca de tres billones de años,
											y son responsables de mucho de lo que ha sucedido en nuestro planeta.
											Este es un ejemplo de un meteorito real,
											y pueden ver todo el hierro derretido
											debido a la velocidad y al calor cuando un meteorito golpea la tierra,
											y cuanto de el sobrevive y se derrite.
											De un meteorito del espacio,
											pasamos acá a un Sputnik original.
											Este es uno de los siete Sputniks sobrevivientes que no fueron lanzados al espacio.
											Esta no es una copia.
											La era espacial comenzó hace 50 años en Octubre,
											y es exactamente así como se veía el Sputnik.
									","
											Bu kayalar dünyamıza 3 milyar yıldır çarpıyor
											ve gezenimizde olan bitenin çoğundan sorumludurlar.
											Bu gerçek bir meteor örneği,
											erimiş demiri görebilirsiniz,
											meteorun dünyaya şarpa hızı ve ortaya çıkan ısıdan
											na kadarının eridiğini ve ne kadarının geriye kaldığını da.
											Uzaydan gelen meteordan
											burada, orjinal bir Sputnik'e geçelim.
											Bu gördüğünüz uzaya fırlatılmadan kalan kalan yedi Sputnik'ten biri.
											Bu bir kopya değil.
											Uzay çağı 50 yıl önce Ekim ayında başladı,
											ve bu tam olarak Sputnik'in aynısı.
									","
											Ces roches entrent en collision avec notre terre depuis environ 3 milliards d’années
											et sont pour beaucoup responsables de ce qui se passe sur notre planète.
											Ceci est un exemple d’une vraie météorite,
											et vous pouvez voir le fer fondu
											par la vitesse et la chaleur quand une météorite atteint la terre,
											la partie qui a résisté et celle qui a fondu.
											D’une météorite qui nous vient de l’espace,
											passons ici à un Sputnik d’origine.
											C’est un des sept Sputniks qu’il reste, qui n’a pas été envoyé dans l’espace.
											Ce n’est pas une copie.
											L’âge spatial a commencé il y a 50 ans au mois d’octobre,
											et c’est exactement ce à quoi Sputnik ressemblait.
									","
											Diese Felsbrocken haben unsere Erde vor über 3 Milliarden Jahren getroffen
											und sind verantwortlich für vieles, was auf unserem Planeten passiert ist.
											Das ist ein Stück eines echten Meteoriten,
											und man kann all das geschmolzene Eisen sehen,
											das durch Geschwindigkeit und Hitze verursacht wird, wenn ein Meteorit die Erde trifft,
											und auch, wieviel davon übrigbleibt und wieviel verglüht.
											Von einem Meteoriten aus dem All
											kommen wir zu einem originalen Sputnik.
											Das ist einer von den sieben noch existierenden Sputniks, die nicht ins All geschossen wurden.
											Das ist keine Kopie.
											Das Raumzeitalter begann for 50 Jahren im Oktober,
											und genauso sah der Sputnik aus.
									","
											Estas rochas têm atingido a Terra 
há uns três mil milhões de anos,
											e são a causa de muita coisa
que acontece no nosso planeta.
											Este é um exemplo
de um meteorito verdadeiro.
											Podem ver todo o ferro derretido
											devido ao calor e à velocidade 
com que um meteorito atinge a Terra,
											e o quanto resiste 
e o quanto se derrete.
											De um meteorito do espaço,
											vamos aqui para um Sputnik original.
											Este é um dos sete Sputniks existentes
que não foram lançados no espaço.
											Não é uma cópia.
											A Era Espacial teve início
há 50 anos, em outubro,
											e o Sputnik era exatamente assim.
									",My library of human imagination,Jay Walker,7:09,"business,culture,design,entertainment,entrepreneur,innovation,invention,library,technology,books,3D printing"
"
","
","
","
","
","
",My library of human imagination,Jay Walker,7:09,"business,culture,design,entertainment,entrepreneur,innovation,invention,library,technology,books,3D printing"
"
											And it wouldn’t be fun to talk about the space age
											without seeing a flag that was carried
											to the moon and back, on Apollo 11.
											The astronauts each got to carry
											about ten silk flags in their personal kits.
											They would bring them back and mount them.
											So this has actually been carried to the moon
											and back.
											So that’s for fun.
									","
											Y no sería divertido hablar de la era espacial
											sin ver un bandera que fue llevada
											a la luna y de regreso, en el Apolo 11.
											Cada astronauta pudo llevar
											cerca de diez banderas en sus kits personales.
											Ellos las traerían de regreso y las enmarcarían.
											Esto realmente ha sido llevado de la luna
											y de regreso.
											Eso es para la diversión.
									","
											Apollo 11 üzerinde aya taşınan ve geri getirilen
											bayrağı görmeksizin uzay çağı hakkında
											konuşmak pek de eğlenceli olmazdı.
											Her bir astronot, kişisel eşyalarının arasında
											yaklaşık on tane ipek bayrak taşıdı.
											Amaçları geri gelince onları bir yerlere asmaktı.
											Bu yüzden bu bayrak da aya taşındı ve
											geri getirildi.
											Sırf eğlence olsun diye.
									","
											Ce ne serait pas drôle de parler de l’âge spatial
											sans vous montrer un drapeau qui a été amené
											sur la lune, et en est revenu, sur Apollo 11.
											Chaque astronaute avait le droit d’emporter
											environ dix drapeaux de soie dans leur bagage personnel.
											Ils les ramenaient et les encadraient.
											Donc celui-ci a réellement été sur la lune
											et en est revenu.
											Ça, c’est pour le plaisir.
									","
											Es würde nicht soviel Spaß machen, über das Raumzeitalter zu sprechen,
											ohne eine der Flaggen zu sehen, die mit Apollo 11
											zum Mond hin und zurück getragen wurden.
											Jeder der Astronauten musste
											ungefähr zehn Flaggen aus Seide in seiner persönlichen Ausrüstung mitnehmen.
											Sie sollten sie zurückbringen und einrahmen lassen.
											Diese hier wurde also tatsächtlich bis zum Mond transportiert
											und wieder zurück.
											Soviel zum vergnüglichen Auftakt meines Vortrags.
									","
											Não teria graça falar da Era Espacial
											sem ver uma bandeira
que foi levada até à lua
											e trazida de volta, na Apollo 11.
											Os astronautas puderam levar cada um
											cerca de dez bandeiras de seda 
nos seus kits pessoais.
											Traziam-nas de volta
e emolduravam-nas.
											Então, esta foi levada à lua e voltou.
											Isto é por diversão.
									",My library of human imagination,Jay Walker,7:09,"business,culture,design,entertainment,entrepreneur,innovation,invention,library,technology,books,3D printing"
"
","
","
","
","
","
",My library of human imagination,Jay Walker,7:09,"business,culture,design,entertainment,entrepreneur,innovation,invention,library,technology,books,3D printing"
"
											The dawn of books is, of course, important.
											And it wouldn’t be interesting to talk about the dawn of books
											without having a copy of a Guttenberg Bible.
											You can see how portable and handy it was to have your own Guttenberg
											in 1455.
											But what’s interesting about the Guttenberg Bible, and the dawn of this technology,
											is not the book.
											You see, the book was not driven by reading.
											In 1455, nobody could read.
											So why did the printing press succeed?
											This is an original page of a Guttenberg Bible.
											So you’re looking here at one of the first printed books
											using movable type in the history of man,
											550 years ago.
											We are living at the age here at the end of the book,
											where electronic paper will undoubtedly replace it.
									","
											La aparición de los libros es, por supuesto, importante.
											Y no seria muy interesante hablar sobre la aparición de los libros
											sin tener una copia de una Biblia Guttenberg.
											Ustedes pueden ver lo portátil y manejable que era tener su propia Guttenberg
											en 1455.
											Pero lo interesante sobre la Biblia Guttenberg y el inicio de esta tecnología,
											no es el libro.
											Verán, el éxito del libro no fue gracias a la lectura.
											En 1455, nadie sabía leer.
											¿Entonces por que la imprenta tuvo éxito?
											Esta es una pagina original de una Biblia Guttenberg.
											Aquí están viendo uno de los primeros libros impresos
											usando tipos móviles en la historia del hombre,
											hace 550 años.
											Estamos viviendo en la era al final de la vida de los libros
											donde el papel electrónico indudablemente lo reemplazará.
									","
											Kitapların ortaya çıkışı elbette ki, önemlidir.
											Gutterberg İncil'inin bir kopyasına sahip olmadan
											kitaplar hakkında konuşmak çok da ilgi çekici olmaz.
											1455 yılında kendi Guttenberg'inize sahip olmuş olsaydınız,
											onun ne kadar hafif ve taşınabilir olduğunu görebilirdiniz.
											Fakat Gutteberg İncil'i ve bu teknolojinin doğuşu hakkında ilginç olan,
											kitabın kendisi değil.
											Bakın, kitabın ortaya çıkmasındaki neden okuma değil.
											1455'te kimse okuyamazdı.
											Peki o zaman baskı teknolojisi neden başarılı oldu?
											Bu Guttenberg İncil'inin orjinal bir sayfası.
											Şu anda, burada 550 yıl önce, insanlık tarihinde
											ilk defa hareketli harflerle basılan
											kitaplardan birine bakıyorsunuz.
											Kitapların son günlerinin yaklaştığı bir çağda yaşıyoruz,
											şüphesiz ki elektronik kağıt yakında onların yerini alacak.
									","
											L’apparition des livres est, évidemment, importante.
											Et il ne serait pas intéressant de parler de l’apparition de livres
											sans une copie d’une bible de Guttenberg.
											Vous pouvez voir comme c’était pratique et mobile d’avoir sa propre Guttenberg
											en 1455.
											Mais ce qui est intéressant dans la bible Gutenberg et la naissance de cette technologie,
											ce n’est pas le livre.
											Voyez vous, la raison de vivre du livre n’était pas la lecture.
											En 1455, personne ne pouvait lire.
											Alors pourquoi la presse a-t’elle eu un tel succès ?
											Ceci est une page d’origine d’une bible Guttenberg.
											Vous voyez là un des premiers livres imprimés
											avec des caractères mobiles dans l’histoire de l’humanité,
											il y a 550 ans.
											Nous vivons maintenant dans l’âge de la fin du livre
											où le papier électronique le remplacera sans aucun doute.
									","
											Der Beginn des Buchzeitalters ist natürlich wichtig.
											Und es wäre wohl nicht interessant über den Beginn des Buchzeitalters zu sprechen,
											ohne ein Exemplar der Gutenberg-Bibel hier zu haben.
											Sie können sehen, wie handlich und praktisch es 1455 war,
											seine eigene Gutenberg-Bibel zu haben.
											Aber was an der Gutenberg-Bibel und dem Beginn dieser Technik interessant ist,
											ist nicht das Buch.
											Die Herstellung des Buches wurde nicht durch die Zahl der Leser vorangetrieben.
											Im Jahre 1455 konnte niemand lesen.
											Warum also wurde die Druckerpresse trotzdem ein Erfolg?
											Das hier ist eine Originalseite einer Gutenberg-Bibel.
											Sie sehen hier also eines der ersten gedruckten Bücher,
											für dessen Herstellung zum ersten Mal in der Menschheitsgeschichte bewegliche Lettern eingesetzt wurden.
											Das war vor 550 Jahren.
											Wir leben in einem Zeitalter, in dem das traditionelle Buch aussterben
											und mit Sicherheit durch das elektronische Buch ersetzt werden wird.
									","
											O aparecimento dos livros é importante.
											Não seria interessante falar
do aparecimento dos livros
											sem termos uma cópia 
da Bíblia de Guttenberg.
											Podem ver o quão prático e portátil
											era terem uma Bíblia em 1455.
											(Risos)
											O mais interessante sobre a Bíblia 
de Guttenberg e sobre esta tecnologia
											não é o livro em si.
											Estão a ver, o livro
não foi impulsionado pela leitura.
											Em 1455 ninguém sabia ler.
											Então porque é que a imprensa 
teve sucesso?
											Esta é uma página original
de uma Bíblia de Guttenberg.
											Vocês estão diante de um
dos primeiros livros impressos
											com a técnica de tipos móveis 
na história da humanidade,
											há 550 anos.
											Estamos a viver na era do fim do livro
											em que o papel eletrónico
vai substituí-lo.
									",My library of human imagination,Jay Walker,7:09,"business,culture,design,entertainment,entrepreneur,innovation,invention,library,technology,books,3D printing"
"
","
","
","
","
","
",My library of human imagination,Jay Walker,7:09,"business,culture,design,entertainment,entrepreneur,innovation,invention,library,technology,books,3D printing"
"
											But why is this so interesting? Here’s the quick story.
											It turns out that in the 1450s,
											the Catholic Church needed money,
											and so they
											actually hand-wrote these things called indulgences,
											which were forgiveness’s on pieces of paper.
											They traveled all around Europe
											and sold by the hundreds or by the thousands.
											They got you out of purgatory faster.
											And when the printing press was invented
											what they found was they could print indulgences,
											which was the equivalent of printing money.
									","
											¿Pero por que es esto tan interesante? Aquí esta la historia resumida.
											Resulta que cerca del año 1450,
											la Iglesia Católica necesitaba dinero,
											así que imprimieron perdones —
											ellos escribieron a mano estas cosas llamadas indulgencias,
											que eran perdones en pedazos de papel.
											Que llevaron a través de toda Europa
											y vendieron por los cientos o por los miles.
											Te sacaban del purgatoria más rapido.
											Y cuando se inventó la imprenta
											se dieron cuenta de que podían imprimir indulgencias,
											que era el equivalente a imprimir dinero.
									","
											Fakat bu neden bu kadar ilginç? Alın size kısa bir hikaye.
											1450'lerde geçiyor,
											Katolik kilisesinin paraya ihtiyacı vardı,
											ve bu yüzden günahlar için bağışlama kağıdı bastılar —
											bunlar, ""bağışlayıcı"" olarak isimlendirilen ve bir parça kağıt üzerinde
											elleriyle yazdıkları şeylerdi.
											Bütün Avrupa'yı gezdiler ve
											bunlardan yüzlerce veya binlercesini sattılar.
											Bu bağışlayıcılar insanı Araf'tan daha hızlı kurtarmaya yarıyordu.
											Baskı makinesi keşfedildiğinde ise
											bu bağışlayıcılardan bol bol basabileceklerini fark ettiler,
											onlar için para basmakla aynı şeydi bu.
									","
											Pourquoi est-ce intéressant ? Voici l’histoire en bref.
											Il s’avère que dans les années 1450,
											l’Église catholique avait besoin d’argent,
											et donc ils imprimaient —
											pardon, ils écrivaient à la main ce qu’on appelait des indulgences,
											c’est-à-dire un pardon sur un morceau de papier.
											Ils voyageaient dans toute l’Europe
											et les vendaient par centaines, par milliers.
											Elles vous permettaient de quitter plus vite le purgatoire.
											Et quand la presse a été inventé,
											ce qu’ils ont découvert, c’est qu’ils pouvaient imprimer des indulgences,
											ce qui revenait à imprimer de l’argent.
									","
											Aber warum ist das so interessant? Hier in aller Kürze die Antwort.
											Es stellte sich heraus, dass um 1450
											die katholische Kirche Geld benötigte.
											Also druckte sie sogenannte Ablasszettel -
											genauer gesagt, schrieben sie diese Ablasszettel mit der Hand.
											Das waren Sünden-Erlasse auf einem Stück Papier.
											Und sie reisten durch ganz Europa
											und verkauften sie zu Hunderten oder Tausenden.
											Denn damit kam man schneller aus dem Fegefeuer.
											Und als die Druckmaschine erfunden wurde,
											kam man auf die Idee, die Ablasszettel zu drucken,
											was gleichbedeutend mit dem Drucken von Geld war.
									","
											Porque é isto tão interessante? 
Aqui está uma breve história.
											Acontece que, na década de 1450,
											a Igreja Católica precisava de dinheiro,
											então passaram a escrever à mão
											estas coisa chamadas indulgências,
											que eram perdão em pedaços de papel.
											Eles viajavam por toda a Europa
											e vendiam-nas às centenas ou aos milhares.
											Elas tiravam-nos
mais depressa do purgatório.
											Quando a imprensa foi inventada
											descobriram que podiam 
imprimir as indulgências,
											o que era a mesma coisa 
que imprimir dinheiro.
									",My library of human imagination,Jay Walker,7:09,"business,culture,design,entertainment,entrepreneur,innovation,invention,library,technology,books,3D printing"
"
","
","
","
","
","
",My library of human imagination,Jay Walker,7:09,"business,culture,design,entertainment,entrepreneur,innovation,invention,library,technology,books,3D printing"
"
											And so all of Western Europe started buying printing presses in 1455 —
											to print out thousands,
											and then hundreds of thousands,
											and then ultimately millions
											of single, small pieces of paper
											that got you out of middle hell and into heaven.
											That is why the printing press succeeded,
											and that is why Martin Luther
											nailed his 90 theses to the door:
											because he was complaining that the Catholic Church had gone amok
											in printing out indulgences and selling them
											in every town and village and city in all of Western Europe.
									","
											Así que toda la Europa Occidental comenzó a comprar prensas de impresión en 1455
											para imprimir miles
											y luego cientos de miles,
											y finalmente millones
											de pequeños pedazos de papel
											que te sacaban del infierno intermedio y te llevaban al cielo.
											Esa es la razón del éxito de la imprenta,
											y es por eso que Martín Lutero,
											clavó sus 90 tesis en la puerta:
											porque se quejaba del accionar enloquecido de la Iglesia Católica
											al imprimir indulgencias y venderlas
											en cada pueblo y villa y ciudad en toda la Europa Occidental.
									","
											Ve bu yüzden 1455 yılında bütün Batı Avrupa
											binlerce, hatta yüzbinlerce bağışlayıcı
											basabilmek iin baskı makinesi
											satın almaya başladı,
											sizi cehenemin ortasından çıkarıp
											cennete sokmaya yarayacak bağışlayıcıları basmak için.
											Baskı teknolojisinin başarılı olma nedeni bu,
											bu, aynı zamanda Martin Luther'in 90 tane tezini
											duvara çivilemesinin de sebebidir:
											çünkü Katolilk Kilisesi'nin Batı Avrupa'nın her bir köşesindeki
											köy ve kasabalarda bu başılşayıcıları satmak için
											çılgına dönmesinden oldukça şikayetçi idi.
									","
											Et donc toute l’Europe occidentale s’est mise à acheter des presses en 1455
											pour imprimer des milliers,
											puis des centaines de milliers,
											et éventuellement des millions
											de simples, petits morceaux de papier
											qui vous emmenaient d’un quasi-enfer au paradis.
											C’est pour ça que la presse a connu un tel succès,
											et c’est pour ça que Martin Luther
											a cloué ses 90 thèses à une porte :
											parce qu’il se plaignait que l’Église catholique s’était emballée
											en imprimant ces indulgences et en les vendant
											dans chaque ville et village d’Europe occidentale.
									","
											Und so kam es, dass im Jahre 1455 ganz Westeuropa Druckerpressen zu kaufen begann,
											um zuerst Tausende,
											dann Hunderttausende
											und schließlich Millionen
											einzelner, kleiner Zettel zu drucken,
											die einen mitten aus der Hölle in den Himmel bringen sollten.
											Das ist der Grund, warum die Druckerpresse ein Erfolg war,
											and das ist auch der Grund, warum Martin Luther
											seine 90 Thesen an die Tür nagelte:
											weil es ihm widerstrebte, dass die katholische Kirche wie verrückt
											Ablasszettel druckte, die in jedem Dorf,
											in jeder kleinen und großen Stadt ganz Westeuropas verkaufte.
									","
											Então, toda a Europa Ocidental 
começou a comprar prensas em 1455
											para imprimir milhares,
											depois, centenas de milhares,
											e por fim milhões
											de pequenos pedaços de papel
											que nos tiravam de um quase inferno
e nos levavam para o Paraíso.
											Este é o motivo de a imprensa ter vingado,
											e foi por isso que Martin Lutero
											pregou na porta as suas 90 teses:
											protestava por a Igreja Católica 
ter passado dos limites
											ao imprimir indulgências e vendê-las
											em todas as aldeias, vilas e cidades 
da Europa Ocidental.
									",My library of human imagination,Jay Walker,7:09,"business,culture,design,entertainment,entrepreneur,innovation,invention,library,technology,books,3D printing"
