pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Could future devices read images from our brains?,Mary Lou Jepsen,10:26,"brain,creativity,neuroscience,science,engineering,biotech,intelligence,Surgery,cognitive science,computers,interface design,medical imaging,technology,memory,visualizations,medical research"
"
											Fiz uma cirurgia ao cérebro há 18 anos
											e, desde então, 
a ciência do cérebro
											passou a ser a minha grande paixão.
											Sou engenheira.
											Recentemente, tornei-me membro
											do grupo do Google, ""Moonshot"",
											onde eu tinha um setor,
											o setor de ecrãs no Google X,
											e o trabalho de ciência cerebral 
de que falo agora
											é fruto de trabalho anterior ao Google
											e de trabalho extra fora do Google.
									","
											18 yıl önce beyin ameliyatı oldum,
											ve o zamandan beri, beyin bilimi
											benim kişisel bir tutkum haline geldi.
											Aslında ben bir mühendisim.
											İlk olarak şunu söyleyeyim, kısa bir süre önce
											Google'un Moonshot grubuna katıldım,
											orada benim bir bölümüm vardı,
											Google X'in görüntü bölümü,
											ve bugün bahsedeceğim beyin bilimi çalışması
											benim Google'a katılmadan önce başladığım
											ve bir taraftan Google dışında yaptığım bir çalışma.
									","
											I had brain surgery 18 years ago,
											and since that time, brain science has become
											a personal passion of mine.
											I'm actually an engineer.
											And first let me say, I recently joined
											Google's Moonshot group,
											where I had a division,
											the display division in Google X,
											and the brain science work I'm speaking about today
											is work I did before I joined Google
											and on the side outside of Google.
									","
											Il y a 18 ans, 
j'ai eu une opération neurochirurgicale
											et depuis ce temps,
											la neurologie est devenue
une de mes passions personnelles.
											En fait, je suis ingénieur.
											Tout d'abord, permettez-moi de dire
											que j'ai récemment rejoint 
l’équipe du projet Moonshot,
											où je dirige un département,
											le département de l'affichage
du Google X Lab,
											et les études de neurologie
dont je vais parler aujourd'hui,
											sont des travaux que j'ai accompli
avant de rejoindre Google
											et en annexe, 
en dehors de mon travail à Google.
									","
											Vor 18 Jahren wurde ich 
am Gehirn operiert.
											Seitdem ist Gehirnforschung
											eine Leidenschaft 
für mich geworden.
											Ich bin eigentlich Ingenieurin.
											Vorweg möchte ich sagen,
dass ich vor Kurzem
											Mitglied in Googles 
Moonshot-Gruppe wurde,
											wo ich meine eigene Abteilung hatte,
											die Displayabteilung in Google X.
											Die Hirnforschungsarbeit,
über die ich heute berichte,
											hatte ich noch begonnen,
bevor ich zu Google kam,
											und ich arbeite auch nebenbei, 
außerhalb von Google, daran.
									",Could future devices read images from our brains?,Mary Lou Jepsen,10:26,"brain,creativity,neuroscience,science,engineering,biotech,intelligence,Surgery,cognitive science,computers,interface design,medical imaging,technology,memory,visualizations,medical research"
"
","
","
","
","
",Could future devices read images from our brains?,Mary Lou Jepsen,10:26,"brain,creativity,neuroscience,science,engineering,biotech,intelligence,Surgery,cognitive science,computers,interface design,medical imaging,technology,memory,visualizations,medical research"
"
											Dito isto, há um estigma
											quando se faz cirurgia cerebral.
											Continuamos inteligentes, ou não?
											Se não, podemos voltar a ser inteligentes?
									","
											Bunu belirttikten sonra, beyin ameliyatı olduğunuzda
											damgalanıyorsunuz.
											Hala zeki misiniz, değil misiniz?
											Ve eğer değilseniz, kendinizi tekrar zeki yapabilir misiniz?
									","
											So that said, there's a stigma
											when you have brain surgery.
											Are you still smart or not?
											And if not, can you make yourself smart again?
									","
											Cela dit, il y a un stigmate
											quand vous avez eu 
une opération neurochirurgicale.
											Est-ce que vous êtes
toujours intelligent ou non ?
											Et si non, est-ce que vous pouvez 
le redevenir par vous même ?
									","
											Jedenfalls, 
nach einer Gehirnoperation
											haftet einem ein Stigma an.
											Bin ich noch intelligent oder nicht?
											Und wenn nicht, 
kann ich es wieder werden?
									",Could future devices read images from our brains?,Mary Lou Jepsen,10:26,"brain,creativity,neuroscience,science,engineering,biotech,intelligence,Surgery,cognitive science,computers,interface design,medical imaging,technology,memory,visualizations,medical research"
"
","
","
","
","
",Could future devices read images from our brains?,Mary Lou Jepsen,10:26,"brain,creativity,neuroscience,science,engineering,biotech,intelligence,Surgery,cognitive science,computers,interface design,medical imaging,technology,memory,visualizations,medical research"
"
											Depois da neurocirurgia,
											fiquei sem parte do meu cérebro,
											e tinha que lidar com isso.
											Não era a massa cinzenta, 
era a parte central, sentimental
											que produz hormonas
e neurotransmissores essenciais.
											Logo após minha cirurgia,
											tive que decidir 
a quantidade diária a tomar,
											dentre mais de uma dúzia 
de medicamentos poderosos,
											porque, se não tomasse nada,
											morreria em poucas horas.
											Todos os dias durante 18 anos 
— cada santo dia —
											tive que decidir as combinações
											e as misturas de químicos,
											e tomá-los, para me manter viva.
											Várias vezes, quase morri.
									","
											Beyin ameliyatımdan sonra,
											beynimin bir parçası eksikti,
											ve ben bununla başa çıkmak zorundaydım.
											Ölü olan gri madde değil, yapışkan kısımdı,
											başlıca hormon ve nörotransmitterleri yapan merkez.
											Ameliyatımın hemen ertesinde,
											bir düzineden fazla güçlü kimyasalın herbirini
											günlük ne miktarda alacağıma karar vermeliydim.
											Çünkü hiçbir şey almazsam,
											saatler içinde ölecektim.
											Artık 18 yıl boyunca hergün -her Allah'ın günü-
											bu kimyasalları deneyerek
											kombinasyon ve karışımlarına karar vermeli
											ve hayatta kalmak için bunları aksatmamalıydım.
											Paçamı zor kurtardığım bazı zamanlar oldu.
									","
											After my neurosurgery,
											part of my brain was missing,
											and I had to deal with that.
											It wasn't the grey matter, but it 
was the gooey part dead center
											that makes key hormones and neurotransmitters.
											Immediately after my surgery,
											I had to decide what amounts of each of over
											a dozen powerful chemicals to take each day,
											because if I just took nothing,
											I would die within hours.
											Every day now for 18 years — every single day —
											I've had to try to decide the combinations
											and mixtures of chemicals,
											and try to get them, to stay alive.
											There have been several close calls.
									","
											Après mon opération neurochirurgicale,
											une partie de mon cerveau avait disparu,
											et j'ai dû faire face à cela.
											Ce n'était pas la matière grise,
											mais c'était la matière inerte
et gluante du milieu
											qui fabrique les neurotransmetteurs 
et des hormones primordiales.
											Immédiatement après mon opération,
											je devais décider des quantités
de chacun de plus d'une douzaine
											de puissants produits chimiques
à prendre chaque jour,
											parce que si je n'avais rien pris,
											je serais morte en quelques heures.
											Tous les jours, maintenant depuis 18 ans,
											je dois essayer 
de déterminer les combinaisons
											et les mélanges de produits chimiques,
											et essayer de les prendre, 
pour rester en vie.
											Il y a eu plusieurs cas 
où c'était vraiment juste.
									","
											Nach meiner Neurochirurgie
											fehlte ein Teil meines Gehirns
											und ich musste 
damit klarkommen.
											Es war keine graue Gehirnsubstanz, 
sondern der zähflüssige Teil in der Mitte,
											der wichtige Hormone 
und Neurotransmitter herstellt.
											Unmittelbar nach meiner Operation
musste ich festlegen,
											wie viel von jeder aus 
über einem Dutzend starker Chemikalien
											ich jeden Tag einnahm.
											Hätte ich einfach nichts genommen,
											wäre ich innerhalb 
weniger Stunden gestorben.
											Jeden einzelnen Tag 
seit 18 Jahren
											musste ich selbst bestimmen,
welche Kombinationen
											und Mischungen von 
Chemikalien ich brauche,
											um am Leben zu bleiben. 
Auftreiben musste ich sie auch.
											Einige Male war es wirklich knapp.
									",Could future devices read images from our brains?,Mary Lou Jepsen,10:26,"brain,creativity,neuroscience,science,engineering,biotech,intelligence,Surgery,cognitive science,computers,interface design,medical imaging,technology,memory,visualizations,medical research"
"
","
","
","
","
",Could future devices read images from our brains?,Mary Lou Jepsen,10:26,"brain,creativity,neuroscience,science,engineering,biotech,intelligence,Surgery,cognitive science,computers,interface design,medical imaging,technology,memory,visualizations,medical research"
"
											Por sorte, no fundo sou 
uma experimentalista
											portanto, decidi fazer experiências
											para tentar encontrar as dosagens ideais
											já que não há uma rota clara
											e detalhada a esse respeito.
											Comecei a experimentar 
misturas diferentes,
											e fiquei surpreendida
											como pequenas mudanças nas dosagens
											mudavam drasticamente 
o sentimento do meu eu,
											o sentimento de quem era, 
o meu raciocínio,
											o meu comportamento
frente às pessoas.
											Um caso particularmente dramático:
											durante alguns meses
experimentei dosagens
											e químicos habituais
para um homem de 20 anos,
											e fiquei surpreendida com a diferença
nos meus pensamentos.
											(Risos)
											Estava sempre irritada,
											estava sempre a pensar em sexo,
											e achava que era 
a pessoa mais inteligente
											do universo, e...
											(Risos)
											Claro, com o passar dos anos, 
conheci homens desse tipo,
											ou talvez versões mais suaves disso.
											Eu era um bocado radical.
											Mas a surpresa foi
											que eu não estava a ser arrogante.
											Tentava, na verdade,
											com um pouco de insegurança,
											resolver um problema 
que enfrentava,
											e simplesmente não era 
o que transparecia.
									","
											Ama neyse ki, ben özünde deneyci biriyim.
											Sonuç olarak, deneyerek
											en uygun dozajları bulmaya karar verdim.
											Çünkü gerçekten bu konuda net bir yol haritası yok,
											çok fazla ayrıntı var.
											Farklı karışımlar denemeye başladım.
											Beni en çok şaşırtan
											dozajlardaki küçücük değişikliklerin
											nasıl dramatik bir şekilde benlik duygumu,
											kim olduğum algısını, düşüncelerimi
											ve insanlara karşı davranışlarımı değiştirdiğini görmek oldu.
											Özellikle dramatik bir olay:
											birkaç ay boyunca kullandığım dozaj ve kimyasallar
											tipik 20li yaşlarının başındaki bir erkeğinkine benziyordu
											ve düşüncelerimin değişimi beni bir hayli şaşırttı.
											(Kahkaha)
											Sürekli kızgındım,
											durmadan seks hakkında düşünüyordum
											ve tüm dünyadaki
											en zeki insan olduğumu zannediyordum.
											(Kahkaha)
											Tabii ben yıllar boyunca bu tarz adamlarla tanıştım
											ya da belki bunun bir aşağı versiyonlarıyla diyebilirim.
											Ben biraz aşırıydım.
											Ama benim için, asıl sürpriz olan,
											kibirli olmaya çalışmıyordum.
											Aslında,
											biraz güvensizlik ile birlikte,
											gözümün önündeki bir sorunu çözmeye çalışıyordum.
											Sadece bu, bu şekilde açığa çıkmadı.
									","
											But luckily, I'm an experimentalist at heart,
											so I decided I would experiment
											to try to find more optimal dosages
											because there really isn't a clear road map
											on this that's detailed.
											I began to try different mixtures,
											and I was blown away by how
											tiny changes in dosages
											dramatically changed my sense of self,
											my sense of who I was, my thinking,
											my behavior towards people.
											One particularly dramatic case:
											for a couple months I actually tried dosages
											and chemicals typical of a man in his early 20s,
											and I was blown away by how my thoughts changed.
											(Laughter)
											I was angry all the time,
											I thought about sex constantly,
											and I thought I was the smartest person
											in the entire world, and
											—(Laughter)—
											of course over the years I'd
met guys kind of like that,
											or maybe kind of toned-down versions of that.
											I was kind of extreme.
											But to me, the surprise was,
											I wasn't trying to be arrogant.
											I was actually trying,
											with a little bit of insecurity,
											to actually fix a problem in front of me,
											and it just didn't come out that way.
									","
											Mais heureusement,
je tiens à cœur les expériences,
											alors j'ai décidé 
que je ferais des expériences
											pour tenter de trouver
plus de doses optimales,
											parce qu'il n'y a pas vraiment
de feuille de route claire
											et détaillée sur ça.
											J'ai commencé à essayer
différents mélanges,
											et j'ai été époustouflée
											par la façon
dont des changements minuscules de doses
											changeaient radicalement ma conscience,
											le sentiment de qui j'étais, de ma pensée
											et mon comportement envers les gens.
											Un cas particulièrement dramatique :
											pendant quelques mois, 
j'ai effectivement essayé des dosages
											et des produits chimiques typiques 
d'un homme ayant la vingtaine,
											et j'ai été sidérée
par l'évolution de mes pensées.
											(Rires)
											J'étais en colère tout le temps,
											je pensais tout le temps au sexe,
											et je pensais que j'étais la personne 
la plus intelligente
											dans le monde entier, et ...
											— (Rires) —
											Bien sûr au fil des années, 
j'ai rencontré des gars du genre,
											ou peut-être 
une sorte de version édulcorée de cela.
											J'étais assez extrême.
											Mais pour moi, la surprise c'était ...
											je ne cherchais pas à être arrogante.
											J'essayais bel et bien,
											avec un peu d'insécurité,
											de résoudre un problème 
auquel je faisais face,
											et ce n'était pas vraiment 
ce que ça rendait.
									","
											Aber glücklicherweise 
liebe ich Experimente durch und durch.
											Also beschloss ich,
zu experimentieren,
											um optimalere 
Dosierungen zu finden,
											weil es auf diesem Gebiet 
wirklich keinen Fahrplan gibt,
											der detailliert genug wäre.
											Ich versuchte verschiedene Mischungen
											und es hat mich absolut 
aus der Fassung gebracht,
											wie kleinste Änderungen 
der Dosierungen
											mein Selbstempfinden,
											meinen Sinn für mich selbst, 
mein Denken,
											mein Verhalten gegenüber anderen 
Personen verändern können.
											Ein besonders dramatischer Fall:
											Einige Monate lang nahm ich 
tatsächlich Dosierungen
											und Chemikalien ein, die typisch 
für einen Mann in den frühen 20ern sind
											und ich konnte kaum glauben, 
wie sich meine Gedanken veränderten.
											(Gelächter)
											Ich war dauernd wütend,
											ich dachte ständig an Sex
											und ich war überzeugt, 
der cleverste Mensch
											der Welt zu sein, und
											— (Gelächter) —
											natürlich habe ich über die Jahre 
solche Leute kennengelernt,
											jedenfalls abgeschwächte 
Versionen davon.
											Ich war ziemlich extrem.
											Aber mich überraschte,
											dass ich gar nicht versuchte,
arrogant zu sein.
											Ich versuchte eigentlich,
											ein wenig verunsichert und scheu,
											das Problem vor mir zu bewältigen,
											und es kam einfach nicht so heraus.
									",Could future devices read images from our brains?,Mary Lou Jepsen,10:26,"brain,creativity,neuroscience,science,engineering,biotech,intelligence,Surgery,cognitive science,computers,interface design,medical imaging,technology,memory,visualizations,medical research"
"
","
","
","
","
",Could future devices read images from our brains?,Mary Lou Jepsen,10:26,"brain,creativity,neuroscience,science,engineering,biotech,intelligence,Surgery,cognitive science,computers,interface design,medical imaging,technology,memory,visualizations,medical research"
"
											Então não aguentei.
											Mudei as dosagens.
											Mas creio que essa experiência
											me deu uma nova opinião 
quanto aos homens
											e o que eles podem enfrentar,
											e relaciono-me muito melhor com eles
											desde então.
									","
											Bu yüzden üstesinden gelemedim.
											Dozajlarımı değiştirdim.
											Ama bu deneyim, sanırım, bana
											erkekler ve onların
											nelerle başa çıkmak zorunda oldukları hakkında
											yeni bir idrak kazandırdı, ve o zamandan beri
											erkeklerle daha iyi anlaşıyorum.
									","
											So I couldn't handle it.
											I changed my dosages.
											But that experience, I think, gave me
											a new appreciation for men
											and what they might walk through,
											and I've gotten along with men
											a lot better since then.
									","
											Donc je ne pouvais plus le supporter.
											J'ai changé mes doses.
											Mais cette expérience, je pense,
											m'a donné une autre vision des hommes
											et de ce qu'ils peuvent traverser,
											et depuis je m'entends beaucoup mieux
avec les hommes.
									","
											Kurz, ich konnte
nicht damit umgehen.
											Ich änderte meine Dosierungen.
											Aber ich glaube, 
dass ich dank dieser Erfahrung
											ein besseres Verständnis 
für Männer habe
											und für das, 
was sie durchmachen müssen,
											und seitdem komme ich viel besser
											mit Männern klar.
									",Could future devices read images from our brains?,Mary Lou Jepsen,10:26,"brain,creativity,neuroscience,science,engineering,biotech,intelligence,Surgery,cognitive science,computers,interface design,medical imaging,technology,memory,visualizations,medical research"
