en,pt,tr,fr,es,title,speaker,duration,tags
"
","
","
","
","
",The psychology of post-traumatic stress disorder,Joelle Rabow Maletis,5:10,"PTSD,TED-Ed,psychology,mental health,depression"
"
											Many of us will experience some kind 
of trauma during our lifetime.
											Sometimes, we escape 
with no long-term effects.
											But for millions of us, 
those experiences linger,
											causing symptoms like flashbacks,
											nightmares,
											and negative thoughts 
that interfere with everyday life.
											This phenomenon, 
called post-traumatic stress disorder,
											or PTSD,
											isn’t a personal failing;
											rather, it’s a treatable malfunction 
of certain biological mechanisms
											that allow us to cope 
with dangerous experiences.
									","
											Muitos de nós sofremos
qualquer trauma durante a vida.
											Por vezes, isso não causa
efeitos a longo prazo.
											Mas, para milhões de pessoas,
essas experiências persistem,
											provocando sintomas como ""flashbacks"",
											pesadelos e pensamentos negativos
											que interferem com a vida quotidiana.
											Este fenómeno, chamado
perturbação de ""stress"" pós-traumático
											ou PSPT
											não é um defeito pessoal.
											É uma perturbação tratável
de determinados mecanismos biológicos
											que nos permitem fazer face
a experiências perigosas.
									","
											Çoğumuz ömür boyu
mutlaka bir travma yaşarız.
											Bazen, uzun vadeli etkiler
olmadan kurtuluruz.
											Fakat milyonlarca kişide
											geriye dönüşler,
											kâbuslar
											ve negatif düşünceler gibi
hayatı zorlaştıran belirtiler olur.
											Travma sonrası stres bozukluğu
											ya da TSSB denilen bu olgu,
											kişisel bir zayıflıktan kaynaklanmaz,
											aksine, tehlikeli deneyimlerle
başa çıkmamıza olanak sağlayan
											belli biyolojik mekanizmaların
bozulmasındandır ve tedavi edilebilir.
									","
											Beaucoup d'entre nous feront l’expérience
d'un traumatisme au cours de notre vie.
											Souvent, nous nous en sortons
sans conséquences à long terme ;
											mais pour des millions d'entre nous,
ces expériences persistent,
											avec ces symptômes :
flash-back, cauchemars,
											pensées négatives qui
interfèrent dans la vie quotidienne.
											Ce phénomène, appelé
trouble de stress post-traumatique,
											ou TSPT,
											n'est pas un échec personnel,
											mais plutôt un dysfonctionnement
de certains mécanismes biologiques
											qui nous permettent de surmonter
ces expériences dangereuses.
									","
											Muchos de nosotros experimentaremos
algún tipo de trauma en nuestra vida,
											A veces, escapamos
sin efectos a largo plazo.
											Pero para millones de nosotros,
esas experiencias perduran,
											causando síntomas como reviviscencias,
											pesadillas,
											y pensamientos negativos que
interfieren con nuestro día a día.
											Este fenómeno se llama 
trastorno de estrés postraumático,
											o TEPT,
											y no es un fallo personal;
											más bien, es el mal funcionamiento
tratable de mecanismos biológicos
											que nos permite hacer frente
a experiencias peligrosas.
									",The psychology of post-traumatic stress disorder,Joelle Rabow Maletis,5:10,"PTSD,TED-Ed,psychology,mental health,depression"
"
","
","
","
","
",The psychology of post-traumatic stress disorder,Joelle Rabow Maletis,5:10,"PTSD,TED-Ed,psychology,mental health,depression"
"
											To understand PTSD,
											we first need to understand how the brain 
processes a wide range of ordeals,
											including the death of a loved one,
											domestic violence,
											injury or illness,
											abuse,
											rape,
											war,
											car accidents,
											and natural disasters.
											These events can bring on feelings 
of danger and helplessness,
											which activate the brain’s alarm system,
											known as 
the “fight-flight-freeze” response.
											When this alarm sounds,
											the hypothalamic, pituitary, 
and adrenal systems,
											known as the HPA axis,
											work together to send signals 
to the parasympathetic nervous system.
											That’s the network that communicates 
with adrenal glands and internal organs
											to help regulate functions like
heart rate,
											digestion,
											and respiration.
											These signals start a chemical cascade
											that floods the body with several 
different stress hormones,
											causing physiological changes 
that prepare the body to defend itself.
											Our heart rate speeds up,
											breathing quickens,
											and muscles tense.
									","
											Para percebermos a PSPT,
precisamos primeiro de perceber
											como o cérebro processa
uma ampla gama de provações,
											incluindo a morte de um ser querido,
											a violência doméstica,
											um ferimento ou uma doença,
											os maus tratos, a violação
											a guerra, os acidentes de viação
											e os desastres naturais.
											Estes acontecimentos podem provocar
sentimentos de perigo e desamparo
											que ativam o sistema
de alarme do cérebro,
											conhecido por reação
""luta, foge ou paralisa"".
											Quando este alarme é acionado,
											o sistema
hipotálamo-pituitária-adrenalina,
											conhecido por eixo HPA,
											envia sinais ao sistema
nervoso parassimpático.
											É a rede que comunica com as glândulas
suprarrenais e os órgãos internos
											para regular funções
como o ritmo cardíaco,
											a digestão e a respiração.
											Estes sinais iniciam uma cascata química
											que inunda o corpo
com diversas hormonas de ""stress"",
											provocando alterações fisiológicas
que preparam o corpo para se defender.
											O ritmo cardíaco acelera,
a respiração torna-se mais rápida,
											e os músculos ficam tensos.
									","
											TSSB'yi anlamak için,
											öncelikle beynin çok sayıda sıkıntıyı
nasıl işlediğini anlamalıyız.
											Bunlar, sevilen birinin ölümü,
											aile içi şiddet,
											yaralanma ya da hastalık,
											taciz,
											tecavüz,
											savaş,
											araba kazası
											ve doğal afet olabilir.
											Bu tür olaylar beynin
""dövüş-kaç-don"" tepkisi olarak da bilinen
											alarm sistemini aktive eden
											tehlike ve çaresizlik gibi
duygulara neden olur.
											Bu alarm çaldığı zaman,
											HPA aksı olarak da bilinen
											hipotalamik-pituiter ve böbreküstü
											sistemleri parasempatik sinir sistemine
sinyal göndermek için beraber çalışır.
											Bu kalp ritmi, sindirim
ve solunum gibi fonksyonların
											düzenlenmesine yardımcı olmak için
											böbreküstü bezleri
											ve iç organlarla iletişimdeki ağ.
											Bu sinyaller vücudu
birkaç farklı stres hormonu
											ile dolduran ve vücudu
kendini savunabilmesi için hazırlayan
											fizyolojik değişimlere
neden olan kimyasal dalgayı başlatır.
											Kalp ritmimiz hızlanır,
											soluğumuz sıklaşır
											ve kaslarımız gerilir.
									","
											Pour comprendre le TSPT,
											nous devons d'abord comprendre comment
le cerveau gère les grandes épreuves,
											comme la mort d'un être cher,
											la violence domestique,
											une blessure ou la maladie,
											la maltraitance,
											le viol,
											la guerre,
											un accident,
											et les catastrophes naturelles.
											Ils peuvent engendrer des
sentiments de danger et de désarroi,
											qui active le système d'alarme du cerveau,
											aussi connu sous le nom de
réponse « lutte-fuite-inhibition ».
											Quand cette alarme se déclenche,
											le système
hypothalamo-hypophyso-surrénalien,
											aussi connu sous le nom d'axe HHS,
											envoie des signaux au système
nerveux parasympathique,
											réseau qui communique avec les glandes
surrénales et les organes internes
											pour réguler les fonctions
du rythme cardiaque,
											de la digestion,
											et de la respiration.
											Ces signaux déclenchent
une cascade de réactions chimiques
											qui inonde le corps de
plusieurs hormones différentes,
											causant des changements physiologiques qui
préparent le corps à se défendre lui-même.
											Notre rythme cardiaque s'accélère,
notre respiration aussi,
											et nos muscles se tendent.
									","
											Para entender el TEPT,
											primero necesitamos 
comprender cómo el cerebro
											procesa un rango de experiencias penosas,
											como la muerte de un ser querido,
											violencia doméstica,
											lesión o enfermedad,
											abuso,
											violación,
											guerra,
											accidentes de tráfico
											y desastres naturales.
											Estos eventos pueden causar
sentimientos de peligro e impotencia,
											que activan el sistema 
de alarma cerebral,
											conocido como la respuesta
de ""lucha, escape o bloqueo"".
											Cuando la alarma suena,
											el hipotálamo, la pituitaria
y sistemas suprarrenales,
											conocido como el eje HHA,
											trabajan juntos para enviar señales
al sistema nervioso parasimpático.
											Esta red comunica las glándulas 
suprarrenales y órganos internos
											que ayudan a regular funciones
como el ritmo cardíaco
											la digestión
											y la respiración.
											Estas señales empiezan 
una cascada química
											que inunda el cuerpo con 
varias hormonas de estrés diferentes,
											causando cambios psicológicos que
preparan al cuerpo para defenderse.
											Nuestro ritmo cardíaco se acelera
											la respiración se acelera
											y los músculos se tensan.
									",The psychology of post-traumatic stress disorder,Joelle Rabow Maletis,5:10,"PTSD,TED-Ed,psychology,mental health,depression"
"
","
","
","
","
",The psychology of post-traumatic stress disorder,Joelle Rabow Maletis,5:10,"PTSD,TED-Ed,psychology,mental health,depression"
"
											Even after a crisis is over,
											escalated levels of stress hormones 
may last for days,
											contributing to jittery feelings,
											nightmares,
											and other symptoms.
											For most people, these experiences
disappear within a few days to two weeks
											as their hormone levels stabilize.
											But a small percentage of those
who experience trauma
											have persistent problems
											—sometimes vanishing temporarily 
only to resurface months later.
											We don’t completely understand 
what’s happening in the brain,
											but one theory is that 
the stress hormone cortisol
											may be continuously activating 
the “fight-flight-freeze” response
											while reducing overall brain functioning,
leading to a number of negative symptoms.
											These symptoms often fall 
into four categories:
											intrusive thoughts, 
like dreams and flashbacks,
											avoiding reminders of the trauma,
											negative thoughts and feelings,
like fear, anger, and guilt,
											and “reactive” symptoms like irritability 
and difficulty sleeping.
											Not everyone has all these symptoms,
											or experiences them to the same extent 
and intensity.
											When problems last more than a month, 
PTSD is often diagnosed.
											Genetics,
											on-going overwhelming stress,
											and many risk factors 
like preexisting mental illnesses
											or lack of emotional support,
											likely play a role in determining 
who will experience PTSD.
											But the underlying cause 
is still a medical mystery.
									","
											Mesmo depois de a crise terminar,
											os altos níveis das hormonas de ""stress""
podem manter-se durante dias
											provocando nervosismo,
											pesadelos e outros sintomas.
											Para muita gente,
estas experiências desaparecem
											ao fim de dias, no máximo duas semanas,
											à medida que os níveis
de hormonas estabilizam.
											Mas uma pequena percentagem
dos que sofrem um trauma
											têm problemas persistentes
											que desaparecem temporariamente
e reaparecem meses depois.
											Não entendemos totalmente
o que é que acontece no cérebro
											mas uma teoria é que o cortisol,
a hormona de ""stress"",
											pode continuar a ativar
a reação ""luta, foge ou paralisa""
											que reduz o funcionamento geral do cérebro
e provoca uma série de sintomas negativos.
											Estes sintomas caem habitualmente
em quatro categorias:
											pensamentos invasivos,
como sonhos e ""flashbacks"",
											fuga às recordações do trauma,
											pensamentos e sentimentos negativos,
como o medo, a raiva e a culpa
											e sintomas reativos, como a irritabilidade
e a dificuldade em dormir.
											Nem toda a gente tem estes sintomas todos,
											nem os experimentam com a mesma
extensão ou intensidade.
											Quando os problemas duram
mais de um mês, diagnostica-se a PSPT.
											A genética,
											o ""stress"" esmagador permanente
											e muitos fatores de risco,
como doenças mentais pré-existentes,
											ou a falta de apoio emocional,
											desempenham provavelmente um papel
na escolha de quem sofrerá PSPT.
											Mas a causa subjacente
continua a ser um mistério médico.
									","
											Kriz bittikten sonra bile,
											artmış olan stres hormonu seviyesi
günlerce aynı kalabilir.
											Gerginliğe,

											kabuslara
											ve diğer semptomlara neden olur.
											Çoğu insanda hormon seviyesi
dengelenince bu semptomlar
											birkaç gün ila iki hafta içinde kaybolur.
											Fakat travmaya maruz kalan
küçük bir yüzde
											kalıcı problemlere sahiptir.
											Bu problemler bazen geçici olarak kaybolur
ve aylar sonra tekrar ortaya çıkar.
											Beyinde neler olduğunu
tam olarak anlamayız,
											fakat teorilerden biri
stres hormonu kortizol'un
											tüm beyin fonksiyonunu azaltıp
birkaç negatif semptoma neden olurken
											sürekli olarak ""dövüş-kaç-don"" tepkisini
aktive ettiğidir.
											Bu semptomlar genellikle
dört kategoriye ayrılır.
											Rüyalar ve geriye dönüşler gibi
araya giren düşünceler,
											travmanın anılarını önlemek,
											korku, öfke ve suçluluk gibi
negatif düşünceler ve duygular
											ve asabiyet, uyumada zorluk gibi
""tepkisel"" sendromlar.
											Herkes bütün semptomları göstermez
											ya da aynı boyutta
ve yoğunlukta deneyimlemez.
											Problemler bir aydan fazla sürüyorsa
genellikle TSSB teşhisi konur.
											Genetik,
											sürekli olarak bunaltıcı stres
											ve önceden var olan akıl hastalığı
											ya da manevi yardımın olmaması
											gibi çoğu risk faktörü kimlerin TSSB'den
muzdarip olduğunu belirlemede rol oynar.
											Fakat altta yatan sebep
hala medikal bir gizemdir.
									","
											Même une fois la crise terminée,
											les hauts taux d'hormones du stress
peuvent rester plusieurs jours,
											amenant de la nervosité,
											des cauchemars,
											et d'autres symptômes.
											En général, ces expériences disparaissent
après quelques jours, voire deux semaines,
											le temps que le taux
d'hormone se stabilise.
											Mais un faible pourcentage
des gens traumatisés
											gardent des problèmes persistants,
											qui disparaissent parfois temporairement
pour refaire surface quelques mois après.
											Nous ne savons pas totalement
ce qu'il se passe dans le cerveau
											mais une théorie avance que
le cortisol, une hormone du stress,
											pourrait continuer de déclencher la
réponse « lutte-fuite-inhibition »,
											qui réduit la capacité de fonctionner du
cerveau, créant des symptômes négatifs.
											Ces symptômes se divisent
souvent en 4 catégories :
											pensées intrusives, comme
des rêves ou des flash-back,
											évitement des souvenirs du traumatisme,
											les pensées négatives et des sentiments
comme la peur, la colère, la culpabilité,
											et des symptômes « réactionnels » comme
l’irritabilité et les troubles du sommeil.
											Tout le monde n'a pas
tous ces symptômes,
											ou ne les vit pas de la même façon
ou au même niveau.
											Lorsque les problèmes durent plus d'un
mois, le TSPT est souvent diagnostiqué.
											La génétique,
											un stress permanent et intense,
											et beaucoup d'autres facteurs de risque
comme les troubles mentaux préexistants
											ou le manque de soutien émotionnel
											jouent, semble-t-il, un rôle
lorsque l'on détermine qui aura un TSPT.
											Mais la cause sous-jacente
reste un mystère médical.
									","
											Incluso cuando acaba la crisis,
											los niveles elevados de hormonas 
de estrés pueden durar por días,
											que provocan sentimiento nerviosos,
											pesadillas
											y otros síntomas.
											Para la mayoría, estas experiencias
desaparecen en una o dos semanas
											mientras los niveles 
hormonales se estabilizan.
											Pero un pequeño porcentaje
de los que experimentan trauma
											tienen problemas persistentes
											que a veces desaparecen temporalmente
para resurgir meses después.
											No comprendemos por completo
qué está pasando en nuestro cerebro
											pero una teoría es que la
hormona del estrés, el cortisol,
											puede estar continuamente activando
la respuesta ""lucha, huida, bloqueo""
											reduciendo el funcionamiento general del 
cerebro dando lugar a síntomas negativos.
											Estos síntomas a menudo 
se divide en 4 categorías:
											pensamientos intrusivos,
como sueños o reviviscencias
											evitando recordatorios del trauma,
											pensamientos y sentimientos negativos,
como el miedo, furia y culpa,
											y síntomas ""reactivos"" como irritabilidad
y dificultad para dormir.
											No todos tienen los mismos síntomas,
											o los experimenta en la misma 
medida o intensidad.
											Cuando los problemas duran más de un mes,
a menudo se diagnostica TEPT.
											Los factores genéticos,
											el estrés abrumador continuo,
											y muchos factores de riesgo,
como enfermedades mentales preexistentes,
											o la falta de soporte emocional,
											jugarán un rol importante determinante
en aquel que experimentará TEPT.
											Pero la causa subyacente sigue
siendo un misterio médico.
									",The psychology of post-traumatic stress disorder,Joelle Rabow Maletis,5:10,"PTSD,TED-Ed,psychology,mental health,depression"
"
","
","
","
","
",The psychology of post-traumatic stress disorder,Joelle Rabow Maletis,5:10,"PTSD,TED-Ed,psychology,mental health,depression"
"
											A major challenge of coping 
with PTSD is sensitivity to triggers,
											physical and emotional stimuli
											that the brain associates 
with the original trauma.
											These can be everyday sensations 
that aren’t inherently dangerous
											but prompt powerful physical 
and emotional reactions.
											For example, the smell of a campfire
											could evoke the memory of being trapped 
in a burning house.
											For someone with PTSD,
											that memory activates the same
neurochemical cascade
											as the original event.
											That then stirs up the same feelings 
of panic and helplessness
											as if they’re experiencing 
the trauma all over again.
									","
											Um grande problema com a PSPT,
											é a sensibilidade a estímulos,
físicos e emocionais
											que o cérebro associa
com o trauma original.
											Podem ser sensações do dia-a-dia
que não são perigosas em si mesmas
											mas provocam poderosas reações
físicas e emocionais.
											Por exemplo, o cheiro de uma fogueira
											pode evocar a lembrança de ter
ficado preso numa casa em chamas.
											Para algumas pessoas com PSPT
											essa memória ativa a mesma
cascata neuroquímica
											que o acontecimento original.
											Depois, provoca os mesmos sentimentos
de pânico e desamparo
											como se estivessem a viver
o trauma outra vez.
									","
											TSSB ile baş edilbilmede ki en büyük
zorluk beynin asıl travma ile bağlantı
											kurmasını sağlayan bedensel ve duygusal
											uyarıcıların tetikleyici olduğu
konusundaki kararsızlıktır.
											Bunlar doğası gereği tehlikeli olmayan
fakat güçlü bedensel
											ve duygusal tepkileri hatırlatan
günlük algılar olabilir.
											Örneğin, kamp ateşinin kokusu
											yanan bir evde kapalı kalmayı
anımsatabilir.
											TSSB'si olan biri için,
bu anı
											asıl olaydaki aynı sinir sistemi
kimyası ile ilgili dalgalanmayı
											aktive edebilir.
											Bu ardından sanki aynı şeyleri
tekrar yaşıyorlar gibi
											aynı panik ve acizlik duygusunu
uyandırabilir.
									","
											Le problème majeur d'avoir un TSPT
est la sensibilité aux déclencheurs
											aux stimulus physiques et émotionnels
											que le cerveau associe
avec le traumatisme original.
											Ça peut être des sensations du quotidien
qui ne sont pas dangereuses en elles-mêmes
											mais qui provoquent des réactions
physiques et émotionnelles puissantes.
											Par exemple, l'odeur d'un feu de camp
											peut évoquer le souvenir d'avoir été
pris au piège dans une maison en feu.
											Pour quelqu'un souffrant de TSPT,
											ce souvenir active la même
cascade neuro-chimique
											que l’événement original,
											et qui fait resurgir les mêmes sentiments
de panique et d'impuissance,
											comme s'il revivait à nouveau
le traumatisme.
									","
											Un gran desafío para sobrellevar
el TEPT es sensibilidad a desencadenantes,
											estímulos físicos y emocionales
											que el cerebro asocia 
con el trauma original.
											Estas pueden ser sensaciones 
cotidianas no peligrosas
											pero reacciones físicas y 
emocionales rápidas y peligrosas.
											Por ejemplo, el olor de una fogata
											podría evocar la memoria de estar
atrapado en una casa en llamas.
											Para alguien con TEPT,
											la memoria activa la misma 
cascada neuroquímica
											como en el evento original.
											Se despiertan los mismos sentimientos
de miedo e impotencia
											como si experimentásemos 
el trauma otra vez.
									",The psychology of post-traumatic stress disorder,Joelle Rabow Maletis,5:10,"PTSD,TED-Ed,psychology,mental health,depression"
"
","
","
","
","
",The psychology of post-traumatic stress disorder,Joelle Rabow Maletis,5:10,"PTSD,TED-Ed,psychology,mental health,depression"
"
											Trying to avoid these triggers,
which are sometimes unpredictable,
											can lead to isolation.
											That can leave people feeling invalidated,
											ignored,
											or misunderstood,
											like a pause button has been
pushed on their lives
											while the rest of the world 
continues around them.
									","
											Tentar evitar esses estímulos
que por vezes são imprevisíveis
											pode levar ao isolamento.
											Isso leva as pessoas
a sentir-se inválidas,
											ignoradas ou mal compreendidas
											como se alguém acionasse
um botão de pausa na vida delas
											enquanto o resto do mundo
continua à volta delas.
									","
											Bazen öngürülemez olan bu tetikleyicileri
görmezden gelmek
											izolasyona sebep olabilir.
											Bu insanların duygularının önemsenmemiş,
											ihmal edilmiş
											ya da yanlış anlaşılmış
											hatta bir düğmeye basılmış gibi
etrafındaki herkes
											devam ederken hayatları hızlandırılmış
hissetmesini sağlar.
									","
											Essayer d'éviter ces déclencheurs,
qui sont parfois imprévisibles,
											peut mener à l'isolement.
											Ça peut mener à se sentir invalide,
											ignoré,
											ou incompris,
											comme si notre vie avait
été mise en pause
											pendant que le reste du monde
continuait de vivre.
									","
											Intentar evitar los desencadenantes,
a veces impredecibles,
											pueden llevar al aislamiento.
											Eso puede dejar a la gente 
sintiéndose invalidado,
											ignorada,
											o incomprendida,
											como si el botón vital de pausa
hubiera sido apretado
											mientras el resto del mundo
continúa a su alrededor.
									",The psychology of post-traumatic stress disorder,Joelle Rabow Maletis,5:10,"PTSD,TED-Ed,psychology,mental health,depression"
