es,tr,fr,title,speaker,duration,tags
"
","
","
",A tale of two political systems,Eric X. Li,20:37,"Asia,business,china,democracy,global issues,politics"
"
											Buenos días.
											Mi nombre es Eric Li, y nací aquí.
											Más bien, no nací allí,
											así era donde nací:
											Shanghái, en el pináculo 
de la Revolución Cultural.
											Mi abuela me dice que oyó
											el sonido de los disparos junto 
con mis primeros llantos.
									","
											İyi sabahlar.
											İsmim Eric Li ve burası doğduğum yer.
											Fakat hayır, orada doğmadım.
											Doğduğum yer burası:
											Kültür Devrimi'nin zirve noktasında, Shanghai.
											Büyükannem bana ilk ağlamalarım sırasında
											ateş seslerini duyduğunu anlatır.
									","
											Bonjour.
											Je m'appelle Eric Li, et voici où je suis né.
											Mais non, je ne suis pas né là-bas.
											Voilà où je suis né :
											Shanghai, au plus fort de
la Révolution Culturelle.
											Ma grand-mère me dit qu'elle a entendu
											des coups de feu en même temps
que mes premiers cris.
									",A tale of two political systems,Eric X. Li,20:37,"Asia,business,china,democracy,global issues,politics"
"
","
","
",A tale of two political systems,Eric X. Li,20:37,"Asia,business,china,democracy,global issues,politics"
"
											Cuando fui creciendo, 
me contaron una historia
											que explicaba todo lo que necesitaba 
saber sobre la humanidad.
											Fue así.
											Todas las sociedades humanas 
se desarrollan en una progresión lineal,
											comenzando con la sociedad primitiva, 
luego la sociedad esclavista,
											feudalismo, capitalismo, socialismo,
											y finalmente, ¿adivinen 
dónde terminamos?
											¡Comunismo!
											Tarde o temprano, 
toda la humanidad,
											independientemente de 
la cultura, idioma, nacionalidad,
											llegará a esta etapa final
											de desarrollo político y social.
											Los pueblos del mundo 
entero se unificarán
											en este paraíso en la Tierra
											y vivirán felices para siempre.
											Pero antes de llegar allí, 
estamos metidos
											en una lucha entre el bien y el mal,
											el bien del socialismo contra 
el mal del capitalismo,
											y el bien triunfará.
									","
											Büyürken bana insanlık hakkında bilmem gereken
											tüm şeyleri açıklayan bir hikaye anlatılmıştı.
											Hikaye şöyleydi.
											Tüm toplumlar doğrusal bir gelişim ile şekillenir,
											ilkel toplum ile başlar, daha sonra köle toplumu,
											feodalizm, kapitalizm, sosyalizm
											ve son olarak, tahmin edin nerede son buluruz?
											Komünizm!
											Er ya da geç, tüm insanlık,
											kültür, dil, millet farketmeksizin
											siyasi ve sosyal gelişimin
											bu son aşamasına ulaşacaktır.
											Tüm dünya insanları
											evrendeki bu cennette birleşecek
											ve sonsuza dek mutlu yaşayacaklar.
											Ancak buraya gelmeden önce,
											iyi ve kötü arasındaki mücadeleye katılırız,
											sosyalizmin iyiliğine karşılık kapitalizmin kötülüğü,
											ve iyilik kazanmalı.
									","
											Quand j'étais petit, 
on m'a raconté une histoire
											qui expliquait tout ce que 
j'ai toujours voulu savoir sur l'humanité.
											Voilà ce qu'elle disait.
											Toute société humaine se développe
de manière linéaire,
											en passant de la société primitive,
à la société esclavagiste,
											puis à la féodalité, au capitalisme, au socialisme,
											et finalement, devinez où cela nous mène ?
											Au communisme !
											Tôt ou tard, l'ensemble de l'humanité,
											peu importe sa culture,
sa langue ou sa nationalité,
											arrivera à cette dernière étape
											de développement politique et social.
											Tous les peuples du monde seront unifiés
											dans ce paradis terrestre
											et vivront heureux pour toujours.
											Mais avant d'en arriver là,
on doit faire face
											à ce dilemme entre le bien et le mal,
											le bien du socialisme
contre le mal du capitalisme,
											et le bien triomphera.
									",A tale of two political systems,Eric X. Li,20:37,"Asia,business,china,democracy,global issues,politics"
"
","
","
",A tale of two political systems,Eric X. Li,20:37,"Asia,business,china,democracy,global issues,politics"
"
											Esta era, por supuesto, 
la metanarrativa
											destilada de las 
teorías de Karl Marx.
											Y los chinos la compraron.
											Nos enseñaron esa 
gran historia día tras día.
											Se convirtió en parte de 
nosotros, y creímos en ella.
											La historia fue un bestseller.
											Aproximadamente un tercio de 
la población de todo el mundo
											vivía bajo esta metanarrativa.
									","
											Bu tabii ki Karl Marx'ın teorilerinden yola çıkarılarak
											elde edilmiş bir üst anlatıydı.
											Ve Çinliler bu numarayı yedi.
											Bu muhteşem hikaye her gün bize öğretilirdi.
											Bu bir parçamız haline gelmişti ve ona inanmıştık.
											Hikaye çok satanlar listesindeydi.
											Dünya nüfusunun yaklaşık üçte biri
											bu üst anlatı altında yaşadı.
									","
											C'était, bien entendu, le grand message
											distillé par les théories de Karl Marx.
											Et les chinois y ont cru.
											On nous a inculqué cette grande théorie
jour après jour.
											Elle a commencé à faire partie de nous
et on y a cru.
											La théorie était un best-seller.
											Environ un tiers de la population mondiale
											a vécu sous l'emprise
de cette grande théorie.
									",A tale of two political systems,Eric X. Li,20:37,"Asia,business,china,democracy,global issues,politics"
"
","
","
",A tale of two political systems,Eric X. Li,20:37,"Asia,business,china,democracy,global issues,politics"
"
											Entonces, el mundo cambió 
de la noche a la mañana.
											En cuanto a mí, desilusionado por 
la religión fallida de mi juventud,
											fui a EE. UU. y me convertí 
en un hippie de Berkeley.
									","
											Sonra, bir gecede bütün dünya değişti.
											Bana gelince, gençliğimin yıkılmış dini ile hayal kırıklığına uğramış bir halde,
											Amerika'ya gittim ve bir Berkeley hippisi oldum.
									","
											Puis, le monde a changé
du jour au lendemain.
											Quant à moi, désillusionné par l'échec de la religion
durant mon enfance,
											je suis parti en Amérique 
et je suis devenu un hippie de Berkeley.
									",A tale of two political systems,Eric X. Li,20:37,"Asia,business,china,democracy,global issues,politics"
"
","
","
",A tale of two political systems,Eric X. Li,20:37,"Asia,business,china,democracy,global issues,politics"
"
											(Risas)
									","
											(Kahkahalar)
									","
											(Rires)
									",A tale of two political systems,Eric X. Li,20:37,"Asia,business,china,democracy,global issues,politics"
"
","
","
",A tale of two political systems,Eric X. Li,20:37,"Asia,business,china,democracy,global issues,politics"
