en,fr,es,de,title,speaker,duration,tags
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											As an elementary school teacher,
											my mom did everything she could
to ensure I had good reading skills.
											This usually consisted of weekend
reading lessons at our kitchen table
											while my friends played outside.
											My reading ability improved,
											but these forced reading lessons
didn't exactly inspire a love of reading.
									","
											En tant qu'enseignante de primaire,
											ma mère faisait tout ce qu'elle pouvait 
pour s'assurer que je savais bien lire.
											Donc tous les week-ends, nous faisions
des séances de lecture dans la cuisine
											pendant que mes amis jouaient dehors.
											Je lisais de mieux en mieux,
											mais ces séances de lecture forcées 
ne m'ont pas donné le goût de la lecture.
									","
											Como maestra de escuela primaria,
											mi madre hizo lo posible para que
yo tuviera buenas habilidades lectoras.
											Esto consistía en lecciones de lectura
de fin de semana en la mesa de la cocina
											mientras mis amigos jugaban fuera.
											Mi capacidad lectora mejoró
											pero esas lecciones de lectura forzada
no inspiraron de verdad mi amor por leer.
									","
											Als Grundschullehrerin
											setzte meine Mama alles daran,
dass ich gute Lesefertigkeiten hatte.
											Für gewöhnlich übten wir das Lesen
am Wochenende an unserem Küchentisch,
											während meine Freunde draußen spielten.
											Meine Lesefertigkeiten verbesserten sich.
											Aber diese erzwungenen Lesestunden
begeisterten mich nicht gerade fürs Lesen.
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											High school changed everything.
											In 10th grade, my regular English class
read short stories and did spelling tests.
											Out of sheer boredom, I asked
to be switched into another class.
											The next semester,
I joined advanced English.
									","
											Le lycée a changé la donne.
											En 2nde, en classe d'anglais, on lisait
des nouvelles et faisait des dictées.
											Je m'ennuyais tellement 
que j'ai demandé à changer de groupe.
											Le semestre suivant, j'ai rejoint 
le groupe d'anglais niveau avancé.
									","
											La escuela secundaria cambió todo.
											En 10º, mi clase de inglés leía relatos
cortos y hacía pruebas de ortografía.
											Por puro aburrimiento pedí
que me cambiaran a otra clase.
											Al siguiente semestre,
fui a la clase de inglés ""avanzado"".
									","
											Die High School hat das
in der 10. Klasse geändert.
											Wir lasen im Englisch-Grundkurs
Kurzgeschichten und machten Schreibtests.
											Aus purer Langeweile fragte ich,
ob ich den Kurs wechseln durfte.
											Im nächsten Semester besuchte ich
den Englisch-Leistungskurs.
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Lachen)
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											We read two novels and wrote
two book reports that semester.
											The drastic difference and rigor
between these two English classes
											angered me and spurred questions like,
											""Where did all these
white people come from?""
									","
											Nous avons lu deux romans
et écrit deux compte-rendus de lecture.
											Une telle différence de rigueur 
entre ces deux classes d'anglais
											m'a mis hors de moi 
et m'a poussé à me demander :
											« D'où viennent tous ces gens blancs ? »
									","
											Leímos dos novelas y escribimos
dos reseñas de libros ese semestre.
											La diferencia drástica y el rigor
entre estas dos clases de inglés
											me enojaron y provocaron preguntas como:
											""¿De dónde son todos estos blancos?""
									","
											In diesem Semester lasen wir zwei Romane
und schrieben zwei Buchberichte.
											Die drastische Strenge und der Unterschied
zwischen den beiden Kursen
											verärgerte mich und regte
Fragen an, wie etwa:
											""Woher sind all diese Weißen gekommen?""
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Lachen)
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											My high school was over
70 percent black and Latino,
											but this advanced English class
had white students everywhere.
											This personal encounter
with institutionalized racism
											altered my relationship
with reading forever.
											I learned that I couldn't depend
on a school, a teacher or curriculum
											to teach me what I needed to know.
											And more out of like, rebellion,
than being intellectual,
											I decided I would no longer allow
other people to dictate
											when and what I read.
											And without realizing it,
I had stumbled upon a key
											to helping children read.
											Identity.
									","
											Mon collège comptait plus de 70 %
de Noirs et de Latinos,
											mais cette classe de niveau avancé
ne comptait que des étudiants blancs.
											Cette découverte personnelle
du racisme institutionnel
											a changé mon rapport 
à la lecture pour toujours.
											J'ai appris que je ne pouvais pas compter
sur une école, un prof ou un programme
											pour m'apprendre ce que je devais savoir.
											Et disons, plutôt rebelle qu'intellectuel,
											j'ai décidé de ne plus jamais 
me laisser dicter
											quoi lire et quand.
											Et sans m'en rendre compte,
je suis tombé sur quelque chose
											qui aiderait les enfants à lire.
											L'identité.
									","
											Mi escuela secundaria contaba con
más del 70 % de personas negras y latinas,
											pero en la clase avanzada de inglés había
estudiantes blancos por todas partes.
											Este encuentro personal
con el racismo institucionalizado
											alteró mi relación
con la lectura para siempre.
											Aprendí que no podía depender de una
escuela, un maestro o un plan de estudios
											para aprender lo que necesitaba saber.
											Y más por rebeldía,
que por ser intelectual,
											decidí que ya no permitiría
que otras personas dictaran
											cuándo y lo que debería leer.
											Y sin darme cuenta, encontré una clave
											para ayudar a los niños a leer
											La identidad.
									","
											Meine High School bestand zu über 70 %
aus Schwarzen und Latinos.
											Aber dieser Englisch-Leistungskurs
war voll mit weißen Schülern.
											Diese persönliche Begegnung
mit institutionalisiertem Rassismus
											änderte meine Beziehung
zum Lesen für immer.
											Ich lernte, dass mir Lehrer, Schule
oder Lehrplan nicht verlässlich
											das notwendige Wissen beibringen.
											Eher aus Rebellion
statt aus intellektueller Größe,
											entschied ich, mir nicht länger
von anderen vorschreiben zu lassen,
											wann und was ich las.
											Und ohne es zu merken,
stieß ich auf einen Schlüssel,
											um Kindern zum Lesen zu verhelfen.
											Identität.
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											Instead of fixating on skills
											and moving students
from one reading level to another,
											or forcing struggling readers
to memorize lists of unfamiliar words,
											we should be asking ourselves
this question:
											How can we inspire children
to identify as readers?
									","
											Au lieu de se concentrer 
sur les compétences
											et de changer les élèves
d'un niveau de lecture à un autre,
											ou de forcer les plus faibles
à retenir des listes de mots inconnus,
											nous devrions nous demander :
											comment pouvons-nous encourager
les enfants à aimer la lecture ?
									","
											En lugar de obsesionarse
con las competencias
											y cambiar estudiantes
de un nivel de lectura a otro
											u obligar a los lectores con dificultades
											a memorizar listas 
de palabras desconocidas,
											deberíamos hacernos esta pregunta:
											¿Cómo podemos inspirar a los niños 
a identificarse como lectores?
									","
											Anstatt sich auf Fähigkeiten zu fixieren
											und Schüler von einer Lesestufe
zur anderen zu bringen
											oder leseschwache Kinder zu zwingen,
sich unbekannte Wörter einzuprägen,
											sollten wir uns diese Frage stellen:
											Wie können wir Kinder begeistern,
sich als Leser zu fühlen?
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											DeSean, a brilliant first-grader
I taught in the Bronx,
											he helped me understand
how identity shapes learning.
											One day during math,
I walk up to DeSean, and I say,
											""DeSean, you're a great mathematician.""
											He looks at me and responds,
											""I'm not a mathematician,
I'm a math genius!""
									","
											DeSean, un brillant étudiant 
à qui j'ai enseigné au Bronx,
											m'a aidé à comprendre comment
l'identité influençait l'apprentissage.
											Un jour pendant un cours de maths,
j'ai été le voir et je lui ai dit :
											« DeSean, tu es
un excellent mathématicien. »
											Il m'a regardé et a répondu :
											« Je ne suis pas mathématicien
mais un génie des maths ! »
									","
											DeSean, un brillante alumno de
primer grado al que enseñé en el Bronx,
											me ayudó a entender cómo
la identidad forma el aprendizaje.
											Un día, durante la clase de matemáticas,
caminé hasta DeSean y dije:
											""DeSean, eres un gran matemático"".
											Él me miró y respondió:
											""¡No soy matemático,
soy un genio de las matemáticas!""
									","
											DeSean, ein genialer Erstklässler,
den ich in der Bronx unterrichtete,
											half mir zu verstehen,
wie Identität das Lernen prägt.
											Ich ging eines Tages im Matheunterricht
auf DeSean zu und sagte:
											""DeSean, du bist
ein großartiger Mathematiker.""
											Er sah mich an und antwortete:
											""Ich bin kein Mathematiker.
Ich bin ein Mathegenie!""
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Lachen)
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											OK DeSean, right?
											Reading?
											Completely different story.
											""Mr. Irby, I can't read.
											I'm never going to learn
to read,"" he would say.
											I taught DeSean to read,
											but there are countless black boys
who remain trapped in illiteracy.
											According to the US
Department of Education,
											more than 85 percent
of black male fourth graders
											are not proficient in reading.
											85 percent!
											The more challenges
to reading children face,
											the more culturally competent
educators need to be.
											Moonlighting as a stand-up comedian
for the past eight years,
											I understand the importance
of cultural competency,
											which I define as the ability to translate
											what you want someone else
to know or be able to do
											into communication or experiences
that they find relevant and engaging.
											Before going on stage,
I assess an audience.
											Are they white, are they Latino?
											Are they old, young,
professional, conservative?
											Then I curate and modify my jokes
											based on what I think
would generate the most laughter.
											While performing in a church,
I could tell bar jokes.
											But that might not result in laughter.
									","
											D'accord DeSean, si tu veux.
											La lecture ?
											Une histoire bien différente.
											« M. Irby, je ne sais pas lire.
											Je n'apprendrai
jamais à lire », disait-il.
											Je lui ai appris à lire,
											mais il y a d'innombrables garçons noirs
qui restent piégés dans l'illettrisme.
											Selon le Ministère
de l'Éducation des États-Unis,
											plus de 85 % des élèves 
garçons noirs de CM1
											ne maîtrisent pas la lecture.
											85 % !
											Plus les enfants feront face 
à des difficultés de lecture,
											plus les profs auront besoin 
d'avoir un savoir culturel.
											Humoriste la moitié 
de mon temps depuis 8 ans,
											je comprends l'importance 
de la compétence culturelle,
											que je définis comme l'aptitude à traduire
											ce qu'on veut qu'une personne
sache ou soit capable de faire
											en une communication ou en expériences
jugées pertinentes et intéressantes.
											Avant de venir sur scène,
j'évalue le public.
											Sont-ils blancs ou latinos ?
											Sont-ils vieux, jeunes, 
professionnels, conservateurs ?
											J'ai ensuite revu et modifié mes blagues
											de manière à ce qu'elles 
vous fassent rire.
											En me produisant dans une église,
je pourrais sortir des blagues de bistrot.
											Mais ça ne ferait rire personne.
									","
											De acuerdo, DeSean,
											¿y la lectura?
											Eso es algo completamente diferente.
											""Sr. Irby, no sé leer.
											Nunca voy a aprender a leer"", dijo.
											Le enseñé a DeSean a leer,
											pero hay innumerables chicos negros
que siguen atrapados en el analfabetismo.
											De acuerdo con el Departamento
de Educación de EE.UU.
											más del 85 % de los chicos negros de 4º
											no tienen competencias lectoras.
											¡El 85 %!
											Cuantos más desafíos
enfrentan los niños que leen,
											más competentes culturalmente
deben ser los educadores.
											Siendo pluriempleado como comediante
durante los últimos ocho años,
											entiendo la importancia
de la competencia cultural,
											que defino como la capacidad de traducir
											lo que quieres que sepa 
o que llegue a poder hacer
											comunicando o experimentando
lo que consideran relevante y atractivo.
											Antes de subir al escenario,
evalúo una audiencia.
											¿Son blancos, son latinos?
											¿Son viejos, jóvenes,
profesionales, conservadores?
											Entonces soy curador y modifico mis bromas
											basado en lo que creo
que generará más risa.
											Mientras actuaba en una iglesia,
podía contar chistes de bar.
											Pero eso podría no dar lugar a la risa.
									","
											Okay, DeSean, alles klar.
											Lesen?
											Eine vollkommen andere Sache:
											""Herr Irby, ich kann nicht lesen.
											Ich werde niemals 
lesen lernen"", sagte er oft.
											Ich brachte DeSean das Lesen bei.
											Aber es gibt unzählige schwarze Jungs,
die Analfabet bleiben.
											Laut dem US-Bildungsministerium
											sind mehr als 85 % der männlichen
schwarzen Viertklässler
											im Lesen ungeübt.
											85 Prozent!
											Je mehr das Lesen für die Kinder
eine Herausforderung ist,
											umso mehr müssen Pädagogen
kulturell kompetent sein.
											Nach acht Jahren Erfahrung, als
nebenberuflicher Stand-up-Comedian
											verstehe ich die Wichtigkeit
von kultureller Kompetenz.
											Ich definiere sie als die Fähigkeit,
											zu vermittelndes Wissen oder Können
											in für eine Person
relevante oder ansprechende
											Kommunikationen
und Erfahrungen zu übersetzen.
											Vor jedem Auftritt
schätze ich das Publikum ein.
											Sind sie weiß, sind sie Latinos?
											Sind sie alt, jung,
fachmännisch, konservativ?
											Dann wähle und modifiziere
ich meine Witze,
											aufgrund dessen, was meiner Meinung nach
die meisten Lacher erzeugt.
											Wenn ich in einer Kirche auftrete,
könnte ich Barwitze machen.
											Aber das wäre vielleicht nicht lustig.
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Lachen)
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											As a society, we're creating
reading experiences for children
											that are the equivalent
of telling bar jokes in a church.
											And then we wonder
why so many children don't read.
											Educator and philosopher Paulo Freire
											believed that teaching and learning
should be two-way.
											Students shouldn't be viewed
as empty buckets to be filled with facts
											but as cocreators of knowledge.
									","
											Dans notre société, 
nous créons des lectures pour enfants
											qui reviennent à sortir des blagues 
de bistrot dans une église.
											Et on s'étonne qu'autant
d'enfants ne savent pas lire.
											L'éducateur et philosophe Paulo Freire
											croyait que l'enseignement
et l'apprentissage
											devaient être réciproques.
											Les élèves ne devraient pas être vus
comme des seaux vides à remplir,
											mais comme des collaborateurs du savoir.
									","
											Como sociedad, estamos creando
experiencias de lectura para niños
											eso es el equivalente a contar
chistes de bar en una iglesia.
											Y luego nos preguntamos
por qué tantos niños no leen.
											El educador y filósofo Paulo Freire
											creía que la enseñanza y el aprendizaje
deberían ser bidireccionales.
											Los estudiantes no deben considerarse
como contenedores vacíos
											para llenarlos con hechos, sino 
como cocreadores de conocimiento.
									","
											Als Gesellschaft schaffen wir
Leseerfahrungen für Kinder,
											als ob wir Barwitze
in einer Kirche erzählen.
											Und dann wundern wir uns,
dass so viele Kinder nicht lesen.
											Der Pädagoge und Philosoph
Paulo Freire glaubte,
											dass Lehren und Lernen
beidseitig sein sollte.
											Schüler sollten nicht als leere Eimer
zur Füllung von Fakten gesehen werden,
											sondern als Co-Erzeuger von Wissen.
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											Cookie-cutter curriculums
and school policies
											that require students to sit statue-still
											or to work in complete silence —
											these environments often exclude
the individual learning needs,
											the interest and expertise of children.
											Especially black boys.
									","
											Les programmes types
et les politiques scolaires
											exigent des élèves 
qu'ils restent assis, immobiles
											et qu'ils travaillent 
dans un silence complet.
											Ces conditions excluent souvent 
les besoins de l'apprentissage individuel,
											l'intérêt et les compétences des enfants.
											Surtout des garçons noirs.
									","
											Los planes de estudios 
y políticas escolares esteriotipados
											que exigen que los estudiantes
estén sentados quietos como estatuas
											o que trabajen en completo silencio,
											estos a menudo excluyen las necesidades
individuales de aprendizaje,
											el interés y la experiencia de los niños,
											especialmente de los chicos negros.
									","
											08/15-Lehrpläne und Schulregeln,
											welche von den Schülern
abverlangen, still zu sitzen
											oder in völliger Stille zu arbeiten —
											diese Umgebungen schließen
die individuellen Lernbedürfnisse,
											Interessen und Fachkenntnisse
der Kinder häufig aus.
											Besonders von schwarzen Jungs.
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
