en,fr,pt,title,speaker,duration,tags
"
","
","
","Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,15:24,"design,architecture,cities,sustainability,environment,infrastructure,urban planning,climate change,creativity"
"
											My mom has always reminded me
											that I have the same
proportions as a LEGO man.
									","
											Ma mère m'a toujours rappelé
											que j'avais les mêmes proportions
qu'un homme LEGO.
									","
											A minha mãe estava sempre a dizer-me
											que eu tinha as mesmas proporções
de um homenzinho do LEGO.
									","Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,15:24,"design,architecture,cities,sustainability,environment,infrastructure,urban planning,climate change,creativity"
"
","
","
","Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,15:24,"design,architecture,cities,sustainability,environment,infrastructure,urban planning,climate change,creativity"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,15:24,"design,architecture,cities,sustainability,environment,infrastructure,urban planning,climate change,creativity"
"
","
","
","Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,15:24,"design,architecture,cities,sustainability,environment,infrastructure,urban planning,climate change,creativity"
"
											And she does actually have a point.
											LEGO is a company that has succeeded
											in making everybody believe
that LEGO is from their home country.
											But it's not, it's from my home country.
											So you can imagine my excitement
when the LEGO family called me
											and asked us to work with them
to design the Home of the Brick.
											This is the architectural model —
we built it out of LEGO, obviously.
									","
											Et elle n'avait en fait pas tort.
											LEGO est une entreprise qui a réussi
											en faisant croire à tout le monde
que LEGO vient de leur pays d'origine.
											Mais c'est faux,
LEGO vient de mon pays natal.
											Vous imaginez donc mon enthousiasme
quand la famille LEGO m'a appelé
											pour nous demander de travailler avec eux
à la conception de la LEGO House.
											Voici la maquette que nous avons
évidemment construite en LEGO.
									","
											E não deixava de ter razão.
											A LEGO é uma empresa que conseguiu
											que todos acreditassem
que a LEGO era do seu país natal.
											Mas não é, é do meu país natal.
											Portanto, podem imaginar o meu entusiasmo
quando a família LEGO me chamou
											e nos pediu para trabalharmos com eles
para desenhar a Casa de Tijolo.
											Este é o modelo arquitetónico
- construído com LEGOS, obviamente.
									","Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,15:24,"design,architecture,cities,sustainability,environment,infrastructure,urban planning,climate change,creativity"
"
","
","
","Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,15:24,"design,architecture,cities,sustainability,environment,infrastructure,urban planning,climate change,creativity"
"
											This is the final result.
											And what we tried to do was to design
											a building that would be as interactive
and as engaging and as playful
											as LEGO is itself,
											with these kind of interconnected
playgrounds on the roofscape.
											You can enter a square on the ground
											where the citizens of Billund
can roam around freely without a ticket.
											And it's probably one of the only
museums in the world
											where you're allowed
to touch all the artifacts.
									","
											Et voici le résultat final.
											Nous avons essayé de concevoir
											un bâtiment qui serait aussi interactif
aussi captivant et aussi ludique
											que les LEGO eux-mêmes,
											avec ces terrains de jeux interconnectés
sur le toit terrasse.
											Il y a une place au rez-de-chaussée
											où les habitants de Billund peuvent
se promener sans acheter de billet.
											Et c'est probablement
un des seuls musées au monde
											où vous avez le droit
de toucher tous les objets.
									","
											Este é o resultado final.
											Tentámos imaginar um edifício
											que fosse tão interativo 
e envolvente e divertido
											como o próprio LEGO,
											com um tipo de áreas de jogos
interligadas, nos telhados.
											Podemos entrar numa praça
											onde os cidadãos de Billund
podem passear à vontade sem pagar entrada.
											Provavelmente é um dos únicos
museus do mundo
											onde podemos mexer em todos os objetos.
									","Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,15:24,"design,architecture,cities,sustainability,environment,infrastructure,urban planning,climate change,creativity"
"
","
","
","Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,15:24,"design,architecture,cities,sustainability,environment,infrastructure,urban planning,climate change,creativity"
"
											But the Danish word for design
is ""formgivning,"" which literally means
											to give form to that
which has not yet been given form.
											In other words,
to give form to the future.
											And what I love about LEGO
is that LEGO is not a toy.
											It's a tool that empowers the child
to build his or her own world,
											and then to inhabit
that world through play
											and to invite her friends to join her
in cohabiting and cocreating that world.
											And that is exactly what formgivning is.
											As human beings, we have the power
to give form to our future.
									","
											Le mot danois pour dire « design »
est « formgivning », ce qui signifie
											donner forme à ce qui n'a pas
encore reçu de forme.
											En d'autres termes, matérialiser le futur.
											Et ce que j'adore avec les LEGO,
c'est qu'ils ne sont pas qu'un jouet.
											C'est un outil qui donne à l'enfant
les moyens de construire son propre monde,
											puis de l'habiter à travers le jeu
											et d'inviter ses amis à le rejoindre pour
cohabiter et coconstruire ce monde.
											C'est précisément
le concept de « formgivning ».
											En tant qu'êtres humains, nous avons
le pouvoir de matérialiser notre futur.
									","
											Mas a palavra dinamarquesa
para ""design"" é ""formatar"",
											o que significa dar forma àquilo
a que ainda não foi dada qualquer forma.
											Por outras palavras, dar forma ao futuro.
											O que mais aprecio no LEGO
é que o LEGO não é um brinquedo,
											é um instrumento que permite à criança
construir o seu próprio mundo,
											e habite nesse mundo
através da brincadeira
											e convide os amigos para habitarem
nesse mundo e o criarem, em conjunto.
											É exatamente isso o que é dar-lhe forma.
											Enquanto seres humanos, podemos
dar forma ao nosso futuro.
									","Floating cities, the LEGO House and other architectural forms of the future",Bjarke Ingels,15:24,"design,architecture,cities,sustainability,environment,infrastructure,urban planning,climate change,creativity"
