es,pt,tr,en,fr,title,speaker,duration,tags
"
","
","
","
","
",The key to growth? Race with the machines,Erik Brynjolfsson,11:56,"business,economics,technology,work"
"
											El crecimiento no está muerto.
									","
											O crescimento não está morto.
									","
											Yaşlanmak ölü demek değildir.
									","
											Growth is not dead.
									","
											La croissance n'est pas morte.
									",The key to growth? Race with the machines,Erik Brynjolfsson,11:56,"business,economics,technology,work"
"
","
","
","
","
",The key to growth? Race with the machines,Erik Brynjolfsson,11:56,"business,economics,technology,work"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applause)
									","
											(Applaudissements)
									",The key to growth? Race with the machines,Erik Brynjolfsson,11:56,"business,economics,technology,work"
"
","
","
","
","
",The key to growth? Race with the machines,Erik Brynjolfsson,11:56,"business,economics,technology,work"
"
											La historia comienza 
hace 120 años,
											cuando las fábricas estadounidenses empezaron 
a usar electricidad en sus operaciones,
											dando inicio a la Segunda 
Revolución Industrial.
											Lo más sorprendente es
											que la productividad no aumentó 
en esas fábricas
											durante 30 años. 30 años.
											Es tiempo suficiente para que 
una generación de gerentes se retire.
											Verán, la primera oleada de gerentes
											simplemente sustituyó las máquinas 
de vapor por motores eléctricos,
											pero no rediseñaron las fábricas 
para sacar provecho
											de la flexibilidad de la electricidad.
											Quedó en manos de la siguiente generación 
inventar nuevos procesos de trabajo,
											y entonces la productividad se disparó,
											a menudo duplicándose, o incluso 
triplicándose en esas fábricas.
									","
											Vamos começar a história há 120 anos,
											quando as fábricas americanas começaram
a usar energia elétrica nas suas operações,
											dando início
à Segunda Revolução Industrial.
											O que é surpreendente
é que a produtividade
											não aumentou naquelas indústrias
durante 30 anos.
											Trinta anos.
											Isso é tempo suficente
para uma geração de gerentes se aposentar.
											A primeira vaga de gerentes
											limitou-se a substituir os motores a vapor
por motores elétricos,
											mas não redesenharam as fábricas
											para aproveitar a flexibilidade
da energia elétrica.
											A geração seguinte teria de reinventar
os novos processos de trabalho,
											e aí sim, a produtividade aumentou,
											algumas vezes duplicando
ou triplicando nessas fábricas.
									","
											120 yıl önceki hikayeye başlayalım.
											Amerikan fabrikalarının İkinci Sanayi devrimini ateşleyen
											manevralarını başlattığı zamanki hikayeye...
											Harika şey şu ki
											bu fabrikalarda 30 yıl boyunca verimlilik
											artmadı. Otuz yıl.
											Bu bir nesil yöneticinin emekli olması için yeterince uzun bir zaman.
											Görüyorsunuz ki yöneticilerin birinci dalgası
											buhar makinelerini elektrik motorlarla değiştirdiler,
											fakat fabrikaları, elektriklerin esnekliğinden faydalanmak için
											yeniden tasarlamadılar.
											Yeni iş yöntemi icat etme görevi, bir sonraki nesle düştü
											ve sonra bu fabrikalardaki üretkenlik sıklıkla
											iki ya da üç katına çıkarak arttı.
									","
											Let's start the story 120 years ago,
											when American factories began to electrify their operations,
											igniting the Second Industrial Revolution.
											The amazing thing is
											that productivity did not increase in those factories
											for 30 years. Thirty years.
											That's long enough for a generation of managers to retire.
											You see, the first wave of managers
											simply replaced their steam engines with electric motors,
											but they didn't redesign the factories to take advantage
											of electricity's flexibility.
											It fell to the next generation to invent new work processes,
											and then productivity soared,
											often doubling or even tripling in those factories.
									","
											Notre histoire commence 
il y a 120 ans,
											quand les usines américaines ont commencé
à fonctionner à l'électricité,
											initiant ainsi la Deuxième Révolution Industrielle.
											Ce qui est incroyable c'est
											que la productivité de ces usines 
n'a pas augmenté
											pendant 30 ans. Trente ans.
											C'est assez long pour qu'une génération entière 
de directeurs parte en retraite.
											En fait, la première vague de directeurs
											s'est contentée de remplacer les machines à vapeur 
par des moteurs électriques,
											mais elle n'a pas repensé 
les usines pour profiter
											de la flexibilité que procure l'électricité.
											C'est la génération suivante qui a inventé 
de nouveaux processus de travail,
											et alors la productivité a explosé,
											elle a souvent doublé 
ou même triplé dans ces usines.
									",The key to growth? Race with the machines,Erik Brynjolfsson,11:56,"business,economics,technology,work"
"
","
","
","
","
",The key to growth? Race with the machines,Erik Brynjolfsson,11:56,"business,economics,technology,work"
"
											La electricidad es un ejemplo 
de tecnología multipropósito,
											como lo fue primero la máquina de vapor.
											Las tecnologías multipropósito impulsan 
la mayoría del crecimiento económico,
											porque desatan una cascada de 
innovaciones complementarias,
											como las bombillas y, sí, 
el rediseño de fábricas.
											¿Existe una tecnología multipropósito 
en nuestros tiempos?
											Claro. La computadora.
											Pero la tecnología por sí 
sola no es suficiente.
											La tecnología no es el destino.
											Nosotros forjamos nuestro destino,
											y, tal y como las anteriores 
generaciones de gerentes
											necesitaron rediseñar sus fábricas,
											nosotros necesitaremos reinventar 
nuestras organizaciones.
											e incluso todo nuestro 
sistema económico.
											No estamos haciendo tan buen 
trabajo como deberíamos.
											Como veremos en un momento,
											la productividad en realidad va bien,
											pero se ha desacoplado del empleo,
											y el ingreso del trabajador 
medio se está estancando.
											Estos problemas a veces 
se diagnostican erróneamente
											como el fin de la innovación,
											pero son en realidad 
las dificultades crecientes
											de lo que Andrew McAfee y yo 
llamamos la nueva era de las máquinas.
									","
											A eletricidade é um exemplo
de tecnologia de objetivo geral,
											assim como fora
a máquina a vapor antes dela.
											As tecnologias de objetivo geral conduzem
a maior parte do crescimento económico,
											porque desencadeiam uma cascata
de inovações complementares,
											tal como lâmpadas e, sim,
o redesenho industrial.
											Há uma tecnologia de objectivo geral
na nossa era?
											Claro. É o computador.
											Mas a tecnologia sozinha não é suficente.
											A tecnologia não é o destino.
											Nós modelamos o nosso destino.
											Tal como a antiga geração de gerentes
											precisou de redesenhar as suas indústrias,
											nós teremos de reinventar
as nossas organizações
											e até mesmo
todo o nosso sistema económico.
											Não estamos a ir tão bem
como devíamos nesta tarefa.
											Como veremos daqui a instantes,
											a produtividade está na verdade a ir bem,
											mas ela foi dissociada de empregos,
											e a receita do trabalhador normal
está a estagnar.
											Estes problemas são por vezes
mal diagnosticados
											como o fim da inovação,
											mas eles, na verdade,
são as dores de crescimento
											daquilo a que eu e Andrew McAfee
chamamos ""a nova era da máquina"".
									","
											Ondan önceki buhar makinesi gibi elektrik,
											her amaca uygun teknolojinin bir örneğidir.
											Her amaca uygun teknoloji en çok ekonomik gelişimi sağlar,
											çünkü birbirini tamamlayan yeniliklerin basamaklarını serbest bırakırlar—
											elektrik lambası, evet, fabrikanın yeniden tasarımı gibi.
											Çağımızın her amaca uygun bir teknolojisi var mı?
											Elbette. O, bilgisayar.
											Ancak tek başına teknoloji yeterli değildir.
											Teknoloji, kader değildir.
											Kaderimizi kendimiz şekillendiririz
											ve yöneticilerin daha önceki kuşakları gibi
											fabrikalarını yeniden inşa etmeleri gerekliydi.
											Kuruluşlarımızı ve hatta tüm ekonomik sistemimizi
											yeniden oluşturmamız gerekecek.
											Olması gerektiği kadar iyi bir iş yapmıyoruz.
											Hemen şimdi göreceğimiz gibi
											üretkenlik aslında yolunda,
											ancak o, mesleklerden ayrıştırıldı
											ve tipik çalışan gelirleri hiç ilerlemiyor.
											Yenilikçiliğin sonu olduğu için bazen bu sorunlara
											yanlış tanı konuluyor.
											Fakat aslında onlar, Andrew McAfee ve benim
											""yeni makine çağı"" olarak adlandırdığımız şeyin büyüme sancılarıdır.
									","
											Electricity is an example of a general purpose technology,
											like the steam engine before it.
											General purpose technologies drive most economic growth,
											because they unleash cascades of complementary innovations,
											like lightbulbs and, yes, factory redesign.
											Is there a general purpose technology of our era?
											Sure. It's the computer.
											But technology alone is not enough.
											Technology is not destiny.
											We shape our destiny,
											and just as the earlier generations of managers
											needed to redesign their factories,
											we're going to need to reinvent our organizations
											and even our whole economic system.
											We're not doing as well at that job as we should be.
											As we'll see in a moment,
											productivity is actually doing all right,
											but it has become decoupled from jobs,
											and the income of the typical worker is stagnating.
											These troubles are sometimes misdiagnosed
											as the end of innovation,
											but they are actually the growing pains
											of what Andrew McAfee and I call the new machine age.
									","
											L'électricité est un exemple 
de technologie à usage général,
											comme la machine à vapeur 
l'avait été auparavant.
											Les technologies à usage général 
créent l'essentiel de la croissance économique,
											parce qu'elles créent en cascade 
des innovations complémentaires
											comme les ampoules électriques
et, oui, la conception des usines.
											Y a-t-il une technologie 
à usage général de notre époque ?
											Bien sûr. C'est l'ordinateur.
											Mais la technologie seule ne suffit pas.
											La technologie n'est pas notre destin.
											Nous façonnons notre destin,
											et tout comme 
les anciennes générations de directeurs
											ont dû repenser leurs usines,
											il va nous falloir réinventer 
nos organisations
											et même notre système économique 
dans son ensemble.
											Et on ne se débrouille pas 
aussi bien qu'on le devrait.
											Comme nous allons le voir 
dans un moment,
											en fait la productivité se porte plutôt bien,
											mais elle est devenue 
déconnectée des emplois,
											et le revenu moyen stagne.
											Ces problèmes sont parfois 
considérés à tort
											comme une conséquence 
de la fin de l'innovation,
											mais ils sont en fait 
les difficultés croissantes
											de ce que Andrew McAfee et moi-même
appelons le nouvel âge de la machine.
									",The key to growth? Race with the machines,Erik Brynjolfsson,11:56,"business,economics,technology,work"
"
","
","
","
","
",The key to growth? Race with the machines,Erik Brynjolfsson,11:56,"business,economics,technology,work"
"
											Miremos algunos números.
											Aquí está el PIB per cápita en EE.UU.
											Hay algunos baches en 
el camino, pero la gran noticia
											es que uno prácticamente 
podría ajustar una regla.
											Es una escala logarítmica, así que 
lo que parece un crecimiento constante
											es realmente una aceleración 
en términos reales.
											Y aquí está la productividad.
											Pueden ver una pequeña 
desaceleración a mediados de los 70,
											pero coincide bastante bien con 
la Segunda Revolución Industrial,
											cuando las fábricas fueron aprendiendo 
a electrificar sus operaciones.
											Después de un retraso, 
la productividad se acelera otra vez.
											Así que tal vez 
""la historia no se repite,
											pero a veces rima"".
											Hoy en día, la productividad 
está en un nivel más alto,
											y a pesar de la Gran Recesión,
											creció más rápido en la década 
del 2000 que en la de 1990,
											el rugido de los 90 y 
más rápido que los 70 o los 80.
											Está creciendo más rápido de lo que 
lo hizo en la Segunda Revolución Industrial.
											Y eso es solo en EE.UU.
											Las noticias mundiales 
son incluso mejores.
											Los ingresos en todo el mundo 
han crecido a un ritmo más rápido
											en la última década que 
nunca antes en la historia.
									","
											Vamos ver alguns dados.
											Este é o PIB por pessoa nos EUA.
											Tem alguns solavancos pelo caminho,
mas a grande história
											é que se pode praticamente
encaixar nele uma régua.
											Está é uma escala logarítima,
então o que parece um crescimento estável
											é na verdade uma aceleração em termos reais.
											E eta é a produtividade.
											Vemos um pequeno desaceleramento
aqui no meio dos anos 70,
											mas combina muito bem
com a Segunda Revolução Industrial,
											quando as indústrias estavam a aprender
a eletrificar as suas operações.
											Depois de um pequeno atraso,
a produtividade acelerou novamente.
											Então, a história talvez não se repita
											mas às vezes assemelha-se.
											Hoje, a produtividade
está constantemente alta,
											e apesar da Grande Recessão,
											cresceu mais rapidamente nos anos 2000
do que nos anos 90,
											os gritantes anos 90, em que
foi mais rápido do que nos anos 70 ou 80.
											Está a crescer mais depressa do que
durante a Segunda Revolução Industrial.
											E isso é só nos EUA.
											As notícias globais são ainda melhores.
											A rentabilidade mundial cresceu
a um ritmo mais rápido
											na última década do que em qualquer
outro momento da história.
									","
											Bazı verilere bakalım.
											İşte buradaki Amerika'da adam başına düşen gayri safi yurtiçi hasıla.
											Yol boyunca bazı çıkıntılar var, ancak büyük hikaye şu ki
											siz hakikaten burada net bir eğilim yakalayabilirsiniz.
											Bu logaritma ölçeğinde, yani istikrarlı büyüme gibi görünen şey
											aslında gerçek anlamda bir ivmelenme.
											Ve işte üretkenlik.
											Orada 70'lerin ortalarında birazcık durgunluk görebilirsiniz.
											Ancak fabrikalar faaliyetlerini nasıl hızlandıracaklarını öğrendikleri zaman
											İkinci Endüstri Devrimi ile oldukça çok birbirine uydular.
											Bir duraklamadan sonra, üretkenlik tekrar ivme kazandı.
											Yani, belki ""tarih tekerrür etmez,
											ancak bazen kafiye yapar"".
											Bugün üretkenlik en üst seviyede
											ve Küresel Kriz'e rağmen, üretkenlik
											2000'li yıllarda 1990'lı yıllarda olduğundan daha hızlı gelişiyor.
											Oysa 1990'lar, 70'ler ve ya 80'lerden çok daha başarılı.
											İkinci Sanayi Devrimi boyunca olduğundan daha hızlı gelişiyor.
											Ve bu sadece Amerika Birleşik Devletleri.
											Küresel haberler daha da iyi.
											Dünya çapındaki gelirler, geçtiğimiz 10 yılda tarihte olduğundan
											daha hızlı bir oranda arttı.
									","
											Let's look at some data.
											So here's GDP per person in America.
											There's some bumps along the way, but the big story
											is you could practically fit a ruler to it.
											This is a log scale, so what looks like steady growth
											is actually an acceleration in real terms.
											And here's productivity.
											You can see a little bit of a slowdown there in the mid-'70s,
											but it matches up pretty well with the Second Industrial Revolution,
											when factories were learning how to electrify their operations.
											After a lag, productivity accelerated again.
											So maybe ""history doesn't repeat itself,
											but sometimes it rhymes.""
											Today, productivity is at an all-time high,
											and despite the Great Recession,
											it grew faster in the 2000s than it did in the 1990s,
											the roaring 1990s, and that was faster than the '70s or '80s.
											It's growing faster than it did during the Second Industrial Revolution.
											And that's just the United States.
											The global news is even better.
											Worldwide incomes have grown at a faster rate
											in the past decade than ever in history.
									","
											Examinons quelques données.
											Voici le PIB par tête aux États-Unis.
											Le chemin est quelque peu accidenté, 
mais en gros
											on pourrait presque apposer 
une règle sur la tendance.
											L'échelle est logarithmique, donc 
ce qui semble être une croissance soutenue
											est en fait une accélération 
en termes réels.
											Et voici la productivité.
											On voit un léger ralentissement 
au milieu des années 70,
											mais ça correspond plutôt bien 
à la Deuxième Révolution Industrielle,
											quand les usines apprenaient 
à fonctionner à l'électricité.
											Après un ralentissement, 
la productivité a accéléré de nouveau.
											Alors peut-être que « l'histoire ne se répète pas,
											mais parfois, elle rime. »
											Aujourd'hui, la productivité 
est à son plus haut niveau,
											et malgré la Grande Récession,
											elle a augmenté plus rapidement 
dans les années 2000 que dans les années 90,
											dont J. Stiglitz a dit que « le capitalisme perd 
la tête», où elle a augmenté plus rapidement
que dans les années 70 ou 80.
											Elle augmente plus rapidement 
que pendant la Deuxième Révolution Industrielle.
											Et je ne parle que des États-Unis.
											Au niveau mondial, 
les nouvelles sont encore meilleures.
											À l'échelle du monde, les revenus 
ont augmenté plus rapidement
											au cours de la dernière décennie 
que jamais auparavant.
									",The key to growth? Race with the machines,Erik Brynjolfsson,11:56,"business,economics,technology,work"
