en,tr,title,speaker,duration,tags
"
","
",The problem of light pollution — and 5 ridiculously easy ways to fix it,Kelsey Johnson,13:28,"astronomy,science,universe,nature,cosmos,space,pollution"
"
											Unless you've spent quality time
on the International Space Station,
											this is probably not a view
you are super familiar with.
											This is the east coast
of the United States.
											That's New York down there
in the lower right,
											and it's a band of light
all the way up through Washington DC.
											Those cities are shining like jewels,
											highways are traced by webs of light.
											And all of that light is super photogenic.
											But there's a problem.
									","
											Uluslararası Uzay İstasyonu'nda
yeterince zaman geçirmediyseniz
											bu muhtemelen aşina olduğunuz
bir manzara değildir.
											Burası ABD'nin doğu sahili.
											Sağ alt köşedeki New York
											ve yukarıda Washington DC'ye kadar
bir ışık hattı uzanıyor.
											Bu şehirler mücevher gibi parlıyor,
											otobanlar ise ışık ağlarıyla sarmalanmış.
											Tüm bu ışıklar oldukça fotojenik.
											Ama bir sorun var.
									",The problem of light pollution — and 5 ridiculously easy ways to fix it,Kelsey Johnson,13:28,"astronomy,science,universe,nature,cosmos,space,pollution"
"
","
",The problem of light pollution — and 5 ridiculously easy ways to fix it,Kelsey Johnson,13:28,"astronomy,science,universe,nature,cosmos,space,pollution"
"
											That light is meant to be
illuminating our sidewalks,
											and our streets and our houses.
											Instead, it's actually
going up into the sky
											and out into the universe,
											where it's not doing any of us any good.
											When I see photos of this, of the Earth,
											I see environmental catastrophe.
											Those aren't jewels,
											those are tumors.
									","
											Bu ışıkların asıl amacı
											kaldırımlarımızı, sokaklarımızı
ve evlerimizi aydınlatmaktı.
											Bunun yerine aslında yukarı, gökyüzüne
											oradan da hiçbirimize
bir faydasının olmayacağı
											uzay boşluğuna çıkıp gidiyor.
											Dünya'nın bu fotoğraflarını gördüğümde
											çevresel bir felaket görüyorum.
											Bunlar mücevherler değil,
											bunlar tümör.
									",The problem of light pollution — and 5 ridiculously easy ways to fix it,Kelsey Johnson,13:28,"astronomy,science,universe,nature,cosmos,space,pollution"
"
","
",The problem of light pollution — and 5 ridiculously easy ways to fix it,Kelsey Johnson,13:28,"astronomy,science,universe,nature,cosmos,space,pollution"
"
											I'm an astronomer,
											so it's really no surprise
probably to anyone
											that I've always loved the night sky.
											I'm kind of a walking cliché.
											But when I was growing up in Minnesota,
											one of my favorite things to do
on a summer evening
											was grab my old Raggedy Ann sleeping bag
											and take it out into a field
behind my house,
											where I would spend hours
looking at the night sky.
											And to do this, I had to brave
not only the darkness,
											but also swarms of mosquitoes,
											and my sleeping bag
really didn't smell very good.
									","
											Ben bir gök bilimciyim,
											yani sanırım kimse için
											gece göğünü sevmem şaşırtıcı olmayacaktır.
											Bir çeşit ayaklı klişe gibiyim aslında.
											Ama Minnesota'da büyürken
											yaz akşamları yapmayı
en sevdiğim şeylerden biri
											Raggedy Ann uyku tulumumu alıp,
											evimizin arkasındaki açık alana çıkıp
											gece göğünü izleyerek saatler geçirmekti.
											Bunu yapabilmek için
sadece karanlıktan değil,
											sivrisinek sürülerinden de
korkmamam gerekiyordu
											ve uyku tulumum da pek hoş kokmazdı.
									",The problem of light pollution — and 5 ridiculously easy ways to fix it,Kelsey Johnson,13:28,"astronomy,science,universe,nature,cosmos,space,pollution"
"
","
",The problem of light pollution — and 5 ridiculously easy ways to fix it,Kelsey Johnson,13:28,"astronomy,science,universe,nature,cosmos,space,pollution"
"
											(Laughter)
									","
											(Kahkahalar)
									",The problem of light pollution — and 5 ridiculously easy ways to fix it,Kelsey Johnson,13:28,"astronomy,science,universe,nature,cosmos,space,pollution"
"
","
",The problem of light pollution — and 5 ridiculously easy ways to fix it,Kelsey Johnson,13:28,"astronomy,science,universe,nature,cosmos,space,pollution"
"
											But there was one particular star
											that I would look for, night after night.
											And then I would play this game
											where I would try to focus
on that star so intensely,
											that everything else
would fade from my view
											and that single star
would be all that I could see.
											I could only ever hold on to that focus
											for a few fleeting moments.
											But when I did,
											I felt this deep sense
of connection to the universe.
											And almost a sense of vertigo,
											like I was going to fall into space.
											And when this happened —
											I know this sounds kind of ridiculous,
											but I would simultaneously feel
unfathomably insignificant
											and also kind of weirdly important.
											That star I looked to
night after night was called Vega.
											Vega is the brightest star
in the constellation Lyra,
											which is not coincidentally
the name of one of my dogs.
									","
											Ama benim her gece üst üste
											özellikle aradığım bir yıldız vardı.
											Sonrasında, o yıldıza
											diğer her şeyin solup gideceği kadar
											yoğun şekilde odaklanmaya çalıştığım
bir oyun oynardım,
											o tek yıldız,
görebileceğim tek şey olacak şekilde.
											O odaklanmayı ancak kısa bir süre
sağlayabiliyordum.
											Ama başardığımda
											evrenle aramda derin bir bağ hissederdim
											ve tıpkı vertigoya benzeyen,
											sanki uzaya düşecekmişim hissi.
											Bu olduğundaysa —
											biliyorum kulağa komik gelecek
											ama aynı anda hem
anlaşılmaz derecede değersiz
											hem de garip şekilde önemli hissederdim.
											Benim her gece baktığım
o yıldızın adı Vega.
											Vega, Lyra takımyıldızındaki
en parlak yıldız
											ve şans eseri olmayan bir şekilde
köpeklerimden birinin de adı.
									",The problem of light pollution — and 5 ridiculously easy ways to fix it,Kelsey Johnson,13:28,"astronomy,science,universe,nature,cosmos,space,pollution"
