en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",What we don't know about mother's milk,Katie Hinde,9:59,"activism,animals,anthropology,bacteria,biodiversity,children,biomechanics,disease,biology,government,health,gender equality,health care,humanity,inequality,medicine,parenting,life,nature,science,women"
"
											Have you ever heard the one
about how breastfeeding is free?
									","
											¿Saben el chiste de por qué
la lactancia es gratis?
									","
											Avez-vous déjà entendu la blague
disant que l'allaitement est gratuit ?
									","
											Emzirmenin ücretsiz olduğu
muhabbetini hiç duydunuz mu?
									",What we don't know about mother's milk,Katie Hinde,9:59,"activism,animals,anthropology,bacteria,biodiversity,children,biomechanics,disease,biology,government,health,gender equality,health care,humanity,inequality,medicine,parenting,life,nature,science,women"
"
","
","
","
",What we don't know about mother's milk,Katie Hinde,9:59,"activism,animals,anthropology,bacteria,biodiversity,children,biomechanics,disease,biology,government,health,gender equality,health care,humanity,inequality,medicine,parenting,life,nature,science,women"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									",What we don't know about mother's milk,Katie Hinde,9:59,"activism,animals,anthropology,bacteria,biodiversity,children,biomechanics,disease,biology,government,health,gender equality,health care,humanity,inequality,medicine,parenting,life,nature,science,women"
"
","
","
","
",What we don't know about mother's milk,Katie Hinde,9:59,"activism,animals,anthropology,bacteria,biodiversity,children,biomechanics,disease,biology,government,health,gender equality,health care,humanity,inequality,medicine,parenting,life,nature,science,women"
"
											Yeah, it's pretty funny,
											because it's only free if we don't value
women's time and energy.
											Any mother can tell you
how much time and energy it takes
											to liquify her body —
											to literally dissolve herself —
									","
											Sí, es bastante gracioso,
											porque solo es gratis si no valoramos
el tiempo y la energía de las mujeres.
											Cualquier madre dirá
cuánto tiempo y energía requiere
											licuar su cuerpo,
											disolverse literalmente a sí misma,
									","
											Oui, c'est plutôt marrant
											car ce n'est gratuit que si on estime
le temps et l'énergie des femmes.
											Toute mère peut vous dire
le temps et l'énergie que cela prend
											de liquéfier son corps —
											de littéralement se dissoudre —
									","
											Evet, bu oldukça komik
											ve bu, kadınların zaman ve enerjisine
kıymet vermediğimizde doğru olur.
											Her anne vücudunu eritmenin ne kadar
zaman ve enerji gerektirdiğini
											size anlatabilir —
											tam olarak kendisini eritmek için —
									",What we don't know about mother's milk,Katie Hinde,9:59,"activism,animals,anthropology,bacteria,biodiversity,children,biomechanics,disease,biology,government,health,gender equality,health care,humanity,inequality,medicine,parenting,life,nature,science,women"
"
","
","
","
",What we don't know about mother's milk,Katie Hinde,9:59,"activism,animals,anthropology,bacteria,biodiversity,children,biomechanics,disease,biology,government,health,gender equality,health care,humanity,inequality,medicine,parenting,life,nature,science,women"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									",What we don't know about mother's milk,Katie Hinde,9:59,"activism,animals,anthropology,bacteria,biodiversity,children,biomechanics,disease,biology,government,health,gender equality,health care,humanity,inequality,medicine,parenting,life,nature,science,women"
"
","
","
","
",What we don't know about mother's milk,Katie Hinde,9:59,"activism,animals,anthropology,bacteria,biodiversity,children,biomechanics,disease,biology,government,health,gender equality,health care,humanity,inequality,medicine,parenting,life,nature,science,women"
"
											as she feeds this precious
little cannibal.
									","
											para alimentar a ese precioso
y pequeño caníbal.
									","
											en nourrissant
ce précieux petit cannibale.
									","
											bu kıymetli küçük vampiri beslerken.
									",What we don't know about mother's milk,Katie Hinde,9:59,"activism,animals,anthropology,bacteria,biodiversity,children,biomechanics,disease,biology,government,health,gender equality,health care,humanity,inequality,medicine,parenting,life,nature,science,women"
