es,pt,tr,en,fr,title,speaker,duration,tags
"
","
","
","
","
",How societies can grow old better,Jared Diamond,18:11,"aging,culture,social change"
"
											Para hacerme a una idea
de cuántos de Uds.
											pueden encontrar
lo que les voy a decir
											de valor práctico,
											déjenme, por favor, pedirles
que levanten la mano
											aquellos que aquí:
tengan más de 65 años,
											o esperen vivir más de 65,
											o tengan padres o abuelos
que vivieron
											o han vivido más de 65,
											levanten, por favor, la mano.
(Risas)
									","
											Para que eu possa ter uma ideia 
de quantos de vocês aqui
											podem achar que o que eu vou falar
											tem algum valor prático,
											por favor, levantem as mãos:
											Quem aqui tem mais de 65 anos,
											ou espera viver mais de 65 anos,
											ou tem pais ou avós que tenham vivido 
mais de 65 anos
											ou que já passaram dos 65 anos,
											levante as mãos, por favor.
									","
											Anlatmak üzere olduğum konunun
											pratik bir değeri olup olmadığını
											anlamam için
											rica etsem
											65 yaşından büyük olanlar ya da
											65 yaşını geçmeyi umanlar,
											veya ailesinden ya da onların ailelerinden
											65 yaşına kadar yaşamış olanlar,
											ellerini kaldırabilir mi? (Gülüşmeler)
									","
											To give me an idea of how many of you here
											may find what I'm about to tell you
											of practical value,
											let me ask you please to raise your hands:
											Who here is either over 65 years old
											or hopes to live past age 65
											or has parents or grandparents who did live
											or have lived past 65,
											raise your hands please. (Laughter)
									","
											Pour me donner une idée
de combien d'entre vous
											pourraient trouver un intérêt pratique
											à ce que je vais vous dire,
											je vais vous demander de lever la main :
											Qui a ici plus de 65 ans
											ou espère vivre plus vieux que 65 ans
											ou a des parents ou
grand-parents qui ont vécu
											ou vivent toujours,
et qui ont dépassé 65 ans,
											levez la main s'il vous plaît. (Rires)
									",How societies can grow old better,Jared Diamond,18:11,"aging,culture,social change"
"
","
","
","
","
",How societies can grow old better,Jared Diamond,18:11,"aging,culture,social change"
"
											Bien. Uds. son las personas
a quienes mi charla
											les resultará de valor práctico.
(Risas)
											El resto de Uds.
											no encontrará mi charla
particularmente relevante
											pero creo que, aun así,
les parecerá un asunto
											fascinante.
									","
											Ok. Vocês são as pessoas 
para as quais minha palestra
											terá um valor prático.
											O restante de vocês
											não achará minha palestra 
pessoalmente relevante
											mas acho que, ainda assim, achará o assunto
											fascinante.
									","
											Tamam. Sizler, konuşmamın
											pratik bir değer bulacağı insanlarsınız. (Gülüşmeler)
											Geri kalanınız,
											konuşmamı kişisel olarak alakalı bulmayacaksınız,
											fakat yine de konuyu büyüleyici bulacağınızı
											düşünüyorum.
									","
											Okay. You are the people to whom my talk
											will be of practical value. (Laughter)
											The rest of you
											won't find my talk personally relevant,
											but I think that you will still find the subject
											fascinating.
									","
											Ok, je m'adresse au bon public.
											(Rires)
											Si vous n'avez pas levé la main,
											ma présentation ne vous touchera pas
personnellement,
											mais je pense que vous allez trouver 
le sujet tout aussi
											fascinant.
									",How societies can grow old better,Jared Diamond,18:11,"aging,culture,social change"
"
","
","
","
","
",How societies can grow old better,Jared Diamond,18:11,"aging,culture,social change"
"
											Voy a hablar 
sobre el envejecer
											en las sociedades tradicionales.
											Este tema es solo un capítulo
											de mi último libro,
en el que comparo
											las sociedades tribales pequeñas
											con nuestras grandes sociedades modernas,
											en temas
											como la educación de los niños
											el envejecimiento, la salud,
el manejo del peligro,
											la resolución de disputas, la religión
											y el hablar más de un idioma.
									","
											Eu vou falar sobre o processo de envelhecimento
											em sociedades tradicionais
											Esse assunto constitui apenas um capítulo
											do meu último livro, que compara
											pequenas sociedades tribais tradicionais
											com nossas grandes sociedades modernas,
											em relação a diferentes tópicos
											como educar crianças,
											envelhecer, saúde, lidar com o perigo,
											solução de disputas, religião
											e falar mais de uma língua.
									","
											Geleneksel toplumlar içinde yaşlanma
											hakkında konuşacağım.
											Bu konu, bizim büyük, çağdaş toplumlarımızla
											geleneksel, küçük, kabile toplumlarını
											çocuk yetiştirme, yaşlanma, sağlık,
											tehlikelerle başa çıkma,
											anlaşmazlıkları çözme, din
											ve birden fazla dil konuşma gibi
											bir sürü konuyu karşılaştıran
											son kitabımın sadece
											bir bölümünü oluşturuyor.
									","
											I'm going to talk about growing older
											in traditional societies.
											This subject constitutes just one chapter
											of my latest book, which compares
											traditional, small, tribal societies
											with our large, modern societies,
											with respect to many topics
											such as bringing up children,
											growing older, health, dealing with danger,
											settling disputes, religion
											and speaking more than one language.
									","
											Je vais parler de la vieillesse
											dans les sociétés traditionnelles.
											Je n'ai traité ce sujet
que dans un seul chapitre
											de mon dernier livre, qui compare
											les sociétés traditionnelles
et tribales de petite envergure,
											à nos grandes sociétés modernes,
											dans différents domaines
											comme l'éducation des enfants,
											la vieillesse, la santé, 
la gestion du danger,
											la gestion des conflits, 
la religion
											et le multilinguisme.
									",How societies can grow old better,Jared Diamond,18:11,"aging,culture,social change"
"
","
","
","
","
",How societies can grow old better,Jared Diamond,18:11,"aging,culture,social change"
"
											Estas sociedades tribales,
que constituyeron
											la totalidad de las sociedades humanas
la mayor parte de la historia de la humanidad,
											son mucho más diversas
que nuestras recientes
											grandes sociedades modernas.
											Todas las grandes sociedades,
que cuentan con gobiernos
											y donde la mayoría de las personas
son extraños unos con otros,
											son inevitablemente similares
											y diferentes de las sociedades tribales.
											Las tribus constituyen
miles de experimentos naturales
											de cómo hacer funcionar una sociedad.
											Constituyen experimentos
de los que nosotros mismos
											podemos aprender.
											Las sociedades tribales
no deberían ser desdeñadas
											por primitivas y miserables,
											pero tampoco deberían
ser, románticamente, consideradas
											felices y pacíficas.
											Al estudiar las prácticas tribales,
											algunas nos horrorizarán,
											pero hay otras que,
											al oír de ellas,
											las podemos admirar y envidiar,
											y preguntarnos
si podríamos adoptarlas
											para nosotros mismos.
									","
											Essas sociedades tribais, que constituíram
											todas as sociedades humanas 
da maioria da História Humana
											são muito mais diferenciadas do que 
as nossas grandes
											e recentes sociedades modernas.
											Todas as grandes sociedades que têm governos,
											e onde a maioria das pessoas 
são estranhas umas às outras,
											são inevitavelmente similares entre si
											e diferentes das sociedades tribais.
											As tribos constituem milhares de 
experiências naturais
											de como desenvolver uma sociedade humana.
											Elas constituem experiências 
das quais nós mesmos
											podemos ser capazes de aprender.
											As sociedades tribais não devem ser tachadas de
											primitivas e miseráveis,
											mas também não devem ser romantizadas
											como felizes e pacíficas.
											Quando aprendemos sobre práticas tribais,
											algumas delas causar-nos-ão horror,
											mas há outras práticas tribais que,
											quando ouvimos falar sobre elas,
											podemos admirar e invejar
											e imaginar se podemos adotar essas práticas
											nós mesmos.
									","
											İnsan tarihindeki toplumların
											büyük bir kısmını oluşturan bu kabile toplumları,
											bizim çağdaş, yeni, büyük
											toplumlarımızdan daha çeşitli.
											Devletleri olan ve insanları birbirine yabancı
											tüm büyük toplumlar, kaçınılmaz
											bir şekilde birbirine benzer ve
											kabile toplumlarından farklılar.
											Kabileler, insan ırkının nasıl yönetileceğine yönelik
											binlerce doğal deney oluşturur.
											Deneyleri bizim anlayabileceğimiz şekilde
											oluştururlar.
											Kabile toplumları ne ilkel ve zavallı
											olarak küçük görülmeli, ne de
											mutlu ve huzurlu olarak
											romantize edilmelidir.
											Kabile adetlerini öğrendiğimizde,
											bunların bir kısmı bizi korkutur,
											ama duyduğumuzda hayranlık duyup
											kıskanacağımız, ""Acaba kendimize
											uyarlayabilir miyiz?"" diye
											merak edeceğimiz başka adetleri de
											vardır.
									","
											Those tribal societies, which constituted
											all human societies for most of human history,
											are far more diverse than are our modern,
											recent, big societies.
											All big societies that have governments,
											and where most people are strangers to each other,
											are inevitably similar to each other
											and different from tribal societies.
											Tribes constitute thousands of natural experiments
											in how to run a human society.
											They constitute experiments from which we ourselves
											may be able to learn.
											Tribal societies shouldn't be scorned
											as primitive and miserable,
											but also they shouldn't be romanticized
											as happy and peaceful.
											When we learn of tribal practices,
											some of them will horrify us,
											but there are other tribal practices which,
											when we hear about them,
											we may admire and envy
											and wonder whether we could adopt those practices
											ourselves.
									","
											Ces sociétés tribales,
											prédominantes sur la majeure partie
de notre civilisation,
											présentent beaucoup plus de contrastes
											que les grandes sociétés
d'aujourd'hui.
											Toutes les grandes sociétés
qui ont un gouvernement,
											et où la plupart des habitants
ne se connaissent pas entre eux,
											sont forcément toutes similaires
											et très différentes des sociétés tribales.
											Les tribus représentent des milliers 
de façons différentes
											de gérer une société humaine.
											Chaque tribu est 
un exemple de gestion
											dont on peut tirer des leçons.
											Il ne faut pas dénigrer
les sociétés tribales
											et les juger 
primitives et misérables,
											mais il ne faut pas non plus 
les idéaliser
											et les juger 
paisibles et heureuses.
											Certaines coutumes tribales
											sont horribles,
											mais on entend aussi parler
											de coutumes tribales
											que l'on admire
											au point de se demander 
si on pourrait nous-mêmes
											les adopter.
									",How societies can grow old better,Jared Diamond,18:11,"aging,culture,social change"
"
","
","
","
","
",How societies can grow old better,Jared Diamond,18:11,"aging,culture,social change"
"
											La mayoría de las personas en EE.UU.
terminan viviendo
											separados de sus hijos
											y de la mayoría de sus amigos
											de la juventud,
											y, frecuentemente, viven
en hogares de retiro para ancianos,
											mientras que, en cambio,
en las sociedades tradicionales,
											los viejos terminan sus vidas
											entre sus hijos, sus otros parientes,
											y sus amigos de toda la vida.
											El tratamiento de los ancianos,
sin embargo,
											es enormemente variado
entre las sociedades tradicionales,
											oscilando entre unos mucho mejores
y otros mucho peores
											que los de nuestras sociedades modernas.
									","
											A maioria das pessoas idosas nos E.U.A. 
acaba por viver
											longe dos seus filhos
											e da maioria dos seus amigos
											de infância,
											e frequentemente vivem em diferentes 
casas de repouso para idosos,
											enquanto que nas sociedades tradicionais,
											pelo contrário, as pessoas idosas 
vivem as suas vidas
											com os seus filhos, outros familiares,
											e amigos de toda a vida.
											No entanto, o tratamento dos idosos
											varia enormemente entre 
as sociedades tradicionais,
											de muito pior a muito melhor
											do que nas nossas sociedades modernas.
									","
											ABD'deki birçok yaşlı insan
											çocuklarından ve erken yaşlardaki
											arkadaşlarının çoğundan
											ayrı yaşıyor,
											ve çoğu da huzurevlerinde yaşıyor,
											ama geleneksel toplumlarlarda,
											yaşlı insanlar hayatlarını çocuklarının,
											akrabalarının ve ömürlük arkadaşlarının
											yanında geçiriyor.
											Ancak bu toplumlarda ihtiyarlara karşı davranış
											bizim çağdaş toplumuza göre çok daha kötüden
											daha iyiye uzanan büyük
											bir değişkenlik gösteriyor.
									","
											Most old people in the U.S. end up living
											separately from their children
											and from most of their friends
											of their earlier years,
											and often they live in separate
retirements homes for the elderly,
											whereas in traditional societies,
											older people instead live out their lives
											among their children, their other relatives,
											and their lifelong friends.
											Nevertheless, the treatment of the elderly
											varies enormously among traditional societies,
											from much worse to much better
											than in our modern societies.
									","
											La plupart des personnes âgées 
aux États-Unis finissent par vivre
											loin de leurs enfants
											et de la plupart de
											leurs amis d'enfance.
											Ils vivent souvent dans 
des maisons de retraite éloignées,
											alors que dans les sociétés tribales,
											les personnes âgées 
passent leur fin de vie
											entourées de leurs enfants,
de leur famille,
											et de leurs amis d'enfance.
											Mais les sociétés traditionnelles 
ont des manières très différentes
											de s'occuper des personnes âgées,
											avec des pratiques parfois pires
ou parfois meilleures
											que les pratiques 
des sociétés modernes.
									",How societies can grow old better,Jared Diamond,18:11,"aging,culture,social change"
