en,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Could we cure HIV with lasers?,Patience Mthunzi,4:25,"health,medicine,science,HIV,innovation,pharmaceuticals,AIDS,medical research,molecular biology,health care"
"
											What do you do when you have a headache?
											You swallow an aspirin.
											But for this pill to get
to your head, where the pain is,
											it goes through your stomach, intestines
and various other organs first.
									","
											¿Qué hacen cuando les duele la cabeza?
											Toman una aspirina.
											Pero para que esta píldora
tenga efecto contra el dolor,
											primero pasa por el estómago,
los intestinos y otros órganos.
									","
											O que fazemos
quando temos uma dor de cabeça?
											Tomamos uma aspirina.
											Mas para esse comprimido chegar
à cabeça, onde está a dor,
											ela passa primeiro pelo estômago, 
intestinos e vários outros órgãos.
									","
											Que faites-vous
lorsque vous avez mal à la tête ?
											Vous prenez une aspirine.
											Mais pour qu'elle puisse atteindre
votre tête, là où vous avez mal,
											elle passe d'abord
par votre estomac, vos intestins
											et autres organes.
											Prendre une pilule est le moyen le plus
efficace et indolore pour administrer
									","
											Was machen Sie, 
wenn Sie Kopfschmerzen haben?
											Sie schlucken eine Aspirin.
											Aber bevor der Wirkstoff im Kopf ankommt, 
dort, wo der Schmerz sitzt,
											geht er zuerst durch den Magen, 
den Darm und andere Organe.
									",Could we cure HIV with lasers?,Patience Mthunzi,4:25,"health,medicine,science,HIV,innovation,pharmaceuticals,AIDS,medical research,molecular biology,health care"
"
","
","
","
","
",Could we cure HIV with lasers?,Patience Mthunzi,4:25,"health,medicine,science,HIV,innovation,pharmaceuticals,AIDS,medical research,molecular biology,health care"
"
											Swallowing pills is the most effective
and painless way of delivering
											any medication in the body.
											The downside, though, is that swallowing
any medication leads to its dilution.
											And this is a big problem,
particularly in HIV patients.
											When they take their anti-HIV drugs,
											these drugs are good for lowering
the virus in the blood,
											and increasing the CD4 cell counts.
											But they are also notorious
for their adverse side effects,
											but mostly bad, because they get diluted
by the time they get to the blood,
											and worse, by the time
they get to the sites
											where it matters most:
within the HIV viral reservoirs.
											These areas in the body —
such as the lymph nodes,
											the nervous system,
as well as the lungs —
											where the virus is sleeping,
											and will not readily
get delivered in the blood
											of patients that are under
consistent anti-HIV drugs therapy.
											However, upon discontinuation of therapy,
											the virus can awake
and infect new cells in the blood.
									","
											Tomar una píldora es el
sistema más eficaz e indoloro
											para que cualquier medicamento
surta efecto en el cuerpo.
											La desventaja, sin embargo, 
es que al tragarlo
											cualquier medicamento se diluye.
											Y esto es un gran problema, 
especialmente en pacientes con VIH.
											Cuando toman medicamentos
antirretrovirales,
											estos sirven para disminuir 
la cantidad de virus en la sangre,
											y aumentar el recuento de células CD4.
											Pero también son conocidos por 
sus efectos secundarios adversos,
											en su mayoría negativos,
											porque en el tiempo que tardan en llegar
a la corriente sanguínea, se diluyen,
											y peor aún por el tiempo que 
tardan en llegar a su destino,
											que es donde es más importante:
en el depósito del VIH.
											Estas son regiones del cuerpo
como los ganglios linfáticos,
											el sistema nervioso, los pulmones,
											donde el virus está inactivo
											y no entra fácilmente 
en el torrente sanguíneo
											de los pacientes que se someten
											a la terapia regular con 
medicamentos antirretrovirales.
											Sin embargo, tras la
interrupción del tratamiento,
											el virus puede despertar e infectar 
nuevas células sanguíneas.
									","
											Tomar comprimidos é a maneira
mais eficaz e indolor de fornecer
											qualquer medicação ao corpo.
											A desvantagem, porém, é que engolir
qualquer medicação leva à sua diluição.
											E isso é um grande problema,
particularmente para doentes com VIH.
											Quando eles tomam a medicação anti VIH,
											essas drogas são boas para reduzir
a quantidade de vírus no sangue
											e aumentar a contagem de células CD4.
											Mas também são conhecidas
pelos seus efeitos colaterais adversos,
											mas pior, porque elas diluem-se
na corrente sanguínea,
											e pior ainda, demoram a chegar aos locais
											onde é mais importante:
dentro das reservas virais do VIH.
											Essas são as regiões do corpo,
tais como os nódulos linfáticos,
											o sistema nervoso, 
assim como os pulmões,
											onde o vírus está latente,
											e não irá espalhar-se
rapidamente no sangue
											dos doentes que estão em tratamento
permanente com drogas anti VIH.
											No entanto, ao interromper o tratamento,
											o vírus pode acordar e
infetar novas células no sangue.
									","
											n'importe quel médicament
à l'organisme humain.
											Cependant, prendre une pilule
va entraîner la dilution de celle-ci.
											Et c'est un sérieux problème, 
surtout pour les malades du VIH.
											Quand ils prennent
leurs médicaments contre le VIH,
											cela réduit le taux du virus dans le sang
et accroît celui des cellules CD4.
											Mais elles sont également connues
pour leurs effets secondaires indésirables
											mais le pire, c'est qu'elles se diluent
avant même d'arriver dans le sang,
											et plus encore, 
lorsqu'elles arrivent à destination,
											là où il faut : 
aux réservoirs viraux du VIH.
											Ces parties du corps—
comme les ganglions lymphatiques
											le système nerveux, et les poumons—
											là où le virus reste en latence,
											et elles ne seront pas administrées
facilement dans le sang des malades
											qui sont sous traitement
anti-VIH constant.
											Cependant, en cas d'arrêt du traitement,
											le virus peut se réactiver et infecter
de nouvelles cellules dans le sang.
									","
											Tabletten sind der effektivste
und schmerzloseste Weg,
											dem Körper ein Medikament zu verabreichen.
											Das Schlucken eines Medikaments führt aber
immer auch zu dessen Verdünnung.
											Und dies ist ein großes Problem, 
insbesondere bei HIV-Patienten.
											Die Medikamente
zur Bekämpfung des HIV-Virus
											sind zwar gut zur Senkung
der Virenzahl im Blut
											und zur Erhöhung
der Anzahl der CD4-Zellen,
											aber sie sind auch bekannt
für ihre unerwünschten Nebenwirkungen.
											Vor allem die Verdünnung bis zum
Erreichen der Blutbahn ist schlecht,
											und sie nimmt zu,
bis die Stoffe an den Ort gelangen,
											wo sie am meisten gebraucht werden:
den Reservoirs des HIV-Virus.
											In diesen Teilen des Körpers, 
wie z. B. den Lymphknoten,
											dem Nervensystem sowie den Lungen,
											wo der Virus schlummert
											und nicht ohne Weiteres 
ins Blut der Patienten gelangt,
											die unter konstanter 
Anti-HIV-Medikation stehen.
											Wird die Therapie jedoch unterbrochen,
											kann das Virus aktiviert werden
und neue Blutzellen infizieren.
									",Could we cure HIV with lasers?,Patience Mthunzi,4:25,"health,medicine,science,HIV,innovation,pharmaceuticals,AIDS,medical research,molecular biology,health care"
"
","
","
","
","
",Could we cure HIV with lasers?,Patience Mthunzi,4:25,"health,medicine,science,HIV,innovation,pharmaceuticals,AIDS,medical research,molecular biology,health care"
"
											Now, all this is a big problem in treating
HIV with the current drug treatment,
											which is a life-long treatment
that must be swallowed by patients.
											One day, I sat and thought,
											""Can we deliver anti-HIV directly
within its reservoir sites,
											without the risk of drug dilution?""
											As a laser scientist,
the answer was just before my eyes:
											Lasers, of course.
											If they can be used for dentistry,
											for diabetic wound-healing and surgery,
											they can be used for anything imaginable,
											including transporting drugs into cells.
									","
											Este es el gran problema
											del tratamiento del VIH
con los fármacos actuales
											que es un tratamiento de por vida 
administrado por vía oral.
											Un día, me senté y pensé:
											""¿Podríamos hacer llegar el tratamiento 
directamente al depósito del virus,
											sin el riesgo de dilución
de los medicamentos?""
											Como experta científica en láseres,
la respuesta estaba delante de mí:
											los láseres, por supuesto.
											Si se usan en odontología,
											para el cuidado de heridas 
y cirugía de la diabetes,
											pueden usarse para
cualquier cosa imaginable,
											incluyendo el transporte
intracelular de los medicamentos.
									","
											Tudo isto é um grande problema
											quando se trata o VIH
com o atual tratamento de drogas,
											que é um tratamento que os doentes
têm que fazer durante toda a vida.
											Um dia, pus-me a pensar:
											""Podemos fornecer anti-VIH diretamente
dentro dos seus reservatórios,
											""sem o risco de diluir a droga?""
											Como cientista que estuda lasers,
											a resposta estava 
bem diante dos meus olhos:
											Lasers, é claro.
											Se eles podem ser usados na odontologia,
											para cura de ferimentos da diabetes,
na cirurgia,
											também podem ser usados 
para qualquer coisa imaginável,
											incluindo o transporte de drogas 
para dentro de células.
									","
											Alors, tout ça est un sérieux défaut
dans notre traitement actuel du VIH,
											traitement à vie qui doit être
accepté par les malades.
											Un jour, je me suis dit :
											« Pouvons-nous administrer les anti-VIH
directement aux sites de la maladie,
											sans risquer la dilution de la pilule ? »
											En tant que scientifique spécialiste
du laser, la réponse était sous mon nez :
											les lasers, bien sûr.
											S'ils peuvent être utilisés
en odontologie,
											en cicatrisation diabétique
et en chirurgie,
											on peut les utiliser dans
tout ce que vous pouvez imaginer,
											y compris, l'administration directe
des médicaments aux cellules.
									","
											All dies führt zu erheblichen Problemen
mit den derzeitigen HIV-Medikamenten,
											die von den Patienten lebenslang
geschluckt werden müssen.
											Eines Tages setzte ich mich hin
und dachte nach:
											""Könnte man die HIV-Medikamente nicht
direkt in die HIV-Reservoirs einschleusen,
											ohne Gefahr zu laufen,
das Medikament zu verdünnen?""
											Als Laser-Wissenschaftlerin
lag die Antwort auf der Hand:
											Mit Lasern natürlich!
											Eingesetzt in der Zahnmedizin,
											zur Wundheilung bei Diabetes
und bei Operationen,
											können sie für alles Erdenkliche
angewandt werden,
											sogar für den Transport
von Medikamenten zu den Zellen.
									",Could we cure HIV with lasers?,Patience Mthunzi,4:25,"health,medicine,science,HIV,innovation,pharmaceuticals,AIDS,medical research,molecular biology,health care"
"
","
","
","
","
",Could we cure HIV with lasers?,Patience Mthunzi,4:25,"health,medicine,science,HIV,innovation,pharmaceuticals,AIDS,medical research,molecular biology,health care"
"
											As a matter of fact,
we are currently using laser pulses
											to poke or drill extremely tiny holes,
											which open and close almost
immediately in HIV-infected cells,
											in order to deliver drugs within them.
											""How is that possible?"" you may ask.
											Well, we shine a very powerful
but super-tiny laser beam
											onto the membrane of HIV-infected cells
											while these cells are immersed
in liquid containing the drug.
											The laser pierces the cell,
while the cell swallows the drug
											in a matter of microseconds.
											Before you even know it,
											the induced hole
becomes immediately repaired.
									","
											De hecho, ya estamos
usando pulsos de láser
											para abrir o perforar agujeros
extremadamente pequeños,
											que abren y cierran casi inmediatamente
las células infectadas con el VIH
											para introducir los medicamentos.
											A lo mejor se preguntan:
""¿Cómo es eso posible?""
											Enviamos un pequeño y potente rayo láser
											sobre la membrana celular
infectada por el VIH
											mientras que estas células están inmersas
en un líquido que contiene el fármaco.
											El láser atraviesa la célula,
											mientras que la célula absorbe el fármaco
en cuestión de microsegundos.
											Antes de siquiera darse cuenta,
											el agujero es reparado inmediatamente.
									","
											Para falar a verdade, 
atualmente estamos a usar lasers
											para furar ou perfurar buracos 
extremamente pequenos,
											que se abrem e fecham 
rapidamente
											nas células infetadas pelo VIH,
											a fim de introduzir nelas as drogas.
											""Como é que isso é possível?""
podem perguntar.
											Bem, aplicamos um feixe de laser
poderoso, mas pequenino
											nas membranas das células 
infetadas pelo VIH
											enquanto essas células estão imersas
num líquido contendo a droga.
											O laser fura a célula, 
enquanto a célula engole a droga
											em questão de microssegundos.
											Antes de darmos por isso,
											o furo induzido
fica imediatamente consertado.
									","
											D'ailleurs, nous utilisons
actuellement le laser à impulsions
											pour créer des passages très minuscules,
											qui s'ouvrent et se ferment presque
aussitôt dans les cellules malades,
											pour administrer les médicaments
à l'intérieur.
											Vous vous demandez
comment c'est possible.
											En fait, nous utilisons un faisceau laser
très puissant, mais très fin,
											à l'intérieur de la membrane des cellules
atteintes de VIH
											tant que ces cellules sont immergées
dans un liquide contenant le médicament.
											Le laser transperce la cellule, pour que
le médicament pénètre à l'intérieur
											en quelques microsecondes.
											Et avant de le savoir,
											le passage est déjà réparé.
									","
											Tatsächlich benutzen wir 
zurzeit schon Laserimpulse,
											um kleinste Löcher in infizierte Zellen
zu stechen bzw. zu bohren,
											die sich fast augenblicklich öffnen
und wieder schließen
											und durch welche Medikamente
verabreicht werden.
											""Wie ist das möglich?"", fragen Sie sich.
											Wir richten einen sehr starken, 
aber klitzekleinen Laserstrahl
											auf die Membran
der HIV-infizierten Zellen,
											währenddessen sie in eine Flüssigkeit
mit dem Medikament eingetaucht werden.
											Der Laser durchbohrt die Zelle,
und diese nimmt das Medikament
											innerhalb von Mikrosekunden auf.
											Bevor man es merkt,
											ist das Loch wieder repariert.
									",Could we cure HIV with lasers?,Patience Mthunzi,4:25,"health,medicine,science,HIV,innovation,pharmaceuticals,AIDS,medical research,molecular biology,health care"
"
","
","
","
","
",Could we cure HIV with lasers?,Patience Mthunzi,4:25,"health,medicine,science,HIV,innovation,pharmaceuticals,AIDS,medical research,molecular biology,health care"
"
											Now, we are currently testing
this technology in test tubes
											or in Petri dishes,
											but the goal is to get
this technology in the human body,
											apply it in the human body.
											""How is that possible?"" you may ask.
											Well, the answer is:
through a three-headed device.
											Using the first head, which is our laser,
											we will make an incision
in the site of infection.
											Using the second head, which is a camera,
											we meander to the site of infection.
											Finally, using a third head,
which is a drug-spreading sprinkler,
											we deliver the drugs directly
at the site of infection,
											while the laser is again used
to poke those cells open.
									","
											Actualmente estamos probando
esta tecnología in vitro
											o en placas de Petri,
											pero el objetivo es llevar 
esta tecnología al cuerpo humano,
											aplicarla al cuerpo humano.
											""¿Cómo es eso posible?"" 
se pueden preguntar.
											Bueno, la respuesta es: a través
de un dispositivo de tres cabezas.
											Con la primera cabeza,
que es nuestro láser,
											haremos una incisión
en el sitio de la infección.
											La segunda cabeza, que es una cámara,
											se dirige al sitio de la infección.
											Por último, la tercera cabeza,
un inyector que distribuye el fármaco,
											lo libera directamente
en el sitio de la infección,
											mientras que el láser se usa de nuevo
para mantener las células abiertas.
									","
											Estamos atualmente testando
essa tecnologia em tubos de teste
											ou em placas de Petri.
											Mas o objetivo é levar 
essa tecnologia ao corpo humano,
											aplicá-la no corpo humano.
											""Como é que isso é possível?"" 
podem perguntar.
											A resposta é:
através de um aparelho de três cabeças.
											Usando a primeira cabeça, que é o laser,
											fazemos uma incisão no lugar da infeção.
											Usando a segunda cabeça,
que é uma câmara,
											dirigimo-nos até ao lugar da infeção.
											Finalmente, usando a terceira cabeça, 
que é um pulverizador de droga,
											introduzimos as drogas diretamente
no lugar da infeção,
											enquanto o laser é usado novamente
para manter as células abertas.
									","
											À l'heure qu'il est, nous testons
cette technologie dans des éprouvettes
											ou dans des boîtes de Pétri,
											mais nous voulons appliquer
cette technologie sur le corps humain.
											Vous vous demandez
comment c'est possible.
											La réponse est : 
grâce à un dispositif à trois têtes.
											En utilisant la première tête, 
qui est notre laser,
											nous allons pratiquer une incision
dans le site de l'infection.
											En utilisant la deuxième tête, 
qui est une caméra,
											nous cherchons le site de l'infection.
											Enfin, la troisième tête, 
utilisée pour répandre le médicament,
											nous administrons directement
le médicament au site de l'infection,
											tout en utilisant le laser de nouveau
pour ouvrir les cellules.
									","
											Zurzeit testen wir dieses Verfahren
in Reagenzgläsern
											oder in Petrischalen.
											Ziel ist es jedoch, diese Technologie
am menschlichen Körper anzuwenden.
											Sie mögen sich fragen, wie das geht.
											Die Antwort lautet:
mit einem dreiköpfigen Gerät.
											Mit dem ersten Kopf, dem Laser,
											machen wir einen Schnitt
am Ort der Infektion.
											Mithilfe des zweiten Kopfes, der Kamera,
											bewegen wir uns zu diesem Ort vor.
											Mit dem dritten Kopf schließlich, 
einer Sprinkler-Düse zur Verteilung,
											bringen wir das Medikament
direkt zum Infektionsherd.
											Der Laser wird dabei wieder
zum Öffnen der Zellen benutzt.
									",Could we cure HIV with lasers?,Patience Mthunzi,4:25,"health,medicine,science,HIV,innovation,pharmaceuticals,AIDS,medical research,molecular biology,health care"
