es,fr,de,title,speaker,duration,tags
"
","
","
",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
											Buenas tardes, me siento orgulloso
de estar en TEDxKrakow.
											Hablaré acerca de un fenómeno
											que puede y que, en realidad, está 
cambiando el mundo
											y es el poder popular.
											Empezaré con una anécdota,
											o para los amantes de Monty Python, es una especie de sketch a la Monty Python.
									","
											Bonjour. Je suis fier d'être içi, à TedxCracovie.
											Je vais essayer de parler un peu 
aujourd'hui d'un phénomène
											qui est vraiment en train de changer le monde,
											et dont le nom est le pouvoir du peuple.
											Je vais commencer par une anecdote, 
ou pour ceux d'entre vous
											qui sont des fans des Monty Python, 
par un sketch à la Monty Python.
									","
											Guten Tag. Ich bin stolz, 
hier bei TEDxKrakow zu sein.
											Ich werde heute über 
ein Phänomen sprechen,
											das die Welt verändern kann – 
und schon verändert.
											Es ist die ""Macht des Volkes"".
											Ich möchte mit einer Anekdote beginnen oder,
											für die Monty-Python-Fans unter Ihnen,
mit einer Art Monty-Python-Sketch.
									",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
","
","
",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
											Es el 15 de diciembre de 2011.
											Alguien te reta a mirar
en una bola de cristal,
											para ver el futuro;
el futuro será certero.
											Pero lo debes compartir con el mundo.
											La curiosidad mata al gato,
así que aceptas el reto.
											Miras a través de la bola de cristal.
Una hora más tarde
											te ves sentado en un edificio de la TV
											en un programa y explicas la historia:
											""Antes de finales del 2011, Ben Ali, Mubarak
											y Gadafi serán derrocados y procesados.
											Saleh de Yemen y Assad de Siria
											serán desafiados, o ya doblegados.
											Osama bin Laden estará muerto,
											y Ratko Mladic estará ante el tribunal de La Haya"".
									","
											Voilà. Nous sommes le 15 décembre 2010.
											Quelqu'un vous propose un marché. 
Vous allez regarder dans une boule de cristal
											et vous verrez le futur. Le futur sera exact.
											Mais vous devrez le partager 
avec le reste du monde. D'accord ?
											La curiosité est un vilain défaut. 
Vous acceptez le marché.
											Vous regardez dans la boule de cristal.
Une heure plus tard,
											vous êtes dans un bâtiment de la TV nationale
											vous participez à un débat télévisé, 
et vous racontez l'histoire.
											""Avant la fin de 2011, Ben Ali et Mubarak
											et Kadhafi seront renversés et poursuivis en justice.
											Saleh du Yémen et Assad en Syrie
											seront soit affaiblis ou à genoux.
											Osama ben Laden sera mort,
											et Ratko Mladic sera à la Haye.""
									","
											Los geht's. Es ist der 
15. Dezember 2010.
											Jemand bietet Ihnen eine Wette an: 
Sie können in eine Kristallkugel schauen,
											die Ihnen die Zukunft zeigt,
exakt wie sie sein wird.
											Aber Sie müssen das mit der Welt teilen.
											Neugier ist der Katze Tod – 
Sie gehen auf die Wette ein
											und schauen in die Kristallkugel.
Ein Stunde später
											sitzen Sie im Gebäude 
des landesweiten Fernsehens
											in einer Talkshow
und erzählen die Geschichte.
											""Vor Ende des Jahres 2011
											werden Ben Ali, Mubarak und Gaddafi 
gestürzt und angeklagt worden sein.
											Saleh in Jemen und Assad in Syrien
											werden entweder mit Aufständen konfrontiert 
oder sind bereits in die Knie gezwungen.
											Osama bin Laden wird tot sein
											und Ratko Mladic wird in Den Haag 
vor Gericht stehen.""
									",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
","
","
",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
											Ahora, el moderador te mira con una 
expresión extraña en la cara.
											Y luego, además de todo lo dicho,
añades:
											""Y miles de jóvenes de Atenas, Madrid
											y Nueva York se manifestarán por justicia social,
											inspirados por los árabes"".
									","
											Le présentateur vous regarde d'un drôle d'air,
											mais vous en rajoutez encore,
											""Et des milliers de jeunes d'Athènes, de Madrid
											et de New York manifesteront 
pour plus de justice sociale
											proclamant qu'ils ont été inspirés par les Arabes.""
									","
											Der Moderator beobachtet Sie mit 
einem merkwürdigen Gesichtsausdruck.
											Und dann als Krönung fügen Sie hinzu:
											""... und tausende junger Menschen 
aus Athen, Madrid und New York
											werden für soziale Gerechtigkeit demonstrieren
											und behaupten, sie seien 
inspiriert von den Arabern.""
									",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
","
","
",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
											Lo siguiente que recuerdas son
dos tipos de blanco
											que te ponen una extraña camisa
											y te llevan al psiquiátrico más cercano.
									","
											Et juste après, deux hommes en blanc débarquent.
											Ils vous donnent un t-shirt étrange,
											et vous emmènent à
l'hôpital psychiatrique le plus proche.
									","
											Als Nächstes erinnern Sie sich 
nur noch an zwei Typen,
											die Ihnen ein merkwürdiges Hemd verpassen
											und Sie in die nächste Nervenklinik einliefern.
									",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
","
","
",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
											Por eso quisiera hablar sobre el fenómeno
											detrás de lo que ya parece ser un año muy malo
											para los malos y sobre este fenómeno del
poder popular.
									","
											Je voudrais donc parler un peu du phénomène
											qui est derrière ce qui semble d'ores et déjà 
être une très mauvaise année
											pour les méchants, et on appelle ce phénomène 
le pouvoir du peuple.
									","
											Ich möchte also ein wenig über 
das Phänomen sprechen,
											das hinter dem steckt, was bereits 
ein sehr schlechtes Jahr
											für böse Jungs zu sein scheint. 
Es ist die ""Macht des Volkes"".
									",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
","
","
",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
											El poder popular existe ya hace tiempo.
											Ayudó a Gandhi a sacar a los 
británicos de la India.
											Ayudó a Martin Luther King a ganar 
su histórica lucha racial.
											Ayudó a Lech Walesa
											a echar a un millón de tropas 
soviéticas de Polonia,
											que fue el principio del fin de la Unión Soviética, 
como ya sabemos.
									","
											Le pouvoir du peuple est là depuis un moment.
											Il a aidé Ghandi à bouter 
les Britanniques hors de l'Inde.
											Il a aidé Martin Luther King 
à gagner un combat racial historique.
											Il a aidé le syndicaliste Lech Walesa 
à mettre à la porte de la Pologne
											un millions de soldats soviétiques
											ce qui fut le début de la fin de l'Union Soviétique.
									","
											Nun, die Macht des Volkes gibt es schon länger.
											Sie half Gandhi dabei, die Briten 
aus Indien zu vertreiben;
											sie half Martin Luther King 
bei seinem historischen Kampf.
											Sie half Lech Walesa dabei,
											die millionenstarken, sowjetischen 
Truppen aus Polen zu vertreiben
											und den Untergang der Sowjetunion
zu initiieren, wie wir alle wissen.
									",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
","
","
",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
											Entonces, ¿cuál es la novedad? 
Lo que parece ser muy nuevo
											y es la idea que desearía
compartir con Uds. hoy,
											es que existen normas y habilidades, que pueden aprenderse
											y enseñarse con el objetivo de luchar
con éxito de forma no violenta.
											Si esto es cierto, podemos ayudar a
estos movimientos.
									","
											Alors, qu'est-ce qu'il y a de nouveau ? 
Ce qui semble être vraiment nouveau,
											et c'est l'idée que j'aimerais 
partager avec vous aujourd'hui,
											c'est qu'il y a une série de règles 
et de compétences qui peuvent être apprises
											et enseignées afin de mener 
une lutte non-violente réussie.
											Et si ça marche, nous pouvons aider ces mouvements.
									","
											Was ist daran also neu?
Sehr neu daran scheint
											die Idee zu sein, die ich 
mit Ihnen heute teilen möchte:
											dass es eine Reihe von Regeln 
und Fähigkeiten gibt, die erlernt
											und gelehrt werden können, um einen 
erfolgreichen, gewaltlosen Kampf zu führen.
											Wenn das stimmt, können wir 
diesen Bewegungen helfen.
									",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
","
","
",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
											Primero: habilidades analíticas.
											Intentaré explicar cómo comenzó todo
en Oriente Medio.
											Durante muchos años, hemos vivido con una percepción
											muy equivocada de Oriente Medio.
											Parecía la región congelada. Literalmente 
parecía un refrigerador.
											Y allí sólo había dos tipos de comida.
											Filete que representa a Mubarak o Ali-Ben,
											un tipo de dictadura militar-policial o una papa
											que representa a Teherán, un tipo de teocracia.
											Y todo el mundo se sorprendió cuando el refrigerador se abrió
											y millones de jóvenes, principalmente 
laicos
											exigieron un cambio. ¿Saben qué? 
Ellos no consultaron la demografía.
											¿Cuál es el promedio de edad
de un egipcio? 24.
											¿Cuánto tiempo estuvo Mubarak 
en el poder? 31.
											Por lo tanto, este sistema estaba obsoleto, 
había expirado.
											Personas jóvenes de todo el mundo
despertaron
											una mañana, y comprendieron que el poder
estaba en sus manos.
											El resto lo vimos este año. 
Y ¿saben qué?
											La misma Generación Y, con sus normas,
											con sus herramientas, con sus juegos, y con su idioma,
											que me suena un poco extraño... 
Tengo 38 años...
											¿Y pueden ver la edad de las personas
en las calles de Europa?
											Parece que la Generación Y está surgiendo.
									","
											Premièrement, les compétences analytiques.
											Prenons le Moyen-Orient, là où tout a commencé.
											Pendant de nombreuses années nous avons vécu
											avec une perception complètement fausse 
du Moyen-Orient.
											Cela ressemblait à une région congelée, 
bel et bien comme un frigo,
											où il y avait seulement deux types de repas :
											du steak, qui représente la dictature policière 
et militaire de Mubarak et Ben Ali,
											ou une pomme de terre,
											qui représente les théocraties du genre Téhéran.
											Tout le monde a été très surpris 
quand le frigo s'est ouvert
											et que des millions de jeunes, 
la plupart laïques, en sont sortis
											pour changer les choses. Et devinez quoi ? 
On n'a pas regardé les données démographiques.
											Quel est l'âge moyen d'un Égyptien ? 24 ans.
											Pendant combien de temps Mubarak 
est-il resté au pouvoir ? 31 ans.
											Le système était tout bonnement périmé.
											Les jeunes du monde arabe se sont réveillés
											un matin et ont compris 
que le pouvoir était entre leurs mains.
											Le reste est l'année devant nous. Et devinez quoi ?
											C'est la même Génération Epsilon avec ses règles,
											avec ses outils, avec ses jeux et son langage,
											qui me semble un peu étrange. 
J'ai 38 ans maintenant.
											Si l'on pense à l'âge des gens dans les rues d'Europe,
											on peut dire que la Génération Epsilon 
est en train d'arriver.
									","
											Als Erstes sind da analytische Fähigkeiten.
											Ich erkläre es anhand des 
Mittleren Ostens, wo alles begann.
											Während so vieler Jahre lebten wir 
mit einer völlig falschen
											Wahrnehmung des Mittleren Ostens.
											Es schien eine eingefrorene Region zu sein.
Geradezu wie ein Kühlschrank.
											In ihm gab es nur zwei Arten von Essen:
											Steak, das für eine militärische Diktatur 
nach Art von Mubarak und Ben Ali steht,
											oder Kartoffeln,
											was für einen Gottesstaat 
nach iranischer Art steht.
											Und jeder staunte, als 
der Kühlschrank sich öffnete
											und Millionen junger, meist 
säkularer Menschen herauskamen,
											um eine Veränderung herbeizuführen. Wissen Sie – 
man hat die Demographie nicht beachtet.
											Was ist das Durchschnittsalter 
eines Ägypters? 24.
											Wie lange war Mubarak an der Macht? 31 Jahre.
											Dieses System war einfach veraltet. Abgelaufen.
											Auf der ganzen Welt erwachten
eines Morgens junge Leute
											und verstanden, dass die Macht 
in ihren Händen liegt.
											Das Ergebnis sehen wir in diesem Jahr.
											Und wissen Sie was? Dieselbe 
Generation Y mit ihren Regeln
											ihren Werkzeugen, ihren Spielen
und mit ihrer Sprache,
											die sich für mich ein bisschen
seltsam anhört – ich bin jetzt 38 ...
											Fällt Ihnen am Alter der Demonstranten
auf Europas Straßen etwas auf?
											Die Generation Y scheint anzuklopfen.
									",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
"
","
","
",How to topple a dictator,Srdja Popovic,12:02,"Egypt,TEDx,activism,culture,global issues,politics,protests,nonviolence"
