en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
",How I use Minecraft to help kids with autism,Stuart Duncan,10:56,"gaming,TEDx,children,Autism spectrum disorder,parenting"
"
											My name is Stuart Duncan,
											but I'm actually probably
better known online as ""AutismFather.""
											That's me on the internet.
											I know the resemblance is uncanny.
									","
											Me llamo Stuart Duncan,
											pero probablemente sea más conocido
en línea como ""AutismFather"".
											Ese soy yo en Internet.
											Sé que el parecido es asombroso.
									","
											Benim adım Stuart Duncan.
											İnternette daha popüler şekilde
""OtizmBabası"" olarak biliniyorum.
											Bu benim internetteki hâlim.
											Biliyorum benzerlik olağanüstü.
									","
											Je m'appelle Stuart Duncan,
											mais je suis sans doute mieux connu
en ligne sous le nom de « AutismFather. »
											Voilà qui je suis sur le Web.
											La ressemblance est frappante, je sais.
									",How I use Minecraft to help kids with autism,Stuart Duncan,10:56,"gaming,TEDx,children,Autism spectrum disorder,parenting"
"
","
","
","
",How I use Minecraft to help kids with autism,Stuart Duncan,10:56,"gaming,TEDx,children,Autism spectrum disorder,parenting"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									","
											(Rires)
									",How I use Minecraft to help kids with autism,Stuart Duncan,10:56,"gaming,TEDx,children,Autism spectrum disorder,parenting"
"
","
","
","
",How I use Minecraft to help kids with autism,Stuart Duncan,10:56,"gaming,TEDx,children,Autism spectrum disorder,parenting"
"
											But I'm going to talk
a little bit today about Minecraft.
											That's my Minecraft character.
											If you don't know the game very well,
don't worry too much about it.
											It's just the medium that I used
at the time to fill a need.
											And what I want to talk about applies
to pretty much every situation.
									","
											Pero hoy voy a hablar
un poco sobre Minecraft.
											Ese es mi personaje de Minecraft.
											Si no conocen muy bien el juego,
no se preocupen demasiado por eso.
											Es solo el medio que usé en ese momento
para cubrir una necesidad.
											Y quiero hablar de algo que se aplica
a casi todas las situaciones.
									","
											Bugün sizlerle biraz Minecraft
hakkında konuşacağım.
											Bu benim Minecraft karakterim.
											Ama eğer ki oyunu çok iyi bilmiyorsanız,
çok da dert etmeyin.
											Bu sadece bir ihtiyacı doldurmak
için kullandığım araç.
											Ve konuşacağım şey neredeyse her
durum için geçerli.
									","
											Mais aujourd'hui,
je vais vous parler de Minecraft.
											C'est mon personnage Minecraft.
											Si vous ne connaissez pas bien le jeu,
ne vous inquiétez pas.
											C'est juste un moyen que j'ai utilisé
à l'époque pour répondre à un besoin.
											Ce dont je veux vous parler s'applique
à presque toutes les situations.
									",How I use Minecraft to help kids with autism,Stuart Duncan,10:56,"gaming,TEDx,children,Autism spectrum disorder,parenting"
"
","
","
","
",How I use Minecraft to help kids with autism,Stuart Duncan,10:56,"gaming,TEDx,children,Autism spectrum disorder,parenting"
"
											So about four years ago,
I started a Minecraft server
											for children with autism
and their families,
											and I called it ""Autcraft.""
											And since then, we've been in the news
all around the world,
											on television and radio and magazines.
											Buzzfeed called us ""one of
the best places on the internet.""
											We're also the subject
of an award-winning research paper called
											""Appropriating Minecraft as an Assistive
Technology for Youth with Autism.""
											It's a bit of a mouthful.
											But you get the idea, I think.
											So I want to talk a little bit
about that research paper
											and what it's about,
											but first I have to give you
a little bit of history
											on how the server came to be.
									","
											Hace unos cuatro años,
puse un servidor de Minecraft
											para niños con autismo
y sus familias,
											y lo llamé ""Autcraft"".
											Y desde entonces, estamos 
en las noticias de todo el mundo,
											en la tele, la radio y las revistas.
											Buzzfeed nos llamó ""uno de los 
mejores lugares en Internet"".
											También fuimos caso de estudio de un 
galardonado artículo de investigación,
											""Apropiación de Minecraft como tecnología 
asistencial para jóvenes con autismo"".
											Es solo una muestra.
											Pero creo que puede mostrar la idea.
											Por eso quiero hablar un poquito 
sobre el artículo de investigación
											y de qué se trata,
											pero primero debo darles 
un poco de contexto
											sobre qué dio lugar al servidor.
									","
											Dört yıl kadar önce, bir
Minecraft sunucusu başlattım.
											Otizmli çocuklar ve onların
aileleri için.
											Adını da ""Autcraft"" koydum.
											Ve o günden bugüne, dünya
genelinde televizyon,
											radyo ve dergilere konu olduk.
											Buzfeed bizim için ""İnternetteki en iyi
yerlerden birisi"" dedi.
											Aynı zamanda ödül kazanan bir araştırma
makalesinin konusuyduk.
											""Otizmli Gençler için Minecraft'ı
Destekleyici Teknoloji olarak Kullanmak""
											Söylemesi biraz zor.
											Ama konuyu anladığınızı düşünüyorum.
											Bu araştırma makalesi hakkında,
											neyden bahsettiği hakkında,
											konuşmak istiyorum ama size önce
sunucunun nasıl
											oluştuğunu anlatayım.
									","
											Il y a quatre ans environ,
j'ai créé un serveur Minecraft
											pour les enfants autistes et leur famille
											et je l'ai appelé « Autcraft ».
											Depuis, les médias
du monde entier parlent de nous,
											à la télé, à la radio
et dans les magazines.
											Buzzfeed nous décrivait comme
l'un des meilleurs lieux du Web.
											On parle de nous également dans
un article de recherche récompensé appelé
											« Utiliser Minecraft comme technologie
d'aide pour les jeunes autistes. »
											Un titre un peu compliqué.
											Mais vous comprenez l'idée.
											Je veux parler un peu
de cet article de recherche
											et de son contenu,
											mais avant ça,
je dois vous rappeler le contexte
											de la création du serveur.
									",How I use Minecraft to help kids with autism,Stuart Duncan,10:56,"gaming,TEDx,children,Autism spectrum disorder,parenting"
"
","
","
","
",How I use Minecraft to help kids with autism,Stuart Duncan,10:56,"gaming,TEDx,children,Autism spectrum disorder,parenting"
"
											Back in 2013, everybody
was playing Minecraft,
											kids and adults alike,
											with and without autism, of course.
											But it was the big thing.
											But I saw parents on social media
reaching out to other parents,
											asking if their autistic children
could play together.
											And the reason is that when they tried
to play on public servers,
											they kept running into bullies and trolls.
											When you have autism, you behave
a little differently sometimes,
											sometimes a lot differently.
											And we all know a little bit of difference
is all you really need
											for a bully to make you their next target.
											So these terrible, terrible people online,
											they would destroy everything
that they tried to make,
											they would steal all their stuff,
											and they would kill them
over and over again,
											making the game virtually unplayable.
											But the worst part,
the part that really hurt the most,
											was what these bullies
would say to these kids.
											They'd call them rejects
											and defects
											and retards.
											And they would tell these kids,
some as young as six years old,
											that society doesn't want them,
											and their own parents
never wanted a broken child,
											so they should just kill themselves.
									","
											Allá por 2013, todos jugaban a Minecraft,
											niños y adultos por igual,
											con y sin autismo, por supuesto.
											Pero eso fue lo grande.
											Vi padres en las redes sociales
que se nos acercaban
											a preguntar si sus hijos autistas 
podrían jugar juntos.
											Lo preguntaban porque cuando intentaban
jugar en servidores públicos,
											encontraban matones y trolls.
											Alguien con autismo se comporta
un poco diferente a veces,
											y muy diferente otras veces.
											Y todos sabemos que se requiere 
solo una pizca de diferencia
											para ser el nuevo objetivo de un matón.
											Así que estas personas 
terribles de la web,
											destruían todo lo que las personas 
con autismo trataban de construir,
											robaban todas sus cosas,
											y los mataban una y otra vez,
											haciendo que el juego 
fuera prácticamente injugable.
											Pero la peor parte,
la parte que más duele,
											era lo que estos matones
les decían a los niños.
											Los tildaban de rechazados,
											fallados
											y retardados.
											Y les decían a niños,
que algunos tenían seis años,
											que la sociedad no los quiere,
											y que sus propios padres 
nunca quisieron un hijo defectuoso,
											por eso deberían suicidarse.
									","
											2013'te herkes Minecraft oynuyordu.
											Çocuklar ve yetişkinler,
											otizmliler ve otizmsizler, tabii ki de.
											Oldukça büyük bir şeydi.
											Sosyal medyada ailelerin diğer
ailelere otistik çocuklarının
											beraber oynaması için
sorduğunu gördüm.
											Bunun nedeni de, açık sunucularda

											sürekli zorba ve troller ile 
karşılaşmalarıydı.
											Otizme sahipseniz bazen
biraz, bazen ise oldukça
											farklı davranabilirsiniz.
											Ama hepimiz biliyoruz ki,
zorbanın hedefi olmanız için
											küçücük bir fark olması yetiyor.
											Bu internetteki iğrenç, rezalet insanlar
											otizmli çocukların yaptığı
her şeyi yok ediyor,
											sahip olduklarını çalıyor ve
											onları defalarca ve defalarca
öldürerek
											oyunu oynanmaz hâle getiriyordu.
											Ve belki de en kötüsü,
en acıtan kısmı,
											bu zorbaların o çocuklara
dedikleriydi.
											Onlara, ""kusurlular"",
											""problemliler"" ve
											""özürlüler"" diyorlardı.
											Ve o bazıları 6 yaşında
olan çocuklara,
											toplumun onları istemediklerini,
											ailelerinin asla bozuk çocuk 
istemediklerini ve
											kendilerini öldürmeleri 
gerektiğini söylüyorlardı.
									","
											En 2013, tout le monde
jouait à Minecraft,
											les enfants comme les adultes,
											atteints d'autisme ou pas, évidemment.
											Mais c'était énorme !
											J'ai vu des parents se contacter
sur les réseaux sociaux
											pour savoir si leurs enfants
pouvaient jouer entre eux.
											Car lorsqu'ils essayaient de jouer
sur des serveurs publics,
											ils tombaient
sur des harceleurs et des trolls.
											Lorsque vous êtes autistes, vous
vous comportez différemment,
											très différemment parfois.
											Nous savons que la différence
est tout ce dont a besoin
											un harceleur pour faire de vous
sa prochaine victime.
											Sur internet, ces horribles personnes
											essayaient de détruire
tout ce qu'ils pouvaient faire,
											ils volaient leurs constructions
											et les tuaient inlassablement,
											ce qui rendait le jeu injouable.
											Mais le pire,
ce qui était le plus blessant,
											c'était les paroles de ces brutes
envers ces enfants.
											Ils les traitaient de sans amis,
											de défectueux,
											et d'attardés.
											Et ils disaient à ces enfants,
de six ans seulement pour certains,
											que la société n'en voulait pas,
											qu'aucun parent
ne veut d'un enfant handicapé
											et qu'ils devraient se suicider.
									",How I use Minecraft to help kids with autism,Stuart Duncan,10:56,"gaming,TEDx,children,Autism spectrum disorder,parenting"
