es,en,fr,de,title,speaker,duration,tags
"
","
","
","
",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
"
											Cuando se construyó la Casa Blanca
											a principios del siglo XIX, era un recinto de puertas abiertas.
											Los vecinos entraban y salían. Durante la gestión del presidente Adams
											un dentista local pasó a visitarlo.
											Quería saludar de mano al Presidente.
											El presidente despachó al Secretario de Estado
											con quien estaba reunido y le pidió al dentista
											que le removiera un diente.
											Más tarde, en los años 1850, el presidente Pierce
											pasó a la historia por su respuesta
											–quizás sea lo único por lo que es conocido–
											a un vecino que al pasar dijo: «Me encantaría conocer
											esta hermosa casa». Y Pierce le contestó:
											«Por supuesto estimado caballero, puede usted pasar.
											Ésta no es mi casa, sino la casa del pueblo».
									","
											So when the White House was built
											in the early 19th century, it was an open house.
											Neighbors came and went. Under President Adams,
											a local dentist happened by.
											He wanted to shake the President's hand.
											The President dismissed the Secretary of State,
											whom he was conferring with, and asked the dentist
											if he would remove a tooth.
											Later, in the 1850s, under President Pierce,
											he was known to have remarked
											— probably the only thing he's known for —
											when a neighbor passed by and said, ""I'd love to see
											the beautiful house,"" and Pierce said to him,
											""Why my dear sir, of course you may come in.
											This isn't my house. It is the people's house.""
									","
											Quand la Maison Blanche a été construite,
											au début du 19e siècle, c'était une maison ouverte.
											Les voisins allaient et venaient.
Pendant le mandat du Président Adams,
											un dentiste du coin passa par là.
											Il voulait serrer la main du Président.
											Le président a fait sortir le Secrétaire d'État,
											avec qui il était en réunion, et a demandé au dentiste
											s'il voulait bien lui enlever une dent.
											Plus tard, dans les années 1850,
											le Président Pierce était connu
pour avoir fait remarquer -
											probablement la seule chose
pour laquelle il soit connu —
											quand un voisin passa par là et dit:
											« Je serais ravi de visiter
cette belle maison, »
											Pierce lui a répondu:
											« Mon cher Monsieur, bien sûr,
vous pouvez entrer.
											Ce n'est pas ma maison.
C'est la maison du peuple. »
									","
											Als das Weiße Haus 
Anfang des 19. Jh.
											erbaut wurde, war es 
ein offenes Haus.
											Nachbarn kamen und gingen. 
Unter Präsident Adams
											schaute ein Zahnarzt spontan vorbei.
											Er wollte dem Präsidenten 
die Hand schütteln.
											Der Präsident verabschiedete 
daraufhin den Außenminister,
											mit dem er sich gerade beraten hatte, 
und bat den Zahnarzt,
											ihm einen Zahn zu ziehen.
											Später, in den 1850ern, 
unter Präsident Pierce,
											der bekannt für einen Kommentar –
											wahrscheinlich das einzige, 
wofür er bekannt war.
											Wenn nämlich ein Nachbar vorbeiging 
und sagte: ""Ich würde gerne
											dieses wunderschöne Haus sehen"", 
dann sagte Pierce:
											""Aber, guter Freund, natürlich 
können Sie hereinkommen.
											Das ist nicht mein Haus. 
Es ist das Haus des Volkes.""
									",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
"
","
","
","
",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
"
											Cuando llegué a trabajar a la Casa Blanca en 2009,
											al inicio de la administración de Obama,
											la Casa Blanca era todo menos un lugar de puertas abiertas.
											Mis ventanas estaban cubiertas por protecciones anti-bombas.
											Usábamos Windows 2000.
											Las redes sociales estaban bloqueadas por protectores de seguridad.
											No teníamos un blog, mucho menos la docena de cuentas de Twitter
											con las que ahora contamos.
											Llegué para dirigir el proyecto «Gobierno Abierto»,
											para poner en práctica los valores de transparencia
											participación y colaboración, y permearlos
											en nuestro trabajo; para facilitar la apertura del gobierno
											en su trabajo con el pueblo.
									","
											Well, when I got to the White House in the beginning
											of 2009, at the start of the Obama Administration,
											the White House was anything but open.
											Bomb blast curtains covered my windows.
											We were running Windows 2000.
											Social media were blocked at the firewall.
											We didn't have a blog, let alone a dozen twitter accounts
											like we have today.
											I came in to become the head of Open Government,
											to take the values and the practices of transparency,
											participation and collaboration, and instill them
											into the way that we work, to open up government,
											to work with people.
									","
											Eh bien, quand je suis arrivée à la 
Maison Blanche, début 2009,
											au commencement
de l'Administration d'Obama,
											la Maison Blanche était loin
d'être ouverte.
											Mes fenêtres étaient occultées
par des rideaux anti-bombes.
											On utilisait Windows 2000.
											Les médias sociaux étaient bloqués
par le pare-feu.
											Nous n'avions pas de blog,
encore moins la douzaine
											de comptes Twitter
que nous avons aujourd'hui.
											On m'a appelée pour devenir la responsable
du Gouvernement Ouvert,
											pour me saisir des valeurs et des méthodes
de la transparence, la participation
											et la collaboration,
											et les insuffler dans la façon
dont nous travaillons,
											pour ouvrir le gouvernement,
pour qu'il collabore avec le peuple.
									","
											Als ich Anfang 2009 
ins Weiße Haus kam,
											zu Beginn der Regierungszeit Obamas,
											war das Weiße Haus
alles andere als offen.
											Kugelsichere Vorhänge 
verdeckten meine Fenster.
											Wir arbeiteten mit Windows 2000.
											Soziale Netzwerke 
wurden von der Firewall blockiert.
											Wir hatten keinen Blog, geschweige denn
ein Dutzend Twitter-Accounts,
											wie wir sie heute haben.
											Ich kam dorthin und wurde 
Vorsitzende von ""Open Government"",
											um unsere Werte nach außen zu tragen
und Transparenz zu üben,
											um Partizipation und Zusammenarbeit 
zu fördern und sie in
											unsere Arbeitsweise zu integrieren, 
um die Regierung zu öffnen
											und mit dem Volk zu arbeiten.
									",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
"
","
","
","
",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
"
											Sabemos que las compañias son expertas
											en hacer que las personas trabajen
											en equipos y en redes de colaboración para fabricar
											productos muy complejos, como autos y computadoras
											y cuanto más complejos son los productos creados por una sociedad
											mayor es el éxito de dicha sociedad en el tiempo.
											La compañías fabrican productos, pero los gobiernos
											proveen servicios públicos. Trabajan en la cura contra el cáncer
											la educación de nuestros hijos, la construcción de carreteras.
											Pero sus institutciones no son tan buenas
											para tanta complejidad. Carecemos de instituciones
											que hagan florecer nuestros talentos, que trabajen
											con nosotros de manera abierta y en colaboración.
									","
											Now one of the things that we know
											is that companies are very good at getting people to work
											together in teams and in networks to make
											very complex products, like cars and computers,
											and the more complex the products are a society creates,
											the more successful the society is over time.
											Companies make goods, but governments,
											they make public goods. They work on the cure for cancer
											and educating our children and making roads,
											but we don't have institutions that are particularly good
											at this kind of complexity. We don't have institutions
											that are good at bringing our talents to bear,
											at working with us in this kind of open and collaborative way.
									","
											L'une des choses que nous savions,
											c'est que les entreprises
sont très efficaces
											pour faire travailler les gens ensemble,
en équipes et en réseaux,
											pour fabriquer des produits
très complexes,
											comme les voitures et les ordinateurs;
											et plus les produits qu'une société
fabrique sont complexes,
											plus cette société devient prospère
au cours du temps.
											Les entreprises fabriquent
des marchandises,
											mais les gouvernements
font des biens publics.
											Ils travaillent sur un remède
contre le cancer,
											sur l'éducation de nos enfants,
et sur la construction de routes,
											mais nous n'avons pas d'institutions
qui soient particulièrement douées
											pour ce genre de complexité.
Nous n'avons pas d'institutions douées
											pour permettre à nos talents
de s'épanouir,
											pour travailler avec nous de cette façon
ouverte et collaborative.
									","
											Eines wissen wir sehr gut:
											Firmen sind sehr gut darin,
Menschen dazu zu bringen, mit ihnen
											und untereinander in Teams 
und Netzwerken zu arbeiten,
											um komplexe Produkte, 
wie Autos und Computer, herzustellen,
											und je komplexer die Produkte sind, 
die eine Gesellschaft erschafft,
											umso erfolgreicher 
ist die Gesellschaft mit der Zeit.
											Firmen erzeugen Produkte,
aber Regierungen
											erzeugen öffentliche Produkte.
Sie arbeiten an einem Mittel gegen Krebs
											und daran, unsere Kinder auszubilden
und Straßen zu bauen,
											aber wir haben keine Institutionen,
die besonders gut ausgebildet sind,
											um mit dieser Komplexität umzugehen.
Keine unserer Institutionen
											sind gut darin,
unsere Talente zu fördern,
											um mit uns in dieser offenen und
gemeinschaftlichen Art zu arbeiten.
									",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
"
","
","
","
",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
"
											Cuando quisimos crear nuestra política de Gobierno Abierto
											¿qué hicimos? Preguntamos a los empleados públicos
											cómo tener un gobierno abierto.
											Resulta que eso nunca se había hecho antes.
											Pedimos al público en general que nos ayudara
											a proponer una normativa que permitiera a las personas
											opinar sobre políticas, no después de dictadas, como es costumbre,
											sino durante su elaboración. No existía ningún precedente legal
											o cultural, ni un protocolo definido para ello.
											De hecho, muchos nos dijeron que era ilegal.
									","
											So when we wanted to create our Open Government policy,
											what did we do? We wanted, naturally, to ask public sector
											employees how we should open up government.
											Turns out that had never been done before.
											We wanted to ask members of the public to help us
											come up with a policy, not after the fact, commenting
											on a rule after it's written, the way is typically the case,
											but in advance. There was no legal precedent,
											no cultural precedent, no technical way of doing this.
											In fact, many people told us it was illegal.
									","
											Alors, quand nous avons voulu créer
ce Gouvernement Ouvert,
											qu'avons-nous fait ?
											Nous avons voulu interroger
les employés du secteur public
											sur la façon dont nous devrions
ouvrir le gouvernement.
											Il est apparu
que ce n'avait jamais été fait auparavant.
											Nous voulions demander
au public de nous aider,
											de nous proposer une politique,
non pas après son application,
											en commentant une loi déjà écrite,
comme c'est généralement le cas,
											mais à l'avance.
Il n'y avait aucun antécédent juridique,
											aucun antécédent culturel,
aucun moyen technique d'y parvenir.
											En fait, beaucoup de gens nous ont dit
que c'était illégal.
									","
											Was taten wir also, als wir die 
Initiative ""Open Government""
											erschaffen wollten? Selbstverständlich
wollten wir die Bediensteten
											im Dienstleistungssektor fragen, 
wie wir die Regierung öffnen können.
											Allerdings hatte das noch nie
jemand vor uns getan.
											Wir wollten die Öffentlichkeit darum bitten,
											bei einem Gesetzesentwurf zu helfen,
anstatt, wie sonst üblich,
											im Nachhinein die Festlegung 
zu kommentieren, sondern vorher.
											Es gab weder rechtliche noch 
kulturelle Beispielfälle,
											und schon gar keine technische Lösung.
											Tatsächlich sagten uns viele,
es sei illegal.
									",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
"
","
","
","
",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
"
											He aquí el meollo del asunto:
											los gobiernos existen para dar cauce a dos cosas:
											valores y pericia, desde y hacia el gobierno
											y desde y hacia los ciudadanos, en la toma de decisiones.
											Pero el diseño de nuestras instituciones
											se basa en un modelo centralizado, más propio del siglo XVIII
											que canaliza el flujo de valores a través del voto
											cada cuatro años, cada dos años o, en el mejor de los casos,
											anualmente. Esta es una manera bastante pobre de comunicar
											nuestros valores, en esta era de las redes sociales.
											La tecnología de hoy nos permite expresarnos
											tanto como queramos, acaso en exceso.
									","
											Here's the crux of the obstacle.
											Governments exist to channel the flow of two things,
											really, values and expertise to and from government
											and to and from citizens to the end of making decisions.
											But the way that our institutions are designed,
											in our rather 18th-century, centralized model,
											is to channel the flow of values through voting,
											once every four years, once every two years, at best,
											once a year. This is a rather anemic and thin way, in this
											era of social media, for us to actually express our values.
											Today we have technology that lets us express ourselves
											a great deal, perhaps a little too much.
									","
											Voici la clé de l'obstacle:
											Les gouvernements existent
pour canaliser deux choses, en fait:
											les flux des valeurs et de l'expertise
venant du gouvernement et des citoyens,
											et remontant jusqu'à eux,
dans le but de prendre des décisions.
											Mais la façon dont nos institutions
sont conçues,
											dans notre modèle du 18e siècle,
plutôt centralisé,
											consiste à canaliser le flux
des valeurs par le vote,
											une fois tous les quatre ans,
tous les deux ans,
											au mieux une fois par an.
											C'est pour nous une façon
assez anémique et étroite,
											à l'ère des médias sociaux,
d'exprimer réellement nos valeurs.
											Aujourd'hui, nous avons la technologie
qui nous permet de beaucoup nous exprimer,
											peut-être un petit peu trop.
									","
											Hier ist die Krux an der Sache:
											Regierungen existieren,
um zwei Flüsse zu kanalisieren,
											den von Werten und Expertise 
von und zur Regierung
											und den von und zur Bevölkerung,
um Entscheidungen treffen zu können.
											Aber so, wie unsere Institutionen 
ausgelegt sind,
											kanalisiert unser zentralisiertes 
Modell aus dem 18. Jahrhundert
											diesen Fluss durch den Wahlprozess,
aller zwei bis vier Jahre,
											bestenfalls einmal im Jahr.
											Dieses System birgt in diesen Zeiten 
der sozialen Netzwerke
											eine eher schwache Möglichkeit,
unseren Werten Ausdruck zu verleihen.
											Heutige Technologien 
lassen zu, dass wir uns
											auf alle möglichen Arten ausdrücken – 
vielleicht ein bisschen zu viel sogar.
									",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
"
","
","
","
",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
"
											En el siglo XIX, adoptamos los conceptos
											de burocracia y del Estado administrador
											para gobernar sociedades grandes y complejas.
											Pero al centralizar estas burocracias
											las atrincheramos. Sabemos que
											los más inteligentes siempre trabajan para otros.
											Basta con mirar alrededor de esta sala para notar que
											la pericia e inteligencia se encuentran ampliamente distribuidas en la sociedad
											y que no se limitan a nuestras instituciones.
									","
											Then in the 19th century, we layer on
											the concept of bureaucracy and the administrative state
											to help us govern complex and large societies.
											But we've centralized these bureaucracies.
											We've entrenched them. And we know that
											the smartest person always works for someone else.
											We need to only look around this room to know that
											expertise and intelligence is widely distributed in society,
											and not limited simply to our institutions.
									","
											Au 19e siècle, on a conçu
											les concepts de bureaucratie
et de l'état administratif,
											pour nous aider à gouverner des sociétés 
complexes et importantes.
											Mais nous avons centralisé
ces bureaucraties.
											Nous les avons retranchées.
											On sait que les personnes
les plus intelligentes
											travaillent toujours
pour quelqu'un d'autre.
											Il suffit de regarder dans de cette salle
											pour se rendre compte 
que l'expertise et l'intelligence
											sont largement répandues
à travers la société,
											et non pas limitées uniquement
à nos institutions.
									","
											Damals im 19. Jahrhundert 
verließen wir uns auf das Konzept
											der Bürokratie und 
des administrativen Staats,
											zum Regieren großer und 
komplexer Gesellschaften.
											Aber wir haben diese Bürokratien zentralisiert.
											Wir haben sie in die Ecke getrieben. 
Und jetzt wissen wir,
											dass selbst die klügste Person immer noch
für jemanden anderen arbeitet.
											Wir müssen uns nur in diesem Raum 
umsehen, um zu erkennen,
											dass Expertise und Intelligenz weit 
verbreitet sind in der Gesellschaft
											und sich nicht auf 
Institutionen beschränken.
									",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
"
","
","
","
",Demand a more open-source government,Beth Noveck,17:23,"data,democracy,global issues,government,politics"
