en,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
",Art made of the air we breathe,Emily Parsons-Lord,10:49,"ancient world,animals,Anthropocene,biosphere,art,dinosaurs,demo,future,environment,history,global issues,nature,life,pollution,performance art,TEDx"
"
											If I asked you to picture the air,
											what do you imagine?
											Most people think about either empty space
											or clear blue sky
											or sometimes trees dancing in the wind.
											And then I remember my high school
chemistry teacher with really long socks
											at the blackboard,
											drawing diagrams of bubbles
connected to other bubbles,
											and describing how they vibrate
and collide in a kind of frantic soup.
									","
											Si je vous demande d'imaginer l'air,
											qu'imaginez-vous ?
											La plupart des gens pensent
à un espace vide
											ou à un ciel bleu
											ou à des arbres dansant dans le vent.
											Puis je me suis souvenue
de mon prof de chimie au lycée,
											au tableau,
portant de grandes chaussettes,
											dessinant des diagrammes de bulles
connectées à d'autres bulles
											et décrivant comment elles vibrent,
se heurtent dans une soupe agitée.
									","
											Se vos pedir para imaginar o ar,
											o que é que imaginam?
									","
											Havayı resmetmenizi isteseydim,
											ne hayal ederdiniz?
											Çoğu insan boşluk veya
											açık mavi gökyüzü ya da bazen
											rüzgarda dans eden ağaçları düşünüyor.
											Ben de lisedeki, uzun
çoraplı kimya öğretmenimi hatırlıyorum,
											tahtanın önünde,
											diğer baloncuklara
bağlanan baloncuk şemaları çiziyor ve
											nasıl titreşerek
çarpıştıklarını anlatıyor.
									",Art made of the air we breathe,Emily Parsons-Lord,10:49,"ancient world,animals,Anthropocene,biosphere,art,dinosaurs,demo,future,environment,history,global issues,nature,life,pollution,performance art,TEDx"
"
","
","
","
",Art made of the air we breathe,Emily Parsons-Lord,10:49,"ancient world,animals,Anthropocene,biosphere,art,dinosaurs,demo,future,environment,history,global issues,nature,life,pollution,performance art,TEDx"
"
											But really, we tend not to think
about the air that much at all.
											We notice it mostly
											when there's some kind of unpleasant
sensory intrusion upon it,
											like a terrible smell
or something visible like smoke or mist.
											But it's always there.
											It's touching all of us right now.
											It's even inside us.
											Our air is immediate, vital and intimate.
											And yet, it's so easily forgotten.
									","
											Nous n'avons pas tendance
à voir l'air ainsi.
											Nous le remarquons surtout
											quand il est chargé d'une intrusion
sensorielle désagréable,
											comme une mauvaise odeur, ou
visible comme de la fumée ou de la brume.
											Mais il est toujours là.
											Il nous touche tous actuellement.
											Il est même en nous.
											Notre air est immédiat, vital et intime.
											Pourtant, on l'oublie facilement.
									","
											A maior parte das pessoas pensa,
ou em espaço vazio
											ou num céu azul limpo
											ou, às vezes, em árvores
dançando ao vento.
											Lembro-me da minha professora de química
do secundário, com meias muito compridas
											no quadro,
											a desenhar diagramas de bolhas
ligadas a outras bolhas,
											e a descrever a maneira como elas vibram
e colidem numa espécie de sopa frenética
											Mas nós não tendemos a não
pensar assim tanto no ar.
									","
											Aslında hava hakkında çok
fazla şey düşünmemeye yatkınız.
											Üzerinde hoşumuza gitmeyen
											bir şeyler olduğu
zaman varlığını fark ediyoruz,
											kötü bir koku ya da gözle
görülen duman veya sis gibi.
											Aslında o hep orada.
											Şu anda hepimize dokunuyor.
											Hatta içimizde bile var.
											Bizim havamız anlık, hayati ve içtendir.
											Buna rağmen kolaylıkla unutuluyor.
									",Art made of the air we breathe,Emily Parsons-Lord,10:49,"ancient world,animals,Anthropocene,biosphere,art,dinosaurs,demo,future,environment,history,global issues,nature,life,pollution,performance art,TEDx"
"
","
","
","
",Art made of the air we breathe,Emily Parsons-Lord,10:49,"ancient world,animals,Anthropocene,biosphere,art,dinosaurs,demo,future,environment,history,global issues,nature,life,pollution,performance art,TEDx"
"
											So what is the air?
											It's the combination of the invisible
gases that envelop the Earth,
											attracted by the Earth's
gravitational pull.
											And even though I'm a visual artist,
											I'm interested in
the invisibility of the air.
											I'm interested in how we imagine it,
											how we experience it
											and how we all have an innate
understanding of its materiality
											through breathing.
											All life on Earth changes the air
through gas exchange,
											and we're all doing it right now.
											Actually, why don't we all
right now together take
											one big, collective, deep breath in.
									","
											Qu'est-ce que l'air ?
											C'est la combinaison des gaz
invisibles enveloppant la Terre,
											attirés par la force
gravitationnelle de la Terre.
											Même si je suis une artiste visuelle,
											je m'intéresse à l'invisibilité de l'air.
											Je m'intéresse à comment nous l'imaginons,
											comment nous le ressentons
											et comment nous avons tous
une compréhension innée de sa matérialité
											à travers la respiration.
											Toute vie sur Terre change l'air
via un échange gazeux,
											et nous le faisons tous en ce moment.
											Pourquoi ne pas prendre tous ensemble
											une grande inspiration collective.
									","
											Nós reparamos nele principalmente
											quando há uma intrusão sensorial
desagradável nele,
											como um cheiro horrível
ou algo visível como fumo ou nevoeiro.
											Mas está sempre lá.
											Está a tocar-nos a todos agora mesmo.
											Até está dentro de nós.
											O nosso ar é imediato, vital e íntimo.
											E no entanto, é esquecido tão facilmente.
											Então, o que é o ar?
									","
											Peki, hava nedir?
											Dünyanın yer çekiminden
etkilenen, dünyayı kuşatan
											görünmez gazların birleşimidir.
											Ben bir görsellik sanatçısı olsam da,
											havanın görünmezliğiyle ilgileniyorum.
											Onu hayal edişimizle, tecrübe edişimizle
											ve nefes alarak onun
											maddeselliği hakkındaki
anlayışımızın nasıl oluştuğuyla
											ilgileniyorum.
											Dünya üzerindeki yaşamlar,
gaz değişimi yoluyla havayı değiştirir
											ve şu anda da bunu yapıyoruz.
											Şimdi hep birlikte büyük,
											kolektif, derin bir nefes alalım.
									",Art made of the air we breathe,Emily Parsons-Lord,10:49,"ancient world,animals,Anthropocene,biosphere,art,dinosaurs,demo,future,environment,history,global issues,nature,life,pollution,performance art,TEDx"
"
","
","
","
",Art made of the air we breathe,Emily Parsons-Lord,10:49,"ancient world,animals,Anthropocene,biosphere,art,dinosaurs,demo,future,environment,history,global issues,nature,life,pollution,performance art,TEDx"
"
											Ready? In. (Inhales)
											And out. (Exhales)
									","
											Prêts ? Inspirez. (Inspire)
											Expirez. (Expire)
									","
											É a combinação dos gases invisíveis
que envolvem a Terra,
											atraídos pela força gravitacional
da Terra.
											E, apesar de eu ser uma artista visual,
											estou interessada na invisibilidade do ar.
											Estou interessada na maneira
como o imaginamos,
											como o sentimos
											e como todos temos uma compreensão
inata da sua materialidade
											através da respiração.
											Toda a vida na Terra muda o ar
através da troca de gases,
											e todos a estamos a fazer neste momento.
											Na verdade, porque não tomamos
todos neste momento
											uma inspiração profunda colectiva.
											Preparados? Dentro.
											(Inspira)
									","
											Hazır mısınız? Alın. (Nefes alıyor)
											Verin. (Nefes veriyor)
									",Art made of the air we breathe,Emily Parsons-Lord,10:49,"ancient world,animals,Anthropocene,biosphere,art,dinosaurs,demo,future,environment,history,global issues,nature,life,pollution,performance art,TEDx"
"
","
","
","
",Art made of the air we breathe,Emily Parsons-Lord,10:49,"ancient world,animals,Anthropocene,biosphere,art,dinosaurs,demo,future,environment,history,global issues,nature,life,pollution,performance art,TEDx"
"
											That air that you just exhaled,
											you enriched a hundred times
in carbon dioxide.
											So roughly five liters of air per breath,
17 breaths per minute
											of the 525,600 minutes per year,
											comes to approximately
45 million liters of air,
											enriched 100 times in carbon dioxide,
											just for you.
											Now, that's equivalent to about 18
Olympic-sized swimming pools.
									","
											L'air que vous venez d'expirer,
											vous l'avez enrichi d'un facteur 100
en dioxyde de carbone.
											Environ 5 litres d'air par respiration,
17 respirations par minute,
											525 600 minutes par an,
											cela revient approximativement
à 45 millions de litres d'air,
											enrichis d'un facteur 100
en dioxyde de carbone,
											juste pour vous.
											C'est l'équivalent d'environ
18 piscines olympiques.
									","
											E fora.
											(Expira)
											Esse ar que acabaram de expirar,
									","
											Şu anda çıkardığınız havayı,
											yüzlerce karbondioksit
katarak zenginleştirdiniz.
											Her nefes için ortalama beş litre
hava, bir yıldaki 525.600 dakika için
											dakikada 17 nefes,
											toplamda ortalama
45 milyon litre hava yapar,
											bu hava yalnızca sizin için,
karbondioksitle 100 kere
											zenginleştirilmiştir.
											Bu da ortalama 18 adet
olimpik yüzme havuzuna eşittir.
									",Art made of the air we breathe,Emily Parsons-Lord,10:49,"ancient world,animals,Anthropocene,biosphere,art,dinosaurs,demo,future,environment,history,global issues,nature,life,pollution,performance art,TEDx"
