en,fr,de,title,speaker,duration,tags
"
","
","
",Addiction is a disease. We should treat it like one,Michael Botticelli,10:44,"addiction,communication,humanity,community,disease,government,identity,policy,law,public health,social change,self,society,TEDx,HIV,LGBT"
"
											Twenty-eight years ago,
I was a broken man.
											And you probably wouldn't be able
to tell that if you met me.
											I had a good job at a well-respected
academic institution.
											I dressed well, of course.
											But my insides were rotting away.
											You see, I grew up in a family
riddled with addiction,
											and as a kid, I also struggled
											with coming to terms
with my own sexuality.
											And even though I couldn't name it then,
											growing up as a gay kid
											just compounded my issues
of isolation and insecurities.
											But drinking took all of that away.
									","
											Il y a 28 ans, j'étais un homme brisé.
											Vous ne l'auriez probablement pas
deviner en me rencontrant.
											J'avais un bon emploi
dans une institution académique respectée.
											Bien sûr, je m'habillais bien.
											Mais à l'intérieur, je périssais.
											J'ai grandi dans une famille
rongée par la dépendance
											et, enfant, j'avais du mal
											à accepter ma sexualité.
											Même si je n'y mettais pas de mot,
											grandir en tant qu'homosexuel
											ne faisait qu'empirer mes problèmes
d'isolation et d'insécurités.
											Mais boire a tout emporté.
									","
											Vor 28 Jahren war ich
ein gebrochener Mann.
											Das hätte man auf den ersten Blick 
wohl nicht bemerkt.
											Ich hatte einen guten Job an einer
angesehenen akademischen Einrichtung,
											war natürlich immer gut gekleidet,
											doch innerlich verrottete ich.
											Ich wuchs in einer Familie auf,
die von Sucht geplagt war.
											Als Kind hatte ich zudem Probleme,
											mich mit meiner Sexualität zurechtzufinden
											Obwohl ich es damals
noch nicht benennen konnte:
											als Homosexueller aufzuwachsen,
											trug noch mehr zu meiner
Unsicherheit und Isolation bei.
											Doch das Trinken 
ließ die Probleme verschwinden.
									",Addiction is a disease. We should treat it like one,Michael Botticelli,10:44,"addiction,communication,humanity,community,disease,government,identity,policy,law,public health,social change,self,society,TEDx,HIV,LGBT"
"
","
","
",Addiction is a disease. We should treat it like one,Michael Botticelli,10:44,"addiction,communication,humanity,community,disease,government,identity,policy,law,public health,social change,self,society,TEDx,HIV,LGBT"
"
											Like many, I drank at an early age.
											I continued to drink
my way through college.
											And when I finally did come out
in the early 1980s,
											about the only places
to meet other gay people,
											to socialize,
											to be yourself, were gay bars.
											And what do you do in gay bars?
											You drink.
											And I did —
											a lot.
									","
											Comme beaucoup,
j'ai bu à un très jeune âge.
											J'ai continué à boire durant l'université.
											Quand j'ai fait mon coming out
au début des années 80,
											les seuls endroits
où rencontrer d'autres homosexuels,
											se socialiser,
											être soi-même étaient les bars gays.
											Que faites-vous dans un bar gay ?
											Vous buvez.
											C'est ce que j'ai fait —
											beaucoup.
									","
											Wie so viele fing ich früh damit an.
											Ich trank auch während
meines Studiums weiter
											und als ich mich Anfang der 80er
endlich als schwul outete,
											war der einzige Ort, an dem man 
andere Schwule treffen,
											in Kontakt treten
											und man selbst sein konnte, Schwulenbars.
											Und was tut man in Schwulenbars?
											Man trinkt.
											Und das tat ich und zwar häufig.
									",Addiction is a disease. We should treat it like one,Michael Botticelli,10:44,"addiction,communication,humanity,community,disease,government,identity,policy,law,public health,social change,self,society,TEDx,HIV,LGBT"
"
","
","
",Addiction is a disease. We should treat it like one,Michael Botticelli,10:44,"addiction,communication,humanity,community,disease,government,identity,policy,law,public health,social change,self,society,TEDx,HIV,LGBT"
"
											My story is not unique.
											Like millions of Americans,
my disease progressed undiagnosed.
											It took me to people
and places and things
											that I never would have chosen.
											It wasn't until
an intersection with the law
											gave me an ""opportunity"" to get care,
											that I began my journey of recovery.
									","
											Mon histoire n'est pas unique.
											Comme des millions d'Américains,
ma maladie a progressé, non diagnostiquée,
											me menant à des gens, endroits et choses
											que je n'aurais jamais choisis.
											Ce n'est qu'à un croisement avec la loi
											que j'ai eu « l'opportunité »
d'être soigné
											et que mon rétablissement a commencé.
									","
											Meine Geschichte ist kein Einzelfall.
											Wie bei Millionen Amerikanern
verlief sich meine Krankheit unerkannt.
											Ich geriet an Menschen, Orte und Dinge,
											die ich mir nie ausgesucht hätte.
											Ich geriet schließlich 
mit dem Gesetz in Konflikt
											und erhielt dadurch die ""Chance"",
mir helfen zu lassen.
											So begann mein Weg zur Genesung.
									",Addiction is a disease. We should treat it like one,Michael Botticelli,10:44,"addiction,communication,humanity,community,disease,government,identity,policy,law,public health,social change,self,society,TEDx,HIV,LGBT"
"
","
","
",Addiction is a disease. We should treat it like one,Michael Botticelli,10:44,"addiction,communication,humanity,community,disease,government,identity,policy,law,public health,social change,self,society,TEDx,HIV,LGBT"
"
											My journey of recovery
has been filled with love and with joy,
											but it hasn't been without pain.
											Like many of you, I've lost too many
friends and family to this disease.
											I've heard too many
heartbreaking stories
											of people who've lost
loved ones to addiction.
											And I've also lost
countless friends to HIV and AIDS.
									","
											Mon rétablissement a été plein
d'amour et de joie
											mais n'a pas été sans douleur.
											Comme beaucoup, j'ai perdu nombre d'amis
et de famille face à cette maladie.
											J'ai entendu trop d'histoires déchirantes
											de perte d'êtres chers
face à la dépendance.
											J'ai aussi perdu d'innombrables amis
face au HIV et au SIDA.
									","
											Dieser Weg war seitdem 
voller Liebe und Freude,
											doch auch nicht ohne Schmerz.
											Wie viele von Ihnen verlor ich Freunde
und Verwandte an diese Krankheit.
											Ich höre zu viele tragische Geschichten
											von Leuten, die Angehörige
an die Sucht verloren haben.
											Ich verlor unzählige Freunde 
an HIV und AIDS.
									",Addiction is a disease. We should treat it like one,Michael Botticelli,10:44,"addiction,communication,humanity,community,disease,government,identity,policy,law,public health,social change,self,society,TEDx,HIV,LGBT"
"
","
","
",Addiction is a disease. We should treat it like one,Michael Botticelli,10:44,"addiction,communication,humanity,community,disease,government,identity,policy,law,public health,social change,self,society,TEDx,HIV,LGBT"
"
											Our current opioid epidemic
and the AIDS epidemic
											tragically have much in common.
											Right now, we are in the midst of one
of the greatest health crises of our time.
											During 2014 alone, 28,000 people
											died of drug overdoses associated
with prescription drugs and heroin.
											During the 1980s, scores of people
were dying from HIV and AIDS.
											Public officials ignored it.
											Some wouldn't even utter the words.
											They didn't want treatment.
											And tragically, there are many parallels
with our current epidemic.
											Some called it the gay plague.
											They called for quarantines.
											They wanted to separate
the innocent victims from the rest of us.
											I was afraid we were losing this battle
											because people were
blaming us for being sick.
											Public policy was being held hostage
by stigma and fear,
											and also held hostage
											were compassion, care,
research, recovery and treatment.
									","
											Notre épidémie actuelle d'opioïdes
et l'épidémie du SIDA
											ont, malheureusement,
beaucoup en commun.
											Nous sommes au milieu d'une des grandes
crises sanitaires de notre ère.
											En 2014 uniquement, 28 000 personnes
											sont mortes d'une overdose liée
à des médicaments sur ordonnance
											ou à l'héroïne.
											Dans les années 80, beaucoup de personnes
sont mortes du VIH et du SIDA.
											Les autorités publiques ont ignoré cela.
											Certaines n'ont même pas
prononcé ces mots.
											Elles ne voulaient pas de traitement.
											Tragiquement, il y a des parallèles
à notre épidémie actuelle.
											Certains l'appelaient le fléau gay.
											Ils ont appelé à des quarantaines.
											Ils voulaient séparer
les victimes innocentes et les autres.
											Je craignais que nous
ne perdions cette bataille
											car les gens nous reprochaient
d'être malades.
											La politique gouvernementale était
prise en otage entre stigmate et peur.
											Aussi pris en otage,
											il y avait la compassion,
les soins, la recherche,
											le rétablissement, le traitement.
									","
											Unsere derzeitige Opiat-Epidemie
und die AIDS-Epidemie
											sind sich tragisch ähnlich.
											Wir befinden uns inmitten einer der
größten Gesundheitskrisen unserer Zeit.
											Allein im Jahr 2014 
verstarben 28.000 Menschen
											an Überdosen von rezeptpflichtigen
Medikamenten und Heroin.
											Während der 80er Jahre starben 
zahllose Menschen an HIV und AIDS.
											Doch die Amtsträger ignorierten das.
											Manche wollten es gar nicht aussprechen.
											Sie wollten keine Behandlung.
											Leider gibt es viele Parallelen
zu unserer derzeitigen Epidemie.
											Manche nannten es die ""Schwulenpest""
											und verlangten Quarantänen.
											Sie wollten die unschuldigen Opfer
vom Rest von uns trennen.
											Ich fürchtete, wir würden 
diesen Kampf verlieren,
											weil man uns für die Krankheit 
verantwortlich machte.
											Die öffentliche Politik wurde 
von Stigmata und Angst unterjocht
											und dadurch wurden auch
											Mitgefühl, Fürsorge, Forschung, 
Behandlung und Genesung unterdrückt.
									",Addiction is a disease. We should treat it like one,Michael Botticelli,10:44,"addiction,communication,humanity,community,disease,government,identity,policy,law,public health,social change,self,society,TEDx,HIV,LGBT"
