en,es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",An escape from poverty,Jacqueline Novogratz,7:30,"activism,business,culture,global issues,poverty,women,work"
"
											I've been working on issues of poverty for more than 20 years,
											and so it's ironic that the problem that and question that I most grapple with
											is how you actually define poverty. What does it mean?
											So often, we look at dollar terms —
											people making less than a dollar or two or three a day.
											And yet the complexity of poverty really has to look at
											income as only one variable.
											Because really, it's a condition about choice,
											and the lack of freedom.
									","
											He estado trabajando en el tema de la pobreza por más de 20 años,
											y es irónico que el problema y la duda que más me asalta
											es cómo definir realmente la pobreza. ¿Qué significa?
											Muchas veces, la vemos en términos monetarios —
											la gente que gana menos de uno, dos o tres dólares al día.
											Y no obstante, la complejidad de la pobreza, realmente tiene que ver con
											los ingresos sólo como una variable.
											Porque realmente, es un problema de elección,
											y de falta de libertad.
									","
											Eu trabalho com as questões da pobreza
ao longo de mais de 20 anos.
											Portanto, é irónico que o problema
e a questão com que mais me deparo
											seja como é que se define a pobreza,
o que significa?
											Frequentemente,
pensamos em termos de dólares
											— nas pessoas que fazem menos
de um, dois ou três dólares por dia.
											No entanto, a complexidade da pobreza
tem de considerar
											o rendimento como apenas
uma das variáveis.
											Porque é uma condição
acerca de escolha,
											e da falta de liberdade.
									","
											20 yıldan daha fazla yoksulluk meseleleri ile uğraşıyorum,
											ve dolayısıyla bu en fazla uğraştığım sorun ve sorunun
											yoksulluğu gerçekte nasıl tanımlamanız olması ironikdir. Bu ne anlama geliyor?
											Çok sık, dolar terimlerine bakarız —
											günde bir veya iki veya üç dolardan daha az kazanan insanlar.
											Ve yine yoksulluğun kompleksliği gerçekte
											sadece ve sadece bir değişken olarak gelire bakmak zorundadır
											Çünkü gerçekte, bu seçimle ilgili bir durum,
											ve özgürlükten yoksunluktur.
									","
											Je travaille sur les problèmes de pauvreté depuis plus de 20 ans,
											et c'est paradoxal que le problème et la question la plus compliquée
											soit de savoir comment définir la pauvreté. Qu'est-ce que cela signifie ?
											Si souvent, nous raisonnons en termes de dollars —
											les gens qui gagnent moins d'un, deux ou trois dollars par jour.
											Et cependant la complexité de la pauvreté nous oblige à considérer
											le revenu comme simplement comme une variable parmi d’autres.
											Car en vérité, c'est une question de choix, et de manque de liberté.
											Car en vérité, c'est une question de choix, et de manque de liberté.
									","
											Ich habe mit Themen der Armut seit mehr als 20 Jahren zu tun,
											und so ist es an sich witzig, dass das Problem und die Frage, mit denen ich am meisten ringe,
											die wirkliche Definition der Armut ist. Was bedeutet das?
											So oft betrachten wir es unter dem Blickwinkel von Dollars —
											Menschen mit einem Einkommen von weniger als zwei oder drei Dollar am Tag.
											Und doch fordert die Komplexität der Armut, dass man das Einkommen
											nur als eine Variable betrachtet.
											Denn in Wirklichkeit ist es ein Zustand, der von Wahlmöglichkeiten
											und dem Mangel an Freiheit gekennzeichnet ist.
									",An escape from poverty,Jacqueline Novogratz,7:30,"activism,business,culture,global issues,poverty,women,work"
"
","
","
","
","
","
",An escape from poverty,Jacqueline Novogratz,7:30,"activism,business,culture,global issues,poverty,women,work"
"
											And I had an experience that really deepened and elucidated for me
											the understanding that I have.
											It was in Kenya, and I want to share it with you.
											I was with my friend Susan Meiselas, the photographer,
											in the Mathare Valley slums.
											Now, Mathare Valley is one of the oldest slums in Africa.
											It's about three miles out of Nairobi,
											and it's a mile long and about two-tenths of a mile wide,
											where over half a million people
											live crammed in these little tin shacks,
											generation after generation, renting them,
											often eight or 10 people to a room.
											And it's known for prostitution, violence, drugs:
											a hard place to grow up.
											And when we were walking through the narrow alleys,
											it was literally impossible not to step in the
											raw sewage and the garbage alongside the little homes.
											But at the same time it was also
											impossible not to see the human vitality,
											the aspiration and the ambition of the people who live there:
											women washing their babies, washing their clothes, hanging them out to dry.
											I met this woman, Mama Rose,
											who has rented that little tin shack for 32 years,
											where she lives with her seven children.
											Four sleep in one twin bed,
											and three sleep on the mud and linoleum floor.
											And she keeps them all in school by selling water from that kiosk,
											and from selling soap and bread from the little store inside.
									","
											Y tuve una experiencia que en verdad me hizo profundizar y dilucidar
											el entendimiento que tengo.
											Ocurrió en Kenia, y la quiero compartir con ustedes.
											Estaba con mi amiga Susan Meiselas, la fotógrafa,
											en los barrios marginales del Valle Mathare.
											Ahora, Mathare Valley es uno de los barrios marginales más antiguos de África.
											Está a unas tres millas de Nairobi,
											y tiene una milla de largo por unas dos décimas de milla de ancho,
											donde más de medio millón de personas
											viven hacinadas en estas pequeñas casuchas de lata,
											generación tras generación, arrendándolas,
											muchas veces 8 ó 10 personas por habitación,
											Y es conocido por prostitución, violencia, drogas.
											Un lugar difícil para crecer.
											Y mientras caminábamos por los callejones angostos,
											era literalmente imposible no pisar sobre
											las aguas negras sin tratar y la basura a todo lo largo de estas casitas.
											Pero al mismo tiempo era también
											imposible no notar la vitalidad humana,
											las aspiraciones y ambiciones de la gente que vive ahí.
											Mujeres bañando a sus bebés, lavando sus ropas, sacándolas a secar.
											Conocí a esta mujer, Mama Rose,
											quien ha estado arrendando ese pequeño rancho de hojas de zinc durante 32 años,
											donde vive con sus siete hijos.
											Cuatro duermen en una de las dos camas,
											y tres duermen en el suelo de barro y linóleo.
											Y ella los mantiene a todos en la escuela vendiendo agua desde ese quiosco,
											y vendiendo jabón y pan desde la tiendita adentro.
									","
											Eu tive uma experiência
que aprofundou e elucidou
											a noção que eu tenho.
											Foi no Quénia,
e eu quero partilhá-la convosco.
											Eu estava com a minha amiga
Susan Meiselas, fotógrafa,
											nas favelas de Mathare Valley.
											Mathare Valley é uma
das mais antigas favelas de África.
											Fica a cerca de 5 km de Nairobi,
											tem cerca de 1,6 km de comprimento
e 320 m em largura.
											É onde mais de meio milhão de pessoas
											vivem nestas barracas de lata a abarrotar,
											geração após geração,
											arrendando-as frequentemente
entre 8 e 10 pessoas numa mesma divisão.
											É conhecida por prostituição,
violência, droga.
											É um local difícil para se crescer.
											Enquanto andávamos pelos becos estreitos,
											era literalmente impossível
não pisar o esgoto e o lixo
											ao longo das pequenas casas.
											Mas ao mesmo tempo, era também impossível
não ver a vitalidade humana,
											a aspiração e a ambição
das pessoas que lá vivem.
											Mulheres a lavar os bebés,
a lavar a roupa e a pendurá-la para secar.
											Eu conheci esta mulher, Mama Rose,
											que arrendou aquela pequena barraca
durante 32 anos,
											onde vive com sete filhos.
											Quatro dormem numa cama de solteiro,
											e três dormem na lama
e no chão de linóleo.
											Ela consegue mantê-los todos na escola
a vender água naquele quiosque,
											e a vender sabão e pão na pequena loja.
									","
											Ve gerçekten sahip olduğum anlayışı derinleştiren ve aydınlatan
											bir tecrübe yaşadım.
											Bu Kenya'daydı ve sizinle onu paylaşmak istiyorum.
											Fotoğrafçı arkadaşım Susan Meiselas ile beraberdim,
											Mathare Vadisi kenar mahallelerinde.
											Şimdi. Mathare Vallet Afrika'daki en eski gecekondu mahalllerinden birisidir.
											Burası Nairobi'nin yaklaşık üç mil dışında yer alıyor,
											ve burası bir mil uzunluğunda ve bir milin yaklaşık onda biri genişliğindedir,
											burada yarım milyonu aşan insan
											bu küçük teneke barakalarda üst üste yaşıyor,
											nesilden nesile, kiralayarak,
											sıklıkla sekiz veya 10 kişi bir odaya tıkanarak.
											Ve burası fuhuş, şiddet, uyuşturucu ile biliniyor.
											Yetişmek için zor bir yer.
											Ve dar yollar arasında yürüyorken,
											kelimenin tam manasıyla imkansızdı.
											lağım pisliğine ve küçük evler boyunca uzanan çöplere basmak.
											Fakat aynı zamanda ayrıca
											orada yaşayan insanların insan canlılığını
											arzusunu ve tutkusunu görmek imkansızdı.
											Bebeklerini yıkayan, elbiselerini yıkayan ve onları kurumaları için asan kadınlar.
											Bu kadın, Mama Rose ile tanıştım,
											kendisi 32 yıldır şu küçük teneke barakayı kiralamış,
											orada yedi çocuğu ile yaşamakta.
											Dördü bir ikiz yatakta uyuyor,
											ve üçü çamur üzerinde ve muşamba yerde uyuyorlar.
											Ve şu kulübeden su satarak onların okula gitmelerini sağlıyor
											ve içerideki küçük dükkandan sabun ve ekmek satmak suretiyle.
									","
											Et j'ai eu une expérience qui m'a vraiment approfondi et mis en lumière
											la compréhension que j'en ai.
											C'était au Kenya, et je veux la partager avec vous.
											J'étais avec mon amie, Susan Meiselas, la photographe,
											dans les bidonvilles de ""Mathare Valley"".
											Mathare Valley est l'un des bidonvilles les plus anciens d’Afrique.
											Il est situé à environ 5km de Nairobi,
											sur 1.6km de long et environ 300m de large,
											où plus d'un demi-million de personnes
											vivent entassés dans ces petites cabanes de tôle,
											qu'ils louent, génération après génération,
											avec souvent 8 ou 10 personnes dans une pièce.
											Ce lieu est connu pour sa prostitution, sa violence, la drogue.
											Un endroit difficile pour grandir.
											Et pendant que nous marchions dans les étroites allées
											il était littéralement impossible de ne pas marcher
											le long de ces habitations de fortune dans les eaux usées et les ordures.
											Mais dans le même temps, il était également
											impossible de ne pas voir la vitalité humaine,
											les aspirations et les ambitions des gens qui vivent là.
											Les femmes lavant leurs bébés, nettoyant et suspendant pendre leur linge.
											J'ai rencontré cette femme, Mama Rose,
											qui loue cette petite cabane en tôle depuis 32 ans
											où elle vit avec ses 7 enfants.
											Quatre dorment dans des lits jumeaux,
											et trois dorment sur le sol en terre et en linoléum.
											Et elle arrive à les maintenir tous à l'école en vendant de l'eau dans ce kiosque,
											et du savon et du pain dans ce petit magasin à l’intérieur.
									","
											Und ich machte eine Erfahrung, die mein Verständnis davon
											wirklich vertieft und klarer gemacht hat.
											Es war in Kenia, und ich möchte sie mit Ihnen teilen.
											Ich war mit meiner Freundin Susan Meiselas, der Fotografin,
											in den Mathare Valley Slums unterwegs.
											Nun ist es so, dass Mathare Valley eines der ältesten Slums in Afrika ist.
											Es liegt rund drei Meilen außerhalb von Nairobi,
											und es ist eine Meile lang und rund 350 Meter breit,
											und dort leben über eine halbe Million Menschen
											eingepfercht in diesen kleinen Hütten,
											Generation nach Generation, zur Miete,
											oft acht oder zehn Menschen in einem Raum.
											Und es ist bekannt für Prostitution, Gewalt, Drogen.
											Ein harter Ort zum Großwerden.
											Und als wir durch die engen Gassen gingen,
											war es buchstäblich unmöglich, nicht in die
											Jauche und den Müll entlang der kleinen Häuser zu treten.
											Aber zugleich war es ebenso unmöglich,
											die menschliche Lebenslust zu übersehen,
											die Hoffnungen und das Streben der Menschen, die dort leben.
											Frauen, die ihre Babies wuschen, die ihre Kleider wuschen und zum Trocknen aufhängten.
											Ich traf diese Frau, Mama Rose,
											die seit 32 Jahren die selbe kleine Blechhütte gemietet hat,
											in der sie mit ihren sieben Kindern lebt.
											Vier davon schlafen in einem Einzelbett,
											und drei schlafen auf dem Lehmboden oder dem Linoleum.
											Und sie hält sie alle in der Schule, indem sie Wasser in einem Kiosk verkauft,
											und Seife und Brot in dem kleinen Laden, der sich daran anschließt.
									",An escape from poverty,Jacqueline Novogratz,7:30,"activism,business,culture,global issues,poverty,women,work"
"
","
","
","
","
","
",An escape from poverty,Jacqueline Novogratz,7:30,"activism,business,culture,global issues,poverty,women,work"
"
											It was also the day after the inauguration,
											and I was reminded how Mathare is still connected to the globe.
											And I would see kids on the street corners,
											and they'd say ""Obama, he's our brother!""
											And I'd say ""Well, Obama's my brother, so that makes you my brother too.""
											And they would look quizzically, and then be like, ""High five!""
									","
											Era el día siguiente a la toma de posesión,
											y me recordaron que Mathare permanece conectada al resto del mundo.
											Veía a los niños en las esquinas,
											y decían ""Obama, ¡es nuestro hermano!""
											Y yo les decía ""Bueno, Obama es mi hermano, entonces tu también eres mi hermano.""
											Me veían confundidos, y luego decían algo como ""¡choca esos cinco!""
									","
											Era também o dia
a seguir à tomada de posse,
											e recordei quanto Mathare
ainda está ligado ao mundo.
											Eu via miúdos nas esquinas
e eles diziam:
											""Obama é nosso irmão!""
											E eu dizia: ""O Obama é meu irmão,
portanto tu também és meu irmão.""
											Eles olhavam interrogativamente
e depois reagiam com: ""Dá cá cinco!""
									","
											Açılıştan sonraki gündü,
											ve Mathare'nin hala nasıl dünyaya bağlı olduğunu hatırlıyordum.
											Ve sokak köşelerinde çocuklar görürdüm,
											ve ""Obama, o bizim kardeşimizdir!"" derlerdi.
											Ve derdim ki ""Obama benim kardeşim, bu sizi de benim kardeşim yapar.""
											Muzip bir tavırla bakıyorlardı, ve sonra, ""Çak bir beşlik!""
									","
											C'était un jour après l'investiture,
											et je me suis rappelé comment Mathare est toujours connecté au reste du monde.
											Et je pouvais voir les enfants dans les rues, et ils me disaient ""Obama, c'est notre frère!""
											Et je pouvais voir les enfants dans les rues, et ils me disaient ""Obama, c'est notre frère!""
											Et je leur disais "" Comme Obama est mon frère, ça fait de vous mes frères aussi.""
											Ils me regardaient interrogatifs, et puis c'était, ""Tope là!""
									","
											Es war auch der Tag nach der Inauguration
											und ich musste daran denken, dass Mathare trotzdem mit der Welt in Verbindung steht.
											Und ich habe Kinder an den Straßenecken stehen sehen,
											die mir zugerufen haben: ""Obama, das ist unser Bruder!""
											Und ich habe gesagt: ""Tja, Obama ist mein Bruder, also bist auch Du mein Bruder.""
											Sie haben skeptisch die Augen zusammengekniffen und dann ""High five!"" gemacht.
									",An escape from poverty,Jacqueline Novogratz,7:30,"activism,business,culture,global issues,poverty,women,work"
"
","
","
","
","
","
",An escape from poverty,Jacqueline Novogratz,7:30,"activism,business,culture,global issues,poverty,women,work"
"
											And it was here that I met Jane.
											I was struck immediately by the kindness and the gentleness in her face,
											and I asked her to tell me her story.
											She started off by telling me her dream. She said, ""I had two.
											My first dream was to be a doctor,
											and the second was to marry a good man
											who would stay with me and my family,
											because my mother was a single mom,
											and couldn't afford to pay for school fees.
											So I had to give up the first dream, and I focused on the second.""
											She got married when she was 18, had a baby right away.
											And when she turned 20, found herself pregnant with a second child,
											her mom died and her husband left her — married another woman.
											So she was again in Mathare, with no income, no skill set, no money.
											And so she ultimately turned to prostitution.
											It wasn't organized in the way we often think of it.
											She would go into the city at night with about 20 girls,
											look for work, and sometimes come back with a few shillings,
											or sometimes with nothing.
											And she said, ""You know, the poverty wasn't so bad. It was the humiliation
											and the embarrassment of it all.""
									","
											Y fue ahí donde conocí a Jane.
											Me sorprendió la amabilidad y gentileza de su rostro,
											y le pedí que me contara su historia.
											Comenzó contándome su sueño. Me dijo ""Tenía dos.
											Mi primer sueño era ser doctora,
											y el segundo era casarme con un buen hombre
											que permaneciera conmigo y con mi familia.
											Dado que mi madre fue madre soltera,
											y no podía pagar los costos escolares.
											tuve que renunciar al primer sueño, y centrarme en el segundo.""
											Se casó a los 18, y tuvo un bebé enseguida.
											Y cuando cumplió 20, estaba embarazada del segundo,
											su madre murió y su marido la dejó — se casó con otra mujer.
											Así que estaba de nuevo en Mathare, sin ingresos, ni habilidades, ni dinero.
											y entonces, en última instancia se dedicó a la prostitución.
											No estaba organizado en la forma como muchas veces pensamos.
											Ella iba a la ciudad en las noches con unas 20 muchachas,
											buscaba trabajo, y a veces regresaba con unos pocos chelines,
											o a veces sin nada.
											Me dijo, ""Sabes, lo peor no es la pobreza, sino la humillación
											y la vergüenza de todo ello"".
									","
											E foi aqui que eu conheci a Jane.
											Fui imediatamente cativada
pela bondade e gentileza da sua face,
											e pedi-lhe que me contasse a sua história.
											Ela começou por me contar o seu sonho.
Ela disse: ""Eu tinha dois.
											""O meu primeiro sonho era ser médica,
											""e o segundo era casar com um bom homem
											""que ficasse comigo e com a minha família.
											""Porque a minha mãe era mãe solteira,
											""e não podia pagar as propinas.
											""Então, tive de desistir do primeiro sonho
e concentrar-me no segundo.""
											Ela casou aos 18 anos, teve um bebé
imediatamente a seguir.
											Quando completou 20 anos,
viu-se grávida de um segundo filho.
											A mãe morreu e o marido deixou-a
— casou com outra mulher.
											Ela estava outra vez em Mathare,
											sem rendimentos,
sem habilitações, sem dinheiro.
											E assim, em último recurso
virou-se para a prostituição.
											Não era organizada da maneira
que geralmente pensamos.
											Ela ia para a cidade à noite
com cerca de 20 raparigas,
											procurar trabalho, e por vezes voltava
para casa com alguns xelins,
											outras vezes sem nada.
											Ela disse: ""Sabe, a pobreza
não era assim tão má.
											""Era a humilhação e o constrangimento
de tudo aquilo.""
									","
											Ve burada Jane'le tanıştım.
											Yüzündeki nazik ve zarif ifadeden hemen çok etkilendim.
											ve ondan hikayesini anlatmasını istedim.
											hayalini bana anlatmaya başladı. Dedi ki iki hayalim vardı.
											İlk hayalim bir doktor olmaktı,
											ve ikincisi iyi bir adamla evlenmekdi
											benimle ve ailemle kalacak.
											Annem kocası olmayan bir anneydi,
											ve okul ücretlerini karşılayamıyordu.
											Bu nedenle ilk hayalimi bırakmak zorunda kaldım, ve ikincisi üzerine odaklandım.""
											18 yaşında evlendi, hemen bir bebeği oldu.
											Ve 20 yaşını bitirdiğinde, kendini ikinci çocuğa hamile olarak buldu.
											annesi öldü ve babası onu terk etti - başka bir kadınla evlenerek.
											Bu nedenle tekrar Mathare'ya döndü, hiç geliri, becerisi, parası olmaksızın.
											Ve böylece nihayetinde hayat kadınlığına başladı.
											Bizim alışık olarak düşündüğümüz organize birşey değildi.
											Yaklaşık 20 kızla geceleyin şehire gidiyor,
											iş bakıyor ve bazen bir kaç kuruşla eve dönüyordu,
											bazense hiç birşey olmaksızın.
											Dedi ki ""bilirsiniz, yoksulluk o kadar kötü değildi. Kötü olan bütünüyle küçük düşmüş
											ve utanmış olmaktı.""
									","
											Et c'est là que j'ai rencontré Jane.
											Je fus frappé immédiatement par la gentillesse et la douceur de son visage,
											et je lui ai demandé de me raconter son histoire.
											Elle a commencé par me raconter ses rêves. Elle m’a dit, ""J'en avais deux.
											Mon premier était d'être docteur,
											le deuxième était de me marier avec un homme bien
											qui resterait avec moi et ma famille.
											Car ma mère était une mère célibataire,
											qui ne pouvait pas se permettre de payer des frais de scolarité.
											Donc j'ai dû abandonner mon 1er rêve, et me concentrer sur le second.""
											Elle s'est mariée à 18 ans, et a eu un bébé juste après.
											A 20 ans, elle s'est retrouvée enceinte d'un second enfant,
											puis sa mère est morte et son mari l'a quittée — pour se marier avec une autre femme.
											Donc elle était de nouveau à Mathare, sans revenu ni compétences, sans argent.
											Et finalement, elle s'est tournée vers la prostitution.
											Cela ne se passait pas comme on peut l’imaginer habituellement.
											Elle allait à la ville de nuit avec environ 20 jeunes filles,
											pour chercher du travail et, parfois, revenir avec quelques shillings, ou parfois sans rien.
											pour chercher du travail et, parfois, revenir avec quelques shillings, ou parfois sans rien.
											Elle m’a dit : ""Tu sais, la pauvreté ce n'était pas le pire. C'était l'humiliation et la gêne créée par tout ça.""
											Elle m’a dit : ""Tu sais, la pauvreté ce n'était pas le pire. C'était l'humiliation et la gêne créée par tout ça.""
									","
											Und dort war es, dass ich Jane traf.
											Die Freundlichkeit und Güte in Ihrem Gesicht nahmen mich sofort für sie ein,
											und ich bat sie, mir ihre Geschichte zu erzählen.
											Sie begann, indem sie mir ihren Lebenstraum offenbarte. Sie sagte: ""Ich hatte zwei.
											Mein erster Traum war, Ärztin zu werden,
											und der zweite war, einen guten Mann zu heiraten,
											der bei mir und meiner Familie bleiben würde.
											Denn meine Mutter war alleinerziehend
											und konnte das Schulgeld nicht bezahlen.
											Also musste ich meinen ersten Traum aufgeben, und ich konzentrierte mich auf den zweiten.""
											Sie heiratete mit 18 und brachte bald eine Tochter zur Welt.
											Und als sie 20 wurde, war sie mit ihrem zweiten Kind schwanger,
											ihre Mutter starb und ihr Mann verließ sie — heiratete eine andere.
											Also kam sie zurück nach Mathare, ohne Einkommen, ohne Beruf, ohne Geld.
											Und so endetete sie letztlich in der Prostitution.
											Das war nicht so organisiert, wie wir oft glauben.
											Sie ging normalerweise nachts in die Stadt, zusammen mit rund 20 Mädchen,
											schaute sich nach Arbeit um und kam manchmal mit ein paar Schillingen nach Hause,
											manchmal mit gar nichts.
											Sie sagte: ""Wissen sie, die Armut war nicht das schlimme. Es war die Erniedrigung
											und die Peinlichkeit der ganzen Sache.""
									",An escape from poverty,Jacqueline Novogratz,7:30,"activism,business,culture,global issues,poverty,women,work"
"
","
","
","
","
","
",An escape from poverty,Jacqueline Novogratz,7:30,"activism,business,culture,global issues,poverty,women,work"
"
											In 2001, her life changed.
											She had a girlfriend who had heard about this organization, Jamii Bora,
											that would lend money to people no matter how poor you were,
											as long as you provided a commensurate amount in savings.
											And so she spent a year to save 50 dollars,
											and started borrowing, and over time she was able to buy a sewing machine.
											She started tailoring.
											And that turned into what she does now,
											which is to go into the secondhand clothing markets,
											and for about three dollars and 25 cents she buys an old ball gown.
											Some of them might be ones you gave.
											And she repurposes them with frills and ribbons,
											and makes these frothy confections that she sells to women
											for their daughter's Sweet 16 or first Holy Communion —
											those milestones in a life that people want to celebrate
											all along the economic spectrum.
											And she does really good business. In fact, I watched her
											walk through the streets hawking. And before you knew it,
											there was a crowd of women around her, buying these dresses.
									","
											En 2001, su vida cambió.
											Tenía una amiga que había escuchado sobre esta organización, Jamii Bora,
											que prestaba dinero a las personas sin importar qué tan pobres fueran,
											siempre que aportaran una cantidad acorde a su capacidad, en ahorros.
											Y así tardó un año en ahorrar 50 dólares,
											y comenzó a pedir prestado, y con el tiempo logró comprar una máquina de coser.
											Empezó confeccionando.
											y eso se convirtió en lo que hace ahora,
											es decir, ir a mercados de ropa usada,
											y por unos 3 dólares y 25 centavos, compra un viejo vestido de gala.
											Algunos de ellos podrían haber sido donados por ustedes.
											Y los reacondiciona con vuelos y cintas,
											y crea estas confecciones con vuelos, que vende a las mujeres
											para fiestas de 16 años de las niñas, o Primeras Comuniones —
											esas fechas memorables en la vida que la gente desea celebrar
											en todo el espectro económico.
											Y le resulta un muy buen negocio. De hecho, la vi
											pregonando por las calles, y cuando me dí cuenta,
											estaba rodeada de mujeres, comprándole los vestidos.
									","
											Em 2001, a sua vida mudou.
											Ela tinha uma amiga que tinha ouvido falar
de uma organização, Jamii Bora,
											que emprestava dinheiro às pessoas,
por muito pobres fossem,
											desde que elas tivessem um montante
proporcional em poupanças.
											Então ela levou um ano
para poupar 50 dólares,
											e começou a pedir empréstimos,
											e ao longo do tempo pôde comprar
uma máquina de costura.
											E começou a costurar.
											Isso tornou-se naquilo que ela faz agora,
											que é ir aos mercados de roupa
em segunda mão,
											e por cerca de três dólares e 25 cêntimos
compra um vestido de baile velho.
											Alguns deles até podem ser
uns dos que vocês deram.
											Altera-os com folhos e fitas,
											e faz confeções que vende a mulheres
											para as festas de 16 anos das filhas
ou Primeira Comunhão
											— essas etapas da vida
que as pessoas querem festejar
											ao longo de todo o espetro económico.
											E faz realmente um bom negócio.
											Eu observei-a a andar
pelas ruas a vender.
											Quando demos por nós,
											havia imensas mulheres à volta dela,
a comprar os vestidos.
									","
											2001'de hayatı değişti.
											Jamii Bora adında kız arkadaşı bu organizasyonu işitmişti,
											bu organizayon ne kadar yoksul olurlarsa olsunlar insanlara ödünç para veriyordu,
											tasarruflarınızla orantılı bir tutar sağladığınız kadarı ile.
											Ve 50 dolar biriktirmek için bir yıl geçirdi,
											ve ödünç almaya başladı, ve zamanla bir dikiş makinesi alabildi.
											Terziliğe başladı.
											Ve bu şimdi yaptığı işe dönüştü,
											yani ikinci el giyisi pazarına gidiyor,
											ve yaklaşık 3 dolar 25 sente eski bir elbisesi alıyor.
											Onların bazıları sizin verdiklerinizden olabilir.
											Ve bu elbiseleri süslerle ve kurdelalarla yeniden şekillendiriyordu,
											ve bu baloncuklu giyisileri yapıyor ve
											kadınlara kızlarının tatlı 16'sı, bir başka deyişle her sosyal sınıftan insanın hayatlarında bir kez kutlamak istedikleri dönüm noktası —
											ilk Kutsal Komünyon için
											onları satıyordu.
											Ve gerçekten iyi iş yapıyordu. Aslında, onu
											caddelerde satış yaparken seyrettim. Ve siz tanımadan önce,
											etrafında bu elbiseleri satın alan bir kadınlar kalabalığı vardı.
									","
											En 2001, sa vie changea.
											Elle avait une amie qui avait entendu parler de cette organisation, Jamii Bora,
											qui prêtait de l'argent aux gens, peu importe leur niveau de pauvreté,
											du moment que l’apport de l’épargnant était proportionnel au montant prêté.
											Elle passa donc une année à économiser 50 dollars,
											et commença à emprunter; au fil du temps, elle fut en mesure d'acheter une machine à coudre.
											Elle commença la confection.
											Et ça l’a mené à ce qu'elle fait maintenant,
											elle va au marché des vêtements d'occasions,
											et pour environ trois dollars et 25 cents, elle achète une vieille robe de bal.
											Certaines d'entre elles pourraient être celles que vous avez données.
											Et elle les réarrange avec des frous-frous et du ruban,
											pour en faire des confections pleines de volume qu'elle vend aux femmes
											pour fêter la majorité sexuelle ou la 1ère communion de leurs filles —
											ces étapes dans une vie que les gens ont envie de célébrer quelle que soit leur catégorie sociale.
											ces étapes dans une vie que les gens ont envie de célébrer quelle que soit leur catégorie sociale.
											Et elle gère vraiment bien son affaire. En fait, je la regardais
											prospecter dans la rue. Et avant même que vous le remarquiez,
											il y avait une foule de femmes autour d'elle, voulant acheter une de ces robes.
									","
											2001 veränderte sich ihr Leben.
											Sie hatte eine Freundin, die von dieser Organisation namens Jamii Bora gehört hatte,
											die Geld an Leute verlieh, egal wie arm sie waren,
											vorausgesetzt man brachte eine entsprechende Summe an Ersparnissen mit.
											Und so verwendete sie ein Jahr darauf, fünfzig Dollar zu sparen,
											und begann sich Geld zu leihen und war nach einiger Zeit in der Lage, sich eine Nähmaschine zu kaufen.
											Sie begann zu schneidern.
											Und daraus wurde, was sie heute macht,
											nämlich auf Second Hand Märkte zu gehen und
											für rund drei Dollar und 25 Cent kauft sie ein altes Ballkleid.
											Einige davon haben vielleicht Sie gespendet.
											Und sie näht sie um mit Rüschen und Bändern
											und macht diese schaumigen Angelegenheiten daraus, die sie an Frauen
											für die Erstkommunion oder Schulabschlussbälle ihrer Töchter verkauft —
											diese Wegmarken im Leben, die die Menschen aus jedem Bereich
											des ökonomischen Spektrums feiern wollen.
											Und ihre Geschäfte laufen wirklich gut. Ich habe sie sogar beobachtet,
											wie sie durch die Straßen ging und verkaufte. Und bevor man sich versah
											war sie von einer Schar Frauen umgeben, die ihre Kleider kauften.
									",An escape from poverty,Jacqueline Novogratz,7:30,"activism,business,culture,global issues,poverty,women,work"
