en,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
",Why giving away our wealth has been the most satisfying thing we've done,Bill and Melinda Gates,25:00,"activism,business,money,philanthropy"
"
											Chris Anderson: So, this is an
interview with a difference.
											On the basis that a picture
is worth a thousand words,
											what I did was, I asked Bill and Melinda
											to dig out from their archive
											some images that would help explain
											some of what they've done,
											and do a few things that way.
									","
											Chris Anderson: 
Esta é uma entrevista diferente.
											Já que uma foto vale mais 
do que mil palavras,
											decidi pedir ao Bill e à Melinda
											que desenterrassem dos seus arquivos
											algumas imagens que ajudassem a explicar
											um pouco daquilo que eles têm feito.
											Vamos fazer assim.
									","
											Chris Anderson : Voici une interview 
pas comme les autres.
											Basée sur le fait qu'une image 
vaut bien plus que les mots,
											j'ai demandé à Bill et Melinda
											de dénicher dans leurs archives
											des images qui pourraient 
aider à comprendre
											une partie de leurs actions.
											Nous allons procéder ainsi.
									","
											Chris Anderson: 
Bu röportaj farklı bir röportaj.
											Bir resim bin kelime 
değerindedir düşüncesi ile
											Bill ve Melinda'dan eski 
arşivlerini karıştırmalarını
											ve resimlerle bağlantılı olarak
											neler yaptıklarını
											ve de neler yapıyor olduklarını
											anlatmalarına yardımcı olacak 
birkaç fotoğraf seçmelerini istedim.
									",Why giving away our wealth has been the most satisfying thing we've done,Bill and Melinda Gates,25:00,"activism,business,money,philanthropy"
"
","
","
","
",Why giving away our wealth has been the most satisfying thing we've done,Bill and Melinda Gates,25:00,"activism,business,money,philanthropy"
"
											So, we're going to start here.
											Melinda, when and where was this,
											and who is that handsome man next to you?
									","
											Vamos começar com esta foto.
											Melinda, quando e onde foi isto,
											e quem é o simpático homem ao seu lado?
									","
											Nous allons commencer avec cette photo.
											Melinda, quand et où était-ce,
											et qui est ce bel homme à vos côtés ?
									","
											Buradan başlayacağız.
											Melinda bu nerede ve ne zaman çekildi?
											Ve yanındaki yakışıklı adam kim?
									",Why giving away our wealth has been the most satisfying thing we've done,Bill and Melinda Gates,25:00,"activism,business,money,philanthropy"
"
","
","
","
",Why giving away our wealth has been the most satisfying thing we've done,Bill and Melinda Gates,25:00,"activism,business,money,philanthropy"
"
											Melinda Gates: With those big glasses, huh?
											This is in Africa, our very first trip,
											the first time either of us had ever been to Africa,
											in the fall of 1993.
											We were already engaged to be married.
											We married a few months later,
											and this was the trip where we really went to see
											the animals and to see the savanna.
											It was incredible. Bill had never taken that much time
											off from work.
											But what really touched us, actually, were the people,
											and the extreme poverty.
											We started asking ourselves questions.
											Does it have to be like this?
											And at the end of the trip,
											we went out to Zanzibar,
											and took some time to walk on the beach,
											which is something we had done a lot
											while we were dating.
											And we'd already been talking about during that time
											that the wealth that had come from Microsoft
											would be given back to society,
											but it was really on that beach walk
											that we started to talk about, well,
											what might we do and how might we go about it?
									","
											Melinda: Com os óculos grandes, certo?
											Foi em África, a nossa primeira viagem.
											A primeira vez que lá estivemos
											no outono de 1993.
											Já estávamos noivos, estávamos para casar.
											Casámos uns meses depois.
											Nesta viagem queríamos ver 
os animais e a savana africana.
											Foi incrível!

											Bill nunca tinha estado 
tanto tempo sem trabalhar.
											Mas o que nos tocou foram as pessoas
											e a pobreza extrema.
											Começámos a pensar:
											É preciso ser assim?
											No final da viagem fomos a Zanzibar.
											Fomos passear na praia,
											coisa que fazíamos muitas vezes
											quando namorávamos.
											Naquela época, já pensávamos
											que a fortuna que resultara da Microsoft
											devia retornar à sociedade,
											mas foi naquela caminhada pela praia
											que começámos a falar
											do que podíamos fazer 
e como pôr isso em prática.
									","
											Melinda Gates : 
Avec ces grosses lunettes ?
											C'est en Afrique, 
notre premier voyage,
											notre première fois en Afrique,
											à l'automne 1993.
											Nous étions déjà fiancés.
											Nous nous sommes mariés 
peu après,
											et c'est le voyage où 
nous voulions voir
											les animaux et la savane.
											C'était incroyable. Bill n'avait jamais pris
autant de temps pour ses congés.
											Mais ce qui nous a vraiment émus, 
ce sont les gens,
											et l'extrême pauvreté.
											Nous nous posions des questions.
											Est-ce qu'il doit en être ainsi ?
											A la fin du voyage, à Zanzibar,
											nous avons pris le temps 
de nous promener sur la plage,
											ce que nous faisions souvent
lorsque nous sortions ensemble.
											Nous avions déjà commencé à 
évoquer l'idée à cette époque
											que notre fortune acquise à Microsoft
											serait rendue à la société,
											mais c'est lors de 
cette promenade
											que nous avons commencé à parler
											de ce que nous pourrions faire 
et la façon de nous y prendre.
									","
											Melinda Gates: Büyük gözlüklü olan mı?
											Burası Afrika, bizim ilk gidişimiz.
											İkimizin de ilk defa Afrika'ya gidişiydi.
											1993 Sonbaharı.
											Orada nişanlıydık.
											Bir kaç ay sonra da evlendik.
											Bu gezi de bizim hayvanları
											ve savanı görmeye gittiğimiz geziydi.
											Muhteşemdi.
											Bill daha önce işinden 
bu kadar vakit ayırmamıştı.
											Ama bize en çok dokunan insanlar
											ve oradaki aşırı yoksulluktu.
											Kendimize sorular sormaya başladık.
											Bu şekilde olmak zorunda mı?
											Gezinin son kısmında
											Zanzibar'a gittik.
											Kumsalda yürüyerek vakit geçirdik.
											Bu, çıkarken sıkça
											yaptığımız bir şeydi.
											O zamanlarda Microsoft'tan
											gelen servetin topluma
											geri verilebileceği üzerine konuşuyorduk.
											Gerçekten de kumsaldaki o yürüyüşümüz
											ne yapacağımız ve nasıl yapacağımız
											üzerine konuşmaya başladığımız zamandı.
									",Why giving away our wealth has been the most satisfying thing we've done,Bill and Melinda Gates,25:00,"activism,business,money,philanthropy"
"
","
","
","
",Why giving away our wealth has been the most satisfying thing we've done,Bill and Melinda Gates,25:00,"activism,business,money,philanthropy"
"
											CA: So, given that this vacation
											led to the creation of
											the world's biggest private foundation,
											it's pretty expensive as vacations go. (Laughter)
									","
											CA: Considerando que essa viagem
											levou à criação da maior fundação 
privada do mundo,
											foi uma viagem muito cara 
para umas simples férias.
											(Risos)
									","
											CA : Etant donné que ces vacances
											ont amené à la création
											d'une des plus grandes 
fondations privées au monde,
											ça fait plutôt chères comme vacances. (Rires)
									","
											CA: Tabi bu tatilin dünyanın
											en büyük özel kuruluşunun kurulmasına
											sebep olduğu düşünüldüğünde
											bir tatil için fazla
pahalıya patlamış. (Gülüşmeler)
									",Why giving away our wealth has been the most satisfying thing we've done,Bill and Melinda Gates,25:00,"activism,business,money,philanthropy"
"
","
","
","
",Why giving away our wealth has been the most satisfying thing we've done,Bill and Melinda Gates,25:00,"activism,business,money,philanthropy"
"
											MG: I guess so. We enjoyed it.
									","
											MG: Acho que sim. Nós gostámos.
									","
											MG : Je crois, oui. Nous en avons profité.
									","
											MG: Sanırım öyle. Biz zevk aldık.
									",Why giving away our wealth has been the most satisfying thing we've done,Bill and Melinda Gates,25:00,"activism,business,money,philanthropy"
"
","
","
","
",Why giving away our wealth has been the most satisfying thing we've done,Bill and Melinda Gates,25:00,"activism,business,money,philanthropy"
